Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
JMY	-0.182333333333333
DLK2	-0.513
ZNF451	-0.7581
HES6	-2.53275
FGF9	-0.921
VNN1	-2.00216666666667
SRPK2	0.0415
ALDH3A1	-2.049
CDX4	0.8615
SPG21	0.316
ZNF302	0.0319
DOK3	-0.398
GRIN1	0.214071428571429
OR1A1	-0.0818333333333333
CALU	-0.6795
ANKFY1	-0.474
C9orf84	-0.7495
CLEC2L	0.317333333333333
LIMCH1	1.46791666666667
RWDD1	0.341333333333333
VHLL	-0.63375
SLC18A2	1.0135
UPK3A	-1.23833333333333
FIP1L1	-1.137
LENEP	-1.02416666666667
RHOB	2.28383333333333
RIBC2	0.206
GNPNAT1	-0.789
TBC1D10C	-2.2365
MMAA	1.93175
INTS9	0.0355
HOOK2	0.3705
CCNG1	-1.36116666666667
CCDC144B	-1.4005
MTMR7	0.311
NEU4	-3.51833333333333
HADH	-0.242
CCKAR	-0.853
TMEM173	1.3625
AFAR3	1.23
PTH2R	2.0695
IFI30	0.711
GLUL	1.9855
TMEM71	-0.286666666666667
C20orf165	-0.39425
BFAR	-0.906
ZNF14	1.5255
KLHL8	-0.0130714285714286
PPIL2	-0.450833333333333
CTA-126B4.3	-0.067
C5orf37	-0.45675
SLC27A4	-0.0185
KLHL22	-0.023375
GJB2	3.1117
HSPBP1	-0.3145
PRKD1	0.138
SOX8	-0.50925
KIAA0195	-1.04266666666667
MICALCL	3.0895
ICAM1	-1.041875
C10orf126	0.721
SIX4	0.406875
BCL2L1	-0.5775
CD19	-2.13833333333333
RAPGEF3	2.128
KIAA0974	-0.1915
MAPK3	-0.786166666666667
OR10A3	0.225
MAP2K1IP1	1.1675
STK4	-0.485833333333333
CHIC2	1.2247
DLX5	-0.452833333333333
ZNF367	-2.1095
FBXO41	-0.51925
ADK	-1.199125
hCG_1995786	-0.380833333333333
GTPBP10	-0.112625
TGOLN2	1.00525
CTBS	0.922
FGD1	-0.20025
ETS1	-0.322666666666667
EDC4	-0.77125
GSTA3	-1.5245
HOXB6	-0.2325
C9orf131	-1.888
BCAS1	1.094
U2AF1L4	-0.083
PDHA2	0.240166666666667
SORD	0.73
SLC25A33	-1.1175
WDHD1	-2.39525
OR8K5	0.421
RNASE11	-0.412
STAP2	0.386
TRIM44	-0.3222
CHCHD8	1.294
SIDT2	0.265
OR2B3	0.141
TRRAP	-0.865
TRAF1	-0.83775
RYR2	-1.918
FAM71B	-0.3425
SLC45A4	1.2525
TRIM32	0.011625
ATP6V1G1	0.5375
TRA16	-0.237625
SERHL2	2.3015
PRKY	-1.02316666666667
NPR2	-0.21025
TAS2R40	0.47
OR5I1	0.139166666666667
ZFYVE26	0.564333333333333
WFDC11	-0.4735
CSH2	-0.6965
OR2T8	0.0715000000000001
TBX20	-1.216
LYPD5	2.3905
STOML2	-1.11783333333333
ALPI	-0.754625
FAT3	0.083125
ZNF273	-0.4065625
NPSR1	0.6965
FLAD1	0.481
RAB5C	0.254875
TTLL3	-1.55075
KIAA1618	-0.9565
NPPC	1.3525
ZEB2	1.4918
MRP63	0.349375
WSCD2	0.35575
NEUROD4	-0.0110000000000001
SNAPAP	1.1145
MTMR2	-1.26005882352941
STK35	-0.438375
USP48	-0.1585
NR1H4	-4.17125
RASL10A	0.35125
SSTR1	-1.80425
C1orf35	0.82875
APOBEC3C	-0.66475
RUSC2	0.829166666666667
SALL4	-2.707
ZCCHC8	0.0245
RAD17	-0.29225
ZNF708	-0.0786666666666667
LILRB5	2.392625
TEX12	-0.4325
C9orf79	0.0885
ARHGEF1	-0.498833333333333
ABCA4	-0.397666666666667
RNF214	-1.3435
PPAPDC2	1.21575
ARID4A	0.212
SYCP2	1.518
OPRM1	0.6605
RP13-102H20.1	-4.11275
CYP26B1	0.5015
APCDD1	1.34383333333333
PCCA	-0.27925
ALS2CR7	0.4085
AQP5	1.41283333333333
YLPM1	-0.07675
PRKAR1B	-1.4097
IL16	0.1464
TCF3	-0.893125
ZSWIM7	0.066
SERPINE1	-0.7507
BAI2	2.29475
SMC5	-0.833285714285714
SMN1	-0.855166666666667
SLC13A5	-3.421
POU2F3	1.21175
BACH1	-0.743333333333333
GMCL1L	0.301166666666667
PPP2R2D	0.475625
LRRC51	3.03491666666667
EDARADD	0.253
LRRC3	-0.697
FAM124B	0.807
C20orf70	0.39
LOC285735	-0.795
CTBP2	1.5224
ZMYND11	1.461125
CDH23	0.55175
OR1N1	0.7985
LOC400590	-0.28125
PDK1	-2.06625
LMTK3	-0.56
USHBP1	1.979375
ZFYVE21	1.222
hCG_21078	0.16075
OAF	-0.377375
WDR41	-1.049
SPINK6	-1.17666666666667
GDEP	0.429
MEG3	-1.404
OXSR1	-0.302230769230769
RAD51	-1.7555
RPL13A	0.307
DYRK1A	0.6067
FLJ25791	1.07725
SARDH	0.2915
RBBP5	0.553333333333333
ORC2L	-1.0515
NCAPH2	-0.576666666666667
RNASET2	0.222833333333333
WDR79	-0.9895
FLJ39779	-0.178
C3orf1	0.231
DDX23	-0.094
MGC40574	0.09975
MORC4	0.9855
MYRIP	3.16754545454545
LY6E	-0.43775
SLC39A11	1.45075
ATP12A	-1.123
AUP1	-0.2495
PIP	6.74225
CORO7	-1.3665
PITPNM3	0.4085
ENPP1	2.46033333333333
PPP1R1C	-2.71116666666667
NRBP2	-0.92675
KCNE2	0.555
P2RX4	1.34375
CCND2	-1.80485714285714
OR5T3	-0.1235
CUL4A	-0.239333333333333
CFB	2.072875
PCP4	-3.175
HEMGN	-5.57983333333333
UBIAD1	-0.4215
CDC42BPB	-0.3328
CYB561D1	0.035
RIMS2	-1.10785714285714
ZNF488	-1.307
RNMTL1	0.3475
SART3	-0.0633333333333333
CAPN10	-0.856142857142857
CCR5	2.75483333333333
APOA1BP	0.452333333333333
NDUFS5	-0.21425
PDLIM3	2.7618
VPS24	0.677
SCN8A	-2.177375
C1orf67	-1.02416666666667
MRCL3	0.481833333333333
TMEM145	-1.53925
KCTD16	-0.105333333333333
RNF149	0.55025
FDXR	-0.69975
CDCP1	1.828
PAX3	-1.9199
LASS4	2.22225
HSD17B8	0.58425
YAP1	-0.07875
NNT	-1.25625
SC5DL	0.337125
DKFZp566H0824	-0.2255
KSR2	0.3415
RAD21	-0.414266666666667
ST8SIA2	-0.07175
L3MBTL3	0.542
SNRPB	-1.8625
MGC14425	-0.0805
MIF	0.458125
TAPT1	1.4715
IRF8	1.3028
PRO0132	1.299
HERV-FRD	-0.7775
ACD	-1.1995
BCL3	0.9955
SPATA13	1.543
MRLC2	0.907375
F2RL3	0.445625
CFHR3	3.028
DUSP15	0.238833333333333
TMEM46	3.12383333333333
SF3B4	-0.323833333333333
MAP7D3	-0.6485
STELLAR	-1.1635
SEMA5A	0.8203
H2BFS	-1.31575
LRRC28	0.2195
MORN2	0.7045
XYLB	-0.270125
WDR21C	0.3675
HIATL1	0.093375
ADAMTS10	0.477166666666667
WDR55	-0.2785
MFSD5	0.881
OR4N2	-0.1995
DUSP16	1.12927777777778
NLGN4Y	-2.07688888888889
INHBC	0.25075
NUMA1	1.4845
DEFB123	0.334
GIPC1	-0.3925
MGC27348	-1.218
FLJ33590	0.1095
FZD1	2.725
MKL1	0.472
SAA2	3.26125
C1orf94	-1.4135
C7orf28B	-0.143
TMEM185A	0.5602
ZZZ3	-0.2685
C16orf5	-0.943666666666667
GALNAC4S-6ST	1.9415
C1orf186	2.7845
IGFBP4	0.487833333333333
NDUFA10	0.375666666666667
CLIC2	0.7575
RNF13	0.233
GPR103	-1.2695
CD69	-1.0585
MYOZ1	0.53625
IFNB1	-0.3435
CLNS1A	-0.7235
CXorf45	-0.068
ZXDB	1.018
FUNDC2	0.26325
GPA33	-1.59928571428571
C9orf70	-0.2965
SLC2A9	-0.26025
LOC126520	-0.1145
MAGEB1	-0.7955
LCE2A	-0.07
C18orf34	4.123
FMNL2	-2.140625
KRT85	0.5095
CRYGA	-0.567
GEM	2.38925
THAP6	0.5164
ALKBH3	0.0888333333333333
TM6SF2	-0.20525
C20orf82	3.17775
RANBP2	-0.46
LIG3	0.5522
RETSAT	0.9415
OR8S1	-0.113
CAST	0.18525
TGFBI	-0.098
C15orf37	0.0965714285714286
PGM3	-0.9335
SLC4A11	-1.356125
FAM123C	-0.175333333333333
TAOK1	1.2825
CISH	0.845875
OGDHL	-3.9395
SPINT2	2.20133333333333
ZNF33A	0.357
CLDN18	0.0396666666666666
RNF128	-0.159375
CCDC71	-1.31925
RASSF6	3.06416666666667
HSPG2	0.767
ATP6V0E1	1.851
ABHD6	-0.369
CD274	0.676
GCNT1	0.83325
NT5C1A	0.478833333333333
TM4SF5	-4.389
C21orf58	-1.7985
SUCLA2	-0.12425
RFTN2	2.81075
SCNM1	0.53475
SLC9A10	-0.575
FUNDC1	0.159
SLC35F4	-2.3525
AMD1	-0.6145
COL6A6	5.69275
OR4K2	0.202
TRIB2	0.20425
LOC91461	-1.15175
GHSR	0.3245
ATP8B1	1.574875
C1orf78	3.399
RNF183	-0.611166666666667
STX4	0.2134
TPPP2	-0.50425
MYBPHL	-2.6455
TXNDC6	-0.3713
C9orf47	1.197
FAM137B	-1.5455
FANCB	-1.68125
C11orf9	-1.85475
DPY19L1	-1.008125
VDAC2	-0.561
VHL	-0.97075
LMBR1	-0.028875
C8orf44	-0.31675
ZPBP	1.03725
FGF23	-1.781
C21orf67	0.72975
PCNT	-0.951625
BCKDHB	1.0666
GALNTL5	0.347666666666667
BET1	-0.651
ARL13A	-0.718
HDAC6	-0.820625
N4BP3	1.18716666666667
OTOP1	0.212833333333333
TTC30A	2.01975
CRISP1	1.0905
KRT32	1.2365
VSTM1	0.302
ZNF622	-0.08725
POLR3B	-0.074
DNAJC10	-0.032875
C12orf54	1.7915
ADIPOQ	4.78033333333333
RIT2	0.5995
CD44	0.83615
ABCA3	1.082125
RPS17	-0.877
FEZF1	-0.329
PCDHB15	-0.65275
KCNMA1	1.63463636363636
CCDC116	-2.287
C15orf27	-2.9395
NARG2	-0.1366875
ITGA5	-1.18725
MEFV	0.3435
TUT1	-0.90075
LOC541473	-0.33675
NMBR	0.2065
GLT1D1	-3.279
ABCB7	-0.161
PFKP	-2.20272727272727
C9orf91	1.022
LRRC41	-0.0361666666666667
C1orf85	0.932666666666667
ATP5F1	-0.53275
STOX1	1.045
GFOD2	0.65375
SLC25A3	-0.05475
ZNF646	-0.1761
ZAR1	-1.532
OSTbeta	-2.07366666666667
GALNT3	2.58025
IFT122	0.782
LDB3	0.7483
GARNL1	0.449538461538461
HOMEZ	0.705333333333333
LRRC6	2.576
ANGPTL5	1.0215
UBAC1	-1.09425
DLEU7	-1.01375
RPL19	-0.179875
TOP1MT	-0.850833333333333
LOC643641	0.194125
MBD3L2	-0.4815
NTSR1	-0.318333333333333
WISP2	1.82575
GPSM2	-1.541
RDH10	-0.165
PRKCG	0.5365
HIST1H4J	1.4785
MON1B	0.1599
MLF1IP	-2.22416666666667
ZNF446	0.803125
COL4A5	0.2094
SLC26A1	0.163285714285714
RGN	-1.67325
CCNB1	-3.18375
C9orf165	0.50025
CCDC28B	-0.69925
CCDC97	0.88325
FGR	1.219
MSRB3	1.1259
EPN2	0.6495
COX15	-0.218
KCNK6	-1.3015
XK	-2.67775
GDA	-4.8455
HEPH	-1.093125
THRAP3	0.8065
MET	-1.78271428571429
PHYHIP	1.06175
LYAR	-1.47233333333333
ING3	0.54675
AK7	-1.97625
CCT8L2	-0.324125
COPS7A	-0.344833333333333
WSCD1	0.23375
RNF185	1.300125
TNS3	0.02075
KNDC1	-0.6226
RWDD4A	0.936833333333333
MED13L	0.9174
ZFYVE1	0.675375
C7orf44	-1.72916666666667
MRPL1	0.3065
STGC3	-1.61825
TEAD1	-0.5445
RPL7A	-0.4005
ARL6IP1	0.4167
C1orf178	-3.423
CTAGE5	0.117666666666667
TMEM184A	-1.02116666666667
SLC25A14	0.33725
CACNG5	0.2175
ATXN10	0.4556
ECH1	0.5933
CCL22	0.76625
CYP2F1	-2.12083333333333
GADL1	0.753
TMEM19	-0.3738
RUNX3	-0.28125
EFNB1	0.933333333333333
LIPN	-0.964
ACSM3	-4.9135
SIGLEC8	0.608333333333333
ASCC3L1	-1.165
NOL8	-0.167125
RELT	-1.12483333333333
Magmas	-1.13525
PPP1R15B	1.1371
C11orf2	0.7595
VKORC1	-0.47
MGC26647	2.1625
TRPM6	0.433583333333333
UGT2B7	0.0971666666666668
FEV	-0.95725
FOXK2	-0.5231
PDCD5	-0.8925
SLC8A1	1.8672
DGUOK	-1.0075
CLDN16	-0.837
GAGE1	-1.4355
RBM17	-0.2596
C1QTNF3	1.81675
VGLL3	0.2845
UNQ5830	-0.0155
CD1A	-3.80433333333333
SCGB1C1	-0.758
SUPT4H1	-0.107625
TRAF5	0.7375
ASAHL	0.69875
FAM73A	1.336
OR6B1	-0.112
WHSC1	-2.04855
GFPT2	0.604
LOC339809	0.54025
STARD5	0.440333333333333
SIP1	-1.06675
DNAJC15	-0.12275
STAU2	0.4365
FAM98A	0.038875
RAD23B	0.2150625
LRRC33	-1.063
CHRAC1	-1.12825
C21orf89	0.499
C19orf43	0.249666666666667
KLK8	1.22483333333333
CCNE1	-2.833
PKDREJ	0.701166666666667
SSU72	-0.044
C17orf73	0.1045
GPR78	1.3245
WHSC1L1	0.1922
GSTA2	-2.3635
SMUG1	-0.096
UFM1	0.9037
AP3M2	-0.5925
USP14	-0.309125
FBXL14	1.51266666666667
DSTN	1.31625
SFRS14	-1.169
FBXO31	-0.489666666666667
C12orf40	0.08875
FRS2	0.97925
NR2E3	0.50625
TUBB2C	-0.04275
GMPR	-1.46133333333333
C9orf139	-0.378
ING5	-0.611571428571428
LOC730092	-0.471833333333333
ORM1	-5.177
RP11-11C5.2	-1.18025
HSPD1	-1.46
PIWIL3	-1.6165
C5orf13	0.1876
OR5R1	1.4205
LCOR	0.7095
PLEKHA9	-0.627
CCDC43	-0.85425
ZNF232	0.17275
SLC6A7	0.0855
ADH5	-0.236666666666667
SHBG	-2.241
CROCCL2	-0.68575
PANX3	-0.693
CDIPT	-0.103
SLC16A5	1.05525
TUBB	-1.4485
TOR3A	0.5472
PREP	0.352
ENTPD8	-0.188923076923077
CHMP1B	0.03775
SYT12	1.0594
MYH6	-2.3054
MAP3K13	1.07783333333333
KLHL30	0.1565
LCMT1	-0.149125
EIF1AX	0.64475
FOXD4L1	0.69
SLC24A5	-0.0275
RNF166	-1.2372
TJAP1	-0.26925
TMEM156	-1.87783333333333
ZNF239	1.232
SNX19	0.0249
GKN1	0.37325
FCN1	1.7493
C1QL1	-2.15625
ATP11C	-0.70175
ZNF35	0.55225
CARD8	0.173875
LIMD1	-1.24183333333333
KIAA0286	-1.3905
XRN2	-0.815
CD6	-0.889
TOX3	0.807375
ZSCAN4	-1.183
RSRC1	-0.352625
COG1	-0.12625
PTRF	1.0069
C16orf35	-0.64675
FBXO24	-0.68525
CHST11	-1.46175
THRB	0.9126
MYBPC1	3.269
RNF39	1.7485
PSMD11	-0.62725
ALAD	1.01683333333333
EN1	0.47525
SLC9A9	1.1165
GSTM4	1.3721
CDC42BPA	0.578473684210526
RCSD1	-0.9515
LUC7L2	-0.074
SPTBN1	0.081
LOC146167	-0.4425
BAT5	0.3717
ZNF452	-0.98
LSM4	-1.039875
SRP72	-0.1838
SGK269	0.284
MTX1	0.55225
CENTA1	-0.277
UNQ9433	0.168
ATR	-0.242
DDX49	-0.555166666666667
PAQR8	-0.643666666666667
C14orf174	0.07225
GBGT1	0.25
THAP1	1.068
OR10K1	1.172
RASIP1	-0.5985
DPYD	-0.3213
DOHH	0.0025
C18orf45	1.284
POF1B	1.5716
ZNF552	2.22225
USP32	-0.79175
MED27	-0.724166666666667
C14orf149	-1.13466666666667
PRDX4	-1.45866666666667
ABHD12	-0.1625
AGT	-4.1975
SLC22A14	-1.3285
C1orf58	1.3185
PILRA	-1.08475
ABCF2	-0.88725
C17orf85	-0.0265
TKTL1	-1.63575
FGF1	1.75005
IL6R	0.6445
VPS25	-0.11225
CHRNB2	1.260875
COL7A1	-2.3287
LRRC48	2.3655
SPG20	1.37858333333333
COX10	-0.10025
GCA	0.7885
ECEL1	-1.0455
GLG1	0.1785
SRD5A2L2	0.0145
MUTYH	-1.1185
ZNF70	0.28525
L2HGDH	-1.10425
GPATCH2	0.8575
ZNF655	-0.0311250000000001
ZNF227	0.258333333333333
MCOLN2	-2.3905
NQO2	-0.2335
KCNQ5	0.0285
NEU1	1.06866666666667
QRICH1	0.248
ZBTB20	1.654
RPUSD3	-1.0855
EPGN	-0.556
TSN	-0.0464166666666667
SPRY2	0.0273333333333333
LZTFL1	0.59975
GMFB	-0.056875
PBEF1	-1.3957
HBG2	-3.11533333333333
TMEM8	-0.934
PALM2-AKAP2	0.479
NFYA	0.373
FAM108A1	0.190375
PBLD	0.893375
NRG4	-2.1565
PIGF	-0.0595
PTGER1	-0.6465
NOS2A	0.446666666666667
C21orf34	0.818666666666667
C21orf51	0.345166666666667
IL17C	-0.188
TRMT6	-0.670833333333333
ETV2	-0.1485
CCDC109A	-0.244
MYLK2	-2.4635
ATP10A	1.3731
DPH4	-0.56425
C5orf5	-0.0948333333333334
KCNA4	-0.25025
NMNAT2	-0.00666666666666671
GLYATL2	1.252
LSMD1	0.676375
IL23R	-1.05725
NRF1	-0.155
MUC15	-0.1815
PRDM12	-1.9645
PAQR4	-1.31
RBBP6	-1.33575
IFI27	3.42675
SKAP2	0.02
TAGAP	1.1965
TJP3	1.461
C9orf61	1.9725
IDS	0.200642857142857
PARG	0.32175
LOC131149	-2.17
DYRK4	0.185333333333333
MICALL1	-0.78025
GALR2	-0.898
GPBP1L1	0.267375
TBX21	2.08175
KCNJ6	-1.01083333333333
GGN	0.25575
CASP5	0.233833333333333
RNF182	-4.37275
BRD4	0.7705
DOK4	-0.665375
SLC46A2	0.0946666666666667
SOX9	1.99675
ZNRD1	-0.183333333333333
PRR6	-3.82075
FAU	-0.165
DTNB	0.4095
CARD9	-0.38125
STS-1	-1.71716666666667
SLC4A5	0.162125
NSBP1	-1.06975
UGCGL2	-0.909916666666667
POTE15	-3.1805
NOXA1	0.84275
RP13-347D8.3	2.29875
SAMD10	-0.493833333333333
EP400NL	-1.8465
TCF21	-0.0375
AMELX	-0.1735
JPH2	0.3368
SLA	0.70275
DLST	-1.73066666666667
SEPT12	0.665
RGS20	-4.5515
LXN	0.643166666666667
ZNF419	0.295375
UPK3B	-0.142833333333333
RELL1	1.6235
ESPNL	0.535
KLHL21	-0.60525
PI15	1.935
C2orf61	-1.591
LOC407835	-0.883666666666667
RER1	0.225833333333333
ELAVL2	-1.077
MGC26718	1.49975
KLF2	3.50225
TNFAIP8L3	1.36125
TFE3	0.025
C11orf17	-0.16525
15E1.2	-1.752
SNRPC	-0.8595
DLGAP1	2.9115
PGLYRP1	-0.412125
OVCH2	0.514
IRF7	1.2679
SET	-0.4704
NAB2	-0.795666666666667
LRP5L	-1.05525
FAM120A	0.227
ASCL2	1.45966666666667
SHH	-0.78
ATP5H	0.1185
THPO	0.550166666666667
TYRP1	-4.07533333333333
HIST1H3E	0.147666666666667
EIF2S1	-0.3035
TNFRSF17	-1.158
TARSL2	0.3175
NKX2-8	0.645714285714286
C1orf115	3.333125
LOC56964	0.075
KIAA0841	-0.95625
ISCU	1.001
TTMA	0.3015
ZNF414	0.2995
LOC441150	0.5485
RAB15	0.5055
HBP1	1.42333333333333
TNNT2	-1.70683333333333
CECR5	-0.83675
PHGDH	-2.523125
JRK	-0.225
XPO4	-0.6855
FAM131C	0.901
ARHGAP25	1.03366666666667
CA9	-3.87355555555556
GPR62	0.925166666666667
TLX1	-0.567
GPS1	-0.29975
OR2M2	-0.5935
BDP1	0.273071428571429
FAM70B	0.21725
RPS29	-0.03575
MKLN1	0.0564
TSPAN19	-1.445
SLC29A3	1.7258
LGALS4	-0.326
USH2A	0.9745
NF1	0.0313333333333333
APOBEC3A	3.33116666666667
IMPAD1	-0.2815
OLR1	0.591833333333333
NRAP	1.119
HCFC1R1	0.556833333333333
TAOK2	0.0966666666666667
MCM10	-3.25366666666667
MAP4K3	0.40025
CBS	-2.934625
CLK3	-0.8178
PCDHGA5	1.212
ELF4	0.120375
FAM71A	-0.59
C11orf49	-0.0875
CLIP2	-1.2365
BTBD9	1.182
ZNF524	1.5525
KDELR1	-0.0678333333333333
ZNF509	0.211
NCSTN	1.54
ZNF533	2.87985714285714
PARP4	-0.233625
GALNT9	-0.895333333333333
NPY	-2.986
BEGAIN	-1.94066666666667
TMEM77	0.110166666666667
FOXRED1	-2.16766666666667
SLC16A2	0.904666666666667
SLC35B1	-0.757
GK5	-0.442
SDCCAG10	-0.539
C4orf20	0.50175
SLC9A2	-0.88125
ADD1	0.245428571428571
TAL2	0.847666666666667
ACLY	-0.421875
DNAJC1	2.2145
SOST	-2.36175
USP43	1.21333333333333
CYP4F12	0.14975
FKBP5	-1.672
CHCHD5	0.2952
NUDT22	-0.144
CCDC85B	-0.6595
OR51G2	0.233
STRN3	0.487357142857143
TMOD2	0.25075
FLI1	0.07625
MAB21L2	-0.249166666666667
DGKQ	0.373
VPRBP	0.444
SCNN1B	-0.6352
ECHDC3	1.9636
TMEM106C	0.21475
CSNK2A2	-0.561
RPL39	0.1372
HERC3	0.4731
ZBTB47	1.2465
ZNF681	0.26025
PAGE2	-2.31075
CLIC5	3.4585
RABAC1	0.7125
ZFHX2	1.00375
YPEL1	0.906
KIAA0776	0.86875
NR1D2	1.10375
DNAJC4	0.467375
NPNT	3.6768
ZNF677	0.421
ZNF536	-1.622
MEF2B	-0.0705
PTPN4	-0.697125
CTCFL	-6.8515
STX5	0.8915
CD72	0.059
VEGFA	-1.49757894736842
XRCC1	-0.2636
MAS1L	0.371666666666667
ELL	0.0487
SETBP1	2.36725
CDH11	2.92283333333333
NDC80	-2.904
DMBX1	-3.0135
NRSN1	0.0341666666666667
BAT2D1	0.2835
CDS2	0.762666666666667
C1orf212	-0.0133333333333333
SENP3	-0.432625
IL1F9	-1.3075
EEF2K	-0.102125
COG8	-0.5225
CEP72	-1.86475
OR1L8	1.1825
MUS81	-0.557666666666667
PHYH	0.529625
GGT6	1.978
C22orf23	-0.624333333333333
C13orf33	3.960875
MAPK8IP2	0.5095
NELL2	-1.2085
POU3F2	-3.525
ALPK1	1.579625
MRPS18C	-0.5285
RPLP2	0.213
FGF22	-0.275
SPNS1	-0.534166666666667
ZFP1	-0.593
IL1RAPL1	-0.94175
PCSK9	-3.3306
NKX2-1	0.439416666666667
C6orf189	2.92875
SP4	-0.3755
SLC11A1	1.4005
C21orf25	0.923666666666667
ICAM2	0.815375
SH3GL1	-0.870333333333333
GSK3B	0.0191666666666667
RALB	0.79075
PDXP	-2.333
GNGT1	-2.9785
KIR2DL1	0.4415
TNFAIP3	0.0354166666666667
C6orf32	0.4102
CBLN2	1.345
PANK3	0.7265
TAAR9	2.376
WDR82	-0.199142857142857
APOM	-3.364125
TRIP10	-0.36325
SPATA16	-0.1278
C1orf135	-2.4405
USP51	1.647
TESK1	1.23225
C11orf64	0.365285714285714
ZNF611	0.0815
PDE6G	-0.767666666666667
HLA-DQA1	3.5035
GCLC	0.82775
SEC61A1	-0.288214285714286
TWSG1	0.4145
ZMYND10	1.8105
CTDP1	0.300625
ADAMTS6	-0.2444
SLIT1	-1.606
KRT86	-1.543
KIAA0574	-0.264
GTPBP2	-0.7546
PQLC3	0.588
PRRX2	0.338833333333333
C15orf44	0.238166666666667
MKKS	-0.1855
C11orf10	-0.7195
GPR110	0.788625
CD109	-0.577416666666667
ADCY1	-0.266
RHBG	-3.70025
TP53I3	0.499625
SLC22A3	-0.852625
UCP2	0.74225
FOXG1	-1.86366666666667
OR2AG1	-0.1055
TRIM24	-0.55275
PROC	-3.508625
TAAR6	0.586
AMTN	-1.681
C10orf47	-0.872833333333333
DEPDC1	-2.94925
FLJ45557	5.4235
ZDHHC17	0.1555625
KIAA1429	0.598
KCNH1	0.526
VNN3	0.024
PSMAL	1.439
PPARD	-0.12625
HFM1	-1.0925
YBX1	-1.92383333333333
ZNF695	-2.44675
SCTR	-0.389166666666667
DCDC1	0.318
VPS26B	-0.2532
MTF2	-0.5825
ATP6V1F	-0.02325
CCDC94	-0.231
PERF15	0.052
CCL11	1.81166666666667
LMO7	-0.9065
DCST1	0.301
ADRBK1	-0.474375
CDRT4	-0.00762499999999999
ZNF84	-0.47375
HOXD8	1.662
STARD8	-0.220833333333333
FOXP2	-1.508
CCDC103	0.599
POLR3A	-0.8845
GSC	0.582666666666667
ZNF114	-2.50216666666667
HTR7P	1.2045
LALBA	0.07
RMND5A	-0.814333333333333
PSCD2	0.38375
ZNF409	0.3745
KRTAP1-3	0.8244
MAF1	-0.4105
LOC201725	-0.8285
NRN1	-1.3095
SPAG5	-3.50383333333333
DNAH7	1.738
FLJ43860	-0.7465
BRCA2	-1.9675
ACADM	-0.264
CXXC6	-2.938625
RAGE	-1.2405
CHMP2A	0.73125
FAM8A1	0.3649
GPR21	-1.564
SLC12A3	-3.42033333333333
FVT1	0.980071428571429
ZDHHC7	-0.00824999999999999
FLJ44048	1.9445
SLC44A3	2.86516666666667
SDSL	0.863166666666667
MMP8	-1.07
PLA2G12B	-3.67666666666667
ACY1	-0.87675
MT1E	0.240833333333333
OR4K15	1.0335
TECTB	0.4645
GPR20	0.455125
IRAK2	-0.93975
RFPL3	0.221142857142857
MYO9A	0.0865
NARG1L	-0.313166666666667
BLMH	-0.125125
CCDC3	3.019
C9orf21	-0.239666666666667
KIAA0513	0.180333333333333
MIER2	0.04125
PNMA2	-0.51275
SH3BP2	0.3616
ANXA10	-2.57925
RTN2	0.849333333333333
TFB1M	-1.5145
PRPH2	2.45075
C14orf133	-0.09075
GOLGB1	0.992083333333333
IRX4	1.077625
NFKBIL1	0.1565
C10orf62	-0.68125
APBB3	-0.536
RPS10	0.5439
LOC728378	-1.33225
TLE3	1.63916666666667
PSMB7	-0.855
MESDC1	0.3785
SLC6A1	0.2415
OCLN	0.582583333333333
PTTG3	-2.686
NAGLU	-0.03625
SERTAD4	2.577875
SPRY1	1.95875
FLJ10781	-0.297833333333333
MYSM1	0.45525
TRIM4	0.599785714285714
SH3YL1	1.278125
TREM2	3.736
SERPINI1	3.47825
HDHD3	0.76125
TMEM38A	-0.761
EID2B	-0.33275
TDRD3	-0.0745
SEDLP	0.644
THSD7A	1.781
NDST3	-2.04166666666667
KLHL15	-0.321916666666667
DHRS12	2.6945
FBXO9	0.231071428571429
TNPO1	-0.0479166666666667
MRPL13	-0.708166666666667
SNX5	-2.45883333333333
METTL6	-0.44375
SOD1	-0.130625
CHML	-0.572333333333333
PACS1	0.64475
SIRT5	-0.5879
CAPN2	0.856666666666667
FXYD5	0.152
TWISTNB	-0.440375
LRFN1	0.342666666666667
UBE1L	1.056
UBE1C	0.284
OR51B2	-0.3735
OR4D11	0.3435
C15orf2	0.059
NR4A1	0.966833333333333
LOC339047	-2.89725
TRIM17	-0.080625
ATP5G3	-0.345071428571429
RPL15	-0.354416666666667
ADAMTS8	0.48925
HOXC4	0.6645
C14orf37	2.696
CEACAM5	-0.43825
MYT1L	0.267833333333333
RASA2	0.277375
OSBPL7	-1.0175
STAG1	-0.013
GIMAP4	5.056
FUT3	-2.6475
PIF1	-3.44075
LPIN2	0.1673
SH3PX3	0.8695
PDP2	-0.1615
PAPD1	-0.289875
ERP27	3.4055
APOOL	-0.0593
DIABLO	0.08225
TRHR	-0.33475
ARMC9	-0.105375
RNF152	1.75975
SLITRK3	0.807333333333333
ZNF211	0.4253
PFDN1	-0.219625
RGS11	-0.21325
HS6ST1	-0.0849
AKR1D1	-1.2065
TNP2	-0.524333333333333
STK31	0.982
EML4	-0.764833333333333
SGTA	-1.15483333333333
