Hybridization REF	TCGA-BH-A0EI-01A-11R-A115-07
TTC14	-0.446666666666667
KLHL5	0.94375
CRYL1	0.501833333333333
FOXH1	-0.228
NFYB	-0.352375
PPM1G	-0.241
GOLGA2LY1	-0.4175
NMT1	-0.555875
HADHA	0.0814
CHSY-2	2.9495
PLEKHF1	0.882928571428571
SAGE1	-2.994
MUSTN1	1.375
SUHW4	1.30875
TFEB	1.4615
ZFYVE27	0.02675
ATG12	-0.242
BMI1	1.258
ZIM3	1.29766666666667
MYH4	0.6325
MASP1	-1.12945454545455
KIAA0984	2.3315
RPAP2	-0.804
ASB5	-0.2875
BOLA3	-0.7115
MIA3	0.9595
KRT35	1.383
KIR3DL3	-0.491
MRPL51	-0.52275
SEMA3F	1.33666666666667
NDUFB2	0.606166666666667
LOC253012	1.67975
FAM46C	-0.2975
G6PC	-3.09728571428571
CSAG3A	-5.2665
PREX1	0.6385
SLC25A45	0.236875
MAPKBP1	0.4476
CPE	0.4416
GNB1	-0.020375
CXCR6	null
TRIM46	0.1765
C16orf3	0.330666666666667
HPSE	0.743125
TIGD3	0.074
SPG3A	1.769
LCAT	-0.714666666666667
ST6GAL1	-0.813777777777778
POMC	1.0435
FLJ36031	-0.563333333333333
NSMAF	-0.627333333333333
SKIL	1.276
ADSS	0.133333333333333
HMGCS1	-1.5202
POLR3F	0.1895
RAB10	0.496125
ZNF277P	-0.552375
ZBTB7B	1.76225
DHRS1	0.035625
ABCC13	0.070625
CNOT3	0.538
NFKBIA	1.05225
GAK	0.6435
SFT2D2	0.881166666666667
HOXA6	0.4235
CRTC1	0.8655
LY6D	0.341166666666667
C20orf72	-0.5435
CPT1A	0.51425
LMO1	-1.784
EIF3I	-0.78825
PRB4	-0.0763333333333333
MCM3APAS	-0.84425
C20orf132	-0.7587
FOXF2	-1.88075
S100A12	0.44575
MLH1	-0.586333333333333
ACTN1	0.7789
MRPL36	-0.480833333333333
C20orf106	-0.43
FBXO6	0.901666666666667
MKS1	-0.782166666666667
CX3CR1	-0.71525
PDE1B	1.369
PLP1	-3.92325
KISS1	-0.1745
C14orf2	-0.4925
TBC1D3P2	-0.7335
COMMD6	0.4965
ANKRD7	-2.578
PTCHD1	-1.27075
NARS2	-2.05625
DOCK7	-0.422
FAM127B	0.305875
LOC390243	-0.0851666666666667
N6AMT2	0.2175
ZNF391	-0.116
DNAJB14	0.670666666666667
WRB	-0.389
BPI	0.90525
TTC4	-0.959833333333333
FAM10A5	-0.5715
GOT1L1	-0.0878571428571429
MAGED1	1.466
RESP18	-0.0655
WFDC6	3.09675
MT2A	-0.598
C11orf56	0.48225
KIAA1432	0.276
ROR1	-1.034125
HSD17B14	3.389
ZFAND2B	0.166375
SAMD4B	0.7835
HEXA	0.373625
HNRNPU	-0.166090909090909
USP39	-0.519125
NRD1	-1.03625
R3HDML	0.2145
FLT4	0.820166666666667
OMG	-0.0192
OR52N4	0.4075
LOC399818	-0.48275
ELA2	-2.744
VENTXP1	0.634
RFC5	-1.0055
OR52L1	-0.3455
PAX5	0.303
FBXO2	0.33325
GMEB1	0.1635
AKT3	0.116
CRB1	-1.6314
CTTN	0.283666666666667
UTP15	-0.476333333333333
HSBP1	-0.666083333333333
PHF11	1.3505
NDEL1	0.118166666666667
USP8	0.0885
BAIAP2	0.5495
SI	0.866833333333333
ARSJ	-0.981166666666667
BAAT	-3.8215
KCNS3	1.989
LOC126147	0.0883333333333333
TMEM37	0.4575
C1orf162	3.24683333333333
MBD1	-0.2591
ITGAL	0.539333333333333
WDR73	-0.208333333333333
GKN2	0.2434
ARFGAP1	-0.677875
SLC5A8	3.50533333333333
ZBTB40	-0.1946
CYP4B1	0.8295
LYPLAL1	-0.26275
CHST3	0.51875
MAP3K9	0.2175
BTAF1	-1.0905
TFAP2E	-0.1985
RBM35B	0.49975
LOC441251	-0.806666666666667
ANKRD25	-0.0737222222222222
UQCRC2	-0.6695
MAEA	0.53625
HYAL1	-2.2964
RNPEPL1	0.183666666666667
CPSF2	-0.257
PSD3	1.3401
ABCA13	0.030125
AGR2	3.092125
GBX1	-0.595
HDLBP	0.426214285714286
ACY3	-0.363
HECW1	-0.431
ZNF519	-1.5945
HOPX	3.704875
ZNF304	1.08975
OR12D3	-1.6905
FKSG43	0.3455
METTL1	-0.5635
MFSD3	0.3398
PSPH	-1.79575
CLCA3	-0.7765
DARS2	-1.12033333333333
CDC25A	-2.56333333333333
BAIAP2L1	0.4495
B3GNT5	-0.41575
USP29	-0.47125
ARHGEF10L	0.4369
ATOX1	0.1035
ADAM30	0.676333333333333
DNASE1	0.8215
STT3A	-1.245
RAB6IP1	-0.23
PTN	2.6886
C1orf106	-0.479769230769231
HECA	1.50225
RNF122	-0.12725
SLC22A18AS	-0.815666666666667
GNG8	0.411666666666667
ELP4	-0.79075
FAM65A	0.256
RPL10A	0.0331666666666667
IRS4	-0.4515
MACF1	1.0733
SEC24D	0.86175
LOC374395	-0.036
TGFB2	1.0465
MDFIC	0.167375
CHRNE	0.534166666666667
PCMTD2	0.534666666666667
ATP6V0D1	0.653333333333333
MTA2	-0.85125
LZTR1	-0.648
RAP1A	-0.1765
AXIN1	0.02
POLR1C	-0.63725
TRIO	-0.0600833333333333
PLXNA4A	-0.0695
C5orf33	-1.0835
DEPDC1B	-3.125
ZNF473	-0.922
MTM1	0.412375
GPR107	0.171
CSNK1A1L	0.803166666666666
FLJ14154	0.7855
NLRC4	3.2505
ENPP4	2.7085
PADI3	-0.549
RNF170	-0.25175
CG018	0.975333333333333
C16orf7	-0.1895
KCNE1	1.9105
NRM	-0.894
SLC37A3	-0.274285714285714
TPD52L2	-0.6165
UNC5B	2.54925
C12orf12	0.1572
SDHB	-1.381
CLRN1	0.60975
NUDT10	0.2275
UGT3A1	-0.040375
FBXW8	0.4165
RHOF	-0.80525
PTPLAD1	0.922375
MYO3B	-0.01175
DERA	-1.12525
TPP2	-1.819
C19orf53	-0.1735
GINS3	-1.967
ST6GALNAC5	3.8355
CHSY1	-0.295
MGC15705	0.6715
GPR83	-0.2515
EXT2	0.512875
DOLK	0.4
TUBAL3	0.392
ACVRL1	2.1091
ABL2	-0.4175
C14orf156	-0.545833333333333
PTPRZ1	-2.63925
DIP2C	1.40275
LAMP1	0.80825
RXRA	0.4756
MAP3K5	0.64475
ALKBH1	0.560166666666667
PDLIM7	1.098125
ARL14	-2.1655
SNIP1	-0.697666666666667
TIMP3	2.11975
RGS3	0.353166666666667
SPAG16	0.6823
ABHD4	1.32475
ARHGEF12	0.597083333333333
GLUD2	-0.005
RAC2	-0.9435
UAP1L1	-0.606
SLC18A3	-0.241
YOD1	-1.28325
RALY	-0.0645
HMOX2	0.38575
DGKH	-0.10775
DBNDD2	1.70633333333333
YIPF4	0.652
THAP10	-0.4675
ZNF513	0.73675
HAGHL	-0.371333333333333
ITGB4	1.48983333333333
CCDC141	-1.6015
YTHDF3	-0.0745
C5orf28	0.181
RPL7L1	-0.34125
TMEM30B	1.47735714285714
ANKRD35	2.1035
DUOXA2	-0.71625
TBC1D5	0.39525
DFNB59	-0.409
HRH4	0.258
MYO6	3.0881
DNAJA4	2.117875
RBM24	-0.833375
CEACAM20	-1.0865
RBM23	0.6265
NGFB	0.36
C1orf63	-1.4572
KRTAP7-1	-0.111
PERLD1	1.7035
NPB	-0.2595
C17orf59	0.8499
HSPBAP1	-0.5415
SLC15A4	0.422
PRTFDC1	-0.82875
OSMR	-0.717071428571429
CYSLTR2	0.1485
C19orf25	-0.0585
KIAA1797	0.987
NLRP6	0.3585
FAM105B	0.1603
SCRN2	-0.736833333333333
LRRC58	0.4713
RNF17	0.464
NEIL3	-3.6145
FAM137A	-2.0665
SKP2	-4.11475
PARVA	1.2105
PKLR	-1.615
RNF34	0.515875
A3GALT2	0.81125
C12orf50	-0.2796
SUNC1	-2.993
FAM102B	0.934833333333333
CCT2	-1.15775
LRRC37A2	-0.264
ARF4	0.7275
SIKE	-0.453
C8orf48	2.623
MBTPS1	0.0236428571428571
GPSN2	-0.111
NCF2	2.52475
SLC12A6	0.179166666666667
MRPL48	-0.51825
HMGN3	-0.681166666666667
LRRC62	-0.56975
PAX9	0.599
FAM55A	1.373
C20orf42	-1.26016666666667
SCML2	-2.514
BCL9	1.284
FAM40A	-0.50575
C9orf41	-1.06083333333333
ZNF774	-0.1475
LETM1	-0.727
PLXNB1	0.091
NIPSNAP1	-0.3845
USP10	-0.52225
F9	0.53
LIPE	2.8625
CNGB3	1.065
C12orf52	0.33475
PI4K2A	0.52775
MED8	-0.60375
STAT4	1.6915
FGD4	0.73
RNF145	-1.519
WDR32	1.7364
CLDN2	-0.017
TCEAL8	0.623
ZMYND8	-0.6035
PDXK	-0.717
GATAD2A	-0.6575
PTGES3	-0.719
CCM2	-0.04525
TAP1	2.163875
ZNF670	-0.47875
ETS2	0.344357142857143
C6orf166	0.119333333333333
PRMT2	0.422785714285714
OR4B1	0.297
INTS8	-0.079
CCDC102A	0.21775
CCDC83	-1.689
ITGA1	0.8231
EPHA5	-2.12966666666667
FAM24B	-2.11333333333333
TSGA10	1.3265
HAL	-2.82166666666667
MYOT	-0.14475
SPACA3	-0.088
BCL2L2	-0.374833333333333
CUGBP2	-0.3155
CCNB3	-0.29
RNF113B	0.02575
MERTK	0.0195
BAG1	2.98625
VPS36	-0.69075
ORMDL3	1.5309
C1orf190	0.2755
ZNF625	0.00499999999999999
CORO2B	-1.13175
ALOX15	-0.004
CST1	4.7455
NUPR1	1.66766666666667
CCL7	1.6835
SMCR5	-2.7045
DSC2	2.1805
RBMS2	0.367
GRIK4	0.8095
TRIM65	-0.3318
TMPRSS6	0.842071428571429
TP53INP2	0.47
GLB1L	0.675666666666667
LOC388284	0.0863333333333333
PUS1	-1.24571428571429
BCL9L	0.8935
OLFM1	-0.130916666666667
RET	3.03825
MASTL	-2.2335
ALX3	0.083
IL1RL1	-0.329833333333333
ZNF765	-0.4643
C14orf138	-0.19975
SNX10	-0.0826666666666667
TAC4	0.078
C1orf64	2.464375
POGK	1.0535
MAPK9	0.27175
ZNF366	3.7005
C8orf79	1.9494
CLDN7	2.272375
OR5AT1	0.2655
TRIM37	-1.589
LRRC25	2.40275
GRHL2	1.8924
TEKT3	1.36675
LASS5	-0.0138333333333333
ABCC4	-1.74025
DLG3	1.180625
VGLL1	1.09725
ZFP36L2	0.892833333333333
MFRP	-0.1805
KIAA1799	-0.40725
FLJ44379	1.5085
PCNX	0.1975
ANXA9	2.2115
CYP4V2	1.7417
PIK3C2A	1.6095
SRR	-0.421
NOL3	-0.796
IFITM2	2.013
ARNTL2	-2.01575
ZNF595	0.968
NLRP13	-0.667
ASPH	-0.67825
CPA2	0.2265
PVRIG	-1.35183333333333
LEPR	0.411
C16orf42	0.238833333333333
SH3BGRL	0.882
FAM77D	-0.280666666666667
FNDC7	null
C9orf6	0.387
NOTCH2NL	0.898333333333333
PGBD1	-0.301666666666667
SYNGR2	1.1375
PITPNA	-0.37825
PRPF4B	-0.6858
SLC43A3	-1.6705
NRBP1	0.81525
SLC25A22	-0.03
ILK	1.0345
SLC22A8	0.243833333333333
MRPS7	-0.367625
PITX2	-1.22475
FABP3	-0.496875
OR1L1	1.1005
LOC728215	0.806375
BLID	-0.6175
KIAA1217	2.56923529411765
TFPT	0.67575
AP4B1	-1.14825
VBP1	-0.96975
OR1K1	0.2875
MORC3	0.074
BHMT2	0.564
C3orf10	0.57925
FZD7	1.53516666666667
WFDC10A	2.504
PMS2CL	-0.529125
CCDC32	0.906666666666667
FA2H	-1.1945
ALG13	-0.5515
TTLL7	0.2916
SPOCK3	2.335
SLC13A2	0.735
AIM1	1.92025
GPRC6A	-2.253
EGR2	4.25025
MED11	-0.217
WWC1	1.6195
SH3GL3	-4.21475
RIF1	-0.280785714285714
PRLH	0.149
VLDLR	-0.986
DBT	0.243466666666667
C21orf63	0.9465
CGGBP1	0.001125
KRTAP12-2	-0.2725
TADA3L	0.8775
ZBTB16	2.2175
PDGFB	1.76975
RFX1	0.107125
UQCRB	-0.2434
LOC133874	-0.3485
HPS3	-1.71425
LGALS3BP	0.8733
DKFZP564O0823	3.47821428571429
MRFAP1L1	0.8655
HOXA10	0.199333333333333
NGB	0.476
KIF21A	0.360769230769231
IFLTD1	-1.498
LZTS1	-0.61775
ARHGEF3	1.6905
RHBDL3	1.315
CSNK1G2	-0.427333333333333
ChGn	-0.586375
KIAA1244	2.42916666666667
GABRB2	0.263
MGC72080	-0.622
CD27	3.02575
EGLN1	-1.9843
PEX13	0.71925
RWDD3	-0.32775
RNF12	-0.493833333333333
GRIN2B	-1.012
ADAMTS14	-0.685125
DYDC2	0.230833333333333
ATP6AP1	1.2065
NR1H2	0.442833333333333
PDK2	1.50925
C3orf17	-0.339666666666667
SLC38A2	-1.44121428571429
SLC25A29	0.0571666666666667
C15orf29	0.467625
ADAM9	-0.564583333333333
TMUB2	0.330625
GPR176	-0.5395
AGK	-0.591125
MCCD1	0.614
NDUFA4	1.5755
TMEM146	-0.75825
DUSP1	2.333875
UNQ6975	1.227
EMX2OS	4.4375
INSM2	-0.22575
LUZP4	-0.46925
SETD6	-0.76775
P2RY2	3.35125
SLC45A2	-2.0215
RABGAP1	0.5035
UBXD5	0.487625
GPRC5A	2.1392
PAK3	1.27116666666667
LOC63920	-0.22475
TGFBR1	0.9919
KRTAP6-3	0.1045
SFMBT2	0.00474999999999998
CDC42	-0.441
C11orf35	0.6235
TTLL2	0.785
UACA	0.9335
CD97	-1.0651
SETD5	0.06525
NINJ2	-1.014
PTER	1.00183333333333
POMGNT1	0.43075
KRTAP4-2	-0.198
ECGF1	2.60025
HRB	0.0929090909090909
ATP1B2	0.4564
LOC400506	-0.34375
COL4A3BP	1.189
C6orf97	1.73375
GRHPR	0.349875
TAS2R1	-1.316
SEMA7A	-0.91225
EDF1	0.444
ODF2L	0.487222222222222
PCID2	-1.34116666666667
GTF2H4	-1.0445
ZCCHC3	-0.174125
CGB2	0.0871666666666667
NEUROD1	0.92025
C20orf75	0.3775
RP5-1054A22.3	2.52933333333333
IFNA5	-0.085
ZNF134	0.64825
MGC119295	-1.082
ZSWIM6	0.0692499999999999
SMEK1	0.0156666666666666
PCGF2	0.808125
C1orf102	1.679
CYP2A13	0.4565
KCNH6	-0.266
MDM1	-0.0976
ALDH7A1	-0.423833333333333
C9orf75	1.2475
VDAC3	-0.436125
OR51T1	0.243
EIF3F	-0.537
KCNJ10	-0.26675
LENG8	0.0575
EDEM2	0.0598333333333333
CCNJL	-0.611333333333333
DHX37	-0.9755
CRYGN	0.4255
AATF	-0.1475
ZNF630	1.42075
E2F5	-0.2565
WFDC13	-0.7135
FTSJ3	-0.453166666666667
C4orf33	0.632
LHFPL4	-3.38025
C19orf56	-0.186833333333333
SMAD4	0.000375000000000006
AFM	-0.588166666666667
G0S2	1.30675
FCHSD2	0.5714
RRP1B	-1.3071
EEF1B2	-1.38166666666667
STAT6	0.762833333333333
ZNF195	-0.44275
GNL1	-0.232166666666667
ZNRF2	0.948333333333333
PER3	-0.469
ASB16	0.14975
C10orf10	2.68821428571429
ADCY8	-4.3474
C9orf58	-0.542666666666667
ARMC10	-0.338333333333333
PSG1	0.311
DHX34	-0.18325
VARS2	-0.057875
NFIC	1.27225
ITPR2	1.07375
AGXT2	3.071
OR6K3	-0.004
H2AFZ	-1.44825
MLLT3	0.262
COX4I2	2.64375
CCNT2	0.319875
PLK4	-2.26675
NUMBL	-0.0816666666666667
MED16	0.17425
PLEKHQ1	0.93625
GOSR1	0.577111111111111
BTG4	-0.69275
RPL30	0.253166666666667
IGSF5	-0.14225
IGFL2	3.18783333333333
ELMOD2	0.601666666666667
SHC3	-2.16716666666667
HAVCR1	-1.4165
DYNC2H1	0.108375
RNF5	0.1005
C2orf7	-0.51125
NLF1	0.1955
KLHL25	0.745
LRP10	1.5646
KRI1	-1.078
PUS7L	-0.183333333333333
MGMT	1.18725
HOXD1	1.93983333333333
CSH1	-0.1013
ATG16L2	-0.43875
FLJ44635	-0.1045
CHODL	0.282
EXOSC8	-2.177
SLC28A1	-0.461
MYO7B	-0.0721666666666667
SEH1L	-1.372
MTNR1A	0.0418333333333333
TSPAN5	1.7555
CDC45L	-4.745
AMIGO1	0.2915
ATAD3A	-1.768125
OSGIN2	-0.245166666666667
PDIK1L	0.0875
DARC	4.242125
PIPSL	1.012
SHMT1	-1.35525
CRISP3	0.5555
POPDC2	3.235
ZRANB2	-1.03216666666667
FBXL8	0.493
TRIP13	-3.04881818181818
EIF5AL1	-0.0935
POU5F1P3	-4.83566666666667
IL6	-0.375833333333333
CXorf38	0.176
IFNA16	-0.058
FBXL2	1.56283333333333
BRD1	-0.5535
STATH	0.7115
FBXO44	0.361833333333333
MCCC2	1.377
CDC2	-2.4596
C5orf23	0.33475
IVD	0.3995
C10orf122	-2.2145
MSL3L1	-0.2915
MVP	0.87675
EPOR	-1.2196
ZMYM1	-0.715166666666667
BCL7C	0.684666666666667
PSTPIP2	-0.2157
LYPD1	-1.517
OR8G5	-0.882
ZP3	0.0793333333333333
BCAS4	1.41316666666667
EDG6	1.919
ISY1	-0.1955
PRAMEF2	-1.9125
CUL1	-0.041375
RNF213	1.3376
CCRK	0.951
DHX9	-0.483125
C13orf29	-0.85525
NCKAP1	-0.283166666666667
MRPL43	0.697
XPR1	0.15225
PKN2	0.731
PODNL1	1.62
ZNF333	0.168625
DALRD3	1.4845
OPN1SW	-0.2445
BTBD6	0.943
C11orf82	-3.8755
OR5P3	1.183
DUSP11	0.2285
L1CAM	-1.0595
NEK11	2.19616666666667
OR7E91P	1.0005
CNTN3	1.67255555555556
CREB3L2	-0.43875
ZBTB37	1.2465
KIAA1324L	0.64875
NDUFB10	-0.057
NUDT2	0.4505
GTPBP8	-0.714
CACNA1D	1.707625
PRKAA2	0.372333333333333
PRDM8	0.2795
MGC16075	-0.579
KRT14	2.472
PP8961	-0.10175
MRPL18	-0.2325
ABCG2	-1.58475
PACRG	1.818
BBS2	-0.3095
KREMEN2	-3.514
FBXO21	0.8285
HNRPUL1	0.454
GRB10	-0.02875
CLSTN1	0.701
LMAN2	-0.0452
C17orf61	-0.6745
NIPSNAP3A	0.38225
INSIG2	-1.45133333333333
PCDHB7	0.750666666666667
STXBP2	1.375125
CMAH	1.69541666666667
SEMA5B	-0.61775
ZNF155	0.403833333333333
COQ6	0.199666666666667
PRPF4	-0.53225
TSPAN15	2.9913
VN1R5	-0.3685
LATS2	0.8575
SELK	0.5805
PGK2	-0.289
MS4A1	-0.165625
TYW3	-0.4741
KRTAP5-1	0.7085
RCCD1	-1.83316666666667
BTN1A1	0.42325
DDX28	-0.607
TMEM65	-0.49475
LOC92345	0.91975
TTC31	0.014
WDR46	-0.741333333333333
CHP2	-1.518
LSP1	0.67125
ZNF542	0.4875
EXOSC1	-0.37725
ARHGAP18	0.033
LRRTM4	-1.778125
MAOB	5.28825
CACNB4	1.4555
MGC33846	0.7065
RANBP3L	1.161375
ATP5L	-0.566625
ONECUT1	-2.926
NUDT9	0.9625
TMEM149	-0.598
STX17	0.61125
IGSF10	-2.43325
TMPRSS9	0.4085
BMPR2	1.83281818181818
ALLC	-0.98125
KLF7	0.879125
GCC1	0.4854
TIMM9	-0.5905
CDO1	1.038
MGC10701	-0.980833333333333
IFI6	2.83016666666667
FRMD8	0.7665
MGAT2	-0.19225
WBP5	0.37
CNIH2	0.43025
KIAA0907	-1.3034
KCNH8	0.324
CTSG	-0.69125
GRIK1	2.582
CUL5	-0.378375
FRMD1	0.08
OR9A4	1.6155
SYT6	-1.84625
FOXD4L2	1.60125
ANAPC2	0.850666666666667
OPN5	-0.378
TAF13	-0.69575
LYG2	-0.34275
GGNBP1	0.208
C11orf40	-0.332
OTX2	-0.937
REG4	0.214833333333333
EIF5	-0.53475
PALB2	-0.94375
SEPSECS	-0.2491
RNASE3	-0.35175
TRIM49	-1.243
POLR2K	0.525
GPR42	-0.048
C8B	-2.8355
SASS6	-1.65875
PREB	-0.3535
OR3A3	0.595
TUBA8	0.7175
IGLV2-14	-0.18525
STIL	-2.79025
ANKFN1	-0.328666666666667
NME7	-0.362
HOXC12	1.54425
UBE2C	-2.031625
FHOD1	-1.207375
CDK2AP1	0.30525
OR6K2	-0.146
DHPS	-0.33025
RPL5	-1.37408333333333
TRGV5	0.043
LOC541472	-0.500428571428571
HCCS	-1.0024
DENND1B	0.166
LHX3	null
OR5D16	0.558
CXorf57	-2.00016666666667
IRF2BP1	1.4245
NDST2	0.9175
LCE3D	0.181
BOLL	-0.427571428571429
SYT3	-0.88875
PIH1D2	-0.6525
C20orf7	-0.541
IL1R2	-0.00166666666666668
SLAMF9	0.756
PPME1	0.510625
PIK3CA	0.4085
TRAPPC1	0.474625
COLEC10	-1.30575
SLC9A6	-1.68466666666667
PDDC1	-0.5555
CCDC53	0.04325
GK3P	-1.07875
DAZL	-0.293
BRI3	0.02225
SDK1	-0.30375
CYP2C18	0.20725
IFI44L	5.02175
RPL3L	0.1915
FUT9	-2.1664
KIFC2	-0.00916666666666666
PMP2	-0.534857142857143
SLC4A9	-0.786
PLAG1	-2.09766666666667
MYCBP2	0.514666666666667
OR4E2	-0.057
CCDC65	0.877
C16orf82	0.1285
ENTPD4	0.290375
BRP44L	-0.241625
PMP22CD	0.159
TMCO4	1.0565
KCNN1	-1.02983333333333
WDR35	0.31675
CCDC80	2.6605
C3orf31	-1.53075
SLC7A9	-0.84625
TMEM190	-1.2845
DBC1	-0.42
FADS3	-0.762166666666667
PDZD8	0.998666666666667
GRM5	0.74725
AZGP1	3.3595
PEX3	0.4565
MED1	-0.102571428571429
ATG4C	-1.40883333333333
HNRPH3	-0.677375
FAM109B	2.1195
C4orf17	-0.6525
CA10	0.241666666666667
OPRD1	0.0675
CCL16	-2.251
SACM1L	-0.09525
CST6	4.65075
CD63	0.6334375
LGI1	-1.972
ZNF784	0.47925
CRYBB1	-0.2275
CX3CL1	1.1727
TOP2A	-2.47225
GYPB	-3.39933333333333
GADD45GIP1	-0.93925
FEN1	-2.638125
IGF1R	1.72325
WDR72	-1.2655
PURG	-0.567
DEFB126	-0.66925
PKD1L1	0.059
CAV1	-1.5166
GNPDA2	1.182
DGAT2	0.191875
NLGN1	-3.1115
STRBP	0.204
HPRT1	-0.9525
FANCI	-2.31425
PSMA7	0.009875
DBF4B	-0.8315
TTF1	-0.485
RAD54L	-3.693
ELOF1	-0.307
PLAGL2	-0.1885
ZNF256	0.343
HMGCL	-0.134
MSI2	0.113833333333333
RPESP	1.04766666666667
C11orf60	0.094
ABCD1	0.266
ACAA1	0.8491
SPARCL1	5.79585714285714
IL6ST	2.3067
ZNF319	0.08975
TMEM109	0.1963
FAM90A1	-0.858
IL22RA1	-0.318
ATP4B	1.0345
TEC	-1.19816666666667
C7orf30	-0.822
TXNDC2	-0.344666666666667
ABCB4	0.59075
KIAA1191	0.946625
C9orf38	0.089
SFTPB	0.513428571428571
CNTNAP2	0.0443333333333333
FRK	0.591
TBX19	0.30225
CHD4	0.12925
C6orf26	-2.88466666666667
MOSC2	0.998
IKBKE	-0.096
HIF1A	-2.07733333333333
LOC595101	-0.48
RELA	0.5385
TMEM16B	-0.335
ABHD12B	-1.414
TSEN34	0.32275
KIF18A	-2.8975
TXNDC9	-0.0486666666666667
SPATA2L	0.5575
SEMA4G	0.2325
C21orf91	-0.410875
MATN1	-0.805
KCNIP4	-0.679166666666667
TUSC1	2.222375
OR4C15	-0.3455
ARMCX6	0.131083333333333
WBSCR27	1.22533333333333
OR52I2	0.1235
KIAA1604	-0.42075
DYNC1I1	-0.486625
PPP4C	0.23775
SLC47A2	-0.6975
TREH	0.39775
CD48	1.652
ST14	1.71116666666667
PKN1	-0.09975
SPON2	2.609
XBP1	2.88158333333333
SFRS12	-0.600666666666667
EFCAB6	3.09825
SELT	0.2875
SLC39A2	2.839
ERF	-0.589666666666667
ARL3	0.57475
SURF6	-0.4935
MLLT10	-0.125095238095238
FLJ11171	-0.203166666666667
TDGF1	-4.09366666666667
ERCC6	0.22075
EIF2AK4	1.1055
BAZ1A	0.096
LRRN3	0.405166666666667
TMC3	-0.404
EFTUD1	-0.03375
PTPRO	0.832833333333333
CLEC12A	1.17
ACBD4	0.635
ZDHHC14	-0.083875
OTUD7B	1.140625
ACTB	0.706625
MSRA	-0.149
LCE5A	1.242
IFI35	1.411
BSCL2	0.0133333333333333
ANKRD12	0.3535
CFHR2	0.108
RGAG1	-0.083
HSFY1	null
SLC30A5	0.18025
IMPG1	0.3225
GPR109A	0.418
ZNF185	0.737
IYD	2.69325
NPCDR1	0.714
SERPINA13	0.939
HMGCLL1	-0.26475
NEUROG1	0.729333333333333
UBQLN1	0.1985
LIN37	0.43225
SOCS2	-0.44725
DSCR4	-2.05275
XKR6	-0.295
GPR142	0.3855
KRTAP13-3	0.1575
CCDC15	-0.959166666666667
MOS	-0.0865
CD1E	-1.729
OFCC1	-1.4196
FAM83D	-2.3935
SRFBP1	-0.44575
C9orf96	-0.5505
DHDH	-1.07425
CCDC90A	0.0175
RABL3	1.12635
CD320	-1.87083333333333
ANGEL2	0.0523333333333333
MRPL21	-0.203
SMG6	0.3765
INSR	1.7195625
FLJ14816	-0.362
GLRB	1.70833333333333
C9orf89	1.78375
CIZ1	-0.256375
URG4	0.0138333333333333
LRDD	-1.38216666666667
CBY1	0.113833333333333
NFX1	1.104
MTERFD2	0.0291428571428571
C19orf23	0.103
PGC	-3.034125
IER3IP1	-0.1498
RASAL2	1.08258333333333
C1orf89	-0.237
SYNJ1	-0.377875
NFKBIE	1.0885
FLJ40125	-1.78766666666667
TCEB2	-0.1607
NOG	-1.492
POLR2J2	-0.578333333333333
HLA-B	2.871
PCDHA1	0.4055
PPP2R2B	-0.32025
ARHGEF17	1.25533333333333
TCF7L2	1.7995
CHD5	-0.769833333333333
ZNF431	-0.203125
TBC1D25	0.8155
ZNF800	0.71475
SCUBE2	2.364
MYCBP	-0.675333333333333
GPX5	0.1025
C6orf129	-0.143666666666667
QSER1	-0.675
ULK2	1.71375
PIGO	1.4815
NRCAM	-1.20264285714286
SLC35E3	0.496125
CSRP2	-0.8575
HYPE	1.21225
MAPK15	0.0928333333333333
MGC14327	0.12625
TIMM13	-0.474833333333333
ZNF462	0.049
GBA3	0.8525
TEX13A	-0.457
MCM6	-1.96944444444444
MTRF1	-1.842125
ABCA7	-1.555
EIF4A2	-0.27075
ZC3H10	1.0886
RPGR	0.0486666666666667
C20orf94	1.19525
RP1L1	0.3365
GPR125	-0.704571428571429
USP22	-0.343785714285714
OR1L4	0.829
MLZE	1.7495
FLJ32065	0.4355
PTCD1	-0.4535
CRTAC1	2.447
BXDC2	-1.52575
C18orf1	0.970166666666667
FAM107A	1.5855
EFNA3	0.79825
P18SRP	-0.1113
CAMKK2	1.10375
KIAA0649	0.67625
NES	-0.0113333333333333
HS6ST3	1.631625
PON2	-0.271
TCP11L2	0.2325
CLEC4A	1.7965
PRR12	1.0245
MLXIPL	-1.4657
C2orf50	-0.8655
ZNF28	0.707
ENC1	1.736
MAP2K1	-0.71575
FKSG2	-0.15925
KIAA0430	0.30875
PTP4A1	-0.201666666666667
GPR156	0.9115
GTF3C6	-0.09575
UBR2	0.3212
LOC388272	-1.47025
MAK	0.667
ACOT4	2.831
STC2	0.4815
PIGW	-1.59225
SAE1	-1.054
COL6A1	0.261227272727273
OAZ1	-0.146833333333333
STMN4	2.044
EDG3	0.468833333333333
SGCE	0.0795
IL11	-1.6665
PRSS8	3.034
YIPF5	0.427833333333333
WNT4	4.072375
CSN2	0.126333333333333
TCF7	-2.798625
TDO2	1.93875
SAMD9	1.668125
S100A7A	-0.136
MMRN1	3.59233333333333
GKAP1	-0.10675
AKR1C3	-0.934
RNF19A	0.614
GMDS	-1.09975
YKT6	-0.853375
