Hybridization REF	TCGA-AR-A0TP-01A-11R-A084-07
MKL1	1.161
SAA2	2.57975
C1orf94	1.2635
C7orf28B	0.227
TMEM185A	0.3259
ZZZ3	0.2665
C16orf5	0.383833333333333
GALNAC4S-6ST	-1.399
C1orf186	-1.19675
IGFBP4	-1.40583333333333
NDUFA10	-0.564166666666667
CLIC2	-2.353
RNF13	0.535
GPR103	3.1765
CD69	-5.319
MYOZ1	4.7945
IFNB1	-0.1945
CLNS1A	-0.7555
CXorf45	-1.38075
ZXDB	1.0575
FUNDC2	-0.23975
GPA33	-0.68025
C9orf70	0.51
SLC2A9	0.198125
LOC126520	0.1575
MAGEB1	-0.601
LCE2A	-0.2045
C18orf34	0.00650000000000001
FMNL2	-0.1265
KRT85	0.73025
CRYGA	0.2905
GEM	0.4235
THAP6	-1.0816
ALKBH3	0.741333333333333
TM6SF2	0.1505
C20orf82	4.636
RANBP2	-0.128166666666667
LIG3	0.4022
RETSAT	0.817
OR8S1	0.465
CAST	-0.67775
TGFBI	-0.0851
C15orf37	0.957625
PGM3	-0.377
SLC4A11	0.336625
FAM123C	0.092
TAOK1	-0.4855
CISH	-1.032125
OGDHL	-3.907
SPINT2	2.258
ZNF33A	0.599
CLDN18	0.0778333333333333
RNF128	1.9985
CCDC71	-1.352
RASSF6	-0.5908
HSPG2	0.718
ATP6V0E1	0.251
ABHD6	-1.136
CD274	-0.4885
GCNT1	2.99975
NT5C1A	0.5445
TM4SF5	-4.119
C21orf58	-0.522333333333333
SUCLA2	-0.91025
RFTN2	3.725
SCNM1	0.685625
SLC9A10	-0.064
FUNDC1	-0.7995
SLC35F4	-2.4435
AMD1	1.353
COL6A6	0.35375
OR4K2	-0.221
TRIB2	0.6665
LOC91461	-2.97775
GHSR	0.2945
ATP8B1	0.637375
C1orf78	1.28383333333333
RNF183	-1.87
STX4	-0.2384
TPPP2	2.474375
MYBPHL	-1.5125
TXNDC6	1.4076
C9orf47	1.8275
FAM137B	1.6675
FANCB	-0.94225
C11orf9	-0.034
DPY19L1	-0.558625
VDAC2	0.0498333333333333
VHL	-1.292
LMBR1	0.697375
C8orf44	-0.38325
ZPBP	0.5845
FGF23	-1.5825
C21orf67	-0.2335
PCNT	-0.851375
BCKDHB	0.2389
GALNTL5	0.580666666666667
BET1	-0.47175
ARL13A	-0.2465
HDAC6	-0.201875
N4BP3	-0.333166666666667
OTOP1	0.328
TTC30A	0.383625
CRISP1	0.595
KRT32	0.661
VSTM1	1.263
ZNF622	0.45375
POLR3B	0.0167
DNAJC10	0.500875
C12orf54	0.911
ADIPOQ	0.205833333333333
RIT2	-0.69025
CD44	0.8749
ABCA3	1.8135
RPS17	0.41525
FEZF1	1.075
PCDHB15	-0.534
KCNMA1	1.94227272727273
CCDC116	-1.6405
C15orf27	-3.3085
NARG2	-1.3346875
ITGA5	-1.279625
MEFV	1.0915
TUT1	-0.06125
LOC541473	-0.49975
NMBR	0.679
GLT1D1	-2.3455
ABCB7	-1.45325
PFKP	-0.993181818181818
C9orf91	-0.5749
LRRC41	1.14116666666667
C1orf85	0.531666666666667
ATP5F1	0.292125
STOX1	1.08325
GFOD2	1.36825
SLC25A3	-0.05325
ZNF646	0.0787
ZAR1	-0.9905
OSTbeta	-2.563
GALNT3	3.469
IFT122	-0.232833333333333
LDB3	-0.0202
GARNL1	-0.280857142857143
HOMEZ	0.974666666666667
LRRC6	-0.0245
ANGPTL5	2.9305
UBAC1	-1.07975
DLEU7	-0.61875
RPL19	-0.673125
TOP1MT	1.46816666666667
LOC643641	1.492625
MBD3L2	-0.2715
NTSR1	0.3445
WISP2	-2.91375
GPSM2	0.892
RDH10	2.2261
PRKCG	-0.3145
HIST1H4J	-2.832
MON1B	0.3853
MLF1IP	-0.693666666666667
ZNF446	0.391875
COL4A5	-2.3765
SLC26A1	-0.045
RGN	-1.043625
CCNB1	-2.19075
C9orf165	1.5685
CCDC28B	-0.70925
CCDC97	0.40225
FGR	1.240375
MSRB3	2.4318
EPN2	-0.067
COX15	-0.307
KCNK6	-1.8545
XK	0.0105
GDA	-5.150875
HEPH	-0.206875
THRAP3	-0.251
MET	-0.226714285714286
PHYHIP	-1.64375
LYAR	-1.5055
ING3	-0.039
AK7	-0.5335
CCT8L2	-0.152875
COPS7A	-0.228
WSCD1	-0.9285
RNF185	1.868375
TNS3	1.56675
KNDC1	-0.811
RWDD4A	1.264
MED13L	1.5847
ZFYVE1	-0.335125
C7orf44	-0.5485
MRPL1	-1.3515
STGC3	-2.30625
TEAD1	-1.61016666666667
RPL7A	-0.908071428571429
ARL6IP1	0.9131
C1orf178	-1.2055
CTAGE5	0.156916666666667
TMEM184A	-1.56516666666667
SLC25A14	-0.97925
CACNG5	0.04
ATXN10	0.1737
ECH1	-0.0521
CCL22	0.2385
CYP2F1	-2.00266666666667
GADL1	0.016
TMEM19	0.6708
RUNX3	1.70125
EFNB1	2.04233333333333
LIPN	0.3385
ACSM3	-3.591
SIGLEC8	0.218
ASCC3L1	-0.3855
NOL8	-0.51225
RELT	-0.692
Magmas	-0.802
PPP1R15B	-0.0576
C11orf2	0.86125
VKORC1	0.01
MGC26647	0.26425
TRPM6	1.71158333333333
UGT2B7	-4.51433333333333
FEV	0.065
FOXK2	0.3611
PDCD5	-0.667
SLC8A1	0.3612
DGUOK	-0.499666666666667
CLDN16	0.173
GAGE1	-1.286
RBM17	0.5286
C1QTNF3	-0.916375
VGLL3	-0.304166666666667
UNQ5830	0.667
CD1A	-2.8175
SCGB1C1	-0.4425
SUPT4H1	-0.544625
TRAF5	0.466
ASAHL	0.767
FAM73A	-0.363833333333333
OR6B1	0.5735
WHSC1	-1.50425
GFPT2	-0.38225
LOC339809	0.7785
STARD5	-0.147833333333333
SIP1	-1.69025
DNAJC15	-1.17425
STAU2	0.9174375
FAM98A	0.132
RAD23B	0.095875
LRRC33	-1.1295
CHRAC1	0.233
C21orf89	0.4865
C19orf43	0.290833333333333
KLK8	-0.338833333333333
CCNE1	-0.126125
PKDREJ	1.031
SSU72	0.705
C17orf73	0.268
GPR78	0.833
WHSC1L1	-0.8407
GSTA2	-0.04975
SMUG1	-0.663666666666667
UFM1	0.0275
AP3M2	-0.751
USP14	-0.212375
FBXL14	0.847333333333333
DSTN	1.2205
SFRS14	-1.1065
FBXO31	-0.301
C12orf40	-0.35675
FRS2	0.63375
NR2E3	0.0915
TUBB2C	-0.91025
GMPR	-2.549
C9orf139	-0.696
ING5	-1.32335714285714
LOC730092	0.053
ORM1	-4.417
RP11-11C5.2	-0.37075
HSPD1	-1.0854
PIWIL3	-0.24075
C5orf13	-1.0761
OR5R1	0.589
LCOR	0.389875
PLEKHA9	-0.1195
CCDC43	-1.23975
ZNF232	0.01075
SLC6A7	0.8555
ADH5	-1.043
SHBG	-1.463
CROCCL2	-0.167
PANX3	-0.2335
CDIPT	1.0095
SLC16A5	0.46675
TUBB	-0.0430625
TOR3A	0.7692
PREP	0.528333333333333
ENTPD8	0.0642857142857143
CHMP1B	0.98675
SYT12	0.8594
MYH6	-0.7766
MAP3K13	-0.440333333333333
KLHL30	0.0325
LCMT1	-0.28775
EIF1AX	0.944666666666667
FOXD4L1	0.551
SLC24A5	0.0635
RNF166	-0.0781
TJAP1	0.289
TMEM156	-1.365
ZNF239	1.84875
SNX19	0.7102
GKN1	0.41575
FCN1	2.6052
C1QL1	1.71275
ATP11C	-0.322125
ZNF35	-0.0125
CARD8	-0.196875
LIMD1	-1.5025
KIAA0286	-0.158
XRN2	-0.402333333333333
CD6	-0.330166666666667
TOX3	0.738375
ZSCAN4	-1.05983333333333
RSRC1	-0.1765
COG1	0.06675
PTRF	0.2706
C16orf35	-0.3925
FBXO24	-0.282
CHST11	1.13225
THRB	0.7629
MYBPC1	4.64725
RNF39	1.81316666666667
PSMD11	-0.42325
ALAD	-0.559
EN1	5.80475
SLC9A9	-0.52125
GSTM4	0.3406
CDC42BPA	-0.0812105263157895
RCSD1	3.59475
LUC7L2	0.5916
SPTBN1	1.8177
LOC146167	-0.1045
BAT5	1.449
ZNF452	-1.11825
LSM4	-0.031
SRP72	-0.3006
SGK269	0.17675
MTX1	-0.042
CENTA1	-1.152
UNQ9433	-1.318
ATR	0.129666666666667
DDX49	0.494
PAQR8	1.33916666666667
C14orf174	-1.19175
GBGT1	0.1055
THAP1	0.37225
OR10K1	0.443
RASIP1	-0.484833333333333
DPYD	-1.884
DOHH	0.47425
C18orf45	1.17825
POF1B	-2.5138
ZNF552	0.5965
USP32	-1.392875
MED27	-0.902833333333333
C14orf149	-1.23
PRDX4	0.147166666666667
ABHD12	1.7362
AGT	-5.4765
SLC22A14	-0.71625
C1orf58	0.4365
PILRA	-0.87825
ABCF2	0.322375
C17orf85	-0.7058
TKTL1	-1.122
FGF1	1.4295
IL6R	0.568833333333333
VPS25	-1.2215
CHRNB2	-0.28775
COL7A1	-2.5908
LRRC48	0.1695
SPG20	0.241083333333333
COX10	-0.5095
GCA	-1.25575
ECEL1	-1.43583333333333
GLG1	0.3745
SRD5A2L2	-0.174
MUTYH	0.014625
ZNF70	1.26475
L2HGDH	-1.1215
GPATCH2	-0.18825
ZNF655	-0.126375
ZNF227	0.413
MCOLN2	-1.21083333333333
NQO2	-0.0945
KCNQ5	0.413
NEU1	0.346166666666667
QRICH1	-0.785
ZBTB20	3.14616666666667
RPUSD3	-0.01875
EPGN	-2.23516666666667
TSN	0.560916666666667
SPRY2	1.70483333333333
LZTFL1	-0.684125
GMFB	-1.0175
PBEF1	-0.5608
HBG2	-3.2185
TMEM8	0.24475
PALM2-AKAP2	-0.135
NFYA	0.22475
FAM108A1	-0.075
PBLD	0.278875
NRG4	-2.53825
PIGF	0.0135
PTGER1	-0.346
NOS2A	1.73766666666667
C21orf34	-0.349833333333333
C21orf51	0.04075
IL17C	0.318
TRMT6	0.111833333333333
ETV2	0.624666666666667
CCDC109A	0.0025
MYLK2	-1.1115
ATP10A	1.3986
DPH4	-2.0145
C5orf5	-0.371333333333333
KCNA4	0.659
NMNAT2	-1.1475
GLYATL2	7.424
LSMD1	-0.887375
IL23R	-2.4985
NRF1	0.0845
MUC15	-1.8775
PRDM12	-1.9445
PAQR4	0.738285714285714
RBBP6	-0.360375
IFI27	1.35075
SKAP2	0.9
TAGAP	-0.003375
TJP3	0.3825
C9orf61	2.827
IDS	0.148857142857143
PARG	-0.21025
LOC131149	-0.573
DYRK4	-0.2835
MICALL1	1.35525
GALR2	-0.2005
GPBP1L1	0.485125
TBX21	0.2985
KCNJ6	0.246666666666667
GGN	1.186
CASP5	-0.527166666666667
RNF182	-0.40875
BRD4	-0.05625
DOK4	0.31375
SLC46A2	0.216666666666667
SOX9	1.131
ZNRD1	-0.08
PRR6	-1.64525
FAU	0.067625
DTNB	3.089
CARD9	-0.3515
STS-1	0.4785
SLC4A5	0.379875
NSBP1	-2.953
UGCGL2	-0.915583333333333
POTE15	-3.472
NOXA1	-0.85275
RP13-347D8.3	3.25625
SAMD10	-0.690333333333333
EP400NL	-0.0465
TCF21	-1.055
AMELX	0.11825
JPH2	0.825
SLA	0.646
DLST	-1.42816666666667
SEPT12	0.2085
RGS20	-3.63
LXN	0.819666666666667
ZNF419	0.22125
UPK3B	-0.423
RELL1	1.99075
ESPNL	-1.429
KLHL21	1.602625
PI15	-0.154
C2orf61	-0.177
LOC407835	-0.00716666666666666
RER1	0.300833333333333
ELAVL2	-1.0285
MGC26718	-2.51
KLF2	1.1675
TNFAIP8L3	1.183
TFE3	0.2455
C11orf17	-1.202375
15E1.2	-1.3185
SNRPC	-0.502
DLGAP1	3.19625
PGLYRP1	-0.10875
OVCH2	0.09
IRF7	0.46
SET	-1.0552
NAB2	0.214
LRP5L	0.95375
FAM120A	0.0565625
ASCL2	-1.13233333333333
SHH	0.279
ATP5H	-0.981833333333333
THPO	-1.03583333333333
TYRP1	-4.5545
HIST1H3E	0.2915
EIF2S1	-0.887333333333333
TNFRSF17	-4.1225
TARSL2	0.679
NKX2-8	0.1825
C1orf115	3.193
LOC56964	0.5375
KIAA0841	-0.91275
ISCU	-0.523
TTMA	0.2185
ZNF414	0.648
LOC441150	0.33825
RAB15	1.12025
HBP1	0.9125
TNNT2	-1.38483333333333
CECR5	0.28725
PHGDH	1.867375
JRK	0.6567
XPO4	-0.926125
FAM131C	0.907
ARHGAP25	0.0111666666666667
CA9	-0.797
GPR62	0.2755
TLX1	0.878166666666667
GPS1	0.05925
OR2M2	-0.2405
BDP1	-0.545071428571429
FAM70B	0.226
RPS29	-0.686166666666667
MKLN1	0.3472
TSPAN19	-3.5645
SLC29A3	0.4086
LGALS4	-0.0268333333333333
USH2A	0.0868
NF1	-0.761666666666667
APOBEC3A	0.9205
IMPAD1	1.25766666666667
OLR1	0.745166666666667
NRAP	0.0045
HCFC1R1	0.429333333333333
TAOK2	-0.1705
MCM10	-1.37383333333333
MAP4K3	0.776916666666667
CBS	-0.356125
CLK3	-0.4567
PCDHGA5	-0.22
ELF4	0.560125
FAM71A	-0.054
C11orf49	-0.2715
CLIP2	0.179
BTBD9	1.3499
ZNF524	1.2915
KDELR1	0.6045
ZNF509	-0.17
NCSTN	1.342
ZNF533	-0.572
PARP4	-0.32875
GALNT9	-0.278333333333333
NPY	-2.83775
BEGAIN	-2.179
TMEM77	0.643
FOXRED1	-0.962833333333333
SLC16A2	0.824666666666667
SLC35B1	-0.29925
GK5	1.12241666666667
SDCCAG10	-1.49375
C4orf20	0.09175
SLC9A2	-2.05075
ADD1	-0.468642857142857
TAL2	-1.172
ACLY	-1.331875
DNAJC1	0.5925
SOST	-0.733
USP43	0.331833333333333
CYP4F12	-2.1215
FKBP5	-0.304125
CHCHD5	-0.467
NUDT22	-0.25275
CCDC85B	-0.17175
OR51G2	0.7615
STRN3	-0.705142857142857
TMOD2	2.1975
FLI1	1.07975
MAB21L2	-0.6305
DGKQ	0.20575
VPRBP	-0.528166666666667
SCNN1B	-0.5515
ECHDC3	2.3666
TMEM106C	0.1005
CSNK2A2	-0.0525
RPL39	-0.2153
HERC3	-0.328
ZBTB47	0.432333333333333
ZNF681	-0.3745
PAGE2	-2.84875
CLIC5	0.655142857142857
RABAC1	1.12725
ZFHX2	0.5435
YPEL1	1.963
KIAA0776	0.28975
NR1D2	0.45475
DNAJC4	1.10725
NPNT	3.2239
ZNF677	1.2925
ZNF536	-0.30625
MEF2B	0.0546666666666667
PTPN4	0.582125
CTCFL	-4.721
STX5	0.773166666666667
CD72	0.549
VEGFA	1.72584210526316
XRCC1	-0.3665
MAS1L	0.323666666666667
ELL	0.3309
SETBP1	1.73
CDH11	1.041
NDC80	-0.632846153846154
DMBX1	-3.319
NRSN1	-0.131
BAT2D1	-0.200875
CDS2	0.409666666666667
C1orf212	-0.153166666666667
SENP3	-0.071375
IL1F9	0.6815
EEF2K	-0.3985
COG8	0.42425
CEP72	-0.08125
OR1L8	-0.325
MUS81	0.0481666666666667
PHYH	0.80225
GGT6	0.167
C22orf23	-0.184666666666667
C13orf33	1.50825
MAPK8IP2	1.11
NELL2	-3.5125
POU3F2	-3.4345
ALPK1	0.290125
MRPS18C	-2.19575
RPLP2	-0.196375
FGF22	0.1855
SPNS1	-0.3705
ZFP1	0.02275
IL1RAPL1	-2.042
PCSK9	-4.05583333333333
NKX2-1	-0.1465
C6orf189	1.0915
SP4	0.173
SLC11A1	1.7203
C21orf25	-0.299166666666667
ICAM2	-1.05
SH3GL1	0.0916666666666667
GSK3B	0.295833333333333
RALB	-0.088
PDXP	-0.244666666666667
GNGT1	-3.21428571428571
KIR2DL1	0.745
TNFAIP3	-0.4045
C6orf32	-0.0981
CBLN2	-2.021
PANK3	-1.317
TAAR9	0.618
WDR82	-0.140928571428571
APOM	-3.617375
TRIP10	-0.2545
SPATA16	0.251666666666667
C1orf135	-0.7065
USP51	0.17225
TESK1	1.45675
C11orf64	-0.177375
ZNF611	-0.033
PDE6G	-0.132333333333333
HLA-DQA1	0.851125
GCLC	-0.05025
SEC61A1	1.03
TWSG1	0.723833333333333
ZMYND10	-0.965
CTDP1	-0.33725
ADAMTS6	-1.167
SLIT1	-2.161
KRT86	1.062
KIAA0574	2.53225
GTPBP2	0.0399
PQLC3	1.36225
PRRX2	-0.3435
C15orf44	-0.522833333333333
MKKS	-0.6615
C11orf10	-0.057
GPR110	1.118125
CD109	1.21575
ADCY1	-0.385666666666667
RHBG	-2.24075
TP53I3	0.6375
SLC22A3	-0.8331
UCP2	-0.60725
FOXG1	-2.65966666666667
OR2AG1	-0.019
TRIM24	-0.1935
PROC	-3.925
TAAR6	0.07325
AMTN	-1.003
C10orf47	0.172
DEPDC1	-0.87025
FLJ45557	0.5565
ZDHHC17	-0.1958125
KIAA1429	0.654833333333333
KCNH1	0.36425
VNN3	0.478375
PSMAL	4.38625
PPARD	0.53075
HFM1	-0.00475
YBX1	-0.211
ZNF695	-1.672
SCTR	-0.0341666666666667
DCDC1	0.858
VPS26B	0.7759
MTF2	-1.59483333333333
ATP6V1F	0.18725
CCDC94	0.021
PERF15	0.0395
CCL11	-0.867333333333333
LMO7	0.52
DCST1	-0.0975
ADRBK1	0.192875
CDRT4	-0.489625
ZNF84	-0.28
HOXD8	-0.369
STARD8	-1.0045
FOXP2	-1.50714285714286
CCDC103	0.13025
POLR3A	-0.0571
GSC	-2.24216666666667
ZNF114	0.088
HTR7P	0.477
LALBA	1.053
RMND5A	0.636166666666667
PSCD2	1.84975
ZNF409	0.829
KRTAP1-3	0.299166666666667
MAF1	0.79
LOC201725	-0.083
NRN1	-2.052125
SPAG5	-2.35916666666667
DNAH7	-0.711
FLJ43860	0.071
BRCA2	-1.24425
ACADM	0.167
CXXC6	-1.994375
RAGE	-0.2525
CHMP2A	0.15175
FAM8A1	1.1663
GPR21	1.4625
SLC12A3	-3.00816666666667
FVT1	1.03864285714286
ZDHHC7	-0.075125
FLJ44048	-0.18525
SLC44A3	3.08366666666667
SDSL	-1.85816666666667
MMP8	-0.606
PLA2G12B	-3.14366666666667
ACY1	-1.0135
MT1E	0.5785
OR4K15	0.4465
TECTB	0.2025
GPR20	-0.552875
IRAK2	0.0665
RFPL3	0.347375
MYO9A	1.1435
NARG1L	-0.565333333333333
BLMH	-1.80025
CCDC3	3.00766666666667
C9orf21	0.148833333333333
KIAA0513	-0.3605
MIER2	-0.547
PNMA2	-1.95108333333333
SH3BP2	0.3819
ANXA10	-1.9455
RTN2	-0.527166666666667
TFB1M	-2.596
PRPH2	1.7005
C14orf133	0.472
GOLGB1	1.13225
IRX4	1.13125
NFKBIL1	1.227
C10orf62	-0.25525
APBB3	-1.315
RPS10	1.0218
LOC728378	-0.8275
TLE3	0.912666666666667
PSMB7	-1.301125
MESDC1	0.2575
SLC6A1	1.16333333333333
OCLN	1.68983333333333
PTTG3	-1.66366666666667
NAGLU	-1.24625
SERTAD4	4.0745
SPRY1	-0.30825
FLJ10781	3.322
MYSM1	-0.5695
TRIM4	0.106
SH3YL1	3.06625
TREM2	2.71883333333333
SERPINI1	0.8575
HDHD3	0.628
TMEM38A	1.765375
EID2B	-1.31975
TDRD3	0.296
SEDLP	-0.027
THSD7A	1.124
NDST3	-2.42075
KLHL15	0.145333333333333
DHRS12	0.3565
FBXO9	-0.0806428571428571
TNPO1	-0.918916666666667
MRPL13	-0.122
SNX5	-2.15483333333333
METTL6	-1.60125
SOD1	-0.7365
CHML	-0.322833333333333
PACS1	0.701
SIRT5	0.8301
CAPN2	0.808166666666667
FXYD5	0.599166666666667
TWISTNB	-0.50925
LRFN1	0.726833333333333
UBE1L	-1.122625
UBE1C	0.86225
OR51B2	-0.0145
OR4D11	0.185
C15orf2	0.173
NR4A1	1.42883333333333
LOC339047	-1.1405
TRIM17	2.0575
ATP5G3	-0.218428571428571
RPL15	-1.07116666666667
ADAMTS8	-0.1675
HOXC4	-0.131
C14orf37	1.036
CEACAM5	-2.722375
MYT1L	-0.6264
RASA2	0.31325
OSBPL7	-1.053
STAG1	0.3475
GIMAP4	3.4185
FUT3	-0.001
PIF1	-2.8785
LPIN2	0.2503
SH3PX3	1.189
PDP2	-0.68975
PAPD1	0.249
ERP27	3.9705
APOOL	-0.6228
DIABLO	-0.3975
TRHR	0.194
ARMC9	-1.640875
RNF152	3.39925
SLITRK3	-0.1355
ZNF211	-0.138
PFDN1	-1.263625
RGS11	0.819375
HS6ST1	0.9932
AKR1D1	-1.64025
TNP2	0.2545
STK31	0.429833333333333
EML4	-0.9435
SGTA	-0.0873333333333333
HIST1H2BI	-0.127166666666667
PSMD6	-2.37
KIAA1257	-0.15875
C18orf55	-1.037
FLJ20273	1.799125
RPL28	-0.0486666666666667
EPYC	0.489875
NOX3	0.1145
ELAC1	0.892166666666667
METT11D1	-0.77775
BIN2	-1.20366666666667
NACA2	-0.038
CCDC17	-0.484
HM13	-0.2111
UBOX5	0.582375
UBE2O	-0.63975
UBL5	-0.58975
APOLD1	1.1375
C9orf31	0.321
TNFSF8	0.167
ARHGAP29	0.6965
PROKR2	-0.01
PDE5A	1.89283333333333
C6orf12	0.554
TOM1L1	-0.1725
WHDC1	0.56625
FOXI1	0.410833333333333
RAB4A	1.0632
TMEM39B	0.536
ATPBD1C	-0.2155
FARSA	-0.475666666666667
PLEKHG5	0.19925
CMAS	-0.222833333333333
OR7E24	-0.2515
SLC30A1	-1.03325
CDC42EP5	1.084
PLAC1	-1.69
KLHL18	-0.936583333333333
LBA1	-0.4401
TAZ	-0.8885
CRIP2	1.461375
BTBD11	-0.646
C16orf72	0.4045
DIO2	-0.5086
LRRCC1	1.07216666666667
CCDC136	-1.5935
PRX	0.158125
RBM5	-0.6548
TMEM85	-0.379875
TUBGCP4	-1.26133333333333
APLN	2.677875
CDK7	-1.12066666666667
SSR2	1.75475
CRELD1	-0.05375
C19orf46	1.18525
GAL3ST4	2.6245
KBTBD10	-0.53175
IL28A	0.0905
WDR27	-1.8325
MCM2	0.088
SOX14	-0.432
FLJ39743	0.516
KIAA0922	0.279375
HIPK4	0.1255
FLJ25758	-0.0165
C16orf57	-0.353833333333333
PDZD2	-1.1665
MCC	-1.03625
HHLA3	0.1384
ID2	1.617
C20orf23	0.489833333333333
ZNF688	0.61225
APOC2	-2.947
LOC440093	-0.34
FAM50B	3.61933333333333
PWP1	-0.202
DNAH10	-0.19825
HIST1H2BA	0.3105
GPR56	2.40583333333333
METAP2	0.55
PAN3	0.0313333333333333
STXBP4	-0.519
PDHX	-0.0735
MTA1	0.0719166666666667
ZBED4	0.342625
ZNF720	-0.9835
CDK2	0.100125
RHOJ	1.1225
CDC37	-0.191
ZER1	-0.179875
GRK4	-0.7525
PRPH	1.391
POLR2A	-0.020125
OGFOD1	-1.023
NOL5A	-0.39325
PHEX	1.9695
FLJ16478	0.23675
C20orf117	-0.814875
CAMTA2	-0.03475
C11orf74	-0.517833333333333
DDX17	-0.1455
C5orf27	4.6875
PLEKHA2	-2.025
PDE4DIP	-0.1303
SCN7A	-0.6085
ZNF559	0.351
CXCL10	1.91175
ZMYM4	0.680666666666667
STK32B	0.558133333333333
KIAA0888	-2.8042
TACR3	0.4255
CKAP2L	-0.22075
KIF1A	-0.952666666666667
RSPRY1	0.495
VCAN	0.28375
CYP27C1	0.543
SYDE1	-1.55233333333333
MED12L	-0.748
ZDHHC21	1.0315
NHS	0.5185
TM9SF3	1.29966666666667
DDHD1	-1.703375
MAFG	0.095
BICD2	1.007
C14orf119	-0.176
C14orf43	-0.0764285714285714
CDH7	-1.90875
ALKBH5	-0.551714285714286
JUP	1.59175
TMEM41A	0.8455
MAMDC4	-1.61683333333333
CBX3	-0.182125
LRRC18	0.596
RBMXL2	0.073
PLA2G4D	0.367
FGF13	2.555875
KIF3A	-0.878166666666667
PDIA6	1.12875
DCXR	-0.43275
CASKIN2	0.970916666666667
EHD1	0.176833333333333
MARCKSL1	1.19416666666667
ZNF496	0.920666666666667
SCAF1	0.073
KCTD8	-1.02
TRAF3IP3	1.50271428571429
LSR	2.11875
CXorf1	0.165166666666667
C14orf112	-1.09983333333333
EIF2B1	0.06875
OMP	-0.113
GSTZ1	-0.688
LOC92017	0.804
ISLR2	0.7495
C12orf36	0.534
GATA2	-2.6555
GABRA5	-2.361
CELSR2	0.443071428571429
STAM2	0.5327
TNAP	0.584
PTPMT1	-0.438
GRP	2.25575
SV2A	-1.21683333333333
MAGEA12	-4.4385
CACNG1	-0.617
C18orf19	-0.59425
GSG1	-0.399666666666667
PTPRJ	0.743571428571429
FRMPD1	0.8055
ZNF668	-0.07175
PLEKHJ1	-0.371375
ADAT1	-0.4922
TMEM50A	0.5286
UCN3	0.033
HOOK1	0.981125
IL17B	1.325
MLKL	-0.409833333333333
TTC14	-2.46483333333333
KLHL5	0.0785
CRYL1	-0.102333333333333
FOXH1	0.277
NFYB	0.141375
PPM1G	0.11175
GOLGA2LY1	-0.328
NMT1	-0.858625
HADHA	-0.58
CHSY-2	1.232
PLEKHF1	0.471928571428571
SAGE1	-3.6865
MUSTN1	-0.7705
SUHW4	0.722
TFEB	2.371
ZFYVE27	0.0115
ATG12	-1.15183333333333
BMI1	1.17678571428571
ZIM3	-0.00100000000000001
MYH4	-0.4895
MASP1	-1.02108333333333
KIAA0984	1.757
RPAP2	0.1455
ASB5	0.3415
BOLA3	-0.628833333333333
MIA3	0.797166666666667
KRT35	0.7085
KIR3DL3	-0.666
MRPL51	-0.50125
SEMA3F	-0.635666666666667
NDUFB2	0.814333333333333
LOC253012	-1.2675
FAM46C	-0.6265
G6PC	-2.18275
CSAG3A	-5.06416666666667
PREX1	-2.4675
SLC25A45	-0.31175
MAPKBP1	0.4619
CPE	1.464
GNB1	0.042375
CXCR6	0.6025
TRIM46	0.266
C16orf3	0.333666666666667
HPSE	-0.33375
TIGD3	0.5035
SPG3A	2.7545
LCAT	-0.3245
ST6GAL1	-0.567722222222222
POMC	3.585
FLJ36031	0.288
NSMAF	0.363333333333333
SKIL	1.7155
ADSS	0.912333333333333
HMGCS1	-2.1874
POLR3F	0.305166666666667
RAB10	0.198375
ZNF277P	-0.951125
ZBTB7B	1.334125
DHRS1	0.759125
ABCC13	-0.493428571428571
CNOT3	0.12125
NFKBIA	0.161
GAK	-1.16533333333333
SFT2D2	2.67266666666667
HOXA6	0.601
CRTC1	0.416375
LY6D	-1.4665
C20orf72	-0.00683333333333333
CPT1A	-0.6255
LMO1	0.9755
EIF3I	-0.35025
PRB4	0.1335
MCM3APAS	-1.11225
C20orf132	-1.104
FOXF2	-3.17725
S100A12	0.17425
MLH1	-2.33783333333333
ACTN1	0.8661
MRPL36	-0.274
C20orf106	-0.48975
FBXO6	1.3295
MKS1	-0.0585
CX3CR1	0.368
PDE1B	0.282
PLP1	-2.862
KISS1	1.03633333333333
C14orf2	-0.863833333333333
TBC1D3P2	-0.819
COMMD6	1.0698
ANKRD7	0.35475
PTCHD1	4.171125
NARS2	-0.063
DOCK7	0.151875
FAM127B	-0.01375
LOC390243	0.0975
N6AMT2	0.003
ZNF391	0.757
DNAJB14	-1.46066666666667
WRB	-0.513875
BPI	3.0975
TTC4	-0.0121666666666667
FAM10A5	0.65925
GOT1L1	0.6036
MAGED1	1.1775
RESP18	-0.0425
WFDC6	0.667666666666667
MT2A	-1.0035
C11orf56	-0.33
KIAA1432	-0.3885
ROR1	0.197
HSD17B14	1.54566666666667
ZFAND2B	-0.509875
SAMD4B	0.90925
HEXA	0.704875
HNRNPU	0.132590909090909
USP39	-0.112375
NRD1	-0.273
R3HDML	0.751
FLT4	0.576333333333333
OMG	0.0388333333333333
OR52N4	0.2525
LOC399818	0.37575
ELA2	-2.7235
VENTXP1	-0.3075
RFC5	-0.84
OR52L1	0.218
PAX5	0.2835
FBXO2	-0.15225
GMEB1	-0.077
AKT3	0.4335
CRB1	-1.09666666666667
CTTN	0.442166666666667
