Hybridization REF	TCGA-C8-A12N-01A-11R-A115-07
CASKIN2	1.03841666666667
EHD1	0.420333333333333
MARCKSL1	1.78716666666667
ZNF496	0.0461666666666667
SCAF1	1.56733333333333
KCTD8	-1.99175
TRAF3IP3	0.0375
LSR	1.3785
CXorf1	-0.8766
C14orf112	0.0136666666666667
EIF2B1	-0.23825
OMP	0.284
GSTZ1	0.5355
LOC92017	1.476
ISLR2	1.125
C12orf36	0.335
GATA2	-0.474666666666667
GABRA5	-2.608
CELSR2	0.456428571428572
STAM2	1.3315
TNAP	-0.607
PTPMT1	-0.4225
GRP	6.65925
SV2A	-1.22933333333333
MAGEA12	-4.35475
CACNG1	3.4515
C18orf19	-1.108
GSG1	-0.8165
PTPRJ	-0.390571428571429
FRMPD1	0.0185
ZNF668	1.26625
PLEKHJ1	-0.743375
ADAT1	-0.8276
TMEM50A	0.4754
UCN3	-0.002
HOOK1	1.54075
IL17B	-0.895
MLKL	-0.611
TTC14	-0.391333333333333
KLHL5	0.86375
CRYL1	-0.0595
FOXH1	-0.218
NFYB	-0.248375
PPM1G	-0.5425
GOLGA2LY1	-1.107
NMT1	-0.5345
HADHA	0.3211
CHSY-2	3.0405
PLEKHF1	0.283857142857143
SAGE1	-2.814
MUSTN1	0.43925
SUHW4	1.11675
TFEB	1.44766666666667
ZFYVE27	-0.47025
ATG12	-0.428166666666667
BMI1	1.00214285714286
ZIM3	0.451
MYH4	-0.72425
MASP1	-1.587
KIAA0984	0.97075
RPAP2	-0.30525
ASB5	-0.52925
BOLA3	-0.9635
MIA3	0.656
KRT35	-0.1605
KIR3DL3	-0.948
MRPL51	-0.77075
SEMA3F	1.42516666666667
NDUFB2	-0.222166666666667
LOC253012	-0.27275
FAM46C	-2.0243
G6PC	-3.083125
CSAG3A	-4.22516666666667
PREX1	1.985
SLC25A45	0.85325
MAPKBP1	0.327
CPE	0.5733
GNB1	-0.081875
CXCR6	0.3415
TRIM46	0.1175
C16orf3	0.439333333333333
HPSE	0.459375
TIGD3	-0.0605
SPG3A	2.63
LCAT	-0.496
ST6GAL1	-0.433888888888889
POMC	0.272
FLJ36031	-1.37183333333333
NSMAF	-0.202166666666667
SKIL	0.3485
ADSS	-0.373833333333333
HMGCS1	-2.7345
POLR3F	-0.563666666666667
RAB10	0.21575
ZNF277P	-0.90775
ZBTB7B	1.772875
DHRS1	0.922375
ABCC13	4.624625
CNOT3	1.2795
NFKBIA	0.76975
GAK	0.551166666666667
SFT2D2	0.0975
HOXA6	0.357
CRTC1	0.90025
LY6D	-1.06333333333333
C20orf72	-1.3335
CPT1A	-0.60575
LMO1	-1.24
EIF3I	0.3255
PRB4	-0.19125
MCM3APAS	-2.570625
C20orf132	0.3676
FOXF2	-2.0905
S100A12	0.351
MLH1	-0.6935
ACTN1	1.0387
MRPL36	-0.571666666666667
C20orf106	-0.395
FBXO6	1.3935
MKS1	-0.0351666666666667
CX3CR1	-0.244625
PDE1B	1.598
PLP1	-4.386
KISS1	-0.0005
C14orf2	-0.0855
TBC1D3P2	0.17275
COMMD6	1.1867
ANKRD7	-2.0595
PTCHD1	-1.8725
NARS2	-0.88825
DOCK7	-0.703375
FAM127B	0.76775
LOC390243	-0.132166666666667
N6AMT2	0.831
ZNF391	-1.504
DNAJB14	0.125833333333333
WRB	-0.58675
BPI	-0.553916666666667
TTC4	-0.525166666666667
FAM10A5	0.17
GOT1L1	0.224444444444445
MAGED1	0.58225
RESP18	0.3735
WFDC6	1.19825
MT2A	0.6285
C11orf56	0.026
KIAA1432	0.985
ROR1	-1.481875
HSD17B14	1.793
ZFAND2B	0.096375
SAMD4B	0.64325
HEXA	0.354875
HNRNPU	-0.376
USP39	-0.460625
NRD1	-0.138
R3HDML	0.3105
FLT4	0.436666666666667
OMG	-0.2666
OR52N4	0.1605
LOC399818	-0.58725
ELA2	0.14275
VENTXP1	-0.3135
RFC5	-1.971
OR52L1	0.113
PAX5	0.173
FBXO2	0.808
GMEB1	0.061
AKT3	-0.7205
CRB1	-1.5415
CTTN	0.0663333333333334
UTP15	-0.963
HSBP1	-0.5265
PHF11	2.10375
NDEL1	0.268333333333333
USP8	-0.3985
BAIAP2	0.1258125
SI	0.165166666666667
ARSJ	0.522666666666667
BAAT	-2.778
KCNS3	3.9475
LOC126147	0.320166666666667
TMEM37	-0.54725
C1orf162	3.04183333333333
MBD1	-0.3748
ITGAL	1.1585
WDR73	0.0378333333333333
GKN2	-0.1765
ARFGAP1	-0.684875
SLC5A8	0.957833333333333
ZBTB40	0.4916
CYP4B1	4.09733333333333
LYPLAL1	-0.08175
CHST3	-0.52825
MAP3K9	0.2055
BTAF1	-1.187
TFAP2E	-0.475
RBM35B	0.015
LOC441251	-0.6455
ANKRD25	-0.272222222222222
UQCRC2	-0.1555
MAEA	0.275583333333333
HYAL1	-3.536
RNPEPL1	0.247833333333333
CPSF2	-0.634
PSD3	0.5114
ABCA13	-0.753375
AGR2	2.013875
GBX1	-2.5755
HDLBP	0.433785714285714
ACY3	-0.1245
HECW1	-1.12225
ZNF519	-1.966
HOPX	2.940375
ZNF304	0.948
OR12D3	-0.795
FKSG43	0.18325
METTL1	0.081375
MFSD3	1.3806
PSPH	-0.8725
CLCA3	-0.2155
DARS2	-1.48716666666667
CDC25A	-2.64183333333333
BAIAP2L1	-1.33275
B3GNT5	-0.389
USP29	-0.2755
ARHGEF10L	1.2902
ATOX1	0.997875
ADAM30	-0.284
DNASE1	0.695
STT3A	-0.386583333333333
RAB6IP1	0.23775
PTN	0.5495
C1orf106	-2.38215384615385
HECA	1.33975
RNF122	-0.6265
SLC22A18AS	0.466833333333333
GNG8	1.26533333333333
ELP4	-0.491
FAM65A	0.159
RPL10A	0.369833333333333
IRS4	-0.0745
MACF1	0.6563
SEC24D	0.82425
LOC374395	1.307
TGFB2	0.552875
MDFIC	-0.061125
CHRNE	0.8665
PCMTD2	-0.791333333333333
ATP6V0D1	1.084
MTA2	0.0815
LZTR1	-0.0466666666666667
RAP1A	-0.691333333333333
AXIN1	0.391375
POLR1C	-0.81575
TRIO	-0.227666666666667
PLXNA4A	-0.447833333333333
C5orf33	-1.04275
DEPDC1B	-4.346125
ZNF473	-0.338333333333333
MTM1	-0.04875
GPR107	0.148666666666667
CSNK1A1L	0.0248333333333333
FLJ14154	1.69275
NLRC4	3.736
ENPP4	0.956166666666667
PADI3	0.1005
RNF170	0.736625
CG018	0.648833333333333
C16orf7	-0.06575
KCNE1	1.389
NRM	-0.3605
SLC37A3	-0.428714285714286
TPD52L2	-0.824166666666667
UNC5B	1.49025
C12orf12	-0.2892
SDHB	-0.837
CLRN1	0.460375
NUDT10	-0.0353333333333333
UGT3A1	0.346428571428571
FBXW8	0.693875
RHOF	-0.706875
PTPLAD1	-0.210125
MYO3B	-0.5215
DERA	-1.0315
TPP2	-1.16
C19orf53	0.887166666666667
GINS3	-2.940625
ST6GALNAC5	2.187
CHSY1	0.08125
MGC15705	1.154
GPR83	-0.2366
EXT2	0.0115
DOLK	0.5175
TUBAL3	-1.16875
ACVRL1	1.6996
ABL2	-0.625833333333333
C14orf156	-0.125
PTPRZ1	-4.9095
DIP2C	0.665
LAMP1	0.744
RXRA	0.465
MAP3K5	0.476
ALKBH1	0.612333333333333
PDLIM7	2.10275
ARL14	-1.338
SNIP1	-0.798666666666667
TIMP3	2.77208333333333
RGS3	0.187333333333333
SPAG16	1.6957
ABHD4	1.55275
ARHGEF12	1.23641666666667
GLUD2	-0.4225
RAC2	-0.5375
UAP1L1	-0.3805
SLC18A3	0.2075
YOD1	-1.75083333333333
RALY	0.04025
HMOX2	1.47425
DGKH	0.03
DBNDD2	1.97566666666667
YIPF4	-0.30875
THAP10	-1.3035
ZNF513	1.2115
HAGHL	0.780166666666667
ITGB4	0.677333333333333
CCDC141	-1.3415
YTHDF3	-0.1295
C5orf28	-0.1825
RPL7L1	-0.335625
TMEM30B	1.18735714285714
ANKRD35	0.8325
DUOXA2	-0.27525
TBC1D5	0.138125
DFNB59	1.068
HRH4	0.302
MYO6	2.6282
DNAJA4	1.49125
RBM24	1.74775
CEACAM20	-0.4905
RBM23	0.705571428571429
NGFB	-0.014
C1orf63	-0.5328
KRTAP7-1	-0.224
PERLD1	1.8715
NPB	0.36
C17orf59	0.9182
HSPBAP1	-0.079
SLC15A4	0.232875
PRTFDC1	-1.03675
OSMR	-0.184357142857143
CYSLTR2	-0.0775
C19orf25	0.8433
KIAA1797	0.0645
NLRP6	1.3865
FAM105B	-0.1459
SCRN2	0.825666666666667
LRRC58	-0.3857
RNF17	0.538375
NEIL3	-3.4775
FAM137A	-0.14975
SKP2	-3.9915
PARVA	1.2045
PKLR	-2.039
RNF34	-0.33425
A3GALT2	0.50325
C12orf50	-0.015
SUNC1	-2.11675
FAM102B	0.203
CCT2	-1.26425
LRRC37A2	-0.6435
ARF4	0.7065
SIKE	-0.620875
C8orf48	-0.264833333333333
MBTPS1	-0.4325
GPSN2	1.5695
NCF2	2.4355
SLC12A6	0.120666666666667
MRPL48	-0.89575
HMGN3	0.295166666666667
LRRC62	-0.99
PAX9	1.097875
FAM55A	-0.13
C20orf42	-3.4935
SCML2	-2.5315
BCL9	0.62325
FAM40A	0.0955
C9orf41	-0.954
ZNF774	0.816
LETM1	-1.488
PLXNB1	0.665166666666667
NIPSNAP1	0.481
USP10	-0.8025
F9	0.9065
LIPE	0.2885
CNGB3	0.841
C12orf52	0.2695
PI4K2A	0.492875
MED8	-0.095
STAT4	0.3974
FGD4	-1.00033333333333
RNF145	-2.23633333333333
WDR32	0.8539
CLDN2	0.340666666666667
TCEAL8	-0.1205
ZMYND8	0.3891
PDXK	-0.7085
GATAD2A	-0.44425
PTGES3	-1.055
CCM2	-0.1685
TAP1	1.384625
ZNF670	-0.59325
ETS2	-1.05992857142857
C6orf166	-0.0878333333333333
PRMT2	0.3315
OR4B1	0.1785
INTS8	-0.085
CCDC102A	-0.22125
CCDC83	-1.1645
ITGA1	-0.0867
EPHA5	-2.7824
FAM24B	-1.73183333333333
TSGA10	2.54725
HAL	-1.62216666666667
MYOT	-0.57
SPACA3	-0.1635
BCL2L2	-0.373166666666667
CUGBP2	-0.115166666666667
CCNB3	1.62525
RNF113B	-0.46175
MERTK	-0.3235
BAG1	-0.1435
VPS36	-0.47
ORMDL3	0.8944
C1orf190	0.51875
ZNF625	0.38575
CORO2B	-1.55975
ALOX15	-0.0845
CST1	4.1715
NUPR1	2.51666666666667
CCL7	0.50175
SMCR5	-2.85
DSC2	1.8475
RBMS2	1.265
GRIK4	1.3215
TRIM65	0.1421
TMPRSS6	2.27914285714286
TP53INP2	-0.0955
GLB1L	1.99216666666667
LOC388284	0.492333333333333
PUS1	-1.11728571428571
BCL9L	1.218
OLFM1	-0.642083333333333
RET	2.8005
MASTL	-2.65816666666667
ALX3	0.106
IL1RL1	0.790833333333333
ZNF765	-0.4106
C14orf138	-0.8125
SNX10	-0.233833333333333
TAC4	0.464
C1orf64	1.529
POGK	0.065125
MAPK9	-0.4945
ZNF366	3.4845
C8orf79	-0.1193
CLDN7	2.15825
OR5AT1	0.806
TRIM37	-1.77975
LRRC25	3.07375
GRHL2	2.3871
TEKT3	3.3335
LASS5	-0.2915
ABCC4	-2.09975
DLG3	0.731625
VGLL1	0.430125
ZFP36L2	1.01933333333333
MFRP	-0.022
KIAA1799	0.094
FLJ44379	3.2135
PCNX	0.10925
ANXA9	2.5795
CYP4V2	0.3627
PIK3C2A	0.05825
SRR	1.0645
NOL3	-0.679
IFITM2	2.98
ARNTL2	-2.15225
ZNF595	0.69475
NLRP13	0.593
ASPH	1.103625
CPA2	0.1985
PVRIG	-2.144
LEPR	-1.52183333333333
C16orf42	0.375166666666667
SH3BGRL	2.75625
FAM77D	-0.349833333333333
FNDC7	0.6835
C9orf6	0.00466666666666668
NOTCH2NL	0.671833333333333
PGBD1	-0.825666666666667
SYNGR2	0.566166666666667
PITPNA	-0.0181875
PRPF4B	-1.2164
SLC43A3	-1.59892857142857
NRBP1	0.774
SLC25A22	0.136
ILK	1.532375
SLC22A8	0.524
MRPS7	-0.688125
PITX2	0.06225
FABP3	-1.553875
OR1L1	-0.1335
LOC728215	2.183
BLID	-1.6595
KIAA1217	2.79864705882353
TFPT	0.56775
AP4B1	-0.863
VBP1	-1.597
OR1K1	0.268
MORC3	0.017
BHMT2	0.0655
C3orf10	0.484875
FZD7	0.851
WFDC10A	-0.095
PMS2CL	-0.2745
CCDC32	0.7805
FA2H	-5.024
ALG13	-0.602
TTLL7	-0.8233
SPOCK3	-0.06525
SLC13A2	1.1755
AIM1	1.4525
GPRC6A	0.1485
EGR2	2.53325
MED11	1.04825
WWC1	1.142
SH3GL3	-4.35175
RIF1	-1.1605
PRLH	0.159
VLDLR	-0.8605
DBT	0.5023125
C21orf63	0.947
CGGBP1	-0.16825
KRTAP12-2	-0.58
TADA3L	1.598375
ZBTB16	2.70425
PDGFB	2.21225
RFX1	0.615125
UQCRB	0.3353
LOC133874	-0.375
HPS3	0.4105
LGALS3BP	1.3788
DKFZP564O0823	1.84021428571429
MRFAP1L1	-0.0975
HOXA10	-0.924833333333333
NGB	1.074
KIF21A	-0.977923076923077
IFLTD1	-0.257
LZTS1	-1.374625
ARHGEF3	1.29775
RHBDL3	0.7205
CSNK1G2	0.321
ChGn	-1.185625
KIAA1244	1.6285
GABRB2	0.0215
MGC72080	0.238
CD27	2.3815
EGLN1	-2.2612
PEX13	-0.214
RWDD3	-0.43575
RNF12	-0.991666666666667
GRIN2B	-0.093
ADAMTS14	-0.416
DYDC2	2.77016666666667
ATP6AP1	0.6341
NR1H2	0.995
PDK2	1.90675
C3orf17	-0.311
SLC38A2	-1.12557142857143
SLC25A29	-0.6065
C15orf29	0.322625
ADAM9	-1.88666666666667
TMUB2	0.820625
GPR176	-0.551
AGK	0.007625
MCCD1	0.0265
NDUFA4	0.70225
TMEM146	1.0455
DUSP1	0.93225
UNQ6975	1.025
EMX2OS	4.117
INSM2	-0.21475
LUZP4	0.07075
SETD6	-1.666
P2RY2	2.40825
SLC45A2	-2.322
RABGAP1	0.6895
UBXD5	2.198375
GPRC5A	1.0529
PAK3	-0.502
LOC63920	0.0455
TGFBR1	0.2675
KRTAP6-3	-0.123
SFMBT2	-0.075
CDC42	0.0245625
C11orf35	1.427
TTLL2	-0.0535
UACA	0.328166666666667
CD97	-1.6134
SETD5	-0.197125
NINJ2	0.43225
PTER	-0.114666666666667
POMGNT1	0.95675
KRTAP4-2	-0.345
ECGF1	3.388875
HRB	-0.294090909090909
ATP1B2	-0.3255
LOC400506	0.3275
COL4A3BP	0.23575
C6orf97	2.55225
GRHPR	0.40925
TAS2R1	-0.0295
SEMA7A	-0.94575
EDF1	0.6935
ODF2L	0.9929
PCID2	-0.870666666666667
GTF2H4	-0.957833333333333
ZCCHC3	-0.597375
CGB2	0.243166666666667
NEUROD1	0.64
C20orf75	-0.1855
RP5-1054A22.3	0.5885
IFNA5	0.011
ZNF134	0.203083333333333
MGC119295	-1.12
ZSWIM6	-0.29225
SMEK1	-0.0528333333333333
PCGF2	1.020375
C1orf102	2.7755
CYP2A13	0.72
KCNH6	-0.7485
MDM1	-0.0733
ALDH7A1	-0.187833333333333
C9orf75	1.32925
VDAC3	-1.25
OR51T1	-0.0315
EIF3F	-0.180083333333333
KCNJ10	-0.669875
LENG8	-0.001
EDEM2	-0.0365833333333333
CCNJL	0.149166666666667
DHX37	-0.4215
CRYGN	1.4685
AATF	-0.2385
ZNF630	1.27175
E2F5	0.394
WFDC13	-1.067
FTSJ3	-0.188333333333333
C4orf33	0.89075
LHFPL4	-3.011
C19orf56	0.810166666666667
SMAD4	-0.221375
AFM	-0.704333333333333
G0S2	-2.76675
FCHSD2	-0.3572
RRP1B	-1.4546
EEF1B2	-1.28133333333333
STAT6	0.559333333333333
ZNF195	-0.228
GNL1	-0.1505
ZNRF2	1.76833333333333
PER3	-0.220625
ASB16	0.52475
C10orf10	0.368
ADCY8	-3.60966666666667
C9orf58	-0.834
ARMC10	-0.484333333333333
PSG1	-1.129
DHX34	0.02725
VARS2	0.2245
NFIC	1.97275
ITPR2	-0.315
AGXT2	0.5025
OR6K3	0.285
H2AFZ	-1.85275
MLLT3	1.04875
COX4I2	2.80175
CCNT2	-0.05975
PLK4	-2.766125
NUMBL	-0.2115
MED16	1.188
PLEKHQ1	0.92875
GOSR1	0.4215
BTG4	0.03575
RPL30	1.2795
IGSF5	0.04875
IGFL2	4.2375
ELMOD2	0.6005
SHC3	-1.16883333333333
HAVCR1	-0.782
DYNC2H1	0.4595
RNF5	0.298
C2orf7	-0.03525
NLF1	0.67
KLHL25	0.07
LRP10	0.8287
KRI1	-0.19425
PUS7L	-0.644
MGMT	1.6815
HOXD1	-0.865166666666667
CSH1	0.1525
ATG16L2	-0.74375
FLJ44635	0.5145
CHODL	-0.08725
EXOSC8	-1.85825
SLC28A1	-0.1885
MYO7B	-0.553166666666667
SEH1L	-0.7594
MTNR1A	0.0266666666666667
TSPAN5	-0.454666666666667
CDC45L	-4.45683333333333
AMIGO1	0.748
ATAD3A	-1.151625
OSGIN2	1.14383333333333
PDIK1L	0.0948333333333333
DARC	0.35075
PIPSL	-0.161
SHMT1	-1.1185
CRISP3	1.0045
POPDC2	2.12283333333333
ZRANB2	-1.06133333333333
FBXL8	0.7365
TRIP13	-3.57927272727273
EIF5AL1	0.1275
POU5F1P3	-4.93616666666667
IL6	-3.71466666666667
CXorf38	-0.599333333333333
IFNA16	-0.335
FBXL2	1.8025
BRD1	-0.23025
STATH	0.021
FBXO44	1.89333333333333
MCCC2	0.30825
CDC2	-2.9884
C5orf23	-0.8
IVD	0.968166666666667
C10orf122	-1.95025
MSL3L1	-0.0752999999999999
MVP	1.83375
EPOR	-0.0648
ZMYM1	-0.429833333333333
BCL7C	1.7315
PSTPIP2	1.1853
LYPD1	-1.313875
OR8G5	-0.193
ZP3	0.295333333333333
BCAS4	0.658
EDG6	0.58425
ISY1	-0.7155
PRAMEF2	-1.20175
CUL1	-0.165125
RNF213	1.4069
CCRK	1.463
DHX9	-0.955625
C13orf29	0.0155
NCKAP1	-0.1355
MRPL43	0.731
XPR1	0.14775
PKN2	0.2236
PODNL1	1.816
ZNF333	0.537375
DALRD3	1.091
OPN1SW	-0.371
BTBD6	0.513
C11orf82	-2.556
OR5P3	0.621
DUSP11	-0.00449999999999999
L1CAM	-1.64
NEK11	2.56433333333333
OR7E91P	1.8465
CNTN3	4.6587
CREB3L2	0.00975000000000004
ZBTB37	-0.0215
KIAA1324L	-0.5005
NDUFB10	0.869666666666667
NUDT2	0.5045
GTPBP8	-0.82925
CACNA1D	2.9205
PRKAA2	-1.527
PRDM8	0.1385
MGC16075	-0.325666666666667
KRT14	-0.0727142857142857
PP8961	0.808
MRPL18	-0.28675
ABCG2	-1.64275
PACRG	1.56225
BBS2	1.626
KREMEN2	-1.7985
FBXO21	0.22375
HNRPUL1	1.03225
GRB10	-0.36275
CLSTN1	0.71525
LMAN2	-0.2638
C17orf61	0.76525
NIPSNAP3A	0.59175
INSIG2	-2.26666666666667
PCDHB7	-0.04
STXBP2	2.17925
CMAH	1.49008333333333
SEMA5B	-1.1355
ZNF155	0.125333333333333
COQ6	0.183166666666667
PRPF4	-0.31775
TSPAN15	3.6236
VN1R5	0.14025
LATS2	0.85175
SELK	0.251
PGK2	0.421666666666667
MS4A1	-1.64475
TYW3	-0.6007
KRTAP5-1	0.4765
RCCD1	-1.91616666666667
BTN1A1	0.6755
DDX28	-0.961
TMEM65	-0.73525
LOC92345	0.625
TTC31	0.29275
WDR46	-0.702666666666667
CHP2	-1.869
LSP1	1.562875
ZNF542	1.247
EXOSC1	-0.1495
ARHGAP18	-0.25
LRRTM4	-0.836625
MAOB	3.72475
CACNB4	-0.308
MGC33846	1.331375
RANBP3L	1.7125
ATP5L	-0.153875
ONECUT1	-3.543
NUDT9	0.61925
TMEM149	0.5885
STX17	0.8125
IGSF10	-3.403
TMPRSS9	0.456
BMPR2	1.47616666666667
ALLC	-0.41125
KLF7	1.126
GCC1	0.5216
TIMM9	-0.43825
CDO1	-0.515166666666667
MGC10701	-1.1575
IFI6	3.17633333333333
FRMD8	0.112
MGAT2	-0.75225
WBP5	-0.953666666666667
CNIH2	0.23575
KIAA0907	-1.47
KCNH8	-1.976
CTSG	-1.8915
GRIK1	1.17333333333333
CUL5	0.624125
FRMD1	0.33
OR9A4	1.5975
SYT6	-1.36725
FOXD4L2	2.32975
ANAPC2	1.49983333333333
OPN5	0.2515
TAF13	0.60425
LYG2	-0.99825
GGNBP1	0.3725
C11orf40	0.204
OTX2	-1.3455
REG4	-0.1675
EIF5	-1.201
PALB2	-0.02825
SEPSECS	0.0506
RNASE3	-0.36725
TRIM49	-2.15
POLR2K	0.8517
GPR42	0.0955
C8B	-3.00525
SASS6	-1.366
PREB	-0.423333333333333
OR3A3	0.485
TUBA8	0.1015
IGLV2-14	-2.62675
STIL	-2.67375
ANKFN1	-0.615333333333333
NME7	-0.05875
HOXC12	-1.46475
UBE2C	-2.44875
FHOD1	-0.67625
CDK2AP1	0.395083333333333
OR6K2	0.40875
DHPS	0.5455
RPL5	-0.773916666666667
TRGV5	0.1775
LOC541472	-0.0191428571428571
HCCS	-1.095
DENND1B	2.4725
LHX3	0.1035
OR5D16	-0.098
CXorf57	-2.608
IRF2BP1	1.686
NDST2	0.803333333333333
LCE3D	0.063
BOLL	0.302375
SYT3	-1.12775
PIH1D2	1.654
C20orf7	-0.735666666666667
IL1R2	-0.185833333333333
SLAMF9	1.1395
PPME1	0.930125
PIK3CA	0.159
TRAPPC1	1.985875
COLEC10	-1.017
SLC9A6	-2.35983333333333
PDDC1	0.236583333333333
CCDC53	0.58225
GK3P	-2.0975
DAZL	-1.1785
BRI3	-0.70475
SDK1	-0.33825
CYP2C18	-0.7515
IFI44L	4.545125
RPL3L	0.403
FUT9	3.52983333333333
KIFC2	1.04533333333333
PMP2	-0.40025
SLC4A9	0.237
PLAG1	-0.7265
MYCBP2	0.939333333333333
OR4E2	-0.08
CCDC65	3.47875
C16orf82	0.19025
ENTPD4	-0.2585
BRP44L	-0.208875
PMP22CD	-0.381
TMCO4	1.25316666666667
KCNN1	-0.591833333333333
WDR35	0.379
CCDC80	2.48475
C3orf31	-1.03025
SLC7A9	0.5715
TMEM190	2.3915
DBC1	-2.224
FADS3	-0.713333333333333
PDZD8	0.0968333333333333
GRM5	0.240125
AZGP1	3.4872
PEX3	-0.0215
MED1	-0.615285714285714
ATG4C	-1.24016666666667
HNRPH3	-1.72925
FAM109B	2.4155
C4orf17	0.0035
CA10	-0.38925
OPRD1	0.123
CCL16	-1.91775
SACM1L	-0.2805
CST6	5.0685
CD63	0.1184375
LGI1	-2.14025
ZNF784	0.7305
CRYBB1	0.778
CX3CL1	-0.6472
TOP2A	-3.42325
GYPB	-3.4325
GADD45GIP1	0.24425
FEN1	-2.86425
IGF1R	0.9560625
WDR72	-3.625
PURG	-0.225
DEFB126	-0.18075
PKD1L1	-1.16133333333333
CAV1	-2.6788
GNPDA2	0.1375
DGAT2	-0.016125
NLGN1	-4.80633333333333
STRBP	0.14825
HPRT1	-1.3845
FANCI	-3.34175
PSMA7	-0.351875
DBF4B	-0.851666666666667
TTF1	-0.364
RAD54L	-3.27975
ELOF1	0.71625
PLAGL2	-0.72
ZNF256	-0.1495
HMGCL	0.97975
MSI2	0.194
RPESP	2.51583333333333
C11orf60	0.95625
ABCD1	1.293
ACAA1	1.244
SPARCL1	5.02214285714286
IL6ST	1.157
ZNF319	-0.663
TMEM109	-0.3958
FAM90A1	-1.515
IL22RA1	-2.41
ATP4B	-0.5685
TEC	-0.8695
C7orf30	-1.278
TXNDC2	-0.118333333333333
ABCB4	-0.09925
KIAA1191	0.662
C9orf38	0.3325
SFTPB	0.458125
CNTNAP2	-1.32983333333333
FRK	2.5725
TBX19	-0.04975
CHD4	0.47075
C6orf26	-2.29533333333333
MOSC2	0.8955
IKBKE	0.24875
HIF1A	-2.2725
LOC595101	-0.276
RELA	0.284
TMEM16B	-0.0631666666666666
ABHD12B	-2.37325
TSEN34	0.09375
KIF18A	-2.8305
TXNDC9	-0.5575
SPATA2L	0.9225
SEMA4G	-0.739
C21orf91	0.09475
MATN1	-0.44
KCNIP4	-1.0392
TUSC1	2.698125
OR4C15	0.203
ARMCX6	0.456833333333333
WBSCR27	1.58183333333333
OR52I2	-0.31
KIAA1604	-0.9175
DYNC1I1	-1.603125
PPP4C	1.54575
SLC47A2	-0.293
TREH	0.272375
CD48	1.39583333333333
ST14	1.83666666666667
PKN1	0.6935
SPON2	1.702
XBP1	2.55858333333333
SFRS12	-0.899333333333333
EFCAB6	3.40275
SELT	-0.54
SLC39A2	1.876
ERF	-0.277333333333333
ARL3	1.071125
SURF6	-1.0281
MLLT10	-0.834904761904762
FLJ11171	-0.320166666666667
TDGF1	-4.5135
ERCC6	-0.32925
EIF2AK4	1.30125
BAZ1A	-0.101833333333333
LRRN3	0.525333333333333
TMC3	2.152
EFTUD1	-0.25875
PTPRO	0.982666666666667
CLEC12A	-0.228625
ACBD4	1.275125
ZDHHC14	-0.129875
OTUD7B	0.677625
ACTB	1.074
MSRA	-0.183375
LCE5A	1.1175
IFI35	1.18075
BSCL2	1.194
ANKRD12	0.507583333333333
CFHR2	0.294
RGAG1	-0.350333333333333
HSFY1	0.1715
SLC30A5	-0.39975
IMPG1	1.9255
GPR109A	0.5425
ZNF185	1.57225
IYD	0.66625
NPCDR1	1.1405
SERPINA13	0.632
HMGCLL1	-1.33875
NEUROG1	0.902
UBQLN1	-0.08625
LIN37	1.0335
SOCS2	-3.02275
DSCR4	-1.90625
XKR6	-2.55925
GPR142	0.9755
KRTAP13-3	-0.4325
CCDC15	-0.397166666666667
MOS	0.535
CD1E	1.126
OFCC1	-0.9455
FAM83D	-3.17
SRFBP1	-0.4155
C9orf96	0.1745
DHDH	-1.3965
CCDC90A	-0.349
RABL3	0.70405
CD320	-1.26366666666667
ANGEL2	-0.463
MRPL21	-0.07375
SMG6	1.02
INSR	1.676375
FLJ14816	-1.209
GLRB	-1.09466666666667
C9orf89	1.19875
CIZ1	0.051375
URG4	-0.3085
LRDD	-1.17516666666667
CBY1	0.623
NFX1	0.203
MTERFD2	-0.0792142857142857
C19orf23	0.568
PGC	-3.02975
IER3IP1	-0.2348
RASAL2	1.22408333333333
C1orf89	0.00525
SYNJ1	-0.2855
NFKBIE	1.3445
FLJ40125	-0.051
TCEB2	0.8261
NOG	-1.9795
POLR2J2	-0.538333333333333
HLA-B	2.38875
PCDHA1	-0.5085
PPP2R2B	-1.47775
ARHGEF17	0.631833333333333
TCF7L2	1.67935714285714
CHD5	-0.8075
ZNF431	-0.392625
TBC1D25	0.552
ZNF800	0.29025
SCUBE2	4.07145454545455
MYCBP	0.156833333333333
GPX5	-0.0765
C6orf129	0.133833333333333
QSER1	-1.32633333333333
ULK2	1.33225
PIGO	0.044
NRCAM	-0.015
SLC35E3	0.06225
CSRP2	-1.296
HYPE	1.114
MAPK15	1.4575
MGC14327	-0.037
TIMM13	-0.135166666666667
ZNF462	-1.819
GBA3	2.67275
TEX13A	0.5395
MCM6	-2.27955555555556
MTRF1	-0.949875
ABCA7	-0.1805
EIF4A2	-1.109
ZC3H10	1.399
RPGR	-0.301166666666667
C20orf94	0.57975
RP1L1	0.295
GPR125	-0.693625
USP22	0.356
OR1L4	-0.3875
MLZE	1.9875
FLJ32065	0.1355
PTCD1	-0.7055
CRTAC1	-0.1305
BXDC2	-2.3495
C18orf1	2.966
FAM107A	-0.269428571428571
EFNA3	1.7555
P18SRP	-0.4113
CAMKK2	0.280583333333333
KIAA0649	0.36225
NES	-1.64183333333333
HS6ST3	2.5285
PON2	-0.27125
TCP11L2	0.4845
