Hybridization REF	TCGA-AN-A0FX-01A-11R-A034-07
MAPKBP1	0.0645
CPE	0.3516
GNB1	-1.008375
CXCR6	1.05
TRIM46	0.234
C16orf3	0.2475
HPSE	0.32925
TIGD3	-1.3635
SPG3A	3.03175
LCAT	-1.28566666666667
ST6GAL1	-1.05561111111111
POMC	2.0675
FLJ36031	-0.626666666666667
NSMAF	-0.194833333333333
SKIL	2.1135
ADSS	0.542833333333333
HMGCS1	0.6977
POLR3F	-0.362
RAB10	-0.237875
ZNF277P	-1.04625
ZBTB7B	0.447625
DHRS1	0.2295
ABCC13	-0.23825
CNOT3	-0.21275
NFKBIA	0.74725
GAK	-1.2445
SFT2D2	3.1285
HOXA6	-0.0255
CRTC1	-0.0385
LY6D	3.4745
C20orf72	-0.727333333333333
CPT1A	-0.756
LMO1	-0.0175
EIF3I	-0.793
PRB4	1.2935
MCM3APAS	-0.260625
C20orf132	-1.2398
FOXF2	0.2395
S100A12	-0.27175
MLH1	-0.420666666666667
ACTN1	1.7876
MRPL36	0.616
C20orf106	-0.19175
FBXO6	0.492666666666667
MKS1	-0.5685
CX3CR1	-1.364125
PDE1B	0.9945
PLP1	-1.38575
KISS1	0.240666666666667
C14orf2	-0.763333333333333
TBC1D3P2	-0.628
COMMD6	0.6713
ANKRD7	-2.03125
PTCHD1	3.9445
NARS2	-0.809
DOCK7	0.16675
FAM127B	0.813875
LOC390243	-0.087
N6AMT2	0.82925
ZNF391	-1.0235
DNAJB14	0.331666666666667
WRB	1.0645
BPI	2.61208333333333
TTC4	-0.757166666666667
FAM10A5	0.74775
GOT1L1	-0.1824
MAGED1	1.09175
RESP18	-0.162
WFDC6	-0.1145
MT2A	-1.183
C11orf56	-0.1205
KIAA1432	-0.934
ROR1	0.376625
HSD17B14	1.2315
ZFAND2B	1.2705
SAMD4B	1.045
HEXA	-0.434875
HNRNPU	0.378227272727273
USP39	-0.698
NRD1	-1.016
R3HDML	0.4145
FLT4	0.857666666666667
OMG	0.137833333333333
OR52N4	0.2485
LOC399818	0.54575
ELA2	-2.62075
VENTXP1	0.1485
RFC5	-0.964
OR52L1	0.531
PAX5	0.3995
FBXO2	-0.416
GMEB1	0.154
AKT3	0.2875
CRB1	0.164166666666667
CTTN	0.140166666666667
UTP15	-0.534166666666667
HSBP1	0.370916666666667
PHF11	1.381
NDEL1	-0.114833333333333
USP8	-0.3875
BAIAP2	0.0763125
SI	0.187
ARSJ	1.93483333333333
BAAT	-2.6425
KCNS3	2.617
LOC126147	-0.00383333333333335
TMEM37	-0.151
C1orf162	2.87616666666667
MBD1	-0.2059
ITGAL	-1.22416666666667
WDR73	-1.12366666666667
GKN2	0.3635
ARFGAP1	-1.369125
SLC5A8	-0.3965
ZBTB40	-0.0898
CYP4B1	-0.658666666666667
LYPLAL1	0.0655
CHST3	1.3765
MAP3K9	0.2355
BTAF1	-0.977333333333333
TFAP2E	-0.074
RBM35B	-0.5975
LOC441251	-0.2255
ANKRD25	-0.6325
UQCRC2	-0.6035
MAEA	0.0335
HYAL1	-2.643
RNPEPL1	0.430833333333333
CPSF2	-0.721625
PSD3	0.0136
ABCA13	1.04575
AGR2	-1.735375
GBX1	-1.544
HDLBP	0.918
ACY3	-0.653
HECW1	-0.379
ZNF519	0.9245
HOPX	3.527375
ZNF304	1.471875
OR12D3	0.282
FKSG43	0.3275
METTL1	0.449875
MFSD3	-0.2217
PSPH	-0.14325
CLCA3	-0.357
DARS2	-1.63416666666667
CDC25A	-1.79066666666667
BAIAP2L1	0.459
B3GNT5	1.80675
USP29	0.13525
ARHGEF10L	1.5405
ATOX1	-0.3605
ADAM30	-0.0375
DNASE1	-1.128
STT3A	0.796583333333333
RAB6IP1	0.053
PTN	2.4971
C1orf106	2.18746153846154
HECA	1.73675
RNF122	1.151
SLC22A18AS	-0.8205
GNG8	-0.105833333333333
ELP4	-1.29475
FAM65A	0.2215
RPL10A	0.120833333333333
IRS4	-0.6085
MACF1	1.6458
SEC24D	0.55925
LOC374395	-0.70325
TGFB2	1.88
MDFIC	0.867875
CHRNE	0.518
PCMTD2	-0.0465
ATP6V0D1	-0.418666666666667
MTA2	0.46325
LZTR1	-0.876833333333333
RAP1A	0.8835
AXIN1	-0.3715
POLR1C	0.52525
TRIO	0.92775
PLXNA4A	0.641916666666667
C5orf33	0.84025
DEPDC1B	-1.531
ZNF473	0.121
MTM1	1.00175
GPR107	0.945666666666667
CSNK1A1L	0.801833333333333
FLJ14154	-1.16175
NLRC4	3.68625
ENPP4	1.18166666666667
PADI3	-0.405
RNF170	-0.228125
CG018	1.81166666666667
C16orf7	-0.1375
KCNE1	1.89725
NRM	-0.944166666666667
SLC37A3	0.366285714285714
TPD52L2	-1.51616666666667
UNC5B	2.65225
C12orf12	-0.1285
SDHB	-0.6245
CLRN1	0.188625
NUDT10	-1.69866666666667
UGT3A1	-0.069375
FBXW8	-0.343
RHOF	-1.526125
PTPLAD1	-0.550875
MYO3B	-0.6765
DERA	-0.63225
TPP2	0.88425
C19orf53	-0.201333333333333
GINS3	-0.046125
ST6GALNAC5	2.6155
CHSY1	0.41925
MGC15705	0.075
GPR83	0.201833333333333
EXT2	0.591375
DOLK	0.056
TUBAL3	-0.20125
ACVRL1	2.0616
ABL2	0.0828333333333333
C14orf156	-1.369
PTPRZ1	1.067
DIP2C	0.4035
LAMP1	1.790375
RXRA	0.137
MAP3K5	1.1185
ALKBH1	-0.450166666666667
PDLIM7	-0.215625
ARL14	-1.6975
SNIP1	-0.1875
TIMP3	2.32683333333333
RGS3	-0.233166666666667
SPAG16	0.8956
ABHD4	-0.97575
ARHGEF12	-0.113416666666667
GLUD2	-0.293
RAC2	-1.5877
UAP1L1	-1.3865
SLC18A3	0.1655
YOD1	0.505083333333333
RALY	-0.56725
HMOX2	0.107625
DGKH	0.21775
DBNDD2	1.36233333333333
YIPF4	0.507125
THAP10	-0.12825
ZNF513	-0.0125
HAGHL	-2.06316666666667
ITGB4	1.71016666666667
CCDC141	-1.9615
YTHDF3	1.10725
C5orf28	1.75925
RPL7L1	-0.212125
TMEM30B	0.701214285714286
ANKRD35	4.377
DUOXA2	-0.036
TBC1D5	-0.044625
DFNB59	-0.51
HRH4	0.6925
MYO6	0.5914
DNAJA4	1.210875
RBM24	-0.28325
CEACAM20	0.06225
RBM23	-0.789285714285714
NGFB	0.4535
C1orf63	-0.7633
KRTAP7-1	0.1735
PERLD1	0.7925
NPB	-0.3925
C17orf59	-0.00919999999999999
HSPBAP1	1.27375
SLC15A4	0.07675
PRTFDC1	2.1975
OSMR	0.0901428571428571
CYSLTR2	-0.013
C19orf25	-0.2523
KIAA1797	-0.4995
NLRP6	0.4415
FAM105B	1.2535
SCRN2	-0.341666666666667
LRRC58	0.074
RNF17	0.61225
NEIL3	-2.14
FAM137A	0.56625
SKP2	-1.97975
PARVA	1.39108333333333
PKLR	-1.4555
RNF34	0.03625
A3GALT2	-0.03125
C12orf50	0.1065
SUNC1	-1.338
FAM102B	-0.4065
CCT2	-0.97775
LRRC37A2	-1.214
ARF4	0.454
SIKE	0.439375
C8orf48	2.5345
MBTPS1	-0.137714285714286
GPSN2	-0.836
NCF2	2.6575
SLC12A6	-0.271
MRPL48	0.059
HMGN3	-0.419833333333333
LRRC62	-0.57325
PAX9	-2.37125
FAM55A	-0.762
C20orf42	-0.318166666666667
SCML2	-0.4935
BCL9	0.4535
FAM40A	-0.86225
C9orf41	0.155666666666667
ZNF774	0.241
LETM1	-1.2105
PLXNB1	0.0126666666666667
NIPSNAP1	-0.583875
USP10	-0.60025
F9	0.48125
LIPE	2.2915
CNGB3	-0.2355
C12orf52	0.156125
PI4K2A	-0.6035
MED8	0.536375
STAT4	0.608
FGD4	0.83
RNF145	-0.323
WDR32	0.2166
CLDN2	0.3085
TCEAL8	0.58175
ZMYND8	-1.881
PDXK	0.558625
GATAD2A	0.6205
PTGES3	-1.1815
CCM2	-0.67775
TAP1	-0.038625
ZNF670	1.26025
ETS2	0.239428571428571
C6orf166	0.0275
PRMT2	1.04707142857143
OR4B1	0.4415
INTS8	-0.5685
CCDC102A	0.5045
CCDC83	-2.52266666666667
ITGA1	0.7019
EPHA5	-2.1173
FAM24B	0.203
TSGA10	1.5735
HAL	-1.977
MYOT	3.1265
SPACA3	0.52425
BCL2L2	-0.184
CUGBP2	-0.1495
CCNB3	-0.088
RNF113B	-0.49075
MERTK	0.306
BAG1	-0.11125
VPS36	-0.379
ORMDL3	-0.1783
C1orf190	0.22725
ZNF625	-0.07425
CORO2B	-1.203
ALOX15	-0.045
CST1	-0.0925
NUPR1	1.72333333333333
CCL7	2.8395
SMCR5	-2.771
DSC2	3.055
RBMS2	0.59575
GRIK4	0.846
TRIM65	-0.2737
TMPRSS6	-0.692785714285714
TP53INP2	-0.83525
GLB1L	0.157
LOC388284	0.074
PUS1	-1.04092857142857
BCL9L	-1.23
OLFM1	-1.35916666666667
RET	-0.20275
MASTL	-1.5775
ALX3	1.74425
IL1RL1	-0.566166666666667
ZNF765	-0.4019
C14orf138	-0.48875
SNX10	-0.842
TAC4	0.3215
C1orf64	-0.7685
POGK	1.015
MAPK9	0.11925
ZNF366	2.296
C8orf79	2.4868
CLDN7	1.70925
OR5AT1	0.372
TRIM37	-2.21275
LRRC25	1.9125
GRHL2	3.9021
TEKT3	0.99775
LASS5	-1.06916666666667
ABCC4	-0.5205
DLG3	0.761875
VGLL1	3.861
ZFP36L2	1.99033333333333
MFRP	0.3745
KIAA1799	0.31725
FLJ44379	0.1545
PCNX	0.013
ANXA9	-1.5685
CYP4V2	1.9893
PIK3C2A	-0.447
SRR	0.2725
NOL3	-1.2895
IFITM2	1.296
ARNTL2	-1.13725
ZNF595	-0.10475
NLRP13	-0.568
ASPH	-0.150625
CPA2	0.0635
PVRIG	-1.70483333333333
LEPR	-0.476666666666667
C16orf42	-0.113166666666667
SH3BGRL	1.24475
FAM77D	1.27716666666667
FNDC7	-0.154
C9orf6	0.199
NOTCH2NL	0.333333333333333
PGBD1	-0.6
SYNGR2	-0.323666666666667
PITPNA	-0.6746875
PRPF4B	-1.2934
SLC43A3	-0.616571428571429
NRBP1	-0.49075
SLC25A22	0.341
ILK	-0.625375
SLC22A8	0.0235
MRPS7	-0.141625
PITX2	3.2715
FABP3	-0.1015
OR1L1	0.2075
LOC728215	-0.80725
BLID	-1.8295
KIAA1217	3.24847058823529
TFPT	0.4965
AP4B1	-0.17625
VBP1	-1.02975
OR1K1	0.3875
MORC3	0.70725
BHMT2	-0.326166666666667
C3orf10	0.929
FZD7	3.25383333333333
WFDC10A	-0.8895
PMS2CL	-0.7085
CCDC32	-0.127833333333333
FA2H	-3.30775
ALG13	-1.309
TTLL7	-0.8871
SPOCK3	0.09225
SLC13A2	0.394
AIM1	1.38325
GPRC6A	0.153
EGR2	4.0925
MED11	-0.23875
WWC1	1.592
SH3GL3	1.8645
RIF1	-0.741428571428571
PRLH	-0.13
VLDLR	0.107
DBT	-0.1719375
C21orf63	0.417
CGGBP1	-0.32325
KRTAP12-2	-0.524
TADA3L	-1.246125
ZBTB16	1.24925
PDGFB	1.20025
RFX1	0.377375
UQCRB	0.0592
LOC133874	-0.6555
HPS3	-0.0345
LGALS3BP	-1.2129
DKFZP564O0823	1.57421428571429
MRFAP1L1	0.40075
HOXA10	0.375
NGB	0.235
KIF21A	1.254
IFLTD1	0.381
LZTS1	0.48025
ARHGEF3	1.0045
RHBDL3	-2.238
CSNK1G2	0.31075
ChGn	-0.89925
KIAA1244	0.884166666666667
GABRB2	0.2845
MGC72080	-0.962
CD27	3.09025
EGLN1	-1.1267
PEX13	0.6395
RWDD3	1.03375
RNF12	-0.288333333333333
GRIN2B	0.4155
ADAMTS14	-0.2
DYDC2	1.28366666666667
ATP6AP1	-0.2458
NR1H2	-0.4855
PDK2	0.1705
C3orf17	0.577166666666667
SLC38A2	-0.758571428571428
SLC25A29	-1.1735
C15orf29	0.16425
ADAM9	-0.199666666666667
TMUB2	-0.082625
GPR176	-0.568
AGK	-0.64
MCCD1	0.251
NDUFA4	0.0175
TMEM146	0.0455
DUSP1	0.33925
UNQ6975	0.368
EMX2OS	3.451
INSM2	-0.05675
LUZP4	-0.12725
SETD6	-0.79725
P2RY2	0.72375
SLC45A2	-1.867
RABGAP1	0.411166666666667
UBXD5	-0.642875
GPRC5A	0.1515
PAK3	2.296
LOC63920	0.557
TGFBR1	0.362
KRTAP6-3	0.40125
SFMBT2	0.15275
CDC42	-0.214
C11orf35	-1.1805
TTLL2	0.376
UACA	0.962166666666667
CD97	-1.6179
SETD5	0.027125
NINJ2	-0.6825
PTER	0.364833333333333
POMGNT1	-0.2665
KRTAP4-2	-0.0795
ECGF1	1.08725
HRB	0.436909090909091
ATP1B2	-0.2975
LOC400506	-0.32725
COL4A3BP	0.17675
C6orf97	-1.78875
GRHPR	0.457
TAS2R1	0.832
SEMA7A	-0.15925
EDF1	0.125
ODF2L	0.7854
PCID2	0.22
GTF2H4	-0.3195
ZCCHC3	-0.675625
CGB2	-0.122666666666667
NEUROD1	0.182
C20orf75	0.276
RP5-1054A22.3	2.65016666666667
IFNA5	-0.232
ZNF134	0.101333333333333
MGC119295	-0.3785
ZSWIM6	0.4225
SMEK1	-0.00566666666666668
PCGF2	-0.87725
C1orf102	1.17275
CYP2A13	0.6385
KCNH6	-1.2016
MDM1	0.8157
ALDH7A1	-0.346666666666667
C9orf75	-1.43775
VDAC3	0.258375
OR51T1	-0.15
EIF3F	-0.838333333333333
KCNJ10	-0.559375
LENG8	0.2325
EDEM2	-0.488666666666667
CCNJL	0.9155
DHX37	-0.9295
CRYGN	-0.091
AATF	-1.176875
ZNF630	1.521
E2F5	-0.015
WFDC13	-0.792
FTSJ3	-1.46233333333333
C4orf33	-0.43775
LHFPL4	4.26875
C19orf56	-0.0985833333333333
SMAD4	1.107375
AFM	-0.252333333333333
G0S2	1.322
FCHSD2	0.2511
RRP1B	0.1699
EEF1B2	0.229333333333333
STAT6	0.651333333333333
ZNF195	-0.66475
GNL1	-1.03233333333333
ZNRF2	0.07
PER3	0.14275
ASB16	0.06125
C10orf10	1.94342857142857
ADCY8	-2.07033333333333
C9orf58	2.46066666666667
ARMC10	-0.338333333333333
PSG1	-1.1815
DHX34	-0.249
VARS2	-1.129625
NFIC	-0.0205
ITPR2	2.108
AGXT2	0.0378333333333333
OR6K3	0.08
H2AFZ	-0.00516666666666663
MLLT3	1.22258333333333
COX4I2	1.98825
CCNT2	-0.678625
PLK4	-1.87
NUMBL	0.981333333333333
MED16	0.074
PLEKHQ1	0.956
GOSR1	0.187388888888889
BTG4	-0.29675
RPL30	1.16033333333333
IGSF5	-0.053
IGFL2	1.57566666666667
ELMOD2	0.100333333333333
SHC3	0.4635
HAVCR1	-0.4805
DYNC2H1	-0.472
RNF5	-0.8945
C2orf7	0.304
NLF1	0.496
KLHL25	0.4285
LRP10	0.2533
KRI1	-0.93025
PUS7L	0.5945
MGMT	0.8455
HOXD1	-0.6735
CSH1	0.5968
ATG16L2	-1.6325
FLJ44635	0.4015
CHODL	2.411
EXOSC8	-1.16975
SLC28A1	-0.27225
MYO7B	-1.06166666666667
SEH1L	-0.3674
MTNR1A	0.4405
TSPAN5	0.956833333333333
CDC45L	-1.64116666666667
AMIGO1	0.441
ATAD3A	-1.08175
OSGIN2	0.170166666666667
PDIK1L	0.932666666666667
DARC	2.6525
PIPSL	0.7745
SHMT1	-1.401
CRISP3	-0.04
POPDC2	2.22183333333333
ZRANB2	-0.613333333333333
FBXL8	-0.32875
TRIP13	-0.772636363636364
EIF5AL1	-1.684
POU5F1P3	-4.87866666666667
IL6	-1.2745
CXorf38	-0.850666666666667
IFNA16	0.399
FBXL2	2.209
BRD1	1.329
STATH	0.4195
FBXO44	0.889
MCCC2	-1.63425
CDC2	-1.3497
C5orf23	3.30625
IVD	-2.603
C10orf122	-1.087
MSL3L1	1.5422
MVP	-0.71825
EPOR	-1.3973
ZMYM1	-0.7115
BCL7C	-0.120166666666667
PSTPIP2	-0.06
LYPD1	-0.485625
OR8G5	-0.2235
ZP3	-0.6545
BCAS4	0.332166666666667
EDG6	1.86475
ISY1	-0.143
PRAMEF2	-1.261
CUL1	-0.507875
RNF213	-0.4232
CCRK	0.3675
DHX9	0.210875
C13orf29	-0.3405
NCKAP1	1.21483333333333
MRPL43	0.182428571428571
XPR1	0.2715
PKN2	0.1902
PODNL1	0.557
ZNF333	1.02
DALRD3	-0.64475
OPN1SW	-0.022
BTBD6	0.07625
C11orf82	-1.579
OR5P3	-0.4845
DUSP11	0.34225
L1CAM	-1.1139
NEK11	1.27633333333333
OR7E91P	1.4845
CNTN3	1.9318
CREB3L2	1.64525
ZBTB37	-0.159
KIAA1324L	-0.95325
NDUFB10	-0.237666666666667
NUDT2	0.473
GTPBP8	0.432
CACNA1D	1.251625
PRKAA2	-1.28433333333333
PRDM8	0.343
MGC16075	-0.967
KRT14	3.37178571428571
PP8961	0.385875
MRPL18	-0.165
ABCG2	-2.31225
PACRG	2.54775
BBS2	-0.68175
KREMEN2	-3.738
FBXO21	0.78475
HNRPUL1	0.666416666666667
GRB10	0.6
CLSTN1	1.5285
LMAN2	-0.873
C17orf61	-0.85875
NIPSNAP3A	0.775
INSIG2	-0.361166666666667
PCDHB7	1.91166666666667
STXBP2	-1.129625
CMAH	0.81475
SEMA5B	1.151
ZNF155	1.31983333333333
COQ6	-1.14816666666667
PRPF4	-1.223
TSPAN15	-0.9771
VN1R5	0.22025
LATS2	1.2605
SELK	0.01475
PGK2	-0.40475
MS4A1	-0.404875
TYW3	-0.6824
KRTAP5-1	0.2
RCCD1	-1.32083333333333
BTN1A1	0.40725
DDX28	0.29475
TMEM65	2.498375
LOC92345	-0.263
TTC31	-0.87525
WDR46	-0.861333333333333
CHP2	-1.38416666666667
LSP1	0.183375
ZNF542	-1.53425
EXOSC1	-0.29925
ARHGAP18	-1.0675
LRRTM4	-0.884625
MAOB	3.72258333333333
CACNB4	-0.3235
MGC33846	0.9895
RANBP3L	0.208
ATP5L	-0.5865
ONECUT1	-2.3765
NUDT9	1.261
TMEM149	0.37
STX17	0.42475
IGSF10	-2.86025
TMPRSS9	0.1
BMPR2	0.93525
ALLC	0.26
KLF7	0.9865
GCC1	0.0583
TIMM9	-0.8785
CDO1	1.89
MGC10701	-0.232666666666667
IFI6	1.02516666666667
FRMD8	2.25475
MGAT2	-0.04225
WBP5	0.794666666666667
CNIH2	0.1265
KIAA0907	-0.5516
KCNH8	4.2925
CTSG	-0.30675
GRIK1	1.32533333333333
CUL5	-0.1145
FRMD1	0.37
OR9A4	0.4245
SYT6	-0.779625
FOXD4L2	0.3285
ANAPC2	-1.17583333333333
OPN5	0.1995
TAF13	-0.226
LYG2	-0.392
GGNBP1	0.13
C11orf40	0.3975
OTX2	-1.297
REG4	-0.5525
EIF5	-0.0409375
PALB2	-1.56175
SEPSECS	-0.7276
RNASE3	-0.29175
TRIM49	-1.472
POLR2K	1.2459
GPR42	0.1975
C8B	-3.10275
SASS6	0.587
PREB	-0.534
OR3A3	0.384
TUBA8	1.5075
IGLV2-14	-0.36975
STIL	-1.4405
ANKFN1	-1.12783333333333
NME7	0.30925
HOXC12	-1.12975
UBE2C	-0.884875
FHOD1	-1.738125
CDK2AP1	1.58725
OR6K2	0.244
DHPS	-1.15325
RPL5	0.65075
TRGV5	0.7085
LOC541472	0.6415
HCCS	0.656
DENND1B	1.752
LHX3	0.07
OR5D16	0.5975
CXorf57	0.1465
IRF2BP1	0.7605
NDST2	0.398333333333333
LCE3D	0.012
BOLL	0.622875
SYT3	-1.03
PIH1D2	-1.12225
C20orf7	0.104333333333333
IL1R2	-0.0681666666666667
SLAMF9	0.9285
PPME1	-0.44375
PIK3CA	1.129
TRAPPC1	-0.77025
COLEC10	-0.37625
SLC9A6	0.583
PDDC1	0.482583333333333
CCDC53	0.4015
GK3P	-0.3975
DAZL	-1.198
BRI3	0.1135
SDK1	-0.737
CYP2C18	1.0865
IFI44L	1.87275
RPL3L	0.4075
FUT9	-0.0161666666666667
KIFC2	-0.135166666666667
PMP2	0.20875
SLC4A9	0.7845
PLAG1	-1.1945
MYCBP2	-0.368166666666667
OR4E2	0.0775
CCDC65	0.4585
C16orf82	-0.013
ENTPD4	-0.597375
BRP44L	0.08175
PMP22CD	0.28775
TMCO4	0.798166666666667
KCNN1	-1.02116666666667
WDR35	0.677
CCDC80	1.4415
C3orf31	-0.6585
SLC7A9	-1.009
TMEM190	-1.325
DBC1	0.7015
FADS3	-1.2745
PDZD8	-0.246333333333333
GRM5	0.23625
AZGP1	1.8453
PEX3	-0.0735
MED1	-0.298428571428571
ATG4C	-0.894333333333333
HNRPH3	-0.483375
FAM109B	1.571
C4orf17	-0.176
CA10	2.25575
OPRD1	-0.3865
CCL16	-1.50025
SACM1L	-1.021
CST6	3.9225
CD63	0.367375
LGI1	-1.107
ZNF784	0.03675
CRYBB1	-1.4235
CX3CL1	1.37875
TOP2A	-2.25
GYPB	-4.20233333333333
GADD45GIP1	-0.4835
FEN1	-0.97775
IGF1R	0.1396875
WDR72	-2.74083333333333
PURG	-0.3395
DEFB126	0.12225
PKD1L1	0.4085
CAV1	-1.724
GNPDA2	-0.0498
DGAT2	1.215375
NLGN1	-2.172
STRBP	0.321875
HPRT1	-0.563666666666667
FANCI	-1.551875
PSMA7	-0.00262500000000002
DBF4B	-1.00616666666667
TTF1	-0.69225
RAD54L	-1.48775
ELOF1	-0.49975
PLAGL2	0.71025
ZNF256	0.31025
HMGCL	-0.907
MSI2	-0.487833333333333
RPESP	1.07466666666667
C11orf60	-1.079
ABCD1	-0.775
ACAA1	0.5751
SPARCL1	5.21042857142857
IL6ST	-0.8163
ZNF319	0.49325
TMEM109	0.0939
FAM90A1	0.278166666666667
IL22RA1	-0.899
ATP4B	3.1005
TEC	-1.58733333333333
C7orf30	-0.32675
TXNDC2	-0.826666666666667
ABCB4	-0.91325
KIAA1191	0.632625
C9orf38	-0.2915
SFTPB	-0.117142857142857
CNTNAP2	-2.47816666666667
FRK	1.533
TBX19	1.6585
CHD4	-0.49625
C6orf26	-2.43066666666667
MOSC2	1.62175
IKBKE	-0.496
HIF1A	-0.749
LOC595101	-1.2525
RELA	0.0541666666666667
TMEM16B	2.6855
ABHD12B	-3.33975
TSEN34	0.92675
KIF18A	-1.13525
TXNDC9	-0.0893333333333333
SPATA2L	0.0715
SEMA4G	-0.6715
C21orf91	-0.36675
MATN1	-0.301
KCNIP4	0.890333333333333
TUSC1	2.35025
OR4C15	0.53975
ARMCX6	1.5605
WBSCR27	-1.6305
OR52I2	-0.284
KIAA1604	0.2595
DYNC1I1	2.713
PPP4C	-1.17375
SLC47A2	-1.60433333333333
TREH	-0.22675
CD48	0.661833333333333
ST14	1.79
PKN1	-0.781
SPON2	2.208
XBP1	-1.0755
SFRS12	-0.216833333333333
EFCAB6	1.64525
SELT	0.0935
SLC39A2	1.191
ERF	0.712
ARL3	0.640375
SURF6	-0.9757
MLLT10	-0.0434285714285714
FLJ11171	1.215
TDGF1	-4.5515
ERCC6	0.4945
EIF2AK4	-0.090625
BAZ1A	-0.215333333333333
LRRN3	-0.4975
TMC3	0.009
EFTUD1	-0.90025
PTPRO	1.484
CLEC12A	0.15325
ACBD4	-0.75125
ZDHHC14	-1.018375
OTUD7B	0.3835
ACTB	0.713375
MSRA	-0.05
LCE5A	-0.2055
IFI35	-1.1425
BSCL2	-1.12883333333333
ANKRD12	0.568333333333333
CFHR2	-0.1875
RGAG1	-0.480333333333333
HSFY1	-0.109
SLC30A5	-0.26
IMPG1	0.4375
GPR109A	0.1185
ZNF185	1.15875
IYD	-0.00675000000000001
NPCDR1	0.213
SERPINA13	0.4745
HMGCLL1	0.15
NEUROG1	0.2875
UBQLN1	0.511875
LIN37	1.2625
SOCS2	-1.973
DSCR4	-2.28325
XKR6	-0.372
GPR142	0.3525
KRTAP13-3	-0.084
CCDC15	-2.958
MOS	-0.0635
CD1E	-1.5755
OFCC1	0.509833333333333
FAM83D	-1.48175
SRFBP1	-0.4495
C9orf96	-0.01
DHDH	-1.083
CCDC90A	0.145
RABL3	-0.1848
CD320	-1.43783333333333
ANGEL2	0.798083333333333
MRPL21	0.012
SMG6	-0.407333333333333
INSR	1.9101875
FLJ14816	-0.7575
GLRB	-1.72533333333333
C9orf89	0.181
CIZ1	-0.312875
URG4	-0.9935
LRDD	-1.08466666666667
CBY1	1.81933333333333
NFX1	-0.491375
MTERFD2	0.699
C19orf23	0.587
PGC	-2.81575
IER3IP1	0.5255
RASAL2	1.90633333333333
C1orf89	-0.61825
SYNJ1	-0.3735
NFKBIE	0.38
FLJ40125	-0.336833333333333
TCEB2	0.2247
NOG	-1.1655
POLR2J2	-0.0733333333333333
HLA-B	1.00875
PCDHA1	0.1345
PPP2R2B	1.0905
ARHGEF17	0.738166666666667
TCF7L2	1.48178571428571
CHD5	-0.302666666666667
ZNF431	-0.978875
TBC1D25	-0.85925
ZNF800	-0.9305
SCUBE2	0.600090909090909
MYCBP	-0.0745
GPX5	0.3705
C6orf129	1.58433333333333
QSER1	0.307333333333333
ULK2	1.706
PIGO	-0.415
NRCAM	-1.47576923076923
SLC35E3	-0.043375
CSRP2	2.7695
HYPE	-0.92075
MAPK15	0.00699999999999998
MGC14327	-0.2685
TIMM13	-0.309833333333333
ZNF462	2.16375
GBA3	-0.122
TEX13A	-0.05
MCM6	-0.181555555555556
MTRF1	-1.34275
ABCA7	-2.09575
EIF4A2	0.01775
ZC3H10	0.0997
RPGR	0.2345
C20orf94	-0.6745
RP1L1	-0.06475
GPR125	0.9915
USP22	-0.532214285714286
OR1L4	-0.2955
MLZE	4.74875
FLJ32065	-0.563
PTCD1	-0.3355
CRTAC1	3.24466666666667
BXDC2	-0.12725
C18orf1	1.889
FAM107A	4.2985
EFNA3	-0.5905
P18SRP	-0.7467
CAMKK2	0.9995
KIAA0649	-0.77775
NES	0.498666666666667
HS6ST3	-0.692375
PON2	-0.64475
TCP11L2	-0.62775
CLEC4A	1.59525
PRR12	-0.0855
MLXIPL	-1.7837
C2orf50	-0.0035
ZNF28	0.041
ENC1	1.54283333333333
MAP2K1	-0.792
FKSG2	0.7315
KIAA0430	1.2955
PTP4A1	-1.60944444444444
GPR156	0.346
GTF3C6	0.224
UBR2	0.3296
LOC388272	-0.92625
MAK	0.335333333333333
ACOT4	1.0955
STC2	-1.62691666666667
PIGW	-1.520625
SAE1	-0.0645
COL6A1	0.875818181818182
OAZ1	0.232333333333333
STMN4	0.764833333333333
EDG3	0.0668333333333333
SGCE	0.133166666666667
IL11	-2.11033333333333
PRSS8	0.482125
YIPF5	1.19066666666667
WNT4	3.014
CSN2	0.2695
TCF7	-2.28175
TDO2	3.0995
SAMD9	-0.3671875
S100A7A	0.098
MMRN1	2.02266666666667
GKAP1	0.43625
AKR1C3	-1.363125
RNF19A	1.256875
GMDS	-0.1355
YKT6	-0.730625
SPARC	1.6023
C12orf31	-0.651
UBE2V2	-0.2585
FBXL18	-0.928666666666667
KIAA0460	0.64475
ADAM22	-0.486875
SERPINC1	-4.99825
KCTD21	-0.1525
MYOHD1	-1.2085
ZNF37A	0.350333333333333
GTF3C1	-1.1005
CTSZ	1.71825
PRNPIP	-0.9885
DRD1IP	-0.04625
NR1I2	-1.4035
ZNF266	-0.1154
SPAG4L	0.059
COX4NB	0.4195
SAPS1	0.135
APOA1	-3.7995
TATDN1	0.969333333333333
C10orf82	-1.98575
KPNB1	-1.39575
FOXO3	0.415916666666667
CRYBB2	-0.8235
ZBTB5	0.676333333333333
SLC25A38	-0.62225
DCTN2	-0.451333333333333
IFT20	0.875
CTHRC1	2.94325
C1orf31	-0.299875
UHRF1	0.481625
GPC6	-0.48075
C10orf54	1.254
MCF2L2	0.560333333333333
