Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
KIR3DL3	-0.1955
MRPL51	-0.258
SEMA3F	0.844833333333333
NDUFB2	0.401666666666667
LOC253012	-1.017
FAM46C	-0.0256
G6PC	-1.80157142857143
CSAG3A	-4.34883333333333
PREX1	0.6595
SLC25A45	0.174
MAPKBP1	0.2341
CPE	-0.2166
GNB1	-0.601875
CXCR6	-0.2265
TRIM46	-0.122
C16orf3	0.410666666666667
HPSE	-1.037375
TIGD3	2.3165
SPG3A	1.26525
LCAT	-1.8075
ST6GAL1	-0.402277777777778
POMC	-0.3535
FLJ36031	0.745166666666667
NSMAF	-0.45
SKIL	0.5775
ADSS	0.6605
HMGCS1	-2.3044
POLR3F	-0.270333333333333
RAB10	0.312125
ZNF277P	-0.6265
ZBTB7B	0.908625
DHRS1	0.857875
ABCC13	0.183571428571429
CNOT3	-0.284
NFKBIA	2.0315
GAK	-0.207666666666667
SFT2D2	1.84266666666667
HOXA6	-0.2745
CRTC1	0.242875
LY6D	-1.44316666666667
C20orf72	-0.786166666666667
CPT1A	1.2195
LMO1	-2.14
EIF3I	-0.697
PRB4	-0.10125
MCM3APAS	-1.078875
C20orf132	-0.3305
FOXF2	-4.001
S100A12	-0.01025
MLH1	-0.7795
ACTN1	0.7733
MRPL36	-0.7745
C20orf106	-1.4065
FBXO6	1.05266666666667
MKS1	-0.3165
CX3CR1	-3.209375
PDE1B	0.6505
PLP1	-3.71425
KISS1	0.977333333333333
C14orf2	0.1625
TBC1D3P2	-1.27625
COMMD6	0.6953
ANKRD7	-2.889
PTCHD1	-2.423375
NARS2	-1.24475
DOCK7	-0.42
FAM127B	0.432125
LOC390243	0.347
N6AMT2	0.79975
ZNF391	-2.373
DNAJB14	0.163
WRB	0.051375
BPI	-0.194583333333333
TTC4	-1.48466666666667
FAM10A5	-0.1145
GOT1L1	0.5893
MAGED1	1.913625
RESP18	0.428
WFDC6	-0.35175
MT2A	-1.2125
C11orf56	0.642
KIAA1432	-0.43
ROR1	-2.086125
HSD17B14	2.9105
ZFAND2B	-0.17225
SAMD4B	-0.01575
HEXA	-0.07475
HNRNPU	0.465545454545454
USP39	0.08975
NRD1	-0.85075
R3HDML	-0.0745
FLT4	0.0798333333333333
OMG	-0.4965
OR52N4	0.4625
LOC399818	0.02725
ELA2	-2.0405
VENTXP1	-0.1085
RFC5	-1.4165
OR52L1	0.783
PAX5	-0.00899999999999998
FBXO2	2.2365
GMEB1	0.4605
AKT3	-1.27466666666667
CRB1	-1.33816666666667
CTTN	0.361666666666667
UTP15	-0.531
HSBP1	-0.15575
PHF11	0.89825
NDEL1	-0.303833333333333
USP8	-0.585
BAIAP2	-0.127375
SI	0.241333333333333
ARSJ	0.0376666666666667
BAAT	-2.42425
KCNS3	3.23233333333333
LOC126147	-0.472
TMEM37	0.09125
C1orf162	1.632
MBD1	-0.8119
ITGAL	-0.243166666666667
WDR73	-0.744
GKN2	-0.105833333333333
ARFGAP1	-0.773625
SLC5A8	-0.669666666666667
ZBTB40	-0.0389
CYP4B1	3.03466666666667
LYPLAL1	1.04125
CHST3	-1.2025
MAP3K9	0.335
BTAF1	-1.65016666666667
TFAP2E	-0.182
RBM35B	0.35675
LOC441251	0.473833333333333
ANKRD25	-0.566055555555556
UQCRC2	-0.2
MAEA	-0.186833333333333
HYAL1	-3.1492
RNPEPL1	-0.0716666666666667
CPSF2	-0.076
PSD3	1.2058
ABCA13	-0.202714285714286
AGR2	3.678625
GBX1	-0.628
HDLBP	1.50707142857143
ACY3	-1.2755
HECW1	-0.1295
ZNF519	-1.78325
HOPX	2.09975
ZNF304	1.032625
OR12D3	0.6745
FKSG43	-0.3585
METTL1	0.422625
MFSD3	0.1906
PSPH	-0.8435
CLCA3	-0.9115
DARS2	0.5085
CDC25A	-2.16
BAIAP2L1	1.3465
B3GNT5	-2.550875
USP29	0.27475
ARHGEF10L	0.0098
ATOX1	0.406125
ADAM30	1.45033333333333
DNASE1	-0.1225
STT3A	-0.0984166666666667
RAB6IP1	0.08775
PTN	0.2231
C1orf106	-1.39238461538462
HECA	1.29625
RNF122	0.4355
SLC22A18AS	0.0625
GNG8	0.4135
ELP4	0.3255
FAM65A	0.2795
RPL10A	-0.756833333333333
IRS4	0.743
MACF1	0.7439
SEC24D	0.91525
LOC374395	0.57875
TGFB2	-0.7425
MDFIC	-0.23275
CHRNE	0.341666666666667
PCMTD2	-0.0773333333333333
ATP6V0D1	-0.2165
MTA2	0.002
LZTR1	-0.826833333333333
RAP1A	-0.866833333333333
AXIN1	-0.18125
POLR1C	-0.79525
TRIO	-0.414416666666667
PLXNA4A	-0.265666666666667
C5orf33	-1.04375
DEPDC1B	-2.372
ZNF473	-0.220333333333333
MTM1	0.865
GPR107	0.430666666666667
CSNK1A1L	-0.156166666666667
FLJ14154	-0.3785
NLRC4	2.42675
ENPP4	2.32966666666667
PADI3	-1.0755
RNF170	0.107875
CG018	-0.891333333333333
C16orf7	0.01
KCNE1	0.07575
NRM	-0.369333333333333
SLC37A3	-0.104357142857143
TPD52L2	-0.860333333333333
UNC5B	1.34875
C12orf12	-0.0329999999999999
SDHB	-1.0825
CLRN1	0.245125
NUDT10	-2.3565
UGT3A1	0.27875
FBXW8	0.509625
RHOF	-0.55475
PTPLAD1	0.305625
MYO3B	-1.09675
DERA	-0.74775
TPP2	0.08625
C19orf53	-0.0283333333333333
GINS3	-1.57675
ST6GALNAC5	-0.8885
CHSY1	-1.07375
MGC15705	0.6805
GPR83	0.198
EXT2	0.102625
DOLK	1.174
TUBAL3	2.60275
ACVRL1	1.6094
ABL2	0.109333333333333
C14orf156	-0.4615
PTPRZ1	-4.2165
DIP2C	1.38675
LAMP1	1.41875
RXRA	0.6239
MAP3K5	1.65775
ALKBH1	0.5855
PDLIM7	-0.87175
ARL14	-1.799
SNIP1	-0.689333333333333
TIMP3	1.40733333333333
RGS3	0.100833333333333
SPAG16	1.1074
ABHD4	0.36
ARHGEF12	0.02
GLUD2	-0.8925
RAC2	-2.9802
UAP1L1	-0.415
SLC18A3	0.081
YOD1	-1.23575
RALY	-0.101
HMOX2	1.01175
DGKH	-0.975
DBNDD2	1.37433333333333
YIPF4	0.37875
THAP10	-0.232
ZNF513	0.1305
HAGHL	0.267
ITGB4	-0.376833333333333
CCDC141	-0.503
YTHDF3	0.15625
C5orf28	-0.49325
RPL7L1	-0.761625
TMEM30B	1.58492857142857
ANKRD35	0.6255
DUOXA2	-0.31375
TBC1D5	-0.71375
DFNB59	-0.378
HRH4	0.37825
MYO6	2.6415
DNAJA4	1.36825
RBM24	-1.363625
CEACAM20	-1.131
RBM23	-0.275071428571429
NGFB	0.1395
C1orf63	-2.0387
KRTAP7-1	-0.107
PERLD1	1.25725
NPB	-0.3845
C17orf59	0.7843
HSPBAP1	-0.33475
SLC15A4	-0.2815
PRTFDC1	-3.1035
OSMR	-1.11685714285714
CYSLTR2	-0.466
C19orf25	-0.1261
KIAA1797	0.3695
NLRP6	0.4005
FAM105B	-0.3488
SCRN2	-0.699666666666667
LRRC58	0.2732
RNF17	0.157
NEIL3	-2.637
FAM137A	0.42925
SKP2	-4.23975
PARVA	0.991416666666667
PKLR	-2.042
RNF34	0.456
A3GALT2	-0.2495
C12orf50	-0.02
SUNC1	-1.96075
FAM102B	-0.196
CCT2	-1.05175
LRRC37A2	-1.064
ARF4	0.262
SIKE	0.316625
C8orf48	-0.108833333333333
MBTPS1	-0.1185
GPSN2	-0.724
NCF2	0.91725
SLC12A6	-1.19666666666667
MRPL48	-0.376
HMGN3	0.436
LRRC62	-1.47025
PAX9	2.436375
FAM55A	-0.7185
C20orf42	-4.24866666666667
SCML2	-1.435
BCL9	1.6055
FAM40A	-0.78575
C9orf41	-1.35333333333333
ZNF774	0.4475
LETM1	-1.37825
PLXNB1	-1.40333333333333
NIPSNAP1	0.022
USP10	-0.792
F9	0.7695
LIPE	2.97075
CNGB3	-0.0375
C12orf52	-0.17
PI4K2A	-0.67375
MED8	-0.591625
STAT4	-0.5148
FGD4	0.3385
RNF145	-2.97
WDR32	1.1384
CLDN2	-0.149333333333333
TCEAL8	0.178
ZMYND8	-0.528
PDXK	-0.35646875
GATAD2A	-0.02175
PTGES3	-0.4685
CCM2	1.01825
TAP1	0.686125
ZNF670	-1.855
ETS2	-1.11535714285714
C6orf166	-0.150833333333333
PRMT2	-0.579142857142857
OR4B1	0.2445
INTS8	0.605
CCDC102A	-0.9845
CCDC83	-0.674666666666667
ITGA1	-1.0494
EPHA5	-1.3492
FAM24B	-0.474166666666667
TSGA10	0.38575
HAL	-2.4655
MYOT	-0.29725
SPACA3	-0.024
BCL2L2	-0.457833333333333
CUGBP2	-1.68
CCNB3	-0.12125
RNF113B	0.12825
MERTK	-1.57825
BAG1	0.56925
VPS36	-0.291
ORMDL3	0.714
C1orf190	-0.455
ZNF625	-0.16425
CORO2B	-2.49925
ALOX15	-0.128
CST1	1.037
NUPR1	3.05966666666667
CCL7	-0.36325
SMCR5	-3.196
DSC2	2.425
RBMS2	0.0065
GRIK4	0.356
TRIM65	-0.5701
TMPRSS6	0.628928571428571
TP53INP2	-0.15675
GLB1L	0.3505
LOC388284	-0.364
PUS1	-0.889357142857143
BCL9L	-0.7525
OLFM1	0.181916666666667
RET	2.56225
MASTL	-1.27116666666667
ALX3	-0.4045
IL1RL1	-0.233333333333333
ZNF765	-0.8057
C14orf138	-0.8175
SNX10	1.24716666666667
TAC4	0.288
C1orf64	0.555125
POGK	0.531125
MAPK9	-0.13325
ZNF366	1.66675
C8orf79	-1.04344444444444
CLDN7	3.149125
OR5AT1	0.2495
TRIM37	-1.82875
LRRC25	1.1965
GRHL2	3.5886
TEKT3	2.65375
LASS5	-0.541
ABCC4	-2.58533333333333
DLG3	1.7865
VGLL1	0.06775
ZFP36L2	1.90583333333333
MFRP	0.293666666666667
KIAA1799	-0.33475
FLJ44379	0.3505
PCNX	0.576
ANXA9	2.7695
CYP4V2	0.3841
PIK3C2A	0.616
SRR	-0.102
NOL3	-0.4785
IFITM2	0.4545
ARNTL2	-3.33525
ZNF595	-0.094
NLRP13	0.1805
ASPH	0.3615
CPA2	0.17
PVRIG	-2.49866666666667
LEPR	-1.3735
C16orf42	0.7915
SH3BGRL	3.2065
FAM77D	-0.657166666666667
FNDC7	0.156
C9orf6	0.35
NOTCH2NL	1.97933333333333
PGBD1	-1.20633333333333
SYNGR2	0.198166666666667
PITPNA	0.2025
PRPF4B	-1.4089
SLC43A3	-2.29785714285714
NRBP1	-0.256
SLC25A22	0.602
ILK	0.13525
SLC22A8	0.338833333333333
MRPS7	-0.616625
PITX2	-2.284
FABP3	-2.001875
OR1L1	0.1175
LOC728215	3.546
BLID	-1.9805
KIAA1217	2.15164705882353
TFPT	-0.0515
AP4B1	-0.606
VBP1	-1.0815
OR1K1	0.197
MORC3	-0.76025
BHMT2	-0.974666666666667
C3orf10	0.710375
FZD7	1.12633333333333
WFDC10A	1.711
PMS2CL	-0.194125
CCDC32	0.221666666666667
FA2H	-2.32425
ALG13	0.917
TTLL7	-1.3598
SPOCK3	0.1395
SLC13A2	0.909
AIM1	1.957
GPRC6A	0.53
EGR2	1.67375
MED11	0.13825
WWC1	0.929
SH3GL3	-4.43575
RIF1	-0.203642857142857
PRLH	0.2105
VLDLR	-1.0065
DBT	-0.1679375
C21orf63	0.204
CGGBP1	-0.013
KRTAP12-2	0.655
TADA3L	-0.891
ZBTB16	2.9285
PDGFB	1.025125
RFX1	0.1735
UQCRB	0.0102
LOC133874	3.2395
HPS3	-0.90225
LGALS3BP	0.2369
DKFZP564O0823	0.859642857142857
MRFAP1L1	0.086375
HOXA10	-0.9395
NGB	0.073
KIF21A	1.72938461538462
IFLTD1	0.875
LZTS1	-1.664875
ARHGEF3	1.581
RHBDL3	-0.2775
CSNK1G2	-0.248583333333333
ChGn	-1.483625
KIAA1244	2.9225
GABRB2	0.4155
MGC72080	0.1795
CD27	2.163
EGLN1	-1.4071
PEX13	1
RWDD3	-0.30725
RNF12	-0.4915
GRIN2B	0.1155
ADAMTS14	-0.6295
DYDC2	-0.4385
ATP6AP1	1.0152
NR1H2	-0.484333333333333
PDK2	-0.096
C3orf17	-0.36
SLC38A2	-0.587285714285714
SLC25A29	0.221666666666667
C15orf29	0.082875
ADAM9	-0.843166666666667
TMUB2	0.2795
GPR176	-0.71325
AGK	-0.491
MCCD1	3.2635
NDUFA4	1.53325
TMEM146	0.45725
DUSP1	0.175625
UNQ6975	0.946
EMX2OS	2.389
INSM2	-0.26625
LUZP4	-0.50075
SETD6	-0.41325
P2RY2	1.75225
SLC45A2	-1.7925
RABGAP1	0.501166666666667
UBXD5	0.23275
GPRC5A	1.1887
PAK3	-1.20233333333333
LOC63920	0.194
TGFBR1	-0.168
KRTAP6-3	-0.05775
SFMBT2	-0.30775
CDC42	-0.3310625
C11orf35	0.9035
TTLL2	-0.3355
UACA	-0.019
CD97	-2.1772
SETD5	-0.437
NINJ2	-1.7455
PTER	1.40033333333333
POMGNT1	-0.12625
KRTAP4-2	0.0545
ECGF1	2.926375
HRB	-0.223
ATP1B2	0.8136
LOC400506	0.371
COL4A3BP	0.87175
C6orf97	2.89125
GRHPR	0.2595
TAS2R1	-0.157
SEMA7A	-2.42775
EDF1	0.38775
ODF2L	0.6865
PCID2	0.0931666666666667
GTF2H4	-0.779166666666667
ZCCHC3	-0.215375
CGB2	-0.3685
NEUROD1	0.16375
C20orf75	0.3335
RP5-1054A22.3	0.816833333333333
IFNA5	0.67
ZNF134	0.218916666666667
MGC119295	-0.0783
ZSWIM6	0.256125
SMEK1	0.643166666666667
PCGF2	0.197375
C1orf102	3.1415
CYP2A13	1.929
KCNH6	-0.4055
MDM1	0.59
ALDH7A1	-0.479166666666667
C9orf75	1.06125
VDAC3	-0.10875
OR51T1	0.187
EIF3F	-0.3665
KCNJ10	-0.243
LENG8	0.447
EDEM2	0.636083333333333
CCNJL	-0.21
DHX37	-0.5655
CRYGN	-0.0815
AATF	-0.55275
ZNF630	2.1315
E2F5	0.164
WFDC13	-0.273
FTSJ3	-1.008
C4orf33	-1.08875
LHFPL4	-3.22325
C19orf56	-0.153333333333333
SMAD4	0.391125
AFM	-1.1188
G0S2	0.30675
FCHSD2	0.1604
RRP1B	-1.2947
EEF1B2	-0.914
STAT6	1.22483333333333
ZNF195	-0.18075
GNL1	-1.094
ZNRF2	1.77366666666667
PER3	0.360125
ASB16	0.92725
C10orf10	2.08714285714286
ADCY8	-3.50366666666667
C9orf58	-0.879333333333333
ARMC10	1.277
PSG1	-1.2645
DHX34	-0.30525
VARS2	-0.236125
NFIC	1.18425
ITPR2	2.123
AGXT2	-0.196
OR6K3	0.3575
H2AFZ	-0.809166666666667
MLLT3	1.1035
COX4I2	2.0975
CCNT2	-0.3035
PLK4	-1.941875
NUMBL	0.0293333333333333
MED16	-0.07525
PLEKHQ1	0.47375
GOSR1	0.683222222222222
BTG4	0.44075
RPL30	0.661833333333333
IGSF5	1.30575
IGFL2	1.8465
ELMOD2	1.47666666666667
SHC3	1.09366666666667
HAVCR1	-0.5595
DYNC2H1	-0.198
RNF5	-0.261166666666667
C2orf7	-0.89775
NLF1	0.838
KLHL25	0.588
LRP10	0.8824
KRI1	-0.2785
PUS7L	0.156
MGMT	2.3265
HOXD1	0.953666666666667
CSH1	0.3778
ATG16L2	-2.01375
FLJ44635	-0.332
CHODL	-1.08925
EXOSC8	-2.8395
SLC28A1	-0.3235
MYO7B	-0.952333333333333
SEH1L	0.3325
MTNR1A	0.107833333333333
TSPAN5	0.452333333333333
CDC45L	-3.19966666666667
AMIGO1	0.159
ATAD3A	-1.337375
OSGIN2	1.22366666666667
PDIK1L	0.209666666666667
DARC	3.318375
PIPSL	0.8995
SHMT1	-0.39725
CRISP3	-0.1325
POPDC2	1.1455
ZRANB2	-1.44016666666667
FBXL8	0.04275
TRIP13	-2.69045454545455
EIF5AL1	-1.43
POU5F1P3	-5.40216666666667
IL6	-2.9235
CXorf38	0.248
IFNA16	-0.623
FBXL2	1.45583333333333
BRD1	0.19025
STATH	-0.2245
FBXO44	0.573166666666667
MCCC2	1.05075
CDC2	-1.0286
C5orf23	-2.337
IVD	0.4655
C10orf122	-0.535
MSL3L1	0.0807
MVP	1.0935
EPOR	-0.6253
ZMYM1	-0.685166666666667
BCL7C	0.965166666666667
PSTPIP2	-0.3908
LYPD1	-3.1655
OR8G5	0.3085
ZP3	0.721166666666667
BCAS4	2.12808333333333
EDG6	1.23975
ISY1	-0.26725
PRAMEF2	-0.667
CUL1	-0.773
RNF213	0.8442
CCRK	1.4975
DHX9	-0.2205
C13orf29	-0.3615
NCKAP1	0.376
MRPL43	0.133714285714286
XPR1	0.4605
PKN2	0.33
PODNL1	0.543
ZNF333	0.2395
DALRD3	0.57275
OPN1SW	0.555
BTBD6	0.544
C11orf82	-2.11
OR5P3	-0.039
DUSP11	0.17025
L1CAM	-1.6775
NEK11	2.7
OR7E91P	1.942
CNTN3	0.7563
CREB3L2	0.69
ZBTB37	1.635
KIAA1324L	2.02
NDUFB10	0.2245
NUDT2	-0.0395
GTPBP8	-0.878
CACNA1D	1.602125
PRKAA2	1.57633333333333
PRDM8	0.7355
MGC16075	-1.3805
KRT14	-1.98035714285714
PP8961	0.50275
MRPL18	0.017
ABCG2	-3.10925
PACRG	0.7105
BBS2	-0.3945
KREMEN2	-1.189
FBXO21	0.9505
HNRPUL1	0.0376666666666667
GRB10	0.15175
CLSTN1	0.84025
LMAN2	-0.451
C17orf61	0.76725
NIPSNAP3A	0.48225
INSIG2	-0.9445
PCDHB7	-0.165
STXBP2	0.277125
CMAH	-0.2765
SEMA5B	-1.2285
ZNF155	-0.154833333333333
COQ6	0.596666666666667
PRPF4	-0.418
TSPAN15	1.7021
VN1R5	0.273
LATS2	0.114
SELK	0.011
PGK2	0.12825
MS4A1	-1.14375
TYW3	-0.2392
KRTAP5-1	0.5535
RCCD1	-1.895
BTN1A1	0.4945
DDX28	-0.20025
TMEM65	0.645375
LOC92345	0.057
TTC31	-0.51425
WDR46	-1.05416666666667
CHP2	-1.893
LSP1	0.053625
ZNF542	0.39525
EXOSC1	-0.16275
ARHGAP18	0.236833333333333
LRRTM4	-0.953875
MAOB	3.30658333333333
CACNB4	-0.81775
MGC33846	-0.0805
RANBP3L	1.657
ATP5L	-0.481625
ONECUT1	-2.091
NUDT9	0.919
TMEM149	-0.716
STX17	1.33275
IGSF10	-4.4245
TMPRSS9	-0.8045
BMPR2	1.117
ALLC	0.091
KLF7	-0.364375
GCC1	0.9349
TIMM9	-0.20075
CDO1	-0.298833333333333
MGC10701	0.8825
IFI6	2.67833333333333
FRMD8	0.0905
MGAT2	-0.42
WBP5	-0.7745
CNIH2	0.357
KIAA0907	-1.1339
KCNH8	-0.7175
CTSG	-2.1265
GRIK1	-0.363833333333333
CUL5	0.172375
FRMD1	0.4625
OR9A4	-0.11
SYT6	-2.082625
FOXD4L2	-0.2135
ANAPC2	-0.8205
OPN5	0.254
TAF13	-0.23425
LYG2	0.016
GGNBP1	0.5435
C11orf40	0.2995
OTX2	-2.6465
REG4	0.931166666666667
EIF5	-0.6423125
PALB2	-0.44375
SEPSECS	-0.4347
RNASE3	-0.12575
TRIM49	-1.988
POLR2K	0.7311
GPR42	0.2385
C8B	-3.078
SASS6	-0.57725
PREB	-0.631666666666667
OR3A3	0.242
TUBA8	0.3945
IGLV2-14	-2.80725
STIL	-1.9545
ANKFN1	-0.276333333333333
NME7	0.65875
HOXC12	3.5265
UBE2C	-0.30275
FHOD1	-0.541625
CDK2AP1	0.216666666666667
OR6K2	0.5495
DHPS	-0.382
RPL5	-1.05225
TRGV5	0.518
LOC541472	0.237625
HCCS	-0.4777
DENND1B	2.9045
LHX3	0.8565
OR5D16	0.4905
CXorf57	-3.4956
IRF2BP1	0.7345
NDST2	0.165666666666667
LCE3D	-0.5205
BOLL	0.203
SYT3	-1.4135
PIH1D2	1.1345
C20orf7	-0.724166666666667
IL1R2	-0.756
SLAMF9	0.747
PPME1	0.576875
PIK3CA	0.141
TRAPPC1	-0.0235
COLEC10	-1.25725
SLC9A6	-2.5175
PDDC1	-0.274
CCDC53	0.6175
GK3P	-0.302
DAZL	-1.11875
BRI3	1.34475
SDK1	1.044375
CYP2C18	-0.109
IFI44L	2.68225
RPL3L	0.293
FUT9	3.93883333333333
KIFC2	0.048
PMP2	-0.22725
SLC4A9	0.5065
PLAG1	-1.81716666666667
MYCBP2	0.0065
OR4E2	0.564
CCDC65	3.19725
C16orf82	-0.070875
ENTPD4	0.44825
BRP44L	0.43475
PMP22CD	-0.4165
TMCO4	0.2035
KCNN1	-1.0645
WDR35	0.9905
CCDC80	1.12075
C3orf31	-1.42175
SLC7A9	-0.31675
TMEM190	0.3665
DBC1	-2.69566666666667
FADS3	-1.19966666666667
PDZD8	0.847333333333333
GRM5	0.16425
AZGP1	4.7045
PEX3	0.0355
MED1	-0.175142857142857
ATG4C	-1.436
HNRPH3	-1.370125
FAM109B	3.0725
C4orf17	-0.00599999999999999
CA10	-0.7065
OPRD1	0.437
CCL16	-1.13575
SACM1L	-1.173
CST6	5.42775
CD63	1.022125
LGI1	-1.43975
ZNF784	0.5205
CRYBB1	-1.9985
CX3CL1	-0.08575
TOP2A	-1.94375
GYPB	-3.696
GADD45GIP1	-0.534
FEN1	-0.8675
IGF1R	-0.3916875
WDR72	-2.199
PURG	-0.848833333333333
DEFB126	1.759
PKD1L1	0.1985
CAV1	-2.3768
GNPDA2	0.4156
DGAT2	0.836
NLGN1	-3.82875
STRBP	0.49825
HPRT1	0.0005
FANCI	-1.836875
PSMA7	0.487625
DBF4B	-0.734166666666667
TTF1	-1.00225
RAD54L	-2.355
ELOF1	-0.55325
PLAGL2	-0.055125
ZNF256	0.37575
HMGCL	0.67125
MSI2	0.543333333333333
RPESP	5.6065
C11orf60	-0.096
ABCD1	0.1
ACAA1	0.1993
SPARCL1	4.50542857142857
IL6ST	1.0283
ZNF319	0.0395
TMEM109	-0.4493
FAM90A1	-0.846666666666667
IL22RA1	-1.003
ATP4B	0.7895
TEC	-2.00783333333333
C7orf30	0.07125
TXNDC2	-0.685
ABCB4	0.805
KIAA1191	0.05825
C9orf38	0.197
SFTPB	0.3605
CNTNAP2	2.66008333333333
FRK	1.416
TBX19	-0.145
CHD4	-0.299
C6orf26	-2.71533333333333
MOSC2	2.79925
IKBKE	-0.192
HIF1A	-2.67083333333333
LOC595101	-0.0015
RELA	0.368
TMEM16B	-1.35483333333333
ABHD12B	-2.2555
TSEN34	0.71375
KIF18A	-1.31975
TXNDC9	-0.288
SPATA2L	0.2415
SEMA4G	-0.6265
C21orf91	-1.19375
MATN1	-0.4355
KCNIP4	-0.490666666666667
TUSC1	2.269125
OR4C15	0.553
ARMCX6	1.4665
WBSCR27	2.40266666666667
OR52I2	1
KIAA1604	0.24925
DYNC1I1	-1.70325
PPP4C	-0.5025
SLC47A2	-2.60416666666667
TREH	0.4085
CD48	-0.373
ST14	0.909666666666667
PKN1	-0.87175
SPON2	1.4785
XBP1	2.828
SFRS12	-0.906166666666667
EFCAB6	3.2255
SELT	-0.0175
SLC39A2	0.7645
ERF	-1.28066666666667
ARL3	0.487125
SURF6	-1.3456
MLLT10	0.330904761904762
FLJ11171	-0.560833333333333
TDGF1	-5.34516666666667
ERCC6	0.436
EIF2AK4	0.514375
BAZ1A	0.617166666666667
LRRN3	0.241333333333333
TMC3	0.762
EFTUD1	-0.5355
PTPRO	-0.208833333333333
CLEC12A	0.1145
ACBD4	0.10175
ZDHHC14	-1.0095
OTUD7B	1.921625
ACTB	0.23975
MSRA	-0.647125
LCE5A	0.881
IFI35	0.62
BSCL2	1.18083333333333
ANKRD12	0.799166666666667
CFHR2	0.144
RGAG1	-0.457833333333333
HSFY1	0.2465
SLC30A5	-0.314666666666667
IMPG1	0.6205
GPR109A	-0.138
ZNF185	0.5755
IYD	0.483
NPCDR1	0.432
SERPINA13	0.4255
HMGCLL1	-0.294
NEUROG1	0.68
UBQLN1	0.1573125
LIN37	0.23525
SOCS2	-3.029875
DSCR4	-1.69575
XKR6	-1.67625
GPR142	0.4575
KRTAP13-3	0.464
CCDC15	-0.429333333333333
MOS	-0.103
CD1E	-2.274
OFCC1	0.0336666666666667
FAM83D	-1.117
SRFBP1	-0.32925
C9orf96	0.3195
DHDH	1.331
CCDC90A	0.117
RABL3	1.13065
CD320	-1.34133333333333
ANGEL2	1.05141666666667
MRPL21	0.2915
SMG6	0.425833333333333
INSR	1.2489375
FLJ14816	-0.6255
GLRB	-0.665166666666667
C9orf89	1.0255
CIZ1	-1.131875
URG4	0.65
LRDD	-0.444
CBY1	1.32
NFX1	-0.34725
MTERFD2	-0.265571428571429
C19orf23	0.532
PGC	-2.54625
IER3IP1	0.9034
RASAL2	2.053
C1orf89	-0.3745
SYNJ1	-0.716375
NFKBIE	0.3065
FLJ40125	-1.296
TCEB2	0.5386
NOG	-2.163
POLR2J2	0.214666666666667
HLA-B	1.58225
PCDHA1	1.45
PPP2R2B	-3.0485
ARHGEF17	0.660166666666667
TCF7L2	0.220857142857143
CHD5	-0.637333333333333
ZNF431	-0.69775
TBC1D25	-0.2655
ZNF800	0.06475
SCUBE2	3.43736363636364
MYCBP	-0.180666666666667
GPX5	0.6365
C6orf129	0.804333333333333
QSER1	0.0718333333333333
ULK2	1.977
PIGO	0.667333333333333
NRCAM	-2.97992307692308
SLC35E3	0.928875
CSRP2	-2.2055
HYPE	0.95225
MAPK15	0.273833333333333
MGC14327	-0.09225
TIMM13	-0.433833333333333
ZNF462	1.6155
GBA3	4.89575
TEX13A	0.973
MCM6	-1.114
MTRF1	-1.801625
ABCA7	-1.61975
EIF4A2	-1.72375
ZC3H10	0.9655
RPGR	0.117666666666667
C20orf94	2.414
RP1L1	-0.11725
GPR125	-0.336125
USP22	-0.673571428571429
OR1L4	0.14425
MLZE	0.85175
FLJ32065	0.139
PTCD1	0.6865
CRTAC1	1.4785
BXDC2	-2.15675
C18orf1	3.18783333333333
FAM107A	0.827642857142857
EFNA3	-0.3825
P18SRP	-0.6232
CAMKK2	1.17875
KIAA0649	-0.306
NES	-1.122
HS6ST3	-1.390625
PON2	0.2465
TCP11L2	-0.136
CLEC4A	0.08125
PRR12	-0.0875
MLXIPL	-0.9534
C2orf50	1.3195
ZNF28	0.62275
ENC1	1.4295
MAP2K1	-1.144125
FKSG2	-0.115
KIAA0430	0.6855
PTP4A1	-1.21733333333333
GPR156	0.6765
GTF3C6	0.56325
UBR2	-0.0281
LOC388272	-1.05675
MAK	-0.304
ACOT4	3.2375
STC2	-2.67125
PIGW	-1.5365
SAE1	-0.544125
COL6A1	0.682909090909091
OAZ1	0.216
STMN4	0.295166666666667
EDG3	0.5625
SGCE	-1.4475
IL11	-2.02516666666667
PRSS8	3.21975
YIPF5	0.223916666666667
WNT4	4.002875
CSN2	0.1055
TCF7	-3.595875
TDO2	1.05225
SAMD9	-1.6545
S100A7A	0.3995
MMRN1	0.562166666666667
GKAP1	0.63675
AKR1C3	-2.51125
RNF19A	0.691875
GMDS	-0.895
YKT6	0.496125
SPARC	1.1128
C12orf31	-0.1195
UBE2V2	-0.5685
FBXL18	-0.076
KIAA0460	1.78825
ADAM22	0.759125
SERPINC1	-5.393
KCTD21	0.01225
MYOHD1	-1.96125
ZNF37A	0.4835
GTF3C1	0.240666666666667
CTSZ	1.58075
PRNPIP	-1.3845
DRD1IP	0.08575
NR1I2	-2.49616666666667
ZNF266	0.0365
SPAG4L	0.3145
COX4NB	-0.51775
SAPS1	0.242333333333333
APOA1	-4.156625
TATDN1	-0.966
C10orf82	2.79625
KPNB1	-1.05975
FOXO3	1.16041666666667
CRYBB2	-1.42
ZBTB5	-0.103166666666667
SLC25A38	-0.26675
