Hybridization REF	TCGA-AR-A0TT-01A-31R-A084-07
HOPX	3.49225
ZNF304	2.2805
OR12D3	0.789
FKSG43	0.25125
METTL1	0.04275
MFSD3	-0.5227
PSPH	-0.10225
CLCA3	-0.1375
DARS2	-0.764833333333333
CDC25A	-1.79083333333333
BAIAP2L1	-1.6355
B3GNT5	-0.4325
USP29	-0.0315
ARHGEF10L	1.574
ATOX1	0.120125
ADAM30	0.27925
DNASE1	-0.35675
STT3A	-0.525
RAB6IP1	-0.08425
PTN	0.3442
C1orf106	0.254
HECA	1.8835
RNF122	0.0925
SLC22A18AS	-0.624833333333333
GNG8	0.934833333333333
ELP4	-0.96875
FAM65A	0.276666666666667
RPL10A	-0.1145
IRS4	0.181
MACF1	0.4195
SEC24D	0.38175
LOC374395	0.194
TGFB2	-0.1595
MDFIC	0.830625
CHRNE	0.252666666666667
PCMTD2	0.0358333333333333
ATP6V0D1	0.118333333333333
MTA2	0.3105
LZTR1	-0.335333333333333
RAP1A	1.03833333333333
AXIN1	-0.062125
POLR1C	-0.1975
TRIO	-0.0205833333333333
PLXNA4A	-0.173583333333333
C5orf33	0.3115
DEPDC1B	-3.077
ZNF473	0.0571666666666667
MTM1	0.65425
GPR107	0.255
CSNK1A1L	0.8535
FLJ14154	0.2475
NLRC4	4.3585
ENPP4	1.88783333333333
PADI3	0.303
RNF170	-0.215
CG018	1.804
C16orf7	0.28125
KCNE1	0.34975
NRM	-1.64483333333333
SLC37A3	-0.729642857142857
TPD52L2	-0.642333333333333
UNC5B	1.3525
C12orf12	0.532833333333333
SDHB	-0.1775
CLRN1	0.195
NUDT10	-0.814833333333333
UGT3A1	0.01775
FBXW8	0.3915
RHOF	-0.107125
PTPLAD1	-0.696875
MYO3B	-0.8405
DERA	-0.60775
TPP2	-0.328
C19orf53	-0.410833333333333
GINS3	-0.757
ST6GALNAC5	1.8775
CHSY1	0.585
MGC15705	0.2065
GPR83	0.331666666666667
EXT2	-0.356375
DOLK	-0.01
TUBAL3	-0.2295
ACVRL1	2.4146
ABL2	-0.564666666666667
C14orf156	-1.34116666666667
PTPRZ1	-3.25625
DIP2C	0.67725
LAMP1	1.3015
RXRA	0.3229
MAP3K5	0.9715
ALKBH1	0.0908333333333333
PDLIM7	-0.406
ARL14	-0.714
SNIP1	-0.141166666666667
TIMP3	2.33991666666667
RGS3	0.222666666666667
SPAG16	-0.8442
ABHD4	-0.01575
ARHGEF12	0.35725
GLUD2	-0.603
RAC2	0.9771
UAP1L1	-0.2725
SLC18A3	-0.105
YOD1	-1.46358333333333
RALY	-0.0685
HMOX2	0.34125
DGKH	0.6715
DBNDD2	1.7485
YIPF4	0.022875
THAP10	-1.2385
ZNF513	0.95225
HAGHL	-0.3815
ITGB4	-1.89916666666667
CCDC141	0.556
YTHDF3	0.34725
C5orf28	0.43375
RPL7L1	-0.354625
TMEM30B	0.944357142857143
ANKRD35	1.27
DUOXA2	-0.3845
TBC1D5	0.17875
DFNB59	-0.592
HRH4	0.5785
MYO6	2.2022
DNAJA4	1.331625
RBM24	0.011875
CEACAM20	-0.95675
RBM23	0.222571428571429
NGFB	2.1255
C1orf63	-0.4836
KRTAP7-1	0.3075
PERLD1	0.505
NPB	-0.092
C17orf59	0.7592
HSPBAP1	-0.0485
SLC15A4	-0.151
PRTFDC1	-1.11875
OSMR	-0.213714285714286
CYSLTR2	0.067
C19orf25	-0.0663
KIAA1797	-0.2345
NLRP6	0.028
FAM105B	0.0704
SCRN2	-0.567166666666667
LRRC58	0.1593
RNF17	0.0425
NEIL3	-1.1995
FAM137A	-1.26825
SKP2	-2.38675
PARVA	0.633333333333333
PKLR	-1.5495
RNF34	0.475125
A3GALT2	0.4795
C12orf50	0.132833333333333
SUNC1	-1.3745
FAM102B	0.5655
CCT2	0.156
LRRC37A2	-0.4515
ARF4	0.575
SIKE	0.209875
C8orf48	-0.2365
MBTPS1	0.772642857142857
GPSN2	-0.749
NCF2	4.276
SLC12A6	0.170333333333333
MRPL48	-0.0755
HMGN3	1.53783333333333
LRRC62	-0.96925
PAX9	-0.583625
FAM55A	-0.4145
C20orf42	-3.4335
SCML2	-0.991333333333333
BCL9	0.25925
FAM40A	0.0955
C9orf41	-0.193166666666667
ZNF774	0.794
LETM1	-0.58
PLXNB1	0.5095
NIPSNAP1	-0.85025
USP10	-0.05325
F9	0.539
LIPE	1.67225
CNGB3	-0.395
C12orf52	-0.099375
PI4K2A	0.620625
MED8	0.062875
STAT4	2.414
FGD4	0.211666666666667
RNF145	-1.69383333333333
WDR32	0.9213
CLDN2	-0.115166666666667
TCEAL8	0.3
ZMYND8	-0.4333
PDXK	-0.5565625
GATAD2A	-0.41525
PTGES3	-0.6015
CCM2	0.4445
TAP1	2.818375
ZNF670	-0.8415
ETS2	-0.887714285714286
C6orf166	0.745166666666667
PRMT2	0.362
OR4B1	0.296
INTS8	0.4155
CCDC102A	0.091
CCDC83	-0.908666666666667
ITGA1	0.065
EPHA5	-1.4603
FAM24B	-0.312666666666667
TSGA10	-0.09175
HAL	-1.46466666666667
MYOT	0.34
SPACA3	0.00800000000000001
BCL2L2	-0.265
CUGBP2	0.778833333333333
CCNB3	1.5425
RNF113B	-0.23675
MERTK	0.6385
BAG1	0.67975
VPS36	0.864
ORMDL3	0.8939
C1orf190	-0.32325
ZNF625	-0.313
CORO2B	-1.928
ALOX15	-0.363
CST1	2.7415
NUPR1	2.7265
CCL7	3.72325
SMCR5	-2.796
DSC2	1.699
RBMS2	0.1935
GRIK4	1.1665
TRIM65	-0.1097
TMPRSS6	0.546928571428571
TP53INP2	-0.5615
GLB1L	0.347
LOC388284	0.358166666666667
PUS1	-0.266714285714286
BCL9L	-0.103
OLFM1	-0.353333333333333
RET	1.30425
MASTL	-1.481
ALX3	-0.1315
IL1RL1	-0.140333333333333
ZNF765	-0.4824
C14orf138	-0.3675
SNX10	1.05916666666667
TAC4	0.1415
C1orf64	1.713375
POGK	0.048
MAPK9	0.0155
ZNF366	2.739
C8orf79	0.9772
CLDN7	1.660625
OR5AT1	0.4825
TRIM37	-1.563
LRRC25	2.9025
GRHL2	1.8894
TEKT3	0.20675
LASS5	-0.271333333333333
ABCC4	-1.19233333333333
DLG3	0.43775
VGLL1	0.091875
ZFP36L2	0.538666666666667
MFRP	-0.482
KIAA1799	0.283
FLJ44379	-0.6115
PCNX	-0.000999999999999999
ANXA9	3.6765
CYP4V2	0.85
PIK3C2A	-0.2405
SRR	-0.702
NOL3	-0.6095
IFITM2	0.596
ARNTL2	-0.60525
ZNF595	0.14175
NLRP13	-0.361
ASPH	-0.336
CPA2	0.0615
PVRIG	0.552333333333333
LEPR	-0.665
C16orf42	0.0538333333333333
SH3BGRL	1.5305
FAM77D	-0.642166666666667
FNDC7	0.0785
C9orf6	0.13
NOTCH2NL	0.529
PGBD1	-1.11416666666667
SYNGR2	1.10066666666667
PITPNA	-0.0899375
PRPF4B	-0.2144
SLC43A3	-1.08857142857143
NRBP1	0.14475
SLC25A22	-0.038
ILK	-0.112125
SLC22A8	0.634666666666667
MRPS7	-0.252375
PITX2	-1.3245
FABP3	-0.39125
OR1L1	0.6405
LOC728215	-0.517
BLID	-1.252
KIAA1217	2.32270588235294
TFPT	0.07575
AP4B1	-0.31425
VBP1	-1.33825
OR1K1	0.0185
MORC3	0.19675
BHMT2	-0.467333333333333
C3orf10	0.88925
FZD7	0.666
WFDC10A	0.2235
PMS2CL	-0.1055
CCDC32	0.842333333333333
FA2H	-0.73125
ALG13	-0.603
TTLL7	0.1199
SPOCK3	0.078
SLC13A2	-0.1095
AIM1	3.48125
GPRC6A	-0.3535
EGR2	4.463
MED11	0.22
WWC1	1.833
SH3GL3	-2.532
RIF1	0.0777857142857143
PRLH	-0.158
VLDLR	-0.5915
DBT	-0.148125
C21orf63	-0.61825
CGGBP1	-0.294875
KRTAP12-2	-0.741
TADA3L	-0.289125
ZBTB16	0.339
PDGFB	1.03525
RFX1	0.163875
UQCRB	-0.1171
LOC133874	-1.18
HPS3	-1.4575
LGALS3BP	0.4691
DKFZP564O0823	2.11957142857143
MRFAP1L1	0.67225
HOXA10	-0.863166666666667
NGB	-0.016
KIF21A	0.0859230769230769
IFLTD1	0.4815
LZTS1	-0.7915
ARHGEF3	1.75225
RHBDL3	-1.3975
CSNK1G2	-0.201583333333333
ChGn	-0.39225
KIAA1244	2
GABRB2	-0.0335
MGC72080	-0.118
CD27	4.465
EGLN1	-1.9267
PEX13	0.32125
RWDD3	-0.80575
RNF12	-0.727666666666667
GRIN2B	-2.15
ADAMTS14	-0.562
DYDC2	-0.3445
ATP6AP1	0.2761
NR1H2	0.0473333333333333
PDK2	-0.68925
C3orf17	-0.0643333333333333
SLC38A2	-0.863142857142857
SLC25A29	-0.8985
C15orf29	0.449
ADAM9	-0.534666666666667
TMUB2	0.117375
GPR176	-0.206
AGK	-0.789
MCCD1	0.02675
NDUFA4	0.0695
TMEM146	-0.405
DUSP1	0.469125
UNQ6975	0.607
EMX2OS	3.4275
INSM2	-0.094
LUZP4	0.0485
SETD6	-0.4525
P2RY2	3.009
SLC45A2	-1.2505
RABGAP1	0.438166666666667
UBXD5	-0.071625
GPRC5A	0.9616
PAK3	1.19266666666667
LOC63920	-0.1035
TGFBR1	0.6218
KRTAP6-3	-0.022
SFMBT2	-0.15075
CDC42	0.4956875
C11orf35	0.4725
TTLL2	0.26125
UACA	0.388833333333333
CD97	0.0526
SETD5	0.394625
NINJ2	0.122
PTER	-0.0659999999999999
POMGNT1	0.14525
KRTAP4-2	-0.039
ECGF1	2.86675
HRB	0.491636363636364
ATP1B2	-0.4105
LOC400506	0.221
COL4A3BP	0.255
C6orf97	0.88
GRHPR	0.473875
TAS2R1	0.5125
SEMA7A	-0.375
EDF1	0.1245
ODF2L	0.7563
PCID2	-0.054
GTF2H4	-0.5745
ZCCHC3	-0.195375
CGB2	-0.1465
NEUROD1	-0.07525
C20orf75	-0.201
RP5-1054A22.3	1.75216666666667
IFNA5	0.0845
ZNF134	0.81475
MGC119295	-0.6744
ZSWIM6	-0.255375
SMEK1	0.471166666666667
PCGF2	-0.239125
C1orf102	2.2095
CYP2A13	0.7085
KCNH6	-0.9026
MDM1	0.7593
ALDH7A1	-0.403166666666667
C9orf75	-0.3545
VDAC3	-0.727375
OR51T1	0.2455
EIF3F	-0.749416666666667
KCNJ10	0.422125
LENG8	0.08425
EDEM2	0.363083333333333
CCNJL	-1.7135
DHX37	-0.281
CRYGN	0.5165
AATF	0.961125
ZNF630	1.838625
E2F5	0.3415
WFDC13	-0.9595
FTSJ3	-0.513833333333333
C4orf33	1.523
LHFPL4	1.137
C19orf56	-0.463666666666667
SMAD4	-0.216875
AFM	-0.463333333333333
G0S2	1.04525
FCHSD2	0.8359
RRP1B	-1.3016
EEF1B2	-0.696833333333333
STAT6	0.602833333333333
ZNF195	-0.4405
GNL1	-0.693166666666667
ZNRF2	1.59216666666667
PER3	-0.85
ASB16	0.275
C10orf10	1.36814285714286
ADCY8	-2.5
C9orf58	1.6975
ARMC10	-0.391166666666667
PSG1	-0.51
DHX34	-0.056
VARS2	-0.1975
NFIC	0.891
ITPR2	-0.3455
AGXT2	0.095
OR6K3	0.014
H2AFZ	-0.591083333333333
MLLT3	-0.0174166666666666
COX4I2	1.152
CCNT2	0.348125
PLK4	-0.804
NUMBL	-0.234666666666667
MED16	0.05375
PLEKHQ1	2.26825
GOSR1	1.26172222222222
BTG4	-0.04825
RPL30	0.209666666666667
IGSF5	0.7175
IGFL2	2.43783333333333
ELMOD2	0.370333333333333
SHC3	-1.78433333333333
HAVCR1	-0.032
DYNC2H1	-1.05275
RNF5	-0.217333333333333
C2orf7	-0.71925
NLF1	0.6525
KLHL25	1.56075
LRP10	0.8714
KRI1	-0.5975
PUS7L	-0.536166666666667
MGMT	1.5165
HOXD1	0.807333333333333
CSH1	0.2464
ATG16L2	0.0915
FLJ44635	0.8265
CHODL	-0.19375
EXOSC8	-0.849
SLC28A1	-0.5325
MYO7B	-0.5515
SEH1L	-1.0146
MTNR1A	0.3415
TSPAN5	-0.0161666666666667
CDC45L	-2.97816666666667
AMIGO1	0.0775
ATAD3A	-0.7795
OSGIN2	0.606
PDIK1L	0.980333333333333
DARC	2.22625
PIPSL	0.3555
SHMT1	-0.6755
CRISP3	-0.9515
POPDC2	1.9645
ZRANB2	-0.630333333333333
FBXL8	0.57425
TRIP13	-1.97245454545455
EIF5AL1	-1.03
POU5F1P3	-4.85116666666667
IL6	-0.431333333333333
CXorf38	0.990666666666667
IFNA16	-0.1045
FBXL2	1.22583333333333
BRD1	-0.31175
STATH	0.0865
FBXO44	0.530833333333333
MCCC2	-0.33875
CDC2	-0.9397
C5orf23	0.51375
IVD	0.630666666666667
C10orf122	-0.04225
MSL3L1	0.9281
MVP	1.22875
EPOR	-1.0249
ZMYM1	-0.279833333333333
BCL7C	0.458166666666667
PSTPIP2	0.2541
LYPD1	-2.483875
OR8G5	-0.2175
ZP3	-0.929166666666667
BCAS4	0.219666666666667
EDG6	3.84875
ISY1	-0.03225
PRAMEF2	-0.51725
CUL1	-0.0795
RNF213	1.0332
CCRK	1.22075
DHX9	-0.192875
C13orf29	1.14675
NCKAP1	-0.0468333333333333
MRPL43	0.317571428571429
XPR1	0.66375
PKN2	0.1357
PODNL1	0.2535
ZNF333	0.15075
DALRD3	0.59175
OPN1SW	-0.0605
BTBD6	0.3765
C11orf82	-1.8355
OR5P3	-0.263
DUSP11	0.31375
L1CAM	-1.4354
NEK11	1.41133333333333
OR7E91P	1.507
CNTN3	0.8483
CREB3L2	0.18625
ZBTB37	1.1725
KIAA1324L	0.678
NDUFB10	-0.129166666666667
NUDT2	-0.0475
GTPBP8	-0.2905
CACNA1D	0.860125
PRKAA2	-1.14583333333333
PRDM8	0.1545
MGC16075	1.24966666666667
KRT14	-2.18185714285714
PP8961	0.25925
MRPL18	0.0125
ABCG2	-3.16825
PACRG	0.28725
BBS2	0.58125
KREMEN2	-3.814
FBXO21	0.63925
HNRPUL1	0.19025
GRB10	-1.399
CLSTN1	0.765375
LMAN2	0.0349
C17orf61	-0.8005
NIPSNAP3A	1.173
INSIG2	-0.6685
PCDHB7	-0.416
STXBP2	0.17125
CMAH	1.57583333333333
SEMA5B	-0.74925
ZNF155	0.374666666666667
COQ6	0.0258333333333333
PRPF4	0.222
TSPAN15	3.332
VN1R5	0.087
LATS2	0.43125
SELK	0.4555
PGK2	-0.125
MS4A1	3.34825
TYW3	-0.7489
KRTAP5-1	0.59125
RCCD1	-0.979333333333333
BTN1A1	0.20925
DDX28	0.12
TMEM65	0.18725
LOC92345	-0.1185
TTC31	-0.123
WDR46	-0.7695
CHP2	-0.972
LSP1	1.14725
ZNF542	0.42775
EXOSC1	-0.13825
ARHGAP18	0.366833333333333
LRRTM4	-0.73625
MAOB	-1.08575
CACNB4	-0.38775
MGC33846	-0.013125
RANBP3L	1.8115
ATP5L	-0.45375
ONECUT1	-2.251
NUDT9	-0.0195
TMEM149	2.324
STX17	0.18775
IGSF10	-4.234
TMPRSS9	0.171
BMPR2	1.12391666666667
ALLC	-0.0565
KLF7	1.4265
GCC1	0.3387
TIMM9	-0.92475
CDO1	0.601333333333333
MGC10701	-0.939833333333333
IFI6	1.78566666666667
FRMD8	1.02675
MGAT2	0.10875
WBP5	-0.346833333333333
CNIH2	0.48025
KIAA0907	-0.5585
KCNH8	-0.0195
CTSG	-1.625
GRIK1	-0.164833333333333
CUL5	0.052625
FRMD1	0.2715
OR9A4	1.2585
SYT6	-1.018125
FOXD4L2	2.16
ANAPC2	-0.465166666666667
OPN5	-0.318
TAF13	-0.49825
LYG2	-0.4835
GGNBP1	0.091
C11orf40	0.073
OTX2	-0.8145
REG4	-0.112666666666667
EIF5	-0.13525
PALB2	-0.93275
SEPSECS	-0.1314
RNASE3	0.095
TRIM49	-1.638
POLR2K	1.0323
GPR42	0.0395
C8B	-2.46675
SASS6	-1.16925
PREB	-0.177666666666667
OR3A3	0.1735
TUBA8	0.595875
IGLV2-14	2.409
STIL	-1.7525
ANKFN1	-0.695333333333333
NME7	-1.173
HOXC12	3.745
UBE2C	-1.0255
FHOD1	-0.689
CDK2AP1	0.672083333333333
OR6K2	0.15475
DHPS	-0.42375
RPL5	-0.805333333333333
TRGV5	0.5385
LOC541472	0.029125
HCCS	0.0713
DENND1B	1.295
LHX3	-0.071
OR5D16	0.457
CXorf57	-0.463666666666667
IRF2BP1	0.0355
NDST2	1.011
LCE3D	0.461
BOLL	-0.029375
SYT3	-1.05375
PIH1D2	0.033
C20orf7	-0.155
IL1R2	1.28966666666667
SLAMF9	-0.048
PPME1	0.1735
PIK3CA	0.382
TRAPPC1	-0.089875
COLEC10	-0.468
SLC9A6	-0.8075
PDDC1	-0.506166666666667
CCDC53	0.60925
GK3P	-0.36525
DAZL	0.32375
BRI3	0.264
SDK1	0.062375
CYP2C18	-0.05175
IFI44L	3.722125
RPL3L	-0.119
FUT9	-0.775333333333333
KIFC2	-0.485
PMP2	-0.489125
SLC4A9	-0.4725
PLAG1	-1.17616666666667
MYCBP2	0.809
OR4E2	0.1655
CCDC65	0.67025
C16orf82	0.270375
ENTPD4	-0.1475
BRP44L	0.432125
PMP22CD	0.323
TMCO4	1.1
KCNN1	-0.752166666666667
WDR35	-0.0735
CCDC80	2.742625
C3orf31	-0.24175
SLC7A9	-1.22725
TMEM190	-0.13
DBC1	-2.2225
FADS3	-0.917666666666667
PDZD8	-0.520166666666667
GRM5	0.473875
AZGP1	0.868
PEX3	0.4015
MED1	-0.314428571428571
ATG4C	-0.507166666666667
HNRPH3	-0.11725
FAM109B	2.22375
C4orf17	0.6215
CA10	0.745
OPRD1	-0.2355
CCL16	-1.2755
SACM1L	-1.0105
CST6	3.13425
CD63	0.570625
LGI1	-0.759
ZNF784	0.6115
CRYBB1	-0.477
CX3CL1	0.3635
TOP2A	-1.850375
GYPB	-3.67833333333333
GADD45GIP1	-1.302
FEN1	-1.479625
IGF1R	2.9826875
WDR72	-0.207166666666667
PURG	-1.05483333333333
DEFB126	0.57525
PKD1L1	-0.04975
CAV1	-2.0059
GNPDA2	0.4186
DGAT2	-0.145125
NLGN1	-3.582
STRBP	0.096375
HPRT1	-1.55366666666667
FANCI	-1.87825
PSMA7	0.233625
DBF4B	-0.899166666666667
TTF1	-0.11775
RAD54L	-2.2465
ELOF1	-0.80625
PLAGL2	-0.172875
ZNF256	0.2925
HMGCL	0.37775
MSI2	-0.575166666666667
RPESP	-3.21116666666667
C11orf60	-0.3475
ABCD1	-0.067
ACAA1	-0.0409
SPARCL1	4.15314285714286
IL6ST	-0.5527
ZNF319	0.42
TMEM109	0.2595
FAM90A1	-1.732
IL22RA1	-1.383
ATP4B	0.6585
TEC	-0.487
C7orf30	-1.02025
TXNDC2	-0.465333333333333
ABCB4	0.0155
KIAA1191	-0.002
C9orf38	-0.2275
SFTPB	0.14275
CNTNAP2	-0.887083333333333
FRK	3.5065
TBX19	0.14875
CHD4	0.10325
C6orf26	-1.99633333333333
MOSC2	0.54625
IKBKE	0.9445
HIF1A	-0.892666666666667
LOC595101	0.312
RELA	0.564
TMEM16B	-0.0025
ABHD12B	-1.66825
TSEN34	0.3065
KIF18A	-2.41375
TXNDC9	0.653166666666667
SPATA2L	0.2885
SEMA4G	-1.6175
C21orf91	-0.2765
MATN1	-0.0905
KCNIP4	-0.100166666666667
TUSC1	2.467
OR4C15	-0.22475
ARMCX6	0.00508333333333331
WBSCR27	-2.1
OR52I2	0.386
KIAA1604	-0.505
DYNC1I1	-1.562875
PPP4C	0.926
SLC47A2	-1.5595
TREH	-0.10225
CD48	3.65283333333333
ST14	0.934666666666667
PKN1	-1.0065
SPON2	0.99075
XBP1	2.14566666666667
SFRS12	-0.603833333333333
EFCAB6	0.554
SELT	0.1035
SLC39A2	0.169
ERF	-1.06516666666667
ARL3	0.416875
SURF6	-0.2971
MLLT10	-0.24352380952381
FLJ11171	0.574833333333333
TDGF1	-4.12433333333333
ERCC6	-0.24125
EIF2AK4	0.696125
BAZ1A	0.0725
LRRN3	0.211666666666667
TMC3	-0.5615
EFTUD1	0.00699999999999999
PTPRO	1.81383333333333
CLEC12A	1.69225
ACBD4	0.209
ZDHHC14	-0.032875
OTUD7B	0.719
ACTB	0.7005625
MSRA	-0.086375
LCE5A	1.018
IFI35	0.53725
BSCL2	0.0323333333333333
ANKRD12	0.613583333333333
CFHR2	0.6835
RGAG1	-0.416333333333333
HSFY1	0.1465
SLC30A5	0.0235833333333333
IMPG1	0.1135
GPR109A	0.443
ZNF185	0.501
IYD	1.30675
NPCDR1	-0.0725
SERPINA13	0.2025
HMGCLL1	0.7125
NEUROG1	0.588833333333333
UBQLN1	0.1411875
LIN37	0.4315
SOCS2	-0.96225
DSCR4	-1.589875
XKR6	-1.99
GPR142	0.751
KRTAP13-3	0.7055
CCDC15	-0.794333333333333
MOS	0.2475
CD1E	1.018
OFCC1	0.095
FAM83D	-2.12825
SRFBP1	0.062
C9orf96	-0.393
DHDH	-1.9195
CCDC90A	-0.387
RABL3	0.57915
CD320	-1.97633333333333
ANGEL2	0.74975
MRPL21	-0.414
SMG6	0.2095
INSR	0.757375
FLJ14816	-0.692
GLRB	-0.741833333333333
C9orf89	1.513
CIZ1	-0.279125
URG4	0.0108333333333333
LRDD	-1.10683333333333
CBY1	0.1675
NFX1	0.0475
MTERFD2	0.107214285714286
C19orf23	0.2105
PGC	-2.857
IER3IP1	-0.3383
RASAL2	0.56325
C1orf89	-0.00499999999999999
SYNJ1	-0.457
NFKBIE	1.554
FLJ40125	-1.14933333333333
TCEB2	-0.8247
NOG	-1.6055
POLR2J2	-0.447833333333333
HLA-B	3.452
PCDHA1	-0.8705
PPP2R2B	-0.0975
ARHGEF17	0.545333333333333
TCF7L2	0.116071428571429
CHD5	0.316333333333333
ZNF431	-0.385625
TBC1D25	0.72675
ZNF800	0.501
SCUBE2	-1.40418181818182
MYCBP	0.0693333333333333
GPX5	0.0685
C6orf129	0.150666666666667
QSER1	-0.518833333333333
ULK2	1.34925
PIGO	0.654166666666667
NRCAM	-2.04964285714286
SLC35E3	0.5675
CSRP2	-2.01225
HYPE	0.4685
MAPK15	-0.0255
MGC14327	0.03375
TIMM13	-0.8085
ZNF462	-1.945
GBA3	0.29775
TEX13A	0.4705
MCM6	-1.17733333333333
MTRF1	-0.077875
ABCA7	-0.6865
EIF4A2	0.07825
ZC3H10	0.6832
RPGR	0.650166666666667
C20orf94	0.79175
RP1L1	-0.31625
GPR125	-0.3475
USP22	0.0765714285714286
OR1L4	0.316
MLZE	0.56325
FLJ32065	0.2015
PTCD1	-0.25525
CRTAC1	0.627833333333333
BXDC2	-0.2605
C18orf1	1.89516666666667
FAM107A	0.906285714285714
EFNA3	0.42175
P18SRP	-0.3662
CAMKK2	0.610583333333333
KIAA0649	0.17775
NES	-1.8195
HS6ST3	3.57625
PON2	-0.7615
TCP11L2	-0.058
CLEC4A	3.74675
PRR12	0.3945
MLXIPL	-1.7742
C2orf50	0.539
ZNF28	0.95975
ENC1	1.60716666666667
MAP2K1	0.1225
FKSG2	0.7715
KIAA0430	0.90075
PTP4A1	-0.785111111111111
GPR156	0.753
GTF3C6	2.09725
UBR2	-0.021
LOC388272	-0.2235
MAK	1.4425
ACOT4	1.82
STC2	-0.51475
PIGW	0.182375
SAE1	-0.6955
COL6A1	0.231454545454545
OAZ1	0.659166666666667
STMN4	0.0898333333333333
EDG3	0.417
SGCE	-1.09416666666667
IL11	-2.37783333333333
PRSS8	3.090375
YIPF5	0.671083333333333
WNT4	1.747375
CSN2	0.0975
TCF7	-1.47175
TDO2	2.937
SAMD9	1.3770625
S100A7A	4.9805
MMRN1	0.6082
GKAP1	-0.48475
AKR1C3	-1.89125
RNF19A	1.13325
GMDS	-0.81675
YKT6	-0.094625
SPARC	1.3816
C12orf31	0.1855
UBE2V2	-0.389
FBXL18	-0.252166666666667
KIAA0460	0.47375
ADAM22	-0.803875
SERPINC1	-3.3595
KCTD21	0.5595
MYOHD1	-0.38475
ZNF37A	0.297833333333333
GTF3C1	0.771666666666667
CTSZ	3.393
PRNPIP	-0.63
DRD1IP	0.148
NR1I2	-2.17083333333333
ZNF266	-0.623
SPAG4L	0.32
COX4NB	0.1305
SAPS1	0.659333333333333
APOA1	-3.63725
TATDN1	-1.03983333333333
C10orf82	-2.1545
KPNB1	-0.553
FOXO3	3.33491666666667
CRYBB2	-0.8655
ZBTB5	0.184
SLC25A38	-0.2825
DCTN2	-0.0325
IFT20	1.543
CTHRC1	3.1855
C1orf31	-0.2085
UHRF1	-1.2891875
GPC6	0.24525
C10orf54	2.46675
MCF2L2	-0.483833333333333
WNT9B	-0.087375
OLA1	-0.474
FAM120B	0.3835
TTLL10	0.388
CYorf15A	-4.17025
RELN	-1.9342
SCN2B	-0.0219166666666667
MFHAS1	-0.30225
NKX3-2	-0.0545
RASGRF2	-0.1295
SSBP1	-0.651666666666667
KPNA6	-0.180071428571429
LOC389118	-0.145
HS3ST4	-1.243
SUPT7L	-0.020625
FLJ32658	-0.564
IGFBPL1	0.447
KIAA1641	0.2508
SHKBP1	0.421166666666667
CSF1R	4.92075
NAGK	1.44875
MYL2	0.428
HIST1H4C	-0.0623333333333333
TOMM7	-0.356
ADAMTSL3	2.552
TNFSF14	0.794
PRRT2	-0.805
VTA1	0.40025
AOAH	4.14983333333333
CRISPLD2	1.54628571428571
PNN	-0.8484
TA-NFKBH	0.056
ESPN	0.48325
RBM43	0.087
KIAA1267	0.15675
DDX3X	0.549888888888889
KIAA1576	-4.04875
PLXDC1	3.38033333333333
FLJ25801	-4.07575
HNRNPL	-0.34725
RUNDC3A	0.1605
CASP12	0.9915
SH2D5	-1.322
RPL26L1	-0.1935
OR51A7	-0.085
HDC	1.5425
C2orf16	-0.00933333333333333
SYTL3	2.685875
GOLGA4	-0.297
NOTCH1	-0.334666666666667
ATPAF2	0.178
ECD	0.497
SSX5	-1.46766666666667
SNAP91	-0.047
OCA2	-3.96725
PNPO	0.189333333333333
DAPK1	0.668
PINX1	-1.05783333333333
SELENBP1	1.502
NEK3	1.26191666666667
TMED4	0.119714285714286
SSTR4	-0.034
FOSL1	-2.2101
CD40LG	1.5895
CES1	-1.061
DCI	-0.598333333333333
B3GAT3	0.0475
STK17B	0.8
CNTN6	0.3525
CYP3A4	-1.07933333333333
MBOAT2	-0.371571428571429
PISD	0.09425
USP1	-0.6275
PYDC1	1.17733333333333
CENPM	-1.148125
SAR1B	0.2885
TTC7B	-0.48225
DP58	0.2565
GPC1	-0.36925
RBL1	-1.23375
TMEM137	-1.92783333333333
TOB1	1.07633333333333
TCEAL1	0.298
CENPF	-1.55054545454545
C6	2.985
PRSS1	-3.5655
PPIL6	2.16383333333333
C6orf124	-0.497
ODZ4	1.07633333333333
SNCB	-0.2135
NDUFB9	-0.37175
CNOT6L	0.746333333333333
S100A9	4.97166666666667
TRIM50	0.031
KCTD1	1.3196
WDR63	0.055
SPEF2	0.983375
RNGTT	-0.374666666666667
CXorf22	1.9765
KCNK16	0.13975
CEP250	-0.57425
ATPBD1B	-0.104
KCNJ2	3.1035
MT1B	-0.749
ZNF684	-0.3355
SLC4A1	0.2875
PDHA1	-0.0485
ZNF492	-0.703875
TKT	-1.40975
BYSL	-0.427125
RNF38	0.631
AHDC1	-0.074
KLHL2	0.496125
CMTM8	0.22175
DMP1	-0.571
HERPUD2	0.3175
CRTAM	3.94616666666667
ZNF572	0.34125
TMEM16J	-0.3735
HSD17B2	-4.68425
UBE2G1	0.083375
AHSA2	-0.926
PELI2	-0.803
TPX2	-1.904125
ATP9B	0.817166666666667
DAZAP1	-0.11475
HMGCS2	0.0328333333333333
C17orf38	0.639
B9D1	-0.42025
NKX2-5	-0.918
KIAA1276	0.86325
