Hybridization REF	TCGA-A2-A0CX-01A-21R-A00Z-07
FLJ43860	0.814
BRCA2	-0.02325
ACADM	-0.59
CXXC6	-3.1255
RAGE	-1.13075
CHMP2A	0.42075
FAM8A1	0.0961
GPR21	0.576
SLC12A3	-1.78666666666667
FVT1	0.432428571428571
ZDHHC7	-0.8895
FLJ44048	0.189
SLC44A3	1.1615
SDSL	0.6385
MMP8	-0.3165
PLA2G12B	-3.36833333333333
ACY1	-0.84025
MT1E	0.827166666666667
OR4K15	-1.2005
TECTB	-0.8825
GPR20	0.217125
IRAK2	-0.12125
RFPL3	-0.529
MYO9A	-0.23925
NARG1L	-0.641333333333333
BLMH	1.591875
CCDC3	3.0295
C9orf21	-0.522666666666667
KIAA0513	0.453666666666667
MIER2	-0.16725
PNMA2	-1.37045454545455
SH3BP2	0.5173
ANXA10	-2.1965
RTN2	0.494333333333333
TFB1M	-0.6035
PRPH2	1.85575
C14orf133	0.0115
GOLGB1	1.12958333333333
IRX4	-0.475375
NFKBIL1	-0.632
C10orf62	-0.4145
APBB3	-1.20975
RPS10	0.2154
LOC728378	-0.8665
TLE3	0.917888888888889
PSMB7	-0.698875
MESDC1	0.4315
SLC6A1	1.09766666666667
OCLN	0.79275
PTTG3	-2.02833333333333
NAGLU	0.169
SERTAD4	2.821875
SPRY1	1.90975
FLJ10781	-0.716583333333333
MYSM1	1.32175
TRIM4	0.170571428571429
SH3YL1	0.89325
TREM2	4.02783333333333
SERPINI1	4.774
HDHD3	0.154625
TMEM38A	-0.25425
EID2B	-1.63075
TDRD3	-0.200333333333333
SEDLP	0.2965
THSD7A	2.23466666666667
NDST3	-0.92325
KLHL15	-1.345
DHRS12	0.6775
FBXO9	-0.458
TNPO1	-0.530333333333333
MRPL13	0.887666666666667
SNX5	-1.09233333333333
METTL6	0.81525
SOD1	0.465625
CHML	-0.402166666666667
PACS1	1.069875
SIRT5	0.8048
CAPN2	0.286166666666667
FXYD5	-0.175166666666667
TWISTNB	-0.20625
LRFN1	-0.6105
UBE1L	0.945875
UBE1C	0.018
OR51B2	0.772
OR4D11	-0.73
C15orf2	-0.906
NR4A1	-0.309
LOC339047	-2.405
TRIM17	-0.96375
ATP5G3	-0.311
RPL15	0.234833333333333
ADAMTS8	-0.0515
HOXC4	0.373
C14orf37	1.682
CEACAM5	-1.216625
MYT1L	-0.211
RASA2	0.1785
OSBPL7	0.1665
STAG1	-0.46
GIMAP4	4.78533333333333
FUT3	2.21816666666667
PIF1	-2.302625
LPIN2	0.7561
SH3PX3	0.459
PDP2	-0.60725
PAPD1	-0.2125
ERP27	2.75475
APOOL	-0.0194
DIABLO	0.3155
TRHR	0.392285714285714
ARMC9	-0.07875
RNF152	3.9105
SLITRK3	0.498
ZNF211	-0.3951
PFDN1	0.550375
RGS11	0.31925
HS6ST1	0.6655
AKR1D1	-1.22625
TNP2	0.221166666666667
STK31	1.43816666666667
EML4	-0.00641666666666664
SGTA	-0.636833333333333
HIST1H2BI	0.791333333333333
PSMD6	-2.12883333333333
KIAA1257	4.07725
C18orf55	-0.188666666666667
FLJ20273	2.976625
RPL28	-0.805333333333333
EPYC	4.39275
NOX3	-0.7735
ELAC1	-1.20933333333333
METT11D1	-1.23875
BIN2	0.1075
NACA2	-0.006
CCDC17	-1.5495
HM13	-0.1633
UBOX5	-0.848571428571429
UBE2O	0.462625
UBL5	0.16025
APOLD1	1.20325
C9orf31	-0.0835
TNFSF8	0.184
ARHGAP29	-0.09375
PROKR2	0.137
PDE5A	1.82583333333333
C6orf12	0.093
TOM1L1	0.223
WHDC1	-0.116625
FOXI1	0.444666666666667
RAB4A	1.3124
TMEM39B	-0.71875
ATPBD1C	-0.6535
FARSA	-0.853333333333333
PLEKHG5	0.06925
CMAS	-0.251666666666667
OR7E24	0.163
SLC30A1	0.083
CDC42EP5	-0.790166666666667
PLAC1	-0.0845
KLHL18	0.16275
LBA1	1.1632
TAZ	-1.06
CRIP2	1.0085
BTBD11	-0.762
C16orf72	0.50375
DIO2	2.3384
LRRCC1	0.0223333333333334
CCDC136	-0.6855
PRX	-0.281375
RBM5	-1.1035
TMEM85	-0.2165
TUBGCP4	-1.49766666666667
APLN	1.347125
CDK7	-0.512166666666667
SSR2	1.52758333333333
CRELD1	-0.06725
C19orf46	2.67075
GAL3ST4	0.5025
KBTBD10	-0.2805
IL28A	0.37575
WDR27	-1.548
MCM2	-0.314166666666667
SOX14	0.5165
FLJ39743	0.771
KIAA0922	0.516625
HIPK4	-0.2095
FLJ25758	0.048
C16orf57	0.497416666666667
PDZD2	2.198125
MCC	1.48325
HHLA3	0.4088
ID2	0.5095
C20orf23	2.33816666666667
ZNF688	1.019
APOC2	-1.79616666666667
LOC440093	0.17425
FAM50B	-0.2475
PWP1	-0.341
DNAH10	-0.7865
HIST1H2BA	0.6145
GPR56	1.02783333333333
METAP2	0.3215
PAN3	0.539166666666667
STXBP4	0.628875
PDHX	-0.437
MTA1	0.0893333333333334
ZBED4	0.70525
ZNF720	1.65675
CDK2	-1.484375
RHOJ	0.39175
CDC37	-1.1525
ZER1	0.120875
GRK4	-1.14325
PRPH	-0.35075
POLR2A	0.25025
OGFOD1	-0.4035
NOL5A	-0.93825
PHEX	0.327
FLJ16478	0.1555
C20orf117	-0.833875
CAMTA2	-0.3125
C11orf74	-0.287333333333333
DDX17	-0.1535
C5orf27	0.6395
PLEKHA2	-0.2181
PDE4DIP	-1.0351
SCN7A	0.02
ZNF559	-0.544666666666667
CXCL10	4.225
ZMYM4	-0.379166666666667
STK32B	-0.869533333333333
KIAA0888	-3.8332
TACR3	-1.251
CKAP2L	-1.72875
KIF1A	-0.3225
RSPRY1	1.37525
VCAN	2.422
CYP27C1	-1.986
SYDE1	-0.913666666666667
MED12L	-2.474
ZDHHC21	0.90725
NHS	0.824
TM9SF3	1.5665
DDHD1	-0.12025
MAFG	-0.384083333333333
BICD2	-0.5611
C14orf119	-0.0941666666666667
C14orf43	0.0113571428571429
CDH7	0.9745
ALKBH5	0.546785714285714
JUP	1.60425
TMEM41A	0.585833333333333
MAMDC4	-1.52
CBX3	-0.20375
LRRC18	-0.00824999999999998
RBMXL2	0.6775
PLA2G4D	0.567166666666667
FGF13	2.07075
KIF3A	0.984666666666667
PDIA6	-0.13
DCXR	0.722
CASKIN2	0.55025
EHD1	0.530833333333333
MARCKSL1	0.838666666666667
ZNF496	-0.253333333333333
SCAF1	-0.0656666666666667
KCTD8	-0.5715
TRAF3IP3	0.6865
LSR	1.6985
CXorf1	0.00640000000000001
C14orf112	0.930333333333333
EIF2B1	0.1975
OMP	-0.075
GSTZ1	0.3775
LOC92017	1.792
ISLR2	0.754
C12orf36	0.778
GATA2	-0.156666666666667
GABRA5	-1.115
CELSR2	-1.14021428571429
STAM2	0.8379
TNAP	-0.96
PTPMT1	-1.08133333333333
GRP	6.40725
SV2A	-0.503833333333333
MAGEA12	-4.193
CACNG1	0.2365
C18orf19	-0.39775
GSG1	-0.465333333333333
PTPRJ	0.340071428571429
FRMPD1	1.4175
ZNF668	0.56075
PLEKHJ1	-0.894375
ADAT1	-0.2885
TMEM50A	-0.0846
UCN3	0.158
HOOK1	2.876875
IL17B	0.075
MLKL	-0.4025
TTC14	-0.0895
KLHL5	-0.17525
CRYL1	0.00533333333333334
FOXH1	0.1685
NFYB	-0.069
PPM1G	0.1185
GOLGA2LY1	-0.64825
NMT1	-0.589875
HADHA	0.0168
CHSY-2	2.83225
PLEKHF1	0.2805
SAGE1	-2.9535
MUSTN1	0.41175
SUHW4	-0.064
TFEB	1.02883333333333
ZFYVE27	-0.473
ATG12	-0.125166666666667
BMI1	1.2925
ZIM3	-0.06775
MYH4	0.23875
MASP1	-0.782166666666667
KIAA0984	0.79725
RPAP2	-0.8525
ASB5	0.32675
BOLA3	-0.421666666666667
MIA3	1.68616666666667
KRT35	0.829
KIR3DL3	-0.4865
MRPL51	-0.275
SEMA3F	0.207333333333333
NDUFB2	0.557333333333333
LOC253012	2.18775
FAM46C	-1.289
G6PC	-2.21857142857143
CSAG3A	-4.747
PREX1	0.646
SLC25A45	-0.432125
MAPKBP1	0.1267
CPE	0.3822
GNB1	-0.41375
CXCR6	1.519
TRIM46	1.3595
C16orf3	-0.072
HPSE	-0.1
TIGD3	-0.233
SPG3A	2.625
LCAT	-1.392
ST6GAL1	-0.339333333333333
POMC	-0.121
FLJ36031	0.291666666666667
NSMAF	0.0896666666666667
SKIL	1.322
ADSS	1.57883333333333
HMGCS1	0.3704
POLR3F	0.189
RAB10	0.467875
ZNF277P	-0.952125
ZBTB7B	0.553
DHRS1	0.139875
ABCC13	-0.24875
CNOT3	-0.08725
NFKBIA	1.238
GAK	0.1565
SFT2D2	2.42316666666667
HOXA6	-0.6595
CRTC1	-0.44075
LY6D	-0.722166666666667
C20orf72	-0.161666666666667
CPT1A	0.69025
LMO1	-1.1215
EIF3I	-0.56575
PRB4	0.1975
MCM3APAS	-0.853125
C20orf132	-0.9263
FOXF2	-1.83075
S100A12	1.56725
MLH1	0.355166666666667
ACTN1	1.0214
MRPL36	0.565166666666667
C20orf106	-0.593
FBXO6	0.6695
MKS1	-0.4515
CX3CR1	-2.475625
PDE1B	1.061
PLP1	-3.34275
KISS1	0.0823333333333333
C14orf2	0.499
TBC1D3P2	-1.0595
COMMD6	1.376
ANKRD7	-1.6465
PTCHD1	-1.3535
NARS2	-0.626
DOCK7	0.390125
FAM127B	0.52225
LOC390243	0.163166666666667
N6AMT2	0.85325
ZNF391	-1.928
DNAJB14	0.273833333333333
WRB	-0.060125
BPI	0.1515
TTC4	0.142333333333333
FAM10A5	0.503
GOT1L1	-0.1996
MAGED1	0.438625
RESP18	-0.575
WFDC6	4.4905
MT2A	-0.1075
C11orf56	-0.04825
KIAA1432	0.558
ROR1	-1.025625
HSD17B14	0.701
ZFAND2B	-0.815125
SAMD4B	-0.37225
HEXA	0.115625
HNRNPU	0.677954545454545
USP39	0.018375
NRD1	0.547
R3HDML	-0.10275
FLT4	0.0608333333333333
OMG	-0.194666666666667
OR52N4	0.3545
LOC399818	-1.3015
ELA2	-2.189
VENTXP1	0.062
RFC5	-1.2595
OR52L1	0.689
PAX5	-0.2885
FBXO2	-1.61375
GMEB1	0.696
AKT3	-0.572333333333333
CRB1	-1.8572
CTTN	-0.349166666666667
UTP15	-0.68
HSBP1	-0.308416666666667
PHF11	1.58025
NDEL1	-0.352
USP8	-0.363
BAIAP2	-0.044375
SI	-0.2058
ARSJ	-0.429166666666667
BAAT	-2.0535
KCNS3	2.62233333333333
LOC126147	-0.3015
TMEM37	0.53575
C1orf162	3.6705
MBD1	-0.691
ITGAL	1.01383333333333
WDR73	-0.442666666666667
GKN2	0.1816
ARFGAP1	-0.38975
SLC5A8	5.01816666666667
ZBTB40	-0.3449
CYP4B1	2.76366666666667
LYPLAL1	0.947
CHST3	-0.9895
MAP3K9	0.1545
BTAF1	-0.461166666666667
TFAP2E	0.102
RBM35B	0.96875
LOC441251	-0.527
ANKRD25	0.194277777777778
UQCRC2	0.575
MAEA	0.2485
HYAL1	-2.2751
RNPEPL1	-0.00500000000000002
CPSF2	-0.057875
PSD3	1.2325
ABCA13	0.280375
AGR2	2.16175
GBX1	-0.771
HDLBP	1.10521428571429
ACY3	-0.43275
HECW1	-0.026
ZNF519	-1.644
HOPX	3.5335
ZNF304	0.634125
OR12D3	0.5375
FKSG43	0.281
METTL1	1.03225
MFSD3	-0.1596
PSPH	-0.9095
CLCA3	-0.599
DARS2	0.654333333333333
CDC25A	-1.45733333333333
BAIAP2L1	-0.03775
B3GNT5	2.306875
USP29	-0.085
ARHGEF10L	0.4243
ATOX1	-0.034875
ADAM30	-0.6585
DNASE1	2.18725
STT3A	0.557583333333333
RAB6IP1	-0.373
PTN	1.2998
C1orf106	1.60607692307692
HECA	1.2955
RNF122	-0.285
SLC22A18AS	0.606666666666667
GNG8	0.494
ELP4	-0.1985
FAM65A	0.1775
RPL10A	-0.121333333333333
IRS4	0.3675
MACF1	1.3292
SEC24D	1.167
LOC374395	0.064
TGFB2	-0.866125
MDFIC	0.02725
CHRNE	0.476666666666667
PCMTD2	-0.597666666666667
ATP6V0D1	-0.3185
MTA2	-0.60325
LZTR1	-0.659333333333333
RAP1A	-0.108
AXIN1	-0.093125
POLR1C	-0.07575
TRIO	0.661416666666667
PLXNA4A	-0.218
C5orf33	0.13375
DEPDC1B	-2.41025
ZNF473	-0.214166666666667
MTM1	1.033
GPR107	0.913
CSNK1A1L	0.518333333333333
FLJ14154	-0.4215
NLRC4	4.10525
ENPP4	0.538166666666667
PADI3	0.977
RNF170	-0.13425
CG018	-0.4845
C16orf7	-0.219
KCNE1	-0.18375
NRM	-1.26466666666667
SLC37A3	-0.00599999999999997
TPD52L2	-1.26716666666667
UNC5B	2.275
C12orf12	0.5608
SDHB	-0.8155
CLRN1	-0.0931666666666667
NUDT10	0.1385
UGT3A1	-0.137428571428571
FBXW8	0.284875
RHOF	-0.599125
PTPLAD1	0.0465
MYO3B	-0.727
DERA	-0.796
TPP2	-0.504
C19orf53	0.282833333333333
GINS3	0.1345
ST6GALNAC5	2.2685
CHSY1	-0.16975
MGC15705	0.0655
GPR83	0.536833333333333
EXT2	-0.0145
DOLK	0.745
TUBAL3	-3.1195
ACVRL1	2.0734
ABL2	-0.164833333333333
C14orf156	0.136833333333333
PTPRZ1	-3.575125
DIP2C	0.889
LAMP1	1.023625
RXRA	0.6151
MAP3K5	1.2575
ALKBH1	0.5835
PDLIM7	-0.251875
ARL14	-1.093
SNIP1	-1.12183333333333
TIMP3	2.7435
RGS3	0.00533333333333333
SPAG16	-0.239
ABHD4	-0.20575
ARHGEF12	0.253833333333333
GLUD2	-0.3505
RAC2	-0.7121
UAP1L1	-0.074
SLC18A3	0.2725
YOD1	-1.58408333333333
RALY	-0.6285
HMOX2	1.199
DGKH	0.18025
DBNDD2	0.326833333333333
YIPF4	0.360875
THAP10	-2.49475
ZNF513	0.13575
HAGHL	-0.478333333333333
ITGB4	-0.5035
CCDC141	-1.555
YTHDF3	0.659
C5orf28	0.6245
RPL7L1	-0.46325
TMEM30B	0.186071428571429
ANKRD35	1.509
DUOXA2	0.12275
TBC1D5	0.360375
DFNB59	-0.8755
HRH4	0.161666666666667
MYO6	2.4132
DNAJA4	1.82625
RBM24	-1.678875
CEACAM20	-0.54725
RBM23	-0.543571428571429
NGFB	-0.759
C1orf63	-1.6691
KRTAP7-1	-0.1025
PERLD1	3.997
NPB	-0.2185
C17orf59	0.522
HSPBAP1	0.1325
SLC15A4	0.083125
PRTFDC1	-0.93925
OSMR	-0.1695
CYSLTR2	0.561
C19orf25	-0.3154
KIAA1797	0.315
NLRP6	0.1075
FAM105B	1.0728
SCRN2	-0.9405
LRRC58	0.5826
RNF17	0.202
NEIL3	-1.997
FAM137A	0.2295
SKP2	-1.938
PARVA	1.37566666666667
PKLR	-1.012
RNF34	-0.205375
A3GALT2	0.0815
C12orf50	0.0025
SUNC1	-1.13466666666667
FAM102B	-0.897
CCT2	-0.57275
LRRC37A2	-1.228
ARF4	0.5535
SIKE	-0.287875
C8orf48	0.595
MBTPS1	0.100142857142857
GPSN2	-1.547
NCF2	3.427
SLC12A6	-0.556166666666667
MRPL48	-0.511
HMGN3	-0.199333333333333
LRRC62	-0.801
PAX9	1.41325
FAM55A	0.466
C20orf42	-2.95083333333333
SCML2	-1.5904
BCL9	1.04125
FAM40A	-0.8735
C9orf41	-0.594
ZNF774	-0.6195
LETM1	-0.54925
PLXNB1	-1.1775
NIPSNAP1	0.39575
USP10	-0.42425
F9	2.14966666666667
LIPE	-1.29975
CNGB3	-0.9005
C12orf52	0.112125
PI4K2A	0.104
MED8	-0.6675
STAT4	1.2697
FGD4	0.27
RNF145	-1.4425
WDR32	0.1668
CLDN2	0.139333333333333
TCEAL8	0.47925
ZMYND8	-0.275222222222222
PDXK	-0.8860625
GATAD2A	-0.35125
PTGES3	0.281
CCM2	-0.16825
TAP1	1.454625
ZNF670	0.90275
ETS2	-0.1475
C6orf166	0.328333333333333
PRMT2	0.0709285714285714
OR4B1	0.2755
INTS8	0.202
CCDC102A	-0.6325
CCDC83	-0.464333333333333
ITGA1	0.8264
EPHA5	-0.9834
FAM24B	-0.481833333333333
TSGA10	2.1535
HAL	-0.556833333333333
MYOT	0.178
SPACA3	-0.08725
BCL2L2	-0.668
CUGBP2	0.038
CCNB3	0.314
RNF113B	-0.17975
MERTK	0.00699999999999999
BAG1	-0.81725
VPS36	0.01625
ORMDL3	3.4222
C1orf190	0.58775
ZNF625	-0.308
CORO2B	-1.263
ALOX15	0.2115
CST1	0.819
NUPR1	2.71566666666667
CCL7	3.92575
SMCR5	-2.922
DSC2	1.81
RBMS2	0.5545
GRIK4	1.562
TRIM65	-0.2237
TMPRSS6	0.577928571428571
TP53INP2	0.8985
GLB1L	0.574666666666667
LOC388284	0.120333333333333
PUS1	0.582928571428571
BCL9L	-0.3895
OLFM1	-1.95266666666667
RET	3.425625
MASTL	-1.4925
ALX3	-0.18275
IL1RL1	-0.198833333333333
ZNF765	-0.7468
C14orf138	-0.99225
SNX10	-0.340666666666667
TAC4	0.488
C1orf64	1.199625
POGK	0.532625
MAPK9	-0.73325
ZNF366	1.8655
C8orf79	-0.1062
CLDN7	1.976
OR5AT1	0.852
TRIM37	-0.94575
LRRC25	3.08625
GRHL2	2.3704
TEKT3	0.8495
LASS5	-0.342166666666667
ABCC4	-1.71872727272727
DLG3	1.658375
VGLL1	0.884625
ZFP36L2	2.78183333333333
MFRP	0.1452
KIAA1799	0.771
FLJ44379	-1.098
PCNX	0.4845
ANXA9	0.936
CYP4V2	-0.342
PIK3C2A	0.036
SRR	-0.817
NOL3	-0.2215
IFITM2	0.5305
ARNTL2	-0.82775
ZNF595	-0.1365
NLRP13	0.559
ASPH	2.444125
CPA2	-0.058
PVRIG	-1.2555
LEPR	-1.185
C16orf42	0.576833333333333
SH3BGRL	2.459
FAM77D	-0.595666666666667
FNDC7	0.0195
C9orf6	-0.094
NOTCH2NL	0.608333333333333
PGBD1	-1.1825
SYNGR2	0.344833333333333
PITPNA	-0.631625
PRPF4B	-1.1662
SLC43A3	-1.54242857142857
NRBP1	0.172
SLC25A22	0.098
ILK	-0.26625
SLC22A8	0.465833333333333
MRPS7	0.145
PITX2	-0.3925
FABP3	-0.243125
OR1L1	-0.692
LOC728215	-0.221
BLID	-0.9785
KIAA1217	2.34494117647059
TFPT	-0.3885
AP4B1	-0.902
VBP1	-1.54325
OR1K1	0.369
MORC3	-0.2235
BHMT2	-0.078
C3orf10	0.098
FZD7	1.07283333333333
WFDC10A	-0.5485
PMS2CL	-0.504875
CCDC32	-0.0165
FA2H	-2.762
ALG13	-0.4585
TTLL7	0.6712
SPOCK3	0.7375
SLC13A2	0.568
AIM1	1.95875
GPRC6A	-0.85
EGR2	3.08725
MED11	0.49375
WWC1	1.19575
SH3GL3	-2.99425
RIF1	0.593571428571429
PRLH	0.106
VLDLR	-0.851
DBT	0.4068125
C21orf63	-0.6395
CGGBP1	-0.90525
KRTAP12-2	0.237
TADA3L	-0.673125
ZBTB16	1.13175
PDGFB	1.08375
RFX1	0.55375
UQCRB	0.5008
LOC133874	0.325
HPS3	1.5605
LGALS3BP	0.419
DKFZP564O0823	2.38821428571429
MRFAP1L1	0.144375
HOXA10	0.338666666666667
NGB	-0.2115
KIF21A	1.82861538461538
IFLTD1	0.8405
LZTS1	0.144625
ARHGEF3	2.71075
RHBDL3	-0.3735
CSNK1G2	0.199166666666667
ChGn	-0.51075
KIAA1244	1.961
GABRB2	0.782
MGC72080	0.2125
CD27	3.85375
EGLN1	-1.2322
PEX13	1.4895
RWDD3	-0.754
RNF12	0.0591666666666667
GRIN2B	0.01
ADAMTS14	-0.603375
DYDC2	-0.687166666666667
ATP6AP1	0.7176
NR1H2	-0.368833333333333
PDK2	-0.85425
C3orf17	-0.363666666666667
SLC38A2	-0.511214285714286
SLC25A29	0.4715
C15orf29	0.09725
ADAM9	0.568333333333333
TMUB2	-0.260375
GPR176	0.012
AGK	-0.253625
MCCD1	-0.04425
NDUFA4	0.0535
TMEM146	0.9805
DUSP1	1.170875
UNQ6975	-0.11
EMX2OS	4.19175
INSM2	0.32975
LUZP4	0.41825
SETD6	0.8435
P2RY2	2.627
SLC45A2	-0.6875
RABGAP1	1.06916666666667
UBXD5	-0.303875
GPRC5A	2.4188
PAK3	-0.055
LOC63920	-1.1235
TGFBR1	1.298
KRTAP6-3	0.2705
SFMBT2	-0.035
CDC42	0.069875
C11orf35	0.026
TTLL2	1.00125
UACA	1.11491666666667
CD97	-0.9443
SETD5	-0.57075
NINJ2	-0.108
PTER	-0.9445
POMGNT1	-0.75575
KRTAP4-2	1.276
ECGF1	2.1395
HRB	0.436
ATP1B2	0.1762
LOC400506	0.7765
COL4A3BP	0.80375
C6orf97	-1.358
GRHPR	0.248625
TAS2R1	1.1785
SEMA7A	-0.781
EDF1	0.02975
ODF2L	1.67
PCID2	-0.541
GTF2H4	-0.861
ZCCHC3	-0.851625
CGB2	-0.0268333333333333
NEUROD1	0.91725
C20orf75	-0.9275
RP5-1054A22.3	0.973333333333333
IFNA5	0.233
ZNF134	-0.209166666666667
MGC119295	-0.926
ZSWIM6	-0.0140000000000001
SMEK1	0.234333333333333
PCGF2	0.16025
C1orf102	1.44375
CYP2A13	0.2045
KCNH6	-0.581111111111111
MDM1	0.0935
ALDH7A1	-1.15033333333333
C9orf75	0.03725
VDAC3	-0.130375
OR51T1	0.112
EIF3F	-0.548166666666667
KCNJ10	0.159875
LENG8	0.78025
EDEM2	0.625333333333333
CCNJL	-0.6205
DHX37	-0.1505
CRYGN	0.2865
AATF	0.6265
ZNF630	0.351
E2F5	0.3655
WFDC13	-0.38175
FTSJ3	-0.052
C4orf33	0.4855
LHFPL4	-2.7675
C19orf56	-0.0155
SMAD4	-0.381875
AFM	-0.134166666666667
G0S2	-1.0095
FCHSD2	0.039
RRP1B	-0.8789
EEF1B2	-0.696666666666667
STAT6	-0.117166666666667
ZNF195	-0.073
GNL1	-1.36816666666667
ZNRF2	1.11466666666667
PER3	-1.3275
ASB16	0.57575
C10orf10	2.69485714285714
ADCY8	-2.53516666666667
C9orf58	2.32983333333333
ARMC10	-0.352666666666667
PSG1	-1.1055
DHX34	-0.000250000000000007
VARS2	-0.48525
NFIC	0.85675
ITPR2	-0.373
AGXT2	1.0695
OR6K3	0.4215
H2AFZ	-0.22075
MLLT3	1.20875
COX4I2	1.48875
CCNT2	-0.16025
PLK4	-1.265875
NUMBL	-0.362666666666667
MED16	-0.07525
PLEKHQ1	1.33875
GOSR1	1.65688888888889
BTG4	-0.627666666666667
RPL30	0.95075
IGSF5	-0.292
IGFL2	4.7635
ELMOD2	1.13316666666667
SHC3	-1.5375
HAVCR1	0.33
DYNC2H1	-0.6915
RNF5	-0.973
C2orf7	-0.1925
NLF1	0.1965
KLHL25	-0.27675
LRP10	0.531
KRI1	-0.12425
PUS7L	-0.240833333333333
MGMT	0.63825
HOXD1	0.1045
CSH1	0.1975
ATG16L2	-1.59625
FLJ44635	0.2825
CHODL	-0.2505
EXOSC8	-1.77975
SLC28A1	0.1
MYO7B	-0.397333333333333
SEH1L	-0.221
MTNR1A	0.465
TSPAN5	0.628833333333333
CDC45L	-2.03083333333333
AMIGO1	-0.166
ATAD3A	-1.529
OSGIN2	1.56066666666667
PDIK1L	-0.071
DARC	0.415125
PIPSL	0.875
SHMT1	-0.15025
CRISP3	-0.2115
POPDC2	1.55583333333333
ZRANB2	-0.3965
FBXL8	-0.32425
TRIP13	-0.342545454545455
EIF5AL1	-1.558
POU5F1P3	-4.72433333333333
IL6	-2.10016666666667
CXorf38	0.608666666666667
IFNA16	-0.258
FBXL2	1.73266666666667
BRD1	0.1275
STATH	-0.21675
FBXO44	-0.469
MCCC2	0.09975
CDC2	-0.9555
C5orf23	1.92025
IVD	0.164166666666667
C10orf122	-1.30075
MSL3L1	0.3486
MVP	-0.08975
EPOR	-0.5413
ZMYM1	-0.626666666666667
BCL7C	0.708833333333333
PSTPIP2	1.2885
LYPD1	-1.464
OR8G5	0.0235
ZP3	-0.837166666666667
BCAS4	0.383166666666667
EDG6	2.14325
ISY1	0.221
PRAMEF2	-0.84225
CUL1	-0.17975
RNF213	0.6884
CCRK	1.06825
DHX9	0.006625
C13orf29	0.12675
NCKAP1	0.307166666666667
MRPL43	0.567928571428571
XPR1	0.8625
PKN2	0.00349999999999997
PODNL1	1.04
ZNF333	0.199375
DALRD3	0.9115
OPN1SW	0.6195
BTBD6	-0.1025
C11orf82	-0.476
OR5P3	0.4255
DUSP11	0.13725
L1CAM	-0.928
NEK11	2.24233333333333
OR7E91P	1.856
CNTN3	1.8376
CREB3L2	0.76325
ZBTB37	0.845
KIAA1324L	-0.10225
NDUFB10	0.664666666666667
NUDT2	0.49
GTPBP8	0.2095
CACNA1D	0.030625
PRKAA2	-0.746833333333333
PRDM8	0.608
MGC16075	-0.294833333333333
KRT14	0.328642857142857
PP8961	0.600125
MRPL18	-0.81375
ABCG2	-2.218
PACRG	0.20475
BBS2	0.89
KREMEN2	-2.06
FBXO21	1.351
HNRPUL1	0.0960833333333333
GRB10	0.10575
CLSTN1	0.7315
LMAN2	-0.6086
C17orf61	0.29725
NIPSNAP3A	0.5895
INSIG2	-1.02166666666667
PCDHB7	0.0955
STXBP2	-0.381875
CMAH	1.62808333333333
SEMA5B	0.496
ZNF155	-0.129833333333333
COQ6	-0.0665
PRPF4	0.695
TSPAN15	2.4283
VN1R5	0.02825
LATS2	0.849
SELK	-0.18575
PGK2	0.9465
MS4A1	-1.62614285714286
TYW3	0.759
KRTAP5-1	-0.1945
RCCD1	-1.37816666666667
BTN1A1	1.29875
DDX28	0.127
TMEM65	0.940375
LOC92345	0.28875
TTC31	-0.356
WDR46	-0.985833333333333
CHP2	-0.997
LSP1	0.74575
ZNF542	0.22925
EXOSC1	-0.21025
ARHGAP18	0.894666666666667
LRRTM4	-0.57525
MAOB	2.76916666666667
CACNB4	-0.50025
MGC33846	0.648
RANBP3L	0.845625
ATP5L	-0.358
ONECUT1	-2.363
NUDT9	0.74675
TMEM149	1.686
STX17	0.50925
IGSF10	-3.176
TMPRSS9	0.823
BMPR2	0.838909090909091
ALLC	1.135
KLF7	1.946875
GCC1	1.0352
TIMM9	-0.07325
CDO1	-0.785
MGC10701	-0.686333333333333
IFI6	2.56866666666667
FRMD8	0.55375
MGAT2	-0.37175
WBP5	0.209333333333333
CNIH2	-0.1245
KIAA0907	-1.367
KCNH8	-0.2245
CTSG	-1.85225
GRIK1	0.0905
CUL5	0.493625
FRMD1	0.5475
OR9A4	1.184
SYT6	-0.61475
FOXD4L2	1.08875
ANAPC2	-0.459
OPN5	0.2775
TAF13	-0.163
LYG2	-0.39375
GGNBP1	0.49
C11orf40	0.7955
OTX2	-1.051
REG4	-0.065
EIF5	-0.6288125
PALB2	0.43775
SEPSECS	-0.3518
RNASE3	-0.11425
TRIM49	-2.3775
POLR2K	1.1695
GPR42	-0.0695
C8B	0.06725
SASS6	-1.17025
PREB	-0.238333333333333
OR3A3	0.534
TUBA8	0.4495
IGLV2-14	-1.41625
STIL	-2.03825
ANKFN1	-0.729333333333333
NME7	-0.37325
HOXC12	0.02125
UBE2C	-0.385875
FHOD1	0.13025
CDK2AP1	0.751333333333333
OR6K2	0.5715
DHPS	-1.19175
RPL5	-1.16966666666667
TRGV5	0.825
LOC541472	0.277
HCCS	-0.802333333333333
DENND1B	2.0105
LHX3	1.301
OR5D16	0.5025
CXorf57	-3.60383333333333
IRF2BP1	-0.1085
NDST2	0.887166666666667
LCE3D	0.073
BOLL	0.8422
SYT3	-0.43375
PIH1D2	0.39225
C20orf7	-0.159166666666667
IL1R2	0.671
