Hybridization REF	TCGA-B6-A0IA-01A-11R-A034-07
OR9A4	-0.1075
SYT6	-1.306
FOXD4L2	-0.44025
ANAPC2	-1.318
OPN5	0.409
TAF13	0.53725
LYG2	-0.7065
GGNBP1	-0.336
C11orf40	0.7845
OTX2	-0.253
REG4	0.5544
EIF5	-1.337
PALB2	-0.071
SEPSECS	-0.6446
RNASE3	-0.39325
TRIM49	-0.945
POLR2K	1.6279
GPR42	0.5165
C8B	-2.017
SASS6	-0.13375
PREB	-0.782
OR3A3	0.646
TUBA8	1.025875
IGLV2-14	-3.036
STIL	-2.41225
ANKFN1	-0.00516666666666667
NME7	0.051
HOXC12	-0.2375
UBE2C	-0.818875
FHOD1	-1.344625
CDK2AP1	0.906583333333333
OR6K2	0.02525
DHPS	-0.02625
RPL5	-0.803083333333333
TRGV5	1.024
LOC541472	0.401625
HCCS	-0.3931
DENND1B	3.2695
LHX3	-0.3955
OR5D16	0.8685
CXorf57	-2.7175
IRF2BP1	0.57975
NDST2	0.807
LCE3D	0.7725
BOLL	0.506
SYT3	-0.661
PIH1D2	2.38475
C20orf7	-1.01583333333333
IL1R2	1.00883333333333
SLAMF9	1.1245
PPME1	0.311125
PIK3CA	0.54475
TRAPPC1	0.2275
COLEC10	-0.76175
SLC9A6	-2.4446
PDDC1	-0.769166666666667
CCDC53	1.06275
GK3P	-0.05675
DAZL	-0.83075
BRI3	-0.238
SDK1	0.374625
CYP2C18	-0.198
IFI44L	1.1295
RPL3L	1.291
FUT9	-1.1245
KIFC2	0.323333333333333
PMP2	-0.363
SLC4A9	0.02
PLAG1	-2.71233333333333
MYCBP2	0.206333333333333
OR4E2	0.4755
CCDC65	2.38925
C16orf82	-0.073625
ENTPD4	-0.39775
BRP44L	-0.1745
PMP22CD	0.11775
TMCO4	1.16766666666667
KCNN1	-0.664
WDR35	0.36075
CCDC80	0.04925
C3orf31	-1.12925
SLC7A9	-0.8515
TMEM190	1.7855
DBC1	-2.0235
FADS3	-0.849333333333333
PDZD8	1.79533333333333
GRM5	0.454857142857143
AZGP1	5.351
PEX3	-1.052
MED1	0.103571428571429
ATG4C	-1.446
HNRPH3	-1.827875
FAM109B	1.3695
C4orf17	-0.233
CA10	-0.25175
OPRD1	0.374
CCL16	-1.1525
SACM1L	-0.349
CST6	4.79075
CD63	1.3365
LGI1	-1.67875
ZNF784	1.53825
CRYBB1	-2.161
CX3CL1	-0.25735
TOP2A	-2.048
GYPB	-3.38866666666667
GADD45GIP1	-0.117
FEN1	-2.305875
IGF1R	0.564
WDR72	-1.106
PURG	-1.02966666666667
DEFB126	-0.210333333333333
PKD1L1	0.86475
CAV1	-3.5901
GNPDA2	0.0367
DGAT2	-1.458125
NLGN1	-4.841
STRBP	0.4885
HPRT1	-0.246
FANCI	-1.574625
PSMA7	0.757625
DBF4B	-0.738833333333333
TTF1	-0.80725
RAD54L	-2.46675
ELOF1	-0.57025
PLAGL2	-0.3505
ZNF256	0.27525
HMGCL	0.4695
MSI2	1.85037170770859e-17
RPESP	-1.45033333333333
C11orf60	0.79575
ABCD1	0.086
ACAA1	1.5272
SPARCL1	3.10357142857143
IL6ST	4.6196
ZNF319	-0.38925
TMEM109	-0.8608
FAM90A1	0.723833333333333
IL22RA1	-2.0745
ATP4B	-0.019
TEC	-1.83816666666667
C7orf30	-1.01725
TXNDC2	-0.313666666666667
ABCB4	-0.5125
KIAA1191	1.108625
C9orf38	1.166
SFTPB	0.25375
CNTNAP2	3.072
FRK	1.1825
TBX19	-0.563
CHD4	-0.81925
C6orf26	-2.75333333333333
MOSC2	0.98625
IKBKE	-0.29625
HIF1A	-4.25766666666667
LOC595101	-0.5265
RELA	0.555666666666667
TMEM16B	-1.6915
ABHD12B	-2.1835
TSEN34	0.228
KIF18A	-1.2125
TXNDC9	-0.909833333333333
SPATA2L	1.3545
SEMA4G	-0.7075
C21orf91	0.429625
MATN1	-0.1375
KCNIP4	0.0328
TUSC1	1.399
OR4C15	0.559333333333333
ARMCX6	-0.153833333333333
WBSCR27	-0.173666666666667
OR52I2	0.279
KIAA1604	0.5245
DYNC1I1	-2.486
PPP4C	0.05575
SLC47A2	-1.4785
TREH	0.346375
CD48	-1.001
ST14	1.77916666666667
PKN1	-0.98375
SPON2	-1.201
XBP1	2.17941666666667
SFRS12	-0.538833333333333
EFCAB6	2.257
SELT	1.046
SLC39A2	0.9065
ERF	0.097
ARL3	0.92775
SURF6	-1.6366
MLLT10	-1.20690476190476
FLJ11171	-1.24466666666667
TDGF1	-4.61533333333333
ERCC6	-0.235
EIF2AK4	0.918875
BAZ1A	0.74
LRRN3	-0.94
TMC3	0.8355
EFTUD1	0.23825
PTPRO	-0.507833333333333
CLEC12A	-0.552625
ACBD4	0.72525
ZDHHC14	-0.74325
OTUD7B	2.30075
ACTB	0.8663125
MSRA	0.04575
LCE5A	1.133
IFI35	0.21475
BSCL2	0.223166666666667
ANKRD12	1.16275
CFHR2	0.416
RGAG1	-0.604333333333333
HSFY1	0.6425
SLC30A5	-0.422
IMPG1	-0.1585
GPR109A	0.7625
ZNF185	2.264
IYD	0.1195
NPCDR1	1.1235
SERPINA13	-0.071
HMGCLL1	-1.559
NEUROG1	1.10683333333333
UBQLN1	0.3385
LIN37	0.5125
SOCS2	-4.7795
DSCR4	-2.35275
XKR6	-2.152
GPR142	1.011
KRTAP13-3	0.358
CCDC15	-0.164833333333333
MOS	0.101
CD1E	-1.982
OFCC1	-0.2294
FAM83D	-3.229
SRFBP1	-0.3045
C9orf96	0.024
DHDH	1.88
CCDC90A	1.202
RABL3	1.19115
CD320	-1.24516666666667
ANGEL2	1.04908333333333
MRPL21	-0.1285
SMG6	0.202166666666667
INSR	2.63025
FLJ14816	-0.0785
GLRB	-2.652
C9orf89	2.02925
CIZ1	-1.384875
URG4	-1.19533333333333
LRDD	-1.05066666666667
CBY1	0.578333333333333
NFX1	0.06075
MTERFD2	-0.502285714285714
C19orf23	0.6405
PGC	-2.461125
IER3IP1	0.6051
RASAL2	1.8255
C1orf89	-0.1315
SYNJ1	-0.378875
NFKBIE	0.786
FLJ40125	-0.325166666666667
TCEB2	1.5153
NOG	-1.4935
POLR2J2	-0.541333333333333
HLA-B	1.76225
PCDHA1	-1.847
PPP2R2B	-2.5465
ARHGEF17	0.431333333333333
TCF7L2	1.12092857142857
CHD5	0.467833333333333
ZNF431	-0.285
TBC1D25	-0.16
ZNF800	0.3165
SCUBE2	3.56609090909091
MYCBP	0.479333333333333
GPX5	0.882
C6orf129	0.1935
QSER1	-1.271
ULK2	2.287
PIGO	0.3575
NRCAM	-0.273357142857143
SLC35E3	0.397
CSRP2	-3.872
HYPE	1.861
MAPK15	0.572833333333333
MGC14327	-0.26975
TIMM13	-0.874166666666667
ZNF462	-1.7345
GBA3	0.579
TEX13A	0.4925
MCM6	-1.46544444444444
MTRF1	-0.679375
ABCA7	-0.22025
EIF4A2	-0.82425
ZC3H10	1.1491
RPGR	0.722333333333333
C20orf94	1.57575
RP1L1	0.13225
GPR125	-0.290375
USP22	-0.112928571428571
OR1L4	0.101333333333333
MLZE	1.83725
FLJ32065	0.2605
PTCD1	-0.48675
CRTAC1	-0.0701666666666667
BXDC2	-2.2265
C18orf1	1.61716666666667
FAM107A	-0.276285714285714
EFNA3	0.44825
P18SRP	-0.2903
CAMKK2	0.3525
KIAA0649	-1.728
NES	-1.9735
HS6ST3	-2.20525
PON2	-0.44625
TCP11L2	1.11225
CLEC4A	1.1305
PRR12	0.077
MLXIPL	-1.7182
C2orf50	1.863
ZNF28	-0.0765
ENC1	0.394
MAP2K1	-0.69725
FKSG2	1.0925
KIAA0430	0.4575
PTP4A1	-1.00016666666667
GPR156	1.4535
GTF3C6	-0.58825
UBR2	0.4749
LOC388272	-0.53525
MAK	0.8385
ACOT4	3.954
STC2	0.0110833333333333
PIGW	-1.31725
SAE1	-0.688625
COL6A1	0.638863636363636
OAZ1	0.493666666666667
STMN4	0.475333333333333
EDG3	0.454833333333333
SGCE	-4.30333333333333
IL11	-1.61633333333333
PRSS8	2.361125
YIPF5	-0.214
WNT4	3.85325
CSN2	0.179833333333333
TCF7	-2.53475
TDO2	1.489
SAMD9	-1.0393125
S100A7A	-0.4455
MMRN1	0.365
GKAP1	0.9815
AKR1C3	-3.17625
RNF19A	1.558375
GMDS	-1.3075
YKT6	-0.418
SPARC	0.1837
C12orf31	-0.15625
UBE2V2	0.0315
FBXL18	-0.236833333333333
KIAA0460	1.91975
ADAM22	-1.49657142857143
SERPINC1	-4.723
KCTD21	0.1815
MYOHD1	-2.15925
ZNF37A	0.0211666666666667
GTF3C1	-0.3685
CTSZ	1.24325
PRNPIP	-1.491
DRD1IP	1.216
NR1I2	-1.79216666666667
ZNF266	-1.3169
SPAG4L	0.2685
COX4NB	-1.4
SAPS1	0.338666666666667
APOA1	-3.8245
TATDN1	-0.350833333333333
C10orf82	1.11325
KPNB1	-1.621
FOXO3	-0.0114166666666666
CRYBB2	-0.9805
ZBTB5	-1.1075
SLC25A38	-0.178
DCTN2	-0.527333333333333
IFT20	0.666
CTHRC1	-0.7315
C1orf31	-0.0365
UHRF1	-0.8783125
GPC6	-1.46375
C10orf54	0.8095
MCF2L2	0.769833333333333
WNT9B	0.767625
OLA1	-0.533875
FAM120B	-0.413
TTLL10	-0.043
CYorf15A	-4.91466666666667
RELN	-2.1333
SCN2B	0.559181818181818
MFHAS1	-1.41675
NKX3-2	-1.52616666666667
RASGRF2	-0.5645
SSBP1	-0.526166666666667
KPNA6	0.199928571428571
LOC389118	0.743
HS3ST4	-0.868
SUPT7L	-0.75125
FLJ32658	-1.794
IGFBPL1	-0.2775
KIAA1641	-0.9077
SHKBP1	-0.573833333333333
CSF1R	4.77975
NAGK	-1.03925
MYL2	0.4015
HIST1H4C	0.580166666666667
TOMM7	-0.184875
ADAMTSL3	1.638
TNFSF14	-1.50025
PRRT2	-0.14
VTA1	-1.16475
AOAH	0.859833333333333
CRISPLD2	0.426928571428571
PNN	-1.7385
TA-NFKBH	0.222
ESPN	-0.34825
RBM43	0.5225
KIAA1267	0.742625
DDX3X	0.107277777777778
KIAA1576	-4.469
PLXDC1	1.61933333333333
FLJ25801	-3.95525
HNRNPL	0.5065
RUNDC3A	1.13516666666667
CASP12	0.6405
SH2D5	-1.094875
RPL26L1	0.182
OR51A7	0.30725
HDC	-0.001
C2orf16	0.28
SYTL3	-0.156125
GOLGA4	0.4664375
NOTCH1	-1.08
ATPAF2	0.55075
ECD	0.5705
SSX5	-1.46666666666667
SNAP91	0.3275
OCA2	-5.84775
PNPO	0.920666666666667
DAPK1	-2.01066666666667
PINX1	-1.32533333333333
SELENBP1	1.240875
NEK3	-1.31433333333333
TMED4	-0.220071428571429
SSTR4	0.4735
FOSL1	-2.0305
CD40LG	0.4155
CES1	-1.67566666666667
DCI	1.384
B3GAT3	-0.506666666666667
STK17B	-2.061
CNTN6	-0.111
CYP3A4	0.179666666666667
MBOAT2	2.16457142857143
PISD	-0.05675
USP1	-1.51425
PYDC1	2.798
CENPM	-0.618625
SAR1B	1.594
TTC7B	-1.057125
DP58	0.0935
GPC1	0.85875
RBL1	-1.876125
TMEM137	-2.08816666666667
TOB1	0.54525
TCEAL1	1.035
CENPF	-1.18872727272727
C6	0.47
PRSS1	-3.6225
PPIL6	1.6925
C6orf124	0.269
ODZ4	-0.5555
SNCB	0.24375
NDUFB9	0.9495
CNOT6L	0.515666666666667
S100A9	-1.18283333333333
TRIM50	0.431
KCTD1	3.1531
WDR63	0.89
SPEF2	1.544375
RNGTT	-0.110166666666667
CXorf22	0.0055
KCNK16	0.14175
CEP250	-1.204125
ATPBD1B	-0.0675
KCNJ2	3.13125
MT1B	-2.432
ZNF684	-0.368
SLC4A1	0.52575
PDHA1	-1.328
ZNF492	0.333625
TKT	-0.2405
BYSL	-1.197875
RNF38	0.036125
AHDC1	0.6285
KLHL2	-0.851875
CMTM8	2.76625
DMP1	0.7985
HERPUD2	-0.456875
CRTAM	1.3274
ZNF572	-0.1945
TMEM16J	-1.549
HSD17B2	-4.5085
UBE2G1	-0.540875
AHSA2	-2.88275
PELI2	-2.7355
TPX2	-1.919375
ATP9B	0.7735
DAZAP1	0.20025
HMGCS2	1.591
C17orf38	-0.10625
B9D1	0.4995
NKX2-5	-0.941666666666667
KIAA1276	-0.166
LILRB2	3.5295
CSTF1	-0.9005
BTN2A1	-0.741166666666667
C15orf48	4.0855
IGF2BP3	-3.7155
FAM113B	-0.516
HRG	0.356
ZNF131	-1.076
USP47	0.231928571428571
CCDC88B	0.83575
HCN1	0.2779
HTN1	-0.1965
SYCP3	-0.38375
C13orf23	-0.3319
PAPOLA	-0.1069375
AATK	0.1359
MSH3	0.380333333333333
NDUFAB1	-0.174
ITLN2	-0.872333333333334
BAK1	-0.0471666666666667
MRPL45	-0.663333333333333
MTNR1B	0.306666666666667
LOC645843	0.122
SPECC1L	-0.0985
PGCP	0.51125
SPN	-0.33725
GPR143	-0.129666666666667
ZNF576	0.883333333333333
TMEM39A	0.5325
ATP5D	0.525666666666667
MAGEB3	-3.1105
RPS5	-1.56483333333333
ANP32E	0.753928571428572
MTMR1	0.46625
YEATS4	-1.07
SYNGAP1	-0.06125
PCOLCE	-1.7825
MNS1	-0.4145
PCYT2	-0.943333333333333
ZNF182	-0.37875
LAX1	-1.015
SPPL2B	0.5467
ELOVL5	2.3308
PCDHAC1	-0.4375
B4GALNT1	-1.43433333333333
BLOC1S2	0.799875
ZNF673	-0.874
ARHGAP21	-0.4595
IRX5	3.692
LRFN5	-0.792166666666667
FAM7A1	-1.59925
RAB19	0.25
GINS1	-1.73825
ITM2B	1.1385
PAPSS2	0.205666666666667
OR5BF1	1.874
ACSL3	0.148375
KIAA1919	-1.85241666666667
GLT8D2	0.53675
UTRN	0.112857142857143
CNN1	0.874
HISPPD2A	0.795666666666667
SDAD1	0.55425
SIGLEC9	0.417833333333333
RPL35	-0.411857142857143
C22orf26	-0.2625
IMPDH2	-1.67875
WDR69	-0.24475
SEC14L5	0.2145
CLTA	-0.2355
RP11-529I10.4	1.049
GPR37L1	0.87
OGDH	-0.945666666666667
ASB13	1.8305
ZFP14	-0.0135
ZCRB1	0.6045
KPNA3	-0.02125
HSPA1L	1.93025
RHOC	0.794
LOC554175	0.574
PPP3CA	-0.9954
SLC1A7	-0.6937
ZNF529	-0.906
RBED1	0.247
DDB2	-1.07025
FLJ11286	0.214833333333333
SPATA1	0.6015
MKNK1	-0.208
DYSF	-0.356166666666667
ALKBH2	-0.16
NKD1	-3.55583333333333
C1orf174	-0.3205
PLEKHO1	0.983833333333333
ASB10	0.09375
RING1	-0.354166666666667
NPC2	1.313375
AVPR1B	0.69
YTHDF1	-0.251916666666667
LMAN1L	0.7885
GSG2	-1.206
CEP170	0.1161
RPS4Y2	-6.39425
MSH6	-1.311
HECTD2	-0.878833333333333
ZNF556	-2.513
PLEKHC1	-1.6706
AIRE	0.409166666666667
BCL2L10	1.31
LMOD3	0.2275
ZBTB8	0.4582
FOXA2	-3.4283
SLCO2A1	0.51575
C3orf46	-0.261
PRDM16	-1.78133333333333
TMEM98	1.89125
FRMD5	-3.028
PDE6C	0.224
C1orf216	-0.0711666666666667
EP400	-0.553071428571429
PTK2	1.24291666666667
RNF217	-1.08125
NDUFA8	0.205
ZFAT1	0.809
LAMP3	-0.0263333333333333
GLTSCR2	-0.112375
NPW	0.4
LLGL2	-0.5813
PPM1K	-1.65833333333333
C20orf177	-0.734
KIR2DL4	0.506
NFKB2	-0.1755
C21orf122	-1.10933333333333
HESX1	-1.26225
GPR114	-0.174333333333333
SLC25A35	0.164666666666667
GNAT1	-0.27
ORAI3	0.83675
FAM76B	-1.20175
TMEM99	0.5009
TRIM29	-1.5591
CDS1	3.04825
RHEB	-0.1414
C4orf27	-0.693666666666667
RAB3A	-0.337
OTUD6B	0.04325
GPD1	-0.668875
CDH15	0.102666666666667
NPM1	-0.620285714285714
TMEM117	-1.815
PRPS2	0.286583333333333
GCK	-1.0265
ADRA2A	3.95033333333333
TSPYL4	-1.42183333333333
TASP1	-0.8695
WDR19	0.304666666666667
C10orf38	-2.77425
PDE4C	-0.269333333333333
FYB	-1.07458333333333
C1orf55	1.08266666666667
PPFIA3	-0.475
RAD18	0.272
C12orf44	-1.06033333333333
CRYBA4	0.054
HVCN1	-0.4065
TAF10	0.355333333333333
C16orf48	-0.369
DEPDC5	1.34983333333333
LTBP1	-3.3375
MAPRE1	0.0465
FGF8	-0.356
C3orf52	-0.864625
SENP7	0.0765
LRRK2	-2.181
RUNDC2A	1.48366666666667
KIAA0355	-0.566833333333333
CPEB1	-1.70925
PPEF2	0.306
ABI2	0.0353333333333333
KIAA0317	-0.2545
ATF1	-0.396666666666667
DYNC1H1	1.450125
DIP	0.67825
TMEM33	1.09683333333333
POLDIP3	-0.764
C7orf24	0.102
GPR171	1.95675
CDC6	-1.906
PLD1	-2.3092
ITFG2	-0.3807
NDUFC1	0.16025
AKNA	-0.6055
NBR1	0.7615
PKHD1	0.56375
HPS4	-0.0115
MAFA	1.77125
ULBP3	-0.558
DIRC1	0.523
IMMT	-0.9165
C22orf13	-0.126333333333333
CEL	0.2515
MARK3	-0.614
ADAMTS2	-0.35825
ARPC3	0.770333333333333
TMEM10	0.5655
NPHS1	0.659
BRD8	-0.663333333333333
WDR12	-1.49825
IDI2	-0.517875
HOXD13	-1.6565
OR8G2	-1.1065
SLAIN1	-4.847
GABRQ	-0.55175
NR2C2	-0.25425
NKTR	-0.4924
TLE2	-0.011
KIAA0892	-1.34816666666667
AURKA	-2.30454545454545
GPRC5C	0.1985
TBC1D9B	-0.424375
PNPLA6	-0.301166666666667
AP3B1	0.3155
NAG	-0.7325
C11orf68	-0.733
AKR7A3	2.64375
AHCYL1	0.717583333333333
COP1	-1.39516666666667
RPP14	0.317416666666667
PCDHB18	-0.782
CDH24	0.768
KRT17	-0.6183
LACTB2	1.03675
DDX24	0.7731
PHACTR1	-2.35833333333333
SLC35E2	-0.1215
LOXL1	-0.57575
IQSEC2	0.781125
RGSL1	0.7055
PCDHGC5	0.84
MEGF10	0.485875
PRRX1	-0.0383333333333333
ASTE1	0.881
C6orf159	-1.47266666666667
MYOD1	1.462
GAA	0.8415
ZNF747	1.462
KLRC1	-2.12875
IL1RL2	0.6335
GDF9	0.29325
GPR119	0.62
TRAF2	-0.281166666666667
HCK	1.56416666666667
BMP6	-3.9655
IL8RA	2.06366666666667
FLJ35848	-0.72225
EFHA1	0.92025
CDSN	0.756833333333333
C14orf54	0.193833333333333
LSM3	-0.057625
ZFP41	0.5885
C9orf126	-1.67166666666667
VIT	-4.5335
SPCS3	-0.18075
DEF8	-1.4698
CHAF1A	-1.60316666666667
C1orf165	1.742
ZFPM2	-0.6
FTH1	0.06325
SLC35F1	-1.69725
YWHAH	0.2375
C17orf66	-0.1165
ADRB1	4.13766666666667
FOXL1	0.311
RG9MTD3	0.0458333333333333
UMPS	0.1115
MGC13008	0.204
KIAA1161	-0.696
CCDC77	-2.00375
C12orf65	-0.6836
COG4	-1.53183333333333
RCP9	0.21975
RP4-692D3.1	3.506
CDC2L5	-0.24625
MGC7036	0.09
DNAJC11	-0.93
GDF2	0.129333333333333
TIMM17A	-0.30475
HNRNPA0	-0.9554
OR2H1	0.28425
PCBP1	0.417125
COL23A1	-2.64775
LRRC2	-0.780928571428572
NSD1	0.284428571428571
FLJ37078	0.57375
WDR91	-0.186833333333333
TMEM179	0.59275
DSCR10	1.198
CNDP2	0.7482
FYN	-2.006
BEX2	1.69
KCND3	0.5755
YPEL5	1.67875
LRRC42	-0.990833333333333
C17orf45	-0.419625
ZNF649	0.1959
LOC150763	0.3565
COL5A2	1.19833333333333
CNGA2	-0.2135
ELA2B	-0.466333333333333
RAB9B	-0.331
FAM100A	0.8325
NAIP	-1.265
MYOZ2	-0.50375
SPATA12	-0.1235
XRCC4	-1.0755
CYB561	1.4494
CHST10	-0.0365
BAI1	-0.5365
BRSK1	0.0213333333333333
C17orf89	0.40575
PDE6H	-0.753
FLJ20309	0.6828
MAP7	0.725375
SCN4B	-0.011
SPAG9	-0.9795625
SERTAD1	1.18616666666667
FLJ21963	-1.45875
ANTXR1	-1.3786
TMPRSS13	1.6595
ETV7	1.89533333333333
DGAT1	1.09
NKIRAS1	1.41166666666667
TAC3	-3.69425
CORO1C	-0.5095
RAD54B	-0.75825
HRASLS3	3.55083333333333
C21orf42	-0.253
BARD1	-0.781333333333333
ZNF177	-0.771666666666667
MIP	0.8975
ZNF442	0.088
F2	-3.7889
GRIA1	0.08525
GALNTL2	0.587166666666667
WNT5A	0.5111
LENG9	0.5515
hCG_25371	-1.174
FOXR1	-0.0655
TRA@	0.5771
PWWP2	0.726
C1QTNF7	1.10716666666667
SLC7A4	3.2385
C4orf7	-1.07
C17orf80	-0.439
KLK4	0.434333333333333
IL31	-0.019
TMEM176A	2.6865
CTNNB1	-0.3605
BHLHB2	1.45275
TMEM185B	1.03933333333333
ARD1B	-0.42625
C1orf93	1.359
BRUNOL4	-0.410666666666667
LOC541469	-1.06225
UPK2	0.30325
GAS8	-0.218666666666667
PATE	0.952
IMPACT	0.952625
WNK4	-1.62733333333333
HNRPLL	-0.933125
GAD2	0.249
ITGA6	1.11775
BMP15	0.110833333333333
CYP2A7	6.335875
RIC8A	-0.48175
CCND1	1.35708333333333
USP35	1.0385
DSCR2	-3.144
CCL4	3.70383333333333
ZCCHC10	0.442
NOL11	-2.52375
TRPM2	-1.02308333333333
PSMD2	-0.662
CHTF18	-0.889
USP18	1.3715
RRAS	0.305125
LAMC3	-1.733
TOX	-4.17433333333333
PCDH15	-0.575
GABRG3	-1.79675
NUDCD2	-0.160625
SGCZ	-0.3855
KCTD17	0.2298
SPSB2	0.102
TPPP3	3.53633333333333
CILP2	1.19366666666667
CALB2	0.5725
CEBPZ	-0.369333333333333
ZNF479	0.11175
FMOD	4.54116666666667
C21orf66	-0.846928571428571
CLN6	0.465
ANAPC1	-0.90925
SH2D3C	0.0205
PTPN14	-0.3688
TRIM42	0.02525
APTX	0.7995
SNRPG	-0.218666666666667
BMS1	-0.215
MAGEA3	-4.176
NFATC3	-1.86791666666667
LRRC45	0.42
ARS2	-0.657142857142857
LRIG1	2.54533333333333
EPSTI1	-0.8655
PRSS27	1.15925
ERC2	-1.26075
PRKACB	-2.22978571428571
PRDM13	-4.0605
HCG27	-1.085
KLK12	1.6475
HSD17B7	-0.251833333333333
ZNF354A	0.49225
PCDH11X	1.4945
DMGDH	-1.6635
PCBD2	0.293666666666667
TMC6	-0.864
RIMS1	-0.136375
SF3B2	-0.809333333333333
RCN1	-0.873
CPB1	0.83275
BCAR3	-1.3855
FCRLB	2.447125
PAK1IP1	-0.1095
OR10H1	0.3765
KIF9	2.3197
PITPNM2	-1.345625
L3MBTL4	-0.38225
TGFB1	-0.6724
ZXDC	-0.146
SLC6A16	-0.914
SRrp35	-2.08125
LRRC8E	2.09975
PPIAL4	-0.933333333333333
EOMES	0.0826666666666667
PAX2	-0.073
SCARF2	-0.17725
PSEN2	1.62683333333333
PCDHB13	-0.216
C10orf28	-1.09975
DHRS7B	1.75642857142857
C1orf131	0.22625
ASB1	-0.6999
ZNF223	0.0565
LCMT2	1.83475
MEP1A	-0.7915
TMEM53	1.063
RSPH3	1.64075
C10orf33	-1.231
LOC644285	0.427
PTPN9	-0.0181666666666667
ABCA12	-1.74225
CCDC37	-1.61675
RUNDC1	1.4761
YES1	-0.715333333333333
FAM120AOS	1.80775
OR5M3	0.3835
PPP1R3F	0.36625
IL13	0.00699999999999998
MDFI	0.3405
PRNT	0.2975
ZDBF2	-0.9735
OR10C1	0.473
CLIC1	-0.290666666666667
LILRA5	-0.434
CSAG1	-4.04566666666667
TREML2	-0.900333333333333
FAM125A	0.199833333333333
ZNF74	-1.78475
FAM104A	0.1425
LRRC39	-1.4035
SAMD5	-1.728
HYAL2	0.93575
HIST2H2AC	1.6795
IGFBP5	-0.551565217391304
NRTN	-0.782333333333333
KIAA0556	0.6755
FAM29A	-1.87977777777778
JMJD2A	0.7645
EPHB1	0.3985
POLD4	1.168625
ANAPC10	-0.82475
LRRC36	-0.68025
MEGF6	-0.514625
LPHN3	-0.353666666666667
BMP10	-0.0761666666666666
C21orf55	0.882
CREM	-0.2849375
PTGER4	-2.10416666666667
METAP1	-1.5295
KCNQ1	2.48816666666667
NR2F2	0.684375
SSFA2	-1.77866666666667
CTTNBP2	-4.0285
BCL2A1	-1.303875
ZBTB24	-0.892625
SLCO6A1	-0.5615
PRDM1	-0.6116
OR7D2	1.26283333333333
CCDC47	0.6608
LOC646982	-0.5625
SLC26A6	-1.05966666666667
BIN1	-0.6838
SRRM1	0.716071428571429
PCSK1N	0.90825
ALS2	0.0651
ECT2	-0.565684210526316
CACNA2D2	1.672375
DOCK6	-2.407
C10orf119	0.15
FATE1	0.18
DUSP23	2.378
TRIP6	-1.14928571428571
NUP35	-0.39175
CDH3	1.05925
KLHDC8A	-0.04
C9orf116	2.84925
EI24	0.2695
CENTD1	1.57633333333333
RWDD2B	-0.1705
DOCK1	0.602
NPAS2	0.459875
NR3C2	0.129666666666667
FAM63A	0.9785
INPP5F	-0.611833333333333
FAM111A	-0.5007
MYBL1	-1.56891666666667
IQGAP3	0.8705
CRADD	-1.21883333333333
DUSP12	-1.51375
PDZK1IP1	4.51775
VASH2	-0.3095
CTR9	0.9595
VIL1	-4.01075
OR8U1	0.997666666666667
CCDC107	2.05
PTTG1IP	0.6835
OR4X2	0.63825
COL9A1	-2.7645
PSMD9	-0.86475
ZFP62	0.09825
TIP39	1.101
PARP15	0.8155
TTC19	-0.2725
C1orf114	-1.36983333333333
GFPT1	0.337
SLC27A6	-2.058
MRPS10	-0.0776
CALML5	0.808333333333333
TRPM7	-0.265125
CGNL1	1.5415
CECR1	-0.448
SERPINB8	0.1585
TMEM102	2.087125
PDIA2	-2.8695
NUCKS1	1.33466666666667
HOTAIR	-1.31625
EBI3	-0.56625
NXN	-0.93025
ZMYND19	-0.785
FOXJ3	-0.12625
EIF5B	0.0488
EIF2B4	-0.5065
LEO1	0.01725
ZIC5	-1.38233333333333
IL20	0.858333333333333
KIAA0415	0.978666666666667
FLJ37357	-0.422
TSPAN12	-0.9535
ACTR3B	-0.4085
TFAM	-0.77
IL17RD	-1.442875
PARP12	0.56925
KLHDC7A	1.15
KCTD4	0.59
GTF2H1	-0.44
FLCN	-0.351666666666667
BIRC4	1.425375
LOC790955	0.32425
VKORC1L1	-0.09775
CYP4F22	0.863833333333333
TAS2R5	1.085
ZNF582	0.764
HS3ST3B1	-1.14025
CTNS	-0.22575
STK36	0.3795
MMD2	-0.39675
RP5-1103G7.6	-0.3345
FLJ23356	0.581
CRH	1.10375
C1orf182	1.799
ACP5	3.50116666666667
AMFR	0.2286
CA4	-2.0835
PLCB4	-1.54375
MPHOSPH10	-0.10775
UNQ473	0.0773333333333333
G3BP2	0.120416666666667
SR140	-0.186166666666667
HOXA2	-0.59825
PYGB	-0.4465
BAT1	-0.5305
DKK3	-1.08516666666667
DDX31	-1.050125
TULP1	-0.1305
NHLRC2	1.66775
TNRC4	0.630833333333333
ZNF430	-0.00249999999999999
TNRC6A	0.82025
PLA2G1B	0.926166666666667
RCHY1	-0.0198333333333333
GTF2A2	0.113166666666667
MGC4294	-1.18
ZNF691	-0.54625
TACC3	-0.929
DNAJC5G	-0.34925
LOC4951	0.2485
MS4A4A	-2.906
LOC152485	-0.755
PPP1R2P1	1.07
PPP2R5B	0.23525
RPGRIP1L	-0.184375
SPOP	0.3794
PTPRF	0.123416666666667
MGC42090	0.234
SUSD3	3.1825
THOC4	-1.91
MAML1	-0.2821
FXR2	-1.42416666666667
TYK2	-1.224625
MUC6	0.607166666666667
DNAJB7	0.4185
