Hybridization REF	TCGA-A8-A08G-01A-11R-A00Z-07
KCNE2	1.2355
P2RX4	1.83425
CCND2	-1.98292857142857
OR5T3	0.1475
CUL4A	1.19466666666667
CFB	2.0725
PCP4	-3.43916666666667
HEMGN	-5.56683333333333
UBIAD1	-0.4085
CDC42BPB	-0.3965
CYB561D1	0.2375
RIMS2	0.538
ZNF488	-0.269
RNMTL1	-0.72575
SART3	0.628666666666667
CAPN10	-0.418785714285714
CCR5	3.75516666666667
APOA1BP	1.33116666666667
NDUFS5	-1.17
PDLIM3	1.2618
VPS24	0.8867
SCN8A	-1.144625
C1orf67	-1.3925
MRCL3	0.917833333333333
TMEM145	-0.187
KCTD16	-0.116
RNF149	0.92175
FDXR	-0.25
CDCP1	1.7675
PAX3	-3.119
LASS4	1.87275
HSD17B8	-0.268
YAP1	-0.16575
NNT	-0.2705
SC5DL	-0.708875
DKFZp566H0824	-0.8815
KSR2	2.104
RAD21	0.945
ST8SIA2	0.0575
L3MBTL3	0.052625
SNRPB	-1.0685
MGC14425	-1.64
MIF	-1.0175
TAPT1	1.294375
IRF8	2.0707
PRO0132	-0.0755
HERV-FRD	-0.096
ACD	-1.4235
BCL3	0.984
SPATA13	0.6155
MRLC2	1.15225
F2RL3	0.437
CFHR3	1.8335
DUSP15	-0.683166666666667
TMEM46	0.540166666666667
SF3B4	0.787
MAP7D3	-1.9205
STELLAR	-0.794
SEMA5A	0.8324
H2BFS	0.00025
LRRC28	-1.568
MORN2	0.8855
XYLB	-0.755625
WDR21C	0.15025
HIATL1	-0.6305
ADAMTS10	0.549666666666667
WDR55	0.5595
MFSD5	1.27383333333333
OR4N2	-0.045
DUSP16	1.09633333333333
NLGN4Y	-2.0287
INHBC	0.124916666666667
NUMA1	1.61725
DEFB123	0.1175
GIPC1	0.73375
MGC27348	-1.477
FLJ33590	0.626
FZD1	1.2117
MKL1	0.346666666666667
SAA2	1.35175
C1orf94	-2.1975
C7orf28B	0.9895
TMEM185A	1.06145
ZZZ3	-0.04
C16orf5	-0.863166666666667
GALNAC4S-6ST	0.8435
C1orf186	1.74975
IGFBP4	1.5525
NDUFA10	1.071
CLIC2	-0.241
RNF13	0.5635
GPR103	-0.66525
CD69	-3.284
MYOZ1	0.83475
IFNB1	-0.213
CLNS1A	-1.22125
CXorf45	-1.04525
ZXDB	1.1805
FUNDC2	4.6435
GPA33	-0.55225
C9orf70	-0.16375
SLC2A9	0.455375
LOC126520	-0.328
MAGEB1	-0.13825
LCE2A	-0.1235
C18orf34	0.241
FMNL2	-0.73675
KRT85	0.50325
CRYGA	0.041
GEM	-0.2675
THAP6	0.4082
ALKBH3	-0.574166666666667
TM6SF2	0.16375
C20orf82	1.73925
RANBP2	-0.448
LIG3	1.1468
RETSAT	0.65875
OR8S1	0.6485
CAST	-0.269
TGFBI	-0.4108
C15orf37	-0.144
PGM3	-1.317
SLC4A11	-1.03725
FAM123C	0.1045
TAOK1	0.313
CISH	2.105125
OGDHL	-3.60825
SPINT2	2.68783333333333
ZNF33A	-0.4385
CLDN18	-0.238
RNF128	-1.785625
CCDC71	-1.1265
RASSF6	-0.583833333333333
HSPG2	0.895
ATP6V0E1	1.312875
ABHD6	0.852
CD274	0.8925
GCNT1	-0.484
NT5C1A	0.260166666666667
TM4SF5	-4.194
C21orf58	-1.31633333333333
SUCLA2	0.682
RFTN2	2.15475
SCNM1	0.254375
SLC9A10	-0.5395
FUNDC1	0.178
SLC35F4	-2.05
AMD1	-0.662
COL6A6	2.27975
OR4K2	0.311
TRIB2	-1.61841666666667
LOC91461	-1.7555
GHSR	0.4805
ATP8B1	2.50175
C1orf78	1.2935
RNF183	-0.985
STX4	0.8915
TPPP2	-0.718125
MYBPHL	-2.227
TXNDC6	0.2953
C9orf47	0.1185
FAM137B	-0.0365
FANCB	-1.32125
C11orf9	-1.91775
DPY19L1	0.041
VDAC2	-0.6695
VHL	-0.48
LMBR1	0.446375
C8orf44	-0.473
ZPBP	0.3755
FGF23	-1.38975
C21orf67	0.455
PCNT	-0.607625
BCKDHB	0.762
GALNTL5	0.204
BET1	-0.6105
ARL13A	-0.3755
HDAC6	-0.5155
N4BP3	1.987
OTOP1	0.187
TTC30A	1.551625
CRISP1	0.468
KRT32	3.873
VSTM1	0.112
ZNF622	0.25875
POLR3B	-0.0684
DNAJC10	0.444
C12orf54	0.925
ADIPOQ	2.55483333333333
RIT2	-0.2795
CD44	-0.3856
ABCA3	2.3545
RPS17	-1.22925
FEZF1	0.297
PCDHB15	-0.9165
KCNMA1	-1.51213636363636
CCDC116	-2.4955
C15orf27	-2.7615
NARG2	-0.76175
ITGA5	-0.897875
MEFV	0.8805
TUT1	-0.95825
LOC541473	-0.703
NMBR	-0.249
GLT1D1	-2.7095
ABCB7	-1.0085
PFKP	-1.68772727272727
C9orf91	1.7175
LRRC41	0.972
C1orf85	1.12166666666667
ATP5F1	0.049875
STOX1	0.788625
GFOD2	-0.16375
SLC25A3	-0.313375
ZNF646	0.0848
ZAR1	-1.081
OSTbeta	-2.35275
GALNT3	2.18425
IFT122	0.197
LDB3	0.4242
GARNL1	0.525785714285714
HOMEZ	0.461166666666667
LRRC6	3.18775
ANGPTL5	-1.0075
UBAC1	-0.38775
DLEU7	-0.8445
RPL19	-0.223875
TOP1MT	-0.0961666666666667
LOC643641	1.015
MBD3L2	0.3395
NTSR1	0.157333333333333
WISP2	0.47075
GPSM2	0.10725
RDH10	-0.2657
PRKCG	-0.094
HIST1H4J	-0.063
MON1B	-0.3799
MLF1IP	-0.614333333333333
ZNF446	0.463875
COL4A5	-0.4016
SLC26A1	-0.18
RGN	-2.959875
CCNB1	-1.5215
C9orf165	1.20675
CCDC28B	-0.815
CCDC97	0.74375
FGR	1.942375
MSRB3	0.4038
EPN2	0.469
COX15	-0.608
KCNK6	0.2258
XK	-2.5865
GDA	-5.00925
HEPH	-0.650125
THRAP3	0.357
MET	-2.56464285714286
PHYHIP	-0.24775
LYAR	-1.486
ING3	-0.1175
AK7	-0.60725
CCT8L2	-0.444125
COPS7A	1.1595
WSCD1	-1.11525
RNF185	1.041125
TNS3	1.09825
KNDC1	-0.842
RWDD4A	0.9385
MED13L	1.4839
ZFYVE1	0.31775
C7orf44	-0.713833333333333
MRPL1	-0.9225
STGC3	-1.00525
TEAD1	0.426333333333333
RPL7A	-0.542714285714286
ARL6IP1	1.0427
C1orf178	0.3575
CTAGE5	0.774083333333333
TMEM184A	0.213333333333333
SLC25A14	0.29925
CACNG5	0.9095
ATXN10	0.2152
ECH1	-0.0499
CCL22	-0.054
CYP2F1	-2.02916666666667
GADL1	0.415
TMEM19	1.316
RUNX3	0.1015
EFNB1	0.347166666666667
LIPN	0.3065
ACSM3	-4.7985
SIGLEC8	1.62283333333333
ASCC3L1	0.16325
NOL8	-0.5345
RELT	-0.754333333333333
Magmas	-0.31325
PPP1R15B	0.4731
C11orf2	-0.2995
VKORC1	-0.252166666666667
MGC26647	0.27975
TRPM6	-0.5265
UGT2B7	-4.88383333333333
FEV	0.00399999999999999
FOXK2	-0.3417
PDCD5	-1.35716666666667
SLC8A1	1.3612
DGUOK	-1.065
CLDN16	-0.068
GAGE1	-1.1405
RBM17	0.7843
C1QTNF3	2.23375
VGLL3	-0.122666666666667
UNQ5830	-0.176
CD1A	-2.82116666666667
SCGB1C1	-0.0215
SUPT4H1	0.142625
TRAF5	-0.54225
ASAHL	1.172625
FAM73A	1.351
OR6B1	0.9315
WHSC1	-0.66845
GFPT2	-0.15625
LOC339809	-0.42125
STARD5	0.925083333333333
SIP1	-1.19775
DNAJC15	-0.05175
STAU2	0.4213125
FAM98A	-0.33325
RAD23B	-0.22275
LRRC33	-1.04225
CHRAC1	0.30525
C21orf89	0.63175
C19orf43	0.708333333333333
KLK8	-3.506
CCNE1	-1.398375
PKDREJ	0.0358333333333334
SSU72	0.9075
C17orf73	0.082
GPR78	-0.127
WHSC1L1	2.1457
GSTA2	-2.61825
SMUG1	0.1805
UFM1	1.1036
AP3M2	0.315166666666667
USP14	-0.575625
FBXL14	0.748
DSTN	0.0825
SFRS14	-0.1805
FBXO31	-0.383
C12orf40	-0.12625
FRS2	1.0115
NR2E3	0.31625
TUBB2C	0.60225
GMPR	-0.4175
C9orf139	0.8735
ING5	-0.477
LOC730092	0.0835
ORM1	-3.90575
RP11-11C5.2	-0.1325
HSPD1	-0.894
PIWIL3	-0.46625
C5orf13	-0.3032
OR5R1	-0.036
LCOR	0.932
PLEKHA9	-0.1895
CCDC43	0.207
ZNF232	-0.9895
SLC6A7	0.0915
ADH5	-0.558583333333333
SHBG	-1.605
CROCCL2	0.37025
PANX3	-0.1595
CDIPT	1.151
SLC16A5	-1.05475
TUBB	-0.737375
TOR3A	1.4645
PREP	-0.5815
ENTPD8	0.292
CHMP1B	-0.364
SYT12	2.4019
MYH6	-2.2235
MAP3K13	0.284833333333333
KLHL30	0.27
LCMT1	0.161875
EIF1AX	0.00416666666666666
FOXD4L1	0.301
SLC24A5	0.161
RNF166	0.0396
TJAP1	-0.07975
TMEM156	-0.470333333333333
ZNF239	0.92875
SNX19	1.0949
GKN1	-0.25675
FCN1	2.1639
C1QL1	-1.0095
ATP11C	-0.432375
ZNF35	1.34675
CARD8	-0.4915
LIMD1	1.32933333333333
KIAA0286	-0.39625
XRN2	-0.304833333333333
CD6	-0.365333333333333
TOX3	0.83475
ZSCAN4	-1.0755
RSRC1	-1.20975
COG1	1.01075
PTRF	-0.303
C16orf35	-0.317875
FBXO24	0.50375
CHST11	-0.5885
THRB	0.3494
MYBPC1	-0.702
RNF39	1.6685
PSMD11	0.15275
ALAD	0.658
EN1	1.65975
SLC9A9	0.7985
GSTM4	1.2756
CDC42BPA	0.715368421052632
RCSD1	-0.76825
LUC7L2	-0.0283
SPTBN1	-0.083
LOC146167	0.142
BAT5	0.9444
ZNF452	-0.000249999999999997
LSM4	-0.078125
SRP72	0.0747
SGK269	0.221333333333333
MTX1	0.53875
CENTA1	1.01875
UNQ9433	0.265
ATR	-0.18
DDX49	-0.057
PAQR8	-1.53183333333333
C14orf174	0.3515
GBGT1	0.48875
THAP1	-0.4905
OR10K1	-0.277
RASIP1	-1.33466666666667
DPYD	-0.2409
DOHH	-0.17275
C18orf45	1.4895
POF1B	0.2182
ZNF552	3.10425
USP32	0.403625
MED27	-0.759333333333334
C14orf149	-1.19633333333333
PRDX4	-0.591833333333333
ABHD12	0.5115
AGT	-2.21225
SLC22A14	-0.25875
C1orf58	0.63425
PILRA	0.69525
ABCF2	0.3675
C17orf85	-1.1136
TKTL1	-1.95375
FGF1	2.36015
IL6R	0.429666666666667
VPS25	0.22675
CHRNB2	0.02125
COL7A1	-2.6086
LRRC48	2.86416666666667
SPG20	1.42233333333333
COX10	0.978
GCA	0.752
ECEL1	0.424
GLG1	-0.664833333333333
SRD5A2L2	-0.18625
MUTYH	-0.624625
ZNF70	-0.59825
L2HGDH	-0.2395
GPATCH2	0.80725
ZNF655	-0.08625
ZNF227	-0.3355
MCOLN2	1.18433333333333
NQO2	-0.6885
KCNQ5	0.196
NEU1	1.25266666666667
QRICH1	0.2795
ZBTB20	-0.214833333333333
RPUSD3	-0.6525
EPGN	-0.91
TSN	0.140916666666667
SPRY2	-3.2405
LZTFL1	0.300375
GMFB	-0.42925
PBEF1	-0.8569
HBG2	-2.33325
TMEM8	0.48625
PALM2-AKAP2	-1.793
NFYA	0.2215
FAM108A1	0.177625
PBLD	1.24425
NRG4	-2.574
PIGF	-0.07
PTGER1	2.37275
NOS2A	0.304166666666667
C21orf34	-0.770833333333333
C21orf51	-0.163083333333333
IL17C	0.2125
TRMT6	-0.296
ETV2	-0.0143333333333333
CCDC109A	-0.0105
MYLK2	-2.3835
ATP10A	1.3177
DPH4	-0.1395
C5orf5	-0.436
KCNA4	0.0298333333333333
NMNAT2	-0.0376666666666666
GLYATL2	-0.1375
LSMD1	-0.37425
IL23R	-2.02625
NRF1	0.92575
MUC15	-1.35816666666667
PRDM12	-1.7645
PAQR4	0.211571428571429
RBBP6	-1.7235
IFI27	4.76975
SKAP2	0.786833333333333
TAGAP	2.015
TJP3	2.175
C9orf61	0.21125
IDS	0.645714285714286
PARG	-0.1195
LOC131149	-0.648
DYRK4	0.206666666666667
MICALL1	0.159
GALR2	-0.077
GPBP1L1	0.6325
TBX21	3.6055
KCNJ6	0.855833333333333
GGN	0.077
CASP5	0.340166666666667
RNF182	-5.246
BRD4	0.13725
DOK4	-0.35725
SLC46A2	1.09783333333333
SOX9	0.293833333333333
ZNRD1	-0.982166666666667
PRR6	-3.51525
FAU	-1.004125
DTNB	1.06166666666667
CARD9	0.73975
STS-1	-1.29283333333333
SLC4A5	0.545875
NSBP1	-0.76925
UGCGL2	-0.0793333333333334
POTE15	-3.0275
NOXA1	0.56
RP13-347D8.3	0.5575
SAMD10	0.152166666666667
EP400NL	-1.00675
TCF21	-0.135
AMELX	0.0725
JPH2	0.6133
SLA	1.73225
DLST	-1.30783333333333
SEPT12	0.823
RGS20	-4.63325
LXN	-0.526833333333333
ZNF419	-0.328875
UPK3B	-0.418333333333333
RELL1	2.46625
ESPNL	0.365
KLHL21	0.984125
PI15	-0.51
C2orf61	-0.229
LOC407835	0.189833333333333
RER1	1.07575
ELAVL2	1.103
MGC26718	-1.603
KLF2	2.28175
TNFAIP8L3	1.66991666666667
TFE3	0.94925
C11orf17	-2.108
15E1.2	-0.97775
SNRPC	-1.427
DLGAP1	0.78825
PGLYRP1	0.276125
OVCH2	0.281
IRF7	2.1172
SET	-0.6289
NAB2	1.14683333333333
LRP5L	-1.00275
FAM120A	0.5191875
ASCL2	0.669333333333333
SHH	0.2175
ATP5H	-0.3555
THPO	-0.5165
TYRP1	-4.7325
HIST1H3E	-0.117166666666667
EIF2S1	-0.2285
TNFRSF17	-3.53066666666667
TARSL2	0.167
NKX2-8	-0.49025
C1orf115	1.825875
LOC56964	0.8515
KIAA0841	-0.29225
ISCU	0.6395
TTMA	-0.2095
ZNF414	0.719
LOC441150	-0.93425
RAB15	0.39825
HBP1	0.891666666666667
TNNT2	-0.872666666666667
CECR5	-0.4685
PHGDH	-3.09425
JRK	-0.1408
XPO4	-0.37475
FAM131C	-0.005
ARHGAP25	0.679833333333333
CA9	-3.56322222222222
GPR62	0.7095
TLX1	-0.220166666666667
GPS1	-0.077
OR2M2	0.029
BDP1	0.116
FAM70B	-0.48075
RPS29	-1.23958333333333
MKLN1	-0.0566
TSPAN19	-1.70725
SLC29A3	1.0968
LGALS4	0.159666666666667
USH2A	-0.303
NF1	0.281666666666667
APOBEC3A	2.95916666666667
IMPAD1	-0.058
OLR1	2.13766666666667
NRAP	-0.0955
HCFC1R1	0.639166666666667
TAOK2	0.480833333333333
MCM10	-1.89666666666667
MAP4K3	0.23425
CBS	-2.260875
CLK3	0.3685
PCDHGA5	-0.259
ELF4	0.457375
FAM71A	-0.38025
C11orf49	-0.0255
CLIP2	-0.00525000000000001
BTBD9	1.001
ZNF524	0.66575
KDELR1	0.669333333333333
ZNF509	0.4705
NCSTN	1.51
ZNF533	-0.862928571428571
PARP4	0.429375
GALNT9	-0.566
NPY	-2.869
BEGAIN	-1.8375
TMEM77	0.854833333333333
FOXRED1	-0.652833333333333
SLC16A2	-1.15083333333333
SLC35B1	0.32075
GK5	-0.448333333333333
SDCCAG10	-0.5935
C4orf20	0.57075
SLC9A2	-0.9535
ADD1	1.14842857142857
TAL2	-1.29683333333333
ACLY	0.879625
DNAJC1	1.8305
SOST	-1.9205
USP43	-1.29966666666667
CYP4F12	-1.069
FKBP5	-0.95575
CHCHD5	0.0658
NUDT22	-0.50525
CCDC85B	-0.13025
OR51G2	0.473
STRN3	0.785285714285714
TMOD2	1.22225
FLI1	0.0055
MAB21L2	-0.681333333333333
DGKQ	0.68625
VPRBP	0.759666666666667
SCNN1B	1.2535
ECHDC3	1.9463
TMEM106C	1.02725
CSNK2A2	-0.731
RPL39	-1.2423
HERC3	0.2453
ZBTB47	0.5875
ZNF681	-0.33175
PAGE2	-2.61875
CLIC5	2.32292857142857
RABAC1	0.4255
ZFHX2	0.01075
YPEL1	-0.6245
KIAA0776	0.02675
NR1D2	1.2395
DNAJC4	-0.103625
NPNT	2.5925
ZNF677	-0.018
ZNF536	-0.63075
MEF2B	-0.32575
PTPN4	-0.2725
CTCFL	-4.184
STX5	-0.139833333333333
CD72	1.85725
VEGFA	-1.42331578947368
XRCC1	0.1131
MAS1L	0.280833333333333
ELL	0.4438
SETBP1	0.765
CDH11	2.65266666666667
NDC80	-0.636153846153846
DMBX1	-2.46575
NRSN1	-0.00183333333333335
BAT2D1	0.213125
CDS2	0.5505
C1orf212	-0.0593333333333333
SENP3	-0.4715
IL1F9	0.6375
EEF2K	0.231375
COG8	0.56325
CEP72	-1.6555
OR1L8	-0.7175
MUS81	-0.525666666666667
PHYH	0.560875
GGT6	0.917333333333333
C22orf23	-0.957166666666667
C13orf33	1.76175
MAPK8IP2	2.0895
NELL2	2.955
POU3F2	-4.0175
ALPK1	1.41225
MRPS18C	-1.1425
RPLP2	0.38175
FGF22	0.019
SPNS1	-0.381
ZFP1	-0.61875
IL1RAPL1	-0.6795
PCSK9	-2.766
NKX2-1	-0.153153846153846
C6orf189	-0.03975
SP4	0.1265
SLC11A1	1.8388
C21orf25	0.305166666666667
ICAM2	-0.16125
SH3GL1	-0.457833333333333
GSK3B	0.102
RALB	0.731375
PDXP	-0.838666666666667
GNGT1	-2.345875
KIR2DL1	0.554
TNFAIP3	-0.274833333333333
C6orf32	0.0459
CBLN2	-0.9715
PANK3	0.444625
TAAR9	-0.6335
WDR82	0.639
APOM	-4.02325
TRIP10	-0.11175
SPATA16	0.193
C1orf135	-1.0155
USP51	-0.3995
TESK1	1.416
C11orf64	0.047
ZNF611	0.285
PDE6G	0.261
HLA-DQA1	3.5355
GCLC	0.0255
SEC61A1	-0.0944285714285714
TWSG1	-0.168
ZMYND10	3.23325
CTDP1	0.770375
ADAMTS6	-0.173333333333333
SLIT1	-1.56475
KRT86	0.8325
KIAA0574	0.254
GTPBP2	-0.1142
PQLC3	1.8895
PRRX2	-0.194333333333333
C15orf44	-0.0318333333333333
MKKS	-0.998125
C11orf10	-1.21025
GPR110	-0.522875
CD109	-1.72241666666667
ADCY1	0.585166666666667
RHBG	-2.147
TP53I3	-0.743625
SLC22A3	-1.9732
UCP2	-1.205
FOXG1	-2.553
OR2AG1	0.18
TRIM24	-0.612
PROC	-3.90525
TAAR6	0.311
AMTN	-1.2385
C10orf47	0.260666666666667
DEPDC1	-1.52175
FLJ45557	6.78575
ZDHHC17	0.2614375
KIAA1429	0.997
KCNH1	0.98325
VNN3	0.0365
PSMAL	1.4065
PPARD	-0.6465
HFM1	-1.1925
YBX1	-1.22533333333333
ZNF695	-1.88475
SCTR	0.164333333333333
DCDC1	0.697
VPS26B	0.701
MTF2	-1.82766666666667
ATP6V1F	0.02725
CCDC94	-0.32225
PERF15	-0.47
CCL11	2.34525
LMO7	-0.479375
DCST1	0.5455
ADRBK1	1.170125
CDRT4	0.6065
ZNF84	-0.15175
HOXD8	1.03525
STARD8	-0.4315
FOXP2	-1.08885714285714
CCDC103	0.33975
POLR3A	0.1662
GSC	1.28166666666667
ZNF114	-3.3435
HTR7P	2.368
LALBA	-0.036
RMND5A	-0.487833333333333
PSCD2	1.5685
ZNF409	-0.0675
KRTAP1-3	0.0308333333333334
MAF1	0.515
LOC201725	-0.499166666666667
NRN1	-2.323625
SPAG5	-1.2745
DNAH7	2.19216666666667
FLJ43860	-0.3565
BRCA2	-0.3455
ACADM	0.2635
CXXC6	-3.089625
RAGE	-1.145375
CHMP2A	0.39225
FAM8A1	0.0382
GPR21	0.5865
SLC12A3	-3.097
FVT1	0.534428571428571
ZDHHC7	0.400375
FLJ44048	0.394
SLC44A3	1.47116666666667
SDSL	0.936333333333333
MMP8	-0.942
PLA2G12B	-3.8605
ACY1	0.00749999999999999
MT1E	-0.722
OR4K15	0.129
TECTB	0.0355
GPR20	-0.598375
IRAK2	0.615
RFPL3	-0.0685
MYO9A	0.59025
NARG1L	-0.00608333333333334
BLMH	-0.97275
CCDC3	1.62266666666667
C9orf21	-0.5335
KIAA0513	0.164166666666667
MIER2	-0.06675
PNMA2	-1.704
SH3BP2	0.8197
ANXA10	-1.263
RTN2	0.0368333333333333
TFB1M	-1.323
PRPH2	4.11225
C14orf133	0.7315
GOLGB1	1.64
IRX4	-1.86275
NFKBIL1	0.279
C10orf62	-0.20575
APBB3	0.92
RPS10	-1.395
LOC728378	-2.047
TLE3	1.39455555555556
PSMB7	-0.76575
MESDC1	0.318
SLC6A1	1.02533333333333
OCLN	3.01491666666667
PTTG3	-1.38433333333333
NAGLU	0.7575
SERTAD4	3.064125
SPRY1	1.3375
FLJ10781	1.51083333333333
MYSM1	-0.5045
TRIM4	1.33228571428571
SH3YL1	1.1435
TREM2	3.7295
SERPINI1	2.44625
HDHD3	0.6865
TMEM38A	-0.295875
EID2B	-1.81175
TDRD3	0.835333333333333
SEDLP	-0.24475
THSD7A	2.20566666666667
NDST3	-2.54425
KLHL15	-0.374
DHRS12	2.4475
FBXO9	0.278428571428571
TNPO1	-0.279916666666667
MRPL13	-0.799666666666667
SNX5	-2.80583333333333
METTL6	-0.47075
SOD1	0.78725
CHML	-1.54716666666667
PACS1	0.810125
SIRT5	0.1514
CAPN2	1.3175
FXYD5	-0.0751666666666667
TWISTNB	-0.255125
LRFN1	-0.0218333333333333
UBE1L	2.133375
UBE1C	-0.02425
OR51B2	-0.453
OR4D11	-0.701
C15orf2	-0.165
NR4A1	-0.5965
LOC339047	-1.4455
TRIM17	0.157125
ATP5G3	-0.476857142857143
RPL15	-0.361666666666667
ADAMTS8	-0.85125
HOXC4	0.2655
C14orf37	1.975
CEACAM5	0.926
MYT1L	0.0456666666666667
RASA2	-0.23625
OSBPL7	-0.2855
STAG1	-0.387
GIMAP4	4.783
FUT3	1.20516666666667
PIF1	-2.973625
LPIN2	0.1933
SH3PX3	1.67625
PDP2	-0.365
PAPD1	-0.630125
ERP27	1.6105
APOOL	-0.1235
DIABLO	0.786
TRHR	0.22725
ARMC9	0.400375
RNF152	2.4375
SLITRK3	0.2228
ZNF211	0.2476
PFDN1	-0.3135
RGS11	1.4315
HS6ST1	1.1177
AKR1D1	-1.613
TNP2	0.214666666666667
STK31	3.54066666666667
EML4	-1.94633333333333
SGTA	0.216333333333333
HIST1H2BI	0.341166666666667
PSMD6	-1.138
KIAA1257	1.2635
C18orf55	-0.681666666666667
FLJ20273	2.63025
RPL28	-1.00716666666667
EPYC	2.89825
NOX3	-0.4045
ELAC1	-0.804666666666667
METT11D1	-0.5295
BIN2	0.447
NACA2	0.1275
CCDC17	-0.5765
HM13	0.00330000000000003
UBOX5	-0.005375
UBE2O	-0.408375
UBL5	-0.3465
APOLD1	0.357
C9orf31	0.28325
TNFSF8	0.811
ARHGAP29	-0.473875
PROKR2	-0.024
PDE5A	0.2658
C6orf12	-0.6195
TOM1L1	0.414
WHDC1	0.1705
FOXI1	2.466
RAB4A	1.158
TMEM39B	-0.9475
ATPBD1C	-0.3245
FARSA	-0.365666666666667
PLEKHG5	0.2825
CMAS	0.6455
OR7E24	-0.644
SLC30A1	-0.9425
CDC42EP5	-0.104666666666667
PLAC1	-0.92425
KLHL18	0.256916666666667
LBA1	1.7826
TAZ	0.164
CRIP2	2.05525
BTBD11	-1.063
C16orf72	1.204
DIO2	1.6197
LRRCC1	0.6305
CCDC136	-1.387
PRX	0.328375
RBM5	0.5189
TMEM85	-0.310875
TUBGCP4	-0.853
APLN	0.24275
CDK7	-0.402666666666667
SSR2	1.00475
CRELD1	-0.14375
C19orf46	2.37825
GAL3ST4	1.49883333333333
KBTBD10	1.12975
IL28A	1.666
WDR27	-0.1605
MCM2	-1.1485
SOX14	-0.867
FLJ39743	-0.0415
KIAA0922	-0.24875
HIPK4	0.159
FLJ25758	-0.111
C16orf57	-1.09633333333333
PDZD2	-0.335875
MCC	0.912125
HHLA3	0.0109
ID2	-0.5125
C20orf23	1.20408333333333
ZNF688	0.81
APOC2	-2.21583333333333
LOC440093	0.46575
FAM50B	1.91466666666667
PWP1	-0.368
DNAH10	0.2415
HIST1H2BA	0.1725
GPR56	0.706666666666667
METAP2	0.0515
PAN3	0.998166666666667
STXBP4	-0.182
PDHX	-0.12
MTA1	0.228333333333333
ZBED4	-0.257625
ZNF720	0.44325
CDK2	-0.8045
RHOJ	0.037875
CDC37	0.328833333333333
ZER1	1.129125
GRK4	1.06525
PRPH	-1.15325
POLR2A	-0.3505
OGFOD1	-0.91325
NOL5A	-1.01225
PHEX	-1.6485
FLJ16478	0.03525
C20orf117	-0.152875
CAMTA2	0.82075
C11orf74	-0.42
DDX17	-0.3985
C5orf27	-0.00162499999999998
PLEKHA2	-0.9842
PDE4DIP	0.0752
SCN7A	0.135
ZNF559	-0.703166666666667
CXCL10	3.8075
ZMYM4	0.0808333333333334
STK32B	-1.17133333333333
KIAA0888	-4.3029
TACR3	0.939
CKAP2L	-2.41975
KIF1A	-1.12083333333333
RSPRY1	0.106
VCAN	1.56125
CYP27C1	-0.07
SYDE1	-1.37633333333333
MED12L	-0.12275
ZDHHC21	0.108375
NHS	0.6175
TM9SF3	1.07216666666667
DDHD1	0.544375
MAFG	-0.420083333333333
BICD2	-0.1509
C14orf119	-0.584333333333333
C14orf43	-0.211
CDH7	-0.6365
ALKBH5	0.0775714285714285
JUP	1.914375
TMEM41A	0.364833333333333
MAMDC4	-0.7035
CBX3	0.388875
LRRC18	-0.19975
RBMXL2	0.84675
PLA2G4D	0.443666666666667
FGF13	-0.4905
KIF3A	0.458166666666667
PDIA6	0.23625
DCXR	-0.089
CASKIN2	0.421166666666667
EHD1	-0.2535
MARCKSL1	1.39333333333333
ZNF496	-0.195
SCAF1	0.2255
KCTD8	-0.88025
TRAF3IP3	0.5685
LSR	1.43725
CXorf1	0.228333333333333
C14orf112	-0.102833333333333
EIF2B1	0.9585
OMP	-0.4795
GSTZ1	0.0835
LOC92017	0.916
ISLR2	0.73
C12orf36	0.7505
GATA2	-1.1125
GABRA5	-2.1965
CELSR2	2.23014285714286
STAM2	0.8171
TNAP	-0.554
PTPMT1	-1.64033333333333
GRP	6.7355
SV2A	-0.2655
MAGEA12	-4.4215
CACNG1	2.7985
C18orf19	-1.955
GSG1	-0.215333333333333
PTPRJ	-0.372428571428571
FRMPD1	-0.357
ZNF668	0.3735
PLEKHJ1	-0.3685
ADAT1	0.0578
TMEM50A	0.7033
UCN3	0.1655
HOOK1	1.05575
IL17B	-1.0535
MLKL	-0.280833333333333
TTC14	-0.252666666666667
KLHL5	0.6125
CRYL1	1.22516666666667
FOXH1	-0.0965
NFYB	0.44175
PPM1G	0.245
GOLGA2LY1	-1.45125
NMT1	0.0395
HADHA	-0.0604
CHSY-2	2.664
PLEKHF1	0.0752857142857143
SAGE1	-2.28
MUSTN1	0.20275
SUHW4	0.73575
TFEB	0.777833333333333
ZFYVE27	0.41525
ATG12	-0.503666666666667
BMI1	2.404
ZIM3	-0.00349999999999999
MYH4	-0.27025
MASP1	-0.957416666666667
KIAA0984	1.7825
RPAP2	-0.94425
ASB5	0.2205
BOLA3	-1.79083333333333
MIA3	1.337
KRT35	1.682
KIR3DL3	-0.423
MRPL51	-0.475
SEMA3F	1.715
NDUFB2	0.130333333333333
LOC253012	1.2815
FAM46C	0.5941
G6PC	-2.130125
CSAG3A	-4.97616666666667
PREX1	2.309
SLC25A45	-0.283
MAPKBP1	0.4645
CPE	2.016
GNB1	1.1695
CXCR6	2.7215
TRIM46	0.36275
C16orf3	-0.176833333333333
HPSE	0.92875
TIGD3	-0.901
SPG3A	1.65925
LCAT	-1.85633333333333
ST6GAL1	-1.47094444444444
POMC	-0.1125
