Hybridization REF	TCGA-E2-A10A-01A-21R-A115-07
NPY	-2.33675
BEGAIN	-1.23866666666667
TMEM77	0.7415
FOXRED1	-1.8785
SLC16A2	0.120333333333333
SLC35B1	-0.38025
GK5	-0.256166666666667
SDCCAG10	-0.291
C4orf20	0.39675
SLC9A2	-0.83875
ADD1	0.354857142857143
TAL2	1.20116666666667
ACLY	0.235
DNAJC1	2.335
SOST	-0.691
USP43	0.778166666666667
CYP4F12	-2.3175
FKBP5	0.01325
CHCHD5	-0.0142
NUDT22	0.25825
CCDC85B	-1.694
OR51G2	0.3415
STRN3	-0.2935
TMOD2	1.6525
FLI1	-0.52775
MAB21L2	-0.3805
DGKQ	0.16425
VPRBP	0.779333333333333
SCNN1B	1.3454
ECHDC3	1.8377
TMEM106C	-0.27775
CSNK2A2	-1.262
RPL39	-0.8701
HERC3	0.6445
ZBTB47	0.667833333333333
ZNF681	1.215
PAGE2	-2.4045
CLIC5	2.35278571428571
RABAC1	1.11675
ZFHX2	0.68625
YPEL1	-0.5005
KIAA0776	0.98625
NR1D2	-0.56325
DNAJC4	0.34625
NPNT	4.8952
ZNF677	0.1915
ZNF536	0.12675
MEF2B	0.411916666666667
PTPN4	-0.136625
CTCFL	-5.156
STX5	0.326166666666667
CD72	1.56725
VEGFA	-1.08510526315789
XRCC1	0.288
MAS1L	0.0993333333333333
ELL	-0.0543
SETBP1	2.013
CDH11	2.95816666666667
NDC80	-0.347307692307692
DMBX1	-2.7135
NRSN1	0.277
BAT2D1	0.550125
CDS2	0.324666666666667
C1orf212	0.103666666666667
SENP3	0.00637499999999999
IL1F9	-0.29
EEF2K	0.36425
COG8	-0.641
CEP72	-1.193
OR1L8	0.0935
MUS81	-0.387166666666667
PHYH	0.664125
GGT6	-0.1575
C22orf23	-1.02283333333333
C13orf33	1.60925
MAPK8IP2	1.3665
NELL2	3.619
POU3F2	-2.60116666666667
ALPK1	1.86325
MRPS18C	-0.1415
RPLP2	-0.296375
FGF22	-0.0705
SPNS1	-0.0411666666666667
ZFP1	-0.563
IL1RAPL1	-0.34475
PCSK9	-3.92383333333333
NKX2-1	0.0713571428571429
C6orf189	0.0505
SP4	0.15
SLC11A1	1.5145
C21orf25	-0.442333333333333
ICAM2	-0.1505
SH3GL1	-0.496333333333333
GSK3B	-0.358833333333333
RALB	0.61225
PDXP	-1.36366666666667
GNGT1	-2.712375
KIR2DL1	0.5725
TNFAIP3	0.02925
C6orf32	-1.1767
CBLN2	-0.24025
PANK3	0.371875
TAAR9	0.085
WDR82	0.189285714285714
APOM	-4.218625
TRIP10	-0.44475
SPATA16	0.111
C1orf135	-1.683
USP51	-0.1235
TESK1	1.1
C11orf64	0.1465
ZNF611	0.1775
PDE6G	0.147166666666667
HLA-DQA1	2.76225
GCLC	0.68025
SEC61A1	-0.0418571428571429
TWSG1	1.17225
ZMYND10	2.1025
CTDP1	0.07925
ADAMTS6	0.965833333333333
SLIT1	-2.5535
KRT86	-0.572
KIAA0574	2.32625
GTPBP2	0.000500000000000006
PQLC3	0.988
PRRX2	-0.286666666666667
C15orf44	1.05066666666667
MKKS	-0.20575
C11orf10	-0.175
GPR110	0.055875
CD109	0.05
ADCY1	-0.0178333333333333
RHBG	-2.53825
TP53I3	0.862625
SLC22A3	-1.7392
UCP2	-0.62775
FOXG1	-2.4165
OR2AG1	0.1605
TRIM24	-0.19425
PROC	-3.0545
TAAR6	0.5605
AMTN	-0.4015
C10orf47	0.548
DEPDC1	-0.74775
FLJ45557	6.432
ZDHHC17	0.4055625
KIAA1429	0.244833333333333
KCNH1	0.47075
VNN3	0.14625
PSMAL	2.0585
PPARD	-0.34175
HFM1	-1.96275
YBX1	-1.151
ZNF695	-2.74875
SCTR	-0.436166666666667
DCDC1	1.611
VPS26B	-0.3285
MTF2	-0.504333333333333
ATP6V1F	0.557
CCDC94	-0.442
PERF15	-0.178
CCL11	1.87525
LMO7	-0.30725
DCST1	0.448
ADRBK1	0.192125
CDRT4	-0.383375
ZNF84	-1.30425
HOXD8	0.2915
STARD8	-0.445333333333333
FOXP2	-0.4905
CCDC103	0.47475
POLR3A	-0.6902
GSC	1.93233333333333
ZNF114	-1.65666666666667
HTR7P	-0.104
LALBA	-0.168
RMND5A	-0.343666666666667
PSCD2	0.60025
ZNF409	-0.53
KRTAP1-3	-0.2195
MAF1	-0.5105
LOC201725	-0.712333333333333
NRN1	-2.612625
SPAG5	-1.1635
DNAH7	2.37033333333333
FLJ43860	0.2395
BRCA2	0.13275
ACADM	-0.37875
CXXC6	-3.347625
RAGE	-1.178
CHMP2A	1.1575
FAM8A1	0.1363
GPR21	0.067
SLC12A3	-2.9225
FVT1	0.816785714285714
ZDHHC7	-0.203875
FLJ44048	1.321
SLC44A3	2.29183333333333
SDSL	0.2415
MMP8	-0.2955
PLA2G12B	-3.7385
ACY1	-0.3615
MT1E	0.103833333333333
OR4K15	0.1025
TECTB	-0.433
GPR20	-0.63
IRAK2	-0.0685
RFPL3	-0.26825
MYO9A	1.271
NARG1L	-0.04475
BLMH	-1.323
CCDC3	1.7905
C9orf21	-0.43
KIAA0513	-0.2785
MIER2	-0.349
PNMA2	-1.41991666666667
SH3BP2	0.395
ANXA10	2.1625
RTN2	1.56716666666667
TFB1M	-1.3215
PRPH2	4.371
C14orf133	-0.67175
GOLGB1	1.56441666666667
IRX4	-1.5885
NFKBIL1	0.00966666666666667
C10orf62	-0.001
APBB3	-0.056
RPS10	-0.59
LOC728378	-1.65025
TLE3	1.02661111111111
PSMB7	-0.687375
MESDC1	1.156
SLC6A1	1.53333333333333
OCLN	2.98716666666667
PTTG3	-1.7685
NAGLU	-0.42125
SERTAD4	0.1075
SPRY1	0.50525
FLJ10781	-0.706
MYSM1	0.279
TRIM4	0.712928571428571
SH3YL1	0.40225
TREM2	3.72933333333333
SERPINI1	2.4595
HDHD3	-0.1405
TMEM38A	-0.703875
EID2B	-0.60675
TDRD3	0.452166666666667
SEDLP	0.86025
THSD7A	1.69716666666667
NDST3	-1.926
KLHL15	-1.05
DHRS12	0.704
FBXO9	0.409428571428571
TNPO1	-0.55025
MRPL13	0.0611666666666667
SNX5	-1.77116666666667
METTL6	-0.1765
SOD1	0.674
CHML	-2.185
PACS1	0.241
SIRT5	-0.3295
CAPN2	-0.3415
FXYD5	0.163833333333333
TWISTNB	-0.3175
LRFN1	-0.5385
UBE1L	2.289625
UBE1C	0.321
OR51B2	0.21125
OR4D11	-0.3735
C15orf2	0.0125
NR4A1	0.371666666666667
LOC339047	-1.107
TRIM17	-0.267375
ATP5G3	-0.245428571428571
RPL15	-0.116583333333333
ADAMTS8	-0.84625
HOXC4	0.0675
C14orf37	1.1955
CEACAM5	1.330625
MYT1L	-0.435333333333333
RASA2	0.059625
OSBPL7	-0.468
STAG1	0.335
GIMAP4	3.77466666666667
FUT3	-1.4045
PIF1	-2.276875
LPIN2	0.6228
SH3PX3	0.942
PDP2	-0.645
PAPD1	-0.370875
ERP27	1.3565
APOOL	-0.0205
DIABLO	-0.03675
TRHR	0.0258571428571429
ARMC9	0.706875
RNF152	1.8385
SLITRK3	-0.5935
ZNF211	0.2545
PFDN1	0.16475
RGS11	0.988125
HS6ST1	1.1424
AKR1D1	-2.39325
TNP2	0.417333333333333
STK31	1.37
EML4	-1.32733333333333
SGTA	-0.722166666666667
HIST1H2BI	-0.363
PSMD6	-1.02566666666667
KIAA1257	1.89125
C18orf55	0.0566666666666667
FLJ20273	2.219125
RPL28	-0.562333333333333
EPYC	2.47275
NOX3	-0.0805
ELAC1	0.3285
METT11D1	-0.9705
BIN2	-0.154833333333333
NACA2	0.0445
CCDC17	-0.63725
HM13	-0.3711
UBOX5	-0.175125
UBE2O	-0.58825
UBL5	0.76325
APOLD1	0.390875
C9orf31	0.36675
TNFSF8	0.283
ARHGAP29	0.12975
PROKR2	0.236
PDE5A	1.38333333333333
C6orf12	-0.023
TOM1L1	1.1445
WHDC1	0.9265
FOXI1	2.15066666666667
RAB4A	-0.553
TMEM39B	-0.65875
ATPBD1C	-0.19775
FARSA	-0.534
PLEKHG5	0.16825
CMAS	0.1845
OR7E24	-0.1915
SLC30A1	-0.66225
CDC42EP5	0.149666666666667
PLAC1	0.47025
KLHL18	0.0685833333333333
LBA1	1.0791
TAZ	-1.146
CRIP2	2.657875
BTBD11	-1.366
C16orf72	1.0325
DIO2	1.9298
LRRCC1	0.998666666666667
CCDC136	-1.474
PRX	0.198
RBM5	0.1821
TMEM85	1.16975
TUBGCP4	-0.524833333333333
APLN	1.434875
CDK7	0.2425
SSR2	0.0514166666666667
CRELD1	0.9735
C19orf46	2.30025
GAL3ST4	0.618
KBTBD10	1.59775
IL28A	0.188
WDR27	-0.3285
MCM2	-0.984166666666667
SOX14	-0.154
FLJ39743	0.2655
KIAA0922	0.21025
HIPK4	0.4455
FLJ25758	0.2015
C16orf57	-0.724666666666667
PDZD2	0.173875
MCC	1.731
HHLA3	0.0494
ID2	0.582
C20orf23	2.87483333333333
ZNF688	0.61875
APOC2	-1.54916666666667
LOC440093	0.887
FAM50B	1.84433333333333
PWP1	-0.0525
DNAH10	0.45075
HIST1H2BA	1.11275
GPR56	0.814833333333333
METAP2	-0.68075
PAN3	0.838333333333333
STXBP4	-0.109625
PDHX	-0.1805
MTA1	0.0900833333333333
ZBED4	-0.509375
ZNF720	-0.05575
CDK2	-1.82825
RHOJ	-0.20025
CDC37	-0.986666666666667
ZER1	0.4835
GRK4	0.10575
PRPH	-0.556
POLR2A	0.489625
OGFOD1	-1.08475
NOL5A	-1.61325
PHEX	-0.621
FLJ16478	0.07525
C20orf117	-0.4375
CAMTA2	1.033
C11orf74	0.716333333333333
DDX17	-0.334416666666667
C5orf27	0.375375
PLEKHA2	0.7392
PDE4DIP	2.277
SCN7A	0.1635
ZNF559	-1.0565
CXCL10	3.65975
ZMYM4	1.1365
STK32B	0.238533333333333
KIAA0888	-0.5254
TACR3	0.4305
CKAP2L	-1.5125
KIF1A	-1.409
RSPRY1	-0.01625
VCAN	1.1915
CYP27C1	0.2255
SYDE1	-0.89
MED12L	-1.959
ZDHHC21	1.575625
NHS	-0.032
TM9SF3	1.36333333333333
DDHD1	0.701375
MAFG	-0.2855
BICD2	-1.0918
C14orf119	-0.423333333333333
C14orf43	0.241142857142857
CDH7	1.13275
ALKBH5	0.0199285714285714
JUP	1.337875
TMEM41A	-0.008
MAMDC4	-1.11516666666667
CBX3	-0.816875
LRRC18	0.19825
RBMXL2	-0.98875
PLA2G4D	0.4255
FGF13	0.24
KIF3A	0.719166666666667
PDIA6	-0.7295
DCXR	0.521
CASKIN2	0.45
EHD1	0.203833333333333
MARCKSL1	0.792333333333333
ZNF496	-0.719833333333333
SCAF1	0.538833333333333
KCTD8	-1.7125
TRAF3IP3	0.132928571428571
LSR	1.265
CXorf1	0.582
C14orf112	-0.275666666666667
EIF2B1	0.01325
OMP	-0.3355
GSTZ1	-1.00975
LOC92017	1.196
ISLR2	0.87
C12orf36	0.3715
GATA2	-1.184
GABRA5	-3.503
CELSR2	0.656571428571429
STAM2	1.1673
TNAP	0.552
PTPMT1	-0.324666666666667
GRP	7.1035
SV2A	-0.174333333333333
MAGEA12	-4.25
CACNG1	-0.5455
C18orf19	-0.16225
GSG1	-0.603
PTPRJ	-0.443142857142857
FRMPD1	0.062
ZNF668	0.22175
PLEKHJ1	-0.728
ADAT1	-0.4983
TMEM50A	0.2774
UCN3	-0.304
HOOK1	2.640625
IL17B	-2.065
MLKL	-0.196666666666667
TTC14	0.055
KLHL5	0.72675
CRYL1	0.601333333333333
FOXH1	-0.2465
NFYB	0.007
PPM1G	-0.827
GOLGA2LY1	-1.2875
NMT1	-0.55175
HADHA	-0.4498
CHSY-2	2.6285
PLEKHF1	1.15607142857143
SAGE1	-1.9345
MUSTN1	-0.1975
SUHW4	2.37875
TFEB	1.2165
ZFYVE27	0.808
ATG12	-0.207
BMI1	1.60807142857143
ZIM3	-0.1905
MYH4	-0.021
MASP1	-1.508
KIAA0984	1.26025
RPAP2	-0.14975
ASB5	1.6555
BOLA3	-0.485666666666667
MIA3	0.002
KRT35	0.177
KIR3DL3	-0.5505
MRPL51	-0.90575
SEMA3F	1.07166666666667
NDUFB2	0.685166666666667
LOC253012	3.05525
FAM46C	0.1601
G6PC	-3.07271428571429
CSAG3A	-4.6365
PREX1	1.4395
SLC25A45	0.287875
MAPKBP1	0.7328
CPE	0.9512
GNB1	-0.828125
CXCR6	0.5755
TRIM46	0.1115
C16orf3	0.266833333333333
HPSE	1.36125
TIGD3	0.8275
SPG3A	3.167
LCAT	-1.2615
ST6GAL1	-0.772888888888889
POMC	0.43075
FLJ36031	-1.28133333333333
NSMAF	-0.342833333333333
SKIL	1.9
ADSS	-1.15366666666667
HMGCS1	-1.4687
POLR3F	0.0456666666666667
RAB10	0.537875
ZNF277P	-1.477
ZBTB7B	0.99075
DHRS1	0.54025
ABCC13	0.766
CNOT3	0.20325
NFKBIA	1.12375
GAK	0.507166666666667
SFT2D2	1.17966666666667
HOXA6	0.348
CRTC1	-0.101375
LY6D	-1.40366666666667
C20orf72	-0.735
CPT1A	-0.87475
LMO1	0.385
EIF3I	-0.38025
PRB4	0.1235
MCM3APAS	-2.66975
C20orf132	0.0641
FOXF2	-2.70325
S100A12	0.65475
MLH1	0.2385
ACTN1	-0.0262
MRPL36	-0.232333333333333
C20orf106	0.42725
FBXO6	0.2165
MKS1	0.203166666666667
CX3CR1	-1.038625
PDE1B	0.8435
PLP1	-4.513
KISS1	0.138
C14orf2	-0.0693333333333333
TBC1D3P2	-0.76075
COMMD6	1.1404
ANKRD7	-1.92
PTCHD1	-2.1375
NARS2	-0.85425
DOCK7	0.979625
FAM127B	0.2795
LOC390243	-0.118333333333333
N6AMT2	0.57
ZNF391	-0.381
DNAJB14	0.713833333333333
WRB	0.11475
BPI	0.288416666666667
TTC4	-0.6095
FAM10A5	-0.82975
GOT1L1	0.266
MAGED1	0.932625
RESP18	-0.1705
WFDC6	-0.0585
MT2A	-0.3945
C11orf56	0.25125
KIAA1432	1.173
ROR1	-2.093
HSD17B14	1.04066666666667
ZFAND2B	0.20775
SAMD4B	0.51075
HEXA	-0.113125
HNRNPU	-0.924772727272727
USP39	-0.199875
NRD1	0.0525
R3HDML	-0.39175
FLT4	0.260166666666667
OMG	-0.1885
OR52N4	0.4485
LOC399818	-0.054
ELA2	-2.33275
VENTXP1	-1.659
RFC5	-0.8965
OR52L1	0.595
PAX5	0.2385
FBXO2	0.58875
GMEB1	0.601
AKT3	-0.750333333333333
CRB1	-0.426166666666667
CTTN	0.0285
UTP15	-0.0605
HSBP1	0.73475
PHF11	2.521
NDEL1	0.505333333333333
USP8	1.01275
BAIAP2	0.9250625
SI	0.7125
ARSJ	-0.642833333333333
BAAT	-2.84075
KCNS3	2.8165
LOC126147	0.185833333333333
TMEM37	-1.02575
C1orf162	2.80666666666667
MBD1	0.2394
ITGAL	0.107
WDR73	0.767166666666667
GKN2	-0.0948333333333333
ARFGAP1	-0.87125
SLC5A8	-1.23916666666667
ZBTB40	0.2093
CYP4B1	2.36766666666667
LYPLAL1	-0.67425
CHST3	-1.182
MAP3K9	0.165
BTAF1	-0.920666666666667
TFAP2E	0.178
RBM35B	0.376
LOC441251	-0.435
ANKRD25	-0.192888888888889
UQCRC2	0.2345
MAEA	0.60125
HYAL1	-2.9881
RNPEPL1	0.0121666666666667
CPSF2	-0.04625
PSD3	0.3907
ABCA13	-0.741625
AGR2	3.3935
GBX1	-0.5755
HDLBP	0.282142857142857
ACY3	-0.385
HECW1	0.392
ZNF519	-0.473
HOPX	3.354375
ZNF304	0.958125
OR12D3	0.215
FKSG43	0.02725
METTL1	-0.612125
MFSD3	0.0633
PSPH	-0.71125
CLCA3	0.00750000000000001
DARS2	-0.779
CDC25A	-1.7025
BAIAP2L1	-0.6455
B3GNT5	-0.81125
USP29	-0.16575
ARHGEF10L	0.1819
ATOX1	0.336125
ADAM30	-0.37375
DNASE1	-0.15825
STT3A	-1.16025
RAB6IP1	-0.5915
PTN	-0.3893
C1orf106	-1.15492307692308
HECA	1.9135
RNF122	0.17725
SLC22A18AS	-0.714333333333333
GNG8	-0.171
ELP4	-0.4515
FAM65A	0.0383333333333333
RPL10A	-0.277666666666667
IRS4	0.278
MACF1	1.7526
SEC24D	0.81625
LOC374395	0.5135
TGFB2	0.004
MDFIC	0.849875
CHRNE	0.181333333333333
PCMTD2	-0.307666666666667
ATP6V0D1	0.312833333333333
MTA2	-0.347
LZTR1	-0.838666666666667
RAP1A	0.249666666666667
AXIN1	0.226375
POLR1C	-0.33675
TRIO	0.0614166666666666
PLXNA4A	-0.565416666666667
C5orf33	0.023
DEPDC1B	-1.95775
ZNF473	-0.413
MTM1	0.274
GPR107	0.621833333333333
CSNK1A1L	0.5815
FLJ14154	0.77525
NLRC4	4.07725
ENPP4	3.08883333333333
PADI3	0.688
RNF170	0.17625
CG018	1.56916666666667
C16orf7	-0.4485
KCNE1	0.7205
NRM	-0.918833333333334
SLC37A3	-0.497142857142857
TPD52L2	-1.19183333333333
UNC5B	2.29075
C12orf12	0.488166666666667
SDHB	-0.75975
CLRN1	0.370714285714286
NUDT10	0.867333333333333
UGT3A1	0.35825
FBXW8	0.359875
RHOF	-0.879625
PTPLAD1	0.5665
MYO3B	-0.742333333333333
DERA	-1.22825
TPP2	0.354
C19orf53	0.00766666666666666
GINS3	-1.16875
ST6GALNAC5	0.457
CHSY1	0.39225
MGC15705	0.427
GPR83	0.2335
EXT2	0.237875
DOLK	0.73975
TUBAL3	2.15375
ACVRL1	1.5026
ABL2	0.156833333333333
C14orf156	-0.7095
PTPRZ1	-2.162
DIP2C	0.726375
LAMP1	0.982875
RXRA	-0.2389
MAP3K5	1.82175
ALKBH1	-0.139833333333333
PDLIM7	0.0955
ARL14	-2.5725
SNIP1	0.4305
TIMP3	2.54125
RGS3	0.077
SPAG16	3.1025
ABHD4	-0.1355
ARHGEF12	0.280166666666667
GLUD2	-0.594
RAC2	-0.9153
UAP1L1	-1.0015
SLC18A3	0.0755
YOD1	-0.466416666666667
RALY	-0.758
HMOX2	0.483875
DGKH	0.1505
DBNDD2	1.66916666666667
YIPF4	0.642625
THAP10	1.2405
ZNF513	0.5625
HAGHL	-0.491333333333333
ITGB4	0.799666666666667
CCDC141	-1.256
YTHDF3	0.37275
C5orf28	-0.04225
RPL7L1	-0.358625
TMEM30B	0.984642857142857
ANKRD35	0.7535
DUOXA2	-0.4685
TBC1D5	0.1205
DFNB59	1.0935
HRH4	0.25525
MYO6	3.9298
DNAJA4	3.670375
RBM24	-1.8305
CEACAM20	-1.86325
RBM23	0.0185714285714286
NGFB	0.332
C1orf63	-1.3929
KRTAP7-1	0.32
PERLD1	1.19925
NPB	0.0925
C17orf59	1.4577
HSPBAP1	-0.07075
SLC15A4	-0.557875
PRTFDC1	-1.18575
OSMR	-0.432642857142857
CYSLTR2	-0.682
C19orf25	-0.1663
KIAA1797	-0.312
NLRP6	-0.278
FAM105B	0.3863
SCRN2	-0.0585
LRRC58	-0.1485
RNF17	-0.0802857142857143
NEIL3	-1.679
FAM137A	-1.7515
SKP2	-3.212
PARVA	1.04375
PKLR	-1.6335
RNF34	0.119
A3GALT2	0.71325
C12orf50	1.43133333333333
SUNC1	-1.41275
FAM102B	0.743166666666667
CCT2	-0.25775
LRRC37A2	-0.9885
ARF4	1.2675
SIKE	0.12475
C8orf48	2.51783333333333
MBTPS1	-0.2615
GPSN2	0.0765
NCF2	3.1235
SLC12A6	0.684833333333333
MRPL48	-0.3825
HMGN3	-0.191833333333333
LRRC62	-1.2185
PAX9	1.369375
FAM55A	0.6255
C20orf42	-3.49216666666667
SCML2	-1.911
BCL9	0.81375
FAM40A	0.26925
C9orf41	-1.069
ZNF774	-0.158
LETM1	-0.116
PLXNB1	0.320166666666667
NIPSNAP1	-0.661875
USP10	-0.82725
F9	0.98075
LIPE	1.57675
CNGB3	-0.956
C12orf52	-0.0515
PI4K2A	0.2425
MED8	0.655625
STAT4	0.7204
FGD4	0.496833333333333
RNF145	-2.40416666666667
WDR32	0.4492
CLDN2	0.306833333333333
TCEAL8	1.28075
ZMYND8	-0.925
PDXK	-0.3264375
GATAD2A	-0.62225
PTGES3	-0.5035
CCM2	-0.90625
TAP1	1.613
ZNF670	-0.83825
ETS2	-0.683428571428571
C6orf166	0.241
PRMT2	-0.0594285714285714
OR4B1	0.355
INTS8	-0.172
CCDC102A	-1.1995
CCDC83	-1.263
ITGA1	1.0666
EPHA5	-1.7635
FAM24B	-0.597333333333333
TSGA10	2.677
HAL	-2.09966666666667
MYOT	-0.144
SPACA3	-0.11325
BCL2L2	-0.259166666666667
CUGBP2	-0.910666666666667
CCNB3	2.0065
RNF113B	0.3065
MERTK	0.965
BAG1	1.3385
VPS36	0.18775
ORMDL3	0.2374
C1orf190	0.83075
ZNF625	0.43225
CORO2B	-1.90275
ALOX15	-0.6955
CST1	2.633
NUPR1	1.82683333333333
CCL7	3.66175
SMCR5	-2.42
DSC2	1.865
RBMS2	0.40775
GRIK4	0.066
TRIM65	-0.1779
TMPRSS6	0.828
TP53INP2	0.46675
GLB1L	1.123
LOC388284	0.1235
PUS1	-1.93864285714286
BCL9L	-0.1295
OLFM1	-0.927333333333333
RET	3.005125
MASTL	-1.08183333333333
ALX3	0.14025
IL1RL1	-0.537666666666667
ZNF765	-0.3026
C14orf138	0.5945
SNX10	0.546333333333333
TAC4	0.1705
C1orf64	2.749625
POGK	1.25575
MAPK9	1.02975
ZNF366	1.492
C8orf79	2.4636
CLDN7	2.691375
OR5AT1	0.2605
TRIM37	-1.26275
LRRC25	2.69
GRHL2	2.218
TEKT3	3.213
LASS5	-0.0341666666666667
ABCC4	-2.256
DLG3	1.025125
VGLL1	0.0135
ZFP36L2	0.596166666666667
MFRP	-0.0355
KIAA1799	1.43375
FLJ44379	1.891
PCNX	-0.7935
ANXA9	2.0605
CYP4V2	2.3193
PIK3C2A	0.33325
SRR	0.294
NOL3	-0.44475
IFITM2	2.7065
ARNTL2	-1.72625
ZNF595	1.057
NLRP13	-0.064
ASPH	0.504375
CPA2	0.675
PVRIG	-2.28566666666667
LEPR	-0.00416666666666666
C16orf42	-0.0393333333333333
SH3BGRL	1.395
FAM77D	-0.7252
FNDC7	0.599
C9orf6	0.355833333333333
NOTCH2NL	2.19383333333333
PGBD1	1.3095
SYNGR2	1.05533333333333
PITPNA	-0.0826875
PRPF4B	-0.3202
SLC43A3	-0.974071428571428
NRBP1	-0.0645
SLC25A22	-0.0925
ILK	0.610125
SLC22A8	0.5635
MRPS7	-0.21525
PITX2	-1.4245
FABP3	0.59325
OR1L1	0.3545
LOC728215	0.650375
BLID	-0.911
KIAA1217	2.64405882352941
TFPT	0.3935
AP4B1	-0.209
VBP1	-0.163
OR1K1	0.257
MORC3	0.1295
BHMT2	-0.088
C3orf10	0.4935
FZD7	0.24
WFDC10A	-0.595
PMS2CL	0.036625
CCDC32	1.28616666666667
FA2H	0.37825
ALG13	0.2985
TTLL7	0.0389
SPOCK3	0.064
SLC13A2	0.3985
AIM1	0.94225
GPRC6A	-0.295
EGR2	3.996
MED11	0.243
WWC1	0.9495
SH3GL3	-3.70425
RIF1	-0.286214285714286
PRLH	-0.211
VLDLR	-0.5555
DBT	0.595375
C21orf63	0.532
CGGBP1	0.183375
KRTAP12-2	-0.064
TADA3L	0.591125
ZBTB16	0.4205
PDGFB	1.360875
RFX1	0.024375
UQCRB	0.1229
LOC133874	-0.2055
HPS3	-0.5635
LGALS3BP	0.9791
DKFZP564O0823	2.95592857142857
MRFAP1L1	0.742125
HOXA10	-1.6765
NGB	1.268
KIF21A	-0.193923076923077
IFLTD1	0.00750000000000001
LZTS1	-1.056375
ARHGEF3	1.2685
RHBDL3	-2.1345
CSNK1G2	0.0631666666666667
ChGn	-0.64275
KIAA1244	3.14283333333333
GABRB2	-0.1935
MGC72080	-1.4605
CD27	2.07575
EGLN1	-2.1971
PEX13	0.33625
RWDD3	0.7655
RNF12	-0.349666666666667
GRIN2B	-0.34
ADAMTS14	-0.31325
DYDC2	0.555666666666667
ATP6AP1	1.0772
NR1H2	0.106833333333333
PDK2	0.78375
C3orf17	-0.288833333333333
SLC38A2	-1.24107142857143
SLC25A29	-0.840666666666667
C15orf29	1.100125
ADAM9	0.520166666666667
TMUB2	0.522
GPR176	-0.40775
AGK	-0.613375
MCCD1	0.245
NDUFA4	0.70425
TMEM146	0.239
DUSP1	1.429375
UNQ6975	0.0515
EMX2OS	4.35675
INSM2	1.10475
LUZP4	-0.21375
SETD6	-0.9005
P2RY2	0.4595
SLC45A2	-1.5585
RABGAP1	0.1245
UBXD5	0.39225
GPRC5A	-0.6689
PAK3	-0.434666666666667
LOC63920	-0.11525
TGFBR1	0.7701
KRTAP6-3	0.1735
SFMBT2	-0.57625
CDC42	-0.3644375
C11orf35	0.313
TTLL2	0.07475
UACA	0.347833333333333
CD97	-0.6228
SETD5	-0.085625
NINJ2	-0.4655
PTER	0.92
POMGNT1	1.34075
KRTAP4-2	0.375
ECGF1	2.004
HRB	0.528727272727273
ATP1B2	-0.399
LOC400506	0.41225
COL4A3BP	0.623
C6orf97	1.381
GRHPR	0.53275
TAS2R1	-0.2405
SEMA7A	0.18025
EDF1	0.6655
ODF2L	0.691666666666667
PCID2	-0.645166666666667
GTF2H4	-0.724833333333333
ZCCHC3	-0.60175
CGB2	-0.0541666666666667
NEUROD1	0.16225
C20orf75	0.097
RP5-1054A22.3	0.894333333333333
IFNA5	0.1505
ZNF134	0.28175
MGC119295	-0.9002
ZSWIM6	0.750375
SMEK1	0.235166666666667
PCGF2	0.28175
C1orf102	2.884
CYP2A13	0.4435
KCNH6	-0.0403
MDM1	0.4878
ALDH7A1	-0.562
C9orf75	1.35575
VDAC3	0.444625
OR51T1	0.15
EIF3F	-0.907666666666667
KCNJ10	-0.835
LENG8	0.103
EDEM2	-0.433416666666667
CCNJL	-1.613
DHX37	-1.354
CRYGN	0.1775
AATF	-0.443
ZNF630	1.569875
E2F5	0.2545
WFDC13	0.00950000000000001
FTSJ3	-0.643
C4orf33	1.4115
LHFPL4	-3.285
C19orf56	0.56725
SMAD4	0.7975
AFM	-0.798166666666667
G0S2	-0.06
FCHSD2	0.507
RRP1B	-1.3383
EEF1B2	-0.883333333333333
STAT6	0.988
ZNF195	-0.44325
GNL1	-0.528833333333333
ZNRF2	1.27766666666667
PER3	-0.73775
ASB16	0.00899999999999999
C10orf10	1.26464285714286
ADCY8	-3.676
C9orf58	-3.942
ARMC10	-0.155
PSG1	-0.5245
DHX34	-0.24275
VARS2	0.0585
NFIC	1.35225
ITPR2	1.21775
AGXT2	0.624333333333333
OR6K3	0.102
H2AFZ	-0.601833333333333
MLLT3	0.195416666666667
COX4I2	1.304
CCNT2	-0.332875
PLK4	-0.753125
NUMBL	-1.15083333333333
MED16	0.20525
PLEKHQ1	1.03725
GOSR1	0.533222222222222
BTG4	-0.20075
RPL30	-0.18775
IGSF5	0.387
IGFL2	3.92466666666667
ELMOD2	1.095
SHC3	-1.25033333333333
HAVCR1	0.1575
DYNC2H1	0.45975
RNF5	-0.0138333333333333
C2orf7	-0.534
NLF1	-0.258
KLHL25	1.19175
LRP10	0.5694
KRI1	-0.80825
PUS7L	0.260333333333333
MGMT	0.67075
HOXD1	-0.613
CSH1	-0.2315
ATG16L2	-0.28125
FLJ44635	0.482
CHODL	0.39
EXOSC8	-0.87625
SLC28A1	-0.008
MYO7B	-0.183
SEH1L	-0.5221
MTNR1A	0.375
TSPAN5	0.106166666666667
CDC45L	-3.35683333333333
AMIGO1	0.2735
ATAD3A	-2.11975
OSGIN2	0.339
PDIK1L	0.736166666666667
DARC	0.24525
PIPSL	0.5675
SHMT1	0.02225
