Hybridization REF	TCGA-A8-A08I-01A-11R-A00Z-07
UBXD5	1.009375
GPRC5A	-1.108
PAK3	-0.1905
LOC63920	-0.13575
TGFBR1	0.7575
KRTAP6-3	-0.16375
SFMBT2	-0.09275
CDC42	0.8614375
C11orf35	0.523
TTLL2	0.0645
UACA	0.1065
CD97	0.6924
SETD5	-0.427375
NINJ2	-0.7635
PTER	-0.473333333333333
POMGNT1	-0.27975
KRTAP4-2	0.11
ECGF1	2.925875
HRB	-0.11
ATP1B2	-0.1368
LOC400506	-0.51875
COL4A3BP	0.906
C6orf97	2.76675
GRHPR	1.205375
TAS2R1	0.5565
SEMA7A	-1.59
EDF1	-0.4545
ODF2L	1.1266
PCID2	-0.057
GTF2H4	-0.838833333333333
ZCCHC3	-0.30625
CGB2	-0.1885
NEUROD1	0.0505
C20orf75	0.204
RP5-1054A22.3	0.714166666666667
IFNA5	2.5275
ZNF134	0.7455
MGC119295	-0.277
ZSWIM6	0.422125
SMEK1	0.088
PCGF2	0.24925
C1orf102	2.658
CYP2A13	1.352
KCNH6	1.5695
MDM1	0.8917
ALDH7A1	0.204666666666667
C9orf75	-1.0255
VDAC3	-0.03325
OR51T1	0.1995
EIF3F	-0.068
KCNJ10	0.8675
LENG8	0.2825
EDEM2	0.706166666666667
CCNJL	-1.6665
DHX37	-1.181
CRYGN	0.0795
AATF	-0.588125
ZNF630	1.671125
E2F5	-0.8275
WFDC13	-0.41675
FTSJ3	-0.610833333333333
C4orf33	-0.02425
LHFPL4	-2.46675
C19orf56	-0.686166666666667
SMAD4	0.8185
AFM	-0.5442
G0S2	-0.5375
FCHSD2	0.3736
RRP1B	-1.3493
EEF1B2	-0.946833333333333
STAT6	0.861833333333333
ZNF195	-0.65925
GNL1	-0.515166666666667
ZNRF2	1.3235
PER3	-0.055375
ASB16	0.50425
C10orf10	-0.380214285714286
ADCY8	-3.12116666666667
C9orf58	-2.39283333333333
ARMC10	-0.5165
PSG1	-1.842
DHX34	-0.0635
VARS2	-0.620125
NFIC	1.0605
ITPR2	0.72975
AGXT2	0.0915
OR6K3	0.002
H2AFZ	-0.579833333333333
MLLT3	1.35108333333333
COX4I2	0.59125
CCNT2	-0.296875
PLK4	-1.583875
NUMBL	-0.110666666666667
MED16	-0.64975
PLEKHQ1	1.54425
GOSR1	0.681388888888889
BTG4	0.103
RPL30	0.489333333333333
IGSF5	-0.1915
IGFL2	2.17466666666667
ELMOD2	1.394
SHC3	-0.7495
HAVCR1	-0.308
DYNC2H1	-0.22025
RNF5	-0.329333333333333
C2orf7	0.248
NLF1	0.851
KLHL25	-0.9745
LRP10	1.0104
KRI1	-0.1685
PUS7L	0.641666666666667
MGMT	0.29425
HOXD1	-2.29616666666667
CSH1	0.2907
ATG16L2	-1.23225
FLJ44635	0.3975
CHODL	0.4995
EXOSC8	-2.17525
SLC28A1	-0.56375
MYO7B	-0.5585
SEH1L	0.1712
MTNR1A	0.212666666666667
TSPAN5	0.221666666666667
CDC45L	-3.17166666666667
AMIGO1	0.2395
ATAD3A	-1.387375
OSGIN2	0.378166666666667
PDIK1L	1.2815
DARC	1.905125
PIPSL	-0.22
SHMT1	0.153
CRISP3	0.829
POPDC2	1.6345
ZRANB2	-0.627333333333333
FBXL8	0.35325
TRIP13	-2.46254545454546
EIF5AL1	-1.3255
POU5F1P3	-5.03716666666667
IL6	-1.81733333333333
CXorf38	1.43366666666667
IFNA16	0.8045
FBXL2	-0.633666666666667
BRD1	-0.65825
STATH	0.244
FBXO44	1.3145
MCCC2	0.68675
CDC2	-0.5287
C5orf23	-1.46525
IVD	0.516
C10orf122	-1.26275
MSL3L1	0.4074
MVP	0.11375
EPOR	-0.0612
ZMYM1	0.9765
BCL7C	0.183833333333333
PSTPIP2	1.6242
LYPD1	-2.00125
OR8G5	0.07
ZP3	-0.4025
BCAS4	-0.0365833333333334
EDG6	3.0335
ISY1	0.37775
PRAMEF2	-1.41475
CUL1	-0.227875
RNF213	1.5484
CCRK	1.05425
DHX9	-0.4935
C13orf29	0.43175
NCKAP1	1.01416666666667
MRPL43	0.498857142857143
XPR1	-0.6625
PKN2	0.6168
PODNL1	0.134
ZNF333	-0.159
DALRD3	1.08375
OPN1SW	0.123
BTBD6	1.085
C11orf82	-1.3615
OR5P3	0.2415
DUSP11	0.3595
L1CAM	-1.6656
NEK11	2.74016666666667
OR7E91P	1.941
CNTN3	1.3987
CREB3L2	0.214
ZBTB37	1.0785
KIAA1324L	0.2505
NDUFB10	-0.247
NUDT2	0.901
GTPBP8	-0.40375
CACNA1D	0.98375
PRKAA2	0.803666666666667
PRDM8	0.2195
MGC16075	2.524
KRT14	-1.35221428571429
PP8961	0.45775
MRPL18	-1.085
ABCG2	-2.52175
PACRG	1.07575
BBS2	1.361
KREMEN2	-1.096
FBXO21	0.69725
HNRPUL1	0.820583333333333
GRB10	-0.32125
CLSTN1	0.300875
LMAN2	0.7058
C17orf61	0.493
NIPSNAP3A	0.60625
INSIG2	-0.578333333333333
PCDHB7	-1.546
STXBP2	0.323
CMAH	2.50375
SEMA5B	-2.06425
ZNF155	0.789333333333333
COQ6	0.509666666666667
PRPF4	-0.3185
TSPAN15	2.2056
VN1R5	0.49725
LATS2	-0.9225
SELK	1.56425
PGK2	0.11975
MS4A1	0.804875
TYW3	0.4657
KRTAP5-1	0.53675
RCCD1	-1.55266666666667
BTN1A1	-0.086
DDX28	0.72025
TMEM65	-1.146875
LOC92345	0.00725
TTC31	-0.1295
WDR46	-1.33783333333333
CHP2	-1.37233333333333
LSP1	0.71725
ZNF542	0.5515
EXOSC1	-0.05925
ARHGAP18	0.4945
LRRTM4	-0.68675
MAOB	1.82925
CACNB4	-1.18575
MGC33846	0.0407500000000001
RANBP3L	3.151625
ATP5L	-0.0525
ONECUT1	-3.114
NUDT9	-0.04025
TMEM149	1.7195
STX17	0.06725
IGSF10	-4.306
TMPRSS9	-0.097
BMPR2	0.862666666666667
ALLC	0.364
KLF7	0.826375
GCC1	0.5996
TIMM9	0.40125
CDO1	3.55233333333333
MGC10701	-0.9495
IFI6	3.94
FRMD8	0.12925
MGAT2	0.8055
WBP5	-0.062
CNIH2	0.646
KIAA0907	-1.1211
KCNH8	-0.875
CTSG	-1.7885
GRIK1	-0.488333333333333
CUL5	1.006
FRMD1	0.331
OR9A4	1.214
SYT6	-2.134625
FOXD4L2	-0.1615
ANAPC2	-0.696166666666667
OPN5	0.4195
TAF13	-0.8135
LYG2	-0.449
GGNBP1	-0.4535
C11orf40	0.211
OTX2	-1.243
REG4	-0.268166666666667
EIF5	0.1825625
PALB2	0.176
SEPSECS	0.1879
RNASE3	-0.1525
TRIM49	-1.5955
POLR2K	0.7713
GPR42	-0.198
C8B	-1.09175
SASS6	-1.56
PREB	-0.242
OR3A3	0.7155
TUBA8	0.246625
IGLV2-14	1.8255
STIL	-0.44325
ANKFN1	-0.864666666666667
NME7	-0.6035
HOXC12	-0.27775
UBE2C	-0.717875
FHOD1	-1.13175
CDK2AP1	-0.669166666666667
OR6K2	0.42225
DHPS	-0.907
RPL5	-0.873583333333333
TRGV5	0.716
LOC541472	-0.405142857142857
HCCS	-0.785
DENND1B	0.9825
LHX3	0.22
OR5D16	0.5685
CXorf57	-0.398166666666667
IRF2BP1	0.6315
NDST2	0.655833333333333
LCE3D	0.246
BOLL	0.414
SYT3	0.025
PIH1D2	1.59425
C20orf7	-0.659666666666667
IL1R2	3.82933333333333
SLAMF9	-0.93
PPME1	0.00949999999999999
PIK3CA	-0.07025
TRAPPC1	0.3465
COLEC10	-1.21925
SLC9A6	-0.375
PDDC1	-1.48475
CCDC53	0.91
GK3P	1.07275
DAZL	-0.1865
BRI3	0.45225
SDK1	0.111375
CYP2C18	0.29275
IFI44L	5.4805
RPL3L	0.386
FUT9	-1.52733333333333
KIFC2	-0.1725
PMP2	-0.43175
SLC4A9	0.163
PLAG1	-0.4405
MYCBP2	0.026
OR4E2	0.1075
CCDC65	1.53225
C16orf82	-0.30125
ENTPD4	0.0675
BRP44L	0.043875
PMP22CD	0.23575
TMCO4	0.9865
KCNN1	-0.5745
WDR35	0.09575
CCDC80	0.894625
C3orf31	-0.9355
SLC7A9	-0.387
TMEM190	-0.497
DBC1	-0.988833333333333
FADS3	-1.14116666666667
PDZD8	-0.0536666666666667
GRM5	-0.039375
AZGP1	4.0264
PEX3	1.623
MED1	0.0219285714285714
ATG4C	-0.413833333333333
HNRPH3	-1.1695
FAM109B	1.3935
C4orf17	-0.099
CA10	2.06025
OPRD1	0.1985
CCL16	-1.65725
SACM1L	-0.3645
CST6	4.3035
CD63	0.8395
LGI1	-2.42025
ZNF784	0.84625
CRYBB1	-1.9475
CX3CL1	-0.0349
TOP2A	-0.68475
GYPB	-3.85266666666667
GADD45GIP1	-1.40025
FEN1	-0.834375
IGF1R	-1.1685625
WDR72	-2.05316666666667
PURG	-1.8774
DEFB126	-0.4145
PKD1L1	0.5285
CAV1	-3.1328
GNPDA2	0.5681
DGAT2	1.424
NLGN1	-1.18725
STRBP	0.156625
HPRT1	0.6215
FANCI	-1.53125
PSMA7	0.52825
DBF4B	-0.3825
TTF1	-0.33875
RAD54L	-1.86425
ELOF1	0.49225
PLAGL2	-0.3855
ZNF256	0.396
HMGCL	1.77325
MSI2	0.651333333333333
RPESP	4.83616666666667
C11orf60	1.125
ABCD1	-0.385
ACAA1	0.6044
SPARCL1	3.83914285714286
IL6ST	2.2662
ZNF319	0.50525
TMEM109	0.1048
FAM90A1	-0.525
IL22RA1	-1.941
ATP4B	0.242
TEC	-0.686666666666667
C7orf30	-1.076
TXNDC2	-0.304166666666667
ABCB4	-1.28125
KIAA1191	0.0445
C9orf38	-0.131
SFTPB	0.193875
CNTNAP2	-2.652
FRK	1.0385
TBX19	-0.8105
CHD4	-0.36025
C6orf26	-1.374
MOSC2	1.4435
IKBKE	0.8365
HIF1A	-1.0365
LOC595101	0.0325
RELA	0.247666666666667
TMEM16B	3.844
ABHD12B	1.72975
TSEN34	2.535
KIF18A	-1.37025
TXNDC9	-0.519333333333333
SPATA2L	-0.094
SEMA4G	-1.0655
C21orf91	0.406375
MATN1	-0.008
KCNIP4	-0.133
TUSC1	2.451
OR4C15	0.416
ARMCX6	1.44325
WBSCR27	-1.50366666666667
OR52I2	-0.044
KIAA1604	-0.86025
DYNC1I1	-2.274125
PPP4C	-1.02725
SLC47A2	-2.24316666666667
TREH	0.34
CD48	4.0375
ST14	0.738833333333333
PKN1	-0.91775
SPON2	0.5155
XBP1	2.5055
SFRS12	-0.541833333333333
EFCAB6	2.684
SELT	0.41825
SLC39A2	-0.3255
ERF	-0.870833333333333
ARL3	0.863
SURF6	-1.1118
MLLT10	-0.107952380952381
FLJ11171	0.781666666666667
TDGF1	-5.01816666666667
ERCC6	-0.887
EIF2AK4	0.148125
BAZ1A	0.330333333333333
LRRN3	0.661666666666667
TMC3	-0.104
EFTUD1	-0.0805
PTPRO	2.1065
CLEC12A	3.5545
ACBD4	0.04075
ZDHHC14	-0.362
OTUD7B	0.574625
ACTB	-0.016
MSRA	-0.297125
LCE5A	1.0055
IFI35	1.5285
BSCL2	0.770833333333333
ANKRD12	1.41033333333333
CFHR2	0.1615
RGAG1	0.503833333333333
HSFY1	0.6045
SLC30A5	-0.339333333333333
IMPG1	-0.176
GPR109A	0.969
ZNF185	-0.1185
IYD	0.224
NPCDR1	-0.0285
SERPINA13	0.2585
HMGCLL1	-1.25
NEUROG1	0.734666666666667
UBQLN1	-0.1501875
LIN37	0.79825
SOCS2	-2.29475
DSCR4	-1.79125
XKR6	-3.07725
GPR142	0.7995
KRTAP13-3	0.409
CCDC15	0.275166666666667
MOS	0.2445
CD1E	-0.562
OFCC1	-0.235666666666667
FAM83D	-0.1385
SRFBP1	0.19975
C9orf96	-0.1625
DHDH	0.8005
CCDC90A	-1.2025
RABL3	0.57195
CD320	-1.69266666666667
ANGEL2	0.70225
MRPL21	-0.226
SMG6	0.185166666666667
INSR	0.2605625
FLJ14816	-1.2825
GLRB	-0.14
C9orf89	0.324
CIZ1	-0.856625
URG4	-0.404833333333333
LRDD	-1.76716666666667
CBY1	-0.120333333333333
NFX1	0.678125
MTERFD2	-0.6395
C19orf23	0.038
PGC	-2.337375
IER3IP1	1.4397
RASAL2	0.946416666666667
C1orf89	0.1015
SYNJ1	-0.080625
NFKBIE	1.5515
FLJ40125	-0.592166666666667
TCEB2	-0.0158
NOG	-2.199
POLR2J2	-0.732166666666667
HLA-B	4.47775
PCDHA1	-0.5375
PPP2R2B	0.784
ARHGEF17	-0.256333333333333
TCF7L2	0.252571428571429
CHD5	-0.564333333333333
ZNF431	-0.212
TBC1D25	-0.46975
ZNF800	1.34225
SCUBE2	2.87172727272727
MYCBP	1.09166666666667
GPX5	0.257
C6orf129	0.515
QSER1	-0.288166666666667
ULK2	1.8085
PIGO	1.90283333333333
NRCAM	-0.938928571428572
SLC35E3	0.97575
CSRP2	-0.926
HYPE	1.16875
MAPK15	0.0426666666666667
MGC14327	-0.00375
TIMM13	-1.67966666666667
ZNF462	-0.8325
GBA3	2.32925
TEX13A	-0.3555
MCM6	-0.787666666666667
MTRF1	-1.147375
ABCA7	-0.75975
EIF4A2	-0.40525
ZC3H10	0.3837
RPGR	0.408833333333333
C20orf94	1.64425
RP1L1	-0.501
GPR125	-1.10471428571429
USP22	-0.136571428571429
OR1L4	0.082
MLZE	-0.199
FLJ32065	0.7255
PTCD1	-0.906
CRTAC1	0.0798333333333333
BXDC2	-0.88
C18orf1	2.564
FAM107A	0.671
EFNA3	-0.7375
P18SRP	-0.247
CAMKK2	0.75825
KIAA0649	-0.2635
NES	-3.09
HS6ST3	-0.722
PON2	-1.262
TCP11L2	-0.37275
CLEC4A	4.66875
PRR12	0.6595
MLXIPL	-1.6126
C2orf50	0.2975
ZNF28	2.37425
ENC1	-0.246666666666667
MAP2K1	-0.466125
FKSG2	0.7005
KIAA0430	1.17575
PTP4A1	-1.64161111111111
GPR156	1.0075
GTF3C6	-0.86775
UBR2	0.4401
LOC388272	-0.83275
MAK	0.738333333333333
ACOT4	3.7795
STC2	-1.58925
PIGW	-1.692125
SAE1	-0.61575
COL6A1	-0.637136363636364
OAZ1	0.342
STMN4	0.145666666666667
EDG3	0.634666666666667
SGCE	-0.848166666666667
IL11	-1.95333333333333
PRSS8	-1.701
YIPF5	0.85525
WNT4	4.241625
CSN2	-0.00166666666666667
TCF7	-2.28825
TDO2	3.45875
SAMD9	1.6825
S100A7A	0.4305
MMRN1	1.86866666666667
GKAP1	0.239
AKR1C3	-3.828
RNF19A	1.75525
GMDS	0.50525
YKT6	-0.640125
SPARC	-0.3351
C12orf31	-0.29325
UBE2V2	-0.325833333333333
FBXL18	-0.631
KIAA0460	0.2375
ADAM22	0.275
SERPINC1	-5.17725
KCTD21	0.977
MYOHD1	-1.9315
ZNF37A	-0.0968333333333333
GTF3C1	-0.420666666666667
CTSZ	3.4965
PRNPIP	0.131625
DRD1IP	0.04575
NR1I2	-1.913
ZNF266	-0.1529
SPAG4L	0.35
COX4NB	0.48225
SAPS1	1.384
APOA1	-3.19175
TATDN1	-0.544333333333333
C10orf82	2.144
KPNB1	-0.53925
FOXO3	-0.692083333333333
CRYBB2	-1.601
ZBTB5	1.24633333333333
SLC25A38	-0.1085
DCTN2	-0.237166666666667
IFT20	0.666
CTHRC1	1.2245
C1orf31	-0.19225
UHRF1	-1.3799375
GPC6	-1.8475
C10orf54	2.262
MCF2L2	-0.7865
WNT9B	0.0545
OLA1	-0.995375
FAM120B	-0.6085
TTLL10	0.465
CYorf15A	-5.5605
RELN	-2.44322222222222
SCN2B	-0.0749166666666666
MFHAS1	-0.13125
NKX3-2	-1.5285
RASGRF2	-0.923
SSBP1	-0.606333333333333
KPNA6	0.202214285714286
LOC389118	0.3365
HS3ST4	-1.5088
SUPT7L	-0.688125
FLJ32658	-1.3585
IGFBPL1	-0.4725
KIAA1641	-0.6029
SHKBP1	0.3655
CSF1R	4.5585
NAGK	0.8845
MYL2	0.18625
HIST1H4C	0.1375
TOMM7	-0.609375
ADAMTSL3	1.6137
TNFSF14	0.909
PRRT2	0.778
VTA1	0.56
AOAH	4.205
CRISPLD2	0.6115
PNN	-0.7237
TA-NFKBH	0.56275
ESPN	-1.52
RBM43	0.831
KIAA1267	0.263375
DDX3X	0.388
KIAA1576	-3.538
PLXDC1	2.36083333333333
FLJ25801	-4.6235
HNRNPL	-0.51175
RUNDC3A	0.8245
CASP12	0.818
SH2D5	-1.738625
RPL26L1	-0.979
OR51A7	0.31675
HDC	2.3225
C2orf16	-0.173166666666667
SYTL3	2.511125
GOLGA4	0.567875
NOTCH1	-1.035
ATPAF2	0.679
ECD	-0.89825
SSX5	-1.67766666666667
SNAP91	-0.38575
OCA2	-5.25225
PNPO	-0.428166666666667
DAPK1	0.381833333333333
PINX1	-0.991833333333333
SELENBP1	1.242375
NEK3	-0.950583333333333
TMED4	-0.336928571428572
SSTR4	0.212
FOSL1	-2.7619
CD40LG	1.803
CES1	-2.41025
DCI	0.2855
B3GAT3	-0.227833333333333
STK17B	0.20725
CNTN6	0.04475
CYP3A4	-1.8035
MBOAT2	1.27114285714286
PISD	-0.063375
USP1	0.89125
PYDC1	2.1805
CENPM	-1.137625
SAR1B	0.51425
TTC7B	0.10275
DP58	-0.333
GPC1	0.22825
RBL1	-1.412625
TMEM137	-0.850333333333333
TOB1	0.662666666666667
TCEAL1	1.5185
CENPF	-1.19445454545455
C6	1.61316666666667
PRSS1	-3.577
PPIL6	0.464666666666667
C6orf124	-0.505
ODZ4	1.46983333333333
SNCB	-0.4185
NDUFB9	-0.18625
CNOT6L	0.746333333333333
S100A9	2.87166666666667
TRIM50	0.529
KCTD1	2.6892
WDR63	0.16925
SPEF2	3.5545
RNGTT	-1.37966666666667
CXorf22	-0.249
KCNK16	0.2095
CEP250	-0.324
ATPBD1B	0.35475
KCNJ2	3.50075
MT1B	2.1505
ZNF684	0.282
SLC4A1	0.1535
PDHA1	-0.72675
ZNF492	0.565875
TKT	-1.241
BYSL	-1.26525
RNF38	1.822
AHDC1	0.4175
KLHL2	0.51625
CMTM8	1.202
DMP1	-1.082
HERPUD2	0.2685
CRTAM	5.25833333333333
ZNF572	1.70725
TMEM16J	-0.5445
HSD17B2	0.91925
UBE2G1	0.007
AHSA2	-1.5515
PELI2	-2.4355
TPX2	-1.23825
ATP9B	1.74966666666667
DAZAP1	-0.366875
HMGCS2	3.06433333333333
C17orf38	1.41225
B9D1	-0.419
NKX2-5	-1.27066666666667
KIAA1276	0.313
LILRB2	3.7325
CSTF1	0.229666666666667
BTN2A1	-0.4715
C15orf48	6.12525
IGF2BP3	-3.268
FAM113B	1.6065
HRG	-0.315375
ZNF131	-0.0595
USP47	0.019
CCDC88B	-0.17375
HCN1	-0.670777777777778
HTN1	-0.220333333333333
SYCP3	-0.3515
C13orf23	-1.1917
PAPOLA	0.21325
AATK	-0.8905
MSH3	0.123
NDUFAB1	-0.40375
ITLN2	-0.805333333333333
BAK1	0.0755
MRPL45	-0.261666666666667
MTNR1B	-0.161333333333333
LOC645843	-0.371
SPECC1L	-0.302125
PGCP	0.12925
SPN	1.067875
GPR143	1.3815
ZNF576	0.9785
TMEM39A	0.4426
ATP5D	-1.07666666666667
MAGEB3	-1.9815
RPS5	-1.576
ANP32E	-0.672214285714286
MTMR1	0.5195
YEATS4	-0.6365
SYNGAP1	0.23775
PCOLCE	-2.16616666666667
MNS1	1.11175
PCYT2	-0.132833333333333
ZNF182	-0.0935
LAX1	3.20875
SPPL2B	0.2619
ELOVL5	1.6766
PCDHAC1	0.0435
B4GALNT1	-1.22083333333333
BLOC1S2	1.28325
ZNF673	-0.456
ARHGAP21	-0.615666666666667
IRX5	3.07375
LRFN5	0.438166666666667
FAM7A1	-1.22125
RAB19	0.211
GINS1	-0.38775
ITM2B	1.8682
PAPSS2	2.12741666666667
OR5BF1	0.691
ACSL3	0.158
KIAA1919	-1.47791666666667
GLT8D2	-0.1645
UTRN	1.28435714285714
CNN1	-1.38025
HISPPD2A	-0.103
SDAD1	0.155375
SIGLEC9	2.44066666666667
RPL35	-0.875571428571429
C22orf26	0.4725
IMPDH2	-1.0045
WDR69	-1.434
SEC14L5	1.38766666666667
CLTA	0.96725
RP11-529I10.4	0.3025
GPR37L1	0.00300000000000002
OGDH	-0.360916666666667
ASB13	1.24483333333333
ZFP14	1.15325
ZCRB1	0.3465
KPNA3	0.5805
HSPA1L	1.216
RHOC	-0.159375
LOC554175	0.1415
PPP3CA	2.097
SLC1A7	-0.1375
ZNF529	-0.215166666666667
RBED1	0.366
DDB2	-0.8565
FLJ11286	1.31983333333333
SPATA1	-0.0945
MKNK1	1.09066666666667
DYSF	0.246166666666667
ALKBH2	-0.22
NKD1	-3.9385
C1orf174	-0.959
PLEKHO1	1.388
ASB10	0.06225
RING1	0.284833333333333
NPC2	1.80675
AVPR1B	0.9105
YTHDF1	0.03575
LMAN1L	0.541
GSG2	-0.888
CEP170	-0.3253
RPS4Y2	-5.4355
MSH6	-0.4025
HECTD2	0.456333333333333
ZNF556	-4.13616666666667
PLEKHC1	-0.9784
AIRE	0.0415
BCL2L10	0.936
LMOD3	0.0275
ZBTB8	1.3159
FOXA2	-3.9157
SLCO2A1	0.311
C3orf46	0.3105
PRDM16	-1.03283333333333
TMEM98	0.2125
FRMD5	-3.659
PDE6C	-0.4675
C1orf216	0.4445
EP400	-0.166142857142857
PTK2	0.295166666666667
RNF217	0.4925
NDUFA8	-0.2575
ZFAT1	0.77675
LAMP3	3.442
GLTSCR2	0.390125
NPW	-1.7135
LLGL2	-0.7126
PPM1K	0.231166666666667
C20orf177	0.43
KIR2DL4	2.496
NFKB2	0.4175
C21orf122	-0.668
HESX1	0.07975
GPR114	1.53383333333333
SLC25A35	0.902666666666667
GNAT1	-0.121
ORAI3	0.63425
FAM76B	-0.557125
TMEM99	1.0538
TRIM29	-1.9394
CDS1	1.93775
RHEB	0.0826
C4orf27	-0.5935
RAB3A	0.043
OTUD6B	-0.66325
GPD1	-0.650375
CDH15	-1.47383333333333
NPM1	-1.24321428571429
TMEM117	-1.21875
PRPS2	0.67375
GCK	-0.1975
ADRA2A	5.25333333333333
TSPYL4	-0.895666666666667
TASP1	0.40325
WDR19	0.551916666666667
C10orf38	-3.20725
PDE4C	-0.553833333333333
FYB	2.08266666666667
C1orf55	-0.264833333333333
PPFIA3	-0.464
RAD18	-0.31775
C12orf44	-0.106333333333333
CRYBA4	-0.1445
HVCN1	2.3365
TAF10	0.0865
C16orf48	-0.219833333333333
DEPDC5	0.538166666666667
LTBP1	-2.5585
MAPRE1	0.499875
FGF8	-0.1155
C3orf52	-1.9085
SENP7	0.290666666666667
LRRK2	2.544
RUNDC2A	0.4925
KIAA0355	0.533333333333333
CPEB1	-2.81275
PPEF2	-0.823
ABI2	-0.230333333333333
KIAA0317	0.15975
ATF1	-0.863333333333333
DYNC1H1	0.3015
DIP	-0.5265
TMEM33	0.0724444444444445
POLDIP3	-0.60025
C7orf24	0.48575
GPR171	4.91325
CDC6	-1.70366666666667
PLD1	-1.1573
ITFG2	-0.9264
NDUFC1	-0.01075
AKNA	-0.18225
NBR1	0.374
PKHD1	0.3705
HPS4	-0.5836
MAFA	0.77675
ULBP3	-0.19075
DIRC1	0.1265
IMMT	-0.038625
C22orf13	0.377083333333333
CEL	0.04675
MARK3	0.03275
ADAMTS2	0.194666666666667
ARPC3	0.673
TMEM10	0.427857142857143
NPHS1	0.2835
BRD8	-0.252666666666667
WDR12	-1.557
IDI2	-0.199625
HOXD13	-2.105
OR8G2	-1.89775
SLAIN1	-1.62175
GABRQ	-0.61575
NR2C2	-0.16025
NKTR	-0.0958
TLE2	-0.491
KIAA0892	0.167
AURKA	-1.13427272727273
GPRC5C	-2.08733333333333
TBC1D9B	-0.01575
PNPLA6	0.113333333333333
AP3B1	0.24425
NAG	0.055875
C11orf68	-0.4585
AKR7A3	1.86225
AHCYL1	-0.00866666666666666
COP1	1.22966666666667
RPP14	-0.146833333333333
PCDHB18	-0.71375
CDH24	0.6885
KRT17	-2.2624
LACTB2	-0.61625
DDX24	0.2317
PHACTR1	-2.54933333333333
SLC35E2	-0.54825
LOXL1	-2.32925
IQSEC2	0.77925
RGSL1	0.129
PCDHGC5	0.5805
MEGF10	-0.918714285714286
PRRX1	-0.988333333333333
ASTE1	1.26683333333333
C6orf159	-0.48325
MYOD1	0.83
GAA	0.817
ZNF747	0.30825
KLRC1	0.887125
IL1RL2	-0.0665
GDF9	0.20775
GPR119	1.9955
TRAF2	-0.391
HCK	4.80433333333333
BMP6	-1.9785
IL8RA	0.363833333333333
FLJ35848	-0.35225
EFHA1	-0.4005
CDSN	0.3495
C14orf54	0.428666666666667
LSM3	-0.040625
ZFP41	0.402
C9orf126	-1.32466666666667
VIT	-2.032
SPCS3	0.1375
DEF8	-0.203
CHAF1A	-1.832
C1orf165	0.979
ZFPM2	-0.842
FTH1	1.29775
SLC35F1	-2.1925
YWHAH	-0.36675
C17orf66	0.82
ADRB1	0.0705
FOXL1	0.268
RG9MTD3	1.50166666666667
UMPS	-0.30075
MGC13008	1.104
KIAA1161	1.527
CCDC77	-1.54575
C12orf65	0.9069
COG4	-0.788
RCP9	0.801833333333334
RP4-692D3.1	4.7425
CDC2L5	0.16
MGC7036	0.9085
DNAJC11	-0.93325
GDF2	-0.1586
TIMM17A	0.59975
HNRNPA0	-0.5839
OR2H1	-0.2295
PCBP1	0.1105
COL23A1	-2.75225
LRRC2	-0.470785714285714
NSD1	0.142214285714286
FLJ37078	-2.43275
WDR91	-0.2995
TMEM179	0.34125
DSCR10	-0.1095
CNDP2	1.6554
FYN	-0.241
BEX2	2.49383333333333
KCND3	0.9745
YPEL5	1.362125
LRRC42	0.214666666666667
C17orf45	-1.139625
ZNF649	1.8684
LOC150763	1.24825
COL5A2	-0.323583333333333
CNGA2	-0.145
ELA2B	-0.644833333333333
RAB9B	1.60275
FAM100A	0.07625
NAIP	0.457714285714286
MYOZ2	-0.645875
SPATA12	-0.318
XRCC4	-0.12925
CYB561	1.1498
CHST10	-0.44675
BAI1	-1.18016666666667
BRSK1	0.553833333333333
C17orf89	0.176625
PDE6H	-0.6225
FLJ20309	0.392
MAP7	0.815875
SCN4B	-0.89225
SPAG9	-0.6801875
SERTAD1	0.805166666666667
FLJ21963	-2.86075
ANTXR1	-0.8603
TMPRSS13	0.743
ETV7	4.45766666666667
DGAT1	0.0085
NKIRAS1	0.285666666666667
TAC3	-3.532
CORO1C	-0.596833333333333
RAD54B	-0.61525
HRASLS3	1.56583333333333
C21orf42	1.83875
BARD1	-0.042
ZNF177	-2.6175
MIP	-0.35
ZNF442	1.0115
F2	-3.9628
GRIA1	0.0705
GALNTL2	0.5316
WNT5A	-0.4505
LENG9	0.296
hCG_25371	-1.063
FOXR1	-0.0475
TRA@	1.7403
PWWP2	0.07125
C1QTNF7	0.4345
SLC7A4	1.284
C4orf7	3.97875
C17orf80	-0.35
KLK4	-0.2315
IL31	0.002
TMEM176A	3.54175
CTNNB1	-0.4594375
BHLHB2	1.006
TMEM185B	0.2645
ARD1B	-0.53
C1orf93	0.296
BRUNOL4	-0.0635
LOC541469	0.411666666666667
UPK2	-0.23475
GAS8	0.4515
PATE	0.952
IMPACT	1.971125
WNK4	1.99733333333333
HNRPLL	-0.447125
GAD2	0.28325
ITGA6	0.03425
BMP15	0.562166666666667
CYP2A7	2.162375
RIC8A	0.067
CCND1	-2.62525
USP35	0.7865
DSCR2	-1.1715
CCL4	4.31233333333333
ZCCHC10	0.9205
NOL11	-0.9095
TRPM2	1.51475
PSMD2	-0.297909090909091
CHTF18	-1.23725
USP18	1.747625
RRAS	0.541875
LAMC3	-2.4445
TOX	-1.354
PCDH15	-0.81
