Hybridization REF	TCGA-A8-A07S-01A-11R-A034-07
PSMD11	-0.27275
ALAD	1.0075
EN1	0.30125
SLC9A9	-0.17875
GSTM4	0.576
CDC42BPA	1.18205263157895
RCSD1	-1.1505
LUC7L2	-0.2025
SPTBN1	0.5832
LOC146167	-0.081
BAT5	0.9041
ZNF452	-1.85525
LSM4	-0.544
SRP72	0.213
SGK269	-0.36575
MTX1	0.9705
CENTA1	0.13725
UNQ9433	-0.1425
ATR	-0.0388333333333333
DDX49	-0.1535
PAQR8	-1.393
C14orf174	0.88925
GBGT1	0.38925
THAP1	0.18475
OR10K1	0.467
RASIP1	-1.31683333333333
DPYD	-0.0391
DOHH	0.3675
C18orf45	2.05
POF1B	-1.3334
ZNF552	4.028
USP32	-0.836375
MED27	-0.6885
C14orf149	-0.9095
PRDX4	-1.25033333333333
ABHD12	2.2032
AGT	-0.68425
SLC22A14	-0.696
C1orf58	0.758
PILRA	-1.12025
ABCF2	-1.04325
C17orf85	0.2511
TKTL1	-0.6415
FGF1	1.85445
IL6R	-0.0298333333333333
VPS25	-0.393
CHRNB2	1.2575
COL7A1	-2.3598
LRRC48	3.957
SPG20	1.58516666666667
COX10	0.02375
GCA	0.23925
ECEL1	-0.666333333333333
GLG1	-0.408833333333333
SRD5A2L2	0.24975
MUTYH	-1.02775
ZNF70	-0.00299999999999998
L2HGDH	-0.61775
GPATCH2	1.712
ZNF655	0.159875
ZNF227	0.3895
MCOLN2	-0.796333333333333
NQO2	-0.69875
KCNQ5	-0.308
NEU1	0.573833333333333
QRICH1	0.05825
ZBTB20	0.488166666666667
RPUSD3	-0.796
EPGN	-1.37816666666667
TSN	1.23208333333333
SPRY2	-2.63233333333333
LZTFL1	1.18025
GMFB	0.22775
PBEF1	-2.0897
HBG2	-2.5015
TMEM8	-0.21725
PALM2-AKAP2	2.34066666666667
NFYA	0.925
FAM108A1	0.2485
PBLD	0.88
NRG4	-2.32125
PIGF	0.111
PTGER1	-0.47275
NOS2A	1.3605
C21orf34	-0.910666666666667
C21orf51	-0.00766666666666667
IL17C	-0.2065
TRMT6	-0.028
ETV2	0.0671666666666667
CCDC109A	-0.34175
MYLK2	-0.698
ATP10A	1.5526
DPH4	-0.06875
C5orf5	0.622666666666667
KCNA4	0.133
NMNAT2	-1.52766666666667
GLYATL2	-0.8555
LSMD1	0.898125
IL23R	-1.6985
NRF1	-0.01275
MUC15	-2.09
PRDM12	-1.588
PAQR4	-0.511071428571429
RBBP6	-0.612875
IFI27	3.44025
SKAP2	-0.6855
TAGAP	1.2785
TJP3	2.2755
C9orf61	-1.5735
IDS	0.0796428571428571
PARG	-0.2455
LOC131149	0.251
DYRK4	0.16
MICALL1	-0.00525
GALR2	-0.4025
GPBP1L1	0.241625
TBX21	1.08175
KCNJ6	0.362
GGN	0.82025
CASP5	0.0566666666666667
RNF182	-4.69225
BRD4	0.55775
DOK4	-0.75425
SLC46A2	1.45416666666667
SOX9	2.253
ZNRD1	-0.616
PRR6	-3.37825
FAU	-0.20575
DTNB	1.86766666666667
CARD9	0.35675
STS-1	-0.538166666666667
SLC4A5	-0.1985
NSBP1	-0.4195
UGCGL2	-0.309916666666667
POTE15	1.347
NOXA1	1.04275
RP13-347D8.3	1.0785
SAMD10	-0.5275
EP400NL	-2.0375
TCF21	-0.0985
AMELX	-0.1755
JPH2	0.1579
SLA	1.2735
DLST	-0.897
SEPT12	0.912
RGS20	-3.62975
LXN	-0.4625
ZNF419	0.189625
UPK3B	-0.491166666666667
RELL1	2.07125
ESPNL	2.2425
KLHL21	-0.001125
PI15	0.1595
C2orf61	-0.1905
LOC407835	-0.422666666666667
RER1	0.366416666666667
ELAVL2	0.303
MGC26718	1.915
KLF2	1.903
TNFAIP8L3	0.431083333333333
TFE3	0.1065
C11orf17	-0.104625
15E1.2	-1.79975
SNRPC	-0.89375
DLGAP1	3.2385
PGLYRP1	0.140625
OVCH2	-0.1055
IRF7	1.2616
SET	0.0395
NAB2	-0.606333333333333
LRP5L	0.17375
FAM120A	1.50375
ASCL2	-0.529166666666667
SHH	-0.245
ATP5H	0.202
THPO	2.37433333333333
TYRP1	-4.0125
HIST1H3E	0.8765
EIF2S1	-0.0116666666666667
TNFRSF17	-3.259
TARSL2	0.67725
NKX2-8	0.773375
C1orf115	1.49825
LOC56964	0.356
KIAA0841	-0.92025
ISCU	0.3645
TTMA	-0.45
ZNF414	0.4905
LOC441150	0.943
RAB15	0.61475
HBP1	0.7355
TNNT2	-1.81166666666667
CECR5	-0.324
PHGDH	-1.2955
JRK	-0.1543
XPO4	-0.458125
FAM131C	0.706
ARHGAP25	0.255833333333333
CA9	-2.45988888888889
GPR62	0.1665
TLX1	0.0231666666666667
GPS1	-0.4445
OR2M2	-0.0345
BDP1	0.364285714285714
FAM70B	0.38475
RPS29	-0.569166666666667
MKLN1	-0.2856
TSPAN19	-2.6575
SLC29A3	1.3227
LGALS4	-0.282
USH2A	0.107666666666667
NF1	0.417166666666667
APOBEC3A	1.72783333333333
IMPAD1	0.141166666666667
OLR1	2.4335
NRAP	0.2875
HCFC1R1	0.569166666666667
TAOK2	0.275166666666667
MCM10	-2.32783333333333
MAP4K3	0.364666666666667
CBS	-1.875625
CLK3	-0.714
PCDHGA5	0.354
ELF4	0.649
FAM71A	-0.30075
C11orf49	0.15
CLIP2	-0.8765
BTBD9	1.0182
ZNF524	1.171
KDELR1	0.394
ZNF509	-0.2135
NCSTN	1.205
ZNF533	1.71642857142857
PARP4	0.216125
GALNT9	-0.119166666666667
NPY	-2.4785
BEGAIN	-1.739
TMEM77	0.778833333333333
FOXRED1	-0.961666666666667
SLC16A2	0.0208333333333333
SLC35B1	-0.3635
GK5	-0.581166666666667
SDCCAG10	-0.68975
C4orf20	0.26925
SLC9A2	-2.0815
ADD1	0.544
TAL2	-0.981
ACLY	-0.495
DNAJC1	3.1255
SOST	-1.07575
USP43	0.323
CYP4F12	-1.6625
FKBP5	0.418875
CHCHD5	0.4926
NUDT22	0.61875
CCDC85B	-1.334
OR51G2	0.467
STRN3	0.247357142857143
TMOD2	0.1135
FLI1	-0.37975
MAB21L2	-0.807833333333333
DGKQ	0.465
VPRBP	0.219833333333333
SCNN1B	-0.6086
ECHDC3	1.4292
TMEM106C	-0.33475
CSNK2A2	-1.6595
RPL39	-0.5073
HERC3	-0.1988
ZBTB47	1.13233333333333
ZNF681	0.04625
PAGE2	-2.85125
CLIC5	1.50264285714286
RABAC1	0.74625
ZFHX2	0.7115
YPEL1	0.5635
KIAA0776	0.175
NR1D2	0.011
DNAJC4	0.8165
NPNT	3.8262
ZNF677	-1.169
ZNF536	-0.891
MEF2B	-0.00124999999999999
PTPN4	-0.182125
CTCFL	-4.0655
STX5	0.540666666666667
CD72	1.489
VEGFA	-0.669842105263158
XRCC1	-0.1206
MAS1L	0.2355
ELL	0.1516
SETBP1	3.718
CDH11	2.70816666666667
NDC80	-1.20661538461538
DMBX1	-1.7695
NRSN1	0.195666666666667
BAT2D1	0.419125
CDS2	0.51
C1orf212	-0.0861666666666667
SENP3	-0.409875
IL1F9	-0.0355
EEF2K	0.707375
COG8	-0.268
CEP72	-1.61825
OR1L8	-0.2405
MUS81	-0.627166666666667
PHYH	0.526625
GGT6	1.63266666666667
C22orf23	-0.287
C13orf33	1.33875
MAPK8IP2	2.2035
NELL2	6.06125
POU3F2	-2.59066666666667
ALPK1	2.719125
MRPS18C	-0.43475
RPLP2	-0.063375
FGF22	0.3175
SPNS1	-0.436666666666667
ZFP1	-0.5445
IL1RAPL1	-1.32225
PCSK9	-3.54883333333333
NKX2-1	-0.0872857142857143
C6orf189	0.56825
SP4	-0.3125
SLC11A1	1.7407
C21orf25	0.988833333333333
ICAM2	-0.071625
SH3GL1	-0.301666666666667
GSK3B	-0.106333333333333
RALB	0.859625
PDXP	-1.63166666666667
GNGT1	-3.013
KIR2DL1	0.242
TNFAIP3	-0.352166666666667
C6orf32	-0.7092
CBLN2	-0.85425
PANK3	0.6275
TAAR9	0.7265
WDR82	0.222
APOM	-3.093
TRIP10	-0.88275
SPATA16	0.202
C1orf135	-1.621
USP51	0.20125
TESK1	0.789
C11orf64	0.156875
ZNF611	0.0095
PDE6G	-0.149666666666667
HLA-DQA1	3.2395
GCLC	1.72725
SEC61A1	0.360357142857143
TWSG1	0.107083333333333
ZMYND10	3.31675
CTDP1	0.150625
ADAMTS6	-0.2985
SLIT1	-1.94525
KRT86	-0.657
KIAA0574	-0.6965
GTPBP2	-0.5375
PQLC3	0.747
PRRX2	-0.896333333333333
C15orf44	0.283833333333333
MKKS	-0.3525
C11orf10	0.111
GPR110	-0.28425
CD109	-1.52291666666667
ADCY1	0.0466666666666667
RHBG	-3.2875
TP53I3	-0.064125
SLC22A3	-2.2476
UCP2	0.43175
FOXG1	-2.04533333333333
OR2AG1	0.0155
TRIM24	-1.52975
PROC	-3.287375
TAAR6	0.1405
AMTN	-1.343
C10orf47	0.739333333333333
DEPDC1	-1.56025
FLJ45557	3.36725
ZDHHC17	-0.4855
KIAA1429	0.075
KCNH1	0.69225
VNN3	-0.023125
PSMAL	1.87775
PPARD	-0.071
HFM1	-0.51925
YBX1	-2.4275
ZNF695	-2.1385
SCTR	-0.257166666666667
DCDC1	0.6755
VPS26B	0.3818
MTF2	-0.860833333333333
ATP6V1F	0.04125
CCDC94	-0.02075
PERF15	0.2505
CCL11	1.293
LMO7	0.47375
DCST1	0.3215
ADRBK1	-0.00275
CDRT4	0.574625
ZNF84	-0.37325
HOXD8	0.199
STARD8	-0.462
FOXP2	-1.102125
CCDC103	0.8855
POLR3A	-0.4454
GSC	-0.681666666666667
ZNF114	-2.56616666666667
HTR7P	-0.189
LALBA	0.175
RMND5A	0.136166666666667
PSCD2	1.23175
ZNF409	0.09
KRTAP1-3	0.282166666666667
MAF1	-0.6315
LOC201725	-0.919166666666667
NRN1	-2.338375
SPAG5	-1.83483333333333
DNAH7	2.35716666666667
FLJ43860	0.3095
BRCA2	-0.863
ACADM	-0.7035
CXXC6	-3.29
RAGE	-0.641625
CHMP2A	1.0575
FAM8A1	1.2706
GPR21	0.037
SLC12A3	-2.67183333333333
FVT1	0.882571428571429
ZDHHC7	-0.597125
FLJ44048	1.259
SLC44A3	3.79783333333333
SDSL	1.06316666666667
MMP8	-0.78575
PLA2G12B	-3.48633333333333
ACY1	-0.46925
MT1E	-1.3405
OR4K15	0.3995
TECTB	-0.3455
GPR20	0.43825
IRAK2	-0.25125
RFPL3	-0.44925
MYO9A	-0.346
NARG1L	-0.158166666666667
BLMH	-0.1525
CCDC3	1.5655
C9orf21	-0.32
KIAA0513	-0.104333333333333
MIER2	-0.07775
PNMA2	-1.3795
SH3BP2	0.7724
ANXA10	-1.035
RTN2	1.37766666666667
TFB1M	-1.9495
PRPH2	1.0845
C14orf133	0.011
GOLGB1	1.32516666666667
IRX4	-0.5275
NFKBIL1	0.0548333333333333
C10orf62	-0.27175
APBB3	-0.23175
RPS10	0.00500000000000002
LOC728378	-1.323
TLE3	1.94666666666667
PSMB7	-0.68475
MESDC1	2.2635
SLC6A1	0.627333333333333
OCLN	0.931083333333333
PTTG3	-1.87116666666667
NAGLU	0.10625
SERTAD4	1.219875
SPRY1	-0.7775
FLJ10781	-0.492666666666667
MYSM1	0.191
TRIM4	1.24614285714286
SH3YL1	1.667125
TREM2	3.87033333333333
SERPINI1	6.9765
HDHD3	0.4685
TMEM38A	-0.61525
EID2B	-1.53325
TDRD3	-0.0208333333333333
SEDLP	0.4445
THSD7A	0.522
NDST3	-1.692
KLHL15	-0.366666666666667
DHRS12	1.772
FBXO9	0.452071428571429
TNPO1	-0.012
MRPL13	-0.994166666666667
SNX5	-1.86633333333333
METTL6	-0.36075
SOD1	0.15575
CHML	-1.02833333333333
PACS1	0.78925
SIRT5	-0.435
CAPN2	1.68366666666667
FXYD5	0.0685
TWISTNB	-0.384125
LRFN1	0.532333333333333
UBE1L	1.662
UBE1C	0.458
OR51B2	-0.58875
OR4D11	0.6135
C15orf2	0.1915
NR4A1	-0.466833333333333
LOC339047	-2.626
TRIM17	-1.057875
ATP5G3	-0.293714285714286
RPL15	-0.450666666666667
ADAMTS8	-0.86425
HOXC4	-0.043
C14orf37	1.518
CEACAM5	2.887875
MYT1L	-0.161666666666667
RASA2	-0.140375
OSBPL7	-0.6745
STAG1	0.314
GIMAP4	3.8055
FUT3	-1.277
PIF1	-2.71125
LPIN2	0.1393
SH3PX3	0.73825
PDP2	-0.67575
PAPD1	-0.232375
ERP27	3.402
APOOL	-0.182
DIABLO	-0.08025
TRHR	0.28275
ARMC9	0.240875
RNF152	6.163
SLITRK3	-0.197833333333333
ZNF211	0.0109
PFDN1	0.4645
RGS11	1.098375
HS6ST1	0.2346
AKR1D1	-1.563
TNP2	0.115666666666667
STK31	0.861
EML4	-1.48466666666667
SGTA	-0.418833333333333
HIST1H2BI	0.6345
PSMD6	-1.27883333333333
KIAA1257	3.044
C18orf55	-0.1865
FLJ20273	2.645125
RPL28	-0.5125
EPYC	0.65625
NOX3	0.0545
ELAC1	0.161666666666667
METT11D1	-0.82025
BIN2	-0.597166666666667
NACA2	0.113
CCDC17	-1.3255
HM13	-0.0242
UBOX5	-0.4355
UBE2O	-0.31075
UBL5	-0.22025
APOLD1	0.910125
C9orf31	0.215
TNFSF8	0.5225
ARHGAP29	-0.1895
PROKR2	0.278
PDE5A	-0.278333333333333
C6orf12	-0.677
TOM1L1	0.659
WHDC1	0.26325
FOXI1	2.493
RAB4A	0.5886
TMEM39B	-0.55675
ATPBD1C	-0.479
FARSA	-0.655166666666667
PLEKHG5	0.66125
CMAS	-0.684333333333333
OR7E24	-0.275
SLC30A1	1.457
CDC42EP5	0.743833333333333
PLAC1	0.3835
KLHL18	-0.16625
LBA1	0.9549
TAZ	-0.76925
CRIP2	1.947375
BTBD11	-1.75316666666667
C16orf72	1.381
DIO2	0.5725
LRRCC1	1.208
CCDC136	-2.083
PRX	0.075625
RBM5	-0.1606
TMEM85	0.342625
TUBGCP4	-0.951
APLN	1.773125
CDK7	-0.254
SSR2	2.04033333333333
CRELD1	-0.066
C19orf46	2.092
GAL3ST4	0.4715
KBTBD10	1.52975
IL28A	0.40225
WDR27	-1.958
MCM2	-1.58383333333333
SOX14	0.3795
FLJ39743	0.1535
KIAA0922	-1.296625
HIPK4	0.0415
FLJ25758	0.144
C16orf57	-0.878166666666667
PDZD2	1.4375
MCC	2.255875
HHLA3	-0.4155
ID2	0.566
C20orf23	1.95233333333333
ZNF688	1.52975
APOC2	-1.5105
LOC440093	0.67
FAM50B	2.2755
PWP1	-0.318
DNAH10	-0.08275
HIST1H2BA	0.35675
GPR56	0.805166666666667
METAP2	-0.394
PAN3	0.738
STXBP4	0.515125
PDHX	-0.1595
MTA1	0.255083333333333
ZBED4	0.51575
ZNF720	0.70725
CDK2	-1.58825
RHOJ	0.444375
CDC37	-0.563833333333333
ZER1	0.40875
GRK4	0.5185
PRPH	-0.7195
POLR2A	0.568375
OGFOD1	-1.59075
NOL5A	-1.5845
PHEX	-1.133
FLJ16478	0.15475
C20orf117	-0.284375
CAMTA2	0.51675
C11orf74	-0.165166666666667
DDX17	0.589666666666667
C5orf27	0.071625
PLEKHA2	-0.5961
PDE4DIP	-0.6846
SCN7A	0.2315
ZNF559	0.2395
CXCL10	3.43
ZMYM4	0.257666666666667
STK32B	1.06746666666667
KIAA0888	-4.4544
TACR3	0.4005
CKAP2L	-0.36975
KIF1A	-1.33666666666667
RSPRY1	0.26625
VCAN	0.9755
CYP27C1	-0.137
SYDE1	-1.5805
MED12L	-0.36725
ZDHHC21	1.252125
NHS	-0.3575
TM9SF3	0.76
DDHD1	-0.83525
MAFG	-0.572583333333333
BICD2	-0.1474
C14orf119	-0.0903333333333333
C14orf43	0.656928571428571
CDH7	3.3965
ALKBH5	-0.00557142857142858
JUP	1.354125
TMEM41A	0.190166666666667
MAMDC4	-1.17583333333333
CBX3	-0.069125
LRRC18	0.21525
RBMXL2	0.31475
PLA2G4D	0.331166666666667
FGF13	0.01225
KIF3A	0.677666666666667
PDIA6	-0.94375
DCXR	-0.18675
CASKIN2	0.273583333333333
EHD1	-0.122
MARCKSL1	0.753666666666667
ZNF496	0.204666666666667
SCAF1	-0.0625
KCTD8	-0.57725
TRAF3IP3	0.366642857142857
LSR	1.13875
CXorf1	0.348333333333333
C14orf112	0.325166666666667
EIF2B1	-0.0945
OMP	-0.1645
GSTZ1	0.88275
LOC92017	0.93875
ISLR2	0.6035
C12orf36	0.516
GATA2	-1.53766666666667
GABRA5	-1.5435
CELSR2	-0.123285714285714
STAM2	1.301
TNAP	-0.603
PTPMT1	-0.353166666666667
GRP	5.906
SV2A	-1.592
MAGEA12	-4.25875
CACNG1	1.82
C18orf19	-0.732
GSG1	-0.463333333333333
PTPRJ	0.0288571428571429
FRMPD1	-0.046
ZNF668	0.2415
PLEKHJ1	-0.53025
ADAT1	-0.796
TMEM50A	0.7231
UCN3	0.0955
HOOK1	2.095625
IL17B	-1.1845
MLKL	-1.8865
TTC14	0.270833333333333
KLHL5	1.014375
CRYL1	0.582833333333333
FOXH1	-0.198
NFYB	-0.243875
PPM1G	-0.44775
GOLGA2LY1	-1.85625
NMT1	-0.269125
HADHA	-0.1671
CHSY-2	2.27925
PLEKHF1	-0.471285714285714
SAGE1	-2.157
MUSTN1	0.2505
SUHW4	1.41925
TFEB	1.58166666666667
ZFYVE27	0.42075
ATG12	-0.413333333333333
BMI1	2.06507142857143
ZIM3	0.733
MYH4	-0.03775
MASP1	-1.18475
KIAA0984	1.6855
RPAP2	-0.2415
ASB5	-0.214
BOLA3	-1.954
MIA3	2.4385
KRT35	0.495
KIR3DL3	-0.9265
MRPL51	-0.201
SEMA3F	1.1815
NDUFB2	0.385333333333333
LOC253012	2.03725
FAM46C	0.8784
G6PC	-2.05225
CSAG3A	-4.948
PREX1	1.2595
SLC25A45	0.083375
MAPKBP1	0.2414
CPE	-0.7336
GNB1	-0.088125
CXCR6	0.089
TRIM46	0.49525
C16orf3	0.0316666666666667
HPSE	0.9515
TIGD3	0.851
SPG3A	2.74475
LCAT	-1.91216666666667
ST6GAL1	-0.226611111111111
POMC	-0.1145
FLJ36031	-0.660166666666667
NSMAF	-0.619666666666667
SKIL	0.7595
ADSS	1.3605
HMGCS1	-1.7347
POLR3F	-0.426
RAB10	0.18675
ZNF277P	-0.898875
ZBTB7B	1.17325
DHRS1	0.961
ABCC13	4.548625
CNOT3	0.108
NFKBIA	1.261
GAK	0.0845
SFT2D2	1.1065
HOXA6	-0.4765
CRTC1	0.47825
LY6D	-1.4005
C20orf72	-0.903833333333333
CPT1A	-0.12275
LMO1	-1.185
EIF3I	-0.3755
PRB4	0.396
MCM3APAS	-1.9005
C20orf132	0.1006
FOXF2	-2.5535
S100A12	-0.49375
MLH1	0.165333333333333
ACTN1	0.0832
MRPL36	-0.485166666666667
C20orf106	-0.56225
FBXO6	1.86233333333333
MKS1	-0.1075
CX3CR1	-0.657875
PDE1B	0.715
PLP1	-3.66475
KISS1	0.0738333333333333
C14orf2	-0.245166666666667
TBC1D3P2	-0.556
COMMD6	1.1042
ANKRD7	-1.09975
PTCHD1	-1.4375
NARS2	-1.34675
DOCK7	-0.722
FAM127B	-0.489125
LOC390243	0.0656666666666667
N6AMT2	0.55975
ZNF391	-0.9
DNAJB14	0.822333333333333
WRB	0.37325
BPI	-0.22975
TTC4	-0.5565
FAM10A5	0.31575
GOT1L1	0.3636
MAGED1	0.5715
RESP18	-0.801
WFDC6	0.40775
MT2A	-1.8835
C11orf56	0.14875
KIAA1432	0.2935
ROR1	-1.4785
HSD17B14	0.547833333333333
ZFAND2B	0.069375
SAMD4B	0.21375
HEXA	0.31425
HNRNPU	0.454
USP39	-0.349625
NRD1	-0.7835
R3HDML	0.09725
FLT4	0.1965
OMG	0.158833333333333
OR52N4	0.4505
LOC399818	-0.30675
ELA2	-2.43275
VENTXP1	0.394
RFC5	-1.5815
OR52L1	0.026
PAX5	-0.0565
FBXO2	-0.96625
GMEB1	0.522
AKT3	-0.735833333333333
CRB1	0.5255
CTTN	0.236333333333333
UTP15	-0.274
HSBP1	-0.548416666666667
PHF11	2.04075
NDEL1	0.1605
USP8	0.31325
BAIAP2	0.5150625
SI	0.389
ARSJ	-1.542
BAAT	-2.67225
KCNS3	5.50366666666667
LOC126147	-0.6965
TMEM37	-0.36475
C1orf162	3.14366666666667
MBD1	0.0379
ITGAL	0.0696666666666667
WDR73	0.0145
GKN2	0.0498333333333333
ARFGAP1	-1.375125
SLC5A8	0.451666666666667
ZBTB40	0.3122
CYP4B1	4.87333333333333
LYPLAL1	0.7215
CHST3	-1.359
MAP3K9	0.29
BTAF1	-1.36516666666667
TFAP2E	-0.1485
RBM35B	-0.8755
LOC441251	-0.572166666666667
ANKRD25	-0.530777777777778
UQCRC2	0.9195
MAEA	0.420666666666667
HYAL1	-2.9963
RNPEPL1	-0.0873333333333333
CPSF2	-0.243625
PSD3	-2.1109
ABCA13	-0.379875
AGR2	1.98625
GBX1	-0.421
HDLBP	0.156785714285714
ACY3	-0.78375
HECW1	-0.26275
ZNF519	-0.86875
HOPX	3.027125
ZNF304	0.89475
OR12D3	0.119
FKSG43	-0.123
METTL1	0.07725
MFSD3	0.4999
PSPH	-1.03675
CLCA3	-0.1885
DARS2	0.09
CDC25A	-2.077
BAIAP2L1	0.01075
B3GNT5	-0.515625
USP29	-0.0645
ARHGEF10L	0.9913
ATOX1	0.079375
ADAM30	0.44425
DNASE1	-0.54475
STT3A	0.546333333333333
RAB6IP1	0.125
PTN	0.2843
C1orf106	-2.41569230769231
HECA	1.73975
RNF122	-1.222
SLC22A18AS	1.5255
GNG8	-0.1455
ELP4	-0.12825
FAM65A	-0.1225
RPL10A	-0.172833333333333
IRS4	0.3985
MACF1	2.0978
SEC24D	1.5565
LOC374395	0.588
TGFB2	-0.228375
MDFIC	-0.259875
CHRNE	0.2875
PCMTD2	-0.247833333333333
ATP6V0D1	-0.172666666666667
MTA2	0.06975
LZTR1	-0.548333333333333
RAP1A	0.452
AXIN1	0.447375
POLR1C	-0.44525
TRIO	0.324916666666667
PLXNA4A	-0.513583333333333
C5orf33	-0.335
DEPDC1B	-2.344375
ZNF473	-0.399166666666667
MTM1	0.81025
GPR107	0.3515
CSNK1A1L	1.2675
FLJ14154	0.26475
NLRC4	3.773
ENPP4	2.56183333333333
PADI3	1.4285
RNF170	0.21775
CG018	0.664833333333333
C16orf7	-0.317
KCNE1	0.155
NRM	-0.445833333333333
SLC37A3	-0.223642857142857
TPD52L2	-1.31016666666667
UNC5B	3.0355
C12orf12	0.474
SDHB	-0.27975
CLRN1	0.2145
NUDT10	-1.4275
UGT3A1	-0.374625
FBXW8	0.378
RHOF	-0.25525
PTPLAD1	0.383375
MYO3B	1.918
DERA	-0.73225
TPP2	-0.67675
C19orf53	-0.423666666666667
GINS3	-1.451625
ST6GALNAC5	1.602
CHSY1	0.3525
MGC15705	0.539
GPR83	-0.0766666666666667
EXT2	-1.294
DOLK	0.60875
TUBAL3	0.84975
ACVRL1	1.6918
ABL2	-0.248166666666667
C14orf156	-0.7105
PTPRZ1	-3.7795
DIP2C	0.688
LAMP1	1.33225
RXRA	0.1359
MAP3K5	0.703
ALKBH1	0.2995
PDLIM7	-0.445625
ARL14	-2.092
SNIP1	0.0591666666666667
TIMP3	1.13133333333333
RGS3	0.413
SPAG16	0.7658
ABHD4	0.08375
ARHGEF12	0.968909090909091
GLUD2	0.085
RAC2	-0.2364
UAP1L1	-0.5705
SLC18A3	-0.0615
YOD1	-0.54975
RALY	-0.35425
HMOX2	0.54475
DGKH	0.6315
DBNDD2	2.0875
YIPF4	0.503125
THAP10	-0.0205
ZNF513	0.7075
HAGHL	-0.105166666666667
ITGB4	0.206833333333333
CCDC141	-1.6405
YTHDF3	0.39525
C5orf28	0.0205
RPL7L1	-0.76425
TMEM30B	1.38314285714286
ANKRD35	0.7095
DUOXA2	0.024
TBC1D5	0.198875
DFNB59	0.9885
HRH4	0.2505
MYO6	2.5853
DNAJA4	2.329875
RBM24	-0.6605
CEACAM20	-1.344
RBM23	0.047
NGFB	0.029
C1orf63	-1.2411
KRTAP7-1	-0.648
PERLD1	1.68575
NPB	-0.2345
C17orf59	1.2952
HSPBAP1	-0.48475
SLC15A4	-0.369
PRTFDC1	-0.02
OSMR	-1.10171428571429
CYSLTR2	0.1445
C19orf25	0.2063
KIAA1797	-0.041
NLRP6	0.8035
FAM105B	-0.3376
SCRN2	0.693833333333333
LRRC58	0.1794
RNF17	0.061625
NEIL3	-1.8875
FAM137A	-0.822
SKP2	-2.25275
PARVA	1.488
PKLR	-1.7645
RNF34	1.406
A3GALT2	0.02325
C12orf50	-0.0173333333333333
SUNC1	-1.672
FAM102B	-0.0263333333333333
CCT2	-0.8725
LRRC37A2	-0.423
ARF4	0.816
SIKE	0.00112499999999999
C8orf48	-0.460333333333333
MBTPS1	-0.191
GPSN2	-0.398
NCF2	2.5815
SLC12A6	0.175333333333333
MRPL48	-0.144
HMGN3	-0.890833333333333
LRRC62	-1.1245
PAX9	-0.19275
FAM55A	0.3195
C20orf42	-3.22866666666667
SCML2	-1.68116666666667
BCL9	1.04925
FAM40A	-0.30625
C9orf41	-0.487666666666667
ZNF774	0.7415
LETM1	-0.8215
PLXNB1	0.589666666666667
NIPSNAP1	0.13975
USP10	-1.057
F9	0.562
LIPE	1.489
CNGB3	-0.8735
C12orf52	-0.00175
PI4K2A	0.070125
MED8	-0.171625
STAT4	-0.2037
FGD4	-0.665833333333333
RNF145	-2.85533333333333
WDR32	1.3293
CLDN2	0.0921666666666667
TCEAL8	0.5745
ZMYND8	-0.1027
PDXK	-0.16725
GATAD2A	-0.49575
PTGES3	-0.3325
CCM2	-0.5965
TAP1	0.99325
ZNF670	0.641
ETS2	-1.12321428571429
C6orf166	-0.154833333333333
PRMT2	-0.2955
OR4B1	0.225
INTS8	-0.4865
CCDC102A	-0.78925
CCDC83	-0.949833333333333
ITGA1	0.3644
EPHA5	-1.4405
FAM24B	-0.385666666666667
TSGA10	1.8995
HAL	-1.35333333333333
MYOT	-0.1335
SPACA3	-0.265
BCL2L2	0.0616666666666666
CUGBP2	-0.733833333333333
CCNB3	1.7355
RNF113B	-0.06425
MERTK	0.6065
BAG1	1.588
VPS36	0.334
ORMDL3	0.5228
C1orf190	-0.1285
ZNF625	0.24725
CORO2B	-1.943
ALOX15	-0.7505
CST1	5.089
NUPR1	2.13083333333333
CCL7	1.3455
SMCR5	-2.5745
DSC2	0.809
RBMS2	0.07025
GRIK4	0.8995
TRIM65	0.0325
TMPRSS6	1.5685
TP53INP2	-0.144
GLB1L	0.8375
LOC388284	0.584333333333333
PUS1	-0.784928571428571
BCL9L	0.0305
OLFM1	-1.1665
RET	4.14075
MASTL	-1.66866666666667
ALX3	0.04525
IL1RL1	-0.1715
ZNF765	-0.4036
C14orf138	-0.19575
SNX10	-0.174166666666667
TAC4	0.093
C1orf64	1.493875
POGK	0.528375
MAPK9	0.986
ZNF366	1.98525
C8orf79	-0.0428
CLDN7	2.249375
OR5AT1	0.183
TRIM37	-1.53625
LRRC25	2.557
GRHL2	2.1074
TEKT3	2.86975
LASS5	0.063
ABCC4	-1.68941666666667
DLG3	1.54125
VGLL1	-0.029125
ZFP36L2	-0.129166666666667
MFRP	-0.273166666666667
KIAA1799	0.40425
FLJ44379	1.3735
PCNX	-0.47225
ANXA9	2.364
CYP4V2	1.8357
PIK3C2A	0.20225
SRR	0.8525
NOL3	-0.121
IFITM2	0.664
ARNTL2	-1.73625
ZNF595	0.672
NLRP13	-1.923
ASPH	1.1425
CPA2	0.0635
PVRIG	-2.30683333333333
LEPR	-1.17966666666667
C16orf42	0.644166666666667
SH3BGRL	3.81975
