Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
RASA2	0.71375
OSBPL7	-0.78
STAG1	0.587
GIMAP4	4.0845
FUT3	3.98783333333333
PIF1	-2.079125
LPIN2	0.1514
SH3PX3	-0.284
PDP2	0.0165
PAPD1	0.381125
ERP27	5.19625
APOOL	-0.5975
DIABLO	-0.45525
TRHR	0.338375
ARMC9	-0.414875
RNF152	4.05925
SLITRK3	0.427166666666667
ZNF211	0.2407
PFDN1	-0.413
RGS11	0.682625
HS6ST1	0.4485
AKR1D1	1.9245
TNP2	0.5065
STK31	-0.2985
EML4	0.004
SGTA	-0.2655
HIST1H2BI	-1.64716666666667
PSMD6	-1.72983333333333
KIAA1257	0.6805
C18orf55	0.184833333333333
FLJ20273	2.2475
RPL28	-1.03033333333333
EPYC	1.415125
NOX3	0.242
ELAC1	0.6145
METT11D1	-0.84775
BIN2	-0.548333333333333
NACA2	-0.08975
CCDC17	-0.37075
HM13	-0.4598
UBOX5	-0.9375
UBE2O	0.033625
UBL5	1.47725
APOLD1	-0.339125
C9orf31	-0.00525
TNFSF8	0.6915
ARHGAP29	0.331375
PROKR2	0.5425
PDE5A	1.09966666666667
C6orf12	-0.3115
TOM1L1	1.6485
WHDC1	0.415375
FOXI1	0.0695
RAB4A	1.3985
TMEM39B	-1.11
ATPBD1C	-0.30025
FARSA	-0.233833333333333
PLEKHG5	-0.24725
CMAS	0.944666666666667
OR7E24	0.062
SLC30A1	-0.386
CDC42EP5	-2.38566666666667
PLAC1	0.5765
KLHL18	0.029
LBA1	0.1714
TAZ	-1.02975
CRIP2	1.481375
BTBD11	0.363166666666667
C16orf72	0.99975
DIO2	2.7455
LRRCC1	1.09166666666667
CCDC136	-2.7075
PRX	-0.58425
RBM5	-0.9578
TMEM85	0.035875
TUBGCP4	-0.243166666666667
APLN	1.913375
CDK7	0.332166666666667
SSR2	1.52058333333333
CRELD1	-0.17725
C19orf46	2.18025
GAL3ST4	0.0901666666666667
KBTBD10	0.38575
IL28A	0.302
WDR27	-1.3805
MCM2	-1.39116666666667
SOX14	-0.166
FLJ39743	0.1305
KIAA0922	0.131875
HIPK4	-0.2425
FLJ25758	-0.072
C16orf57	0.299166666666667
PDZD2	2.35425
MCC	-1.063375
HHLA3	-0.2885
ID2	0.216
C20orf23	1.85133333333333
ZNF688	0.5265
APOC2	-1.73583333333333
LOC440093	0.86375
FAM50B	1.80466666666667
PWP1	0.6175
DNAH10	0.665
HIST1H2BA	-0.11825
GPR56	1.41066666666667
METAP2	-0.082125
PAN3	-0.332833333333333
STXBP4	-0.070375
PDHX	-0.769
MTA1	-0.174916666666667
ZBED4	0.997375
ZNF720	1.34375
CDK2	-1.683625
RHOJ	-0.060625
CDC37	-0.274666666666667
ZER1	0.244
GRK4	-0.3455
PRPH	0.19175
POLR2A	-0.058625
OGFOD1	0.58775
NOL5A	-1.31325
PHEX	3.0645
FLJ16478	0.13575
C20orf117	-0.304375
CAMTA2	-0.68525
C11orf74	0.838
DDX17	-0.0796666666666667
C5orf27	0.123875
PLEKHA2	-0.3348
PDE4DIP	0.622
SCN7A	-0.021
ZNF559	0.178666666666667
CXCL10	3.90625
ZMYM4	-0.156666666666667
STK32B	-1.6298
KIAA0888	-1.8693
TACR3	0.27
CKAP2L	-1.1765
KIF1A	-0.469333333333333
RSPRY1	0.83875
VCAN	0.5365
CYP27C1	1.4035
SYDE1	-0.517833333333333
MED12L	0.14775
ZDHHC21	1.91175
NHS	1.4985
TM9SF3	1.50466666666667
DDHD1	-0.16625
MAFG	-0.0423333333333333
BICD2	0.0058
C14orf119	0.224833333333333
C14orf43	0.0915
CDH7	-0.7595
ALKBH5	0.0987142857142857
JUP	1.150875
TMEM41A	0.511333333333333
MAMDC4	-1.38483333333333
CBX3	0.064625
LRRC18	0.117
RBMXL2	-0.639
PLA2G4D	0.661166666666667
FGF13	1.62325
KIF3A	0.772666666666667
PDIA6	0.02525
DCXR	0.151
CASKIN2	0.5665
EHD1	1.11033333333333
MARCKSL1	0.0305
ZNF496	-0.501833333333333
SCAF1	0.0306666666666667
KCTD8	1.97275
TRAF3IP3	-0.218785714285714
LSR	2.09175
CXorf1	0.2445
C14orf112	0.0338333333333333
EIF2B1	-0.198
OMP	-0.357
GSTZ1	-0.96375
LOC92017	0.73
ISLR2	0.1665
C12orf36	0.9595
GATA2	-1.00583333333333
GABRA5	-2.839
CELSR2	-0.557857142857143
STAM2	1.0972
TNAP	-0.418
PTPMT1	-0.927833333333333
GRP	5.28475
SV2A	-1.20916666666667
MAGEA12	-4.24725
CACNG1	-0.2555
C18orf19	0.15025
GSG1	-0.244833333333333
PTPRJ	0.139
FRMPD1	0.2965
ZNF668	-0.4735
PLEKHJ1	-1.834875
ADAT1	-0.5775
TMEM50A	0.1324
UCN3	-0.03
HOOK1	1.365875
IL17B	-1.129
MLKL	0.6915
TTC14	0.199
KLHL5	0.248625
CRYL1	0.0421666666666667
FOXH1	0.379
NFYB	0.627375
PPM1G	-0.71275
GOLGA2LY1	-0.458
NMT1	-0.745
HADHA	-0.9721
CHSY-2	2.373
PLEKHF1	0.369071428571429
SAGE1	-2.509
MUSTN1	-0.62575
SUHW4	0.66975
TFEB	1.0425
ZFYVE27	-0.7315
ATG12	-0.131833333333333
BMI1	1.30371428571429
ZIM3	-0.22525
MYH4	-0.27025
MASP1	-1.05208333333333
KIAA0984	1.464
RPAP2	-0.1395
ASB5	0.2615
BOLA3	0.5585
MIA3	1.6425
KRT35	0.4375
KIR3DL3	-0.282
MRPL51	0.4835
SEMA3F	-0.326166666666667
NDUFB2	0.587666666666667
LOC253012	0.498
FAM46C	0.9077
G6PC	-2.80625
CSAG3A	-4.67066666666667
PREX1	0.384
SLC25A45	-0.3645
MAPKBP1	-0.618
CPE	1.6128
GNB1	-0.209625
CXCR6	2.648
TRIM46	-0.117
C16orf3	-0.254333333333333
HPSE	0.281875
TIGD3	0.3545
SPG3A	1.33075
LCAT	-1.6585
ST6GAL1	-0.656444444444444
POMC	-0.57875
FLJ36031	0.110833333333333
NSMAF	0.0218333333333333
SKIL	2.3575
ADSS	2.28733333333333
HMGCS1	-0.7405
POLR3F	0.228166666666667
RAB10	1.160125
ZNF277P	-1.405625
ZBTB7B	0.836
DHRS1	-0.103
ABCC13	0.357428571428571
CNOT3	-0.284
NFKBIA	1.4735
GAK	-0.457666666666667
SFT2D2	1.37566666666667
HOXA6	-0.437
CRTC1	-1.073125
LY6D	0.169666666666667
C20orf72	-0.525
CPT1A	0.80175
LMO1	-0.848
EIF3I	-1.09975
PRB4	0.37925
MCM3APAS	-2.235375
C20orf132	-0.6727
FOXF2	-2.924
S100A12	3.41625
MLH1	-0.269166666666667
ACTN1	-0.1752
MRPL36	-0.123
C20orf106	0.75925
FBXO6	0.546333333333333
MKS1	-0.151833333333333
CX3CR1	-3.274875
PDE1B	0.114
PLP1	-4.15525
KISS1	0.209333333333333
C14orf2	-0.0005
TBC1D3P2	-0.763
COMMD6	1.8215
ANKRD7	-2.396
PTCHD1	-1.216
NARS2	-0.15375
DOCK7	-0.01225
FAM127B	1.04775
LOC390243	0.0465
N6AMT2	-0.00899999999999999
ZNF391	-1.797
DNAJB14	0.176166666666667
WRB	-0.224125
BPI	-0.0364166666666667
TTC4	-0.148
FAM10A5	0.439
GOT1L1	0.0389
MAGED1	1.20525
RESP18	0.20875
WFDC6	2.90775
MT2A	0.639
C11orf56	-0.284
KIAA1432	1.991
ROR1	-1.940625
HSD17B14	0.2635
ZFAND2B	-0.8845
SAMD4B	-0.03725
HEXA	-0.22575
HNRNPU	0.356909090909091
USP39	0.04225
NRD1	-0.273
R3HDML	0.2045
FLT4	0.147833333333333
OMG	0.112833333333333
OR52N4	0.4085
LOC399818	-0.1545
ELA2	-2.40825
VENTXP1	-1.2365
RFC5	-1.323
OR52L1	0.5535
PAX5	-0.3905
FBXO2	1.08875
GMEB1	-0.1355
AKT3	0.236
CRB1	-1.67766666666667
CTTN	0.412
UTP15	-0.1865
HSBP1	-0.479333333333333
PHF11	1.99475
NDEL1	0.347333333333333
USP8	0.08625
BAIAP2	-0.467375
SI	0.529333333333333
ARSJ	-0.141666666666667
BAAT	-2.606
KCNS3	4.3355
LOC126147	-0.0913333333333334
TMEM37	-0.38025
C1orf162	3.31383333333333
MBD1	0.4235
ITGAL	-0.222333333333333
WDR73	-0.637166666666667
GKN2	0.235833333333333
ARFGAP1	-1.110875
SLC5A8	5.36483333333333
ZBTB40	-0.2547
CYP4B1	0.980333333333333
LYPLAL1	1.437
CHST3	-1.15375
MAP3K9	-0.1405
BTAF1	-0.454833333333333
TFAP2E	0.3795
RBM35B	1.95425
LOC441251	-0.377333333333333
ANKRD25	0.612722222222222
UQCRC2	0.4125
MAEA	1.01333333333333
HYAL1	-2.8397
RNPEPL1	-1.0305
CPSF2	0.468
PSD3	0.1637
ABCA13	2.44625
AGR2	1.458
GBX1	-1.501
HDLBP	0.551142857142857
ACY3	0.417
HECW1	0.0455
ZNF519	0.064
HOPX	2.493
ZNF304	1.00275
OR12D3	0.4265
FKSG43	-0.000750000000000001
METTL1	0.1755
MFSD3	-0.4644
PSPH	-0.10775
CLCA3	0.6735
DARS2	-0.137166666666667
CDC25A	-1.26016666666667
BAIAP2L1	0.319
B3GNT5	3.10825
USP29	0.197
ARHGEF10L	0.8591
ATOX1	-0.2765
ADAM30	0.38725
DNASE1	2.08425
STT3A	-0.13925
RAB6IP1	-1.141
PTN	-0.5692
C1orf106	-0.274230769230769
HECA	2.54775
RNF122	-0.4565
SLC22A18AS	-0.199666666666667
GNG8	-0.1915
ELP4	-0.4675
FAM65A	0.1005
RPL10A	-0.537666666666667
IRS4	-0.418
MACF1	0.0534
SEC24D	0.73175
LOC374395	0.13175
TGFB2	2.0625
MDFIC	1.197875
CHRNE	0.1555
PCMTD2	-0.21
ATP6V0D1	0.629166666666667
MTA2	-1.33575
LZTR1	-1.29266666666667
RAP1A	0.953166666666667
AXIN1	-0.280375
POLR1C	0.2965
TRIO	0.0586666666666667
PLXNA4A	0.2205
C5orf33	0.17425
DEPDC1B	-1.07025
ZNF473	-0.268166666666667
MTM1	2.05425
GPR107	1.3315
CSNK1A1L	0.419166666666667
FLJ14154	-1.22775
NLRC4	3.73325
ENPP4	2.30466666666667
PADI3	0.3695
RNF170	0.57
CG018	-1.1125
C16orf7	-0.5885
KCNE1	0.353
NRM	-1.3255
SLC37A3	0.955
TPD52L2	-0.148833333333333
UNC5B	1.0285
C12orf12	-0.169166666666667
SDHB	-0.6155
CLRN1	0.238
NUDT10	-1.19233333333333
UGT3A1	-0.025875
FBXW8	0.043375
RHOF	-0.75175
PTPLAD1	0.251625
MYO3B	-0.628
DERA	0.8475
TPP2	0.11725
C19orf53	0.765666666666667
GINS3	0.212875
ST6GALNAC5	1.272
CHSY1	-0.142
MGC15705	0.5775
GPR83	0.390166666666667
EXT2	-0.585625
DOLK	0.992
TUBAL3	-2.407
ACVRL1	1.2179
ABL2	0.61075
C14orf156	-0.918166666666667
PTPRZ1	-1.8455
DIP2C	1.3845
LAMP1	1.275125
RXRA	-0.1739
MAP3K5	3.2565
ALKBH1	0.229333333333333
PDLIM7	-0.758375
ARL14	3.627
SNIP1	-0.401666666666667
TIMP3	0.335583333333333
RGS3	-0.140333333333333
SPAG16	1.261
ABHD4	-0.3095
ARHGEF12	0.3675
GLUD2	-0.7245
RAC2	0.0373
UAP1L1	-0.1055
SLC18A3	-0.7015
YOD1	-0.938583333333333
RALY	-0.95375
HMOX2	0.1475
DGKH	1.38075
DBNDD2	0.5385
YIPF4	0.67775
THAP10	0.718
ZNF513	-0.07825
HAGHL	-1.65383333333333
ITGB4	1.57033333333333
CCDC141	-0.653
YTHDF3	1.02675
C5orf28	0.96
RPL7L1	0.033125
TMEM30B	0.634
ANKRD35	0.5095
DUOXA2	0.229
TBC1D5	-0.237
DFNB59	0.082
HRH4	0.3695
MYO6	2.8155
DNAJA4	2.85525
RBM24	-1.65325
CEACAM20	-0.25375
RBM23	-0.293428571428571
NGFB	-0.219
C1orf63	-0.0752
KRTAP7-1	0.657
PERLD1	2.60825
NPB	0.606
C17orf59	-0.1647
HSPBAP1	-0.96475
SLC15A4	0.815875
PRTFDC1	-2.071
OSMR	1.01842857142857
CYSLTR2	0.0705
C19orf25	-1.2301
KIAA1797	-0.515
NLRP6	-0.3
FAM105B	1.1964
SCRN2	-1.33566666666667
LRRC58	-0.1035
RNF17	0.154875
NEIL3	-1.2935
FAM137A	-0.94975
SKP2	-2.55625
PARVA	0.640916666666667
PKLR	-1.1395
RNF34	0.779875
A3GALT2	0.65325
C12orf50	-0.379166666666667
SUNC1	-0.97375
FAM102B	-0.715333333333333
CCT2	0.27175
LRRC37A2	-0.2945
ARF4	0.592
SIKE	0.249625
C8orf48	0.3005
MBTPS1	-0.499928571428571
GPSN2	0.0145
NCF2	3.76575
SLC12A6	1.14733333333333
MRPL48	0.415
HMGN3	0.0776666666666667
LRRC62	-1.15725
PAX9	1.985
FAM55A	0.2495
C20orf42	-2.70116666666667
SCML2	-1.37616666666667
BCL9	0.25375
FAM40A	-0.19125
C9orf41	-0.415166666666667
ZNF774	0.663
LETM1	0.06225
PLXNB1	-1.25466666666667
NIPSNAP1	-0.25
USP10	-0.7535
F9	0.98225
LIPE	0.99675
CNGB3	-0.153
C12orf52	-0.23725
PI4K2A	-0.512
MED8	-0.353
STAT4	1.5309
FGD4	1.4055
RNF145	-0.044
WDR32	0.0255
CLDN2	0.0491666666666667
TCEAL8	0.156
ZMYND8	-0.5554
PDXK	-0.47109375
GATAD2A	-0.44975
PTGES3	0.0875
CCM2	-0.84125
TAP1	1.160875
ZNF670	2.1985
ETS2	-0.094
C6orf166	0.9065
PRMT2	-0.858071428571429
OR4B1	0.504
INTS8	-0.3975
CCDC102A	-1.0805
CCDC83	-1.42766666666667
ITGA1	0.6974
EPHA5	-2.1354
FAM24B	-0.999666666666667
TSGA10	1.325
HAL	-2.1355
MYOT	-0.00900000000000001
SPACA3	0.23975
BCL2L2	-0.1925
CUGBP2	-1.02233333333333
CCNB3	1.777
RNF113B	0.97625
MERTK	-0.92175
BAG1	-1.273
VPS36	0.403
ORMDL3	0.9471
C1orf190	-1.34925
ZNF625	1.177
CORO2B	-2.20725
ALOX15	0.015
CST1	2.289
NUPR1	1.81666666666667
CCL7	3.26075
SMCR5	-2.5545
DSC2	4.5615
RBMS2	0.51875
GRIK4	1.2255
TRIM65	-0.0123
TMPRSS6	-0.220571428571429
TP53INP2	1.56425
GLB1L	0.305166666666667
LOC388284	-0.761166666666667
PUS1	-0.484428571428571
BCL9L	-0.008
OLFM1	-0.575333333333333
RET	1.77625
MASTL	-0.2815
ALX3	0.023
IL1RL1	-0.130833333333333
ZNF765	-0.4524
C14orf138	-0.872
SNX10	-0.129
TAC4	-0.032
C1orf64	-3.361125
POGK	1.27825
MAPK9	0.38125
ZNF366	1.9105
C8orf79	0.4002
CLDN7	2.49425
OR5AT1	0.336
TRIM37	-1.5875
LRRC25	2.933
GRHL2	1.1766
TEKT3	-0.19275
LASS5	-0.1695
ABCC4	-2.15666666666667
DLG3	1.191125
VGLL1	0.819375
ZFP36L2	0.878
MFRP	-0.162333333333333
KIAA1799	-0.01575
FLJ44379	-0.5595
PCNX	-0.195
ANXA9	1.6595
CYP4V2	0.3531
PIK3C2A	0.2645
SRR	-0.0065
NOL3	0.83675
IFITM2	0.01
ARNTL2	0.778
ZNF595	1.1305
NLRP13	0.5175
ASPH	1.321125
CPA2	0.439
PVRIG	-1.87683333333333
LEPR	-1.1105
C16orf42	-0.443333333333333
SH3BGRL	0.326
FAM77D	0.5668
FNDC7	-0.1765
C9orf6	-0.3215
NOTCH2NL	1.35933333333333
PGBD1	-0.6755
SYNGR2	0.564
PITPNA	0.0880625
PRPF4B	0.373
SLC43A3	-0.724
NRBP1	-0.15175
SLC25A22	-0.994
ILK	-0.882125
SLC22A8	0.524666666666667
MRPS7	0.227625
PITX2	0.45
FABP3	-1.5825
OR1L1	0.95
LOC728215	-0.91275
BLID	-1.3495
KIAA1217	2.22441176470588
TFPT	0.33725
AP4B1	-0.18575
VBP1	0.89
OR1K1	0.4135
MORC3	-1.09975
BHMT2	-0.970833333333333
C3orf10	0.78825
FZD7	0.0883333333333333
WFDC10A	-0.1605
PMS2CL	0.401625
CCDC32	-0.4755
FA2H	-1.18425
ALG13	0.1995
TTLL7	0.2426
SPOCK3	-0.0585
SLC13A2	1.362
AIM1	2.2725
GPRC6A	-1.413
EGR2	3.3425
MED11	-0.7725
WWC1	1.08475
SH3GL3	-3.80175
RIF1	-0.0169285714285714
PRLH	-0.0985
VLDLR	0.0165
DBT	0.5305625
C21orf63	-0.607
CGGBP1	-0.1895
KRTAP12-2	0.6215
TADA3L	0.563875
ZBTB16	-0.865
PDGFB	0.810125
RFX1	0.093125
UQCRB	0.0703
LOC133874	-0.24
HPS3	0.148
LGALS3BP	-1.1651
DKFZP564O0823	2.26692857142857
MRFAP1L1	0.398375
HOXA10	-0.266333333333333
NGB	0.567
KIF21A	1.58738461538462
IFLTD1	-0.405
LZTS1	-1.719375
ARHGEF3	0.602
RHBDL3	-0.888
CSNK1G2	-0.736083333333333
ChGn	1.578875
KIAA1244	2.48633333333333
GABRB2	0.1995
MGC72080	-0.5125
CD27	3.29975
EGLN1	1.6112
PEX13	2.0865
RWDD3	0.7925
RNF12	-0.0348333333333333
GRIN2B	0.253
ADAMTS14	-0.527875
DYDC2	-2.0905
ATP6AP1	0.3639
NR1H2	-0.348
PDK2	0.00400000000000001
C3orf17	-0.713666666666667
SLC38A2	0.306785714285714
SLC25A29	-0.0685
C15orf29	0.499625
ADAM9	1.32275
TMUB2	-0.352125
GPR176	-0.41625
AGK	-0.276125
MCCD1	0.6785
NDUFA4	0.76525
TMEM146	0.67575
DUSP1	0.48725
UNQ6975	0.1575
EMX2OS	3.03825
INSM2	0.35525
LUZP4	-0.408
SETD6	-0.05225
P2RY2	4.07275
SLC45A2	-1.629
RABGAP1	0.9095
UBXD5	-0.461375
GPRC5A	1.8172
PAK3	-0.6115
LOC63920	-0.0315
TGFBR1	1.4147
KRTAP6-3	0.258
SFMBT2	-1.294
CDC42	0.510625
C11orf35	-0.693
TTLL2	-0.16125
UACA	0.2605
CD97	-0.1318
SETD5	0.370125
NINJ2	-2.21275
PTER	1.83783333333333
POMGNT1	-0.54775
KRTAP4-2	-0.2405
ECGF1	2.48075
HRB	0.607818181818182
ATP1B2	-0.3831
LOC400506	0.4345
COL4A3BP	-0.2245
C6orf97	-2.3235
GRHPR	-0.609875
TAS2R1	0.5785
SEMA7A	-0.928
EDF1	0.2195
ODF2L	1.8356
PCID2	-0.0176666666666667
GTF2H4	-1.06416666666667
ZCCHC3	-1.413875
CGB2	0.314
NEUROD1	0.0916666666666667
C20orf75	0.271
RP5-1054A22.3	0.659333333333333
IFNA5	-0.3395
ZNF134	0.393333333333333
MGC119295	-1.1465
ZSWIM6	0.25525
SMEK1	0.814333333333333
PCGF2	-0.63425
C1orf102	1.16675
CYP2A13	0.435
KCNH6	-0.5154
MDM1	1.0868
ALDH7A1	-0.0515
C9orf75	-0.0655
VDAC3	-0.07125
OR51T1	0.2575
EIF3F	-1.58775
KCNJ10	-0.372625
LENG8	0.319
EDEM2	0.1185
CCNJL	-0.7965
DHX37	-0.8415
CRYGN	-0.1555
AATF	1.147125
ZNF630	1.846125
E2F5	0.3985
WFDC13	-0.45025
FTSJ3	0.262
C4orf33	0.6735
LHFPL4	-3.21325
C19orf56	0.658583333333333
SMAD4	1.31925
AFM	-0.3004
G0S2	0.0705
FCHSD2	0.3578
RRP1B	-0.9692
EEF1B2	-0.293
STAT6	-0.527666666666667
ZNF195	-0.387
GNL1	-1.91783333333333
ZNRF2	1.5235
PER3	-0.364125
ASB16	-0.03125
C10orf10	1.17707142857143
ADCY8	-4.004
C9orf58	-0.254333333333333
ARMC10	-0.541833333333333
PSG1	-0.9365
DHX34	0.062
VARS2	-1.23975
NFIC	0.97075
ITPR2	-0.2465
AGXT2	0.246166666666667
OR6K3	0.006
H2AFZ	-0.293
MLLT3	-1.22375
COX4I2	1.26325
CCNT2	0.40625
PLK4	-0.605375
NUMBL	-0.5955
MED16	-0.68525
PLEKHQ1	0.53075
GOSR1	0.516222222222222
BTG4	-0.200666666666667
RPL30	0.289083333333333
IGSF5	0.09225
IGFL2	2.80233333333333
ELMOD2	1.02833333333333
SHC3	-0.79
HAVCR1	0.8105
DYNC2H1	-0.406875
RNF5	-1.1055
C2orf7	0.029
NLF1	0.4595
KLHL25	0.466
LRP10	0.0503
KRI1	0.10475
PUS7L	0.466666666666667
MGMT	-0.57925
HOXD1	-0.440833333333333
CSH1	0.1882
ATG16L2	-0.9615
FLJ44635	0.878
CHODL	1.49475
EXOSC8	-1.40125
SLC28A1	0.34
MYO7B	-0.0328333333333333
SEH1L	0.3885
MTNR1A	0.325
TSPAN5	0.245666666666667
CDC45L	-2.09666666666667
AMIGO1	-0.2885
ATAD3A	-1.55975
OSGIN2	1.25666666666667
PDIK1L	0.296666666666667
DARC	0.845
PIPSL	1.6485
SHMT1	-0.95025
CRISP3	0.2015
POPDC2	1.30833333333333
ZRANB2	-0.3985
FBXL8	-1.9175
TRIP13	-0.439636363636364
EIF5AL1	-1.7735
POU5F1P3	-4.64116666666667
IL6	0.0621666666666667
CXorf38	0.8055
IFNA16	-0.078
FBXL2	1.104
BRD1	0.893
STATH	-0.13275
FBXO44	-1.0655
MCCC2	0.18275
CDC2	0.5305
C5orf23	1.74075
IVD	0.307166666666667
C10orf122	-1.4255
MSL3L1	0.6555
MVP	0.8805
EPOR	0.9621
ZMYM1	-0.484833333333333
BCL7C	0.0788333333333333
PSTPIP2	1.1706
LYPD1	0.019125
OR8G5	-0.5655
ZP3	-1.857
BCAS4	-0.43825
EDG6	1.77425
ISY1	-0.9465
PRAMEF2	-1.81625
CUL1	-0.897625
RNF213	-0.0531
CCRK	-0.0405
DHX9	0.2285
C13orf29	0.39
NCKAP1	1.536
MRPL43	-0.276785714285714
XPR1	0.638
PKN2	-0.8672
PODNL1	0.5405
ZNF333	0.228375
DALRD3	0.346
OPN1SW	0.239
BTBD6	0.9135
C11orf82	-0.2955
OR5P3	1.253
DUSP11	0.59475
L1CAM	-0.9565
NEK11	2.10133333333333
OR7E91P	1.2615
CNTN3	4.9079
CREB3L2	1.36525
ZBTB37	-0.6965
KIAA1324L	-1.5315
NDUFB10	0.0205
NUDT2	0.01275
GTPBP8	-0.75125
CACNA1D	-0.749125
PRKAA2	0.963666666666667
PRDM8	0.319
MGC16075	1.17133333333333
KRT14	0.540857142857143
PP8961	0.06175
MRPL18	0.77075
ABCG2	-2.918
PACRG	0.38175
BBS2	0.80475
KREMEN2	-0.473
FBXO21	0.56875
HNRPUL1	0.01425
GRB10	1.3355
CLSTN1	1.015
LMAN2	-0.9826
C17orf61	-0.75975
NIPSNAP3A	0.89975
INSIG2	0.6085
PCDHB7	2.2185
STXBP2	1.253
CMAH	-0.08425
SEMA5B	-1.01875
ZNF155	0.8875
COQ6	-0.503666666666667
PRPF4	-0.6185
TSPAN15	1.5443
VN1R5	0.0665
LATS2	0.134
SELK	0.4495
PGK2	0.00725
MS4A1	-0.268
TYW3	-0.2267
KRTAP5-1	-0.6985
RCCD1	-1.00833333333333
BTN1A1	0.1885
DDX28	-0.1075
TMEM65	2.465625
LOC92345	-0.1135
TTC31	-0.51625
WDR46	-1.40783333333333
CHP2	-1.619
LSP1	-0.176
ZNF542	0.6555
EXOSC1	-0.8
ARHGAP18	0.0596666666666667
LRRTM4	-1.17175
MAOB	2.88566666666667
CACNB4	-1.71475
MGC33846	-2.129875
RANBP3L	0.854375
ATP5L	-0.013375
ONECUT1	-2.5415
NUDT9	1.249
TMEM149	1.251
STX17	0.4595
IGSF10	-4.55425
TMPRSS9	1.227
BMPR2	1.63566666666667
ALLC	-0.21575
KLF7	2.177625
GCC1	0.5532
TIMM9	-1.013
CDO1	-1.98283333333333
MGC10701	-0.429166666666667
IFI6	-1.11816666666667
FRMD8	0.764
MGAT2	-0.132
WBP5	0.647833333333333
CNIH2	-0.495
KIAA0907	-0.1417
KCNH8	-0.827
CTSG	-1.66625
GRIK1	-0.385333333333333
CUL5	0.263625
FRMD1	0.27
OR9A4	0.521
SYT6	-2.644
FOXD4L2	1.0515
ANAPC2	-0.396666666666667
OPN5	0.8745
TAF13	1.375
LYG2	0.04725
GGNBP1	-0.0775
C11orf40	0.9535
OTX2	-1.1205
REG4	-0.351833333333333
EIF5	0.4309375
PALB2	-0.01675
SEPSECS	-0.0838
RNASE3	0.032
TRIM49	-1.1755
POLR2K	0.7595
GPR42	-0.1135
C8B	-1.9215
SASS6	-0.47125
PREB	-0.7175
OR3A3	0.6965
TUBA8	1.072625
IGLV2-14	1.20125
STIL	-0.466
ANKFN1	0.186166666666667
NME7	0.4235
HOXC12	0.33975
UBE2C	-0.475125
FHOD1	-0.55325
CDK2AP1	1.23191666666667
OR6K2	-0.2185
DHPS	-0.08725
RPL5	-0.520166666666667
TRGV5	1.0005
LOC541472	-0.355625
HCCS	-0.1309
DENND1B	2.4645
LHX3	0.2845
OR5D16	0.4495
CXorf57	-1.84966666666667
IRF2BP1	0.255
NDST2	0.253333333333333
LCE3D	-0.0435
BOLL	0.613875
SYT3	-0.773
PIH1D2	0.5935
C20orf7	0.2695
IL1R2	0.106166666666667
SLAMF9	0.1995
PPME1	0.886375
PIK3CA	1.1285
TRAPPC1	-0.465625
COLEC10	-0.6365
SLC9A6	-0.389166666666667
PDDC1	-1.20116666666667
CCDC53	0.079
GK3P	0.711
DAZL	-1.939
BRI3	-0.11875
SDK1	0.04725
CYP2C18	-0.1425
IFI44L	0.7975
RPL3L	0.086
FUT9	1.59633333333333
KIFC2	-0.673833333333333
PMP2	-0.382125
SLC4A9	-0.2345
PLAG1	-2.33666666666667
MYCBP2	1.622
OR4E2	0.021
CCDC65	1.23625
C16orf82	0.31125
ENTPD4	0.23075
BRP44L	-0.13
PMP22CD	-0.716
TMCO4	-0.2725
KCNN1	-0.432
WDR35	-0.04875
CCDC80	0.538875
C3orf31	-1.065
SLC7A9	-0.598
TMEM190	-1.9245
DBC1	-0.9245
FADS3	-1.37366666666667
PDZD8	1.5505
GRM5	0.36075
AZGP1	3.3105
PEX3	0.8515
MED1	-0.105071428571429
ATG4C	-0.494166666666667
HNRPH3	-0.75425
FAM109B	1.20575
C4orf17	0.4965
CA10	0.536
OPRD1	0.152
CCL16	-2.08975
SACM1L	-0.3415
CST6	5.172
CD63	1.140875
LGI1	-1.418
ZNF784	-1.12775
CRYBB1	-1.573
CX3CL1	1.4811
TOP2A	-1.4015
GYPB	-3.10016666666667
GADD45GIP1	0.4065
FEN1	-0.758
IGF1R	-1.90325
WDR72	-2.3715
PURG	-1.31016666666667
DEFB126	-0.02375
PKD1L1	0.1725
CAV1	-2.1456
GNPDA2	0.128
DGAT2	-0.4745
NLGN1	-4.309
STRBP	0.64375
HPRT1	0.513166666666667
FANCI	-1.095625
PSMA7	1.3425
DBF4B	-0.659833333333333
TTF1	0.21
RAD54L	-1.60225
ELOF1	0.1085
PLAGL2	-0.72225
ZNF256	0.70525
HMGCL	-1.42725
MSI2	0.553166666666667
RPESP	-0.728833333333333
C11orf60	-0.19925
ABCD1	1.2575
ACAA1	-0.6633
SPARCL1	4.30164285714286
IL6ST	-0.6855
ZNF319	0.65425
TMEM109	-0.5106
FAM90A1	-2.5685
IL22RA1	-1.463
ATP4B	0.243
TEC	-0.151833333333333
C7orf30	-0.85375
TXNDC2	0.173
ABCB4	-0.476
KIAA1191	-0.0695
C9orf38	0.1465
SFTPB	0.488875
CNTNAP2	-0.259166666666667
FRK	3.39
TBX19	0.101
