Hybridization REF	TCGA-AN-A0XN-01A-21R-A109-07
PWP1	-0.4045
DNAH10	-0.38425
HIST1H2BA	-1.216
GPR56	0.831166666666667
METAP2	-0.3585
PAN3	0.601666666666667
STXBP4	-0.1155
PDHX	-0.0875
MTA1	-0.746583333333333
ZBED4	-0.041625
ZNF720	-0.8835
CDK2	-1.936625
RHOJ	1.241625
CDC37	-0.394166666666667
ZER1	0.174
GRK4	0.27125
PRPH	-0.693
POLR2A	0.336125
OGFOD1	-0.813
NOL5A	-0.71925
PHEX	-1.2605
FLJ16478	0.23725
C20orf117	-0.88375
CAMTA2	-0.32575
C11orf74	0.312666666666667
DDX17	-0.363083333333333
C5orf27	0.213
PLEKHA2	-0.27
PDE4DIP	0.0725
SCN7A	0.62925
ZNF559	-0.120166666666667
CXCL10	4.18025
ZMYM4	0.038
STK32B	0.461066666666667
KIAA0888	-3.2095
TACR3	0.933
CKAP2L	-1.583
KIF1A	-0.7095
RSPRY1	0.439
VCAN	3.15925
CYP27C1	0.801
SYDE1	-0.057
MED12L	-0.81875
ZDHHC21	0.255375
NHS	0.7305
TM9SF3	1.42733333333333
DDHD1	-0.067
MAFG	-0.421666666666667
BICD2	0.3693
C14orf119	-0.330666666666667
C14orf43	0.0167142857142857
CDH7	-1.83075
ALKBH5	-0.344
JUP	1.355875
TMEM41A	0.416833333333333
MAMDC4	-1.70366666666667
CBX3	-0.63025
LRRC18	0.19625
RBMXL2	-0.0125
PLA2G4D	0.404666666666667
FGF13	-0.603
KIF3A	0.256166666666667
PDIA6	-0.38325
DCXR	-0.53375
CASKIN2	0.0963333333333333
EHD1	1.0195
MARCKSL1	0.0065
ZNF496	0.344666666666667
SCAF1	0.4615
KCTD8	-0.90575
TRAF3IP3	0.743
LSR	1.00775
CXorf1	-0.0296666666666667
C14orf112	-0.397166666666667
EIF2B1	-0.1075
OMP	0.2085
GSTZ1	-1.372
LOC92017	0.89625
ISLR2	1.3925
C12orf36	0.6015
GATA2	-1.8235
GABRA5	-1.7785
CELSR2	-0.949571428571429
STAM2	0.7415
TNAP	0.155
PTPMT1	-0.4745
GRP	7.44925
SV2A	-0.831333333333333
MAGEA12	-4.207
CACNG1	3.2485
C18orf19	-0.36825
GSG1	-0.461833333333333
PTPRJ	0.350571428571429
FRMPD1	0.4895
ZNF668	0.4325
PLEKHJ1	-0.919875
ADAT1	-0.8542
TMEM50A	0.3103
UCN3	0.2585
HOOK1	0.810875
IL17B	-0.719
MLKL	-0.404166666666667
TTC14	-0.954666666666667
KLHL5	0.185125
CRYL1	0.716333333333333
FOXH1	-0.1875
NFYB	-0.273375
PPM1G	-0.67725
GOLGA2LY1	-1.2535
NMT1	-0.387125
HADHA	-0.1737
CHSY-2	3.70325
PLEKHF1	1.1245
SAGE1	-3.45
MUSTN1	-0.32675
SUHW4	0.59875
TFEB	1.94166666666667
ZFYVE27	-0.671
ATG12	-0.552833333333333
BMI1	0.209071428571429
ZIM3	0.2755
MYH4	-0.00700000000000002
MASP1	-0.855
KIAA0984	0.59075
RPAP2	-0.20975
ASB5	-0.1685
BOLA3	-0.878
MIA3	1.09366666666667
KRT35	0.289
KIR3DL3	-0.7685
MRPL51	-0.9065
SEMA3F	1.02733333333333
NDUFB2	-0.336333333333333
LOC253012	-1.02275
FAM46C	-2.1162
G6PC	-2.41825
CSAG3A	-4.65033333333333
PREX1	1.489
SLC25A45	-0.369375
MAPKBP1	0.1185
CPE	2.1179
GNB1	-0.00675
CXCR6	1.5795
TRIM46	0.19025
C16orf3	0.25
HPSE	1.245625
TIGD3	-0.0245
SPG3A	2.04675
LCAT	-0.6735
ST6GAL1	-0.4855
POMC	0.598
FLJ36031	-0.250166666666667
NSMAF	0.0116666666666667
SKIL	1.301
ADSS	0.8315
HMGCS1	-2.0156
POLR3F	0.0396666666666667
RAB10	-0.1225
ZNF277P	0.202375
ZBTB7B	0.9305
DHRS1	-0.06475
ABCC13	3.769875
CNOT3	-0.2815
NFKBIA	1.486
GAK	-0.632833333333333
SFT2D2	1.28016666666667
HOXA6	0.642
CRTC1	0.325
LY6D	-1.459
C20orf72	-1.12466666666667
CPT1A	0.62025
LMO1	-1.921
EIF3I	-0.40225
PRB4	-0.233333333333333
MCM3APAS	-0.700125
C20orf132	0.0841
FOXF2	-1.44725
S100A12	0.5085
MLH1	-0.6555
ACTN1	1.4949
MRPL36	0.397333333333333
C20orf106	-0.085
FBXO6	0.855833333333333
MKS1	-0.619833333333333
CX3CR1	-0.776
PDE1B	0.8585
PLP1	-3.59525
KISS1	0.0446666666666667
C14orf2	-0.883
TBC1D3P2	-0.82775
COMMD6	0.7731
ANKRD7	-1.54125
PTCHD1	-0.225375
NARS2	-0.765
DOCK7	-0.152375
FAM127B	0.262
LOC390243	-0.112833333333333
N6AMT2	0.95075
ZNF391	-0.3775
DNAJB14	-0.3495
WRB	-0.075125
BPI	-0.04275
TTC4	-0.029
FAM10A5	-0.08325
GOT1L1	0.4262
MAGED1	0.50125
RESP18	0.3485
WFDC6	-0.11175
MT2A	-0.365
C11orf56	-0.00775
KIAA1432	0.354
ROR1	-0.30625
HSD17B14	2.72516666666667
ZFAND2B	0.608875
SAMD4B	0.45775
HEXA	0.37275
HNRNPU	-0.0348636363636364
USP39	-0.036625
NRD1	-0.13875
R3HDML	0.28125
FLT4	0.671666666666667
OMG	0.278333333333333
OR52N4	0.623
LOC399818	-0.7475
ELA2	-2.207
VENTXP1	-0.868
RFC5	-1.4875
OR52L1	-0.126
PAX5	-0.012
FBXO2	-1.22525
GMEB1	0.471
AKT3	1.80983333333333
CRB1	0.44
CTTN	0.5045
UTP15	-0.644166666666667
HSBP1	-0.295416666666667
PHF11	1.18475
NDEL1	0.281833333333333
USP8	-0.31925
BAIAP2	-0.138375
SI	0.478666666666667
ARSJ	0.159
BAAT	-2.84625
KCNS3	3.88833333333333
LOC126147	0.00766666666666665
TMEM37	0.24725
C1orf162	4.18033333333333
MBD1	0.0389
ITGAL	0.478666666666667
WDR73	-0.556333333333333
GKN2	0.204166666666667
ARFGAP1	-0.303
SLC5A8	-0.6165
ZBTB40	-0.2061
CYP4B1	1.38066666666667
LYPLAL1	-0.0875
CHST3	0.64675
MAP3K9	0.0985
BTAF1	-0.275
TFAP2E	0.0125
RBM35B	0.24425
LOC441251	-0.6365
ANKRD25	0.461555555555556
UQCRC2	-0.665
MAEA	-0.0954166666666666
HYAL1	-2.991
RNPEPL1	0.204666666666667
CPSF2	-0.333875
PSD3	-0.3989
ABCA13	1.13525
AGR2	0.503
GBX1	-1.549
HDLBP	1.02735714285714
ACY3	-0.93175
HECW1	-0.022
ZNF519	-0.66125
HOPX	3.90275
ZNF304	0.627625
OR12D3	0.2105
FKSG43	0.434
METTL1	0.418375
MFSD3	-0.6696
PSPH	-1.25575
CLCA3	-0.2795
DARS2	-1.3905
CDC25A	-2.1185
BAIAP2L1	0.707
B3GNT5	0.50575
USP29	0.73325
ARHGEF10L	0.8999
ATOX1	-0.17325
ADAM30	0.432
DNASE1	-0.75825
STT3A	0.18525
RAB6IP1	0.3505
PTN	1.4113
C1orf106	0.485076923076923
HECA	1.281
RNF122	0.5845
SLC22A18AS	0.1
GNG8	0.412833333333333
ELP4	-0.07775
FAM65A	0.367
RPL10A	0.654
IRS4	0.794
MACF1	0.7603
SEC24D	0.86425
LOC374395	0.25675
TGFB2	3.147625
MDFIC	1.11325
CHRNE	0.665666666666667
PCMTD2	-0.271833333333333
ATP6V0D1	0.507333333333333
MTA2	-0.0185
LZTR1	-0.487166666666667
RAP1A	0.353166666666667
AXIN1	-0.531625
POLR1C	0.3235
TRIO	0.621583333333333
PLXNA4A	-0.449333333333333
C5orf33	-0.67425
DEPDC1B	-3.3735
ZNF473	0.223
MTM1	0.66975
GPR107	0.599833333333333
CSNK1A1L	0.207166666666667
FLJ14154	0.153
NLRC4	4.153
ENPP4	1.29516666666667
PADI3	0.1315
RNF170	0.217875
CG018	0.561166666666667
C16orf7	-0.40225
KCNE1	0.4315
NRM	-0.3185
SLC37A3	0.270142857142857
TPD52L2	-0.6295
UNC5B	3.906
C12orf12	0.198333333333333
SDHB	-0.42175
CLRN1	0.70325
NUDT10	0.466833333333333
UGT3A1	0.18375
FBXW8	-0.05575
RHOF	-0.984875
PTPLAD1	-0.8995
MYO3B	0.28675
DERA	-1.18375
TPP2	-0.6855
C19orf53	0.405333333333333
GINS3	-1.27075
ST6GALNAC5	2.646
CHSY1	0.25025
MGC15705	-0.169
GPR83	0.463333333333333
EXT2	0.64375
DOLK	0.41025
TUBAL3	-1.9795
ACVRL1	2.4377
ABL2	0.312
C14orf156	-1.39733333333333
PTPRZ1	-4.951375
DIP2C	1.18975
LAMP1	0.880375
RXRA	0.4593
MAP3K5	0.6735
ALKBH1	-0.0971666666666667
PDLIM7	1.13125
ARL14	-1.8
SNIP1	-0.0245
TIMP3	4.41583333333333
RGS3	1.245
SPAG16	0.9372
ABHD4	0.3905
ARHGEF12	0.520583333333333
GLUD2	0.19
RAC2	-0.6985
UAP1L1	-0.2215
SLC18A3	1.6
YOD1	-0.500583333333333
RALY	-0.05875
HMOX2	0.199
DGKH	-0.24675
DBNDD2	1.25133333333333
YIPF4	0.93275
THAP10	-1.47575
ZNF513	0.10025
HAGHL	-0.124333333333333
ITGB4	0.4045
CCDC141	-1.216
YTHDF3	0.85375
C5orf28	0.319
RPL7L1	-0.446125
TMEM30B	0.39
ANKRD35	2.441
DUOXA2	-0.21425
TBC1D5	0.274125
DFNB59	-0.6755
HRH4	0.16725
MYO6	1.6412
DNAJA4	0.62725
RBM24	-1.293
CEACAM20	-0.05775
RBM23	-0.367071428571429
NGFB	-0.3975
C1orf63	-1.0792
KRTAP7-1	-0.2995
PERLD1	1.3875
NPB	0.211
C17orf59	0.1301
HSPBAP1	-0.39625
SLC15A4	0.817375
PRTFDC1	-0.1605
OSMR	0.514
CYSLTR2	-0.3485
C19orf25	0.0121
KIAA1797	-0.6195
NLRP6	0.59
FAM105B	0.5147
SCRN2	-0.353
LRRC58	0.0152
RNF17	0.165875
NEIL3	-2.606
FAM137A	-0.4365
SKP2	-3.29675
PARVA	1.63125
PKLR	-1.758
RNF34	-0.12025
A3GALT2	-0.16975
C12orf50	-0.2885
SUNC1	-1.4235
FAM102B	-0.562666666666667
CCT2	-1.05
LRRC37A2	-0.717
ARF4	0.5025
SIKE	-0.160375
C8orf48	0.936166666666667
MBTPS1	0.2555
GPSN2	-0.4495
NCF2	4.1665
SLC12A6	0.4985
MRPL48	-0.5155
HMGN3	-1.54833333333333
LRRC62	-0.4795
PAX9	1.623125
FAM55A	-0.138
C20orf42	-3.501
SCML2	-0.996
BCL9	0.1815
FAM40A	-0.39375
C9orf41	-0.544333333333333
ZNF774	-0.2995
LETM1	-1.47875
PLXNB1	0.143833333333333
NIPSNAP1	-0.054875
USP10	-0.6935
F9	0.039
LIPE	-0.06025
CNGB3	0.654
C12orf52	0.28675
PI4K2A	0.442625
MED8	0.35125
STAT4	0.7491
FGD4	-0.101833333333333
RNF145	-1.07933333333333
WDR32	0.656
CLDN2	0.00733333333333334
TCEAL8	0.642
ZMYND8	0.0533
PDXK	-0.0385625
GATAD2A	-0.69375
PTGES3	-1.013
CCM2	0.278
TAP1	1.493375
ZNF670	0.22475
ETS2	-0.176142857142857
C6orf166	0.4685
PRMT2	0.519
OR4B1	0.2935
INTS8	-0.258
CCDC102A	0.46725
CCDC83	-1.576
ITGA1	1.4875
EPHA5	-1.372
FAM24B	-0.988
TSGA10	0.38625
HAL	-2.23433333333333
MYOT	-0.385
SPACA3	0.77425
BCL2L2	-0.494166666666667
CUGBP2	0.317333333333333
CCNB3	1.6175
RNF113B	0.005
MERTK	1.09575
BAG1	-0.07025
VPS36	0.11175
ORMDL3	0.1709
C1orf190	1.424
ZNF625	-0.183
CORO2B	-1.061
ALOX15	-0.9765
CST1	2.7355
NUPR1	3.14916666666667
CCL7	4.26075
SMCR5	-2.8575
DSC2	1.581
RBMS2	1.0675
GRIK4	1.0205
TRIM65	-0.1007
TMPRSS6	1.1635
TP53INP2	-0.65925
GLB1L	1.47566666666667
LOC388284	0.1735
PUS1	-0.819
BCL9L	-0.0185
OLFM1	0.0341666666666667
RET	-0.886625
MASTL	-1.71833333333333
ALX3	0.18975
IL1RL1	0.289666666666667
ZNF765	-0.6891
C14orf138	-0.251
SNX10	0.130833333333333
TAC4	0.143
C1orf64	1.601
POGK	0.683875
MAPK9	0.35675
ZNF366	3.11175
C8orf79	-0.1563
CLDN7	1.418375
OR5AT1	1.0275
TRIM37	-2.06375
LRRC25	3.77
GRHL2	1.4615
TEKT3	1.39975
LASS5	0.416333333333333
ABCC4	-1.35383333333333
DLG3	0.348875
VGLL1	1.5395
ZFP36L2	0.956833333333333
MFRP	0.116833333333333
KIAA1799	-0.29875
FLJ44379	-0.255
PCNX	0.01775
ANXA9	1.1945
CYP4V2	1.8228
PIK3C2A	0.4055
SRR	-0.0055
NOL3	-0.30575
IFITM2	1.1505
ARNTL2	-0.9385
ZNF595	0.3935
NLRP13	1.2105
ASPH	1.444125
CPA2	0.943
PVRIG	-1.48583333333333
LEPR	0.0913333333333333
C16orf42	0.389166666666667
SH3BGRL	1.65975
FAM77D	1.0415
FNDC7	0.6195
C9orf6	0.296666666666667
NOTCH2NL	0.86
PGBD1	-0.0575
SYNGR2	0.683
PITPNA	0.1385625
PRPF4B	-0.7338
SLC43A3	-0.363571428571429
NRBP1	0.33525
SLC25A22	-0.41925
ILK	0.759
SLC22A8	0.611333333333333
MRPS7	-0.168
PITX2	0.2125
FABP3	1.295375
OR1L1	0.6765
LOC728215	1.516375
BLID	-0.9915
KIAA1217	3.20294117647059
TFPT	-0.1805
AP4B1	-0.2715
VBP1	-0.89825
OR1K1	0.4835
MORC3	0.33925
BHMT2	0.468833333333333
C3orf10	1.36525
FZD7	1.8015
WFDC10A	-1.3945
PMS2CL	-0.8005
CCDC32	0.0941666666666667
FA2H	-2.86
ALG13	-0.592
TTLL7	-0.6993
SPOCK3	-0.4175
SLC13A2	1.1905
AIM1	2.54725
GPRC6A	-0.827
EGR2	4.759
MED11	0.27875
WWC1	0.7275
SH3GL3	-3.08575
RIF1	-0.124142857142857
PRLH	-0.124
VLDLR	0.469
DBT	0.129125
C21orf63	1.16025
CGGBP1	-0.385625
KRTAP12-2	0.194
TADA3L	-0.238625
ZBTB16	2.54375
PDGFB	1.888
RFX1	0.45475
UQCRB	0.1094
LOC133874	-0.062
HPS3	-1.35575
LGALS3BP	0.4841
DKFZP564O0823	1.62978571428571
MRFAP1L1	0.1155
HOXA10	-0.074
NGB	-0.0135
KIF21A	-0.749307692307692
IFLTD1	0.547
LZTS1	0.650375
ARHGEF3	0.35625
RHBDL3	-1.649
CSNK1G2	-0.167166666666667
ChGn	-0.6265
KIAA1244	1.05416666666667
GABRB2	0.437
MGC72080	0.799
CD27	2.83975
EGLN1	-0.903
PEX13	0.12
RWDD3	-0.53575
RNF12	-0.358666666666667
GRIN2B	-1.1185
ADAMTS14	-0.2765
DYDC2	-1.07533333333333
ATP6AP1	0.7721
NR1H2	0.032
PDK2	-0.046
C3orf17	0.206833333333333
SLC38A2	-0.871714285714286
SLC25A29	-1.091
C15orf29	0.31275
ADAM9	0.132916666666667
TMUB2	0.316
GPR176	0.47475
AGK	-0.577375
MCCD1	0.17475
NDUFA4	-0.5415
TMEM146	-0.33
DUSP1	2.23825
UNQ6975	0.731
EMX2OS	3.826
INSM2	-0.58525
LUZP4	0.54725
SETD6	-1.939
P2RY2	3.20525
SLC45A2	-1.605
RABGAP1	0.735666666666667
UBXD5	-0.27725
GPRC5A	-1.1067
PAK3	0.320166666666667
LOC63920	-0.22925
TGFBR1	1.5178
KRTAP6-3	0.08475
SFMBT2	0.2965
CDC42	0.090875
C11orf35	-0.854
TTLL2	0.317
UACA	1.36591666666667
CD97	-0.2163
SETD5	-0.124
NINJ2	1.47025
PTER	0.469
POMGNT1	0.0805
KRTAP4-2	1.4015
ECGF1	2.993125
HRB	0.643181818181818
ATP1B2	-0.1267
LOC400506	-0.8345
COL4A3BP	0.795
C6orf97	1.326
GRHPR	0.489625
TAS2R1	0.2885
SEMA7A	0.95675
EDF1	-0.019
ODF2L	0.4921
PCID2	-0.667666666666667
GTF2H4	-0.577833333333333
ZCCHC3	-1.212375
CGB2	0.196166666666667
NEUROD1	0.4935
C20orf75	0.6285
RP5-1054A22.3	2.14733333333333
IFNA5	0.4345
ZNF134	-0.42125
MGC119295	-0.9524
ZSWIM6	-0.270125
SMEK1	0.212
PCGF2	0.19275
C1orf102	1.597
CYP2A13	0.5165
KCNH6	-0.7842
MDM1	-0.0907
ALDH7A1	-0.440166666666667
C9orf75	0.299
VDAC3	0.78325
OR51T1	0.221
EIF3F	-0.05975
KCNJ10	-0.511625
LENG8	-0.20475
EDEM2	0.50825
CCNJL	0.364166666666667
DHX37	-0.849
CRYGN	1.3295
AATF	-0.366125
ZNF630	1.33525
E2F5	-0.161
WFDC13	-0.4095
FTSJ3	-0.701833333333333
C4orf33	0.0905
LHFPL4	-2.29625
C19orf56	0.545583333333333
SMAD4	0.426
AFM	-0.511333333333333
G0S2	0.157
FCHSD2	0.7176
RRP1B	-0.6968
EEF1B2	0.0708333333333333
STAT6	1.311
ZNF195	-1.413
GNL1	-0.662
ZNRF2	1.04566666666667
PER3	0.373625
ASB16	0.0975
C10orf10	2.96642857142857
ADCY8	-2.66733333333333
C9orf58	-1.28433333333333
ARMC10	0.423
PSG1	0.501
DHX34	-0.248
VARS2	-0.823375
NFIC	0.85325
ITPR2	-0.6925
AGXT2	0.328
OR6K3	0.2005
H2AFZ	-1.15075
MLLT3	-0.585666666666667
COX4I2	1.66425
CCNT2	0.242875
PLK4	-2.203375
NUMBL	0.467833333333333
MED16	-0.177
PLEKHQ1	1.89375
GOSR1	0.334611111111111
BTG4	0.1565
RPL30	0.631833333333333
IGSF5	0.45575
IGFL2	4.3445
ELMOD2	0.851
SHC3	0.6505
HAVCR1	-0.059
DYNC2H1	0.94725
RNF5	-0.485666666666667
C2orf7	-0.196
NLF1	1.04
KLHL25	-0.4765
LRP10	1.2151
KRI1	0.0835
PUS7L	-0.378833333333333
MGMT	0.94125
HOXD1	0.102666666666667
CSH1	0.1807
ATG16L2	-0.79675
FLJ44635	-0.05
CHODL	0.4935
EXOSC8	-1.76625
SLC28A1	-0.1185
MYO7B	-0.949166666666667
SEH1L	-0.2592
MTNR1A	0.210333333333333
TSPAN5	0.243666666666667
CDC45L	-3.623
AMIGO1	0.287
ATAD3A	-1.59825
OSGIN2	0.700833333333333
PDIK1L	-0.562166666666667
DARC	0.014625
PIPSL	-0.0125
SHMT1	-1.39975
CRISP3	2.326
POPDC2	3.481
ZRANB2	-0.646666666666667
FBXL8	0.2205
TRIP13	-1.633
EIF5AL1	-0.678
POU5F1P3	-4.87333333333333
IL6	-1.22483333333333
CXorf38	-0.229333333333333
IFNA16	0.016
FBXL2	1.75366666666667
BRD1	0.0425
STATH	0.32
FBXO44	0.224166666666667
MCCC2	0.07325
CDC2	-2.0134
C5orf23	2.70675
IVD	0.250333333333333
C10orf122	-0.04975
MSL3L1	0.1639
MVP	0.27175
EPOR	-0.6025
ZMYM1	-0.5175
BCL7C	0.0336666666666667
PSTPIP2	1.281
LYPD1	-0.55
OR8G5	-0.315
ZP3	0.217833333333333
BCAS4	1.37716666666667
EDG6	1.8985
ISY1	0.06675
PRAMEF2	-0.56
CUL1	-0.261
RNF213	0.66
CCRK	1.12875
DHX9	-0.58575
C13orf29	-0.5505
NCKAP1	1.40366666666667
MRPL43	0.219428571428571
XPR1	-0.33175
PKN2	0.6053
PODNL1	1.8415
ZNF333	0.51175
DALRD3	0.53225
OPN1SW	0.281
BTBD6	0.04725
C11orf82	-2.003
OR5P3	-0.596
DUSP11	0.69525
L1CAM	-1.4194
NEK11	2.02483333333333
OR7E91P	1.7085
CNTN3	1.822
CREB3L2	0.55975
ZBTB37	0.0845
KIAA1324L	-1.583
NDUFB10	-0.448
NUDT2	0.55525
GTPBP8	-0.575
CACNA1D	0.2305
PRKAA2	-1.05533333333333
PRDM8	0.418
MGC16075	-0.844166666666667
KRT14	-1.52757142857143
PP8961	0.617
MRPL18	-0.537
ABCG2	-1.963
PACRG	1.23775
BBS2	-0.2075
KREMEN2	-0.8725
FBXO21	0.401
HNRPUL1	0.260666666666667
GRB10	0.13775
CLSTN1	1.071375
LMAN2	0.7065
C17orf61	-0.318
NIPSNAP3A	0.55
INSIG2	-0.513
PCDHB7	0.687166666666667
STXBP2	0.029875
CMAH	1.97225
SEMA5B	-0.434
ZNF155	-0.3615
COQ6	-0.267333333333333
PRPF4	-0.12825
TSPAN15	2.7689
VN1R5	1.2855
LATS2	1.6675
SELK	0.0515
PGK2	-0.34275
MS4A1	-1.753
TYW3	-0.1317
KRTAP5-1	0.378
RCCD1	-2.05683333333333
BTN1A1	0.89275
DDX28	-0.28125
TMEM65	1.034125
LOC92345	0.3025
TTC31	-0.40425
WDR46	-0.564166666666667
CHP2	-1.46433333333333
LSP1	1.344375
ZNF542	0.40875
EXOSC1	0.4215
ARHGAP18	0.593833333333333
LRRTM4	-1.116375
MAOB	1.79691666666667
CACNB4	-0.58425
MGC33846	-0.32775
RANBP3L	3.678625
ATP5L	-0.292125
ONECUT1	-2.587
NUDT9	-0.08725
TMEM149	0.1335
STX17	0.01925
IGSF10	-2.02725
TMPRSS9	0.489
BMPR2	1.69316666666667
ALLC	-0.8375
KLF7	1.18425
GCC1	0.3622
TIMM9	-0.6945
CDO1	0.0118333333333333
MGC10701	0.371666666666667
IFI6	2.86333333333333
FRMD8	0.60825
MGAT2	0.3745
WBP5	0.182833333333333
CNIH2	0.028
KIAA0907	-0.9259
KCNH8	0.3375
CTSG	-2.0405
GRIK1	-0.2805
CUL5	1.386
FRMD1	0.302
OR9A4	1.089
SYT6	-1.35375
FOXD4L2	0.192
ANAPC2	-0.864333333333333
OPN5	-1.779
TAF13	-0.3865
LYG2	-0.76675
GGNBP1	0.0905
C11orf40	0.898
OTX2	-1.06
REG4	-0.00566666666666667
EIF5	-1.15025
PALB2	-1.29925
SEPSECS	-0.4451
RNASE3	-0.28025
TRIM49	-1.829
POLR2K	0.4057
GPR42	0.2485
C8B	-2.56225
SASS6	-1.1415
PREB	-0.861166666666667
OR3A3	0.2595
TUBA8	0.90825
IGLV2-14	-2.65275
STIL	-1.99775
ANKFN1	-0.799666666666667
NME7	0.0045
HOXC12	-0.7095
UBE2C	-1.515375
FHOD1	-0.31125
CDK2AP1	0.38175
OR6K2	0.127
DHPS	-0.40075
RPL5	-0.26575
TRGV5	0.143
LOC541472	0.464875
HCCS	-0.1073
DENND1B	0.4035
LHX3	3.697
OR5D16	0.545
CXorf57	-1.57816666666667
IRF2BP1	0.818
NDST2	1.08083333333333
LCE3D	0.118
BOLL	0.12275
SYT3	-1.036
PIH1D2	0.14175
C20orf7	-0.902
IL1R2	-0.1025
SLAMF9	1.8225
PPME1	-0.04425
PIK3CA	0.3655
TRAPPC1	-0.2345
COLEC10	-0.73175
SLC9A6	-0.275666666666667
PDDC1	-0.70025
CCDC53	0.2225
GK3P	-0.31125
DAZL	-0.42725
BRI3	1.3795
SDK1	0.366125
CYP2C18	0.237
IFI44L	4.178625
RPL3L	0.5945
FUT9	-1.14466666666667
KIFC2	-0.562833333333333
PMP2	-0.707625
SLC4A9	-0.183
PLAG1	-1.47466666666667
MYCBP2	-0.0258333333333333
OR4E2	0.4045
CCDC65	1.12475
C16orf82	0.067875
ENTPD4	-0.27325
BRP44L	-0.3
PMP22CD	0.47525
TMCO4	1.00783333333333
KCNN1	-0.0595
WDR35	0.7685
CCDC80	3.02275
C3orf31	-0.96825
SLC7A9	-1.081
TMEM190	-0.6055
DBC1	-2.43233333333333
FADS3	-0.169666666666667
PDZD8	-0.073
GRM5	0.028375
AZGP1	3.2766
PEX3	0.257
MED1	-0.340928571428571
ATG4C	-0.964666666666667
HNRPH3	-1.415
FAM109B	2.57275
C4orf17	0.5305
CA10	-0.31175
OPRD1	-0.043
CCL16	-1.1975
SACM1L	-0.49175
CST6	3.98175
CD63	1.1
LGI1	-2.3765
ZNF784	0.328
CRYBB1	-0.2315
CX3CL1	0.80935
TOP2A	-2.155125
GYPB	-3.697
GADD45GIP1	-0.348
FEN1	-1.594375
IGF1R	-0.240375
WDR72	-2.1195
PURG	-0.280833333333333
DEFB126	0.34375
PKD1L1	0.445
CAV1	-1.0641
GNPDA2	0.9118
DGAT2	0.70975
NLGN1	-4.41325
STRBP	-0.436625
HPRT1	-0.6565
FANCI	-2.974
PSMA7	-0.00824999999999999
DBF4B	-0.8
TTF1	-0.30025
RAD54L	-2.44675
ELOF1	0.13075
PLAGL2	-0.451125
ZNF256	-0.3045
HMGCL	0.97325
MSI2	-0.635166666666667
RPESP	0.417666666666667
C11orf60	0.74925
ABCD1	-0.514
ACAA1	0.1992
SPARCL1	4.94678571428571
IL6ST	1.7146
ZNF319	-0.04725
TMEM109	0.4887
FAM90A1	-0.876
IL22RA1	-0.854
ATP4B	0.477
TEC	-0.382666666666667
C7orf30	-0.77425
TXNDC2	0.384333333333333
ABCB4	0.296
KIAA1191	1.215125
C9orf38	-0.138
SFTPB	0.434125
CNTNAP2	1.6345
FRK	0.9485
TBX19	0.77675
CHD4	-0.3455
C6orf26	-2.217
MOSC2	1.56575
IKBKE	0.27825
HIF1A	-1.13816666666667
LOC595101	-0.8315
RELA	0.7525
TMEM16B	0.763166666666667
ABHD12B	-1.753
TSEN34	0.46825
KIF18A	-2.12825
TXNDC9	-0.361333333333333
SPATA2L	0.3765
SEMA4G	-1.404
C21orf91	0.219875
MATN1	-1.039
KCNIP4	0.00516666666666664
TUSC1	1.886375
OR4C15	-0.465
ARMCX6	0.297166666666667
WBSCR27	-1.53616666666667
OR52I2	0.3355
KIAA1604	0.23225
DYNC1I1	0.79775
PPP4C	-0.608
SLC47A2	-1.81466666666667
TREH	-0.151125
CD48	2.15083333333333
ST14	1.53633333333333
PKN1	0.205
SPON2	3.61775
XBP1	1.38725
SFRS12	-1.01616666666667
EFCAB6	2.29575
SELT	0.01875
SLC39A2	0.136
ERF	-0.6095
ARL3	0.538375
SURF6	-0.69
MLLT10	-0.393904761904762
FLJ11171	-0.1825
TDGF1	-4.77283333333333
ERCC6	0.11825
EIF2AK4	0.537375
BAZ1A	-0.122833333333333
LRRN3	0.518
TMC3	0.1625
EFTUD1	-0.21675
PTPRO	1.77133333333333
CLEC12A	1.513125
ACBD4	-0.004125
ZDHHC14	-0.924
OTUD7B	0.443625
ACTB	0.881
MSRA	0.110375
LCE5A	0.511
IFI35	1.1385
BSCL2	0.122833333333333
ANKRD12	0.204833333333333
CFHR2	1.009
RGAG1	-0.504166666666667
HSFY1	0.7025
SLC30A5	-0.255666666666667
IMPG1	0.228
GPR109A	0.3685
ZNF185	0.7065
IYD	2.499
NPCDR1	0.3115
SERPINA13	0.316
HMGCLL1	-0.26975
NEUROG1	0.4155
UBQLN1	0.1454375
LIN37	0.64375
SOCS2	-3.00625
DSCR4	-1.845375
XKR6	-0.42025
GPR142	0.8955
KRTAP13-3	0.2105
CCDC15	-1.183
MOS	0.595
CD1E	-1.1675
OFCC1	0.216666666666667
FAM83D	-0.85725
SRFBP1	-0.0535
C9orf96	-0.124
DHDH	0.7365
CCDC90A	-0.806
RABL3	0.48135
CD320	-1.02583333333333
ANGEL2	0.422166666666667
MRPL21	-0.43
SMG6	0.3105
INSR	1.634
FLJ14816	-0.2975
GLRB	0.2555
C9orf89	1.24225
CIZ1	-0.687375
URG4	-0.665333333333333
LRDD	-2.33983333333333
CBY1	0.9695
NFX1	0.313125
MTERFD2	0.196928571428571
C19orf23	0.0545
PGC	-2.777
