Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
ZFP36L2	-0.745833333333333
MFRP	-0.125166666666667
KIAA1799	1.016
FLJ44379	1.1975
PCNX	0.39225
ANXA9	3.145
CYP4V2	2.2483
PIK3C2A	0.82075
SRR	0.25
NOL3	-1.33775
IFITM2	1.995
ARNTL2	-3.3875
ZNF595	1.137
NLRP13	0.684
ASPH	-1.041625
CPA2	0.166
PVRIG	-2.351
LEPR	0.2965
C16orf42	0.8275
SH3BGRL	-2.326
FAM77D	-0.671333333333333
FNDC7	-0.121
C9orf6	0.307833333333333
NOTCH2NL	1.40616666666667
PGBD1	0.834666666666667
SYNGR2	0.189166666666667
PITPNA	-1.165875
PRPF4B	-0.0665
SLC43A3	-1.97857142857143
NRBP1	-0.0175
SLC25A22	0.3555
ILK	-0.1195
SLC22A8	0.543
MRPS7	-0.1085
PITX2	-4.25775
FABP3	-0.501375
OR1L1	0.1005
LOC728215	2.02025
BLID	-1.549
KIAA1217	2.36247058823529
TFPT	-0.3615
AP4B1	-1.029
VBP1	-0.92125
OR1K1	0.38
MORC3	0.612
BHMT2	-2.6302
C3orf10	1.07525
FZD7	0.382666666666667
WFDC10A	0.148
PMS2CL	0.193875
CCDC32	0.618166666666667
FA2H	-0.62
ALG13	0.447
TTLL7	-1.8607
SPOCK3	0.142
SLC13A2	0.254
AIM1	-0.32325
GPRC6A	0.1595
EGR2	2.1245
MED11	-0.79825
WWC1	1.9055
SH3GL3	-3.85125
RIF1	-0.191142857142857
PRLH	0.0385
VLDLR	-1.058
DBT	-0.202125
C21orf63	-1.8375
CGGBP1	-0.00399999999999999
KRTAP12-2	1.398
TADA3L	0.035875
ZBTB16	2.30525
PDGFB	1.18975
RFX1	0.165
UQCRB	-0.4272
LOC133874	0.0545
HPS3	-2.1425
LGALS3BP	0.3154
DKFZP564O0823	0.195571428571429
MRFAP1L1	0.52125
HOXA10	-3.28966666666667
NGB	-0.1755
KIF21A	-0.114615384615385
IFLTD1	-0.2425
LZTS1	-3.8645
ARHGEF3	1.343
RHBDL3	-2.988
CSNK1G2	-0.921583333333333
ChGn	-3.393
KIAA1244	2.45366666666667
GABRB2	0.2155
MGC72080	-1.098
CD27	0.74425
EGLN1	-1.6472
PEX13	0.43425
RWDD3	-0.106
RNF12	-0.004
GRIN2B	-0.5425
ADAMTS14	-1.333875
DYDC2	-0.635166666666667
ATP6AP1	0.5249
NR1H2	-0.0803333333333334
PDK2	1.0195
C3orf17	-0.0760000000000001
SLC38A2	0.0381428571428571
SLC25A29	-0.0205
C15orf29	1.263875
ADAM9	0.31825
TMUB2	-0.04975
GPR176	-0.571
AGK	-0.1135
MCCD1	0.58275
NDUFA4	0.1675
TMEM146	0.685
DUSP1	0.771
UNQ6975	-0.426
EMX2OS	0.15125
INSM2	0.08925
LUZP4	-0.08725
SETD6	-0.70525
P2RY2	4.43075
SLC45A2	-1.7205
RABGAP1	0.6176
UBXD5	0.604625
GPRC5A	1.3085
PAK3	-0.662166666666667
LOC63920	0.2285
TGFBR1	-0.4695
KRTAP6-3	0.29975
SFMBT2	-1.191
CDC42	-0.0858125
C11orf35	1.573
TTLL2	-0.35725
UACA	-0.644636363636364
CD97	-3.4091
SETD5	0.314375
NINJ2	-2.91525
PTER	0.0883333333333333
POMGNT1	0.886
KRTAP4-2	0.3025
ECGF1	0.5055
HRB	-0.899272727272727
ATP1B2	-0.576
LOC400506	0.65525
COL4A3BP	0.58425
C6orf97	3.48875
GRHPR	0.702625
TAS2R1	0.682
SEMA7A	-1.465
EDF1	0.57725
ODF2L	0.434444444444444
PCID2	-0.733
GTF2H4	-0.461666666666667
ZCCHC3	-1.007875
CGB2	0.122
NEUROD1	0.09225
C20orf75	-0.459
RP5-1054A22.3	-0.436
IFNA5	0.8735
ZNF134	0.9805
MGC119295	-0.453
ZSWIM6	0.824
SMEK1	0.4535
PCGF2	-0.164125
C1orf102	2.9005
CYP2A13	0.3645
KCNH6	0.2691
MDM1	0.7103
ALDH7A1	0.4
C9orf75	0.85725
VDAC3	1.984875
OR51T1	0.512
EIF3F	-0.43875
KCNJ10	-0.70025
LENG8	0.25425
EDEM2	0.190083333333333
CCNJL	0.420166666666667
DHX37	-0.7685
CRYGN	-0.3995
AATF	-0.016875
ZNF630	1.814375
E2F5	-0.211
WFDC13	0.047
FTSJ3	-0.235666666666667
C4orf33	-0.80275
LHFPL4	-2.506
C19orf56	-0.681583333333333
SMAD4	0.256625
AFM	0.0996666666666667
G0S2	-3.12125
FCHSD2	0.5788
RRP1B	-0.8619
EEF1B2	-1.699
STAT6	0.876
ZNF195	0.2015
GNL1	-1.253
ZNRF2	0.932
PER3	0.957375
ASB16	0.6375
C10orf10	-0.850714285714286
ADCY8	-2.69983333333333
C9orf58	-1.08083333333333
ARMC10	-0.0133333333333333
PSG1	-0.032
DHX34	0.075
VARS2	0.25875
NFIC	0.41
ITPR2	-1.5425
AGXT2	0.845
OR6K3	0.1545
H2AFZ	-0.576333333333333
MLLT3	-2.16841666666667
COX4I2	0.67225
CCNT2	-0.189375
PLK4	-0.417125
NUMBL	-0.640833333333333
MED16	-0.87725
PLEKHQ1	-0.54225
GOSR1	0.936166666666667
BTG4	-0.5395
RPL30	0.372083333333333
IGSF5	0.802
IGFL2	0.926833333333333
ELMOD2	0.9265
SHC3	-0.00183333333333334
HAVCR1	-0.425
DYNC2H1	0.047625
RNF5	0.015
C2orf7	-0.9115
NLF1	0.2585
KLHL25	0.431
LRP10	-0.0109
KRI1	-0.42225
PUS7L	-0.128666666666667
MGMT	0.50175
HOXD1	-1.4325
CSH1	0.3639
ATG16L2	0.23725
FLJ44635	-0.5205
CHODL	0.6015
EXOSC8	-2.19775
SLC28A1	0.2705
MYO7B	-0.9595
SEH1L	-0.8694
MTNR1A	0.0435
TSPAN5	-0.684833333333333
CDC45L	-2.66883333333333
AMIGO1	2.447
ATAD3A	-1.575875
OSGIN2	0.407
PDIK1L	0.719
DARC	0.552125
PIPSL	0.6025
SHMT1	0.3195
CRISP3	0.1615
POPDC2	1.484
ZRANB2	-0.519666666666667
FBXL8	-0.42625
TRIP13	-1.41
EIF5AL1	-1.3175
POU5F1P3	-4.935
IL6	-3.6845
CXorf38	-0.428
IFNA16	-0.0335
FBXL2	2.68916666666667
BRD1	0.14925
STATH	0.3225
FBXO44	1.1
MCCC2	0.264
CDC2	-1.4228
C5orf23	0.59375
IVD	0.760666666666667
C10orf122	-0.492666666666667
MSL3L1	-0.5635
MVP	0.90425
EPOR	-0.8594
ZMYM1	0.563666666666667
BCL7C	0.9815
PSTPIP2	-0.0976
LYPD1	-3.084375
OR8G5	0.1495
ZP3	-1.392
BCAS4	1.98691666666667
EDG6	-0.09175
ISY1	0.00775
PRAMEF2	-0.7865
CUL1	0.283125
RNF213	1.4323
CCRK	2.0285
DHX9	0.1705
C13orf29	-0.6665
NCKAP1	0.032
MRPL43	0.559142857142857
XPR1	-0.00349999999999999
PKN2	0.4513
PODNL1	-0.875
ZNF333	0.328125
DALRD3	1.21075
OPN1SW	0.212
BTBD6	0.86675
C11orf82	-2.612
OR5P3	-0.098
DUSP11	0.56225
L1CAM	-1.6993
NEK11	2.8175
OR7E91P	2.3775
CNTN3	0.4344
CREB3L2	-0.8875
ZBTB37	1.5095
KIAA1324L	1.41
NDUFB10	1.01866666666667
NUDT2	0.33425
GTPBP8	-0.43825
CACNA1D	2.219125
PRKAA2	-2.64283333333333
PRDM8	0.0875
MGC16075	-1.1495
KRT14	-0.893142857142857
PP8961	0.23175
MRPL18	0.381
ABCG2	-3.76825
PACRG	2.93275
BBS2	0.11375
KREMEN2	-4.7725
FBXO21	1.32825
HNRPUL1	0.285333333333333
GRB10	-0.4655
CLSTN1	0.94125
LMAN2	-0.3009
C17orf61	-0.30275
NIPSNAP3A	0.052
INSIG2	-1.6895
PCDHB7	-0.522
STXBP2	0.065625
CMAH	0.765916666666667
SEMA5B	-2.52075
ZNF155	0.748666666666667
COQ6	0.5635
PRPF4	-0.59975
TSPAN15	2.3734
VN1R5	0.819
LATS2	0.20375
SELK	0.3905
PGK2	0.086
MS4A1	-0.6015
TYW3	-0.0396
KRTAP5-1	0.17
RCCD1	-0.6715
BTN1A1	0.11425
DDX28	-0.4245
TMEM65	-0.622375
LOC92345	0.52825
TTC31	-0.30275
WDR46	-0.877833333333333
CHP2	-0.926833333333333
LSP1	-0.361625
ZNF542	1.55325
EXOSC1	-1.176
ARHGAP18	-1.57383333333333
LRRTM4	-0.717625
MAOB	4.42675
CACNB4	-0.812
MGC33846	-0.50475
RANBP3L	1.212125
ATP5L	-0.55125
ONECUT1	-2.9535
NUDT9	0.12375
TMEM149	-0.5465
STX17	1.403
IGSF10	-5.544
TMPRSS9	0.06
BMPR2	0.338666666666667
ALLC	-0.7775
KLF7	-2.065875
GCC1	0.7785
TIMM9	-0.48075
CDO1	-3.44133333333333
MGC10701	0.524166666666667
IFI6	2.48316666666667
FRMD8	-0.86875
MGAT2	-0.91925
WBP5	-0.356333333333333
CNIH2	-0.38525
KIAA0907	-0.4814
KCNH8	-0.28
CTSG	-3.828
GRIK1	-0.196333333333333
CUL5	-0.09775
FRMD1	0.6335
OR9A4	1.175
SYT6	-1.97375
FOXD4L2	1.745
ANAPC2	-0.1995
OPN5	-0.082
TAF13	0.208
LYG2	1.1515
GGNBP1	0.5235
C11orf40	0.2295
OTX2	-0.899
REG4	-0.1812
EIF5	-0.6698125
PALB2	0.33
SEPSECS	0.4463
RNASE3	-0.54425
TRIM49	-2.1935
POLR2K	0.6153
GPR42	-0.157
C8B	-2.75975
SASS6	0.0615
PREB	-0.389166666666667
OR3A3	0.445
TUBA8	-0.127625
IGLV2-14	-3.12375
STIL	-0.927
ANKFN1	0.183166666666667
NME7	-0.89675
HOXC12	2.864
UBE2C	0.44775
FHOD1	-1.99275
CDK2AP1	0.35375
OR6K2	0.1005
DHPS	-0.22975
RPL5	-0.93925
TRGV5	0.1865
LOC541472	-0.112
HCCS	-0.0571999999999999
DENND1B	1.8295
LHX3	0.4465
OR5D16	0.7455
CXorf57	-2.4655
IRF2BP1	1.3825
NDST2	0.978833333333333
LCE3D	0.2895
BOLL	0.341125
SYT3	-1.455
PIH1D2	-0.8015
C20orf7	-1.35166666666667
IL1R2	-1.15333333333333
SLAMF9	-1.1775
PPME1	2.740375
PIK3CA	0.45275
TRAPPC1	-0.4535
COLEC10	-0.6905
SLC9A6	-3.73216666666667
PDDC1	0.124333333333333
CCDC53	0.49825
GK3P	0.072
DAZL	-0.72425
BRI3	-0.97925
SDK1	-1.461
CYP2C18	1.05325
IFI44L	3.421625
RPL3L	0.141
FUT9	-1.6195
KIFC2	-0.231
PMP2	-1.10875
SLC4A9	0.3885
PLAG1	-2.62633333333333
MYCBP2	-1.182
OR4E2	-0.2655
CCDC65	0.83475
C16orf82	0.493625
ENTPD4	-1.042125
BRP44L	-0.223
PMP22CD	-0.13575
TMCO4	1.31566666666667
KCNN1	-0.429
WDR35	1.8945
CCDC80	-2.081125
C3orf31	-0.497
SLC7A9	1.04025
TMEM190	-0.74275
DBC1	-1.2464
FADS3	-1.39783333333333
PDZD8	0.245833333333333
GRM5	0.28975
AZGP1	3.3083
PEX3	0.352
MED1	0.475142857142857
ATG4C	-1.13
HNRPH3	-1.590375
FAM109B	1.40825
C4orf17	0.2185
CA10	1.39675
OPRD1	0.4735
CCL16	-1.34525
SACM1L	-0.078
CST6	1.55275
CD63	0.7681875
LGI1	4.0465
ZNF784	0.09725
CRYBB1	-1.8495
CX3CL1	-0.75685
TOP2A	-0.26925
GYPB	-3.34633333333333
GADD45GIP1	-1.49325
FEN1	-1.63575
IGF1R	1.0896875
WDR72	-2.45766666666667
PURG	-1.23566666666667
DEFB126	0.754333333333333
PKD1L1	0.696666666666667
CAV1	-4.2081
GNPDA2	0.499
DGAT2	1.93925
NLGN1	-5.15975
STRBP	0.4405
HPRT1	0.296666666666667
FANCI	-0.4835
PSMA7	0.677875
DBF4B	-0.5555
TTF1	-0.49975
RAD54L	-1.22075
ELOF1	-0.98825
PLAGL2	0.483
ZNF256	0.80525
HMGCL	0.47425
MSI2	0.2645
RPESP	-3.791
C11orf60	0.425
ABCD1	-0.045
ACAA1	0.1813
SPARCL1	2.60628571428571
IL6ST	2.962
ZNF319	-0.16175
TMEM109	1.832
FAM90A1	-1.38633333333333
IL22RA1	-0.223
ATP4B	0.1195
TEC	-0.471166666666667
C7orf30	-0.6235
TXNDC2	-0.9455
ABCB4	-0.59175
KIAA1191	1.3615
C9orf38	0.083
SFTPB	-0.078
CNTNAP2	2.24333333333333
FRK	1.8485
TBX19	0.01625
CHD4	0.52175
C6orf26	-1.46833333333333
MOSC2	2.45475
IKBKE	-0.57875
HIF1A	-2.48616666666667
LOC595101	0.3335
RELA	-0.54
TMEM16B	0.490833333333333
ABHD12B	-1.639
TSEN34	1.22875
KIF18A	-0.19225
TXNDC9	-0.5675
SPATA2L	-0.145
SEMA4G	-1.0395
C21orf91	0.5795
MATN1	-0.5745
KCNIP4	0.1335
TUSC1	2.976375
OR4C15	0.0975
ARMCX6	0.372833333333333
WBSCR27	1.932
OR52I2	-0.093
KIAA1604	-0.27875
DYNC1I1	-3.548
PPP4C	1.105
SLC47A2	-1.35783333333333
TREH	0.692375
CD48	-0.673333333333333
ST14	0.597666666666667
PKN1	-0.71425
SPON2	-0.76975
XBP1	2.61225
SFRS12	-0.284333333333333
EFCAB6	2.626
SELT	0.18925
SLC39A2	2.267
ERF	-0.4755
ARL3	0.666625
SURF6	-0.8572
MLLT10	0.248
FLJ11171	-0.0556666666666667
TDGF1	-4.89366666666667
ERCC6	-0.485
EIF2AK4	1.30625
BAZ1A	-0.211333333333333
LRRN3	-0.734333333333333
TMC3	-0.728
EFTUD1	0.185
PTPRO	0.236166666666667
CLEC12A	0.0574285714285714
ACBD4	0.332875
ZDHHC14	-0.715875
OTUD7B	1.2085
ACTB	-0.054875
MSRA	-0.7925
LCE5A	0.346
IFI35	1.37725
BSCL2	-0.2175
ANKRD12	0.984583333333333
CFHR2	0.00525
RGAG1	-0.405
HSFY1	-0.607
SLC30A5	0.3905
IMPG1	0.007
GPR109A	0.306
ZNF185	-2.7555
IYD	1.96225
NPCDR1	1.7605
SERPINA13	0.6735
HMGCLL1	0.53025
NEUROG1	0.139
UBQLN1	0.38025
LIN37	0.801
SOCS2	0.37225
DSCR4	-1.505875
XKR6	-2.7915
GPR142	0.6335
KRTAP13-3	0.942
CCDC15	0.213333333333333
MOS	-0.2385
CD1E	-2.581
OFCC1	0.563
FAM83D	-0.93325
SRFBP1	0.43625
C9orf96	-0.3645
DHDH	0.8595
CCDC90A	-0.5765
RABL3	1.06855
CD320	-2.50633333333333
ANGEL2	0.628666666666667
MRPL21	2.02325
SMG6	-0.0261666666666667
INSR	1.5721875
FLJ14816	-1.349
GLRB	-2.28266666666667
C9orf89	1.7285
CIZ1	-0.180375
URG4	0.00650000000000002
LRDD	-0.394833333333333
CBY1	0.519666666666667
NFX1	0.314375
MTERFD2	-0.925928571428572
C19orf23	-0.029
PGC	-3.117875
IER3IP1	0.052
RASAL2	-0.190666666666667
C1orf89	-0.143
SYNJ1	-0.624571428571429
NFKBIE	0.14425
FLJ40125	-0.767
TCEB2	1.0387
NOG	-1.8025
POLR2J2	-0.348333333333333
HLA-B	1.94175
PCDHA1	-1.337
PPP2R2B	-3.345
ARHGEF17	2.22583333333333
TCF7L2	0.454
CHD5	-0.254666666666667
ZNF431	0.29725
TBC1D25	-0.35325
ZNF800	0.964
SCUBE2	4.04963636363636
MYCBP	0.169666666666667
GPX5	0.1755
C6orf129	-0.0255
QSER1	0.21
ULK2	4.1735
PIGO	1.00516666666667
NRCAM	1.38421428571429
SLC35E3	1.127625
CSRP2	-3.83025
HYPE	0.34875
MAPK15	0.157333333333333
MGC14327	0.46675
TIMM13	-0.533333333333333
ZNF462	-0.59975
GBA3	-0.39475
TEX13A	-0.5465
MCM6	-1.13966666666667
MTRF1	-1.281625
ABCA7	-1.18875
EIF4A2	-0.29675
ZC3H10	1.3217
RPGR	0.691
C20orf94	0.21025
RP1L1	0.0775
GPR125	-0.104571428571429
USP22	0.209928571428571
OR1L4	0.5495
MLZE	0.7895
FLJ32065	0.4935
PTCD1	0.1705
CRTAC1	-0.508166666666667
BXDC2	-0.76225
C18orf1	1.724
FAM107A	-0.227071428571429
EFNA3	-0.65675
P18SRP	0.3333
CAMKK2	1.156
KIAA0649	1.50025
NES	-2.16533333333333
HS6ST3	0.004875
PON2	-0.38725
TCP11L2	-0.23675
CLEC4A	0.848
PRR12	0.977
MLXIPL	-0.8861
C2orf50	0.7705
ZNF28	1.00225
ENC1	-0.857833333333333
MAP2K1	-0.47775
FKSG2	-0.28175
KIAA0430	1.15375
PTP4A1	-0.945277777777778
GPR156	0.2285
GTF3C6	0.1945
UBR2	0.6185
LOC388272	-1.22775
MAK	-0.0695
ACOT4	2.11225
STC2	3.81033333333333
PIGW	-1.20175
SAE1	0.211625
COL6A1	-1.30536363636364
OAZ1	-0.0575
STMN4	1.20916666666667
EDG3	2.02166666666667
SGCE	-5.16916666666667
IL11	-1.64683333333333
PRSS8	2.70225
YIPF5	0.03775
WNT4	3.2885
CSN2	0.212833333333333
TCF7	-3.554875
TDO2	-0.173
SAMD9	1.3565
S100A7A	0.0865
MMRN1	0.0636666666666667
GKAP1	1.24575
AKR1C3	-0.017125
RNF19A	0.631875
GMDS	-1.21075
YKT6	-0.7435
SPARC	-1.8669
C12orf31	-0.6235
UBE2V2	-0.530666666666667
FBXL18	-0.932666666666667
KIAA0460	0.8895
ADAM22	-1.211625
SERPINC1	-3.20325
KCTD21	1.5825
MYOHD1	-1.43375
ZNF37A	1.276
GTF3C1	1.10883333333333
CTSZ	1.32125
PRNPIP	-0.410125
DRD1IP	0.02025
NR1I2	-2.04133333333333
ZNF266	-0.6794
SPAG4L	0.0195
COX4NB	-1.05525
SAPS1	1.29966666666667
APOA1	-3.91125
TATDN1	-0.734333333333333
C10orf82	4.3745
KPNB1	-0.15625
FOXO3	0.803833333333333
CRYBB2	0.607
ZBTB5	0.175333333333333
SLC25A38	0.8235
DCTN2	-0.289833333333333
IFT20	0.3055
CTHRC1	-3.685
C1orf31	-0.47925
UHRF1	0.6786875
GPC6	-2.634
C10orf54	-0.0785
MCF2L2	-0.242666666666667
WNT9B	0.13875
OLA1	-0.397375
FAM120B	0.473
TTLL10	-0.113
CYorf15A	-5.236
RELN	-1.7887
SCN2B	-0.23975
MFHAS1	-1.03025
NKX3-2	-1.02233333333333
RASGRF2	-1.651
SSBP1	-0.257666666666667
KPNA6	-0.110642857142857
LOC389118	0.225
HS3ST4	-1.4204
SUPT7L	0.159875
FLJ32658	-1.96425
IGFBPL1	-1.28625
KIAA1641	0.5703
SHKBP1	-1.15283333333333
CSF1R	4.24975
NAGK	0.9705
MYL2	0.271
HIST1H4C	-0.625333333333333
TOMM7	0.033125
ADAMTSL3	3.508
TNFSF14	-1.11075
PRRT2	1.1465
VTA1	-0.143875
AOAH	1.49933333333333
CRISPLD2	-0.312071428571429
PNN	-0.3819
TA-NFKBH	-0.36475
ESPN	-1.61575
RBM43	0.0305
KIAA1267	0.733375
DDX3X	0.308
KIAA1576	-5.55975
PLXDC1	1.951
FLJ25801	-4.175
HNRNPL	0.24725
RUNDC3A	0.0388333333333333
CASP12	-0.359
SH2D5	-1.62575
RPL26L1	0.237
OR51A7	0.15225
HDC	4.463
C2orf16	0.314166666666667
SYTL3	1.21125
GOLGA4	0.9016875
NOTCH1	-0.172833333333333
ATPAF2	0.93725
ECD	0.619
SSX5	-0.7405
SNAP91	0.0765
OCA2	-3.87825
PNPO	0.345833333333333
DAPK1	-0.371666666666667
PINX1	-1.66366666666667
SELENBP1	1.281625
NEK3	-0.293833333333333
TMED4	0.287357142857143
SSTR4	0.217
FOSL1	-3.0284
CD40LG	-0.164
CES1	-2.03125
DCI	0.889333333333333
B3GAT3	-0.794833333333333
STK17B	1.15225
CNTN6	0.08775
CYP3A4	-1.1325
MBOAT2	1.12628571428571
PISD	1.384375
USP1	-0.75975
PYDC1	1.32166666666667
CENPM	-1.194875
SAR1B	0.47575
TTC7B	0.3765
DP58	1.628
GPC1	-0.21125
RBL1	-0.5485
TMEM137	-1.29316666666667
TOB1	1.30341666666667
TCEAL1	4.61566666666667
CENPF	-0.417909090909091
C6	0.503833333333333
PRSS1	-4.0995
PPIL6	2.20283333333333
C6orf124	-1.316
ODZ4	-0.946333333333333
SNCB	-0.27975
NDUFB9	0.324625
CNOT6L	0.817666666666667
S100A9	-1.49066666666667
TRIM50	0.5905
KCTD1	0.1717
WDR63	1.84875
SPEF2	2.936375
RNGTT	0.478333333333333
CXorf22	-2.953
KCNK16	0.32825
CEP250	-0.33125
ATPBD1B	-0.1505
KCNJ2	1.2005
MT1B	0.494
ZNF684	-0.346
SLC4A1	0.1565
PDHA1	-0.71925
ZNF492	1.068625
TKT	0.38225
BYSL	-0.404
RNF38	0.239625
AHDC1	-0.3835
KLHL2	-0.7195
CMTM8	1.76825
DMP1	-0.7995
HERPUD2	0.1275
CRTAM	0.723166666666667
ZNF572	1.58175
TMEM16J	0.0055
HSD17B2	-5.08425
UBE2G1	-0.356
AHSA2	-0.66675
PELI2	-3.5465
TPX2	0.017875
ATP9B	1.13116666666667
DAZAP1	-0.553625
HMGCS2	1.01633333333333
C17orf38	0.262
B9D1	-0.117875
NKX2-5	2.4375
KIAA1276	0.1695
LILRB2	1.6355
CSTF1	0.345
BTN2A1	0.305166666666667
C15orf48	4.97725
IGF2BP3	-4.5
FAM113B	0.926
HRG	-0.0895000000000001
ZNF131	0.07775
USP47	0.502571428571429
CCDC88B	-1.682
HCN1	-0.2412
HTN1	-0.6424
SYCP3	-0.39825
C13orf23	-1.0403
PAPOLA	0.1601875
AATK	1.4202
MSH3	0.708333333333333
NDUFAB1	-0.02775
ITLN2	-0.276666666666667
BAK1	0.0465
MRPL45	-0.1105
MTNR1B	0.428333333333333
LOC645843	-0.1785
SPECC1L	-0.0365
PGCP	0.63025
SPN	-1.460375
GPR143	3.25266666666667
ZNF576	0.573166666666667
TMEM39A	0.1263
ATP5D	-0.904833333333333
MAGEB3	-1.2585
RPS5	-1.018
ANP32E	-0.728785714285714
MTMR1	0.53725
YEATS4	0.144
SYNGAP1	0.34925
PCOLCE	-2.81816666666667
MNS1	0.49925
PCYT2	-0.0203333333333333
ZNF182	0.41425
LAX1	-1.088125
SPPL2B	-0.2278
ELOVL5	1.5594
PCDHAC1	-0.5645
B4GALNT1	-2.04483333333333
BLOC1S2	-0.548375
ZNF673	-0.2146
ARHGAP21	0.110166666666667
IRX5	3.9825
LRFN5	-1.50866666666667
FAM7A1	-0.08825
RAB19	0.471
GINS1	-1.25075
ITM2B	0.093
PAPSS2	1.89508333333333
OR5BF1	0.049
ACSL3	-0.148375
KIAA1919	0.663
GLT8D2	-1.851625
UTRN	0.5185
CNN1	-3.303
HISPPD2A	0.6275
SDAD1	0.463875
SIGLEC9	0.357166666666667
RPL35	-0.324642857142857
C22orf26	0.6525
IMPDH2	-1.084125
WDR69	-0.34125
SEC14L5	-0.772666666666667
CLTA	0.29075
RP11-529I10.4	0.334333333333333
GPR37L1	-0.0145
OGDH	-0.701833333333333
ASB13	1.84483333333333
ZFP14	-0.00125
ZCRB1	0.597
KPNA3	-0.35175
HSPA1L	2.22175
RHOC	0.286375
LOC554175	-0.25275
PPP3CA	-0.5951
SLC1A7	-0.9349
ZNF529	-0.1625
RBED1	1.256
DDB2	-0.44675
FLJ11286	-0.3215
SPATA1	0.8795
MKNK1	-0.103
DYSF	-1.20983333333333
ALKBH2	0.1465
NKD1	-3.9075
C1orf174	-0.5755
PLEKHO1	-0.985166666666667
ASB10	0.0885
RING1	-0.196
NPC2	-1.594625
AVPR1B	0.101
YTHDF1	0.83525
LMAN1L	0.382
GSG2	-0.8925
CEP170	-0.8234
RPS4Y2	-5.62825
MSH6	0.075
HECTD2	-0.138666666666667
ZNF556	-4.23766666666667
PLEKHC1	-2.3822
AIRE	-0.078
BCL2L10	0.415
LMOD3	0.505666666666667
ZBTB8	0.9971
FOXA2	-3.8437
SLCO2A1	-0.2705
C3orf46	0.1945
PRDM16	-1.46166666666667
TMEM98	-2.15825
FRMD5	-3.0775
PDE6C	-0.7015
C1orf216	0.0285
EP400	0.180428571428571
PTK2	0.719916666666667
RNF217	-1.8455
NDUFA8	0.296
ZFAT1	0.08225
LAMP3	-1.39566666666667
GLTSCR2	-0.043875
NPW	-1.2925
LLGL2	0.3768
PPM1K	-0.819333333333333
C20orf177	0.579
KIR2DL4	0.4126
NFKB2	-0.659
C21orf122	1.27883333333333
HESX1	-0.219
GPR114	-0.7955
SLC25A35	0.327166666666667
GNAT1	-0.5995
ORAI3	0.27725
FAM76B	-0.741875
TMEM99	0.5195
TRIM29	-2.5852
CDS1	2.41025
RHEB	-0.0473
C4orf27	0.314833333333333
RAB3A	-0.46275
OTUD6B	0.2315
GPD1	-1.059
CDH15	-1.26733333333333
NPM1	-0.317071428571429
TMEM117	-0.039
PRPS2	-0.245166666666667
GCK	-0.416
ADRA2A	0.225166666666667
TSPYL4	0.645166666666667
TASP1	-0.972
WDR19	1.12441666666667
C10orf38	-3.50825
PDE4C	-0.5005
FYB	-1.42475
C1orf55	0.437166666666667
PPFIA3	-1.33025
RAD18	-0.1835
C12orf44	-0.103666666666667
CRYBA4	-0.0985
HVCN1	-0.49025
TAF10	0.1445
C16orf48	-0.718166666666667
DEPDC5	0.791833333333333
LTBP1	-1.555
MAPRE1	1.002375
FGF8	-0.1795
C3orf52	1.53125
SENP7	0.856
LRRK2	-1.51475
RUNDC2A	0.593333333333333
KIAA0355	-0.309333333333333
CPEB1	-3.0135
PPEF2	-0.102
ABI2	-0.619333333333333
KIAA0317	-0.089375
ATF1	-0.563
DYNC1H1	0.363
DIP	0.0205
TMEM33	0.663882352941177
POLDIP3	-0.35475
C7orf24	-0.892
GPR171	-0.18075
CDC6	-1.437
PLD1	-3.1857
ITFG2	0.3031
NDUFC1	1.2495
AKNA	-1.487
NBR1	1.03
PKHD1	-0.162125
HPS4	-0.7752
MAFA	0.37675
ULBP3	-0.39675
DIRC1	-0.7535
IMMT	-0.4935
C22orf13	-0.307833333333333
CEL	0.115
MARK3	-0.18475
ADAMTS2	-1.41275
ARPC3	0.297
TMEM10	-0.252625
NPHS1	0.0175
BRD8	0.947166666666667
WDR12	-1.5145
IDI2	-0.246625
HOXD13	-2.8615
OR8G2	-1.63025
SLAIN1	-5.14375
GABRQ	-0.27925
NR2C2	-0.20525
NKTR	0.2732
TLE2	1.2025
KIAA0892	0.410166666666667
AURKA	-1.00136363636364
GPRC5C	0.406833333333333
TBC1D9B	0.69475
PNPLA6	-1.04733333333333
AP3B1	0.141
NAG	-0.003625
C11orf68	-1.1055
AKR7A3	1.46625
AHCYL1	1.30936363636364
COP1	-1.4408
RPP14	-0.0404166666666667
PCDHB18	-0.443
CDH24	0.25875
KRT17	-2.3359
LACTB2	-1.34925
DDX24	0.1823
PHACTR1	-2.79016666666667
SLC35E2	-0.31275
LOXL1	-1.538
IQSEC2	0.741875
RGSL1	0.2125
PCDHGC5	0.223
MEGF10	-0.34975
PRRX1	-0.723833333333333
ASTE1	1.244
C6orf159	-1.67625
MYOD1	0.11375
GAA	0.39575
ZNF747	1.452
KLRC1	-1.95675
IL1RL2	0.286
GDF9	0.62075
GPR119	0.162
TRAF2	0.303666666666667
HCK	1.71266666666667
BMP6	-4.30675
IL8RA	1.1865
FLJ35848	-1.05125
EFHA1	-0.39375
CDSN	1.14816666666667
C14orf54	-0.387
LSM3	0.3025
ZFP41	0.56
C9orf126	-1.25666666666667
VIT	-1.466
SPCS3	-1.7415
