Hybridization REF	TCGA-E2-A15R-01A-11R-A115-07
UNQ6975	0.471
EMX2OS	3.44825
INSM2	-0.01375
LUZP4	-0.24975
SETD6	-0.02425
P2RY2	2.8165
SLC45A2	-1.531
RABGAP1	0.499
UBXD5	0.63375
GPRC5A	1.2209
PAK3	0.209833333333333
LOC63920	1.045
TGFBR1	0.2819
KRTAP6-3	0.045
SFMBT2	-0.7235
CDC42	-0.302375
C11orf35	1.51
TTLL2	0
UACA	-0.1445
CD97	-2.0475
SETD5	0.224125
NINJ2	-1.60225
PTER	-1.08266666666667
POMGNT1	0.21725
KRTAP4-2	0.2555
ECGF1	1.37025
HRB	0.0193636363636364
ATP1B2	-0.0428
LOC400506	0.34925
COL4A3BP	0.475
C6orf97	2.75625
GRHPR	0.38475
TAS2R1	0.3185
SEMA7A	-1.36875
EDF1	0.208
ODF2L	0.704
PCID2	-1.20166666666667
GTF2H4	-0.8145
ZCCHC3	-0.39825
CGB2	0.071
NEUROD1	0.52575
C20orf75	-0.374
RP5-1054A22.3	0.731833333333333
IFNA5	0.3895
ZNF134	0.51225
MGC119295	-0.5195
ZSWIM6	-0.33725
SMEK1	-0.284166666666667
PCGF2	0.364375
C1orf102	2.6085
CYP2A13	0.183
KCNH6	1.6844
MDM1	0.7145
ALDH7A1	-1.36933333333333
C9orf75	0.50675
VDAC3	1.5125
OR51T1	0.1155
EIF3F	0.211416666666667
KCNJ10	-0.848875
LENG8	-0.35925
EDEM2	-0.411166666666667
CCNJL	-1.92116666666667
DHX37	-1.141
CRYGN	0.3025
AATF	0.61425
ZNF630	1.577625
E2F5	1.0025
WFDC13	-0.46525
FTSJ3	-1.303
C4orf33	-1.78475
LHFPL4	-2.8815
C19orf56	0.39275
SMAD4	1.18025
AFM	-0.7322
G0S2	-1.79575
FCHSD2	-0.2244
RRP1B	-0.8062
EEF1B2	-0.902333333333333
STAT6	-0.6955
ZNF195	0.158
GNL1	-0.769166666666667
ZNRF2	0.8625
PER3	0.330875
ASB16	0.45475
C10orf10	0.089
ADCY8	-3.12616666666667
C9orf58	0.00833333333333334
ARMC10	0.464666666666667
PSG1	-0.5715
DHX34	-0.14625
VARS2	0.794125
NFIC	1.21075
ITPR2	2.35425
AGXT2	1.86233333333333
OR6K3	0.394
H2AFZ	-0.739666666666667
MLLT3	0.0309166666666666
COX4I2	1.7625
CCNT2	0.520125
PLK4	-0.972375
NUMBL	0.0341666666666667
MED16	0.268
PLEKHQ1	-0.10775
GOSR1	0.700555555555555
BTG4	-0.173
RPL30	1.438
IGSF5	0.779
IGFL2	1.4335
ELMOD2	1.19283333333333
SHC3	-1.55633333333333
HAVCR1	-0.2505
DYNC2H1	-0.855875
RNF5	-0.232
C2orf7	-1.03175
NLF1	0.1835
KLHL25	-0.11025
LRP10	0.8554
KRI1	-0.91675
PUS7L	0.4215
MGMT	0.102
HOXD1	-0.9675
CSH1	-0.00209999999999999
ATG16L2	-2.2145
FLJ44635	-0.2205
CHODL	-0.667
EXOSC8	-1.975
SLC28A1	-0.1655
MYO7B	-0.429833333333333
SEH1L	-0.6
MTNR1A	0.228166666666667
TSPAN5	1.08716666666667
CDC45L	-2.341
AMIGO1	1.336
ATAD3A	-0.699375
OSGIN2	1.07833333333333
PDIK1L	1.071
DARC	1.325375
PIPSL	0.3265
SHMT1	-0.36525
CRISP3	-0.6105
POPDC2	2.26783333333333
ZRANB2	-0.3735
FBXL8	-0.408
TRIP13	-1.49227272727273
EIF5AL1	-0.3245
POU5F1P3	-4.65033333333333
IL6	-0.777666666666667
CXorf38	-0.179166666666667
IFNA16	0.6035
FBXL2	2.0375
BRD1	0.5375
STATH	0.16275
FBXO44	0.567833333333333
MCCC2	1.408
CDC2	-0.8941
C5orf23	1.5645
IVD	1.37166666666667
C10orf122	-0.897
MSL3L1	-0.7451
MVP	-0.763
EPOR	0.0532
ZMYM1	-0.749833333333333
BCL7C	0.586166666666667
PSTPIP2	0.228
LYPD1	-1.86475
OR8G5	-0.0875
ZP3	0.229333333333333
BCAS4	1.934
EDG6	-0.4325
ISY1	-0.414
PRAMEF2	-0.8865
CUL1	0.494625
RNF213	0.3626
CCRK	1.303
DHX9	0.021875
C13orf29	-1.56
NCKAP1	0.681333333333333
MRPL43	0.8615
XPR1	-0.3105
PKN2	0.4441
PODNL1	0.106
ZNF333	0.222375
DALRD3	1.80775
OPN1SW	0.3195
BTBD6	1.04225
C11orf82	-1.883
OR5P3	0.226
DUSP11	0.29775
L1CAM	0.1271
NEK11	2.37383333333333
OR7E91P	2.136
CNTN3	0.9592
CREB3L2	-0.165
ZBTB37	1.2835
KIAA1324L	2.17675
NDUFB10	0.343833333333333
NUDT2	0.2395
GTPBP8	-1.23575
CACNA1D	2.054
PRKAA2	0.560666666666667
PRDM8	0.3025
MGC16075	-0.861666666666667
KRT14	0.0511428571428571
PP8961	0.062875
MRPL18	-0.8365
ABCG2	-1.6225
PACRG	1.10525
BBS2	-0.2695
KREMEN2	1.087
FBXO21	0.60275
HNRPUL1	0.182666666666667
GRB10	0.2535
CLSTN1	-0.081125
LMAN2	-0.0454
C17orf61	0.50425
NIPSNAP3A	0.44975
INSIG2	-1.12883333333333
PCDHB7	-0.204
STXBP2	1.21275
CMAH	-0.375166666666667
SEMA5B	-1.07375
ZNF155	0.135833333333333
COQ6	1.03766666666667
PRPF4	-0.23125
TSPAN15	1.8599
VN1R5	0.0925
LATS2	-0.6235
SELK	0.14625
PGK2	-0.00700000000000001
MS4A1	-0.927125
TYW3	0.7671
KRTAP5-1	0.0855
RCCD1	-1.78333333333333
BTN1A1	0.6825
DDX28	-0.03725
TMEM65	0.060125
LOC92345	0.13575
TTC31	0.25075
WDR46	-0.724
CHP2	-1.69233333333333
LSP1	-0.33775
ZNF542	0.9425
EXOSC1	-1.3115
ARHGAP18	-1.58433333333333
LRRTM4	-0.773
MAOB	0.261583333333333
CACNB4	-0.72775
MGC33846	-0.017375
RANBP3L	1.853625
ATP5L	0.16775
ONECUT1	-3.179
NUDT9	0.70525
TMEM149	0.134
STX17	0.374
IGSF10	-4.0825
TMPRSS9	0.2065
BMPR2	1.24708333333333
ALLC	0.054
KLF7	1.111875
GCC1	1.3386
TIMM9	-0.1425
CDO1	-0.852666666666667
MGC10701	-0.928333333333333
IFI6	0.659833333333333
FRMD8	-0.77675
MGAT2	-0.053
WBP5	-0.985833333333333
CNIH2	1.237
KIAA0907	-0.8736
KCNH8	-0.4985
CTSG	-1.417
GRIK1	-0.5555
CUL5	-0.076125
FRMD1	0.037
OR9A4	0.6475
SYT6	-1.38525
FOXD4L2	1.8095
ANAPC2	0.361333333333333
OPN5	0.4545
TAF13	1.0805
LYG2	-0.52575
GGNBP1	0.2305
C11orf40	-0.149
OTX2	-0.954
REG4	-0.0483333333333333
EIF5	0.4793125
PALB2	-0.305
SEPSECS	0.2645
RNASE3	-0.02075
TRIM49	-1.3895
POLR2K	1.5241
GPR42	0.2
C8B	-2.39975
SASS6	-0.4655
PREB	-0.502666666666667
OR3A3	0.4225
TUBA8	0.694
IGLV2-14	-2.2365
STIL	-2.26625
ANKFN1	-0.854833333333333
NME7	-0.14225
HOXC12	0.12175
UBE2C	-1.110875
FHOD1	-2.1055
CDK2AP1	-0.19175
OR6K2	0.0285
DHPS	0.232
RPL5	-0.157166666666667
TRGV5	-0.0875
LOC541472	-0.2335
HCCS	-0.4745
DENND1B	1.788
LHX3	-0.0125
OR5D16	0.3065
CXorf57	-0.687333333333333
IRF2BP1	1.25825
NDST2	0.718666666666667
LCE3D	0.1355
BOLL	0.26275
SYT3	-0.9905
PIH1D2	0.01475
C20orf7	-0.3285
IL1R2	-0.178166666666667
SLAMF9	-0.22
PPME1	-0.93625
PIK3CA	-0.50925
TRAPPC1	0.230125
COLEC10	-0.7725
SLC9A6	-2.6115
PDDC1	0.5545
CCDC53	0.128
GK3P	-0.46775
DAZL	-0.9345
BRI3	0.103
SDK1	1.0215
CYP2C18	-0.17825
IFI44L	1.64975
RPL3L	0.229
FUT9	-1.49733333333333
KIFC2	0.145166666666667
PMP2	-0.64975
SLC4A9	1.8545
PLAG1	-2.669
MYCBP2	-0.245166666666667
OR4E2	0.028
CCDC65	0.12575
C16orf82	-0.04525
ENTPD4	-0.98075
BRP44L	-0.67075
PMP22CD	0.10725
TMCO4	-0.667166666666667
KCNN1	-0.604833333333333
WDR35	0.6985
CCDC80	1.166625
C3orf31	-1.504
SLC7A9	-0.559
TMEM190	-0.33875
DBC1	-1.14933333333333
FADS3	-1.64733333333333
PDZD8	-0.135166666666667
GRM5	0.29125
AZGP1	3.1765
PEX3	-0.0365
MED1	-0.1235
ATG4C	-1.06666666666667
HNRPH3	-0.994125
FAM109B	1.7445
C4orf17	-0.076
CA10	-0.43725
OPRD1	0.057
CCL16	-1.21875
SACM1L	0.8085
CST6	1.01725
CD63	0.1313125
LGI1	-0.5335
ZNF784	0.30825
CRYBB1	-0.7775
CX3CL1	-0.0176
TOP2A	-1.496
GYPB	-2.747
GADD45GIP1	-0.15025
FEN1	-0.973125
IGF1R	1.55875
WDR72	-2.4895
PURG	-0.847833333333333
DEFB126	0.1255
PKD1L1	0.06275
CAV1	-2.5885
GNPDA2	1.0201
DGAT2	-2.197375
NLGN1	-4.40675
STRBP	0.993
HPRT1	0.116833333333333
FANCI	-1.95975
PSMA7	0.415875
DBF4B	-0.340833333333333
TTF1	0.24725
RAD54L	-2.58775
ELOF1	0.2645
PLAGL2	0.253625
ZNF256	0.22925
HMGCL	-0.33925
MSI2	0.797666666666667
RPESP	0.437166666666667
C11orf60	0.78225
ABCD1	0.0495
ACAA1	0.3834
SPARCL1	4.14385714285714
IL6ST	1.0527
ZNF319	0.06025
TMEM109	0.5145
FAM90A1	-0.535333333333333
IL22RA1	-1.066
ATP4B	0.4315
TEC	-1.70633333333333
C7orf30	-0.644
TXNDC2	-0.693
ABCB4	0.3395
KIAA1191	1.204125
C9orf38	0.088
SFTPB	0.084125
CNTNAP2	3.68
FRK	-0.0835
TBX19	-0.243
CHD4	-0.05925
C6orf26	-2.47383333333333
MOSC2	1.0825
IKBKE	-0.08625
HIF1A	-0.695
LOC595101	0.8605
RELA	-0.235833333333333
TMEM16B	-1.45333333333333
ABHD12B	3.1375
TSEN34	1.0155
KIF18A	0.02675
TXNDC9	0.129666666666667
SPATA2L	0.0265
SEMA4G	0.867
C21orf91	-2.356125
MATN1	-0.618
KCNIP4	0.138333333333333
TUSC1	3.090625
OR4C15	0.3945
ARMCX6	0.06425
WBSCR27	0.339
OR52I2	0.2835
KIAA1604	-0.89675
DYNC1I1	-1.831125
PPP4C	0.10075
SLC47A2	-1.89783333333333
TREH	-0.018375
CD48	0.0686666666666667
ST14	-0.0683333333333333
PKN1	-0.007
SPON2	1.82475
XBP1	3.99091666666667
SFRS12	-0.638333333333333
EFCAB6	3.147
SELT	-0.18025
SLC39A2	2.635
ERF	-0.324333333333333
ARL3	0.947375
SURF6	-0.0489
MLLT10	-0.851
FLJ11171	0.449
TDGF1	-4.238
ERCC6	-0.41475
EIF2AK4	1.557875
BAZ1A	-0.743666666666667
LRRN3	1.46333333333333
TMC3	-0.527
EFTUD1	-0.4035
PTPRO	0.268166666666667
CLEC12A	-0.131625
ACBD4	0.145625
ZDHHC14	-0.974375
OTUD7B	1.058
ACTB	-0.178125
MSRA	-0.706625
LCE5A	0.4935
IFI35	0.4135
BSCL2	0.169
ANKRD12	0.926
CFHR2	0.11025
RGAG1	1.47466666666667
HSFY1	0.156
SLC30A5	0.2555
IMPG1	0.0455
GPR109A	0.4785
ZNF185	-0.7875
IYD	2.517
NPCDR1	0.5825
SERPINA13	0.1875
HMGCLL1	3.39225
NEUROG1	0.289666666666667
UBQLN1	0.5713125
LIN37	1.1385
SOCS2	0.986875
DSCR4	-1.45175
XKR6	-2.32125
GPR142	0.449
KRTAP13-3	0.5145
CCDC15	0.0706666666666667
MOS	0.0685
CD1E	-2.119
OFCC1	-0.626666666666667
FAM83D	-1.258
SRFBP1	0.72575
C9orf96	0.1475
DHDH	-1.33475
CCDC90A	0.277
RABL3	0.354
CD320	-0.974
ANGEL2	-0.65275
MRPL21	2.05025
SMG6	0.703333333333333
INSR	1.5175
FLJ14816	-0.254
GLRB	2.44866666666667
C9orf89	-0.148
CIZ1	-0.448625
URG4	0.211333333333333
LRDD	-0.372166666666667
CBY1	0.597666666666667
NFX1	0.547
MTERFD2	0.683
C19orf23	0.4455
PGC	-2.8605
IER3IP1	1.3903
RASAL2	1.27091666666667
C1orf89	-0.516
SYNJ1	0.453625
NFKBIE	0.30425
FLJ40125	-1.22216666666667
TCEB2	-0.0803
NOG	-1.609
POLR2J2	0.021
HLA-B	-0.00749999999999999
PCDHA1	1.0595
PPP2R2B	-2.059
ARHGEF17	0.346666666666667
TCF7L2	-0.311428571428571
CHD5	-0.598
ZNF431	0.056875
TBC1D25	0.6655
ZNF800	1.614
SCUBE2	4.46590909090909
MYCBP	-0.290333333333333
GPX5	0.032
C6orf129	0.530833333333333
QSER1	0.732166666666667
ULK2	3.93175
PIGO	1.37833333333333
NRCAM	0.598714285714286
SLC35E3	1.889875
CSRP2	-1.018
HYPE	0.5975
MAPK15	-0.0343333333333333
MGC14327	0.78775
TIMM13	0.3415
ZNF462	0.82025
GBA3	-0.092
TEX13A	-0.4425
MCM6	-0.250444444444444
MTRF1	-1.081875
ABCA7	-0.5995
EIF4A2	1.21
ZC3H10	0.9159
RPGR	0.541166666666667
C20orf94	0.6765
RP1L1	0.24425
GPR125	-0.709125
USP22	0.534142857142857
OR1L4	0.324
MLZE	0.09425
FLJ32065	0.897
PTCD1	0.09825
CRTAC1	1.91783333333333
BXDC2	-0.5655
C18orf1	2.58633333333333
FAM107A	0.916071428571429
EFNA3	0.7925
P18SRP	0.2183
CAMKK2	0.859166666666667
KIAA0649	0.7145
NES	-1.31716666666667
HS6ST3	2.462625
PON2	-1.04925
TCP11L2	-0.47025
CLEC4A	1.27775
PRR12	1.1915
MLXIPL	-1.1696
C2orf50	0.523
ZNF28	0.6045
ENC1	0.9385
MAP2K1	-0.332
FKSG2	-0.18875
KIAA0430	1.01675
PTP4A1	-0.916611111111111
GPR156	0.3855
GTF3C6	-0.98625
UBR2	0.2037
LOC388272	-1.707
MAK	0.468
ACOT4	2.2945
STC2	-2.1065
PIGW	-0.43225
SAE1	-0.76775
COL6A1	0.377954545454545
OAZ1	0.528166666666667
STMN4	0.457666666666667
EDG3	0.978333333333333
SGCE	0.05
IL11	-1.93383333333333
PRSS8	2.923625
YIPF5	0.928416666666667
WNT4	4.45125
CSN2	0.320833333333333
TCF7	-3.386625
TDO2	3.12325
SAMD9	0.508
S100A7A	-0.1905
MMRN1	1.19683333333333
GKAP1	0.894
AKR1C3	-3.5995
RNF19A	1.0275
GMDS	-1.94
YKT6	-0.61975
SPARC	1.257
C12orf31	-0.7315
UBE2V2	0.898
FBXL18	-0.152333333333333
KIAA0460	0.5685
ADAM22	0.055875
SERPINC1	-4.996
KCTD21	0.559
MYOHD1	-0.8235
ZNF37A	0.0348333333333333
GTF3C1	0.568833333333333
CTSZ	0.09325
PRNPIP	-0.219625
DRD1IP	0.43825
NR1I2	-2.5045
ZNF266	-0.0538
SPAG4L	0.166
COX4NB	-0.81075
SAPS1	0.3925
APOA1	-3.741375
TATDN1	-0.7115
C10orf82	4.18025
KPNB1	-0.31825
FOXO3	0.00474999999999999
CRYBB2	-0.039
ZBTB5	-0.245666666666667
SLC25A38	0.92425
DCTN2	-0.234
IFT20	0.38725
CTHRC1	1.8255
C1orf31	-1.67
UHRF1	-0.6995
GPC6	-1.62125
C10orf54	0.31225
MCF2L2	0.178666666666667
WNT9B	0.125125
OLA1	0.731
FAM120B	-0.22475
TTLL10	0.331
CYorf15A	-4.367
RELN	-2.1061
SCN2B	0.710166666666667
MFHAS1	-1.7885
NKX3-2	-0.852166666666667
RASGRF2	-1.573
SSBP1	-0.2485
KPNA6	-0.610571428571428
LOC389118	-0.156
HS3ST4	-1.0974
SUPT7L	0.57875
FLJ32658	-2.2165
IGFBPL1	-1.2335
KIAA1641	-1.3933
SHKBP1	-0.857333333333333
CSF1R	4.25875
NAGK	1.42725
MYL2	0.46875
HIST1H4C	-4.2545
TOMM7	0.117125
ADAMTSL3	2.9149
TNFSF14	-1.02625
PRRT2	-0.78425
VTA1	-0.58925
AOAH	2.33566666666667
CRISPLD2	0.670928571428571
PNN	-0.9395
TA-NFKBH	-0.00425000000000001
ESPN	-1.2335
RBM43	1.137
KIAA1267	0.49575
DDX3X	-0.431777777777778
KIAA1576	-5.336
PLXDC1	3.65016666666667
FLJ25801	-4.50325
HNRNPL	-0.54975
RUNDC3A	3.51766666666667
CASP12	0.881
SH2D5	-1.4125
RPL26L1	0.1065
OR51A7	0.025
HDC	2.9605
C2orf16	-0.0796666666666667
SYTL3	2.253125
GOLGA4	0.502875
NOTCH1	-1.1545
ATPAF2	0.9235
ECD	0.368
SSX5	-1.66583333333333
SNAP91	0.4095
OCA2	-4.54075
PNPO	-0.2425
DAPK1	-0.586833333333333
PINX1	-1.89966666666667
SELENBP1	1.7635
NEK3	-0.578916666666667
TMED4	0.261714285714286
SSTR4	0.009
FOSL1	-2.6498
CD40LG	0.0585
CES1	-1.92516666666667
DCI	0.630833333333333
B3GAT3	-0.838
STK17B	-1.60725
CNTN6	0.01475
CYP3A4	-1.69383333333333
MBOAT2	0.886071428571428
PISD	1.382875
USP1	0.52
PYDC1	0.347833333333333
CENPM	-0.587125
SAR1B	0.4375
TTC7B	0.708375
DP58	-0.0505
GPC1	0.80125
RBL1	-1.5195
TMEM137	-0.7955
TOB1	1.9125
TCEAL1	2.41416666666667
CENPF	-2.72736363636364
C6	1.12333333333333
PRSS1	-3.80775
PPIL6	1.59416666666667
C6orf124	-1.1205
ODZ4	1.08916666666667
SNCB	-0.142
NDUFB9	-0.067625
CNOT6L	1.30133333333333
S100A9	-0.706
TRIM50	0.3985
KCTD1	1.8988
WDR63	0.183
SPEF2	3.00625
RNGTT	-0.967333333333333
CXorf22	0.6875
KCNK16	0.1565
CEP250	0.06125
ATPBD1B	-0.907
KCNJ2	2.9755
MT1B	-1.2105
ZNF684	-0.4655
SLC4A1	0.4595
PDHA1	-0.83975
ZNF492	-0.42075
TKT	-1.205
BYSL	-0.426
RNF38	0.604375
AHDC1	0.1065
KLHL2	-0.004625
CMTM8	2.06825
DMP1	-1.1715
HERPUD2	0.2925
CRTAM	1.60566666666667
ZNF572	0.8765
TMEM16J	-0.348
HSD17B2	-3.84075
UBE2G1	0.9585
AHSA2	-2.6755
PELI2	-1.481
TPX2	-1.341375
ATP9B	2.87416666666667
DAZAP1	-0.534
HMGCS2	0.639166666666667
C17orf38	0.00674999999999999
B9D1	0.7385
NKX2-5	1.55466666666667
KIAA1276	2.0615
LILRB2	2.649
CSTF1	0.1515
BTN2A1	-0.119166666666667
C15orf48	3.27475
IGF2BP3	-4.409
FAM113B	0.383833333333333
HRG	-0.026625
ZNF131	-0.44525
USP47	1.68792857142857
CCDC88B	-2.1
HCN1	-0.4787
HTN1	-0.329833333333333
SYCP3	-0.52925
C13orf23	-1.4053
PAPOLA	0.3965
AATK	1.1806
MSH3	0.641166666666667
NDUFAB1	-0.106
ITLN2	-0.7325
BAK1	-1.1285
MRPL45	0.0218333333333333
MTNR1B	0.00566666666666666
LOC645843	-0.56
SPECC1L	1.270375
PGCP	1.32875
SPN	-1.234375
GPR143	3.0685
ZNF576	0.777333333333333
TMEM39A	-0.1341
ATP5D	0.179833333333333
MAGEB3	-2.0245
RPS5	-0.507166666666667
ANP32E	-2.34514285714286
MTMR1	0.26425
YEATS4	0.42875
SYNGAP1	-0.05875
PCOLCE	-1.19016666666667
MNS1	0.363
PCYT2	-0.584833333333333
ZNF182	-0.17375
LAX1	-0.381
SPPL2B	0.121
ELOVL5	-0.1474
PCDHAC1	0.5965
B4GALNT1	-1.363
BLOC1S2	0.821375
ZNF673	-0.6783
ARHGAP21	-0.565
IRX5	2.96625
LRFN5	-0.1335
FAM7A1	-1.10525
RAB19	-0.2265
GINS1	-2.01475
ITM2B	0.2493
PAPSS2	2.62558333333333
OR5BF1	0.169
ACSL3	1.01925
KIAA1919	-0.957583333333333
GLT8D2	1.66575
UTRN	-0.971785714285714
CNN1	1.11625
HISPPD2A	1.2035
SDAD1	0.175
SIGLEC9	0.403
RPL35	-0.703785714285714
C22orf26	0.998
IMPDH2	-0.686625
WDR69	-0.5435
SEC14L5	2.87916666666667
CLTA	0.30125
RP11-529I10.4	0.6905
GPR37L1	0.396666666666667
OGDH	-0.41325
ASB13	1.51433333333333
ZFP14	0.64125
ZCRB1	0.786333333333333
KPNA3	-0.55475
HSPA1L	1.0595
RHOC	1.39325
LOC554175	-0.184
PPP3CA	0.6961
SLC1A7	-0.9411
ZNF529	-0.614666666666667
RBED1	0.65125
DDB2	-1.076
FLJ11286	-0.284166666666667
SPATA1	1.896
MKNK1	-0.418166666666667
DYSF	0.252
ALKBH2	-0.12775
NKD1	-1.74816666666667
C1orf174	-1.3665
PLEKHO1	0.0348333333333333
ASB10	0.18325
RING1	0.138666666666667
NPC2	-0.216
AVPR1B	0.091
YTHDF1	0.758416666666667
LMAN1L	0.1765
GSG2	-0.919
CEP170	-0.7348
RPS4Y2	-5.15475
MSH6	0.1635
HECTD2	1.22083333333333
ZNF556	-3.13166666666667
PLEKHC1	-0.6238
AIRE	0.0791666666666667
BCL2L10	0.1995
LMOD3	-0.137666666666667
ZBTB8	-0.1113
FOXA2	-3.4814
SLCO2A1	2.293625
C3orf46	0.1765
PRDM16	-0.898
TMEM98	-0.288
FRMD5	-2.494
PDE6C	-0.2185
C1orf216	-0.054
EP400	-0.0925714285714286
PTK2	0.0946666666666667
RNF217	-1.11475
NDUFA8	1.0015
ZFAT1	0.768
LAMP3	-0.225333333333333
GLTSCR2	0.43425
NPW	-1.898
LLGL2	-0.1906
PPM1K	0.4085
C20orf177	0.9785
KIR2DL4	0.307
NFKB2	-0.233
C21orf122	-0.985666666666667
HESX1	-0.9875
GPR114	-0.035
SLC25A35	-0.1665
GNAT1	0.027
ORAI3	0.699
FAM76B	-1.0975
TMEM99	1.6167
TRIM29	-0.7651
CDS1	3.47175
RHEB	0.0987
C4orf27	-0.362333333333333
RAB3A	1.788
OTUD6B	-0.4635
GPD1	-0.055625
CDH15	-1.87766666666667
NPM1	-0.599285714285714
TMEM117	0.57625
PRPS2	-0.01
GCK	0.293
ADRA2A	2.31216666666667
TSPYL4	0.536166666666667
TASP1	0.17575
WDR19	1.49466666666667
C10orf38	-2.21525
PDE4C	-0.649166666666667
FYB	-0.829666666666667
C1orf55	-0.8375
PPFIA3	1.11325
RAD18	1.4665
C12orf44	0.266333333333333
CRYBA4	-0.102
HVCN1	0.20525
TAF10	1.32666666666667
C16orf48	-0.600166666666667
DEPDC5	0.866833333333333
LTBP1	-3.556
MAPRE1	0.333125
FGF8	0.0565
C3orf52	2.041875
SENP7	0.107
LRRK2	-0.402
RUNDC2A	-0.156666666666667
KIAA0355	0.265166666666667
CPEB1	-0.99175
PPEF2	0.3705
ABI2	-0.0321666666666667
KIAA0317	0.161625
ATF1	-0.884
DYNC1H1	0.26175
DIP	0.30475
TMEM33	0.620611111111111
POLDIP3	0.4805
C7orf24	0.688
GPR171	0.35175
CDC6	-1.9955
PLD1	-1.8334
ITFG2	0.0593
NDUFC1	0.668
AKNA	-1.246
NBR1	0.94625
PKHD1	0.424
HPS4	0.7419
MAFA	0.44325
ULBP3	-0.568
DIRC1	-0.626
IMMT	-0.203
C22orf13	1.1125
CEL	0.143
MARK3	0.024
ADAMTS2	0.136083333333333
ARPC3	0.255
TMEM10	0.354875
NPHS1	1.37275
BRD8	-0.227333333333333
WDR12	-0.7445
IDI2	0.367
HOXD13	-1.2525
OR8G2	-0.58975
SLAIN1	-4.7245
GABRQ	-0.0685
NR2C2	-0.9005
NKTR	-0.8595
TLE2	0.5295
KIAA0892	0.850166666666667
AURKA	-1.34572727272727
GPRC5C	1.75633333333333
TBC1D9B	1.078375
PNPLA6	0.159
AP3B1	-1.1755
NAG	0.17925
C11orf68	-0.82225
AKR7A3	-0.54175
AHCYL1	1.00316666666667
COP1	-1.20566666666667
RPP14	0.313333333333333
PCDHB18	0.094
CDH24	0.23725
KRT17	-0.619
LACTB2	-0.18325
DDX24	0.4021
PHACTR1	-2.58933333333333
SLC35E2	0.546
LOXL1	-0.6565
IQSEC2	0.600875
RGSL1	0.218
PCDHGC5	0.392
MEGF10	-0.324625
PRRX1	0.433166666666667
ASTE1	0.681833333333333
C6orf159	-1.493
MYOD1	0.30675
GAA	-0.589
ZNF747	1.07925
KLRC1	-1.7025
IL1RL2	0.281
GDF9	1.60475
GPR119	0.102
TRAF2	-0.281
HCK	2.3135
BMP6	-3.0755
IL8RA	0.520166666666667
FLJ35848	-0.81925
EFHA1	-1.555
CDSN	-0.700666666666667
C14orf54	-0.377666666666667
LSM3	0.11775
ZFP41	0.4015
C9orf126	-1.35
VIT	0.673
SPCS3	-2.1125
DEF8	-1.7258
CHAF1A	-1.23766666666667
C1orf165	-0.9645
ZFPM2	1.29833333333333
FTH1	0.183
SLC35F1	-1.572
YWHAH	0.39175
C17orf66	0.2625
ADRB1	-0.3125
FOXL1	-0.5825
RG9MTD3	0.0653333333333333
UMPS	0.092
MGC13008	-0.572
KIAA1161	1.291
CCDC77	-2.0785
C12orf65	-0.5709
COG4	-0.862166666666667
RCP9	1.42225
RP4-692D3.1	2.90283333333333
CDC2L5	0.741
MGC7036	-1.088
DNAJC11	-0.74225
GDF2	0.268333333333333
TIMM17A	0.818
HNRNPA0	-0.3618
OR2H1	-0.052
PCBP1	-0.0395
COL23A1	-2.2365
LRRC2	-0.3605
NSD1	0.429357142857143
FLJ37078	1.997
WDR91	-1.055
TMEM179	-0.1195
DSCR10	-0.4055
CNDP2	1.4154
FYN	-1.4745
BEX2	1.7605
KCND3	0.96425
YPEL5	1.949625
LRRC42	-1.13183333333333
C17orf45	-0.236125
ZNF649	1.0375
LOC150763	0.606125
COL5A2	1.74475
CNGA2	0.276
ELA2B	-0.613166666666667
RAB9B	0.97675
FAM100A	0.5565
NAIP	0.288785714285714
MYOZ2	-0.399
SPATA12	-0.1645
XRCC4	-0.2345
CYB561	2.0119
CHST10	0.5775
BAI1	-1.01
BRSK1	0.631833333333333
C17orf89	0.850375
PDE6H	-0.45
FLJ20309	0.2011
MAP7	1.23875
SCN4B	0.6275
SPAG9	-0.547125
SERTAD1	0.458666666666667
FLJ21963	-3.33125
ANTXR1	-0.4806
TMPRSS13	0.8945
ETV7	0.207333333333333
DGAT1	0.849333333333333
NKIRAS1	1.31566666666667
TAC3	-3.49875
CORO1C	-1.72766666666667
RAD54B	0.72775
HRASLS3	0.906833333333333
C21orf42	-0.3505
BARD1	0.1935
ZNF177	1.44633333333333
MIP	-0.089
ZNF442	0.271
F2	-3.4694
GRIA1	3.114125
GALNTL2	0.8315
WNT5A	-1.4456
LENG9	0.2015
hCG_25371	-1.996
FOXR1	-0.59
TRA@	0.1356
PWWP2	0.452
C1QTNF7	1.14533333333333
SLC7A4	2.7445
C4orf7	2.71225
C17orf80	0.514833333333333
KLK4	0.316833333333333
IL31	0.6605
TMEM176A	2.52525
CTNNB1	-0.518625
BHLHB2	1.581
TMEM185B	1.00533333333333
ARD1B	-0.37
C1orf93	1.955
BRUNOL4	0.450833333333333
LOC541469	1.789
UPK2	-0.09625
GAS8	0.363333333333333
PATE	0.651
IMPACT	1.60775
WNK4	1.78733333333333
HNRPLL	-0.737125
GAD2	-0.00475
ITGA6	-0.814
BMP15	0.201
CYP2A7	0.298
RIC8A	1.924
CCND1	2.16191666666667
USP35	-0.088
DSCR2	-0.99975
CCL4	3.908
