Hybridization REF	TCGA-BH-A0HP-01A-12R-A084-07
RASL10A	2.09175
SSTR1	-1.771
C1orf35	0.0085
APOBEC3C	-1.20675
RUSC2	0.283333333333333
SALL4	-2.96125
ZCCHC8	-0.58625
RAD17	-0.292625
ZNF708	0.182666666666667
LILRB5	1.470125
TEX12	-0.28
C9orf79	0.08275
ARHGEF1	-0.51
ABCA4	1.20583333333333
RNF214	-1.37225
PPAPDC2	0.63925
ARID4A	0.4245
SYCP2	1.158875
OPRM1	0.412
RP13-102H20.1	-4.234
CYP26B1	-1.11366666666667
APCDD1	1.9215
PCCA	0.223
ALS2CR7	1.1545
AQP5	3.35983333333333
YLPM1	-0.064125
PRKAR1B	-0.5274
IL16	0.8167
TCF3	-0.836
ZSWIM7	0.303
SERPINE1	-1.9172
BAI2	1.78125
SMC5	-0.647642857142857
SMN1	-1.28216666666667
SLC13A5	-2.741375
POU2F3	2.36525
BACH1	-0.199
GMCL1L	0.585166666666667
PPP2R2D	0.542375
LRRC51	1.92041666666667
EDARADD	0.036
LRRC3	0.0085
FAM124B	1.5415
C20orf70	0.4305
LOC285735	-1.313
CTBP2	1.4274
ZMYND11	1.38725
CDH23	1.22958333333333
OR1N1	0.7715
LOC400590	-1.246
PDK1	-2.365
LMTK3	-0.7945
USHBP1	1.9449375
ZFYVE21	1.237
hCG_21078	0.28525
OAF	-0.637875
WDR41	-0.39875
SPINK6	1.007
GDEP	0.1125
MEG3	-1.5037
OXSR1	-0.556
RAD51	-2.71
RPL13A	1.077
DYRK1A	0.3746
FLJ25791	1.1985
SARDH	0.6116
RBBP5	-0.00916666666666665
ORC2L	-1.35425
NCAPH2	-0.405666666666667
RNASET2	0.485666666666667
WDR79	-1.23483333333333
FLJ39779	-0.6695
C3orf1	0.09825
DDX23	-0.2385
MGC40574	0.3975
MORC4	1.932
MYRIP	2.47809090909091
LY6E	0.418375
SLC39A11	1.9325
ATP12A	-0.3665
AUP1	-0.3045
PIP	6.88
CORO7	-0.995
PITPNM3	-0.1385
ENPP1	0.889333333333333
PPP1R1C	-3.28533333333333
NRBP2	-0.436625
KCNE2	2.005
P2RX4	2.316
CCND2	-2.02414285714286
OR5T3	0.325
CUL4A	0.166166666666667
CFB	4.216375
PCP4	-2.32333333333333
HEMGN	-5.83766666666667
UBIAD1	-0.277
CDC42BPB	-0.8711
CYB561D1	0.5535
RIMS2	-1.318125
ZNF488	-0.83375
RNMTL1	-0.0525
SART3	-0.045
CAPN10	-1.03121428571429
CCR5	3.85733333333333
APOA1BP	0.628333333333333
NDUFS5	-0.14025
PDLIM3	1.0769
VPS24	1.3805
SCN8A	-0.827375
C1orf67	-1.55633333333333
MRCL3	0.587833333333333
TMEM145	-1.4135
KCTD16	0.0568333333333333
RNF149	0.73225
FDXR	-0.95075
CDCP1	1.92033333333333
PAX3	-3.4849
LASS4	1.77425
HSD17B8	0.01825
YAP1	-0.018
NNT	-1.696
SC5DL	0.16825
DKFZp566H0824	-0.7835
KSR2	0.4555
RAD21	-0.545666666666667
ST8SIA2	0.1655
L3MBTL3	-0.032875
SNRPB	-1.62725
MGC14425	-0.802
MIF	0.279375
TAPT1	1.518125
IRF8	1.9753
PRO0132	0.7355
HERV-FRD	-0.6615
ACD	-1.743
BCL3	1.41
SPATA13	0.3035
MRLC2	0.853
F2RL3	0.445125
CFHR3	2.2985
DUSP15	0.0248333333333333
TMEM46	3.6935
SF3B4	-0.207666666666667
MAP7D3	-1.04475
STELLAR	-0.25
SEMA5A	-0.2571
H2BFS	-1.03675
LRRC28	0.253166666666667
MORN2	0.715
XYLB	-1.039625
WDR21C	-0.194666666666667
HIATL1	-0.43075
ADAMTS10	0.618833333333333
WDR55	0.3145
MFSD5	0.869833333333333
OR4N2	0.0935
DUSP16	1.35844444444444
NLGN4Y	-1.4268
INHBC	0.04075
NUMA1	1.06725
DEFB123	0.259
GIPC1	-0.0305
MGC27348	0.141
FLJ33590	0.4945
FZD1	2.1857
MKL1	0.605166666666667
SAA2	3.53325
C1orf94	-1.9215
C7orf28B	-0.08
TMEM185A	0.50405
ZZZ3	-0.0415
C16orf5	-0.257666666666667
GALNAC4S-6ST	1.114
C1orf186	1.58425
IGFBP4	0.516166666666667
NDUFA10	1.32783333333333
CLIC2	0.50275
RNF13	0.0015
GPR103	-0.78025
CD69	-1.62225
MYOZ1	2.4735
IFNB1	0.461
CLNS1A	-0.71375
CXorf45	-1.07975
ZXDB	0.994
FUNDC2	-0.22225
GPA33	-0.367625
C9orf70	0.04725
SLC2A9	-0.194375
LOC126520	-0.1115
MAGEB1	-0.702
LCE2A	-0.4585
C18orf34	3.162
FMNL2	-1.350875
KRT85	0.57825
CRYGA	0.1125
GEM	2.261
THAP6	0.00209999999999999
ALKBH3	0.444
TM6SF2	-0.39625
C20orf82	3.95525
RANBP2	0.0798333333333333
LIG3	-0.5785
RETSAT	0.96025
OR8S1	1.44
CAST	-0.4375
TGFBI	-1.1202
C15orf37	-0.127625
PGM3	-0.4105
SLC4A11	-0.3565
FAM123C	0.022
TAOK1	-0.15175
CISH	2.397875
OGDHL	-3.33675
SPINT2	2.82616666666667
ZNF33A	-0.0945
CLDN18	-0.181166666666667
RNF128	-2.54325
CCDC71	-0.614
RASSF6	3.04533333333333
HSPG2	1.167
ATP6V0E1	1.188125
ABHD6	-0.9065
CD274	0.714
GCNT1	1.1145
NT5C1A	0.145333333333333
TM4SF5	-4.259
C21orf58	-1.83766666666667
SUCLA2	-0.10925
RFTN2	3.1255
SCNM1	0.18875
SLC9A10	0.1515
FUNDC1	0.84575
SLC35F4	-2.5505
AMD1	-1.5085
COL6A6	0.54525
OR4K2	0.3495
TRIB2	-0.242916666666667
LOC91461	-2.154
GHSR	0.3215
ATP8B1	1.53975
C1orf78	2.32983333333333
RNF183	4.77716666666667
STX4	0.357
TPPP2	-0.451375
MYBPHL	-1.7485
TXNDC6	-0.00939999999999999
C9orf47	0.225
FAM137B	-0.6005
FANCB	-2.2435
C11orf9	-2.12825
DPY19L1	-1.387375
VDAC2	0.120833333333333
VHL	-1.03
LMBR1	0.30675
C8orf44	-0.2545
ZPBP	0.16
FGF23	-1.484
C21orf67	1.20125
PCNT	-0.873125
BCKDHB	1.3736
GALNTL5	-0.34775
BET1	-0.2985
ARL13A	-0.1815
HDAC6	-0.982375
N4BP3	1.12783333333333
OTOP1	0.324833333333333
TTC30A	1.697625
CRISP1	0.61
KRT32	2.4925
VSTM1	0.3495
ZNF622	0.183
POLR3B	-0.1087
DNAJC10	0.383625
C12orf54	2.5905
ADIPOQ	2.72383333333333
RIT2	0.25575
CD44	-0.02825
ABCA3	1.524
RPS17	-0.9165
FEZF1	0.855
PCDHB15	-0.1675
KCNMA1	1.19227272727273
CCDC116	-2.3255
C15orf27	-1.2285
NARG2	-0.5971875
ITGA5	-1.310125
MEFV	0.945
TUT1	-0.222375
LOC541473	-0.545
NMBR	0.3205
GLT1D1	-2.81666666666667
ABCB7	-1.21275
PFKP	-1.98690909090909
C9orf91	1.1137
LRRC41	0.738166666666667
C1orf85	0.853333333333333
ATP5F1	-0.20925
STOX1	1.254
GFOD2	0.5125
SLC25A3	-0.206875
ZNF646	0.0399
ZAR1	-0.703
OSTbeta	-2.85475
GALNT3	3.4745
IFT122	1.06133333333333
LDB3	0.8903
GARNL1	0.174857142857143
HOMEZ	0.657666666666667
LRRC6	3.30275
ANGPTL5	1.077
UBAC1	-0.9085
DLEU7	-0.346
RPL19	-0.316125
TOP1MT	-0.354833333333333
LOC643641	0.688125
MBD3L2	0.1285
NTSR1	-0.056
WISP2	-0.02075
GPSM2	-0.34575
RDH10	-0.2884
PRKCG	-0.0645
HIST1H4J	-0.64
MON1B	-0.3058
MLF1IP	-1.107
ZNF446	0.70375
COL4A5	-0.4013
SLC26A1	0.583428571428571
RGN	-1.153
CCNB1	-2.0945
C9orf165	-0.05325
CCDC28B	-0.68025
CCDC97	1.06025
FGR	1.7695
MSRB3	0.9654
EPN2	-0.19575
COX15	0.408
KCNK6	-0.8765
XK	-3.8065
GDA	-4.86625
HEPH	-0.60175
THRAP3	0.506125
MET	-0.689214285714286
PHYHIP	0.79375
LYAR	-1.45733333333333
ING3	0.1395
AK7	-1.416
CCT8L2	0.272
COPS7A	0.238666666666667
WSCD1	-0.88075
RNF185	1.612
TNS3	0.40525
KNDC1	-0.353833333333333
RWDD4A	0.616
MED13L	0.7148
ZFYVE1	0.65625
C7orf44	-0.628166666666667
MRPL1	-0.1355
STGC3	-1.19875
TEAD1	-0.470166666666667
RPL7A	0.630571428571429
ARL6IP1	0.2536
C1orf178	-0.949
CTAGE5	0.436083333333333
TMEM184A	0.777666666666667
SLC25A14	0.179
CACNG5	0.2605
ATXN10	0.5412
ECH1	0.2135
CCL22	0.49025
CYP2F1	-1.859
GADL1	0.0155
TMEM19	-0.1758
RUNX3	0.005
EFNB1	1.10883333333333
LIPN	0.14
ACSM3	-3.9415
SIGLEC8	2.406
ASCC3L1	-0.238
NOL8	-0.077125
RELT	-1.2145
Magmas	-1.10725
PPP1R15B	0.2186
C11orf2	0.50425
VKORC1	-0.538833333333333
MGC26647	-0.2785
TRPM6	0.488833333333333
UGT2B7	-3.045
FEV	-0.108
FOXK2	-0.8948
PDCD5	-1.19916666666667
SLC8A1	1.8975
DGUOK	-0.826833333333333
CLDN16	0.0215
GAGE1	-0.8975
RBM17	0.4388
C1QTNF3	0.774875
VGLL3	-0.26
UNQ5830	0.5595
CD1A	-3.39966666666667
SCGB1C1	-0.092
SUPT4H1	-0.6145
TRAF5	0.709
ASAHL	1.50075
FAM73A	1.07866666666667
OR6B1	0.058
WHSC1	-1.78685
GFPT2	-0.05725
LOC339809	0.55575
STARD5	-0.0735833333333333
SIP1	-1.21125
DNAJC15	-0.12375
STAU2	0.4124375
FAM98A	-0.294
RAD23B	0.2740625
LRRC33	-0.89525
CHRAC1	-0.7465
C21orf89	0.18375
C19orf43	0.149166666666667
KLK8	0.471
CCNE1	-2.25125
PKDREJ	0.790666666666667
SSU72	0.49
C17orf73	0.1915
GPR78	0.7045
WHSC1L1	0.5619
GSTA2	-2.39775
SMUG1	0.145166666666667
UFM1	0.8766
AP3M2	-0.176166666666667
USP14	-0.699375
FBXL14	2.15066666666667
DSTN	1.23
SFRS14	-1.009
FBXO31	-0.165666666666667
C12orf40	0.25875
FRS2	0.898
NR2E3	-0.2865
TUBB2C	-0.22525
GMPR	-0.558333333333333
C9orf139	-0.3565
ING5	-0.579714285714286
LOC730092	-0.3385
ORM1	-4.09625
RP11-11C5.2	-1.42975
HSPD1	-0.9716
PIWIL3	-0.5325
C5orf13	0.658
OR5R1	0.1565
LCOR	1.01425
PLEKHA9	-0.2745
CCDC43	-0.9665
ZNF232	-0.31575
SLC6A7	1.283
ADH5	0.168166666666667
SHBG	-0.901666666666667
CROCCL2	-0.82
PANX3	-0.161
CDIPT	0.3135
SLC16A5	-0.13025
TUBB	-0.636125
TOR3A	0.6648
PREP	0.1
ENTPD8	0.209785714285714
CHMP1B	0.28975
SYT12	0.4276
MYH6	-1.9856
MAP3K13	1.0495
KLHL30	0.198833333333333
LCMT1	0.5835
EIF1AX	0.21825
FOXD4L1	0.327
SLC24A5	-1.726
RNF166	-0.6328
TJAP1	-0.36125
TMEM156	-0.766166666666667
ZNF239	2.38475
SNX19	0.2905
GKN1	0.366
FCN1	1.1755
C1QL1	-1.35025
ATP11C	-0.425375
ZNF35	1.23325
CARD8	0.177625
LIMD1	-0.721666666666667
KIAA0286	-1.486875
XRN2	-0.351
CD6	0.0696666666666667
TOX3	1.876
ZSCAN4	0.132833333333333
RSRC1	-0.80625
COG1	-0.10025
PTRF	0.4095
C16orf35	-0.196875
FBXO24	-0.039
CHST11	-1.19175
THRB	0.9326
MYBPC1	2.603
RNF39	3.02166666666667
PSMD11	-1.02175
ALAD	1.31133333333333
EN1	0.0105
SLC9A9	1.172
GSTM4	1.1877
CDC42BPA	-0.078
RCSD1	-0.0005
LUC7L2	-0.1791
SPTBN1	0.4936
LOC146167	0.503
BAT5	0.9285
ZNF452	-0.888125
LSM4	-0.682375
SRP72	-0.3599
SGK269	0.11
MTX1	0.045
CENTA1	0.5485
UNQ9433	-0.323
ATR	-0.655166666666667
DDX49	0.0456666666666667
PAQR8	-0.389833333333333
C14orf174	0.774
GBGT1	0.4125
THAP1	0.74175
OR10K1	-0.5705
RASIP1	-0.587333333333333
DPYD	0.7795
DOHH	-0.315
C18orf45	2.2095
POF1B	-0.9537
ZNF552	2.599
USP32	-1.776
MED27	-0.628333333333333
C14orf149	-1.169
PRDX4	-1.29916666666667
ABHD12	-0.4295
AGT	-3.85175
SLC22A14	-0.36275
C1orf58	0.41325
PILRA	-0.7875
ABCF2	-0.89375
C17orf85	-0.5928
TKTL1	-0.8115
FGF1	2.14075
IL6R	1.23966666666667
VPS25	-0.725
CHRNB2	-0.00037499999999999
COL7A1	-2.6061
LRRC48	2.78616666666667
SPG20	1.34166666666667
COX10	-0.4915
GCA	0.826
ECEL1	-0.777833333333333
GLG1	0.11
SRD5A2L2	-0.413
MUTYH	-0.732625
ZNF70	0.29675
L2HGDH	-1.03725
GPATCH2	0.974
ZNF655	-0.673375
ZNF227	0.558
MCOLN2	0.746833333333333
NQO2	-0.255
KCNQ5	0.136
NEU1	0.366166666666667
QRICH1	0.11575
ZBTB20	1.37583333333333
RPUSD3	-0.596
EPGN	-0.825833333333333
TSN	0.319083333333333
SPRY2	-1.34433333333333
LZTFL1	0.95675
GMFB	-0.172
PBEF1	-1.012
HBG2	-2.36
TMEM8	-0.2455
PALM2-AKAP2	0.205
NFYA	-0.0955
FAM108A1	0.428625
PBLD	1.130375
NRG4	-2.116
PIGF	-0.2315
PTGER1	-0.25075
NOS2A	0.608166666666667
C21orf34	0.702666666666667
C21orf51	0.26175
IL17C	-0.2035
TRMT6	-1.29933333333333
ETV2	0.81
CCDC109A	0.249
MYLK2	-1.918
ATP10A	1.3594
DPH4	-0.71
C5orf5	-0.0956666666666666
KCNA4	0.251166666666667
NMNAT2	-1.04366666666667
GLYATL2	4.0815
LSMD1	-0.153125
IL23R	-2.096
NRF1	-0.07225
MUC15	-0.1815
PRDM12	-2.367
PAQR4	-0.872285714285714
RBBP6	-1.3874375
IFI27	3.051
SKAP2	-0.00300000000000003
TAGAP	2.25425
TJP3	2.519
C9orf61	1.54225
IDS	0.372571428571429
PARG	0.0105
LOC131149	-0.111
DYRK4	0.557333333333333
MICALL1	-0.117
GALR2	-0.459
GPBP1L1	0.891375
TBX21	3.57075
KCNJ6	-0.0631666666666667
GGN	0.4675
CASP5	0.454166666666667
RNF182	-4.8205
BRD4	0.31975
DOK4	-0.305125
SLC46A2	2.53566666666667
SOX9	2.1675
ZNRD1	-0.392666666666667
PRR6	-3.90425
FAU	0.15675
DTNB	1.8355
CARD9	0.10125
STS-1	-1.267
SLC4A5	0.02575
NSBP1	-0.4985
UGCGL2	-0.978
POTE15	-3.2565
NOXA1	0.75125
RP13-347D8.3	3.253
SAMD10	-0.901666666666667
EP400NL	-1.49075
TCF21	0.12075
AMELX	-0.1145
JPH2	0.5961
SLA	1.5595
DLST	-1.44433333333333
SEPT12	0.72575
RGS20	-4.50175
LXN	-0.191666666666667
ZNF419	0.4465
UPK3B	-0.403
RELL1	0.7825
ESPNL	-0.426
KLHL21	0.312875
PI15	-0.2055
C2orf61	-0.2475
LOC407835	-0.2095
RER1	0.693333333333333
ELAVL2	0.326
MGC26718	1.84175
KLF2	2.74975
TNFAIP8L3	1.26416666666667
TFE3	0.41325
C11orf17	-0.526
15E1.2	-2.37825
SNRPC	-1.2175
DLGAP1	-0.157
PGLYRP1	-0.019
OVCH2	0.1175
IRF7	1.121
SET	-0.5583
NAB2	0.511833333333333
LRP5L	-0.14525
FAM120A	0.4509375
ASCL2	1.1775
SHH	0.019
ATP5H	-1.09133333333333
THPO	0.292666666666667
TYRP1	-4.348
HIST1H3E	-0.00216666666666672
EIF2S1	-0.563611111111111
TNFRSF17	-1.34733333333333
TARSL2	0.072
NKX2-8	0.594625
C1orf115	2.802875
LOC56964	0.406
KIAA0841	-0.9875
ISCU	1.0545
TTMA	-0.3265
ZNF414	0.2075
LOC441150	-0.15875
RAB15	1.38675
HBP1	1.8855
TNNT2	-1.48366666666667
CECR5	-0.3405
PHGDH	-2.63925
JRK	-0.4098
XPO4	-0.850375
FAM131C	0.691
ARHGAP25	1.4002
CA9	-3.52155555555556
GPR62	0.8905
TLX1	-0.309333333333333
GPS1	-0.71775
OR2M2	-0.404
BDP1	-0.591571428571429
FAM70B	0.51525
RPS29	-0.13325
MKLN1	0.0947
TSPAN19	-2.603
SLC29A3	1.6591
LGALS4	-0.105333333333333
USH2A	-0.1682
NF1	-0.447833333333333
APOBEC3A	2.85966666666667
IMPAD1	-0.0996666666666667
OLR1	2.52733333333333
NRAP	0.383
HCFC1R1	0.856166666666667
TAOK2	0.252333333333333
MCM10	-3.18166666666667
MAP4K3	0.38675
CBS	-2.63875
CLK3	-0.7821
PCDHGA5	-0.971
ELF4	0.2435
FAM71A	-0.052
C11orf49	0.5005
CLIP2	-0.61425
BTBD9	1.3286
ZNF524	1.83325
KDELR1	0.402166666666667
ZNF509	0.5625
NCSTN	0.96
ZNF533	0.850142857142857
PARP4	-0.415875
GALNT9	-0.119166666666667
NPY	-2.69475
BEGAIN	-1.52916666666667
TMEM77	1.22116666666667
FOXRED1	-1.51616666666667
SLC16A2	0.797333333333333
SLC35B1	-1.22525
GK5	-0.831916666666667
SDCCAG10	-0.681
C4orf20	0.72625
SLC9A2	0.44275
ADD1	0.379571428571429
TAL2	-1.14233333333333
ACLY	-0.728
DNAJC1	1.2955
SOST	-1.85025
USP43	0.8875
CYP4F12	0.55325
FKBP5	0.4585
CHCHD5	0.5285
NUDT22	0.1665
CCDC85B	-0.576
OR51G2	0.3425
STRN3	0.4625
TMOD2	0.4455
FLI1	0.86625
MAB21L2	-1.51516666666667
DGKQ	0.4785
VPRBP	-0.224666666666667
SCNN1B	-0.0753
ECHDC3	1.9135
TMEM106C	0.2065
CSNK2A2	-0.4265
RPL39	-0.1558
HERC3	0.3113
ZBTB47	0.591333333333333
ZNF681	0.171
PAGE2	-3.4135
CLIC5	3.317
RABAC1	1.42175
ZFHX2	1.67525
YPEL1	1.08366666666667
KIAA0776	0.48625
NR1D2	1.36825
DNAJC4	0.868625
NPNT	3.188
ZNF677	0.8865
ZNF536	-1.1435
MEF2B	-0.2145
PTPN4	0.071125
CTCFL	-4.6225
STX5	0.559833333333333
CD72	1.8845
VEGFA	-1.32968421052632
XRCC1	0.3122
MAS1L	0.297666666666667
ELL	0.1016
SETBP1	2.64075
CDH11	2.998
NDC80	-1.83161538461538
DMBX1	-1.91275
NRSN1	0.3345
BAT2D1	-0.4005
CDS2	0.433666666666667
C1orf212	0.0123333333333333
SENP3	-0.799125
IL1F9	0.5725
EEF2K	0.183125
COG8	-0.247
CEP72	-1.51275
OR1L8	-0.4095
MUS81	-0.521
PHYH	0.6055
GGT6	1.66866666666667
C22orf23	-0.539166666666667
C13orf33	2.86125
MAPK8IP2	0.8815
NELL2	-1.103
POU3F2	-3.42916666666667
ALPK1	2.030375
MRPS18C	-0.84775
RPLP2	0.067875
FGF22	-1.289
SPNS1	-0.548333333333333
ZFP1	-0.634
IL1RAPL1	-1.2025
PCSK9	-3.85933333333333
NKX2-1	0.00764285714285715
C6orf189	1.88625
SP4	-0.5525
SLC11A1	0.8051
C21orf25	1.43116666666667
ICAM2	0.77725
SH3GL1	-0.442333333333333
GSK3B	-0.197333333333333
RALB	1.0395
PDXP	-1.77933333333333
GNGT1	-2.50216666666667
KIR2DL1	0.6955
TNFAIP3	0.554333333333333
C6orf32	0.0411
CBLN2	1.089
PANK3	0.796875
TAAR9	-0.056
WDR82	0.367142857142857
APOM	-2.94125
TRIP10	-0.271
SPATA16	0.424833333333333
C1orf135	-2.14125
USP51	0.8805
TESK1	1.05525
C11orf64	0.127375
ZNF611	0.0205
PDE6G	0.373166666666667
HLA-DQA1	3.6725
GCLC	-0.025875
SEC61A1	-0.184142857142857
TWSG1	0.229416666666667
ZMYND10	3.4245
CTDP1	0.542875
ADAMTS6	-0.1365
SLIT1	-2.04325
KRT86	-0.4205
KIAA0574	-1.4455
GTPBP2	-0.3431
PQLC3	1.28475
PRRX2	-0.126666666666667
C15orf44	-0.334166666666667
MKKS	-0.732
C11orf10	-0.34875
GPR110	0.7445
CD109	-1.11175
ADCY1	-0.1875
RHBG	-3.45425
TP53I3	-0.861625
SLC22A3	-1.6489
UCP2	0.74775
FOXG1	-2.21
OR2AG1	0.217
TRIM24	-1.158
PROC	-3.176875
TAAR6	0.2505
AMTN	-1.617
C10orf47	0.2915
DEPDC1	-1.7425
FLJ45557	5.0595
ZDHHC17	-0.2209375
KIAA1429	0.6495
KCNH1	0.916
VNN3	0.084625
PSMAL	1.1585
PPARD	0.222875
HFM1	-1.66275
YBX1	-1.54766666666667
ZNF695	-2.763
SCTR	-0.557666666666667
DCDC1	-0.3885
VPS26B	0.3137
MTF2	-1.19
ATP6V1F	-0.2205
CCDC94	0.22325
PERF15	-0.2965
CCL11	0.571
LMO7	0.49175
DCST1	0.7275
ADRBK1	-0.243375
CDRT4	0.2255
ZNF84	-0.4065
HOXD8	1.448
STARD8	0.082
FOXP2	-0.638125
CCDC103	0.53975
POLR3A	-0.2091
GSC	0.787833333333333
ZNF114	-2.24883333333333
HTR7P	0.7305
LALBA	-0.4665
RMND5A	0.0356666666666667
PSCD2	1.06725
ZNF409	0.761
KRTAP1-3	0.00133333333333335
MAF1	-0.23925
LOC201725	-0.442166666666667
NRN1	-1.254625
SPAG5	-3.332
DNAH7	2.2845
FLJ43860	0.575
BRCA2	-1.26325
ACADM	0.18525
CXXC6	-2.172
RAGE	-0.299875
CHMP2A	0.421
FAM8A1	0.7099
GPR21	0.6345
SLC12A3	-3.02416666666667
FVT1	0.668357142857143
ZDHHC7	-0.187875
FLJ44048	-0.4605
SLC44A3	3.038
SDSL	0.837166666666667
MMP8	-0.928
PLA2G12B	-3.5785
ACY1	-0.4455
MT1E	-0.888333333333333
OR4K15	0.8935
TECTB	-0.5755
GPR20	0.6905
IRAK2	-0.036
RFPL3	-0.18975
MYO9A	0.33925
NARG1L	-0.516
BLMH	-0.47675
CCDC3	3.44916666666667
C9orf21	-0.147
KIAA0513	-0.103833333333333
MIER2	-0.0645
PNMA2	-1.3975
SH3BP2	0.7796
ANXA10	0.04675
RTN2	0.154833333333333
TFB1M	-1.4595
PRPH2	2.76075
C14orf133	0.7685
GOLGB1	1.35366666666667
IRX4	0.866375
NFKBIL1	0.594166666666667
C10orf62	-0.60525
APBB3	-0.7315
RPS10	0.7907
LOC728378	-0.86475
TLE3	1.12
PSMB7	-0.638875
MESDC1	-0.258
SLC6A1	0.755333333333333
OCLN	0.518583333333333
PTTG3	-2.0795
NAGLU	-0.2675
SERTAD4	2.480125
SPRY1	1.85125
FLJ10781	0.0115
MYSM1	-0.31125
TRIM4	0.776785714285714
SH3YL1	2.2765
TREM2	4.0475
SERPINI1	2.006
HDHD3	1.18
TMEM38A	0.453625
EID2B	-0.84725
TDRD3	-0.0723333333333333
SEDLP	0.28225
THSD7A	2.59766666666667
NDST3	-1.38525
KLHL15	-0.381583333333333
DHRS12	2.4185
FBXO9	0.0979285714285714
TNPO1	-0.319916666666667
MRPL13	-0.9195
SNX5	-2.173
METTL6	-0.3575
SOD1	0.198875
CHML	-2.03516666666667
PACS1	0.79475
SIRT5	-0.0929
CAPN2	0.784833333333333
FXYD5	0.0133333333333333
TWISTNB	-0.5625
LRFN1	0.410333333333333
UBE1L	0.986875
UBE1C	0.88675
OR51B2	0.196
OR4D11	0.637
C15orf2	-0.135
NR4A1	-0.203
LOC339047	-2.7675
TRIM17	1.7895
ATP5G3	-0.317642857142857
RPL15	0.3475
ADAMTS8	-0.1
HOXC4	0.6
C14orf37	2.6375
CEACAM5	-2.1775
MYT1L	-0.0993333333333333
RASA2	-0.255125
OSBPL7	-0.918
STAG1	-0.073
GIMAP4	5.08283333333333
FUT3	-1.55766666666667
PIF1	-3.365875
LPIN2	0.0794
SH3PX3	0.9315
PDP2	-0.8345
PAPD1	-0.3495
ERP27	4.03925
APOOL	-0.2457
DIABLO	0.15675
TRHR	0.188375
ARMC9	0.618625
RNF152	2.017
SLITRK3	1.0845
ZNF211	0.707
PFDN1	0.03025
RGS11	0.705375
HS6ST1	1.3459
AKR1D1	-0.84325
TNP2	0.0955
STK31	-0.326166666666667
EML4	-1.37216666666667
SGTA	-0.326666666666667
HIST1H2BI	-0.661333333333333
PSMD6	-1.184
KIAA1257	2.5555
C18orf55	-0.2165
FLJ20273	2.8665
RPL28	-0.139166666666667
EPYC	0.500125
NOX3	0.3735
ELAC1	0.572666666666667
METT11D1	-0.71875
BIN2	0.244666666666667
NACA2	0.2975
CCDC17	-1.3365
HM13	-0.7762
UBOX5	0.0748750000000001
UBE2O	-1.1525
UBL5	-0.2665
APOLD1	1.656375
C9orf31	0.38875
TNFSF8	0.604
ARHGAP29	1.16425
PROKR2	1.2065
PDE5A	-0.198833333333333
C6orf12	-0.073
TOM1L1	0.1915
WHDC1	-0.14175
FOXI1	2.84233333333333
RAB4A	1.1733
TMEM39B	-0.3695
ATPBD1C	-0.57425
FARSA	-0.921166666666667
PLEKHG5	0.59075
CMAS	-0.363333333333333
OR7E24	-0.568
SLC30A1	0.035
CDC42EP5	0.882666666666667
PLAC1	-1.9795
KLHL18	-0.361583333333333
LBA1	1.0357
TAZ	-1.04725
CRIP2	2.109375
BTBD11	0.407166666666667
C16orf72	0.167
DIO2	0.9551
LRRCC1	0.539166666666667
CCDC136	-2.522
PRX	0.5025
RBM5	0.1216
TMEM85	-0.271125
TUBGCP4	-1.556
APLN	0.194125
CDK7	0.265166666666667
SSR2	1.076
CRELD1	0.3475
C19orf46	2.11
GAL3ST4	1.29683333333333
KBTBD10	0.946
IL28A	0.25925
WDR27	-0.4185
MCM2	-1.922
SOX14	-0.1205
FLJ39743	0.185
KIAA0922	0.15275
HIPK4	0.831
FLJ25758	0.189
C16orf57	-0.998416666666667
PDZD2	1.60575
MCC	2.48025
HHLA3	-0.1637
ID2	0.52625
C20orf23	1.52391666666667
ZNF688	1.23675
APOC2	-3.0805
LOC440093	-1.11775
FAM50B	2.3525
PWP1	-0.5415
DNAH10	0.07525
HIST1H2BA	-0.219
GPR56	0.668333333333333
METAP2	-0.219375
PAN3	0.671666666666667
STXBP4	0.0283749999999999
PDHX	-0.404
MTA1	0.15025
ZBED4	0.288125
ZNF720	-0.744
CDK2	-1.1035
RHOJ	1.438125
CDC37	0.171166666666667
ZER1	0.68675
GRK4	1.3285
PRPH	0.34675
POLR2A	0.0155
OGFOD1	-1.7025
NOL5A	-1.53025
PHEX	0.7295
FLJ16478	-0.201
C20orf117	-0.768875
CAMTA2	0.08275
C11orf74	0.147666666666667
DDX17	-0.194916666666667
C5orf27	0.23725
PLEKHA2	-1.3255
PDE4DIP	-0.261
SCN7A	0.84775
ZNF559	0.0611666666666667
CXCL10	3.98375
ZMYM4	0.214833333333333
STK32B	0.8884
KIAA0888	-2.3584
TACR3	0.673
CKAP2L	-1.28075
KIF1A	-1.09566666666667
RSPRY1	0.573
VCAN	1.737
CYP27C1	0.1485
SYDE1	-1.26233333333333
MED12L	-0.55775
ZDHHC21	1.149
NHS	0.0965
TM9SF3	1.13533333333333
DDHD1	-0.84275
MAFG	-1.15816666666667
BICD2	-0.1988
C14orf119	0.02
C14orf43	0.238428571428571
CDH7	-1.427
ALKBH5	-0.448642857142857
JUP	0.94175
TMEM41A	0.184166666666667
MAMDC4	-1.519
CBX3	-0.08175
LRRC18	0.00675000000000003
RBMXL2	-0.9025
