Hybridization REF	TCGA-BH-A0DP-11A-12R-A089-07
C6orf156	-1.99575
TGM1	0.1475
SLC37A4	-1.30425
FAM92B	1.2395
SLC25A25	0.1287
ZC3H13	0.173416666666667
GPX6	0.118
WDR81	0.7485
THOC3	-0.442166666666667
PHACTR4	-0.626
ACYP1	-1.15425
ARPC2	-0.156333333333333
ENG	-0.55275
P2RY13	2.146
GAPVD1	-0.3303
CCNO	-0.3379
C9orf64	0.784
RXRG	-0.3895
C7orf45	-0.59025
ZNF140	2.03125
SULT1E1	-0.17275
RGPD4	-0.08625
CGB7	0.2035
C9orf142	-1.0505
BRD9	-0.745
tcag7.350	-0.42375
OR2M5	0.5025
OGT	-0.8167
SYT1	0.60075
ACRV1	-0.387666666666667
CMPK	0.459
BHLHB5	2.1835
MARCH2	1.54828571428571
ASXL3	-0.913875
RPIA	-0.68875
RFXDC1	6.0715
HIST1H1B	-5.2625
ZNF701	0.7785
KCNT2	0.22
CCDC36	-0.496625
SLC11A2	0.664
NBEAL2	-0.553166666666667
RP4-691N24.1	-1.0095
TYROBP	2.1665
PLA2G2F	0.03925
TCP11	0.22025
OR4K13	0.207
C15orf21	0.11475
OR4F15	-0.41
FAM108C1	-0.7465
ASAM	-2.24925
NPHP4	-0.464666666666667
SFRP5	0.0458333333333333
OR56A3	-0.004
EBAG9	0.721333333333333
LOC100101267	-0.6225
UROD	-0.364666666666667
ARL9	-0.6595
PDE2A	-0.293
TUBB2A	-0.248
RPL36	-0.07
ASPM	-4.92164285714286
RBCK1	-0.414
AFF2	-0.0318333333333333
STARD6	0.0988333333333333
ZDHHC8	-0.293
EXOD1	-0.2659
PLXNA2	0.254583333333333
ACTL6B	0.1025
ANKRD41	-1.033
IL2RA	1.791
PNRC2	1.034
DENND2C	0.1735
STXBP5L	-1.912
TBCC	0.034125
NSF	-0.1685
KCNJ1	0.303333333333333
KIF2B	0.17225
KRT73	1.0305
C7orf47	-0.70275
NFASC	0.434166666666667
SFRS15	-0.396
CLCA4	2.2805
ZNF597	0.582
SCGB1D1	4.0445
LONRF3	-1.36525
OR2J3	0.293
SMURF1	-0.483875
C14orf102	0.61975
HNRPDL	0.8681
ANKRD39	-0.48475
BTNL8	-0.40625
CSTF2	-1.51975
CABP4	0.22
TMEM95	-0.059
HTR1F	0.2045
SCPEP1	2.775
PRSS12	-0.425875
SLC28A2	2.2375
INHBA	-0.61
RP11-298P3.3	1.07825
UGDH	-0.229666666666667
SLC36A1	-0.02475
PLCB1	0.147666666666667
SEPP1	1.87333333333333
SRXN1	-0.578125
LOXL2	-1.13825
SERPINA7	-5.57233333333333
LOC201229	1.98175
CHRNA1	0.2765
DENR	-0.807
RARRES2	1.01
SENP2	0.261625
XPNPEP1	-0.298375
PCGF5	0.61205
HIST1H1T	-0.1575
CDK5RAP1	-0.4265
PRKG1	1.7585
RASGRP1	-0.677
CFI	0.786833333333333
KIR2DL3	0.2155
FOXRED2	-1.70414285714286
FABP1	-6.77025
TRIM7	-1.7555
CYP20A1	0.0603636363636364
CYTL1	-1.61325
SORBS1	2.93733333333333
PEA15	1.57314285714286
GUCY1A2	0.00633333333333334
ZSWIM2	-0.21
PH-4	0.417625
PACSIN1	-2.07575
LOC152586	0.257
UMODL1	-1.2705
KREMEN1	0.06825
FLJ35773	3.9655
RFPL4B	0.10275
SNAP23	1.62775
STXBP6	-1.68775
C6orf115	-0.7445
ZBTB33	0.953
CHST9	1.8665
MGA	-0.2555625
FAM128B	-0.7521
GPR4	2.20216666666667
KIAA1957	-0.691
GSTK1	0.734333333333333
CLCN5	-1.352
FBXW5	-0.80025
FUSIP1	-0.5335
MAG	-0.4965
FLT3	2.57633333333333
STRA8	0.0575
SERPINB4	-3.764
JMY	-0.287166666666667
DLK2	1.22666666666667
ZNF451	0.0188
HES6	-2.69775
FGF9	-0.6655
VNN1	-0.369333333333333
SRPK2	0.5272
ALDH3A1	0.1345
CDX4	0.1645
SPG21	-0.1755
ZNF302	0.5757
DOK3	-0.5495
GRIN1	-0.110785714285714
OR1A1	-0.0243333333333333
CALU	-1.636
ANKFY1	-0.3915
C9orf84	-0.4425
CLEC2L	-0.44025
LIMCH1	1.66516666666667
RWDD1	0.222666666666667
VHLL	-0.559
SLC18A2	0.853
UPK3A	0.943666666666667
FIP1L1	-0.27325
LENEP	-0.1965
RHOB	1.425
RIBC2	-1.37825
GNPNAT1	-1.32475
TBC1D10C	-1.13725
MMAA	1.276
INTS9	-0.006
HOOK2	0.525
CCNG1	0.0561666666666667
CCDC144B	0.782
MTMR7	0.118
NEU4	-3.82216666666667
HADH	0.634375
CCKAR	0.22
TMEM173	0.973
AFAR3	0.3655
PTH2R	1.945375
IFI30	-0.1565
GLUL	1.2599
TMEM71	1.84916666666667
C20orf165	-0.32
BFAR	-0.437375
ZNF14	1.51225
KLHL8	-0.0825714285714286
PPIL2	-0.715833333333333
CTA-126B4.3	-0.0733333333333333
C5orf37	0.212625
SLC27A4	-0.262
KLHL22	0.276625
GJB2	-1.4431
HSPBP1	-0.453875
PRKD1	0.705
SOX8	0.00587500000000001
KIAA0195	-0.0181666666666667
MICALCL	2.311
ICAM1	-1.176125
C10orf126	-0.649
SIX4	-0.147
BCL2L1	0.005
CD19	-1.62283333333333
RAPGEF3	2.02283333333333
KIAA0974	-0.3005
MAPK3	0.1415
OR10A3	0.671
MAP2K1IP1	1.7305
STK4	-0.826333333333333
CHIC2	1.5118
DLX5	-1.17516666666667
ZNF367	-1.8755
FBXO41	-0.92725
ADK	-0.148625
hCG_1995786	-0.5515
GTPBP10	-0.191125
TGOLN2	0.9375
CTBS	0.693333333333333
FGD1	-0.367
ETS1	-0.567666666666667
EDC4	-0.506375
GSTA3	1.21675
HOXB6	-0.4135
C9orf131	-0.0325
BCAS1	0.601
U2AF1L4	0.392
PDHA2	0.310166666666667
SORD	-0.254
SLC25A33	-0.613
WDHD1	-3.26075
OR8K5	-0.0415
RNASE11	-0.47
STAP2	0.432
TRIM44	-0.0998
CHCHD8	-0.702
SIDT2	1.12333333333333
OR2B3	0.119
TRRAP	-0.5195
TRAF1	-0.441083333333333
RYR2	-2.50125
FAM71B	-0.442833333333333
SLC45A4	0.895
TRIM32	-0.048625
ATP6V1G1	1.54125
TRA16	-0.398125
SERHL2	1.6395
PRKY	-0.482
NPR2	0.097
TAS2R40	-0.19525
OR5I1	0.289166666666667
ZFYVE26	0.518833333333333
WFDC11	-0.5265
CSH2	-0.0885
OR2T8	0.98325
TBX20	0.0605
LYPD5	1.94316666666667
STOML2	-0.7965
ALPI	0.087375
FAT3	-0.094125
ZNF273	-0.2775625
NPSR1	0.0105
FLAD1	-0.565
RAB5C	-0.515125
TTLL3	-1.242125
KIAA1618	-1.11833333333333
NPPC	1.4105
ZEB2	0.4271
MRP63	-0.0885
WSCD2	1.27625
NEUROD4	0.13325
SNAPAP	0.49375
MTMR2	-0.674529411764706
STK35	-0.628375
USP48	-0.333125
NR1H4	-3.81475
RASL10A	1.9555
SSTR1	-0.568
C1orf35	-0.38325
APOBEC3C	-0.082
RUSC2	0.7575
SALL4	-4.0835
ZCCHC8	-0.279
RAD17	0.0115
ZNF708	0.646166666666667
LILRB5	1.79
TEX12	0.299
C9orf79	0.0435
ARHGEF1	-0.412166666666667
ABCA4	2.392
RNF214	-0.19175
PPAPDC2	1.157
ARID4A	0.845333333333333
SYCP2	-0.051625
OPRM1	0.2925
RP13-102H20.1	3.9235
CYP26B1	0.0171666666666667
APCDD1	2.27133333333333
PCCA	0.72225
ALS2CR7	0.667
AQP5	2.19233333333333
YLPM1	0.013875
PRKAR1B	-0.799
IL16	0.6679
TCF3	-1.356
ZSWIM7	0.4635
SERPINE1	-2.5102
BAI2	-1.1395
SMC5	-0.105214285714286
SMN1	0.0918333333333333
SLC13A5	-2.693625
POU2F3	2.08575
BACH1	0.053
GMCL1L	0.0336666666666667
PPP2R2D	0.26525
LRRC51	1.17416666666667
EDARADD	2.1125
LRRC3	-0.2875
FAM124B	-0.02875
C20orf70	0.0525
LOC285735	-1.2805
CTBP2	1.5097
ZMYND11	1.4855
CDH23	1.40083333333333
OR1N1	-0.268
LOC400590	0.132
PDK1	-2.233875
LMTK3	0.2865
USHBP1	1.631375
ZFYVE21	1.2935
hCG_21078	-0.0435
OAF	-0.975375
WDR41	-0.694
SPINK6	-0.343
GDEP	-0.7745
MEG3	-0.7599
OXSR1	-0.569428571428571
RAD51	-4.355
RPL13A	0.36725
DYRK1A	0.5269
FLJ25791	2.4625
SARDH	-1.0266
RBBP5	-0.6265
ORC2L	-1.8535
NCAPH2	-0.907666666666667
RNASET2	-0.416
WDR79	-1.09233333333333
FLJ39779	0.122
C3orf1	0.12225
DDX23	-0.178
MGC40574	-0.22075
MORC4	0.616
MYRIP	2.70245454545455
LY6E	0.16475
SLC39A11	0.822375
ATP12A	-0.169
AUP1	-0.63075
PIP	5.94025
CORO7	-1.266
PITPNM3	-0.7735
ENPP1	0.5665
PPP1R1C	-2.17466666666667
NRBP2	0.163875
KCNE2	1.2595
P2RX4	1.1925
CCND2	-1.35557142857143
OR5T3	0.4825
CUL4A	0.0258333333333333
CFB	0.12775
PCP4	-2.19766666666667
HEMGN	-5.81366666666667
UBIAD1	-0.1795
CDC42BPB	-0.7917
CYB561D1	-0.0525
RIMS2	-1.003125
ZNF488	0.4505
RNMTL1	0.03925
SART3	0.0398333333333334
CAPN10	-0.895
CCR5	2.78316666666667
APOA1BP	-0.4675
NDUFS5	-0.706
PDLIM3	3.5508
VPS24	1.3839
SCN8A	-0.48375
C1orf67	-2.26616666666667
MRCL3	0.837833333333333
TMEM145	-2.01525
KCTD16	1.01
RNF149	0.603
FDXR	-1.4455
CDCP1	1.038
PAX3	-3.3741
LASS4	0.84475
HSD17B8	0.5115
YAP1	0.451
NNT	-1.57925
SC5DL	1.60325
DKFZp566H0824	-0.0555
KSR2	1.58516666666667
RAD21	-0.317333333333333
ST8SIA2	-0.23875
L3MBTL3	0.19475
SNRPB	-1.40625
MGC14425	0.231
MIF	-1.088125
TAPT1	1.292
IRF8	1.4481
PRO0132	0.917
HERV-FRD	-0.3855
ACD	-0.7505
BCL3	-0.3085
SPATA13	-0.089
MRLC2	0.874375
F2RL3	0.0145
CFHR3	4.213
DUSP15	-0.244333333333333
TMEM46	2.062
SF3B4	-0.345333333333333
MAP7D3	-0.81375
STELLAR	-0.548
SEMA5A	1.8024
H2BFS	-1.74725
LRRC28	0.238666666666667
MORN2	0.4275
XYLB	-1.188375
WDR21C	-0.42
HIATL1	-0.35
ADAMTS10	0.1205
WDR55	-0.2655
MFSD5	-0.103833333333333
OR4N2	0.189
DUSP16	1.12061111111111
NLGN4Y	-0.3861
INHBC	-0.059
NUMA1	0.80875
DEFB123	0.014
GIPC1	-0.44675
MGC27348	-0.5925
FLJ33590	0.2675
FZD1	2.042
MKL1	1.0965
SAA2	4.1015
C1orf94	-1.817
C7orf28B	0.0405
TMEM185A	0.6203
ZZZ3	0.495
C16orf5	-0.129166666666667
GALNAC4S-6ST	1.72
C1orf186	2.892
IGFBP4	0.998333333333333
NDUFA10	0.891333333333333
CLIC2	0.54
RNF13	1.2845
GPR103	-0.24725
CD69	-1.133
MYOZ1	2.7735
IFNB1	-0.428
CLNS1A	-0.7165
CXorf45	-0.4645
ZXDB	1.085
FUNDC2	0.42825
GPA33	-0.847
C9orf70	-0.20775
SLC2A9	0.43675
LOC126520	-0.1245
MAGEB1	-0.78425
LCE2A	-0.7515
C18orf34	3.3885
FMNL2	-0.515
KRT85	0.09275
CRYGA	-0.0605
GEM	1.56625
THAP6	0.1323
ALKBH3	0.764333333333333
TM6SF2	-0.11875
C20orf82	4.90425
RANBP2	0.118
LIG3	-0.3807
RETSAT	0.755625
OR8S1	0.3505
CAST	-0.259
TGFBI	-1.21
C15orf37	-0.201125
PGM3	-1.195
SLC4A11	-0.62675
FAM123C	-0.027
TAOK1	0.28375
CISH	0.392125
OGDHL	-3.25725
SPINT2	2.143
ZNF33A	-0.044
CLDN18	-0.228
RNF128	2.05175
CCDC71	-0.16
RASSF6	4.02283333333333
HSPG2	0.4285
ATP6V0E1	1.10575
ABHD6	-0.54175
CD274	0.182
GCNT1	0.65175
NT5C1A	-0.215
TM4SF5	-4.23675
C21orf58	-2.09633333333333
SUCLA2	0.52175
RFTN2	2.2335
SCNM1	-0.2595
SLC9A10	0.7075
FUNDC1	0.25975
SLC35F4	-2.81375
AMD1	-0.8045
COL6A6	3.41175
OR4K2	0.017
TRIB2	-0.735666666666667
LOC91461	-2.458
GHSR	0.2635
ATP8B1	0.648375
C1orf78	1.61116666666667
RNF183	1.84066666666667
STX4	0.0416
TPPP2	0.231375
MYBPHL	-1.4545
TXNDC6	0.1226
C9orf47	0.9895
FAM137B	-0.013
FANCB	-2.249
C11orf9	-2.145
DPY19L1	-1.075625
VDAC2	-0.266166666666667
VHL	-1.19525
LMBR1	-0.06475
C8orf44	-0.10575
ZPBP	0.81425
FGF23	-1.5865
C21orf67	0.292
PCNT	-1.146875
BCKDHB	1.4828
GALNTL5	-0.11075
BET1	-0.1965
ARL13A	-0.5035
HDAC6	-0.4705
N4BP3	0.620333333333333
OTOP1	-0.118333333333333
TTC30A	1.8155
CRISP1	0.221
KRT32	1.498
VSTM1	-0.0815
ZNF622	-0.26825
POLR3B	-0.1847
DNAJC10	0.1145
C12orf54	3.1875
ADIPOQ	3.9755
RIT2	-0.14325
CD44	-0.4036
ABCA3	-0.049125
RPS17	-0.13225
FEZF1	0.0395
PCDHB15	0.16075
KCNMA1	0.73
CCDC116	-1.947
C15orf27	-2.275
NARG2	-0.1494375
ITGA5	-1.48525
MEFV	0.299
TUT1	-0.699375
LOC541473	-0.3065
NMBR	1.607
GLT1D1	-1.72133333333333
ABCB7	-0.1295
PFKP	-2.09181818181818
C9orf91	0.8398
LRRC41	0.2605
C1orf85	0.0848333333333333
ATP5F1	-0.551875
STOX1	1.8215
GFOD2	0.1135
SLC25A3	-0.431375
ZNF646	-0.1485
ZAR1	-1.0325
OSTbeta	-2.6325
GALNT3	3.38925
IFT122	0.168166666666667
LDB3	0.5159
GARNL1	0.2085
HOMEZ	0.0313333333333333
LRRC6	2.5825
ANGPTL5	1.2555
UBAC1	-0.78925
DLEU7	-0.42925
RPL19	-0.1785
TOP1MT	-0.949
LOC643641	0.637
MBD3L2	-0.402
NTSR1	0.157166666666667
WISP2	0.29975
GPSM2	-0.708625
RDH10	0.5363
PRKCG	0.346
HIST1H4J	-0.367
MON1B	0.0411
MLF1IP	-3.336
ZNF446	0.316875
COL4A5	0.6497
SLC26A1	-0.183642857142857
RGN	0.622375
CCNB1	-3.98325
C9orf165	0.08725
CCDC28B	-2.11975
CCDC97	0.88475
FGR	1.447
MSRB3	1.4006
EPN2	0.51125
COX15	-0.256666666666667
KCNK6	-1.38
XK	-2.93275
GDA	-4.753875
HEPH	0.25475
THRAP3	0.319375
MET	0.1685
PHYHIP	1.694
LYAR	-1.47966666666667
ING3	0.8215
AK7	-0.94675
CCT8L2	-0.12425
COPS7A	0.177833333333333
WSCD1	-0.11575
RNF185	1.335875
TNS3	0.2635
KNDC1	-0.7645
RWDD4A	0.622166666666667
MED13L	1.1337
ZFYVE1	0.5325
C7orf44	-1.166
MRPL1	-0.1805
STGC3	-1.7585
TEAD1	0.602333333333333
RPL7A	-0.251428571428571
ARL6IP1	0.1056
C1orf178	-0.725
CTAGE5	0.49225
TMEM184A	-0.286
SLC25A14	0.24925
CACNG5	-0.06375
ATXN10	0.3226
ECH1	0.0664
CCL22	0.21175
CYP2F1	-2.08316666666667
GADL1	0.1385
TMEM19	-0.5622
RUNX3	0.71475
EFNB1	0.522
LIPN	0.091
ACSM3	-2.762
SIGLEC8	0.810333333333333
ASCC3L1	-0.426
NOL8	-0.456625
RELT	-1.8795
Magmas	-0.751
PPP1R15B	-0.0157
C11orf2	0.585
VKORC1	-1.06866666666667
MGC26647	-0.0075
TRPM6	0.908916666666666
UGT2B7	-3.9475
FEV	-0.1675
FOXK2	-0.8099
PDCD5	-1.2035
SLC8A1	2.0363
DGUOK	-0.448333333333333
CLDN16	-0.1325
GAGE1	-1.4925
RBM17	0.3711
C1QTNF3	0.046625
VGLL3	0.328666666666667
UNQ5830	0.292
CD1A	-2.8805
SCGB1C1	0.5895
SUPT4H1	0.034375
TRAF5	0.074
ASAHL	1.130125
FAM73A	1.4865
OR6B1	0.121
WHSC1	-2.10845
GFPT2	-0.40225
LOC339809	0.09375
STARD5	0.251833333333333
SIP1	-1.3365
DNAJC15	0.017
STAU2	0.0661875
FAM98A	-0.832
RAD23B	-0.1504375
LRRC33	-1.155
CHRAC1	-0.39025
C21orf89	0.19125
C19orf43	0.2615
KLK8	3.3455
CCNE1	-2.9825
PKDREJ	1.31733333333333
SSU72	-0.00325
C17orf73	-0.066
GPR78	-0.3475
WHSC1L1	0.4857
GSTA2	1.04825
SMUG1	0.260166666666667
UFM1	0.8993
AP3M2	-0.441416666666667
USP14	-0.5175
FBXL14	1.26583333333333
DSTN	1.90975
SFRS14	-1.3955
FBXO31	0.0488333333333333
C12orf40	-0.44675
FRS2	1.0495
NR2E3	0.0735
TUBB2C	-1.053
GMPR	-0.965166666666667
C9orf139	-0.5645
ING5	-0.363142857142857
LOC730092	0.033
ORM1	-4.66875
RP11-11C5.2	-1.2855
HSPD1	-1.582
PIWIL3	-1.02675
C5orf13	-1.6601
OR5R1	0.0435
LCOR	0.877
PLEKHA9	0.034
CCDC43	-0.554
ZNF232	-0.26775
SLC6A7	-0.6805
ADH5	0.875666666666667
SHBG	-1.14366666666667
CROCCL2	0.284
PANX3	-0.0745
CDIPT	0.2725
SLC16A5	1.3825
TUBB	-1.6020625
TOR3A	-0.5152
PREP	0.0481666666666667
ENTPD8	0.0247857142857143
CHMP1B	0.6115
SYT12	1.4637
MYH6	-2.0282
MAP3K13	1.1365
KLHL30	-0.0501666666666667
LCMT1	-0.318375
EIF1AX	0.656083333333333
FOXD4L1	-0.0475
SLC24A5	-0.728
RNF166	-0.7611
TJAP1	-0.36625
TMEM156	-0.424333333333333
ZNF239	-0.06875
SNX19	0.5947
GKN1	0.4805
FCN1	1.5383
C1QL1	-0.459
ATP11C	-0.24975
ZNF35	0.25175
CARD8	0.282375
LIMD1	-1.26716666666667
KIAA0286	-1.357625
XRN2	0.1245
CD6	-0.637
TOX3	1.189
ZSCAN4	0.5285
RSRC1	-0.577125
COG1	-0.027
PTRF	1.1192
C16orf35	-0.603
FBXO24	-0.498
CHST11	-2.281
THRB	1.5884
MYBPC1	3.8835
RNF39	2.76316666666667
PSMD11	-0.59725
ALAD	0.705833333333333
EN1	-0.6015
SLC9A9	1.40775
GSTM4	0.5687
CDC42BPA	-0.438368421052632
RCSD1	0.0245
LUC7L2	0.0278
SPTBN1	1.1752
LOC146167	-0.142
BAT5	0.4043
ZNF452	1.07025
LSM4	-1.115875
SRP72	-0.4275
SGK269	-0.00424999999999999
MTX1	-0.518
CENTA1	0.1535
UNQ9433	-0.3255
ATR	-0.388666666666667
DDX49	-0.590833333333333
PAQR8	-0.917666666666667
C14orf174	0.43325
GBGT1	-0.3355
THAP1	0.95475
OR10K1	0.164
RASIP1	-0.213
DPYD	1.7068
DOHH	-0.587
C18orf45	1.24675
POF1B	3.2871
ZNF552	3.07775
USP32	-0.809125
MED27	-0.370833333333333
C14orf149	-0.836333333333333
PRDX4	-1.61233333333333
ABHD12	-0.4384
AGT	-5.8955
SLC22A14	-0.80675
C1orf58	0.544
PILRA	-0.78025
ABCF2	-1.018
C17orf85	-0.125
TKTL1	-0.67
FGF1	2.91175
IL6R	0.478666666666667
VPS25	-0.61625
CHRNB2	0.829125
COL7A1	-2.1374
LRRC48	3.10983333333333
SPG20	1.10908333333333
COX10	-0.0745
GCA	1.0405
ECEL1	-0.701666666666667
GLG1	0.2975
SRD5A2L2	0.21625
MUTYH	-0.854625
ZNF70	-0.12825
L2HGDH	-1.51625
GPATCH2	0.48825
ZNF655	0.0495
ZNF227	0.753333333333333
MCOLN2	-0.5985
NQO2	-1.41275
KCNQ5	-0.202
NEU1	0.3215
QRICH1	0.22475
ZBTB20	2.14166666666667
RPUSD3	-1.139
EPGN	-0.857
TSN	0.60975
SPRY2	1.29716666666667
LZTFL1	1.06025
GMFB	0.143
PBEF1	0.5828
HBG2	-3.12825
TMEM8	-1.6635
PALM2-AKAP2	1.225
NFYA	-0.414
FAM108A1	-0.003875
PBLD	1.023875
NRG4	-2.25925
PIGF	-0.12025
PTGER1	-0.0215
NOS2A	0.414
C21orf34	1.49683333333333
C21orf51	0.619666666666667
IL17C	-0.395
TRMT6	-0.519166666666667
ETV2	-0.100833333333333
CCDC109A	-0.2845
MYLK2	-2.888
ATP10A	0.294
DPH4	-0.66825
C5orf5	0.314333333333333
KCNA4	0.395
NMNAT2	1.27966666666667
GLYATL2	3.858
LSMD1	-0.442125
IL23R	-1.76275
NRF1	0.216
MUC15	2.65416666666667
PRDM12	-2.665
PAQR4	-2.01921428571429
RBBP6	-0.9369375
IFI27	1.80575
SKAP2	0.558833333333333
TAGAP	1.89575
TJP3	1.0865
C9orf61	3.5235
IDS	0.0167857142857143
PARG	-0.01325
LOC131149	0.4705
DYRK4	0.422833333333333
MICALL1	0.12575
GALR2	-0.624
GPBP1L1	0.780375
TBX21	2.95
KCNJ6	-0.762833333333333
GGN	0.30625
CASP5	0.658
RNF182	-3.6525
BRD4	-0.18725
DOK4	-0.529
SLC46A2	0.7625
SOX9	1.99175
ZNRD1	-0.335333333333333
PRR6	-2.5985
FAU	0.425875
DTNB	1.26616666666667
CARD9	0.00149999999999999
STS-1	-0.805333333333333
SLC4A5	0.084625
NSBP1	-0.66625
UGCGL2	-0.317916666666667
POTE15	0.5225
NOXA1	0.18775
RP13-347D8.3	2.692
SAMD10	-0.401166666666667
EP400NL	-1.72425
TCF21	-0.25925
AMELX	-0.011
JPH2	1.4951
SLA	1.20875
DLST	-1.12366666666667
SEPT12	-0.282
RGS20	-3.564
LXN	1.24233333333333
ZNF419	0.400375
UPK3B	-0.6665
RELL1	2.369
ESPNL	0.4695
KLHL21	0.93675
PI15	2.3295
C2orf61	-0.531
LOC407835	-0.648333333333333
RER1	0.297083333333333
ELAVL2	-0.097
MGC26718	-0.283
KLF2	2.511
TNFAIP8L3	1.231
TFE3	0.2945
C11orf17	-0.174875
15E1.2	-2.3435
SNRPC	-1.3605
DLGAP1	0.98675
PGLYRP1	0.06925
OVCH2	1.5015
IRF7	0.2958
SET	-1.0383
NAB2	-0.502833333333333
LRP5L	-0.432
FAM120A	-0.158375
ASCL2	0.4385
SHH	-0.492
ATP5H	-0.618166666666667
THPO	-1.03716666666667
TYRP1	-4.48366666666667
HIST1H3E	0.109166666666667
EIF2S1	-0.570333333333333
TNFRSF17	0.238833333333333
TARSL2	0.5795
NKX2-8	0.44725
C1orf115	2.25875
LOC56964	0.046
KIAA0841	-0.3035
ISCU	1.533
TTMA	-0.0725
ZNF414	0.1975
LOC441150	0.4975
RAB15	0.6505
HBP1	2.34616666666667
TNNT2	-0.981333333333334
CECR5	-0.8105
PHGDH	-1.4125
JRK	0.1471
XPO4	-0.811375
FAM131C	-0.0775
ARHGAP25	0.768166666666667
CA9	-3.73544444444444
GPR62	1.02483333333333
TLX1	-0.519
GPS1	-0.52325
OR2M2	-0.2265
BDP1	-0.144071428571429
FAM70B	0.0295
RPS29	-0.315
MKLN1	0.0490999999999999
TSPAN19	-2.03175
SLC29A3	0.3817
LGALS4	0.285
USH2A	0.00883333333333336
NF1	0.507
APOBEC3A	0.1275
IMPAD1	-0.0603333333333333
OLR1	0.836666666666667
NRAP	0.305
HCFC1R1	0.059
TAOK2	0.0226666666666667
MCM10	-4.95216666666667
MAP4K3	0.582916666666667
CBS	-2.860875
CLK3	-0.4964
PCDHGA5	0.1355
ELF4	-0.31525
FAM71A	-0.04325
C11orf49	-0.0165
CLIP2	-0.67225
BTBD9	1.19
ZNF524	1.15475
KDELR1	-0.305333333333333
ZNF509	0.6205
NCSTN	0.5205
ZNF533	0.714071428571429
PARP4	0.031875
GALNT9	-0.473333333333333
NPY	-2.63625
BEGAIN	-0.946166666666667
TMEM77	0.588333333333333
FOXRED1	-1.568
SLC16A2	1.613
SLC35B1	-0.7895
GK5	0.018
SDCCAG10	-0.63125
C4orf20	0.937
SLC9A2	-0.1855
ADD1	0.434
TAL2	-1.37183333333333
ACLY	-0.372625
DNAJC1	0.162
SOST	-1.763
USP43	1.575
CYP4F12	-0.64575
FKBP5	0.986625
CHCHD5	0.0696
NUDT22	-0.44325
CCDC85B	-1.248
OR51G2	0.039
STRN3	0.486642857142857
TMOD2	0.78525
FLI1	0.90925
MAB21L2	0.128833333333333
DGKQ	-0.234
VPRBP	-0.493
SCNN1B	0.5427
ECHDC3	2.4571
TMEM106C	-0.25575
CSNK2A2	-0.303
RPL39	-0.6525
HERC3	0.7438
ZBTB47	0.8505
ZNF681	0.641
PAGE2	-2.81625
CLIC5	3.24507142857143
RABAC1	0.6585
ZFHX2	0.29
YPEL1	0.908833333333333
KIAA0776	0.64325
NR1D2	2.237
DNAJC4	0.090625
NPNT	1.9814
ZNF677	1.608
ZNF536	-0.844
MEF2B	-0.453833333333333
PTPN4	0.076375
CTCFL	-5.8835
STX5	0.223333333333333
CD72	0.67575
VEGFA	-1.84631578947368
XRCC1	-0.0922
MAS1L	0.388
ELL	-0.1444
SETBP1	2.4615
CDH11	2.12083333333333
NDC80	-4.55653846153846
DMBX1	-3.547
NRSN1	0.305833333333333
BAT2D1	-0.291625
CDS2	0.775
C1orf212	0.121333333333333
SENP3	-0.3035
IL1F9	-0.2105
EEF2K	-0.313375
COG8	0.0995
CEP72	-1.43375
OR1L8	0.198
MUS81	-0.56275
PHYH	0.196875
GGT6	1.4535
C22orf23	-0.0199166666666666
C13orf33	2.738625
MAPK8IP2	0.68475
NELL2	-0.258
POU3F2	-3.35566666666667
ALPK1	1.695
MRPS18C	-0.655
RPLP2	-0.19025
FGF22	-0.8765
SPNS1	-0.803666666666667
ZFP1	0.00549999999999999
IL1RAPL1	1.1855
PCSK9	-4.146
NKX2-1	-0.143
C6orf189	2.4295
SP4	0.242
SLC11A1	0.5026
C21orf25	1.25583333333333
ICAM2	0.461375
SH3GL1	-0.959
GSK3B	-0.1145
RALB	1.24625
PDXP	-1.6045
GNGT1	-2.700625
KIR2DL1	0.316
TNFAIP3	0.304916666666667
C6orf32	1.8805
CBLN2	-1.12625
PANK3	0.472625
TAAR9	-0.087
WDR82	0.301571428571429
APOM	-3.211125
TRIP10	-0.355
SPATA16	0.3955
C1orf135	-3.44975
USP51	1.019
TESK1	0.81425
C11orf64	0.335
ZNF611	-0.13
PDE6G	-0.281666666666667
HLA-DQA1	3.023875
GCLC	0.613
SEC61A1	-0.394928571428571
TWSG1	0.607416666666667
ZMYND10	1.34175
CTDP1	0.021375
ADAMTS6	-0.853
SLIT1	-2.18925
KRT86	0.4985
KIAA0574	-1.228
GTPBP2	-0.5333
PQLC3	1.612
PRRX2	-0.138333333333333
C15orf44	0.343166666666667
MKKS	-0.570875
C11orf10	-0.72775
GPR110	0.98625
CD109	-1.488
ADCY1	-0.437833333333333
RHBG	-3.371
TP53I3	0.0751249999999999
SLC22A3	0.3262
UCP2	-0.54625
FOXG1	-2.3975
OR2AG1	-0.344
TRIM24	-1.20925
PROC	-3.963125
TAAR6	0.2025
AMTN	-1.489
C10orf47	0.3715
DEPDC1	-4.356
FLJ45557	3.277
ZDHHC17	0.37375
KIAA1429	0.889666666666667
KCNH1	0.26275
VNN3	0.14725
PSMAL	2.542
PPARD	-0.39275
HFM1	-1.42475
YBX1	-1.51666666666667
ZNF695	-3.3015
SCTR	0.165166666666667
DCDC1	0.3345
VPS26B	0.1143
