Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
PRKG1	1.14014285714286
RASGRP1	-0.057
CFI	-0.883166666666667
KIR2DL3	0.7115
FOXRED2	-0.860642857142857
FABP1	-6.01825
TRIM7	-1.532375
CYP20A1	0.733863636363636
CYTL1	-2.37625
SORBS1	2
PEA15	0.864571428571429
GUCY1A2	2.11816666666667
ZSWIM2	0.355
PH-4	0.449625
PACSIN1	0.0595
LOC152586	0.348
UMODL1	-1.693
KREMEN1	0.3335
FLJ35773	2.48625
RFPL4B	0.34
SNAP23	-0.117
STXBP6	-1.1305
C6orf115	0.982
ZBTB33	-0.012
CHST9	-0.48
MGA	0.338375
FAM128B	-0.5949
GPR4	3.60616666666667
KIAA1957	-1.61675
GSTK1	0.440166666666667
CLCN5	0.7345
FBXW5	-1.07925
FUSIP1	-0.410071428571429
MAG	0.8205
FLT3	3.26316666666667
STRA8	1.127
SERPINB4	-4.1195
JMY	0.160666666666667
DLK2	-0.623666666666667
ZNF451	-0.3213
HES6	-1.94525
FGF9	-2.1785
VNN1	0.0451666666666667
SRPK2	-0.4222
ALDH3A1	-1.97783333333333
CDX4	-0.539
SPG21	0.51475
ZNF302	0.6035
DOK3	1.251
GRIN1	-0.450214285714286
OR1A1	0.085
CALU	-0.1745
ANKFY1	-0.156333333333333
C9orf84	-0.066
CLEC2L	-0.69475
LIMCH1	2.07591666666667
RWDD1	1.0465
VHLL	0.1915
SLC18A2	1.5615
UPK3A	-0.0503333333333333
FIP1L1	-0.45325
LENEP	-0.1935
RHOB	2.09983333333333
RIBC2	0.74225
GNPNAT1	-0.5665
TBC1D10C	0.9775
MMAA	1.97975
INTS9	0.22175
HOOK2	-0.58625
CCNG1	-1.13066666666667
CCDC144B	0.8295
MTMR7	-0.187
NEU4	-3.38516666666667
HADH	0.494625
CCKAR	-0.241
TMEM173	1.359
AFAR3	0.38225
PTH2R	1.775875
IFI30	2.2955
GLUL	1.9311
TMEM71	0.441333333333333
C20orf165	-0.37225
BFAR	-0.40675
ZNF14	1.50875
KLHL8	0.951928571428572
PPIL2	-0.861
CTA-126B4.3	-0.440333333333333
C5orf37	0.053375
SLC27A4	-0.676833333333333
KLHL22	-0.50725
GJB2	3.0634
HSPBP1	-0.04275
PRKD1	-0.653
SOX8	-1.117375
KIAA0195	-0.743166666666667
MICALCL	3.09583333333333
ICAM1	-0.42925
C10orf126	4.0175
SIX4	0.0475
BCL2L1	-0.5267
CD19	0.2875
RAPGEF3	1
KIAA0974	0.36275
MAPK3	-0.055
OR10A3	0.475
MAP2K1IP1	1.3035
STK4	0.191055555555556
CHIC2	0.549
DLX5	-0.4655
ZNF367	-1.33325
FBXO41	-1.428
ADK	0.00962500000000001
hCG_1995786	-0.0538333333333333
GTPBP10	0.13975
TGOLN2	0.561625
CTBS	1.0245
FGD1	0.30025
ETS1	-0.0105
EDC4	-1.286625
GSTA3	-0.7865
HOXB6	-0.8365
C9orf131	0.119
BCAS1	-1.0335
U2AF1L4	0.592
PDHA2	0.0743333333333333
SORD	0.931375
SLC25A33	-0.3575
WDHD1	-2.01825
OR8K5	-0.0165
RNASE11	0.2875
STAP2	1.4625
TRIM44	0.0364
CHCHD8	-0.382
SIDT2	0.0855
OR2B3	0.402
TRRAP	-0.28525
TRAF1	0.777916666666667
RYR2	-1.8725
FAM71B	-0.553333333333333
SLC45A4	1.384
TRIM32	-0.24525
ATP6V1G1	0.04225
TRA16	-0.158125
SERHL2	0.51575
PRKY	0.2285
NPR2	-0.5315
TAS2R40	0.17025
OR5I1	0.391666666666667
ZFYVE26	0.232
WFDC11	-0.4635
CSH2	0.66425
OR2T8	0.096
TBX20	-0.2775
LYPD5	2.16133333333333
STOML2	-1.3385
ALPI	-0.032
FAT3	0.31875
ZNF273	0.0965
NPSR1	0.5715
FLAD1	0.0131666666666667
RAB5C	-0.445125
TTLL3	-0.786625
KIAA1618	0.406166666666667
NPPC	-1.0045
ZEB2	1.6207
MRP63	0.49075
WSCD2	0.30375
NEUROD4	0.457
SNAPAP	0.25175
MTMR2	-1.36752941176471
STK35	0.106375
USP48	-0.969375
NR1H4	-3.35675
RASL10A	0.717
SSTR1	-2.2695
C1orf35	-0.1245
APOBEC3C	-0.4255
RUSC2	0.155333333333333
SALL4	-2.6305
ZCCHC8	-0.23925
RAD17	1.206375
ZNF708	0.736333333333333
LILRB5	2.135625
TEX12	0.6485
C9orf79	-0.2325
ARHGEF1	0.0573333333333333
ABCA4	0.154333333333333
RNF214	0.2815
PPAPDC2	-0.57525
ARID4A	0.0213333333333333
SYCP2	1.336
OPRM1	0.34525
RP13-102H20.1	-0.798
CYP26B1	0.0728333333333333
APCDD1	1.64733333333333
PCCA	0.07925
ALS2CR7	0.3485
AQP5	0.931166666666667
YLPM1	-0.27825
PRKAR1B	-1.2458
IL16	0.9407
TCF3	0.072125
ZSWIM7	-0.37975
SERPINE1	-2.0942
BAI2	-0.73225
SMC5	-0.263428571428571
SMN1	-0.101
SLC13A5	-3.11
POU2F3	0.56775
BACH1	0.031
GMCL1L	0.472833333333333
PPP2R2D	0.9865
LRRC51	1.60833333333333
EDARADD	1.221
LRRC3	-0.0075
FAM124B	0.73275
C20orf70	0.175
LOC285735	-1.47766666666667
CTBP2	1.8296
ZMYND11	1.71575
CDH23	1.04166666666667
OR1N1	-0.266
LOC400590	0.909
PDK1	-1.3
LMTK3	2.505
USHBP1	1.4075
ZFYVE21	-0.07475
hCG_21078	-0.0225
OAF	-1.065625
WDR41	-0.42475
SPINK6	-0.55875
GDEP	-0.341
MEG3	-1.4005
OXSR1	0.0384285714285714
RAD51	-0.786833333333333
RPL13A	0.5175
DYRK1A	0.4736
FLJ25791	2.65775
SARDH	-0.3014
RBBP5	0.483166666666667
ORC2L	-1.04675
NCAPH2	-1.435
RNASET2	0.374166666666667
WDR79	-1.298
FLJ39779	-0.442
C3orf1	0.52475
DDX23	-0.49
MGC40574	-0.079
MORC4	1.723
MYRIP	1.70718181818182
LY6E	1.430875
SLC39A11	1.5825
ATP12A	-0.1675
AUP1	-0.92125
PIP	5.98375
CORO7	-0.969
PITPNM3	0.58
ENPP1	1.8575
PPP1R1C	-3.07233333333333
NRBP2	1.51675
KCNE2	2.8615
P2RX4	0.76125
CCND2	-2.1015
OR5T3	0.4575
CUL4A	-0.386666666666667
CFB	2.31225
PCP4	-2.48283333333333
HEMGN	-5.40116666666667
UBIAD1	0.2325
CDC42BPB	-1.0361
CYB561D1	-0.266
RIMS2	-1.445375
ZNF488	-0.52225
RNMTL1	0.57725
SART3	-0.5256
CAPN10	-0.885714285714286
CCR5	4.6315
APOA1BP	0.394166666666667
NDUFS5	0.00875
PDLIM3	2.7851
VPS24	0.3461
SCN8A	-0.396125
C1orf67	-0.906833333333333
MRCL3	0.300833333333333
TMEM145	-2.57525
KCTD16	0.127166666666667
RNF149	0.232
FDXR	-1.41175
CDCP1	1.93466666666667
PAX3	-2.8041
LASS4	1.5225
HSD17B8	0.4605
YAP1	-0.044125
NNT	-2.26575
SC5DL	0.25775
DKFZp566H0824	-0.527
KSR2	0.526833333333333
RAD21	0.598933333333333
ST8SIA2	-0.03575
L3MBTL3	-0.469375
SNRPB	-0.048
MGC14425	-1.26525
MIF	1.663625
TAPT1	0.3
IRF8	2.5124
PRO0132	-0.2635
HERV-FRD	-1.0335
ACD	-0.898833333333333
BCL3	1.4795
SPATA13	1.03525
MRLC2	0.4565
F2RL3	0.305125
CFHR3	1.8525
DUSP15	-0.250666666666667
TMEM46	0.0546666666666666
SF3B4	-0.208166666666667
MAP7D3	-1.123
STELLAR	-0.846
SEMA5A	-1.1116
H2BFS	-0.09975
LRRC28	0.5595
MORN2	0.715
XYLB	0.044
WDR21C	-0.0295
HIATL1	-0.19975
ADAMTS10	-0.027
WDR55	0.0695
MFSD5	-0.0186666666666667
OR4N2	0.46
DUSP16	0.264388888888889
NLGN4Y	-1.9051
INHBC	0.112
NUMA1	-0.445
DEFB123	-0.08125
GIPC1	-0.308
MGC27348	0.0755
FLJ33590	0.4095
FZD1	1.185
MKL1	0.275666666666667
SAA2	2.93975
C1orf94	-2.5765
C7orf28B	0
TMEM185A	0.55465
ZZZ3	0.417
C16orf5	-1.296
GALNAC4S-6ST	0.3855
C1orf186	3.56275
IGFBP4	0.164
NDUFA10	-0.0646666666666667
CLIC2	1.02
RNF13	1.208
GPR103	-1.08875
CD69	-0.64375
MYOZ1	1.249
IFNB1	0.185
CLNS1A	-0.78675
CXorf45	-0.07275
ZXDB	0.6755
FUNDC2	0.61475
GPA33	-0.30975
C9orf70	0.14675
SLC2A9	0.12575
LOC126520	0.0255
MAGEB1	-0.75475
LCE2A	-0.199
C18orf34	3.0875
FMNL2	-1.041125
KRT85	0.29475
CRYGA	-0.101
GEM	1.3885
THAP6	1.3988
ALKBH3	0.337166666666667
TM6SF2	0.304
C20orf82	3.76425
RANBP2	0.447166666666667
LIG3	0.7648
RETSAT	0.859
OR8S1	0.3965
CAST	0.55175
TGFBI	0.0947
C15orf37	-0.70875
PGM3	0.1685
SLC4A11	-0.941375
FAM123C	0.123333333333333
TAOK1	1.86
CISH	1.65875
OGDHL	-4.243
SPINT2	2.11666666666667
ZNF33A	0.4005
CLDN18	0.110166666666667
RNF128	2.044875
CCDC71	0.0265
RASSF6	0.986166666666667
HSPG2	0.112
ATP6V0E1	1.371
ABHD6	-0.22675
CD274	1.57
GCNT1	0.691
NT5C1A	0.0826666666666667
TM4SF5	-4.11625
C21orf58	-1.19733333333333
SUCLA2	-0.01625
RFTN2	3.0805
SCNM1	0.562625
SLC9A10	0.0575
FUNDC1	0.592
SLC35F4	-3.07725
AMD1	-0.33675
COL6A6	2.8245
OR4K2	0.1175
TRIB2	-0.905916666666667
LOC91461	-2.12875
GHSR	0.472
ATP8B1	0.734875
C1orf78	2.44733333333333
RNF183	0.557166666666667
STX4	0.2952
TPPP2	-0.740375
MYBPHL	-1.683
TXNDC6	-0.0978
C9orf47	2.4735
FAM137B	-0.063
FANCB	-0.6005
C11orf9	-2.392
DPY19L1	-0.88325
VDAC2	-0.325166666666667
VHL	0.88
LMBR1	-0.9115
C8orf44	0.65725
ZPBP	0.1825
FGF23	-1.246
C21orf67	0.85575
PCNT	-0.10175
BCKDHB	0.5498
GALNTL5	-0.0435
BET1	-0.28375
ARL13A	-0.5215
HDAC6	-0.5595
N4BP3	0.897
OTOP1	-0.0386666666666666
TTC30A	1.14575
CRISP1	1.1195
KRT32	0.1015
VSTM1	0.1605
ZNF622	-0.52525
POLR3B	0.1032
DNAJC10	-0.173875
C12orf54	2.4915
ADIPOQ	2.85566666666667
RIT2	0.236
CD44	-0.38715
ABCA3	1.2405
RPS17	0.039
FEZF1	0.5475
PCDHB15	-0.332
KCNMA1	1.23431818181818
CCDC116	-3.1365
C15orf27	-2.022
NARG2	-0.2241875
ITGA5	-0.56125
MEFV	0.865
TUT1	-0.677125
LOC541473	0.138
NMBR	-0.046
GLT1D1	-2.08216666666667
ABCB7	-0.3695
PFKP	-2.54827272727273
C9orf91	0.6833
LRRC41	-0.171833333333333
C1orf85	-0.0915
ATP5F1	0.58725
STOX1	-0.263125
GFOD2	0.1985
SLC25A3	-0.57025
ZNF646	0.3822
ZAR1	-0.91
OSTbeta	-0.9495
GALNT3	-0.24275
IFT122	1.55333333333333
LDB3	0.2112
GARNL1	0.0603571428571428
HOMEZ	0.101833333333333
LRRC6	4.91
ANGPTL5	-1.543
UBAC1	-1.46825
DLEU7	-0.541333333333333
RPL19	-0.028375
TOP1MT	-0.483333333333333
LOC643641	0.5065
MBD3L2	-0.413
NTSR1	-0.00916666666666666
WISP2	-0.83475
GPSM2	-0.172375
RDH10	1.224
PRKCG	0.061
HIST1H4J	2.4495
MON1B	0.206
MLF1IP	-1.32166666666667
ZNF446	0.331
COL4A5	-0.2695
SLC26A1	-0.0864285714285714
RGN	-2.56125
CCNB1	0.06575
C9orf165	0.37525
CCDC28B	-1.16675
CCDC97	0.644
FGR	1.853375
MSRB3	0.6708
EPN2	-0.1265
COX15	0.628333333333333
KCNK6	0.743
XK	-5.1585
GDA	-5.040125
HEPH	-0.845875
THRAP3	0.431
MET	-1.5155
PHYHIP	-0.4185
LYAR	-1.40583333333333
ING3	-0.809
AK7	-2.13275
CCT8L2	0.0655
COPS7A	-0.303166666666667
WSCD1	-0.89125
RNF185	0.518875
TNS3	1.7705
KNDC1	-0.523666666666667
RWDD4A	-0.069
MED13L	1.4041
ZFYVE1	0.237625
C7orf44	-0.878
MRPL1	0.7245
STGC3	-1.1605
TEAD1	0.058
RPL7A	-0.312214285714286
ARL6IP1	1.0747
C1orf178	0.3155
CTAGE5	0.238583333333333
TMEM184A	-0.299666666666667
SLC25A14	0.512
CACNG5	-0.1045
ATXN10	-0.4376
ECH1	0.4884
CCL22	0.5975
CYP2F1	-1.91133333333333
GADL1	0.3785
TMEM19	-0.2365
RUNX3	0.77825
EFNB1	-0.2915
LIPN	0.2815
ACSM3	-4.5835
SIGLEC8	1.559
ASCC3L1	-0.31275
NOL8	0.044625
RELT	-1.012
Magmas	0.1735
PPP1R15B	0.6724
C11orf2	0.01825
VKORC1	-1.16766666666667
MGC26647	-0.3665
TRPM6	0.471666666666667
UGT2B7	-4.791
FEV	-0.1925
FOXK2	-0.258
PDCD5	0.468666666666667
SLC8A1	2.6351
DGUOK	0.48
CLDN16	0.255
GAGE1	-1.8015
RBM17	0.2063
C1QTNF3	0.78875
VGLL3	0.0776666666666667
UNQ5830	0.125
CD1A	-1.7125
SCGB1C1	1.0525
SUPT4H1	0.156375
TRAF5	-0.5455
ASAHL	1.4785
FAM73A	0.446
OR6B1	0.137
WHSC1	-0.52145
GFPT2	0.5365
LOC339809	-0.1335
STARD5	0.776916666666667
SIP1	-1.2675
DNAJC15	-0.63475
STAU2	0.9771875
FAM98A	0.454375
RAD23B	-0.243
LRRC33	-0.1255
CHRAC1	0.01275
C21orf89	0.234
C19orf43	0.367333333333333
KLK8	0.7745
CCNE1	-1.919375
PKDREJ	0.590833333333333
SSU72	0.66675
C17orf73	0.084
GPR78	0.187
WHSC1L1	0.5852
GSTA2	-1.5665
SMUG1	-0.635666666666667
UFM1	0.4715
AP3M2	-0.286666666666667
USP14	-0.664625
FBXL14	-0.341333333333333
DSTN	2.954
SFRS14	-0.586
FBXO31	-0.6575
C12orf40	-0.56275
FRS2	0.5265
NR2E3	-0.04275
TUBB2C	-1.53175
GMPR	-0.915666666666667
C9orf139	0.233
ING5	-0.807785714285714
LOC730092	-0.178166666666667
ORM1	-3.2145
RP11-11C5.2	-1.368
HSPD1	-1.3928
PIWIL3	-0.165
C5orf13	-0.3531
OR5R1	0.488
LCOR	0.903375
PLEKHA9	0.151
CCDC43	-0.7025
ZNF232	-0.847
SLC6A7	-0.3895
ADH5	-0.497916666666667
SHBG	-1.14966666666667
CROCCL2	1.0175
PANX3	-0.236
CDIPT	-0.635
SLC16A5	0.3405
TUBB	-0.3435625
TOR3A	-0.7326
PREP	-0.067
ENTPD8	0.275142857142857
CHMP1B	-0.2345
SYT12	0.0801
MYH6	-1.7146
MAP3K13	1.2165
KLHL30	0.458833333333333
LCMT1	0.551625
EIF1AX	0.42025
FOXD4L1	-0.0945
SLC24A5	-0.023
RNF166	-0.8511
TJAP1	-0.70025
TMEM156	0.2875
ZNF239	1.84075
SNX19	0.7656
GKN1	-0.12375
FCN1	3.1122
C1QL1	-1.87325
ATP11C	0.010125
ZNF35	1.70825
CARD8	0.878625
LIMD1	0.066
KIAA0286	-1.78875
XRN2	-0.6805
CD6	1.02916666666667
TOX3	-0.27425
ZSCAN4	-0.679833333333333
RSRC1	0.41225
COG1	0.04725
PTRF	-0.1114
C16orf35	-0.51675
FBXO24	-0.74475
CHST11	-0.537
THRB	1.3666
MYBPC1	1.60925
RNF39	1.1245
PSMD11	0.43375
ALAD	0.8915
EN1	0.781
SLC9A9	0.90675
GSTM4	1.7415
CDC42BPA	-1.20457894736842
RCSD1	-0.20725
LUC7L2	-0.4934
SPTBN1	-0.7321
LOC146167	0.287
BAT5	0.6113
ZNF452	-1.176125
LSM4	-1.131875
SRP72	0.4006
SGK269	-0.20325
MTX1	-0.248
CENTA1	-0.03875
UNQ9433	-0.381
ATR	0.543333333333333
DDX49	0.107666666666667
PAQR8	-0.828833333333333
C14orf174	0.7675
GBGT1	-0.193
THAP1	0.13275
OR10K1	-1.096
RASIP1	-1.34483333333333
DPYD	1.4468
DOHH	-0.33225
C18orf45	1.13875
POF1B	0.3447
ZNF552	1.62875
USP32	-1.018375
MED27	-1.3275
C14orf149	-0.975166666666667
PRDX4	-0.162
ABHD12	-0.2622
AGT	-3.91975
SLC22A14	-0.066
C1orf58	0.79275
PILRA	-0.67375
ABCF2	-0.4625
C17orf85	0.3463
TKTL1	-0.69775
FGF1	2.06215
IL6R	0.7855
VPS25	-1.0955
CHRNB2	-0.31075
COL7A1	-2.3477
LRRC48	1.99783333333333
SPG20	-0.198416666666667
COX10	-0.46875
GCA	1.221
ECEL1	-0.354166666666667
GLG1	-0.2405
SRD5A2L2	0.283
MUTYH	-0.939125
ZNF70	1.0175
L2HGDH	-1.228
GPATCH2	1.4275
ZNF655	-0.87575
ZNF227	0.871333333333333
MCOLN2	1.57433333333333
NQO2	0.21125
KCNQ5	0.026
NEU1	0.937
QRICH1	0.50525
ZBTB20	0.578166666666667
RPUSD3	-0.2895
EPGN	-0.566
TSN	-0.512083333333333
SPRY2	-2.074
LZTFL1	1.066625
GMFB	-0.4845
PBEF1	-0.9258
HBG2	-3.231
TMEM8	-0.2435
PALM2-AKAP2	0.28
NFYA	0.97075
FAM108A1	0.639
PBLD	1.13375
NRG4	-2.68075
PIGF	-0.4905
PTGER1	0.14
NOS2A	-0.2385
C21orf34	-0.297666666666667
C21orf51	0.803
IL17C	0.179
TRMT6	-0.0968333333333333
ETV2	0.480833333333333
CCDC109A	0.68275
MYLK2	-2.1045
ATP10A	1.1839
DPH4	-0.6505
C5orf5	-0.106833333333333
KCNA4	0.280333333333333
NMNAT2	-0.7215
GLYATL2	0.97
LSMD1	-0.377875
IL23R	-1.41075
NRF1	-0.10975
MUC15	-0.907666666666667
PRDM12	-3.2415
PAQR4	-0.672428571428571
RBBP6	-0.8284375
IFI27	3.28825
SKAP2	0.1475
TAGAP	3.007
TJP3	1.4195
C9orf61	-0.21925
IDS	0.117857142857143
PARG	-0.29125
LOC131149	-0.1395
DYRK4	0.0685
MICALL1	-0.72525
GALR2	-0.072
GPBP1L1	-0.085125
TBX21	4.71925
KCNJ6	-0.118
GGN	0.434
CASP5	0.885
RNF182	-5.1555
BRD4	0.3835
DOK4	-0.8995
SLC46A2	1.38966666666667
SOX9	0.172
ZNRD1	-0.234333333333333
PRR6	-3.26775
FAU	-0.0765
DTNB	1.4
CARD9	0.443
STS-1	-0.814333333333333
SLC4A5	0.086625
NSBP1	-1.6075
UGCGL2	-0.154083333333333
POTE15	-0.4775
NOXA1	0.60775
RP13-347D8.3	2.50775
SAMD10	-0.400833333333333
EP400NL	-1.7295
TCF21	0.29125
AMELX	-0.092
JPH2	0.3278
SLA	2.115625
DLST	-1.54383333333333
SEPT12	0.49875
RGS20	-4.16375
LXN	0.946833333333333
ZNF419	0.9115
UPK3B	-0.552
RELL1	0.727
ESPNL	-1.2215
KLHL21	-0.322875
PI15	1.4925
C2orf61	-0.3865
LOC407835	-1.0685
RER1	0.254416666666667
ELAVL2	0.2875
MGC26718	-0.11575
KLF2	1.5465
TNFAIP8L3	0.80925
TFE3	0.04275
C11orf17	-0.860875
15E1.2	-0.992
SNRPC	-0.305
DLGAP1	-0.58275
PGLYRP1	0.265625
OVCH2	0.311
IRF7	1.3714
SET	-0.9835
NAB2	-1.06066666666667
LRP5L	0.83825
FAM120A	0.466
ASCL2	1.19966666666667
SHH	-0.49
ATP5H	-0.278333333333333
THPO	1.2965
TYRP1	-3.7965
HIST1H3E	0.633666666666667
EIF2S1	-0.651666666666667
TNFRSF17	-1.0165
TARSL2	-0.03
NKX2-8	-0.143875
C1orf115	1.66175
LOC56964	0.356
KIAA0841	-0.0425
ISCU	0.74
TTMA	-0.362
ZNF414	-0.042
LOC441150	0.889
RAB15	-0.0975
HBP1	0.3985
TNNT2	-1.29216666666667
CECR5	-1.26225
PHGDH	-0.669
JRK	-0.3393
XPO4	-0.29775
FAM131C	-0.137
ARHGAP25	2.1372
CA9	-3.62922222222222
GPR62	0.454166666666667
TLX1	-0.244
GPS1	-1.07975
OR2M2	0.253
BDP1	1.56207142857143
FAM70B	-0.186
RPS29	0.095
MKLN1	-0.1593
TSPAN19	-3.10525
SLC29A3	0.9182
LGALS4	0.295166666666667
USH2A	0.393666666666667
NF1	1.26366666666667
APOBEC3A	2.73216666666667
IMPAD1	0.573333333333333
OLR1	3.0075
NRAP	-0.715
HCFC1R1	0.741833333333333
TAOK2	0.118666666666667
MCM10	-1.94216666666667
MAP4K3	0.120583333333333
CBS	-2.69925
CLK3	-0.9333
PCDHGA5	0.444
ELF4	0.00162499999999995
FAM71A	0.00749999999999999
C11orf49	0.376
CLIP2	-0.68575
BTBD9	1.0254
ZNF524	0.736
KDELR1	0.467333333333333
ZNF509	0.554
NCSTN	0.4155
ZNF533	0.160928571428571
PARP4	-0.782375
GALNT9	-0.425166666666667
NPY	-2.75525
BEGAIN	-2.9535
TMEM77	1.86133333333333
FOXRED1	-1.157
SLC16A2	3.00633333333333
SLC35B1	-0.64025
GK5	-0.302416666666667
SDCCAG10	-0.4645
C4orf20	0.291
SLC9A2	-1.26625
ADD1	0.990714285714286
TAL2	-0.5975
ACLY	-0.545
DNAJC1	1.784
SOST	-1.0385
USP43	1.85916666666667
CYP4F12	-2.03375
FKBP5	0.74125
CHCHD5	0.0986
NUDT22	-0.48175
CCDC85B	-1.13925
OR51G2	0.374
STRN3	-0.0257142857142857
TMOD2	1.03225
FLI1	1.04275
MAB21L2	-0.519833333333333
DGKQ	-0.124
VPRBP	0.841833333333333
SCNN1B	-0.5357
ECHDC3	2.2574
TMEM106C	-0.74825
CSNK2A2	-0.934
RPL39	0.8205
HERC3	-0.1115
ZBTB47	0.764666666666666
ZNF681	0.42975
PAGE2	-2.129
CLIC5	2.96385714285714
RABAC1	1.26425
ZFHX2	1.5955
YPEL1	1.6925
KIAA0776	0.73175
NR1D2	-0.17625
DNAJC4	0.523375
NPNT	3.3881
ZNF677	0.0245
ZNF536	-0.461
MEF2B	0.214166666666667
PTPN4	-0.479375
CTCFL	-5.4815
STX5	0.1035
CD72	2.95
VEGFA	-1.02510526315789
XRCC1	0.355
MAS1L	0.405833333333333
ELL	0.2064
SETBP1	0.98025
CDH11	3.2745
NDC80	-1.60069230769231
DMBX1	-2.799
NRSN1	0.0993333333333333
BAT2D1	0.49525
CDS2	1.24366666666667
C1orf212	-0.6165
SENP3	-0.843375
IL1F9	-0.2795
EEF2K	0.21525
COG8	-0.29725
CEP72	-1.94025
OR1L8	0.316
MUS81	-0.4925
PHYH	-0.15925
GGT6	1.903
C22orf23	-1.172
C13orf33	3.182
MAPK8IP2	-0.93
NELL2	1.14
POU3F2	-2.373
ALPK1	1.93625
MRPS18C	-0.47625
RPLP2	-0.083625
FGF22	-0.5105
SPNS1	-0.696166666666667
ZFP1	0.1345
IL1RAPL1	-0.71375
PCSK9	-4.25516666666667
NKX2-1	-0.313785714285714
C6orf189	0.83025
SP4	0.327
SLC11A1	0.9204
C21orf25	-0.3355
ICAM2	0.4005
SH3GL1	-0.7525
GSK3B	0.612333333333333
RALB	0.312875
PDXP	-1.733
GNGT1	2.817125
KIR2DL1	0.5805
TNFAIP3	0.829666666666667
C6orf32	1.7678
CBLN2	-2.14675
PANK3	1.64575
TAAR9	-0.315
WDR82	0.9255
APOM	-3.080625
TRIP10	-0.05975
SPATA16	0.2765
C1orf135	-1.94625
USP51	0.709
TESK1	0.6915
C11orf64	-0.23575
ZNF611	0.7435
PDE6G	0.719166666666667
HLA-DQA1	4.01525
GCLC	-0.00525
SEC61A1	-0.0558571428571428
TWSG1	-0.282166666666667
ZMYND10	2.66375
CTDP1	-0.47175
ADAMTS6	0.518666666666667
SLIT1	-2.3645
KRT86	0.1025
KIAA0574	-1.1105
GTPBP2	-0.0227
PQLC3	1.8745
PRRX2	0.966166666666667
C15orf44	0.5475
MKKS	0.178875
C11orf10	-0.307
GPR110	0.312875
CD109	-1.25825
ADCY1	0.209666666666667
RHBG	-3.7855
TP53I3	-0.38925
SLC22A3	-0.4723
UCP2	0.6155
FOXG1	-2.95866666666667
OR2AG1	0.5005
TRIM24	-1.29525
PROC	-3.070625
TAAR6	0.217666666666667
AMTN	-1.0095
C10orf47	0.520166666666667
DEPDC1	-2.0395
FLJ45557	1.542
ZDHHC17	-0.1039375
KIAA1429	0.581166666666667
KCNH1	0.89175
VNN3	0.337125
PSMAL	1.00325
PPARD	0.21475
HFM1	-1.59975
YBX1	-1.61166666666667
ZNF695	-0.9455
SCTR	-0.423833333333333
DCDC1	-0.0545
VPS26B	0.1463
MTF2	1.05033333333333
ATP6V1F	0.01225
CCDC94	-0.6085
PERF15	0.188
CCL11	3.48125
LMO7	-1.347125
DCST1	0.408
ADRBK1	-0.1775
CDRT4	-0.14075
ZNF84	-2.02425
HOXD8	3.829
STARD8	-0.330333333333333
FOXP2	-0.625125
CCDC103	-0.31325
POLR3A	-0.09
GSC	-0.827166666666667
ZNF114	-3.03066666666667
HTR7P	0.108
LALBA	-0.079
RMND5A	0.0025
PSCD2	-0.4175
ZNF409	-0.2385
KRTAP1-3	0.0956666666666667
MAF1	0.21375
LOC201725	-1.41733333333333
NRN1	-2.45375
SPAG5	-0.838333333333333
DNAH7	1.65633333333333
FLJ43860	-0.0715
BRCA2	0.4915
ACADM	-0.552625
CXXC6	-2.41975
RAGE	-1.049125
CHMP2A	1.06875
FAM8A1	0.9815
GPR21	0.5215
SLC12A3	-2.739
FVT1	0.151642857142857
ZDHHC7	-0.351125
FLJ44048	0.678
SLC44A3	0.961
SDSL	-0.0833333333333333
MMP8	-0.558
PLA2G12B	-3.58883333333333
ACY1	0.195
MT1E	0.7705
OR4K15	-0.0895
TECTB	-0.1505
GPR20	-0.00925
IRAK2	-0.44925
RFPL3	-0.011125
MYO9A	1.05725
NARG1L	-0.28025
BLMH	-1.286125
CCDC3	2.84233333333333
C9orf21	-0.553833333333333
KIAA0513	0.540666666666667
MIER2	-0.1685
PNMA2	-1.42391666666667
SH3BP2	0.6741
ANXA10	-0.28
RTN2	1.09083333333333
TFB1M	-1.263
PRPH2	1.4715
C14orf133	-0.1
GOLGB1	0.98
IRX4	0.016
NFKBIL1	-0.334333333333333
C10orf62	0.11875
APBB3	-0.31275
RPS10	0.5527
LOC728378	-0.02825
TLE3	0.873722222222222
PSMB7	-1.32475
MESDC1	-0.7275
SLC6A1	1.38233333333333
OCLN	0.984916666666667
PTTG3	-1.65166666666667
NAGLU	-0.515
SERTAD4	2.47875
SPRY1	0.9105
FLJ10781	-0.84
MYSM1	-0.44475
TRIM4	0.0532142857142857
SH3YL1	1.273375
TREM2	3.7555
SERPINI1	0.39375
HDHD3	0.441
TMEM38A	0.12925
EID2B	-0.903
TDRD3	0.672333333333333
SEDLP	0.53175
THSD7A	2.8
NDST3	-3.321
KLHL15	-0.539333333333333
DHRS12	0.929
FBXO9	0.419
TNPO1	0.332166666666667
MRPL13	1.118
SNX5	-0.780166666666667
METTL6	-0.0185
SOD1	0.434
CHML	0.379833333333333
PACS1	0.47825
SIRT5	-0.0418
CAPN2	-0.218
FXYD5	-0.495666666666667
TWISTNB	-0.1625
LRFN1	-0.353
UBE1L	2.214125
UBE1C	0.386
OR51B2	0.39325
OR4D11	0.183
C15orf2	0.25
NR4A1	0.3085
LOC339047	-0.446
TRIM17	4.37225
