Hybridization REF	TCGA-AN-A0FL-01A-11R-A034-07
BIN2	-1.162
NACA2	-0.40925
CCDC17	-1.67325
HM13	0.0232
UBOX5	-0.11975
UBE2O	0.63625
UBL5	0.1305
APOLD1	1.069
C9orf31	0.56725
TNFSF8	0.5695
ARHGAP29	-0.14425
PROKR2	0.5975
PDE5A	2.52983333333333
C6orf12	0.02
TOM1L1	-1.0585
WHDC1	0.059375
FOXI1	1.36983333333333
RAB4A	1.5782
TMEM39B	-0.8805
ATPBD1C	-2.107
FARSA	0.127166666666667
PLEKHG5	0.98025
CMAS	-1.74
OR7E24	2.0305
SLC30A1	0.231
CDC42EP5	1.81033333333333
PLAC1	-2.45925
KLHL18	-0.854833333333333
LBA1	0.0289
TAZ	-1.3865
CRIP2	1.647
BTBD11	0.149333333333333
C16orf72	0.26325
DIO2	-0.7856
LRRCC1	0.172
CCDC136	-2.3185
PRX	0.00662499999999999
RBM5	-1.7127
TMEM85	-0.101625
TUBGCP4	-2.512
APLN	2.421
CDK7	-1.1465
SSR2	1.331
CRELD1	0.2145
C19orf46	2.221
GAL3ST4	2.09
KBTBD10	-0.57925
IL28A	0.84225
WDR27	-2.767
MCM2	-1.33283333333333
SOX14	-0.327
FLJ39743	0.00700000000000001
KIAA0922	-0.539375
HIPK4	-0.2995
FLJ25758	0.075
C16orf57	-0.50525
PDZD2	1.08725
MCC	-2.16925
HHLA3	-0.6164
ID2	0.995
C20orf23	1.64008333333333
ZNF688	0.471
APOC2	-2.36983333333333
LOC440093	0.54275
FAM50B	2.96433333333333
PWP1	-1.8955
DNAH10	0.11825
HIST1H2BA	0.005
GPR56	2.40266666666667
METAP2	-1.787625
PAN3	0.743333333333333
STXBP4	0.600375
PDHX	0.4065
MTA1	0.364333333333333
ZBED4	0.243375
ZNF720	-0.7755
CDK2	-1.112375
RHOJ	0.208125
CDC37	-0.7235
ZER1	0.791625
GRK4	-1.4265
PRPH	-0.782
POLR2A	0.179
OGFOD1	0.1155
NOL5A	-1.59425
PHEX	-1.0765
FLJ16478	0.0265
C20orf117	-1.3125
CAMTA2	-0.0620000000000001
C11orf74	-0.852666666666667
DDX17	0.642833333333333
C5orf27	0.788875
PLEKHA2	-1.4988
PDE4DIP	-2.4546
SCN7A	0.448
ZNF559	0.00283333333333334
CXCL10	3.00925
ZMYM4	0.0131666666666667
STK32B	-1.2814
KIAA0888	-2.1663
TACR3	0.9055
CKAP2L	-1.346
KIF1A	-1
RSPRY1	1.23125
VCAN	-1.20975
CYP27C1	0.2045
SYDE1	-1.587
MED12L	-1.13175
ZDHHC21	1.578875
NHS	-0.3095
TM9SF3	2.58366666666667
DDHD1	-0.52125
MAFG	0.339416666666667
BICD2	0.0555
C14orf119	-0.294666666666667
C14orf43	0.723357142857143
CDH7	-1.012
ALKBH5	-0.0264285714285714
JUP	0.705
TMEM41A	0.763166666666667
MAMDC4	-1.09883333333333
CBX3	-0.458875
LRRC18	0.0995
RBMXL2	0.173
PLA2G4D	0.5785
FGF13	3.325
KIF3A	-0.0976666666666667
PDIA6	-0.8095
DCXR	1.7625
CASKIN2	1.00766666666667
EHD1	1.46616666666667
MARCKSL1	1.00416666666667
ZNF496	1.0215
SCAF1	0.393333333333333
KCTD8	-0.989
TRAF3IP3	-0.826857142857143
LSR	2.04725
CXorf1	0.162333333333333
C14orf112	0.377
EIF2B1	-1.38475
OMP	0.469
GSTZ1	-0.127
LOC92017	0.62225
ISLR2	0.378
C12orf36	1.1245
GATA2	-1.8685
GABRA5	-2.045
CELSR2	-0.707428571428571
STAM2	1.1798
TNAP	-0.4905
PTPMT1	-0.271833333333333
GRP	2.9655
SV2A	-1.84416666666667
MAGEA12	-3.65575
CACNG1	-2.0215
C18orf19	-0.17475
GSG1	-0.3035
PTPRJ	1.58714285714286
FRMPD1	0.3145
ZNF668	0.30825
PLEKHJ1	-0.7335
ADAT1	-1.7331
TMEM50A	0.2154
UCN3	0.176
HOOK1	2.70025
IL17B	-0.6495
MLKL	-1.554
TTC14	0.428166666666667
KLHL5	-0.85725
CRYL1	0.519333333333333
FOXH1	0.304
NFYB	-0.835375
PPM1G	-1.14775
GOLGA2LY1	-0.963
NMT1	-0.543625
HADHA	-0.5958
CHSY-2	1.048
PLEKHF1	2.59628571428571
SAGE1	-1.9655
MUSTN1	-0.45825
SUHW4	0.1495
TFEB	3.07833333333333
ZFYVE27	-0.1605
ATG12	-1.12116666666667
BMI1	0.641642857142857
ZIM3	0.01
MYH4	0.313666666666667
MASP1	-1.17183333333333
KIAA0984	0.337
RPAP2	-0.35225
ASB5	0.2445
BOLA3	-0.6375
MIA3	0.413
KRT35	0.279
KIR3DL3	-0.4695
MRPL51	-1.45275
SEMA3F	0.306666666666667
NDUFB2	0.442166666666667
LOC253012	-0.85
FAM46C	0.9989
G6PC	-2.154125
CSAG3A	-4.53916666666667
PREX1	-1.861
SLC25A45	-0.002375
MAPKBP1	0.1139
CPE	-1.3994
GNB1	-0.067625
CXCR6	0.2615
TRIM46	0.311
C16orf3	0.706
HPSE	1.848375
TIGD3	0.477
SPG3A	2.05725
LCAT	-1.7205
ST6GAL1	0.153055555555556
POMC	3.78275
FLJ36031	-0.163666666666667
NSMAF	-0.7495
SKIL	0.694
ADSS	1.15383333333333
HMGCS1	-0.8342
POLR3F	-0.662166666666667
RAB10	-0.751875
ZNF277P	-1.023125
ZBTB7B	1.535
DHRS1	1.362125
ABCC13	0.0458749999999999
CNOT3	0.51425
NFKBIA	1.12475
GAK	0.0918333333333333
SFT2D2	3.1075
HOXA6	0.6075
CRTC1	0.51575
LY6D	-1.13666666666667
C20orf72	-0.188833333333333
CPT1A	1.5465
LMO1	-1.7755
EIF3I	-0.71075
PRB4	0.877
MCM3APAS	0.077
C20orf132	-1.1216
FOXF2	-4.61725
S100A12	0.67625
MLH1	-2.04783333333333
ACTN1	1.1699
MRPL36	0.0745
C20orf106	-1.4555
FBXO6	1.6535
MKS1	-0.600666666666667
CX3CR1	-2.367375
PDE1B	0.5625
PLP1	-3.478
KISS1	0.516333333333333
C14orf2	0.656666666666667
TBC1D3P2	-1.80725
COMMD6	0.5701
ANKRD7	-1.634
PTCHD1	4.419375
NARS2	-0.9
DOCK7	0.388375
FAM127B	0.08425
LOC390243	0.160833333333333
N6AMT2	-0.08125
ZNF391	-0.1955
DNAJB14	1.63916666666667
WRB	-0.065875
BPI	1.651
TTC4	-1.07866666666667
FAM10A5	0.37375
GOT1L1	0.643777777777778
MAGED1	0.841625
RESP18	0.18425
WFDC6	0.0115
MT2A	-2.3045
C11orf56	-0.1115
KIAA1432	-0.416
ROR1	-0.326125
HSD17B14	1.22783333333333
ZFAND2B	0.79875
SAMD4B	0.48875
HEXA	-0.098125
HNRNPU	0.647181818181818
USP39	-0.443625
NRD1	-1.59075
R3HDML	0.22825
FLT4	0.373
OMG	-0.236666666666667
OR52N4	0.727
LOC399818	-0.36325
ELA2	-2.3755
VENTXP1	0.3085
RFC5	-2.849
OR52L1	0.445
PAX5	-0.369
FBXO2	2.926
GMEB1	0.0585
AKT3	-0.499833333333333
CRB1	-0.634333333333333
CTTN	0.243166666666667
UTP15	-0.516333333333333
HSBP1	0.906583333333333
PHF11	1.29625
NDEL1	-0.8585
USP8	-0.684
BAIAP2	0.437
SI	0.4575
ARSJ	-2.2665
BAAT	-2.06
KCNS3	-0.6635
LOC126147	-0.552166666666667
TMEM37	-1.08875
C1orf162	1.596
MBD1	-1.0977
ITGAL	-1.01816666666667
WDR73	-0.379333333333333
GKN2	0.100833333333333
ARFGAP1	-1.464375
SLC5A8	6.7835
ZBTB40	-0.4826
CYP4B1	0.1465
LYPLAL1	0.03575
CHST3	0.60925
MAP3K9	0.4065
BTAF1	-1.50266666666667
TFAP2E	-0.244
RBM35B	0.94125
LOC441251	0.0826666666666667
ANKRD25	-0.708833333333333
UQCRC2	-0.0435
MAEA	0.6375
HYAL1	-1.9368
RNPEPL1	-0.273666666666667
CPSF2	-0.019625
PSD3	-1.5883
ABCA13	-0.163714285714286
AGR2	-4.39725
GBX1	-0.084
HDLBP	0.4425
ACY3	-0.37575
HECW1	-0.2425
ZNF519	-1.7225
HOPX	2.28125
ZNF304	1.171
OR12D3	-0.00599999999999999
FKSG43	0.00775
METTL1	0.39825
MFSD3	1.9155
PSPH	-0.91775
CLCA3	0.1195
DARS2	-1.78183333333333
CDC25A	-1.28833333333333
BAIAP2L1	0.64575
B3GNT5	1.901625
USP29	0.8515
ARHGEF10L	0.8631
ATOX1	-0.336375
ADAM30	0.19225
DNASE1	3.884
STT3A	1.33433333333333
RAB6IP1	-0.7695
PTN	5.3799
C1orf106	-1.34938461538462
HECA	2.052
RNF122	0.14475
SLC22A18AS	1.082
GNG8	0.310666666666667
ELP4	-0.94525
FAM65A	0.432166666666667
RPL10A	-0.7155
IRS4	0.4045
MACF1	1.333
SEC24D	-0.71825
LOC374395	0.80525
TGFB2	0.467875
MDFIC	1.519625
CHRNE	1.0805
PCMTD2	-0.750833333333333
ATP6V0D1	0.338333333333333
MTA2	1.08125
LZTR1	-0.662333333333333
RAP1A	0.1995
AXIN1	-0.898375
POLR1C	0.22375
TRIO	-2.59958333333333
PLXNA4A	-0.534083333333333
C5orf33	-0.355
DEPDC1B	-3.156375
ZNF473	-0.0855
MTM1	0.37375
GPR107	1.087
CSNK1A1L	0.1075
FLJ14154	-0.0505
NLRC4	1.5805
ENPP4	3.12866666666667
PADI3	-0.5665
RNF170	-1.353875
CG018	0.8295
C16orf7	0.16575
KCNE1	0.73125
NRM	-1.08516666666667
SLC37A3	0.4285
TPD52L2	-1.1535
UNC5B	0.58075
C12orf12	-0.238333333333333
SDHB	-1.705
CLRN1	0.261714285714286
NUDT10	-2.7275
UGT3A1	0.315285714285714
FBXW8	-0.772
RHOF	-0.724
PTPLAD1	-0.265875
MYO3B	-0.701
DERA	-1.7095
TPP2	-1.12425
C19orf53	0.714166666666667
GINS3	-0.85475
ST6GALNAC5	-1.2945
CHSY1	0.733
MGC15705	-0.3185
GPR83	1.63916666666667
EXT2	0.0335
DOLK	0.763
TUBAL3	-2.275
ACVRL1	2.0142
ABL2	-0.293416666666667
C14orf156	-0.345333333333333
PTPRZ1	0.83575
DIP2C	-0.652
LAMP1	1.50825
RXRA	0.2804
MAP3K5	-1.23075
ALKBH1	0.0618333333333333
PDLIM7	-0.639375
ARL14	-1.558
SNIP1	0.0148333333333333
TIMP3	0.284833333333333
RGS3	0.0308333333333333
SPAG16	-0.7673
ABHD4	0.204
ARHGEF12	0.503333333333333
GLUD2	-1.2505
RAC2	-2.5004
UAP1L1	0.254
SLC18A3	0.3185
YOD1	0.533166666666667
RALY	-0.06675
HMOX2	0.447625
DGKH	-0.40475
DBNDD2	1.11
YIPF4	0.48125
THAP10	-2.112
ZNF513	-0.069
HAGHL	0.2225
ITGB4	2.191
CCDC141	-1.308
YTHDF3	1.0335
C5orf28	0.998
RPL7L1	-0.371875
TMEM30B	2.13014285714286
ANKRD35	1.6705
DUOXA2	-0.4855
TBC1D5	0.1835
DFNB59	-0.833
HRH4	0.4085
MYO6	0.7466
DNAJA4	1.373875
RBM24	-1.86575
CEACAM20	-0.41675
RBM23	-0.797857142857143
NGFB	-0.1015
C1orf63	-1.1007
KRTAP7-1	0.1385
PERLD1	1.59075
NPB	0.879
C17orf59	-0.0265
HSPBAP1	0.01325
SLC15A4	-1.099625
PRTFDC1	-0.87025
OSMR	-0.639
CYSLTR2	0.1345
C19orf25	0.4671
KIAA1797	-0.473
NLRP6	-0.2565
FAM105B	-0.7442
SCRN2	-1.079
LRRC58	1.0672
RNF17	0.020375
NEIL3	-3.2585
FAM137A	0.336
SKP2	-3.2805
PARVA	0.308583333333333
PKLR	-1.421
RNF34	-1.400625
A3GALT2	0.2115
C12orf50	-0.6875
SUNC1	-1.87133333333333
FAM102B	-0.0451666666666667
CCT2	-2.058
LRRC37A2	-1.207
ARF4	-0.4075
SIKE	0.993125
C8orf48	-1.29033333333333
MBTPS1	-0.0187857142857143
GPSN2	0.4605
NCF2	1.351
SLC12A6	0.202
MRPL48	-0.34625
HMGN3	-0.6135
LRRC62	-1.0335
PAX9	-1.879125
FAM55A	1.491
C20orf42	-0.914833333333333
SCML2	-1.6872
BCL9	1.927
FAM40A	-0.12175
C9orf41	-0.112833333333333
ZNF774	0.372
LETM1	0.1395
PLXNB1	-1.51083333333333
NIPSNAP1	0.1365
USP10	-0.904
F9	-0.04825
LIPE	0.03825
CNGB3	0.449
C12orf52	-0.483875
PI4K2A	-0.537375
MED8	0.171625
STAT4	-0.8181
FGD4	0.982
RNF145	-0.750666666666667
WDR32	0.1639
CLDN2	0.83
TCEAL8	0.17175
ZMYND8	-1.0056
PDXK	-0.23384375
GATAD2A	1.31575
PTGES3	-0.8725
CCM2	-0.8435
TAP1	1.8685
ZNF670	0.38025
ETS2	-0.787714285714286
C6orf166	0.381333333333333
PRMT2	0.363571428571428
OR4B1	0.147
INTS8	-0.64
CCDC102A	-0.1665
CCDC83	-2.43233333333333
ITGA1	0.4506
EPHA5	-1.6479
FAM24B	-1.30233333333333
TSGA10	0.2475
HAL	-2.46433333333333
MYOT	0.50375
SPACA3	0.1735
BCL2L2	0.107333333333333
CUGBP2	-2.758
CCNB3	-0.68025
RNF113B	-0.08525
MERTK	1.2635
BAG1	0.29975
VPS36	0.4935
ORMDL3	0.8764
C1orf190	0.173
ZNF625	0.07175
CORO2B	-2.1115
ALOX15	-1.0275
CST1	-0.293
NUPR1	2.59666666666667
CCL7	0.5875
SMCR5	-2.592
DSC2	4.757
RBMS2	-0.2265
GRIK4	-0.531
TRIM65	-0.4428
TMPRSS6	-0.658928571428571
TP53INP2	0.47325
GLB1L	1.50066666666667
LOC388284	-0.325333333333333
PUS1	-1.6615
BCL9L	-0.0685
OLFM1	-2.56408333333333
RET	-1.99
MASTL	-2.795
ALX3	1.5915
IL1RL1	-1.1452
ZNF765	-0.805
C14orf138	-2.373
SNX10	-2.586
TAC4	0.4445
C1orf64	0.01275
POGK	0.31675
MAPK9	-1.13925
ZNF366	2.07975
C8orf79	-0.6139
CLDN7	2.588625
OR5AT1	0.1035
TRIM37	-3.4365
LRRC25	1.96725
GRHL2	3.3953
TEKT3	1.0155
LASS5	-1.21183333333333
ABCC4	1.72858333333333
DLG3	0.878875
VGLL1	1.513125
ZFP36L2	0.877
MFRP	0.761333333333333
KIAA1799	-1.001
FLJ44379	-2.4425
PCNX	-0.0575
ANXA9	-1.113
CYP4V2	-1.5633
PIK3C2A	0.48575
SRR	-1.528
NOL3	-0.039
IFITM2	0.3615
ARNTL2	-3.6335
ZNF595	0.3065
NLRP13	1.6905
ASPH	1.13
CPA2	0.2045
PVRIG	-2.01133333333333
LEPR	-0.4265
C16orf42	0.178333333333333
SH3BGRL	0.173
FAM77D	1.28216666666667
FNDC7	-1.959
C9orf6	-0.68
NOTCH2NL	1.1
PGBD1	-2.09833333333333
SYNGR2	1.15633333333333
PITPNA	0.2484375
PRPF4B	-1.057
SLC43A3	-0.837928571428571
NRBP1	-1.081
SLC25A22	0.567
ILK	-0.207875
SLC22A8	0.8045
MRPS7	0.119875
PITX2	-0.2235
FABP3	-0.63425
OR1L1	1.3145
LOC728215	-0.505
BLID	-2.0605
KIAA1217	1.25017647058824
TFPT	0.77975
AP4B1	-1.40775
VBP1	-2.11475
OR1K1	0.6395
MORC3	-0.39525
BHMT2	-1.70383333333333
C3orf10	0.400875
FZD7	4.0515
WFDC10A	0.2085
PMS2CL	-0.357875
CCDC32	-0.6615
FA2H	2.074
ALG13	-0.0765
TTLL7	0.6167
SPOCK3	0.1335
SLC13A2	0.847
AIM1	-0.539
GPRC6A	0.8985
EGR2	2.28275
MED11	-0.64525
WWC1	2.95125
SH3GL3	-3.6755
RIF1	0.788071428571429
PRLH	0.248
VLDLR	1.22
DBT	1.05775
C21orf63	-1.5775
CGGBP1	-0.469125
KRTAP12-2	-0.1045
TADA3L	-0.688375
ZBTB16	0.9695
PDGFB	0.248
RFX1	0.773375
UQCRB	1.353
LOC133874	2.1335
HPS3	-2.62625
LGALS3BP	1.4202
DKFZP564O0823	0.848
MRFAP1L1	0.26825
HOXA10	2.29616666666667
NGB	0.1125
KIF21A	1.21776923076923
IFLTD1	0.09
LZTS1	-0.85
ARHGEF3	0.23325
RHBDL3	-2.6135
CSNK1G2	-0.31
ChGn	2.848
KIAA1244	2.56566666666667
GABRB2	0.3595
MGC72080	1.8015
CD27	1.304
EGLN1	-0.27
PEX13	1.37175
RWDD3	0.1335
RNF12	-0.187333333333333
GRIN2B	-0.96
ADAMTS14	-0.781125
DYDC2	0.834833333333333
ATP6AP1	1.1576
NR1H2	0.986333333333333
PDK2	1.016
C3orf17	0.276666666666667
SLC38A2	0.551857142857143
SLC25A29	1.8095
C15orf29	-0.224125
ADAM9	-2.151
TMUB2	0.094375
GPR176	-0.5565
AGK	-0.79575
MCCD1	0.364
NDUFA4	2.2985
TMEM146	-0.83025
DUSP1	-0.00412500000000002
UNQ6975	0.4305
EMX2OS	0.975
INSM2	0.25625
LUZP4	-0.9385
SETD6	0.1055
P2RY2	-0.412
SLC45A2	-1.467
RABGAP1	1.34916666666667
UBXD5	-0.778125
GPRC5A	0.329
PAK3	-0.477
LOC63920	-1.406
TGFBR1	0.7294
KRTAP6-3	3.8165
SFMBT2	1.26125
CDC42	-0.19475
C11orf35	0.141
TTLL2	0.7015
UACA	0.665333333333333
CD97	-1.4643
SETD5	-0.285875
NINJ2	-1.94025
PTER	-1.19816666666667
POMGNT1	-0.04775
KRTAP4-2	0.163
ECGF1	2.1795
HRB	-0.782545454545454
ATP1B2	0.3495
LOC400506	-0.60725
COL4A3BP	0.5785
C6orf97	-3.51025
GRHPR	0.63575
TAS2R1	0.7205
SEMA7A	-1.72
EDF1	0.226
ODF2L	0.9441
PCID2	-0.619166666666667
GTF2H4	-0.4775
ZCCHC3	-0.678
CGB2	0.242166666666667
NEUROD1	0.191
C20orf75	-1.5935
RP5-1054A22.3	0.739
IFNA5	0.334
ZNF134	0.246166666666667
MGC119295	0.0593
ZSWIM6	-0.50225
SMEK1	1.41116666666667
PCGF2	0.12925
C1orf102	1.8495
CYP2A13	0.8695
KCNH6	-1.368
MDM1	-0.7246
ALDH7A1	1.29483333333333
C9orf75	0.31975
VDAC3	-1.199125
OR51T1	0.396
EIF3F	-0.992416666666667
KCNJ10	0.088375
LENG8	0.17
EDEM2	0.817916666666667
CCNJL	-0.198666666666667
DHX37	-1.1395
CRYGN	-0.19
AATF	-1.24175
ZNF630	0.929375
E2F5	-0.006
WFDC13	-0.54275
FTSJ3	-0.712166666666667
C4orf33	0.758
LHFPL4	-2.64625
C19orf56	-0.0355
SMAD4	-0.566625
AFM	-0.0865
G0S2	-0.2795
FCHSD2	-0.00250000000000001
RRP1B	-1.0236
EEF1B2	-0.6755
STAT6	0.664833333333333
ZNF195	0.0375
GNL1	-0.2455
ZNRF2	1.1355
PER3	2.45475
ASB16	0.80375
C10orf10	0.671071428571429
ADCY8	-3.15033333333333
C9orf58	3.08933333333333
ARMC10	0.5215
PSG1	-1.649
DHX34	-0.20125
VARS2	-0.195625
NFIC	0.24325
ITPR2	0.433
AGXT2	0.396
OR6K3	-0.033
H2AFZ	-0.534
MLLT3	2.00675
COX4I2	1.861
CCNT2	-0.50675
PLK4	-2.552375
NUMBL	-0.809
MED16	-0.3015
PLEKHQ1	0.19375
GOSR1	0.377666666666667
BTG4	0.68025
RPL30	0.883833333333333
IGSF5	-0.63875
IGFL2	-0.131833333333333
ELMOD2	0.248333333333333
SHC3	0.606833333333333
HAVCR1	-0.6685
DYNC2H1	-2.125
RNF5	0.134833333333333
C2orf7	1.068
NLF1	1.8045
KLHL25	0.58425
LRP10	0.7574
KRI1	0.31025
PUS7L	-0.524333333333333
MGMT	1.00675
HOXD1	-1.67283333333333
CSH1	0.6006
ATG16L2	-2.78025
FLJ44635	0.626
CHODL	-0.84375
EXOSC8	-1.48425
SLC28A1	-0.26625
MYO7B	-0.629
SEH1L	0.1547
MTNR1A	0.404833333333333
TSPAN5	0.583
CDC45L	-2.74333333333333
AMIGO1	0.184
ATAD3A	0.72025
OSGIN2	1.11883333333333
PDIK1L	0.179666666666667
DARC	1.10525
PIPSL	0.697
SHMT1	-0.81625
CRISP3	0.0425
POPDC2	2.58966666666667
ZRANB2	-0.2655
FBXL8	1.223
TRIP13	-2.93090909090909
EIF5AL1	-0.6005
POU5F1P3	-4.06416666666667
IL6	-2.826
CXorf38	0.346833333333333
IFNA16	0.264
FBXL2	1.347
BRD1	1.06625
STATH	1.62775
FBXO44	2.99583333333333
MCCC2	-0.423
CDC2	-1.5708
C5orf23	-1.54025
IVD	-0.417166666666667
C10orf122	-0.627
MSL3L1	0.2501
MVP	-0.661
EPOR	-1.6274
ZMYM1	-1.68466666666667
BCL7C	1.14866666666667
PSTPIP2	-0.7789
LYPD1	-1.811875
OR8G5	0.707
ZP3	-1.57566666666667
BCAS4	0.257833333333333
EDG6	0.796
ISY1	-0.02475
PRAMEF2	-1.24925
CUL1	-0.895625
RNF213	0.0751
CCRK	0.13325
DHX9	-0.372375
C13orf29	1.0565
NCKAP1	0.571
MRPL43	0.400714285714286
XPR1	-0.1985
PKN2	1.4155
PODNL1	-0.3925
ZNF333	0.20625
DALRD3	-0.6215
OPN1SW	0.609
BTBD6	1.00825
C11orf82	-2.442
OR5P3	0.465
DUSP11	-0.24225
L1CAM	-1.5215
NEK11	2.18316666666667
OR7E91P	2.002
CNTN3	2.4697
CREB3L2	0.75575
ZBTB37	0.9975
KIAA1324L	-4.0675
NDUFB10	0.416833333333333
NUDT2	-1.79275
GTPBP8	0.26375
CACNA1D	-0.85225
PRKAA2	1.464
PRDM8	0.0295
MGC16075	-0.7675
KRT14	0.164571428571429
PP8961	1.18275
MRPL18	-0.3055
ABCG2	-2.80575
PACRG	0.71825
BBS2	-0.244
KREMEN2	1.1005
FBXO21	0.09425
HNRPUL1	0.41625
GRB10	-1.10025
CLSTN1	3.18475
LMAN2	-0.3911
C17orf61	-0.84625
NIPSNAP3A	0.65675
INSIG2	-0.722666666666667
PCDHB7	2.54333333333333
STXBP2	-0.31025
CMAH	-1.00041666666667
SEMA5B	-0.231
ZNF155	0.859166666666667
COQ6	-0.111833333333333
PRPF4	1.3815
TSPAN15	1.4217
VN1R5	0.357
LATS2	0.197
SELK	-0.01875
PGK2	0.443
MS4A1	-1.419125
TYW3	-0.1888
KRTAP5-1	1.40725
RCCD1	-1.98383333333333
BTN1A1	0.13
DDX28	0.05425
TMEM65	3.013
LOC92345	0.05675
TTC31	-1.20525
WDR46	-0.471666666666667
CHP2	-1.43266666666667
LSP1	-0.193
ZNF542	0.481
EXOSC1	-1.293
ARHGAP18	1.29066666666667
LRRTM4	-0.713571428571429
MAOB	1.30258333333333
CACNB4	-1.99975
MGC33846	1.6755
RANBP3L	-0.698625
ATP5L	0.81825
ONECUT1	-1.8975
NUDT9	0.932
TMEM149	0.542
STX17	1.67325
IGSF10	-4.02425
TMPRSS9	0.3675
BMPR2	1.02766666666667
ALLC	-0.12875
KLF7	-0.611625
GCC1	1.3464
TIMM9	-0.017
CDO1	-3.017
MGC10701	-0.692
IFI6	3.38333333333333
FRMD8	0.59375
MGAT2	0.2625
WBP5	0.188666666666667
CNIH2	0.51075
KIAA0907	-1.0463
KCNH8	-0.0195
CTSG	-2.906
GRIK1	-0.911
CUL5	1.373875
FRMD1	0.6605
OR9A4	0.831
SYT6	-1.328
FOXD4L2	-0.12475
ANAPC2	-0.725833333333333
OPN5	0.982
TAF13	0.62425
LYG2	-0.31725
GGNBP1	0.705
C11orf40	0.415
OTX2	-1.1565
REG4	-0.192166666666667
EIF5	-1.127125
PALB2	-0.81775
SEPSECS	-0.2958
RNASE3	0.03925
TRIM49	-1.6735
POLR2K	1.1313
GPR42	0.286
C8B	-2.64625
SASS6	0.02275
PREB	-1.27366666666667
OR3A3	0.3805
TUBA8	1.51025
IGLV2-14	-2.3485
STIL	-2.3635
ANKFN1	-0.979333333333333
NME7	-1.61825
HOXC12	3.06875
UBE2C	-0.754
FHOD1	-0.87475
CDK2AP1	1.00216666666667
OR6K2	0.653
DHPS	0.141
RPL5	-0.798083333333333
TRGV5	0.5505
LOC541472	0.039875
HCCS	-0.3375
DENND1B	2.827
LHX3	-0.2155
OR5D16	0.564
CXorf57	-2.889
IRF2BP1	1.4305
NDST2	0.7545
LCE3D	-0.245
BOLL	0.367375
SYT3	-0.2885
PIH1D2	0.212
C20orf7	-0.546166666666667
IL1R2	-0.493
SLAMF9	-0.13
PPME1	0.7175
PIK3CA	0.47525
TRAPPC1	-1.137125
COLEC10	-1.197
SLC9A6	-2.01383333333333
PDDC1	-0.0375833333333333
CCDC53	-0.47425
GK3P	-0.86025
DAZL	-0.834
BRI3	1.1005
SDK1	-1.824625
CYP2C18	0.351
IFI44L	4.150125
RPL3L	0.9485
FUT9	-0.973833333333333
KIFC2	0.516166666666667
PMP2	-0.13675
SLC4A9	-0.2645
PLAG1	-1.43466666666667
MYCBP2	0.431166666666667
OR4E2	0.4695
CCDC65	0.588
C16orf82	0.196125
ENTPD4	-0.78575
BRP44L	1.569
PMP22CD	-0.084
TMCO4	0.712833333333333
KCNN1	-1.087
WDR35	-0.777
CCDC80	-0.117625
C3orf31	-1.661
SLC7A9	-3.14325
TMEM190	-1.07075
DBC1	1.03083333333333
FADS3	-1.02583333333333
PDZD8	0.753333333333333
GRM5	0.905875
AZGP1	4.9862
PEX3	-0.424
MED1	-0.609285714285714
ATG4C	-2.41183333333333
HNRPH3	-1.35775
FAM109B	2.56425
C4orf17	-0.9005
CA10	2.82975
OPRD1	-0.6215
CCL16	-0.77525
SACM1L	-1.4205
CST6	2.887
CD63	1.88925
LGI1	-2.2335
ZNF784	1.45275
CRYBB1	-1.854
CX3CL1	2.272
TOP2A	-3.10475
GYPB	-3.2065
GADD45GIP1	0.58475
FEN1	-1.613875
IGF1R	-2.0475
WDR72	-2.52283333333333
PURG	-1.1405
DEFB126	0.101666666666667
PKD1L1	0.351
CAV1	-2.3761
GNPDA2	-0.6682
DGAT2	1.753375
NLGN1	-4.86275
STRBP	-0.0295
HPRT1	-0.728
FANCI	-2.753125
PSMA7	0.720375
DBF4B	-0.823166666666667
TTF1	-1.12775
RAD54L	-2.54725
ELOF1	-0.046
PLAGL2	0.2555
ZNF256	1.04425
HMGCL	-0.4185
MSI2	0.6875
RPESP	5.097
C11orf60	-1.2365
ABCD1	1.3315
ACAA1	-0.1184
SPARCL1	3.9955
IL6ST	0.241
ZNF319	0.67975
TMEM109	0.6605
FAM90A1	-2.55
IL22RA1	-0.83
ATP4B	-0.4685
TEC	0.0758333333333333
C7orf30	-0.56125
TXNDC2	-0.8565
ABCB4	-0.69925
KIAA1191	0.35975
C9orf38	0.2785
SFTPB	0.312875
CNTNAP2	-1.75841666666667
FRK	1.2395
TBX19	0.48625
CHD4	-0.74075
C6orf26	-2.42
MOSC2	2.90325
IKBKE	-1.5315
HIF1A	-0.917833333333333
LOC595101	-0.434
RELA	0.6675
TMEM16B	-1.9495
ABHD12B	-2.38175
TSEN34	1.73
KIF18A	-2.5645
TXNDC9	-0.805333333333333
SPATA2L	0.45
SEMA4G	-0.342
C21orf91	-1.0895
MATN1	-0.202
KCNIP4	0.354
TUSC1	1.925
OR4C15	0.13925
ARMCX6	1.40166666666667
WBSCR27	-1.08516666666667
OR52I2	0.15
KIAA1604	0.53925
DYNC1I1	3.297875
PPP4C	-0.66525
SLC47A2	-1.341
TREH	-0.147125
CD48	-0.5405
ST14	2.30066666666667
PKN1	-0.881
SPON2	0.84775
XBP1	0.17225
SFRS12	-1.176
EFCAB6	-0.06575
SELT	0.19275
SLC39A2	3.0205
ERF	-0.512666666666667
