Hybridization REF	TCGA-B6-A0IJ-01A-11R-A034-07
MAP7D3	0.0315
STELLAR	-0.2365
SEMA5A	-1.3589
H2BFS	-0.3275
LRRC28	0.0733333333333333
MORN2	0.128
XYLB	0.21225
WDR21C	0.5765
HIATL1	-0.6015
ADAMTS10	0.0296666666666666
WDR55	-0.39875
MFSD5	-0.1715
OR4N2	1.141
DUSP16	-0.173611111111111
NLGN4Y	-2.49725
INHBC	0.324833333333333
NUMA1	-0.42425
DEFB123	-0.01275
GIPC1	0.83975
MGC27348	-1.066
FLJ33590	0.7515
FZD1	1.4198
MKL1	0.958666666666667
SAA2	4.35025
C1orf94	-1.7955
C7orf28B	-0.224
TMEM185A	0.4449
ZZZ3	1.2045
C16orf5	-0.5245
GALNAC4S-6ST	1.877
C1orf186	6.4385
IGFBP4	-1.27433333333333
NDUFA10	-0.259833333333333
CLIC2	0.83825
RNF13	0.3365
GPR103	-1.64775
CD69	-0.9525
MYOZ1	0.91125
IFNB1	0.47
CLNS1A	-0.12275
CXorf45	-0.44625
ZXDB	0.506
FUNDC2	-0.58325
GPA33	-0.449125
C9orf70	-0.11975
SLC2A9	0.240875
LOC126520	-0.518
MAGEB1	-1.38925
LCE2A	-0.1335
C18orf34	0.7465
FMNL2	-0.1605
KRT85	0.86075
CRYGA	0.0805
GEM	-0.08425
THAP6	0.2457
ALKBH3	0.269166666666667
TM6SF2	-0.55925
C20orf82	0.9985
RANBP2	0.2735
LIG3	0.0583
RETSAT	-1.171
OR8S1	0.788
CAST	0.499
TGFBI	0.0353
C15orf37	-0.031375
PGM3	-0.4905
SLC4A11	-1.1055
FAM123C	-0.5085
TAOK1	0.5455
CISH	-0.113625
OGDHL	-2.741
SPINT2	1.493
ZNF33A	1.1165
CLDN18	0.143833333333333
RNF128	-3.3155
CCDC71	-0.51975
RASSF6	0.4945
HSPG2	-0.5235
ATP6V0E1	1.74225
ABHD6	-0.6875
CD274	2.4245
GCNT1	-0.0595
NT5C1A	0.193666666666667
TM4SF5	-3.73575
C21orf58	-0.2275
SUCLA2	-0.83275
RFTN2	0.544
SCNM1	0.70225
SLC9A10	1.035
FUNDC1	-0.66325
SLC35F4	-2.0485
AMD1	0.69975
COL6A6	3.07725
OR4K2	0.195
TRIB2	-0.649166666666667
LOC91461	-1.46925
GHSR	0.4335
ATP8B1	1.019125
C1orf78	1.50216666666667
RNF183	-0.391166666666667
STX4	0.0608
TPPP2	-0.898875
MYBPHL	-2.0895
TXNDC6	-0.088
C9orf47	1.1775
FAM137B	-0.261
FANCB	-0.014
C11orf9	-1.70125
DPY19L1	-1.199875
VDAC2	-0.559166666666667
VHL	0.49875
LMBR1	-0.6735
C8orf44	-0.245
ZPBP	0.9
FGF23	-0.920666666666667
C21orf67	1.4135
PCNT	-0.252375
BCKDHB	-1.5288
GALNTL5	1.14766666666667
BET1	-0.216625
ARL13A	0.032
HDAC6	-0.501875
N4BP3	1.08283333333333
OTOP1	-0.223666666666667
TTC30A	0.3985
CRISP1	-0.344
KRT32	0.8135
VSTM1	0.4245
ZNF622	0.0895
POLR3B	-0.1481
DNAJC10	0.333625
C12orf54	1.266
ADIPOQ	0.227333333333333
RIT2	0.569
CD44	0.7466
ABCA3	0.9525
RPS17	-0.9255
FEZF1	0.391
PCDHB15	-0.54875
KCNMA1	-1.25440909090909
CCDC116	-1.056
C15orf27	-1.6995
NARG2	-0.922875
ITGA5	-1.414875
MEFV	1.0735
TUT1	-0.063875
LOC541473	0.38575
NMBR	3.791
GLT1D1	-1.7705
ABCB7	-0.54475
PFKP	0.246545454545455
C9orf91	1.4876
LRRC41	-0.175333333333333
C1orf85	0.398
ATP5F1	0.289375
STOX1	2.061
GFOD2	0.27025
SLC25A3	0.16225
ZNF646	0.1176
ZAR1	0.3985
OSTbeta	-4.6405
GALNT3	4.054
IFT122	-0.255
LDB3	-0.39325
GARNL1	-0.776071428571429
HOMEZ	0.276833333333333
LRRC6	-0.355
ANGPTL5	-1.74633333333333
UBAC1	0.53875
DLEU7	-1.654
RPL19	-0.24925
TOP1MT	2.12166666666667
LOC643641	-0.14975
MBD3L2	0.336
NTSR1	0.0348333333333333
WISP2	-3.325
GPSM2	1.33775
RDH10	3.2422
PRKCG	0.303
HIST1H4J	0.5355
MON1B	0.8409
MLF1IP	0.4655
ZNF446	0.614875
COL4A5	-0.764
SLC26A1	0.243357142857143
RGN	-0.885
CCNB1	-0.961
C9orf165	0.28725
CCDC28B	0.148
CCDC97	1.145
FGR	2.391125
MSRB3	-0.4052
EPN2	0.21925
COX15	-1.00016666666667
KCNK6	-1.1966
XK	-2.1945
GDA	-4.436875
HEPH	-1.26175
THRAP3	0.596625
MET	-1.16007142857143
PHYHIP	-0.8395
LYAR	-0.3665
ING3	0.1785
AK7	-2.477
CCT8L2	-0.08225
COPS7A	-0.652833333333333
WSCD1	-0.70575
RNF185	0.702875
TNS3	-0.3405
KNDC1	-0.641333333333333
RWDD4A	0.142166666666667
MED13L	0.4866
ZFYVE1	0.046
C7orf44	-1.3585
MRPL1	0.117
STGC3	-1.742
TEAD1	-1.68316666666667
RPL7A	0.395142857142857
ARL6IP1	-0.2639
C1orf178	-0.783
CTAGE5	-0.592833333333333
TMEM184A	-1.63033333333333
SLC25A14	-0.57675
CACNG5	-0.0215
ATXN10	0.5321
ECH1	-0.0758
CCL22	0.59025
CYP2F1	-1.76083333333333
GADL1	1.0895
TMEM19	0.0756
RUNX3	3.503
EFNB1	0.777833333333333
LIPN	-0.3505
ACSM3	-4.821
SIGLEC8	1.53483333333333
ASCC3L1	0.16725
NOL8	-0.765125
RELT	-0.477833333333333
Magmas	-0.6305
PPP1R15B	0.6969
C11orf2	0.215
VKORC1	-1.02883333333333
MGC26647	-0.389333333333333
TRPM6	0.975666666666667
UGT2B7	-5.36516666666667
FEV	0.2465
FOXK2	0.588
PDCD5	0.5565
SLC8A1	2.8796
DGUOK	0.014
CLDN16	0.405
GAGE1	-2.6535
RBM17	0.4129
C1QTNF3	-1.928625
VGLL3	-0.339666666666667
UNQ5830	null
CD1A	1.03633333333333
SCGB1C1	1.494
SUPT4H1	-0.025125
TRAF5	1.07625
ASAHL	0.43775
FAM73A	0.843166666666667
OR6B1	0.0625
WHSC1	-1.5415
GFPT2	0.67875
LOC339809	1.59575
STARD5	-0.313333333333333
SIP1	-1.62325
DNAJC15	1.34625
STAU2	0.1160625
FAM98A	0.3475
RAD23B	0.09275
LRRC33	-0.4915
CHRAC1	0.60725
C21orf89	0.53325
C19orf43	-0.204333333333333
KLK8	-0.638333333333333
CCNE1	0.7085
PKDREJ	-0.254833333333333
SSU72	0.78475
C17orf73	0.4535
GPR78	1.9215
WHSC1L1	0.6327
GSTA2	2.09675
SMUG1	-0.6425
UFM1	0.971
AP3M2	0.0889166666666667
USP14	-0.66325
FBXL14	1.09833333333333
DSTN	-0.1925
SFRS14	-0.80975
FBXO31	0.173666666666667
C12orf40	0.01875
FRS2	0.839
NR2E3	-1.41825
TUBB2C	-0.371
GMPR	-1.51483333333333
C9orf139	0.384
ING5	-0.134
LOC730092	-0.0638333333333333
ORM1	1.47375
RP11-11C5.2	-0.5665
HSPD1	0.1649
PIWIL3	-0.72475
C5orf13	-1.437
OR5R1	1.115
LCOR	0.145875
PLEKHA9	-0.391
CCDC43	-1.184
ZNF232	-0.6025
SLC6A7	0.798
ADH5	-0.597166666666667
SHBG	-1.35216666666667
CROCCL2	-0.5985
PANX3	-0.278
CDIPT	-1.237
SLC16A5	0.23725
TUBB	-0.669125
TOR3A	0.8737
PREP	-0.314166666666667
ENTPD8	0.848928571428571
CHMP1B	-0.1845
SYT12	-0.368
MYH6	-1.1808
MAP3K13	0.691833333333333
KLHL30	0.472
LCMT1	-0.002
EIF1AX	0.4055
FOXD4L1	1.086
SLC24A5	-2.345
RNF166	0.2789
TJAP1	1.143
TMEM156	0.994666666666667
ZNF239	2.0865
SNX19	0.9352
GKN1	2.67
FCN1	3.6254
C1QL1	-0.59775
ATP11C	0.659
ZNF35	0.457
CARD8	0.449125
LIMD1	-0.476
KIAA0286	-0.5985
XRN2	-0.984
CD6	1.46033333333333
TOX3	-1.612375
ZSCAN4	-0.556333333333333
RSRC1	0.546375
COG1	-0.039
PTRF	-0.7285
C16orf35	-0.072125
FBXO24	0.387
CHST11	0.8785
THRB	-0.4606
MYBPC1	5.1725
RNF39	0.163333333333333
PSMD11	-0.7105
ALAD	-0.198666666666667
EN1	6.152
SLC9A9	0.84925
GSTM4	0.1107
CDC42BPA	1.24121052631579
RCSD1	0.40825
LUC7L2	0.1233
SPTBN1	-0.265
LOC146167	-0.011
BAT5	0.129
ZNF452	-0.737875
LSM4	-0.228375
SRP72	-0.3888
SGK269	0.377333333333333
MTX1	0.12775
CENTA1	-0.516
UNQ9433	-0.219
ATR	0.607916666666667
DDX49	0.516833333333333
PAQR8	-0.359
C14orf174	-1.678
GBGT1	0.07075
THAP1	0.94425
OR10K1	0.631
RASIP1	-1.45216666666667
DPYD	1.115
DOHH	-0.2565
C18orf45	0.93475
POF1B	-0.7685
ZNF552	0.95525
USP32	-1.05675
MED27	0.094
C14orf149	-1.938
PRDX4	0.208
ABHD12	-0.5177
AGT	0.4725
SLC22A14	-0.70875
C1orf58	1.30375
PILRA	0.0575
ABCF2	-1.14125
C17orf85	0.0519
TKTL1	-0.685
FGF1	0.34365
IL6R	1.36783333333333
VPS25	-0.6665
CHRNB2	-0.02725
COL7A1	-2.5707
LRRC48	-0.288333333333333
SPG20	1.62825
COX10	0.00124999999999999
GCA	1.588
ECEL1	-0.675333333333333
GLG1	0.0745
SRD5A2L2	-0.0196666666666667
MUTYH	-0.98275
ZNF70	-0.27775
L2HGDH	-1.6685
GPATCH2	0.64425
ZNF655	0.06875
ZNF227	0.110166666666667
MCOLN2	2.67266666666667
NQO2	-0.8665
KCNQ5	-0.2755
NEU1	0.0966666666666667
QRICH1	0.0885
ZBTB20	0.200333333333333
RPUSD3	0.06225
EPGN	-2.40183333333333
TSN	0.523916666666667
SPRY2	-1.44116666666667
LZTFL1	-0.663125
GMFB	-0.49775
PBEF1	-0.1011
HBG2	-3.116
TMEM8	-0.25
PALM2-AKAP2	1.54866666666667
NFYA	0.58675
FAM108A1	0.113875
PBLD	0.22275
NRG4	-2.501
PIGF	-0.9515
PTGER1	0.17275
NOS2A	-0.412333333333333
C21orf34	-1.64766666666667
C21orf51	-0.30425
IL17C	-0.3755
TRMT6	-0.226
ETV2	0.0135
CCDC109A	-0.7265
MYLK2	-1.048
ATP10A	0.1891
DPH4	-0.12875
C5orf5	-0.3065
KCNA4	0.891
NMNAT2	-1.952
GLYATL2	5
LSMD1	-0.008
IL23R	-1.87175
NRF1	0.132
MUC15	-0.775166666666667
PRDM12	-0.5675
PAQR4	-0.556285714285714
RBBP6	-0.84375
IFI27	2.68
SKAP2	-0.250833333333333
TAGAP	3.695375
TJP3	0.711
C9orf61	0.41875
IDS	0.228357142857143
PARG	0.89525
LOC131149	0.205
DYRK4	0.5035
MICALL1	1.7945
GALR2	0.069
GPBP1L1	0.136125
TBX21	5.7915
KCNJ6	2.8015
GGN	-0.49525
CASP5	1.2365
RNF182	-0.32425
BRD4	0.82475
DOK4	-1.007375
SLC46A2	0.815666666666667
SOX9	3.22233333333333
ZNRD1	-0.3865
PRR6	-0.794
FAU	-0.234875
DTNB	0.276
CARD9	2.4785
STS-1	0.162833333333333
SLC4A5	0.374375
NSBP1	-1.89625
UGCGL2	-1.39108333333333
POTE15	-2.8625
NOXA1	-0.459
RP13-347D8.3	0.33575
SAMD10	-0.520833333333333
EP400NL	-1.07425
TCF21	-1.101
AMELX	-0.06025
JPH2	1.5825
SLA	2.793125
DLST	-0.824333333333333
SEPT12	0.065
RGS20	-2.7835
LXN	1.4535
ZNF419	-0.746875
UPK3B	0.0513333333333333
RELL1	0.391
ESPNL	-0.2875
KLHL21	0.2685
PI15	1.4825
C2orf61	-1.324
LOC407835	-0.334
RER1	-0.11775
ELAVL2	-0.168
MGC26718	-1.9665
KLF2	1.831
TNFAIP8L3	1.14675
TFE3	0.4815
C11orf17	-0.619625
15E1.2	-0.43475
SNRPC	-0.3625
DLGAP1	-0.9165
PGLYRP1	-0.09475
OVCH2	0.856
IRF7	1.2557
SET	-0.3569
NAB2	-0.549833333333333
LRP5L	0.5875
FAM120A	-0.0848125
ASCL2	0.666666666666667
SHH	-0.5075
ATP5H	-0.4875
THPO	-0.866833333333333
TYRP1	-3.95533333333333
HIST1H3E	0.0886666666666667
EIF2S1	-0.615888888888889
TNFRSF17	1.37216666666667
TARSL2	1.00525
NKX2-8	0.323375
C1orf115	0.72625
LOC56964	1.0705
KIAA0841	-1.22425
ISCU	-0.496
TTMA	0.1635
ZNF414	0.015
LOC441150	0.85875
RAB15	1.2065
HBP1	0.0891666666666667
TNNT2	-0.750333333333333
CECR5	-0.42125
PHGDH	-1.1325
JRK	1.7478
XPO4	0.596
FAM131C	1.251
ARHGAP25	1.74466666666667
CA9	-2.76411111111111
GPR62	0.179166666666667
TLX1	1.246
GPS1	-0.4175
OR2M2	0.6105
BDP1	-0.407
FAM70B	1.062
RPS29	-0.0306666666666667
MKLN1	0.0181
TSPAN19	-1.5985
SLC29A3	0.6093
LGALS4	-0.717833333333333
USH2A	0.495
NF1	-0.367166666666667
APOBEC3A	4.152
IMPAD1	0.551
OLR1	2.82883333333333
NRAP	0.173
HCFC1R1	-0.853166666666667
TAOK2	0.0416666666666667
MCM10	0.164166666666667
MAP4K3	-0.0145833333333334
CBS	-0.886875
CLK3	-0.424
PCDHGA5	1.0605
ELF4	1.029
FAM71A	0.000499999999999987
C11orf49	-0.55
CLIP2	-0.00824999999999998
BTBD9	-0.1259
ZNF524	1.5915
KDELR1	-0.483166666666667
ZNF509	0.648
NCSTN	1.3065
ZNF533	1.44735714285714
PARP4	0.164
GALNT9	-0.466333333333333
NPY	-0.81325
BEGAIN	-2.49083333333333
TMEM77	0.550666666666667
FOXRED1	-1.4465
SLC16A2	0.904166666666667
SLC35B1	-0.41275
GK5	0.759
SDCCAG10	-0.6255
C4orf20	-0.464
SLC9A2	-1.58775
ADD1	-0.409285714285714
TAL2	-1.34616666666667
ACLY	-0.63675
DNAJC1	-0.1625
SOST	-1.6455
USP43	2.23766666666667
CYP4F12	-0.797
FKBP5	1.56925
CHCHD5	0.0875
NUDT22	-0.8155
CCDC85B	-1.09275
OR51G2	1.2845
STRN3	-0.0352857142857143
TMOD2	2.0195
FLI1	0.57275
MAB21L2	-0.9035
DGKQ	0.77175
VPRBP	-0.691166666666667
SCNN1B	-0.6976
ECHDC3	2.0397
TMEM106C	-1.45825
CSNK2A2	0.1335
RPL39	0.6253
HERC3	0.6646
ZBTB47	0.00983333333333333
ZNF681	-1.7445
PAGE2	-2.8125
CLIC5	2.80828571428571
RABAC1	0.846
ZFHX2	0.22825
YPEL1	1.66433333333333
KIAA0776	0.171
NR1D2	-0.271
DNAJC4	0.83175
NPNT	0.1325
ZNF677	-2.085
ZNF536	-1.017
MEF2B	0.785
PTPN4	-0.0901250000000001
CTCFL	-4.39
STX5	0.551666666666667
CD72	3.50425
VEGFA	-0.470684210526316
XRCC1	-0.4311
MAS1L	0.884333333333333
ELL	1.0868
SETBP1	-0.42975
CDH11	0.617833333333333
NDC80	-0.112538461538461
DMBX1	-3.34825
NRSN1	0.5366
BAT2D1	0.694
CDS2	0.0225
C1orf212	-0.4925
SENP3	-0.96575
IL1F9	2.5335
EEF2K	0.272
COG8	-0.30525
CEP72	-0.2675
OR1L8	0.0615
MUS81	0.01725
PHYH	1.389125
GGT6	0.548666666666667
C22orf23	-0.21625
C13orf33	0.485375
MAPK8IP2	-0.0525
NELL2	1.2045
POU3F2	-3.509
ALPK1	2.098875
MRPS18C	0.2425
RPLP2	0.461375
FGF22	0.238
SPNS1	-0.7105
ZFP1	0.1145
IL1RAPL1	-1.164
PCSK9	-2.11816666666667
NKX2-1	-0.787083333333333
C6orf189	0.8435
SP4	-0.9655
SLC11A1	2.1973
C21orf25	-0.0148333333333333
ICAM2	0.150375
SH3GL1	-0.309666666666667
GSK3B	0.0281666666666667
RALB	-0.015
PDXP	-1.33033333333333
GNGT1	-2.208375
KIR2DL1	0.9675
TNFAIP3	1.51491666666667
C6orf32	1.4437
CBLN2	-1.74775
PANK3	1.139625
TAAR9	0.997
WDR82	-0.117785714285714
APOM	-3.782625
TRIP10	-0.714
SPATA16	-0.2525
C1orf135	-0.451
USP51	-0.604
TESK1	1.593
C11orf64	0.379285714285714
ZNF611	-0.452
PDE6G	0.640166666666667
HLA-DQA1	4.584125
GCLC	1.044875
SEC61A1	0.495642857142857
TWSG1	-0.877833333333333
ZMYND10	-1.69625
CTDP1	0.264625
ADAMTS6	-0.9505
SLIT1	-1.38525
KRT86	1.445
KIAA0574	-2.467
GTPBP2	0.1447
PQLC3	0.583
PRRX2	1.22933333333333
C15orf44	-0.1725
MKKS	-0.724625
C11orf10	-0.329
GPR110	0.645571428571428
CD109	-0.374416666666667
ADCY1	-0.347833333333333
RHBG	-3.3665
TP53I3	-1.184
SLC22A3	-1.637
UCP2	-0.183
FOXG1	-2.412
OR2AG1	0.376
TRIM24	-0.000999999999999999
PROC	-3.1775
TAAR6	0.04075
AMTN	-0.28
C10orf47	-0.262833333333333
DEPDC1	-1.38075
FLJ45557	-0.627
ZDHHC17	-0.688
KIAA1429	0.3025
KCNH1	0.534
VNN3	3.304625
PSMAL	1.979
PPARD	0.369625
HFM1	-2.29475
YBX1	-1
ZNF695	-0.56325
SCTR	-0.517333333333333
DCDC1	0.469
VPS26B	-0.5395
MTF2	-0.0106666666666667
ATP6V1F	0.23525
CCDC94	-0.48875
PERF15	1.493
CCL11	1.4415
LMO7	-0.311875
DCST1	-0.00899999999999998
ADRBK1	0.544125
CDRT4	0.24725
ZNF84	-0.4875
HOXD8	-1.207
STARD8	-0.405666666666667
FOXP2	-1.052
CCDC103	0.722666666666667
POLR3A	-1.2003
GSC	-0.8205
ZNF114	-3.01916666666667
HTR7P	-0.228
LALBA	0.9125
RMND5A	1.29316666666667
PSCD2	0.14825
ZNF409	0.182
KRTAP1-3	0.4462
MAF1	0.5275
LOC201725	-0.453166666666667
NRN1	-1.7825
SPAG5	-1.01783333333333
DNAH7	-0.4205
FLJ43860	0.636
BRCA2	0.7145
ACADM	-1.38475
CXXC6	-1.564625
RAGE	-2.458375
CHMP2A	0.01075
FAM8A1	0.5063
GPR21	-1.3565
SLC12A3	-2.63
FVT1	0.715357142857143
ZDHHC7	0.330375
FLJ44048	-0.34275
SLC44A3	2.22583333333333
SDSL	-0.288333333333333
MMP8	-2.88266666666667
PLA2G12B	-3.4385
ACY1	-1.44575
MT1E	-0.419333333333333
OR4K15	0.9965
TECTB	-1.442
GPR20	0.327375
IRAK2	-0.63825
RFPL3	-0.840714285714286
MYO9A	-0.094
NARG1L	0.4225
BLMH	-0.46325
CCDC3	3.07183333333333
C9orf21	-0.437
KIAA0513	1.22633333333333
MIER2	0.39925
PNMA2	-1.6315
SH3BP2	1.058
ANXA10	-1.15625
RTN2	-1.187
TFB1M	-2.181
PRPH2	-0.48925
C14orf133	-0.36425
GOLGB1	0.637
IRX4	1.846625
NFKBIL1	0.0278333333333333
C10orf62	0.44625
APBB3	-0.5085
RPS10	0.458
LOC728378	-0.3535
TLE3	0.391833333333333
PSMB7	-0.64225
MESDC1	0.5625
SLC6A1	0.34475
OCLN	1.39391666666667
PTTG3	0.308
NAGLU	-0.9965
SERTAD4	2.832875
SPRY1	-0.5285
FLJ10781	-0.738166666666667
MYSM1	0.961
TRIM4	0.411714285714286
SH3YL1	0.313125
TREM2	3.87216666666667
SERPINI1	-0.848
HDHD3	0.112125
TMEM38A	1.221
EID2B	-2.08925
TDRD3	-0.0858333333333334
SEDLP	-0.15525
THSD7A	1.22483333333333
NDST3	-1.70525
KLHL15	0.604416666666667
DHRS12	0.582
FBXO9	0.00221428571428572
TNPO1	-0.384666666666667
MRPL13	0.8815
SNX5	-1.409
METTL6	-0.8765
SOD1	-0.665125
CHML	0.663666666666667
PACS1	-0.05375
SIRT5	-0.0563
CAPN2	1.011
FXYD5	0.8455
TWISTNB	-0.27275
LRFN1	1.2045
UBE1L	1.3375
UBE1C	-0.00675
OR51B2	-0.75325
OR4D11	-0.524
C15orf2	-0.52
NR4A1	-0.235
LOC339047	-2.524
TRIM17	-0.0947142857142857
ATP5G3	0.291785714285714
RPL15	-1.23991666666667
ADAMTS8	-0.79275
HOXC4	0.846
C14orf37	-0.277
CEACAM5	-2.57175
MYT1L	0.2322
RASA2	-0.25225
OSBPL7	-0.1465
STAG1	0.2165
GIMAP4	5.33216666666667
FUT3	1.4145
PIF1	-1.32125
LPIN2	-0.2701
SH3PX3	0.65875
PDP2	-0.35975
PAPD1	0.6025
ERP27	2.41575
APOOL	-0.2713
DIABLO	-0.0255
TRHR	0.2735
ARMC9	-1.381125
RNF152	0.0825
SLITRK3	0.137833333333333
ZNF211	-0.7947
PFDN1	-0.58275
RGS11	-0.819
HS6ST1	1.1205
AKR1D1	-0.635333333333333
TNP2	0.574166666666667
STK31	-1.19516666666667
EML4	0.1825
SGTA	-0.881166666666667
HIST1H2BI	-0.0616666666666667
PSMD6	-2.14216666666667
KIAA1257	0.053
C18orf55	-0.362166666666667
FLJ20273	1.566125
RPL28	-1.2665
EPYC	0.521285714285714
NOX3	-1.6225
ELAC1	0.8165
METT11D1	-1.34725
BIN2	1.42966666666667
NACA2	-0.442
CCDC17	-0.884
HM13	-0.3425
UBOX5	-0.869625
UBE2O	-0.14675
UBL5	-0.34
APOLD1	1.023625
C9orf31	0.1765
TNFSF8	-0.359
ARHGAP29	0.644
PROKR2	1.0005
PDE5A	-0.578833333333333
C6orf12	-0.698
TOM1L1	-0.7905
WHDC1	0.533375
FOXI1	3.17033333333333
RAB4A	0.7397
TMEM39B	0.53725
ATPBD1C	-1.21625
FARSA	-0.372666666666667
PLEKHG5	0.50175
CMAS	-1.8265
OR7E24	0.6035
SLC30A1	-0.79025
CDC42EP5	1.405
PLAC1	0.3315
KLHL18	-0.2765
LBA1	0.4882
TAZ	-0.63825
CRIP2	-1.294625
BTBD11	-0.951
C16orf72	-0.11525
DIO2	-0.1252
LRRCC1	1.27666666666667
CCDC136	-2.0055
PRX	-0.295875
RBM5	-0.801888888888889
TMEM85	-0.332375
TUBGCP4	-0.710666666666667
APLN	0.9995
CDK7	-0.532666666666667
SSR2	1.3585
CRELD1	-0.381
C19orf46	-1.2355
GAL3ST4	0.237333333333333
KBTBD10	0.3135
IL28A	1.12225
WDR27	-1.5755
MCM2	-0.0865
SOX14	-0.627
FLJ39743	-0.9195
KIAA0922	-0.255375
HIPK4	-0.722
FLJ25758	0.689
C16orf57	0.0950833333333333
PDZD2	2.458625
MCC	0.849125
HHLA3	-0.5759
ID2	-0.108
C20orf23	0.372166666666667
ZNF688	0.50225
APOC2	-1.30016666666667
LOC440093	0.138
FAM50B	1.709
PWP1	-0.2555
DNAH10	1.63675
HIST1H2BA	0.4625
GPR56	1.73583333333333
METAP2	-0.657125
PAN3	0.961333333333333
STXBP4	-1.079375
PDHX	-0.34
MTA1	-0.0485
ZBED4	0.771375
ZNF720	-0.82925
CDK2	-0.8705
RHOJ	-0.600125
CDC37	-0.881833333333333
ZER1	0.59625
GRK4	-1.6165
PRPH	0.84325
POLR2A	0.655625
OGFOD1	-0.287
NOL5A	-1.524
PHEX	0.421
FLJ16478	0.2595
C20orf117	-1.142875
CAMTA2	-0.5935
C11orf74	-0.534666666666667
DDX17	0.0955000000000001
C5orf27	0.483375
PLEKHA2	-0.2968
PDE4DIP	0.6432
SCN7A	-1.43575
ZNF559	-0.892
CXCL10	4.26625
ZMYM4	0.553166666666667
STK32B	-1.40446666666667
KIAA0888	-3.0461
TACR3	0.2305
CKAP2L	1.34525
KIF1A	-0.694666666666667
RSPRY1	0.19175
VCAN	-0.952
CYP27C1	-0.5875
SYDE1	-1.20416666666667
MED12L	-0.768666666666667
ZDHHC21	0.883875
NHS	1.1155
TM9SF3	0.593833333333333
DDHD1	-0.488625
MAFG	-0.343333333333333
BICD2	-0.9744
C14orf119	0.0394
C14orf43	0.351785714285714
CDH7	-0.99725
ALKBH5	-0.417214285714286
JUP	1.111625
TMEM41A	-0.146
MAMDC4	-0.684166666666667
CBX3	-0.38825
LRRC18	0.39225
RBMXL2	0.25575
PLA2G4D	0.823833333333333
FGF13	1.105875
KIF3A	-0.77
PDIA6	-1.40875
DCXR	-0.71525
CASKIN2	0.431083333333333
EHD1	1.1685
MARCKSL1	0.423666666666667
ZNF496	0.0465
SCAF1	0.0266666666666667
KCTD8	-1.11533333333333
TRAF3IP3	1.711
LSR	1.79
CXorf1	1.074
C14orf112	0.284166666666667
EIF2B1	-0.55875
OMP	0.131
GSTZ1	-0.95325
LOC92017	0.38175
ISLR2	-0.0445
C12orf36	0.0555
GATA2	-2.05583333333333
GABRA5	-1.9015
CELSR2	-0.743142857142857
STAM2	0.0227
TNAP	-0.997
PTPMT1	0.0405
GRP	5.525
SV2A	-1.72333333333333
MAGEA12	-3.979
CACNG1	0.7175
C18orf19	-0.661
GSG1	0.017
PTPRJ	0.772142857142857
FRMPD1	-0.166
ZNF668	0.26575
PLEKHJ1	-0.825125
ADAT1	-1.2677
TMEM50A	0.7543
UCN3	0.276
HOOK1	2.134
IL17B	0.038
MLKL	0.3975
TTC14	-1.1145
KLHL5	0.898125
CRYL1	0.298333333333333
FOXH1	-0.0165
NFYB	-0.387875
PPM1G	-0.3515
GOLGA2LY1	-1.9555
NMT1	-0.35525
HADHA	-0.5003
CHSY-2	0.3415
PLEKHF1	2.16592857142857
SAGE1	-2.7775
MUSTN1	-0.3795
SUHW4	0.41975
TFEB	2.5685
ZFYVE27	-0.54525
ATG12	-0.074
BMI1	-0.000785714285714289
ZIM3	-0.16725
MYH4	0.3995
MASP1	-0.986166666666667
KIAA0984	-1.131
RPAP2	0.41075
ASB5	-0.556
BOLA3	-1.06483333333333
MIA3	0.936
KRT35	1.0415
KIR3DL3	-1.14
MRPL51	0.0715
SEMA3F	0.444166666666667
NDUFB2	0.347833333333333
LOC253012	-1.096
FAM46C	0.223
G6PC	-0.833
CSAG3A	-3.60416666666667
PREX1	0.5055
SLC25A45	0.33975
MAPKBP1	0.4424
CPE	-1.4679
GNB1	-0.153625
CXCR6	3.1415
TRIM46	0.898
C16orf3	0.571166666666667
HPSE	1.693625
TIGD3	-0.0395
SPG3A	1.28525
LCAT	-1.4875
ST6GAL1	-0.314666666666667
POMC	0.947
FLJ36031	1.322
NSMAF	-0.134166666666667
SKIL	1.0005
ADSS	0.365
HMGCS1	-0.8305
POLR3F	-0.256333333333333
RAB10	0.028125
ZNF277P	-1.214875
ZBTB7B	1.352125
DHRS1	-0.931375
ABCC13	0.133375
CNOT3	0.536
NFKBIA	1.65075
GAK	-0.407666666666667
SFT2D2	2.751
HOXA6	0.5565
CRTC1	0.569375
LY6D	0.314166666666667
C20orf72	-1.549
CPT1A	-0.15975
LMO1	-2.087
EIF3I	-0.37075
PRB4	0.8215
MCM3APAS	-0.70325
C20orf132	-0.8113
FOXF2	-3.28525
S100A12	1.067
MLH1	-0.819166666666666
ACTN1	1.0903
MRPL36	0.116833333333333
C20orf106	-0.805
FBXO6	1.74633333333333
MKS1	-1.38766666666667
CX3CR1	-1.73525
PDE1B	0.1625
PLP1	-3.09025
KISS1	0.331833333333333
C14orf2	0.0965
TBC1D3P2	-1.425
COMMD6	1.0374
ANKRD7	-1.38125
PTCHD1	3.498875
NARS2	-0.43275
DOCK7	1.39975
FAM127B	0.3345
LOC390243	0.116
N6AMT2	0.76775
ZNF391	-1.024
DNAJB14	0.0801666666666667
WRB	-0.920625
BPI	1.05408333333333
