Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
SEMA5B	-1.01
ZNF155	-0.352166666666667
COQ6	0.445
PRPF4	-0.22025
TSPAN15	2.0038
VN1R5	0.66125
LATS2	0.429
SELK	0.37525
PGK2	-0.05775
MS4A1	0.677
TYW3	-0.4766
KRTAP5-1	0.33075
RCCD1	-1.962
BTN1A1	0.78725
DDX28	-0.7455
TMEM65	-0.39875
LOC92345	-0.55475
TTC31	-0.135
WDR46	-0.455
CHP2	-1.37883333333333
LSP1	0.56325
ZNF542	-1.1505
EXOSC1	0.324
ARHGAP18	0.304
LRRTM4	-0.77
MAOB	0.584416666666667
CACNB4	-0.685
MGC33846	1.421375
RANBP3L	-0.041125
ATP5L	-0.644
ONECUT1	-3.141
NUDT9	-0.03525
TMEM149	1.0575
STX17	1.4695
IGSF10	-2.902
TMPRSS9	0.761
BMPR2	1.23683333333333
ALLC	0.41825
KLF7	1.553125
GCC1	-0.2635
TIMM9	-0.37975
CDO1	0.607
MGC10701	-0.892333333333333
IFI6	3.40183333333333
FRMD8	0.83175
MGAT2	0.11725
WBP5	0.654166666666667
CNIH2	0.31375
KIAA0907	-1.2957
KCNH8	-0.013
CTSG	-0.8095
GRIK1	1.388
CUL5	0.372875
FRMD1	0.4655
OR9A4	0.6185
SYT6	-1.3875
FOXD4L2	-0.09275
ANAPC2	-1.20383333333333
OPN5	0.7665
TAF13	0.944
LYG2	0.19675
GGNBP1	0.2385
C11orf40	0.0245
OTX2	-0.9
REG4	-0.5746
EIF5	-0.4595625
PALB2	-0.602
SEPSECS	0.8874
RNASE3	0.202
TRIM49	-1.938
POLR2K	1.4859
GPR42	0.347
C8B	-2.68075
SASS6	-0.55125
PREB	-0.117666666666667
OR3A3	0.3255
TUBA8	0.293375
IGLV2-14	-1.8995
STIL	-1.52525
ANKFN1	-1.128
NME7	0.204
HOXC12	-0.43975
UBE2C	-1.145375
FHOD1	-0.92
CDK2AP1	0.63
OR6K2	0.06875
DHPS	0.0715
RPL5	-0.603166666666667
TRGV5	0.3555
LOC541472	-0.0417142857142857
HCCS	-0.3093
DENND1B	3.732
LHX3	-1.5975
OR5D16	0.4145
CXorf57	-2.25316666666667
IRF2BP1	0.4785
NDST2	0.739833333333333
LCE3D	0.117
BOLL	0.127375
SYT3	-0.92975
PIH1D2	0.9835
C20orf7	-0.165166666666667
IL1R2	0.549333333333333
SLAMF9	0.9115
PPME1	0.6825
PIK3CA	1.15875
TRAPPC1	0.302875
COLEC10	-0.54025
SLC9A6	-2.06166666666667
PDDC1	-0.375333333333333
CCDC53	0.64025
GK3P	-0.4795
DAZL	-1.64575
BRI3	-0.39125
SDK1	-0.275625
CYP2C18	0.8455
IFI44L	5.30875
RPL3L	0.12
FUT9	-1.47266666666667
KIFC2	-0.00333333333333333
PMP2	-1.082625
SLC4A9	-0.4105
PLAG1	-1.40533333333333
MYCBP2	0.212333333333333
OR4E2	0.21
CCDC65	0.82375
C16orf82	0.487
ENTPD4	-0.23025
BRP44L	0.80125
PMP22CD	0.04125
TMCO4	0.386333333333333
KCNN1	-0.556666666666667
WDR35	0.98675
CCDC80	2.146
C3orf31	-0.01125
SLC7A9	0.5995
TMEM190	-1.2245
DBC1	-1.14433333333333
FADS3	-0.355166666666667
PDZD8	0.5345
GRM5	0.483
AZGP1	3.0684
PEX3	0.2405
MED1	0.848142857142857
ATG4C	-0.806666666666667
HNRPH3	-1.23375
FAM109B	1.5105
C4orf17	-0.04
CA10	1.31725
OPRD1	0.1495
CCL16	-1.42725
SACM1L	-1.217
CST6	4.72075
CD63	0.944
LGI1	-2.275
ZNF784	0.256
CRYBB1	-0.6415
CX3CL1	0.52605
TOP2A	-1.228
GYPB	-3.16066666666667
GADD45GIP1	-0.513
FEN1	-1.068
IGF1R	-0.130625
WDR72	-1.91433333333333
PURG	-0.6265
DEFB126	-0.1685
PKD1L1	1.27775
CAV1	-1.8643
GNPDA2	0.0723
DGAT2	-0.7485
NLGN1	-3.747
STRBP	1.082125
HPRT1	-0.908166666666667
FANCI	-1.414875
PSMA7	0.426375
DBF4B	-0.554833333333333
TTF1	-0.248
RAD54L	-2.0875
ELOF1	-0.15675
PLAGL2	-0.632125
ZNF256	0.22025
HMGCL	0.258
MSI2	1.18283333333333
RPESP	1.365
C11orf60	-0.0315
ABCD1	0.511
ACAA1	-0.152
SPARCL1	5.09135714285714
IL6ST	3.2681
ZNF319	-0.04575
TMEM109	-0.5332
FAM90A1	-2.1225
IL22RA1	-1.3835
ATP4B	0.0125
TEC	-1.0245
C7orf30	-0.31275
TXNDC2	0.428333333333333
ABCB4	-0.4645
KIAA1191	0.73125
C9orf38	0.525
SFTPB	0.459875
CNTNAP2	-1.35708333333333
FRK	2.551
TBX19	0.3015
CHD4	0.14775
C6orf26	-2.43683333333333
MOSC2	1.70325
IKBKE	0.579
HIF1A	-1.64083333333333
LOC595101	0.6395
RELA	0.5365
TMEM16B	-1.05216666666667
ABHD12B	-2.321
TSEN34	0.79975
KIF18A	-1.678
TXNDC9	0.894166666666667
SPATA2L	-0.092
SEMA4G	-1.188
C21orf91	0.217875
MATN1	-0.043
KCNIP4	-0.0548333333333333
TUSC1	1.26875
OR4C15	0.5145
ARMCX6	0.540083333333333
WBSCR27	-0.638
OR52I2	0.116
KIAA1604	-0.6285
DYNC1I1	-0.8655
PPP4C	0.814
SLC47A2	-1.61633333333333
TREH	0.033625
CD48	1.8215
ST14	1.49266666666667
PKN1	-0.2445
SPON2	2.78625
XBP1	2.35925
SFRS12	-0.163666666666667
EFCAB6	2.26725
SELT	1.1605
SLC39A2	0.106
ERF	-0.6535
ARL3	0.89975
SURF6	-1.1929
MLLT10	-0.752952380952381
FLJ11171	-0.266333333333333
TDGF1	-4.43333333333333
ERCC6	0.03375
EIF2AK4	0.715
BAZ1A	0.246833333333333
LRRN3	-0.547
TMC3	-1.078
EFTUD1	0.418
PTPRO	1.8085
CLEC12A	1.007
ACBD4	0.731625
ZDHHC14	-0.59625
OTUD7B	1.051875
ACTB	0.8134375
MSRA	0.043875
LCE5A	0.3325
IFI35	1.76
BSCL2	0.347833333333333
ANKRD12	0.827416666666667
CFHR2	0.304
RGAG1	0.000166666666666676
HSFY1	-0.9085
SLC30A5	0.04975
IMPG1	-0.516
GPR109A	0.3605
ZNF185	-0.13875
IYD	1.40975
NPCDR1	0.4875
SERPINA13	0.3715
HMGCLL1	-1.6265
NEUROG1	0.406
UBQLN1	0.41625
LIN37	0.292
SOCS2	-2.529375
DSCR4	-1.439875
XKR6	-1.90875
GPR142	1.162
KRTAP13-3	1.0705
CCDC15	-1.26416666666667
MOS	-0.04
CD1E	-1.027
OFCC1	-0.4402
FAM83D	-2.00575
SRFBP1	-0.066
C9orf96	-0.2665
DHDH	-0.73175
CCDC90A	-0.084
RABL3	1.30385
CD320	-2.404
ANGEL2	0.4085
MRPL21	0.808
SMG6	0.245333333333333
INSR	2.3539375
FLJ14816	-0.488
GLRB	0.848833333333333
C9orf89	1.4865
CIZ1	-0.89
URG4	0.239333333333333
LRDD	-1.12583333333333
CBY1	-0.141666666666667
NFX1	-0.438625
MTERFD2	-0.731428571428571
C19orf23	1.145
PGC	-2.660625
IER3IP1	1.0153
RASAL2	0.85675
C1orf89	-0.42175
SYNJ1	-0.112625
NFKBIE	0.25125
FLJ40125	-1.40733333333333
TCEB2	0.5678
NOG	-1.68
POLR2J2	-0.703333333333333
HLA-B	2.54125
PCDHA1	2.493
PPP2R2B	-0.8795
ARHGEF17	0.761
TCF7L2	1.01307142857143
CHD5	-0.292833333333333
ZNF431	-0.295875
TBC1D25	0.07225
ZNF800	-0.44525
SCUBE2	3.73554545454545
MYCBP	0.610833333333333
GPX5	0.2595
C6orf129	0.581333333333333
QSER1	0.310666666666667
ULK2	1.86975
PIGO	0.462833333333333
NRCAM	-1.91564285714286
SLC35E3	0.412875
CSRP2	-1.525
HYPE	0.337
MAPK15	-0.174833333333333
MGC14327	-0.39725
TIMM13	-0.5225
ZNF462	-1.3635
GBA3	0.45875
TEX13A	-0.611
MCM6	-1.66788888888889
MTRF1	-0.816875
ABCA7	-0.84525
EIF4A2	-0.29325
ZC3H10	1.1253
RPGR	0.350833333333333
C20orf94	0.3945
RP1L1	0.2215
GPR125	-0.434375
USP22	-0.164571428571429
OR1L4	0.0635
MLZE	1.17475
FLJ32065	0.82025
PTCD1	-1.03
CRTAC1	0.295333333333333
BXDC2	-1.46925
C18orf1	3.12116666666667
FAM107A	1.27035714285714
EFNA3	-0.708
P18SRP	0.0794
CAMKK2	0.315
KIAA0649	-0.9595
NES	-1.70866666666667
HS6ST3	-0.18425
PON2	-0.35025
TCP11L2	0.54725
CLEC4A	2.16775
PRR12	0.34
MLXIPL	-1.7726
C2orf50	1.221
ZNF28	0.43925
ENC1	0.4545
MAP2K1	-0.4135
FKSG2	0.7675
KIAA0430	0.9465
PTP4A1	-1.16988888888889
GPR156	0.3115
GTF3C6	-0.07375
UBR2	0.1435
LOC388272	-1.44075
MAK	1.13166666666667
ACOT4	3.13525
STC2	-0.45475
PIGW	0.244625
SAE1	-0.468125
COL6A1	1.2045
OAZ1	0.400833333333333
STMN4	0.813833333333333
EDG3	0.349
SGCE	1.8665
IL11	-2.28
PRSS8	1.863875
YIPF5	1.18141666666667
WNT4	2.59875
CSN2	0.215666666666667
TCF7	-2.589125
TDO2	2.53075
SAMD9	1.5425
S100A7A	-0.447
MMRN1	2.1945
GKAP1	0.34225
AKR1C3	-0.016625
RNF19A	0.908
GMDS	0.143
YKT6	0.37125
SPARC	2.0143
C12orf31	0.06175
UBE2V2	-0.404333333333333
FBXL18	-1.0215
KIAA0460	0.46925
ADAM22	-0.826
SERPINC1	-3.8165
KCTD21	0.791
MYOHD1	-0.57525
ZNF37A	1.02216666666667
GTF3C1	0.355666666666667
CTSZ	2.61875
PRNPIP	-0.05625
DRD1IP	0.267
NR1I2	-1.99016666666667
ZNF266	-0.5996
SPAG4L	0.406
COX4NB	-0.87
SAPS1	0.687833333333333
APOA1	-3.8065
TATDN1	-0.219666666666667
C10orf82	2.766
KPNB1	-1.1585
FOXO3	0.550416666666667
CRYBB2	-1.2595
ZBTB5	-0.6725
SLC25A38	-0.84275
DCTN2	0.0685
IFT20	1.0585
CTHRC1	2.91425
C1orf31	-1.206625
UHRF1	-0.67125
GPC6	0.26425
C10orf54	1.22
MCF2L2	-0.0673333333333333
WNT9B	0.112875
OLA1	-1.02725
FAM120B	1.055
TTLL10	0.1955
CYorf15A	-4.5505
RELN	-1.9134
SCN2B	0.358333333333333
MFHAS1	-2.13325
NKX3-2	-0.96
RASGRF2	-0.0905
SSBP1	-0.857833333333333
KPNA6	0.645714285714286
LOC389118	0.152
HS3ST4	-1.2605
SUPT7L	-0.403375
FLJ32658	-2.43375
IGFBPL1	-0.65275
KIAA1641	-0.7241
SHKBP1	0.688166666666667
CSF1R	4.2405
NAGK	0.75325
MYL2	1.3225
HIST1H4C	-1.0075
TOMM7	-0.119875
ADAMTSL3	2.064
TNFSF14	-0.62525
PRRT2	-2.0105
VTA1	0.26375
AOAH	3.0245
CRISPLD2	1.62535714285714
PNN	-0.9362
TA-NFKBH	-0.4855
ESPN	-0.70675
RBM43	-0.041
KIAA1267	0.61725
DDX3X	0.101388888888889
KIAA1576	-4.97475
PLXDC1	3.887
FLJ25801	-4.097
HNRNPL	0.24075
RUNDC3A	0.778166666666667
CASP12	0.85
SH2D5	-1.2395
RPL26L1	0.706
OR51A7	0.069
HDC	1.3095
C2orf16	-0.422833333333333
SYTL3	1.32175
GOLGA4	0.0521875
NOTCH1	-0.937666666666667
ATPAF2	0.00475
ECD	0.389
SSX5	-0.793666666666667
SNAP91	0.49125
OCA2	-4.4895
PNPO	0.505833333333333
DAPK1	-0.0446666666666667
PINX1	-1.31183333333333
SELENBP1	1.467875
NEK3	0.0715
TMED4	0.612857142857143
SSTR4	0.4815
FOSL1	-2.763
CD40LG	0.425
CES1	-0.961916666666667
DCI	1.34066666666667
B3GAT3	-0.120666666666667
STK17B	-0.0155
CNTN6	0.62425
CYP3A4	-1.31383333333333
MBOAT2	1.87421428571429
PISD	-0.1235
USP1	-0.91475
PYDC1	1.77316666666667
CENPM	-1.686
SAR1B	1.21525
TTC7B	-0.84675
DP58	-0.072
GPC1	-0.233
RBL1	-1.771375
TMEM137	-2.20716666666667
TOB1	0.72925
TCEAL1	2.24883333333333
CENPF	-1.60490909090909
C6	2.9345
PRSS1	-3.4465
PPIL6	1.81866666666667
C6orf124	-0.873
ODZ4	0.813833333333333
SNCB	-0.07
NDUFB9	1.08575
CNOT6L	-0.0045
S100A9	1.03266666666667
TRIM50	0.328
KCTD1	1.4763
WDR63	0.86025
SPEF2	2.7605
RNGTT	-0.105
CXorf22	-0.442
KCNK16	0.45775
CEP250	-1.6265
ATPBD1B	-0.222
KCNJ2	3.0255
MT1B	-1.4835
ZNF684	-0.4385
SLC4A1	0.5105
PDHA1	-0.81675
ZNF492	-0.03475
TKT	-1.269
BYSL	-0.52025
RNF38	0.04275
AHDC1	0.0965
KLHL2	-0.0205
CMTM8	0.7015
DMP1	-0.0255
HERPUD2	0.530125
CRTAM	2.77883333333333
ZNF572	1.72225
TMEM16J	0.0325
HSD17B2	-3.19325
UBE2G1	-0.500625
AHSA2	-1.522
PELI2	-0.5935
TPX2	-1.989625
ATP9B	1.212
DAZAP1	0.36275
HMGCS2	0.722666666666667
C17orf38	0.048
B9D1	0.893875
NKX2-5	-0.631666666666667
KIAA1276	-0.15275
LILRB2	3.62
CSTF1	-0.650333333333333
BTN2A1	-0.277666666666667
C15orf48	4.929
IGF2BP3	-4.36
FAM113B	1.0815
HRG	-0.0304285714285715
ZNF131	-0.883
USP47	0.0879285714285714
CCDC88B	0.21775
HCN1	-0.2196
HTN1	-0.9718
SYCP3	-0.55525
C13orf23	0.0715
PAPOLA	0.316375
AATK	-0.3728
MSH3	0.096
NDUFAB1	0.29525
ITLN2	-0.9115
BAK1	-0.3825
MRPL45	0.639166666666667
MTNR1B	-0.1245
LOC645843	-0.6185
SPECC1L	-0.3155
PGCP	-0.08825
SPN	-0.554
GPR143	1.8025
ZNF576	0.810333333333333
TMEM39A	0.7408
ATP5D	0.2025
MAGEB3	-1.988
RPS5	-0.919833333333333
ANP32E	-1.02621428571429
MTMR1	0.521
YEATS4	-1.194
SYNGAP1	0.14475
PCOLCE	-0.253333333333333
MNS1	0.82525
PCYT2	0.064
ZNF182	-0.11475
LAX1	-0.0205
SPPL2B	0.1145
ELOVL5	1.0191
PCDHAC1	0.4055
B4GALNT1	-0.830666666666667
BLOC1S2	1.251
ZNF673	-0.7905
ARHGAP21	-0.951
IRX5	2.44225
LRFN5	-0.149
FAM7A1	-1.3085
RAB19	-0.025
GINS1	-1.43275
ITM2B	1.6776
PAPSS2	0.690833333333333
OR5BF1	0.508
ACSL3	-0.5945
KIAA1919	-1.02541666666667
GLT8D2	2.252875
UTRN	1.16542857142857
CNN1	1.3735
HISPPD2A	-0.336
SDAD1	-0.19075
SIGLEC9	1.33616666666667
RPL35	-0.179
C22orf26	0.5495
IMPDH2	-1.43825
WDR69	-0.322
SEC14L5	-0.166833333333333
CLTA	-0.061
RP11-529I10.4	1.06975
GPR37L1	0.256
OGDH	-0.0969166666666667
ASB13	1.23366666666667
ZFP14	-0.95175
ZCRB1	0.402833333333333
KPNA3	0.98025
HSPA1L	1.432
RHOC	1.28525
LOC554175	-0.12925
PPP3CA	0.3587
SLC1A7	-0.4541
ZNF529	-1.00316666666667
RBED1	0.68475
DDB2	-0.37925
FLJ11286	0.9805
SPATA1	0.3355
MKNK1	0.196333333333333
DYSF	1.00116666666667
ALKBH2	-0.361
NKD1	-2.98683333333333
C1orf174	-0.952
PLEKHO1	0.278166666666667
ASB10	0.14
RING1	-0.0493333333333333
NPC2	0.46325
AVPR1B	0.406
YTHDF1	0.00691666666666665
LMAN1L	0.2765
GSG2	-1.3385
CEP170	0.0501
RPS4Y2	-5.41375
MSH6	-0.9305
HECTD2	0.2795
ZNF556	-3.59316666666667
PLEKHC1	-0.803
AIRE	0.276666666666667
BCL2L10	0.07425
LMOD3	0.0125
ZBTB8	0.1916
FOXA2	-3.338
SLCO2A1	2.7075
C3orf46	0.0555
PRDM16	-0.842166666666667
TMEM98	0.1205
FRMD5	-2.2065
PDE6C	0.158
C1orf216	-0.102166666666667
EP400	-0.121142857142857
PTK2	0.569583333333333
RNF217	0.08925
NDUFA8	0.7175
ZFAT1	0.4525
LAMP3	2.09683333333333
GLTSCR2	0.004875
NPW	-1.1965
LLGL2	0.7079
PPM1K	-0.366666666666667
C20orf177	-1.1675
KIR2DL4	0.5907
NFKB2	0.116
C21orf122	-0.723666666666667
HESX1	-0.28325
GPR114	0.345333333333333
SLC25A35	0.159333333333333
GNAT1	0.41525
ORAI3	0.965
FAM76B	-1.0455
TMEM99	1.2467
TRIM29	-0.6848
CDS1	1.8415
RHEB	-0.6012
C4orf27	-0.759666666666667
RAB3A	-0.48
OTUD6B	0.5545
GPD1	1.046375
CDH15	-0.955333333333333
NPM1	-0.247
TMEM117	-0.76425
PRPS2	0.0711666666666667
GCK	0.3335
ADRA2A	3.88016666666667
TSPYL4	0.7115
TASP1	-0.02225
WDR19	-0.123916666666667
C10orf38	-1.634
PDE4C	-0.574166666666667
FYB	0.679
C1orf55	0.170333333333333
PPFIA3	-1.18225
RAD18	-0.20325
C12orf44	0.0433333333333333
CRYBA4	-0.0195
HVCN1	0.95725
TAF10	0.639833333333333
C16orf48	-0.4655
DEPDC5	0.408333333333333
LTBP1	-1.6125
MAPRE1	0.462875
FGF8	0.596
C3orf52	1.74775
SENP7	0.543666666666667
LRRK2	0.2555
RUNDC2A	0.46
KIAA0355	0.4395
CPEB1	-1.8835
PPEF2	0.833
ABI2	0.0983333333333333
KIAA0317	-0.23675
ATF1	-0.420833333333333
DYNC1H1	0.788
DIP	0.3775
TMEM33	0.0686666666666667
POLDIP3	-0.49725
C7orf24	0.76975
GPR171	3.65425
CDC6	-0.934666666666666
PLD1	-0.4196
ITFG2	-0.6774
NDUFC1	0.63925
AKNA	-0.81525
NBR1	0.623
PKHD1	0.7685
HPS4	-1.0755
MAFA	0.42875
ULBP3	0.195
DIRC1	-0.377
IMMT	-0.3785
C22orf13	0.173
CEL	0.11225
MARK3	-0.282
ADAMTS2	1.15433333333333
ARPC3	0.516833333333333
TMEM10	0.41075
NPHS1	-0.249
BRD8	-0.1015
WDR12	-1.26725
IDI2	-0.65875
HOXD13	-1.331
OR8G2	-1.702
SLAIN1	-3.00025
GABRQ	-0.21875
NR2C2	0.3655
NKTR	-1.0702
TLE2	0.672
KIAA0892	-0.0343333333333333
AURKA	-2.07518181818182
GPRC5C	-0.0435
TBC1D9B	0.677
PNPLA6	-0.392666666666667
AP3B1	0.42475
NAG	-0.294125
C11orf68	-0.03075
AKR7A3	0.27275
AHCYL1	0.8175
COP1	0.401166666666667
RPP14	-0.923916666666667
PCDHB18	0.2995
CDH24	0.152
KRT17	-0.7968
LACTB2	-0.2535
DDX24	0.4878
PHACTR1	-2.33333333333333
SLC35E2	-0.342
LOXL1	-0.08625
IQSEC2	0.277125
RGSL1	0.83
PCDHGC5	0.5565
MEGF10	0.056
PRRX1	1.4205
ASTE1	1.27033333333333
C6orf159	-2.33775
MYOD1	0.40975
GAA	0.52475
ZNF747	1.077
KLRC1	-1.138
IL1RL2	0.544
GDF9	1.0725
GPR119	0.3205
TRAF2	-0.695333333333333
HCK	3.31616666666667
BMP6	-2.5725
IL8RA	1.61216666666667
FLJ35848	-0.439
EFHA1	0.62875
CDSN	-0.134333333333333
C14orf54	-0.270333333333333
LSM3	0.6135
ZFP41	0.0425
C9orf126	-1.20116666666667
VIT	-1.5695
SPCS3	-0.49725
DEF8	-1.5663
CHAF1A	-0.9645
C1orf165	-0.5435
ZFPM2	1.0935
FTH1	1.39825
SLC35F1	-1.29275
YWHAH	0.31825
C17orf66	0.323666666666667
ADRB1	-0.83
FOXL1	-0.158
RG9MTD3	0.02
UMPS	0.764125
MGC13008	-0.351
KIAA1161	0.405
CCDC77	-1.82325
C12orf65	-0.9114
COG4	-1.057
RCP9	-0.187083333333333
RP4-692D3.1	3.61783333333333
CDC2L5	0.5905
MGC7036	0.2445
DNAJC11	-0.49625
GDF2	0.256666666666667
TIMM17A	0.462
HNRNPA0	-0.7499
OR2H1	-0.1835
PCBP1	0.27175
COL23A1	-1.99325
LRRC2	-0.0382857142857143
NSD1	0.994142857142857
FLJ37078	-0.355375
WDR91	-0.688333333333333
TMEM179	-0.09825
DSCR10	null
CNDP2	1.4996
FYN	-0.647
BEX2	2.12233333333333
KCND3	1.1215
YPEL5	1.30875
LRRC42	-0.570333333333333
C17orf45	-1.1685
ZNF649	0.0427
LOC150763	1.310625
COL5A2	2.96275
CNGA2	0.549
ELA2B	-0.6685
RAB9B	0.81
FAM100A	0.41725
NAIP	-0.109357142857143
MYOZ2	-0.754375
SPATA12	-0.0465
XRCC4	0.192
CYB561	1.307
CHST10	-0.07075
BAI1	-0.494166666666667
BRSK1	-0.993333333333333
C17orf89	0.930625
PDE6H	-0.7285
FLJ20309	0.3877
MAP7	2.168875
SCN4B	0.98525
SPAG9	-0.4261875
SERTAD1	0.709333333333333
FLJ21963	0.07975
ANTXR1	0.7954
TMPRSS13	1.3115
ETV7	3.0805
DGAT1	1.70983333333333
NKIRAS1	0.3045
TAC3	-3.27225
CORO1C	-0.606666666666667
RAD54B	-0.22075
HRASLS3	4.73616666666667
C21orf42	0.39075
BARD1	0.039
ZNF177	-1.56383333333333
MIP	0.778
ZNF442	-0.332
F2	-3.6723
GRIA1	0.10075
GALNTL2	1.18916666666667
WNT5A	-0.8819
LENG9	-0.042
hCG_25371	-1.3525
FOXR1	-0.417
TRA@	0.8663
PWWP2	1.07025
C1QTNF7	0.733666666666667
SLC7A4	0.6345
C4orf7	4.27875
C17orf80	0.798
KLK4	1.461
IL31	0.313
TMEM176A	3.42975
CTNNB1	0.0978124999999999
BHLHB2	1.19275
TMEM185B	0.664
ARD1B	-0.19675
C1orf93	-0.097
BRUNOL4	0.3025
LOC541469	0.658166666666667
UPK2	-0.3515
GAS8	-0.1285
PATE	-0.415
IMPACT	0.929875
WNK4	-0.498166666666667
HNRPLL	-0.559625
GAD2	0.324
ITGA6	0.32775
BMP15	0.1135
CYP2A7	5.418875
RIC8A	0.58
CCND1	0.776416666666667
USP35	0.9055
DSCR2	-0.73875
CCL4	4.28933333333333
ZCCHC10	0.3265
NOL11	-0.3505
TRPM2	1.5205
PSMD2	0.518818181818182
CHTF18	-0.74925
USP18	1.718625
RRAS	0.058375
LAMC3	-0.93875
TOX	-3.02016666666667
PCDH15	-0.1315
GABRG3	-2.296
NUDCD2	0.392625
SGCZ	0.1765
KCTD17	-0.2962
SPSB2	0.4035
TPPP3	3.338
CILP2	0.759
CALB2	2.447875
CEBPZ	-0.204833333333333
ZNF479	0.46
FMOD	4.50116666666667
C21orf66	-0.0609285714285715
CLN6	-0.391166666666667
ANAPC1	-0.61575
SH2D3C	1.34425
PTPN14	-0.4083
TRIM42	0.1335
APTX	-0.32275
SNRPG	-0.353666666666667
BMS1	-0.6595
MAGEA3	-4.054
NFATC3	-1.17641666666667
LRRC45	0.726666666666667
ARS2	-0.461714285714286
LRIG1	1.64133333333333
EPSTI1	1.66333333333333
PRSS27	0.5305
ERC2	-1.06125
PRKACB	-0.220714285714286
PRDM13	-4.2395
HCG27	-0.607
KLK12	-3.4925
HSD17B7	0.606166666666667
ZNF354A	0.37475
PCDH11X	-0.8325
DMGDH	0.038
PCBD2	0.781833333333333
TMC6	-0.81325
RIMS1	0.719125
SF3B2	0.2825
RCN1	-0.217166666666667
CPB1	3.714
BCAR3	-0.46875
FCRLB	0.222125
PAK1IP1	-0.9015
OR10H1	0.2105
KIF9	0.6643
PITPNM2	-1.377625
L3MBTL4	0.26725
TGFB1	-0.4689
ZXDC	1.55425
SLC6A16	-1.015
SRrp35	-1.774375
LRRC8E	1.8935
PPIAL4	-0.181583333333333
EOMES	1.2465
PAX2	0.4325
SCARF2	0.225625
PSEN2	1.59433333333333
PCDHB13	0.21125
C10orf28	0.281875
DHRS7B	0.832785714285714
C1orf131	-0.0235
ASB1	-1.1981
ZNF223	-0.572666666666667
LCMT2	0.94575
MEP1A	-0.6855
TMEM53	0.2005
RSPH3	1.74675
C10orf33	-0.95
LOC644285	-0.4615
PTPN9	0.254
ABCA12	-2.919
CCDC37	-0.934
RUNDC1	1.1797
YES1	-0.105166666666667
FAM120AOS	1.5865
OR5M3	-0.162
PPP1R3F	0.369083333333333
IL13	0.591666666666667
MDFI	-1.05775
PRNT	0.33325
ZDBF2	1.3505
OR10C1	0.110333333333333
CLIC1	0.1765
LILRA5	0.849333333333333
CSAG1	-3.9765
TREML2	-0.505833333333333
FAM125A	0.270333333333333
ZNF74	-1.4595
FAM104A	0.832375
LRRC39	-0.3325
SAMD5	-0.776
HYAL2	0.19525
HIST2H2AC	0.852375
IGFBP5	1.01352173913043
NRTN	-1.36566666666667
KIAA0556	0.4305
FAM29A	-1.60472222222222
JMJD2A	0.51925
EPHB1	1.1565
POLD4	1.92075
ANAPC10	-0.056
LRRC36	0.71525
MEGF6	-0.558625
LPHN3	-0.350333333333333
BMP10	0.2436
C21orf55	-0.047
CREM	-0.232
PTGER4	0.124833333333333
METAP1	-1.587
KCNQ1	2.96783333333333
NR2F2	0.965
SSFA2	-0.55025
CTTNBP2	-2.357
BCL2A1	-0.79125
ZBTB24	-0.719125
SLCO6A1	-1.0185
PRDM1	0.8805
OR7D2	1.49816666666667
CCDC47	0.5577
LOC646982	1.19
SLC26A6	-1.61316666666667
BIN1	-0.4308
SRRM1	-0.759071428571429
PCSK1N	-0.126875
ALS2	-0.179
ECT2	0.134421052631579
CACNA2D2	0.026125
DOCK6	-0.7245
C10orf119	-0.1795
FATE1	0.23
DUSP23	1.508
TRIP6	-0.485928571428571
NUP35	-0.48575
CDH3	-0.1425
KLHDC8A	0.8045
C9orf116	0.8045
EI24	-0.48
CENTD1	0.567166666666667
RWDD2B	-1.12516666666667
DOCK1	0.778
NPAS2	0.4225
NR3C2	1.3565
FAM63A	0.813
INPP5F	-0.545833333333333
FAM111A	-0.6767
MYBL1	-0.675333333333333
IQGAP3	-0.0506666666666667
CRADD	-0.578666666666667
DUSP12	-1.34975
PDZK1IP1	3.74775
VASH2	-0.81625
CTR9	0.75925
VIL1	-3.64775
OR8U1	0.969833333333333
CCDC107	0.0335
PTTG1IP	-0.370625
OR4X2	0.309
COL9A1	-2.2295
PSMD9	-0.2335
ZFP62	1.09225
TIP39	-0.30225
PARP15	0.8985
TTC19	0.969875
C1orf114	-1.0885
GFPT1	0.3025
SLC27A6	-1.6265
MRPS10	-0.2209
CALML5	-1.0805
TRPM7	-0.65025
CGNL1	-0.538
CECR1	0.32625
SERPINB8	0.349166666666667
TMEM102	0.775125
PDIA2	-3.27725
NUCKS1	-0.096
HOTAIR	-1.2675
EBI3	0.381
NXN	-0.01275
ZMYND19	-1.166625
FOXJ3	-0.02125
EIF5B	0.00159999999999995
EIF2B4	-0.0636666666666667
LEO1	-0.11875
ZIC5	-1.60116666666667
IL20	1.69116666666667
KIAA0415	0.37275
FLJ37357	-0.1165
TSPAN12	1.398375
ACTR3B	-1.5725
TFAM	-0.694
IL17RD	-1.28625
PARP12	1.04175
KLHDC7A	0.504
KCTD4	0.0661666666666667
GTF2H1	-0.2705
FLCN	-0.0778333333333334
BIRC4	1.349375
LOC790955	-0.20425
VKORC1L1	1.007
CYP4F22	-0.299333333333333
TAS2R5	0.6705
ZNF582	-0.5415
HS3ST3B1	-0.421
CTNS	0.2005
STK36	0.599166666666667
MMD2	0.1985
