Hybridization REF	TCGA-BH-A0DZ-11A-22R-A089-07
NOX3	-0.1465
ELAC1	0.842666666666667
METT11D1	-0.5075
BIN2	-0.873166666666667
NACA2	0.892
CCDC17	-1.05775
HM13	-0.7829
UBOX5	-0.024375
UBE2O	-0.95975
UBL5	-0.25975
APOLD1	0.244125
C9orf31	-0.04125
TNFSF8	0.213
ARHGAP29	1.816875
PROKR2	0.316
PDE5A	0.4555
C6orf12	-0.25
TOM1L1	1.5385
WHDC1	0.271
FOXI1	1.45183333333333
RAB4A	0.9125
TMEM39B	-0.4685
ATPBD1C	-0.3965
FARSA	-0.856666666666667
PLEKHG5	0.715
CMAS	-0.0263333333333333
OR7E24	-0.247
SLC30A1	0.059
CDC42EP5	0.457
PLAC1	-2.34575
KLHL18	-0.430916666666667
LBA1	0.4248
TAZ	-1.4555
CRIP2	1.220375
BTBD11	0.350666666666667
C16orf72	-0.06625
DIO2	2.4575
LRRCC1	0.176
CCDC136	-1.259
PRX	0.745625
RBM5	0.2233
TMEM85	0.423125
TUBGCP4	-1.24483333333333
APLN	1.506875
CDK7	-0.0975
SSR2	0.6505
CRELD1	0.22325
C19orf46	1.95225
GAL3ST4	0.499
KBTBD10	0.93975
IL28A	-0.043
WDR27	-0.7565
MCM2	-1.6095
SOX14	-0.128
FLJ39743	0.278
KIAA0922	0.007625
HIPK4	1.077
FLJ25758	0.938
C16orf57	-0.531583333333333
PDZD2	2.177
MCC	1.732
HHLA3	-0.007
ID2	0.76725
C20orf23	2.30616666666667
ZNF688	0.46475
APOC2	-2.4955
LOC440093	0.33625
FAM50B	1.8485
PWP1	-0.428
DNAH10	0.85275
HIST1H2BA	-0.439
GPR56	1.111
METAP2	-0.13475
PAN3	0.670333333333333
STXBP4	0.71025
PDHX	-0.1135
MTA1	-0.647666666666667
ZBED4	0.243625
ZNF720	-0.754
CDK2	-1.524625
RHOJ	1.960125
CDC37	-0.477
ZER1	0.51175
GRK4	0.90175
PRPH	-0.24075
POLR2A	-0.342875
OGFOD1	-1.15
NOL5A	-1.317
PHEX	0.6285
FLJ16478	1.524
C20orf117	-0.702625
CAMTA2	0.40725
C11orf74	0.5175
DDX17	0.02075
C5orf27	0.663375
PLEKHA2	-1.0025
PDE4DIP	-1.4981
SCN7A	0.62775
ZNF559	0.197833333333333
CXCL10	2.01325
ZMYM4	0.421333333333333
STK32B	0.404666666666667
KIAA0888	-0.9164
TACR3	0.178
CKAP2L	-2.232
KIF1A	-0.802166666666667
RSPRY1	0.7805
VCAN	0.12
CYP27C1	-0.1725
SYDE1	-1.35966666666667
MED12L	-0.9295
ZDHHC21	1.008375
NHS	0.3645
TM9SF3	1.11283333333333
DDHD1	-0.591125
MAFG	-0.560333333333333
BICD2	-0.7194
C14orf119	-0.00216666666666666
C14orf43	0.105142857142857
CDH7	-0.995
ALKBH5	-0.3425
JUP	2.510875
TMEM41A	-0.366166666666667
MAMDC4	-1.4345
CBX3	-0.777
LRRC18	0.03525
RBMXL2	-0.47275
PLA2G4D	0.24
FGF13	2.35125
KIF3A	0.581833333333333
PDIA6	-0.42425
DCXR	0.318
CASKIN2	0.415333333333333
EHD1	0.304
MARCKSL1	0.945166666666667
ZNF496	-0.617833333333333
SCAF1	0.181666666666667
KCTD8	-0.14475
TRAF3IP3	0.474571428571429
LSR	0.60625
CXorf1	0.194
C14orf112	0.495333333333333
EIF2B1	0.0375
OMP	0.641
GSTZ1	0.348
LOC92017	1.6175
ISLR2	1.657
C12orf36	0.3275
GATA2	-1.523
GABRA5	-1.344
CELSR2	-0.0657857142857143
STAM2	0.6284
TNAP	0.882
PTPMT1	-0.0806666666666667
GRP	7.59875
SV2A	-0.8255
MAGEA12	-4.40525
CACNG1	1.7075
C18orf19	-0.82875
GSG1	-0.808
PTPRJ	-0.472071428571429
FRMPD1	0.12
ZNF668	-0.51575
PLEKHJ1	-0.80375
ADAT1	-0.8408
TMEM50A	0.7424
UCN3	0.143
HOOK1	0.974375
IL17B	3.745
MLKL	-0.892333333333333
TTC14	-0.551666666666667
KLHL5	0.48825
CRYL1	0.374
FOXH1	-0.683
NFYB	0.00237500000000002
PPM1G	-0.84175
GOLGA2LY1	-1.1275
NMT1	-0.7795
HADHA	-0.0857
CHSY-2	1.76
PLEKHF1	0.794214285714286
SAGE1	-1.6165
MUSTN1	0.32875
SUHW4	1.725
TFEB	1.344
ZFYVE27	-0.01925
ATG12	-0.879166666666667
BMI1	0.943857142857143
ZIM3	-0.104
MYH4	0.47425
MASP1	-0.280333333333333
KIAA0984	0.91075
RPAP2	-0.39925
ASB5	0.752
BOLA3	-0.866833333333333
MIA3	1.47683333333333
KRT35	0.191
KIR3DL3	-0.695
MRPL51	-0.3405
SEMA3F	0.241333333333333
NDUFB2	-0.1915
LOC253012	3.79975
FAM46C	-0.037
G6PC	-2.019375
CSAG3A	-4.85966666666667
PREX1	1.116
SLC25A45	-0.2255
MAPKBP1	0.5612
CPE	1.0464
GNB1	-0.512875
CXCR6	2.3785
TRIM46	-0.59675
C16orf3	-0.267333333333333
HPSE	-0.633125
TIGD3	-0.7805
SPG3A	2.75775
LCAT	-1.319
ST6GAL1	-0.784444444444444
POMC	0.7755
FLJ36031	-0.390166666666667
NSMAF	-0.219666666666667
SKIL	0.1985
ADSS	0.335
HMGCS1	-1.2613
POLR3F	-0.215833333333333
RAB10	-0.104625
ZNF277P	0.57075
ZBTB7B	0.773375
DHRS1	0.79175
ABCC13	-0.109875
CNOT3	-0.03175
NFKBIA	0.687
GAK	-0.205833333333333
SFT2D2	0.9155
HOXA6	-0.1555
CRTC1	-0.4355
LY6D	3.5335
C20orf72	-1.1655
CPT1A	-0.917
LMO1	-1.2185
EIF3I	-0.02775
PRB4	0.1185
MCM3APAS	-1.522
C20orf132	-0.0341
FOXF2	-3.04475
S100A12	0.18875
MLH1	-0.265666666666667
ACTN1	0.7558
MRPL36	-0.640666666666667
C20orf106	-0.50925
FBXO6	0.265833333333333
MKS1	0.0288333333333333
CX3CR1	0.17525
PDE1B	0.761
PLP1	-1.10475
KISS1	-0.359666666666667
C14orf2	-0.814333333333333
TBC1D3P2	-1.05425
COMMD6	1.3838
ANKRD7	-0.65
PTCHD1	2.80475
NARS2	-0.4835
DOCK7	0.444875
FAM127B	0.198125
LOC390243	-0.346
N6AMT2	0.752
ZNF391	0.2415
DNAJB14	0.317333333333333
WRB	0.115125
BPI	1.37741666666667
TTC4	-0.296666666666667
FAM10A5	0.84575
GOT1L1	-0.1113
MAGED1	0.887625
RESP18	0.2305
WFDC6	2.53675
MT2A	-0.27
C11orf56	0.0375
KIAA1432	-0.135
ROR1	-0.375875
HSD17B14	1.06466666666667
ZFAND2B	0.157375
SAMD4B	-0.17675
HEXA	-0.02475
HNRNPU	-0.353227272727273
USP39	-0.377375
NRD1	-0.66525
R3HDML	-0.0885
FLT4	0.330833333333333
OMG	0.0666666666666667
OR52N4	0.284
LOC399818	0.17775
ELA2	-2.0755
VENTXP1	-0.574
RFC5	-1.324
OR52L1	0.6485
PAX5	0.106
FBXO2	0.71375
GMEB1	0.0975
AKT3	0.0256666666666667
CRB1	-0.782333333333333
CTTN	-0.037
UTP15	-0.0435
HSBP1	-0.191166666666667
PHF11	1.89475
NDEL1	0.177833333333333
USP8	0.09425
BAIAP2	-0.0978125
SI	0.4395
ARSJ	0.607
BAAT	-2.5915
KCNS3	2.10216666666667
LOC126147	0.3065
TMEM37	-0.05825
C1orf162	1.98583333333333
MBD1	0.004
ITGAL	-0.564833333333333
WDR73	-0.368166666666667
GKN2	0.136
ARFGAP1	-1.14725
SLC5A8	2.07416666666667
ZBTB40	-0.1284
CYP4B1	2.677
LYPLAL1	-0.50975
CHST3	0.2885
MAP3K9	-0.02
BTAF1	-0.461833333333333
TFAP2E	0.14
RBM35B	0.279
LOC441251	-0.7205
ANKRD25	-0.0620555555555556
UQCRC2	0.1365
MAEA	0.54625
HYAL1	-1.9504
RNPEPL1	0.279333333333333
CPSF2	-0.262
PSD3	0.3761
ABCA13	1.32475
AGR2	2.69125
GBX1	-1.3115
HDLBP	0.147357142857143
ACY3	0.34225
HECW1	0.87
ZNF519	0.15225
HOPX	2.86625
ZNF304	1.173
OR12D3	0.241
FKSG43	0.05225
METTL1	0.01875
MFSD3	-0.177
PSPH	-1.43625
CLCA3	0.3215
DARS2	-1.67266666666667
CDC25A	-2.24983333333333
BAIAP2L1	-0.3605
B3GNT5	0.881875
USP29	-0.30475
ARHGEF10L	1.4917
ATOX1	-0.097625
ADAM30	0.40575
DNASE1	-0.57675
STT3A	0.412916666666667
RAB6IP1	-0.19
PTN	5.2217
C1orf106	-0.37
HECA	1.57225
RNF122	0.637
SLC22A18AS	-0.612666666666667
GNG8	-0.427666666666667
ELP4	-0.507
FAM65A	-0.2515
RPL10A	1.09366666666667
IRS4	0.269
MACF1	0.9464
SEC24D	0.39225
LOC374395	0.16
TGFB2	0.9815
MDFIC	0.189125
CHRNE	0.1205
PCMTD2	0.0793333333333334
ATP6V0D1	0.0741666666666667
MTA2	0.40725
LZTR1	-0.741166666666667
RAP1A	0.58
AXIN1	-0.629625
POLR1C	0.262
TRIO	-0.151166666666667
PLXNA4A	0.21025
C5orf33	-0.51375
DEPDC1B	-3.778125
ZNF473	-0.317166666666667
MTM1	1.367625
GPR107	0.328166666666667
CSNK1A1L	0.437833333333333
FLJ14154	-0.16
NLRC4	2.362
ENPP4	1.73833333333333
PADI3	0.1375
RNF170	0.129
CG018	2.01416666666667
C16orf7	-0.4015
KCNE1	1.84075
NRM	-1.158
SLC37A3	0.439642857142857
TPD52L2	-1.2155
UNC5B	0.39475
C12orf12	0.181
SDHB	-0.3355
CLRN1	0.0115714285714286
NUDT10	0.0148333333333334
UGT3A1	-0.103625
FBXW8	0.063125
RHOF	-1.117125
PTPLAD1	0.11125
MYO3B	-0.61525
DERA	-0.4415
TPP2	-0.52025
C19orf53	-0.150833333333333
GINS3	-0.5645
ST6GALNAC5	2.684
CHSY1	0.96675
MGC15705	-0.3695
GPR83	0.867166666666667
EXT2	0.441625
DOLK	-0.05025
TUBAL3	0.0925
ACVRL1	2.1324
ABL2	-1.00791666666667
C14orf156	-0.801833333333333
PTPRZ1	0.24875
DIP2C	0.183
LAMP1	0.64375
RXRA	-0.3145
MAP3K5	1.56325
ALKBH1	0.0558333333333333
PDLIM7	-0.0775
ARL14	-0.546
SNIP1	0.130833333333333
TIMP3	1.06133333333333
RGS3	-0.0306666666666667
SPAG16	0.5968
ABHD4	-0.02675
ARHGEF12	0.980666666666667
GLUD2	0.09
RAC2	-0.9583
UAP1L1	-1.507
SLC18A3	0.05
YOD1	-0.560166666666667
RALY	-0.588
HMOX2	0.0665
DGKH	0.0215
DBNDD2	0.923666666666667
YIPF4	0.425
THAP10	-0.5645
ZNF513	0.16825
HAGHL	-2.03366666666667
ITGB4	1.70316666666667
CCDC141	-0.547
YTHDF3	0.5395
C5orf28	0.6015
RPL7L1	-0.71725
TMEM30B	1.0105
ANKRD35	3.419
DUOXA2	-0.2035
TBC1D5	0.38775
DFNB59	0.703
HRH4	0.252
MYO6	2.3228
DNAJA4	1.736
RBM24	0.37075
CEACAM20	-1.245
RBM23	0.218285714285714
NGFB	0.225
C1orf63	-1.2803
KRTAP7-1	-0.019
PERLD1	2.523
NPB	-0.177
C17orf59	0.4776
HSPBAP1	-0.4865
SLC15A4	0.435375
PRTFDC1	0.472
OSMR	-0.3825
CYSLTR2	-0.2475
C19orf25	-0.3414
KIAA1797	0.087
NLRP6	-0.406
FAM105B	-0.2331
SCRN2	0.517
LRRC58	-0.2829
RNF17	0.35475
NEIL3	-3.557
FAM137A	-1.282
SKP2	-2.68575
PARVA	1.10541666666667
PKLR	-1.1155
RNF34	0.052375
A3GALT2	-0.1905
C12orf50	-0.202833333333333
SUNC1	-1.14475
FAM102B	0.185166666666667
CCT2	-0.60825
LRRC37A2	-0.388
ARF4	0.735
SIKE	0.330125
C8orf48	1.84666666666667
MBTPS1	0.438428571428572
GPSN2	-0.1075
NCF2	1.4305
SLC12A6	-0.0465
MRPL48	-0.4975
HMGN3	0.251666666666667
LRRC62	-1.1495
PAX9	0.555375
FAM55A	0.075
C20orf42	-0.641
SCML2	-0.944
BCL9	0.089
FAM40A	-0.471
C9orf41	-0.0738333333333333
ZNF774	0.595
LETM1	-1.12325
PLXNB1	0.252
NIPSNAP1	-0.446
USP10	-0.4355
F9	0.149
LIPE	1.735
CNGB3	0.5765
C12orf52	-0.389875
PI4K2A	-0.201375
MED8	0.0525
STAT4	1.2491
FGD4	0.3625
RNF145	-0.627
WDR32	0.3316
CLDN2	0.0325
TCEAL8	1.11875
ZMYND8	-0.8812
PDXK	-0.43203125
GATAD2A	-0.71975
PTGES3	-0.8285
CCM2	-0.521
TAP1	0.508125
ZNF670	0.7715
ETS2	0.323428571428571
C6orf166	0.0545
PRMT2	0.901928571428572
OR4B1	-0.0685
INTS8	-0.722
CCDC102A	0.46375
CCDC83	-0.658333333333333
ITGA1	-0.1972
EPHA5	-1.2316
FAM24B	-1.06683333333333
TSGA10	2.6655
HAL	-1.34316666666667
MYOT	0.1135
SPACA3	0.12275
BCL2L2	0.210333333333333
CUGBP2	1.1345
CCNB3	0.8515
RNF113B	-0.05125
MERTK	1.105
BAG1	0.557
VPS36	0.214
ORMDL3	0.8629
C1orf190	1.27575
ZNF625	0.07
CORO2B	-0.31725
ALOX15	0.041
CST1	-0.2905
NUPR1	1.69916666666667
CCL7	-0.449
SMCR5	-2.3435
DSC2	2.9475
RBMS2	0.276
GRIK4	1.4085
TRIM65	-0.3357
TMPRSS6	0.0458571428571429
TP53INP2	-0.00825
GLB1L	0.767
LOC388284	0.440333333333333
PUS1	-1.11642857142857
BCL9L	-0.007
OLFM1	0.18625
RET	1.140125
MASTL	-2.04533333333333
ALX3	0.2695
IL1RL1	-0.296833333333333
ZNF765	-0.4416
C14orf138	0.00600000000000001
SNX10	-1.28616666666667
TAC4	0.064
C1orf64	2.957625
POGK	0.249125
MAPK9	0.1775
ZNF366	2.57275
C8orf79	3.2659
CLDN7	2.045
OR5AT1	3.72
TRIM37	-1.26225
LRRC25	1.832
GRHL2	2.3747
TEKT3	1.712
LASS5	-0.108833333333333
ABCC4	-0.84525
DLG3	0.833375
VGLL1	3.116875
ZFP36L2	2.27483333333333
MFRP	-0.118
KIAA1799	0.47425
FLJ44379	1.4275
PCNX	0.16825
ANXA9	0.21
CYP4V2	1.3358
PIK3C2A	0.727
SRR	0.768
NOL3	-0.406
IFITM2	0.626
ARNTL2	-1.13775
ZNF595	1.197
NLRP13	0.119
ASPH	0.3415
CPA2	0.459
PVRIG	-1.26383333333333
LEPR	0.824333333333333
C16orf42	-0.3505
SH3BGRL	2.4565
FAM77D	0.9795
FNDC7	-0.3915
C9orf6	0.6885
NOTCH2NL	0.523666666666667
PGBD1	-0.250833333333333
SYNGR2	0.0756666666666667
PITPNA	-0.1983125
PRPF4B	-0.2756
SLC43A3	-0.940285714285714
NRBP1	-0.1135
SLC25A22	-0.204
ILK	0.21975
SLC22A8	0.1615
MRPS7	-0.316875
PITX2	-1.99275
FABP3	0.124625
OR1L1	-0.625
LOC728215	-0.085125
BLID	-1.1555
KIAA1217	3.20758823529412
TFPT	-0.3845
AP4B1	-0.44475
VBP1	-0.3115
OR1K1	0.171
MORC3	0.55375
BHMT2	-0.311
C3orf10	0.608375
FZD7	3.41233333333333
WFDC10A	-0.354
PMS2CL	-0.329125
CCDC32	0.926166666666667
FA2H	0.12875
ALG13	0.1145
TTLL7	-0.1686
SPOCK3	0.94975
SLC13A2	0.7505
AIM1	2.3995
GPRC6A	-0.00649999999999998
EGR2	7.34375
MED11	0.45375
WWC1	1.74475
SH3GL3	-1.546
RIF1	-0.568571428571429
PRLH	-0.33
VLDLR	0.0825
DBT	0.4178125
C21orf63	1.976
CGGBP1	-0.40475
KRTAP12-2	0.671
TADA3L	0.1625
ZBTB16	2.37375
PDGFB	0.989125
RFX1	0.07175
UQCRB	-0.0615
LOC133874	-0.4025
HPS3	-1.19475
LGALS3BP	-0.1566
DKFZP564O0823	2.39071428571429
MRFAP1L1	0.805375
HOXA10	-0.191166666666667
NGB	0.0995
KIF21A	-0.602538461538461
IFLTD1	-0.1055
LZTS1	1.003
ARHGEF3	2.17375
RHBDL3	-0.4455
CSNK1G2	-0.397083333333333
ChGn	0.129375
KIAA1244	1.78983333333333
GABRB2	0.582
MGC72080	-1.216
CD27	2.726
EGLN1	-1.4445
PEX13	0.87675
RWDD3	0.35575
RNF12	-0.416
GRIN2B	-0.041
ADAMTS14	-0.7575
DYDC2	1.48683333333333
ATP6AP1	0.00460000000000002
NR1H2	-0.439333333333333
PDK2	1.27425
C3orf17	0.171
SLC38A2	-1.05664285714286
SLC25A29	0.0366666666666667
C15orf29	1.006
ADAM9	0.3165
TMUB2	-0.082375
GPR176	-0.53375
AGK	-0.359125
MCCD1	0.52225
NDUFA4	-0.272
TMEM146	0.339
DUSP1	1.6735
UNQ6975	-0.077
EMX2OS	2.914
INSM2	0.143
LUZP4	-0.00299999999999999
SETD6	-0.5695
P2RY2	2.3195
SLC45A2	-1.4355
RABGAP1	0.406333333333333
UBXD5	0.132625
GPRC5A	0.9248
PAK3	3.04166666666667
LOC63920	-0.481
TGFBR1	0.7131
KRTAP6-3	1.0975
SFMBT2	-0.17575
CDC42	0.28525
C11orf35	-0.2995
TTLL2	0.1595
UACA	0.791833333333333
CD97	-1.2472
SETD5	-0.101375
NINJ2	-1.6295
PTER	1.18916666666667
POMGNT1	0.323
KRTAP4-2	0.2235
ECGF1	1.182625
HRB	0.129454545454545
ATP1B2	0.2729
LOC400506	0.3345
COL4A3BP	0.58925
C6orf97	0.509
GRHPR	0.425125
TAS2R1	-0.651
SEMA7A	-1.54975
EDF1	0.53025
ODF2L	0.789
PCID2	-0.142833333333333
GTF2H4	-0.978333333333333
ZCCHC3	-0.4335
CGB2	-0.109166666666667
NEUROD1	-0.07025
C20orf75	-0.191
RP5-1054A22.3	2.34966666666667
IFNA5	-0.3175
ZNF134	0.350416666666667
MGC119295	-1.5227
ZSWIM6	0.017375
SMEK1	0.196166666666667
PCGF2	-0.28175
C1orf102	2.17075
CYP2A13	0.821
KCNH6	-0.8598
MDM1	0.2202
ALDH7A1	1.087
C9orf75	-0.30525
VDAC3	-0.1935
OR51T1	0.3925
EIF3F	-0.0148333333333333
KCNJ10	-0.36575
LENG8	-0.134
EDEM2	0.08625
CCNJL	0.178833333333333
DHX37	-0.5035
CRYGN	1.2105
AATF	-0.706125
ZNF630	1.92075
E2F5	-0.264
WFDC13	-0.21725
FTSJ3	-0.117666666666667
C4orf33	1.6315
LHFPL4	-2.516
C19orf56	0.459083333333333
SMAD4	0.595375
AFM	-0.1965
G0S2	2.42325
FCHSD2	-0.1691
RRP1B	-1.0279
EEF1B2	0.299
STAT6	1.124
ZNF195	0.161
GNL1	-0.560166666666667
ZNRF2	1.0565
PER3	0.373375
ASB16	-0.18575
C10orf10	2.51535714285714
ADCY8	-2.40683333333333
C9orf58	0.671666666666667
ARMC10	-0.155833333333333
PSG1	-0.378
DHX34	-0.29025
VARS2	-0.88225
NFIC	0.2785
ITPR2	1.902
AGXT2	0.398833333333333
OR6K3	0.116
H2AFZ	-1.03825
MLLT3	0.622416666666667
COX4I2	1.61725
CCNT2	0.361875
PLK4	-1.906125
NUMBL	-0.4185
MED16	0.3615
PLEKHQ1	0.5405
GOSR1	0.265611111111111
BTG4	0.07725
RPL30	0.732
IGSF5	0.0605
IGFL2	1.00716666666667
ELMOD2	0.297
SHC3	0.198166666666667
HAVCR1	0.0275
DYNC2H1	0.732625
RNF5	-0.666666666666667
C2orf7	-0.4825
NLF1	-0.634
KLHL25	0.41825
LRP10	0.9116
KRI1	-1.03625
PUS7L	-0.0391666666666667
MGMT	1.182
HOXD1	-0.303666666666667
CSH1	0.1216
ATG16L2	-1.46125
FLJ44635	1.4765
CHODL	2.238
EXOSC8	-1.243
SLC28A1	-0.145
MYO7B	-0.446833333333333
SEH1L	-0.3603
MTNR1A	0.355666666666667
TSPAN5	0.449333333333333
CDC45L	-3.533
AMIGO1	0.666
ATAD3A	-1.5685
OSGIN2	0.220833333333333
PDIK1L	0.739666666666667
DARC	3.67925
PIPSL	0.019
SHMT1	0.09975
CRISP3	-0.271
POPDC2	3.00633333333333
ZRANB2	-0.844
FBXL8	-0.565
TRIP13	-2.81427272727273
EIF5AL1	-1.3
POU5F1P3	-5.19766666666667
IL6	-0.215333333333333
CXorf38	-0.986833333333333
IFNA16	-0.2175
FBXL2	1.43533333333333
BRD1	0.81475
STATH	-0.182
FBXO44	0.386
MCCC2	-0.0215
CDC2	-2.7581
C5orf23	-0.2875
IVD	0.439333333333333
C10orf122	-0.9165
MSL3L1	0.338
MVP	0.535
EPOR	-1.3516
ZMYM1	-0.157333333333333
BCL7C	0.255833333333333
PSTPIP2	1.3105
LYPD1	-1.581125
OR8G5	0.505
ZP3	-0.2925
BCAS4	-0.01475
EDG6	1.57225
ISY1	-0.3045
PRAMEF2	-0.6915
CUL1	-0.2395
RNF213	0.1265
CCRK	0.704
DHX9	-0.10875
C13orf29	0.194
NCKAP1	-1.3115
MRPL43	0.918857142857143
XPR1	-0.0930000000000001
PKN2	-0.15
PODNL1	1.0635
ZNF333	0.1515
DALRD3	0.77175
OPN1SW	0.033
BTBD6	0.12175
C11orf82	-2.262
OR5P3	0.075
DUSP11	0.57425
L1CAM	-1.1816
NEK11	2.04833333333333
OR7E91P	1.226
CNTN3	2.3038
CREB3L2	-0.28425
ZBTB37	0.131
KIAA1324L	0.15225
NDUFB10	-0.1145
NUDT2	-0.767
GTPBP8	-0.38525
CACNA1D	0.8075
PRKAA2	0.3875
PRDM8	0.2535
MGC16075	-0.160833333333333
KRT14	2.46892857142857
PP8961	-0.34325
MRPL18	0.02325
ABCG2	-0.79775
PACRG	3.177
BBS2	0.98925
KREMEN2	-2.6335
FBXO21	0.905
HNRPUL1	0.192666666666667
GRB10	0.42175
CLSTN1	0.54925
LMAN2	-0.1233
C17orf61	-0.274
NIPSNAP3A	1.10175
INSIG2	-0.383
PCDHB7	0.673833333333333
STXBP2	0.2955
CMAH	1.31141666666667
SEMA5B	-1.234
ZNF155	0.4745
COQ6	-0.114333333333333
PRPF4	-0.99025
TSPAN15	2.446
VN1R5	0.39375
LATS2	0.5575
SELK	0.0485
PGK2	-0.008
MS4A1	-0.4585
TYW3	-0.3735
KRTAP5-1	-1.07275
RCCD1	-1.52366666666667
BTN1A1	1.23425
DDX28	0.02825
TMEM65	0.092875
LOC92345	-0.09875
TTC31	-0.44725
WDR46	-0.6285
CHP2	-0.693
LSP1	0.255875
ZNF542	0.3035
EXOSC1	0.00775
ARHGAP18	0.0115
LRRTM4	-0.60125
MAOB	3.78383333333333
CACNB4	2.26325
MGC33846	0.477
RANBP3L	0.223
ATP5L	0.26525
ONECUT1	-2.506
NUDT9	0.33025
TMEM149	0.2485
STX17	0.7235
IGSF10	-1.143
TMPRSS9	0.4015
BMPR2	0.807916666666667
ALLC	-0.2365
KLF7	0.274625
GCC1	0.4979
TIMM9	-0.30175
CDO1	2.50316666666667
MGC10701	-0.690166666666667
IFI6	-0.304833333333333
FRMD8	1.16
MGAT2	-0.032
WBP5	0.273166666666667
CNIH2	-0.691
KIAA0907	-1.7471
KCNH8	2.45
CTSG	-0.651
GRIK1	1.7555
CUL5	0.970875
FRMD1	0.065
OR9A4	0.5195
SYT6	-1.134125
FOXD4L2	0.056
ANAPC2	0.0536666666666667
OPN5	-0.5395
TAF13	-0.17825
LYG2	-0.39375
GGNBP1	0.0465
C11orf40	0.183
OTX2	-0.8065
REG4	0.0363333333333333
EIF5	-0.236
PALB2	-0.875
SEPSECS	-0.0599
RNASE3	-0.09975
TRIM49	-1.3405
POLR2K	-0.3423
GPR42	0.3285
C8B	-1.705
SASS6	-0.37
PREB	-0.716166666666667
OR3A3	0.5325
TUBA8	0.5815
IGLV2-14	-1.31575
STIL	-2.48875
ANKFN1	-0.547166666666667
NME7	-0.07175
HOXC12	-2.20975
UBE2C	-2.7285
FHOD1	-1.091625
CDK2AP1	0.75425
OR6K2	0.29025
DHPS	-0.67275
RPL5	0.629416666666667
TRGV5	0.0355
LOC541472	0.462
HCCS	0.0236
DENND1B	0.6275
LHX3	0.0395
OR5D16	0.2195
CXorf57	-0.635666666666667
IRF2BP1	1.244
NDST2	0.338833333333333
LCE3D	0.1175
BOLL	0.2345
SYT3	-0.298
PIH1D2	0.69975
C20orf7	-0.844666666666667
IL1R2	0.452833333333333
SLAMF9	-0.408
PPME1	-0.560625
PIK3CA	0.8645
TRAPPC1	0.090375
COLEC10	-0.57975
SLC9A6	-0.362166666666667
PDDC1	-0.260083333333333
CCDC53	0.5375
GK3P	-0.54875
DAZL	-0.5315
BRI3	-0.6175
SDK1	0.32825
CYP2C18	0.2455
IFI44L	1.2295
RPL3L	0.726
FUT9	2.48016666666667
KIFC2	-1.29633333333333
PMP2	-0.60875
SLC4A9	0.5055
PLAG1	-1.56566666666667
MYCBP2	0.683
OR4E2	-0.246
CCDC65	1.39825
C16orf82	0.40775
ENTPD4	0.219375
BRP44L	0.23
PMP22CD	-0.4155
TMCO4	1.33833333333333
KCNN1	-0.432666666666667
WDR35	-0.41175
CCDC80	1.1705
C3orf31	-0.72875
SLC7A9	-0.249
TMEM190	-1.22875
DBC1	2.7644
FADS3	-0.993833333333333
PDZD8	0.428833333333333
GRM5	-0.04625
AZGP1	3.788
PEX3	0.7245
MED1	-0.670928571428571
ATG4C	-0.4785
HNRPH3	-0.681
FAM109B	1.34775
C4orf17	0.3195
CA10	0.0323333333333333
OPRD1	0.114
CCL16	-1.203
SACM1L	0.38525
CST6	4.434
CD63	0.6948125
LGI1	-0.92325
ZNF784	-0.5545
CRYBB1	-1.117
CX3CL1	2.393
TOP2A	-3.782
GYPB	-3.53566666666667
GADD45GIP1	-0.56325
FEN1	-2.07825
IGF1R	0.5998125
WDR72	-1.64233333333333
PURG	0.272
DEFB126	0.0495
PKD1L1	-0.05875
CAV1	-0.2775
GNPDA2	0.8678
DGAT2	0.90675
NLGN1	-0.718
STRBP	-0.13725
HPRT1	-1.14366666666667
FANCI	-2.869
PSMA7	-0.415875
DBF4B	-1.17283333333333
TTF1	-0.45625
RAD54L	-3.04375
ELOF1	-0.2395
PLAGL2	-0.810875
ZNF256	0.0715
HMGCL	0.19925
MSI2	-0.501
RPESP	2.57983333333333
C11orf60	0.759
ABCD1	-0.763
ACAA1	0.989
SPARCL1	5.3015
IL6ST	0.949
ZNF319	0.80975
TMEM109	0.3623
FAM90A1	-0.522166666666667
IL22RA1	-0.028
ATP4B	0.549
TEC	-0.2405
C7orf30	-0.81075
TXNDC2	-0.717333333333333
ABCB4	-0.33075
KIAA1191	0.926
C9orf38	-0.0875
SFTPB	-0.052
CNTNAP2	-1.11863636363636
FRK	1.947
TBX19	0.469
CHD4	-0.2055
C6orf26	-2.7595
MOSC2	1.50375
IKBKE	0.15975
HIF1A	-0.416333333333333
LOC595101	-0.787
RELA	0.0375
TMEM16B	-0.5495
ABHD12B	-1.31775
TSEN34	0.22725
KIF18A	-2.82525
TXNDC9	0.417166666666667
SPATA2L	-0.217
SEMA4G	-1.136
C21orf91	0.13375
MATN1	-0.103
KCNIP4	-0.281666666666667
TUSC1	1.92675
OR4C15	0.32075
ARMCX6	0.586916666666667
WBSCR27	-0.309166666666667
OR52I2	-0.041
KIAA1604	-0.03675
DYNC1I1	-0.104875
PPP4C	0.018
SLC47A2	-0.774
TREH	-0.047
CD48	1.47333333333333
ST14	1.63733333333333
PKN1	-0.76975
SPON2	1.74
XBP1	2.38366666666667
SFRS12	-0.411166666666667
EFCAB6	2.75725
SELT	0.19375
