Hybridization REF	TCGA-AR-A0TU-01A-31R-A109-07
ZNF559	0.249333333333333
CXCL10	4.134
ZMYM4	1.00216666666667
STK32B	-0.781466666666667
KIAA0888	-1.0018
TACR3	0.6165
CKAP2L	0.1015
KIF1A	2.6595
RSPRY1	0.55275
VCAN	0.229
CYP27C1	0.566
SYDE1	-1.3445
MED12L	-1.4635
ZDHHC21	0.81825
NHS	-2.244
TM9SF3	1.01866666666667
DDHD1	0.80825
MAFG	-0.22775
BICD2	0.1988
C14orf119	0.981833333333333
C14orf43	0.0584285714285714
CDH7	-0.2445
ALKBH5	-0.468285714285714
JUP	0.334875
TMEM41A	-0.185166666666667
MAMDC4	-1.41833333333333
CBX3	-0.43
LRRC18	0.06175
RBMXL2	-0.185
PLA2G4D	0.557166666666667
FGF13	1.96825
KIF3A	-0.351333333333333
PDIA6	0.6205
DCXR	0.08325
CASKIN2	0.4745
EHD1	1.05366666666667
MARCKSL1	1.967
ZNF496	1.00433333333333
SCAF1	-0.0715
KCTD8	-0.89425
TRAF3IP3	1.41842857142857
LSR	1.2125
CXorf1	0.0255
C14orf112	-0.123833333333333
EIF2B1	0.08875
OMP	-0.179
GSTZ1	-0.55125
LOC92017	0.64825
ISLR2	0.0525
C12orf36	0.28
GATA2	-1.84716666666667
GABRA5	3.6655
CELSR2	-1.0575
STAM2	0.1355
TNAP	-0.1325
PTPMT1	0.930333333333333
GRP	0.075
SV2A	-1.46766666666667
MAGEA12	-4.088
CACNG1	0.305
C18orf19	0.21675
GSG1	-0.444166666666667
PTPRJ	-0.0275
FRMPD1	0.171
ZNF668	0.3315
PLEKHJ1	-0.5325
ADAT1	-0.3959
TMEM50A	0.8592
UCN3	0.103
HOOK1	1.795
IL17B	-1.7325
MLKL	1.08683333333333
TTC14	-1.44133333333333
KLHL5	0.88425
CRYL1	-0.099
FOXH1	0.1435
NFYB	-0.141
PPM1G	-0.55325
GOLGA2LY1	-1.479
NMT1	-0.25525
HADHA	-0.5876
CHSY-2	0.48725
PLEKHF1	0.177357142857143
SAGE1	-1.451
MUSTN1	-0.24975
SUHW4	1.08175
TFEB	0.74
ZFYVE27	0.76175
ATG12	-0.315166666666667
BMI1	0.315
ZIM3	-0.544
MYH4	-0.2175
MASP1	-1.03516666666667
KIAA0984	-0.8635
RPAP2	0.56575
ASB5	0.1225
BOLA3	-0.748166666666667
MIA3	0.643166666666667
KRT35	0.6395
KIR3DL3	-0.812
MRPL51	0.30525
SEMA3F	-0.285833333333333
NDUFB2	0.483333333333333
LOC253012	-0.714
FAM46C	-1.783
G6PC	-1.773125
CSAG3A	-0.1925
PREX1	-0.9065
SLC25A45	0.086375
MAPKBP1	-0.00190000000000001
CPE	-1.9766
GNB1	-0.721125
CXCR6	2.6535
TRIM46	-0.1295
C16orf3	-0.165
HPSE	0.086
TIGD3	0.8715
SPG3A	3.06225
LCAT	-1.43266666666667
ST6GAL1	-1.42672222222222
POMC	0.06875
FLJ36031	1.68883333333333
NSMAF	0.904833333333333
SKIL	1.325
ADSS	1.29633333333333
HMGCS1	-0.6026
POLR3F	0.23
RAB10	0.0565
ZNF277P	0.17625
ZBTB7B	0.540375
DHRS1	1.2765
ABCC13	-0.338875
CNOT3	0.03975
NFKBIA	1.94075
GAK	-0.622833333333333
SFT2D2	1.9205
HOXA6	0.085
CRTC1	0.011875
LY6D	-0.929
C20orf72	-0.5935
CPT1A	-0.6695
LMO1	-1.812
EIF3I	0.79125
PRB4	0.21475
MCM3APAS	-0.909375
C20orf132	-0.6405
FOXF2	-4.20575
S100A12	0.386
MLH1	-0.365
ACTN1	-0.438
MRPL36	-0.301166666666667
C20orf106	-0.63775
FBXO6	1.48616666666667
MKS1	0.3525
CX3CR1	-3.11875
PDE1B	0.137
PLP1	-1.73775
KISS1	0.200166666666667
C14orf2	-0.732
TBC1D3P2	-0.51
COMMD6	-0.0454
ANKRD7	0.3165
PTCHD1	6.137875
NARS2	0.90775
DOCK7	0.49125
FAM127B	0.224125
LOC390243	-0.0328333333333333
N6AMT2	0.657
ZNF391	0.6595
DNAJB14	-0.211333333333333
WRB	-0.1855
BPI	1.74425
TTC4	0.583333333333333
FAM10A5	0.45225
GOT1L1	0.1524
MAGED1	0.869125
RESP18	0.18525
WFDC6	-0.01025
MT2A	-2.4495
C11orf56	-0.1315
KIAA1432	0.8115
ROR1	-0.672375
HSD17B14	0.248333333333333
ZFAND2B	-0.3115
SAMD4B	0.105
HEXA	-0.58775
HNRNPU	0.676409090909091
USP39	-0.067875
NRD1	0.1185
R3HDML	0.14475
FLT4	0.254833333333333
OMG	0.203666666666667
OR52N4	0.4605
LOC399818	0.3085
ELA2	-2.57875
VENTXP1	0.0455
RFC5	-0.393
OR52L1	0.2695
PAX5	0.231
FBXO2	1.2925
GMEB1	1.3205
AKT3	-0.86
CRB1	-0.0968333333333333
CTTN	0.5065
UTP15	0.00183333333333334
HSBP1	0.41975
PHF11	1.643
NDEL1	-0.0495
USP8	-0.86
BAIAP2	1.0359375
SI	0.211
ARSJ	1.95916666666667
BAAT	-1.7265
KCNS3	0.367
LOC126147	-0.426833333333333
TMEM37	-0.50525
C1orf162	3.4875
MBD1	0.5861
ITGAL	0.167
WDR73	-0.491666666666667
GKN2	0.00866666666666667
ARFGAP1	-1.15875
SLC5A8	-0.649166666666667
ZBTB40	0.00880000000000001
CYP4B1	-0.713166666666667
LYPLAL1	-0.4585
CHST3	-1.5655
MAP3K9	0.085
BTAF1	-0.426333333333333
TFAP2E	-0.0905
RBM35B	0.307
LOC441251	-0.370666666666667
ANKRD25	-1.90994444444444
UQCRC2	-0.659
MAEA	0.436083333333333
HYAL1	-2.5912
RNPEPL1	0.1795
CPSF2	-0.35
PSD3	-1.1203
ABCA13	0.592375
AGR2	-4.284
GBX1	-0.881
HDLBP	0.518285714285714
ACY3	0.74925
HECW1	-0.5395
ZNF519	0.8965
HOPX	2.59325
ZNF304	0.729375
OR12D3	0.148
FKSG43	0.3335
METTL1	0.26325
MFSD3	0.5724
PSPH	-0.407
CLCA3	-0.664
DARS2	-0.1245
CDC25A	-0.425666666666667
BAIAP2L1	1.52625
B3GNT5	2.127
USP29	0.0345
ARHGEF10L	1.3186
ATOX1	-0.14675
ADAM30	0.11375
DNASE1	-0.8415
STT3A	0.431666666666667
RAB6IP1	0.811
PTN	-2.0975
C1orf106	0.786384615384615
HECA	1.95625
RNF122	3.0875
SLC22A18AS	-0.565333333333333
GNG8	-0.184333333333333
ELP4	0.10625
FAM65A	-0.258166666666667
RPL10A	-0.0791666666666667
IRS4	-0.058
MACF1	0.8145
SEC24D	0.19675
LOC374395	0.015
TGFB2	-1.64975
MDFIC	0.406875
CHRNE	0.153166666666667
PCMTD2	-0.971166666666667
ATP6V0D1	-0.962833333333333
MTA2	1.81975
LZTR1	-0.849333333333333
RAP1A	-0.186
AXIN1	0.102875
POLR1C	-0.203
TRIO	-0.794083333333333
PLXNA4A	-0.52775
C5orf33	-0.25575
DEPDC1B	-0.33
ZNF473	0.510833333333333
MTM1	0.245
GPR107	-0.593833333333333
CSNK1A1L	-0.0493333333333333
FLJ14154	-0.541
NLRC4	4.547
ENPP4	0.2855
PADI3	0.168
RNF170	-0.40425
CG018	0.307666666666667
C16orf7	-0.74625
KCNE1	0.6905
NRM	-1.169
SLC37A3	1.37792857142857
TPD52L2	-1.38333333333333
UNC5B	0.04275
C12orf12	0.0888333333333333
SDHB	-0.89625
CLRN1	0.1605
NUDT10	-0.0791666666666667
UGT3A1	0.21825
FBXW8	0.076875
RHOF	-0.470875
PTPLAD1	-0.578375
MYO3B	-0.455
DERA	-1.11475
TPP2	0.04775
C19orf53	0.400666666666667
GINS3	-0.8925
ST6GALNAC5	4.2605
CHSY1	-0.01025
MGC15705	-0.17
GPR83	0.886166666666667
EXT2	1.449625
DOLK	-0.15175
TUBAL3	-0.38925
ACVRL1	1.5287
ABL2	0.437666666666667
C14orf156	-0.555166666666667
PTPRZ1	2.675375
DIP2C	0.48225
LAMP1	1.08
RXRA	-0.2951
MAP3K5	1.649
ALKBH1	-0.0136666666666667
PDLIM7	-0.745375
ARL14	-1.0855
SNIP1	0.778166666666667
TIMP3	-0.0456666666666667
RGS3	-0.166333333333333
SPAG16	-0.4116
ABHD4	-0.7915
ARHGEF12	-0.65825
GLUD2	-0.476
RAC2	-0.5992
UAP1L1	-0.9475
SLC18A3	0.263
YOD1	0.349333333333333
RALY	0.047
HMOX2	0.288625
DGKH	0.66425
DBNDD2	1.06083333333333
YIPF4	-0.513375
THAP10	-0.60575
ZNF513	0.13425
HAGHL	-1.1545
ITGB4	0.693333333333333
CCDC141	-1.052
YTHDF3	0.475
C5orf28	0.1575
RPL7L1	-0.46825
TMEM30B	0.0452142857142857
ANKRD35	1.6685
DUOXA2	-0.335
TBC1D5	0.790875
DFNB59	0.119
HRH4	0.19875
MYO6	2.0464
DNAJA4	0.851625
RBM24	-1.304875
CEACAM20	-0.239
RBM23	0.5525
NGFB	0.1515
C1orf63	0.098
KRTAP7-1	0.2005
PERLD1	0.506
NPB	0.0695
C17orf59	0.1959
HSPBAP1	0.1415
SLC15A4	0.3665
PRTFDC1	1.99875
OSMR	-1.26992857142857
CYSLTR2	0.242
C19orf25	-0.2734
KIAA1797	-0.211
NLRP6	-0.095
FAM105B	0.4442
SCRN2	-1.058
LRRC58	-0.3795
RNF17	0.16825
NEIL3	-0.6115
FAM137A	-0.71625
SKP2	0.01975
PARVA	0.206333333333333
PKLR	-1.027
RNF34	0.624625
A3GALT2	0.24475
C12orf50	0.00483333333333333
SUNC1	-0.94075
FAM102B	0.226333333333333
CCT2	-0.7795
LRRC37A2	-0.9445
ARF4	-0.1165
SIKE	-0.386625
C8orf48	2.5845
MBTPS1	0.163142857142857
GPSN2	-0.723
NCF2	4.29425
SLC12A6	-0.2055
MRPL48	0.066
HMGN3	0.615166666666667
LRRC62	-0.883
PAX9	0.965625
FAM55A	0.441
C20orf42	0.115666666666667
SCML2	-0.396
BCL9	0.43775
FAM40A	-0.65275
C9orf41	0.777333333333333
ZNF774	0.086
LETM1	0.4125
PLXNB1	-0.535333333333333
NIPSNAP1	-0.69925
USP10	0.22775
F9	0.4225
LIPE	1.3345
CNGB3	0.855
C12orf52	-0.06425
PI4K2A	0.34675
MED8	0.962
STAT4	1.0756
FGD4	-0.714
RNF145	-1.06116666666667
WDR32	-0.0386
CLDN2	0.395833333333333
TCEAL8	0.393
ZMYND8	-1.7928
PDXK	-0.63459375
GATAD2A	1.65025
PTGES3	-0.937
CCM2	-1.2685
TAP1	3.380125
ZNF670	2.57625
ETS2	1.52264285714286
C6orf166	-0.14
PRMT2	0.250285714285714
OR4B1	0.304
INTS8	0.573
CCDC102A	0.301
CCDC83	-1.58133333333333
ITGA1	-1.4776
EPHA5	-1.5152
FAM24B	-0.0713333333333333
TSGA10	1.505
HAL	-1.44883333333333
MYOT	0.34075
SPACA3	0.73125
BCL2L2	-0.0233333333333333
CUGBP2	-0.537666666666667
CCNB3	1.47375
RNF113B	0.5255
MERTK	-0.091
BAG1	-0.8005
VPS36	-0.14675
ORMDL3	-0.3519
C1orf190	-0.25875
ZNF625	0.331
CORO2B	-2.0715
ALOX15	0.065
CST1	0.809
NUPR1	1.119
CCL7	4.41225
SMCR5	-2.353
DSC2	4.2275
RBMS2	0.228
GRIK4	0.256
TRIM65	0.7083
TMPRSS6	-0.532142857142857
TP53INP2	-0.952
GLB1L	-0.445666666666667
LOC388284	-0.534333333333333
PUS1	0.774857142857143
BCL9L	0.1545
OLFM1	-2.285
RET	-1.11125
MASTL	-0.0215
ALX3	0.42
IL1RL1	0.00150000000000001
ZNF765	-0.2555
C14orf138	-0.04625
SNX10	-0.5015
TAC4	0.0885
C1orf64	-3.11525
POGK	1.518625
MAPK9	0.362
ZNF366	1.5305
C8orf79	0.7893
CLDN7	1.990875
OR5AT1	0.248
TRIM37	-1.79625
LRRC25	2.823
GRHL2	3.1126
TEKT3	0.23875
LASS5	-0.994
ABCC4	0.279666666666667
DLG3	1.717625
VGLL1	4.220125
ZFP36L2	1.76416666666667
MFRP	-0.200833333333333
KIAA1799	0.171
FLJ44379	-0.188
PCNX	0.4855
ANXA9	-2.3535
CYP4V2	-0.0213
PIK3C2A	0.6275
SRR	1.2355
NOL3	-2.128
IFITM2	0.121
ARNTL2	1.252
ZNF595	1.8785
NLRP13	0.03
ASPH	-0.462875
CPA2	0.104
PVRIG	-0.964166666666667
LEPR	-0.5875
C16orf42	-0.491166666666667
SH3BGRL	0.78275
FAM77D	0.081
FNDC7	-0.0355
C9orf6	1.08333333333333
NOTCH2NL	0.3285
PGBD1	0.191
SYNGR2	-0.3235
PITPNA	-0.2715625
PRPF4B	-0.7276
SLC43A3	0.495428571428571
NRBP1	-0.3935
SLC25A22	0.79825
ILK	-1.275
SLC22A8	0.794666666666667
MRPS7	0.456125
PITX2	-1.2985
FABP3	0.25075
OR1L1	0.6105
LOC728215	-0.089625
BLID	-0.195
KIAA1217	1.74041176470588
TFPT	-0.62975
AP4B1	-0.77525
VBP1	-0.2865
OR1K1	0.3805
MORC3	0.673
BHMT2	-2.13433333333333
C3orf10	0.54325
FZD7	2.69616666666667
WFDC10A	-0.8425
PMS2CL	-0.163375
CCDC32	0.462833333333333
FA2H	-3.74375
ALG13	0.466
TTLL7	-0.0175
SPOCK3	0.00575
SLC13A2	0.529
AIM1	0.57025
GPRC6A	-0.169
EGR2	4.66975
MED11	0.0095
WWC1	2.16325
SH3GL3	0.255
RIF1	0.144
PRLH	-0.0055
VLDLR	-1.811
DBT	0.90175
C21orf63	1.957
CGGBP1	-0.964625
KRTAP12-2	-0.4115
TADA3L	-0.23825
ZBTB16	-0.085
PDGFB	0.3695
RFX1	0.253
UQCRB	-0.0126
LOC133874	-0.587
HPS3	-1.8255
LGALS3BP	1.0977
DKFZP564O0823	1.41528571428571
MRFAP1L1	0.34125
HOXA10	-1.93966666666667
NGB	0.1445
KIF21A	1.11261538461538
IFLTD1	-0.36
LZTS1	0.467625
ARHGEF3	0.5415
RHBDL3	-2.4365
CSNK1G2	-0.130583333333333
ChGn	-1.02575
KIAA1244	-0.851333333333333
GABRB2	0.734
MGC72080	1.11
CD27	3.36075
EGLN1	-0.358
PEX13	1.65725
RWDD3	0.46075
RNF12	0.406333333333333
GRIN2B	-0.066
ADAMTS14	-0.175875
DYDC2	2.36766666666667
ATP6AP1	0.0378
NR1H2	-0.534333333333333
PDK2	-0.28325
C3orf17	-0.531333333333333
SLC38A2	-1.20928571428571
SLC25A29	0.0371666666666667
C15orf29	-0.259125
ADAM9	-0.429416666666667
TMUB2	-0.245375
GPR176	-0.25975
AGK	0.682375
MCCD1	0.38725
NDUFA4	-0.51175
TMEM146	0.10725
DUSP1	0.046625
UNQ6975	0.03
EMX2OS	1.077
INSM2	-0.39275
LUZP4	-0.16825
SETD6	-1.156
P2RY2	0.17575
SLC45A2	-0.8195
RABGAP1	-0.253666666666667
UBXD5	0.2945
GPRC5A	-1.3582
PAK3	4.098
LOC63920	-1.25375
TGFBR1	-1.1162
KRTAP6-3	1.538
SFMBT2	0.4595
CDC42	-0.2724375
C11orf35	-0.9655
TTLL2	-0.06875
UACA	-0.300333333333333
CD97	-0.5663
SETD5	0.40275
NINJ2	-0.76025
PTER	0.971833333333333
POMGNT1	0.3275
KRTAP4-2	0.072
ECGF1	2.624875
HRB	-0.206909090909091
ATP1B2	-0.539
LOC400506	0.13175
COL4A3BP	0.22
C6orf97	-1.19375
GRHPR	-0.775
TAS2R1	0.1605
SEMA7A	-1.3195
EDF1	0.232
ODF2L	1.57
PCID2	-0.141333333333333
GTF2H4	-0.0391666666666667
ZCCHC3	-0.42175
CGB2	0.2725
NEUROD1	0.33775
C20orf75	0.01
RP5-1054A22.3	2.28133333333333
IFNA5	0.3855
ZNF134	-0.339916666666667
MGC119295	-0.252
ZSWIM6	-1.1085
SMEK1	0.543
PCGF2	-0.3695
C1orf102	2.1055
CYP2A13	0.5365
KCNH6	-0.6808
MDM1	0.0022
ALDH7A1	0.469833333333333
C9orf75	-0.76225
VDAC3	0.919125
OR51T1	0.1915
EIF3F	-0.68075
KCNJ10	0.253625
LENG8	0.1855
EDEM2	0.765666666666667
CCNJL	-1.53066666666667
DHX37	0.5035
CRYGN	0.0845
AATF	-0.08325
ZNF630	1.476375
E2F5	1.838
WFDC13	-0.59
FTSJ3	-0.389
C4orf33	0.75575
LHFPL4	-2.16
C19orf56	0.29025
SMAD4	0.581375
AFM	-0.548166666666667
G0S2	0.112
FCHSD2	1.3801
RRP1B	-0.0938
EEF1B2	-0.465166666666667
STAT6	0.815
ZNF195	-0.0135
GNL1	-1.23566666666667
ZNRF2	-0.799833333333333
PER3	-0.144
ASB16	0.1855
C10orf10	1.24585714285714
ADCY8	-2.00666666666667
C9orf58	0.388166666666667
ARMC10	0.76
PSG1	-0.6485
DHX34	0.063
VARS2	-1.1275
NFIC	-0.15175
ITPR2	-1.03425
AGXT2	0.0498333333333333
OR6K3	0.275
H2AFZ	0.617416666666667
MLLT3	-1.58658333333333
COX4I2	0.708
CCNT2	-0.17625
PLK4	0.226375
NUMBL	0.306333333333333
MED16	-0.7525
PLEKHQ1	0.9545
GOSR1	0.236666666666667
BTG4	-0.072
RPL30	0.536083333333333
IGSF5	-0.28875
IGFL2	-0.135333333333333
ELMOD2	0.282833333333333
SHC3	3.32383333333333
HAVCR1	-0.2425
DYNC2H1	0.521
RNF5	-1.43533333333333
C2orf7	-0.4835
NLF1	0.0125
KLHL25	0.775
LRP10	0.5384
KRI1	0.40125
PUS7L	0.7295
MGMT	-0.0765
HOXD1	-1.04283333333333
CSH1	0.1495
ATG16L2	-0.332
FLJ44635	-0.303
CHODL	4.84675
EXOSC8	-0.22675
SLC28A1	0.0875
MYO7B	-0.534
SEH1L	1.0498
MTNR1A	0.342833333333333
TSPAN5	0.0213333333333333
CDC45L	-1.5965
AMIGO1	0.568
ATAD3A	-0.451125
OSGIN2	1.20933333333333
PDIK1L	1.46083333333333
DARC	0.644875
PIPSL	0.6085
SHMT1	-1.33875
CRISP3	-0.391
POPDC2	1.0995
ZRANB2	-0.2955
FBXL8	-0.40325
TRIP13	-0.329090909090909
EIF5AL1	-1.393
POU5F1P3	-4.87266666666667
IL6	-0.597
CXorf38	-0.582166666666667
IFNA16	0.081
FBXL2	2.30983333333333
BRD1	0.75875
STATH	0.0985
FBXO44	0.959333333333333
MCCC2	-0.62825
CDC2	0.3703
C5orf23	2.863
IVD	-2.09766666666667
C10orf122	-0.3965
MSL3L1	1.542
MVP	-0.925
EPOR	-1.5146
ZMYM1	0.0506666666666667
BCL7C	0.422666666666667
PSTPIP2	3.0647
LYPD1	0.148625
OR8G5	0.193
ZP3	0.240833333333333
BCAS4	0.0448333333333333
EDG6	2.689
ISY1	-0.477
PRAMEF2	-0.9395
CUL1	0.346
RNF213	0.8095
CCRK	1.90325
DHX9	0.82925
C13orf29	-1.131
NCKAP1	-0.439166666666667
MRPL43	0.100214285714286
XPR1	1.00925
PKN2	0.3326
PODNL1	-0.373
ZNF333	1.032
DALRD3	-0.8845
OPN1SW	0.2415
BTBD6	0.87175
C11orf82	-0.131
OR5P3	-0.624
DUSP11	-0.10225
L1CAM	-1.1777
NEK11	1.27233333333333
OR7E91P	1.9915
CNTN3	0.098
CREB3L2	0.705
ZBTB37	0.115
KIAA1324L	1.0285
NDUFB10	-0.660833333333333
NUDT2	-0.01675
GTPBP8	-0.146
CACNA1D	-0.196125
PRKAA2	-0.666
PRDM8	0.692
MGC16075	-0.487
KRT14	-0.966428571428572
PP8961	0.018125
MRPL18	0.96425
ABCG2	-3.3465
PACRG	2.1075
BBS2	-1.586
KREMEN2	2.705
FBXO21	1.41825
HNRPUL1	-0.056
GRB10	0.4855
CLSTN1	0.924875
LMAN2	-0.0494
C17orf61	-0.59025
NIPSNAP3A	0.82425
INSIG2	-1.48216666666667
PCDHB7	0.265166666666667
STXBP2	0.101
CMAH	-0.321333333333333
SEMA5B	-1.05125
ZNF155	-0.1735
COQ6	-0.963166666666667
PRPF4	0.3555
TSPAN15	0.7911
VN1R5	0.61425
LATS2	-0.8055
SELK	-0.10675
PGK2	-0.123
MS4A1	-0.398
TYW3	-0.0922
KRTAP5-1	-0.0225
RCCD1	-0.518666666666667
BTN1A1	0.20275
DDX28	0.475
TMEM65	-0.355625
LOC92345	0.13
TTC31	-0.53475
WDR46	-0.340333333333333
CHP2	-0.385333333333333
LSP1	0.318625
ZNF542	-1.40525
EXOSC1	1.03075
ARHGAP18	-0.722333333333333
LRRTM4	-0.42575
MAOB	1.528
CACNB4	-0.969
MGC33846	1.181125
RANBP3L	-0.048375
ATP5L	-0.52925
ONECUT1	-2.524
NUDT9	0.79125
TMEM149	0.595
STX17	2.158
IGSF10	-5.01375
TMPRSS9	0.4575
BMPR2	0.167416666666667
ALLC	0.0555
KLF7	0.684625
GCC1	0.8665
TIMM9	-0.4785
CDO1	-1.66766666666667
MGC10701	-0.841333333333333
IFI6	3.0815
FRMD8	1.8685
MGAT2	0.4025
WBP5	0.709666666666667
CNIH2	0.96
KIAA0907	-0.933
KCNH8	3.3895
CTSG	-2.639
GRIK1	-0.293833333333333
CUL5	0.51125
FRMD1	0.2235
OR9A4	0.4695
SYT6	-1.840375
FOXD4L2	0.528
ANAPC2	-1.14433333333333
OPN5	0.4495
TAF13	-0.53925
LYG2	-0.24775
GGNBP1	0.3235
C11orf40	0.4715
OTX2	-0.453
REG4	0.0141666666666667
EIF5	-1.436125
PALB2	-0.028
SEPSECS	-0.1714
RNASE3	0.0655
TRIM49	-0.7905
POLR2K	0.0261
GPR42	-0.0705
C8B	-2.4685
SASS6	1.934
PREB	-0.7435
OR3A3	0.3065
TUBA8	0.77125
IGLV2-14	-1.9745
STIL	0.65075
ANKFN1	-0.218833333333333
NME7	-0.8275
HOXC12	-1.572
UBE2C	0.324625
FHOD1	-2.398
CDK2AP1	1.84525
OR6K2	0.49325
DHPS	0.1595
RPL5	0.101333333333333
TRGV5	0.358
LOC541472	0.3555
HCCS	0.6974
DENND1B	1.2785
LHX3	0.5445
OR5D16	0.0745
CXorf57	-2.875
IRF2BP1	0.7265
NDST2	0.158
LCE3D	0.127
BOLL	0.33975
SYT3	-0.4215
PIH1D2	-1.141
C20orf7	-0.304833333333333
IL1R2	1.30883333333333
SLAMF9	-0.1525
PPME1	-0.13975
PIK3CA	-0.01425
TRAPPC1	-0.30075
COLEC10	-0.1875
SLC9A6	0.339833333333333
PDDC1	0.49275
CCDC53	0.4745
GK3P	0.026
DAZL	-0.3625
BRI3	0.67325
SDK1	0.3415
CYP2C18	0.73275
IFI44L	5.277
RPL3L	0.256
FUT9	2.44483333333333
KIFC2	0.312
PMP2	0.128125
SLC4A9	0.204
PLAG1	-2.49583333333333
MYCBP2	0.105
OR4E2	0.6955
CCDC65	0.31275
C16orf82	-0.026375
ENTPD4	-0.20525
BRP44L	0.415
PMP22CD	0.043
TMCO4	0.516333333333333
KCNN1	-0.4135
WDR35	0.41825
CCDC80	-0.79775
C3orf31	0.462
SLC7A9	-1.20925
TMEM190	-1.43675
DBC1	1.24383333333333
FADS3	-1.177
PDZD8	0.4965
GRM5	0.012375
AZGP1	1.2178
PEX3	-0.965
MED1	-0.153142857142857
ATG4C	-0.295333333333333
HNRPH3	-1.153125
FAM109B	1.24225
C4orf17	0.3015
CA10	0.13075
OPRD1	0.0385
CCL16	-1.163
SACM1L	-1.149
CST6	4.08125
CD63	-0.3288125
LGI1	-1.41425
ZNF784	0.099
CRYBB1	-1.628
CX3CL1	1.3165
TOP2A	-0.884625
GYPB	-3.09416666666667
GADD45GIP1	0.14225
FEN1	0.056125
IGF1R	-2.717375
WDR72	-1.76983333333333
PURG	-0.7775
DEFB126	0.08675
PKD1L1	-0.021
CAV1	-2.347
GNPDA2	0.7351
DGAT2	2.431125
NLGN1	-4.29375
STRBP	0.20075
HPRT1	-0.275166666666667
FANCI	-1.016375
PSMA7	0.085875
DBF4B	-0.4965
TTF1	-0.52225
RAD54L	0.23225
ELOF1	0.02475
PLAGL2	-0.100375
ZNF256	-0.297
HMGCL	-1.04075
MSI2	-0.314166666666667
RPESP	-3.37233333333333
C11orf60	-1.0115
ABCD1	-0.2415
ACAA1	0.3381
SPARCL1	3.384
IL6ST	-1.5857
ZNF319	0.8985
TMEM109	0.2107
FAM90A1	2.38183333333333
IL22RA1	0.6475
ATP4B	-0.103
TEC	-0.498666666666667
C7orf30	-1.025
TXNDC2	-0.445833333333333
ABCB4	-0.50975
KIAA1191	1.607
C9orf38	0.0635
SFTPB	0.268875
CNTNAP2	-0.282916666666667
FRK	1.118
TBX19	0.832
CHD4	-0.186
C6orf26	-1.906
MOSC2	-1.776
IKBKE	0.80575
HIF1A	-1.439
LOC595101	0.2505
RELA	0.605666666666667
TMEM16B	-1.06016666666667
ABHD12B	-2
TSEN34	0.83725
KIF18A	0.9155
TXNDC9	-0.854
SPATA2L	0.075
SEMA4G	-0.664
C21orf91	1.476
MATN1	-0.2795
KCNIP4	0.2445
TUSC1	1.294125
OR4C15	0.33575
ARMCX6	0.555583333333333
WBSCR27	-1.96616666666667
OR52I2	-0.082
KIAA1604	1.06625
DYNC1I1	-0.0455
PPP4C	1.32975
SLC47A2	-1.63716666666667
TREH	0.28575
CD48	1.789
ST14	1.9735
PKN1	-0.07
SPON2	1.45825
XBP1	-2.21041666666667
SFRS12	-0.321166666666667
EFCAB6	0.391
SELT	-0.02825
SLC39A2	0.2305
ERF	0.409
ARL3	-0.386625
SURF6	-0.2939
MLLT10	0.407857142857143
FLJ11171	-0.0781666666666667
TDGF1	-4.00333333333333
ERCC6	1.91
EIF2AK4	-0.03575
BAZ1A	1.008
LRRN3	-0.753833333333333
TMC3	0.288
EFTUD1	0.0875
PTPRO	1.59816666666667
CLEC12A	0.805375
ACBD4	-0.86725
ZDHHC14	0.1775
OTUD7B	0.620875
ACTB	0.122
MSRA	0.022875
LCE5A	-0.4295
IFI35	0.02775
BSCL2	0.0161666666666667
ANKRD12	0.24625
CFHR2	-0.00475
RGAG1	0.120166666666667
HSFY1	-0.2665
SLC30A5	-0.273583333333333
IMPG1	0.384
GPR109A	0.446
ZNF185	0.4235
IYD	0.231
NPCDR1	-0.148
SERPINA13	0.04
HMGCLL1	-1.1335
NEUROG1	-0.242666666666667
UBQLN1	1.01025
LIN37	0.43775
SOCS2	-3.25875
DSCR4	-1.349125
XKR6	2.08325
GPR142	0.601
KRTAP13-3	0.4605
CCDC15	-0.568333333333333
MOS	-0.0595
CD1E	-0.57
OFCC1	1.3615
FAM83D	-0.4935
SRFBP1	0.23025
C9orf96	-0.1305
DHDH	-0.70875
CCDC90A	0.641
RABL3	-0.4277
CD320	0.702833333333333
ANGEL2	0.65475
MRPL21	0.43475
SMG6	-0.402166666666667
INSR	1.0366875
FLJ14816	-0.662
GLRB	-1.13066666666667
C9orf89	1.112
CIZ1	-0.687625
URG4	-1.15083333333333
LRDD	-1.20566666666667
CBY1	1.367
NFX1	-0.425375
MTERFD2	-0.5175
C19orf23	0.059
PGC	-2.580125
IER3IP1	0.4626
RASAL2	2.30441666666667
C1orf89	-1.049
SYNJ1	-0.480375
NFKBIE	1.195
FLJ40125	-1.15583333333333
TCEB2	-0.4084
NOG	-1.3455
POLR2J2	-0.1855
HLA-B	3.28025
PCDHA1	0.5995
PPP2R2B	0.1035
ARHGEF17	0.644833333333333
TCF7L2	0.917214285714286
CHD5	-0.409
ZNF431	0.54825
TBC1D25	1.644
ZNF800	-0.09875
SCUBE2	-3.20654545454545
MYCBP	0.855833333333333
GPX5	0.131
C6orf129	0.0558333333333333
QSER1	1.11566666666667
ULK2	1.13475
PIGO	-0.6635
NRCAM	-2.76571428571429
SLC35E3	-0.92925
