Hybridization REF	TCGA-C8-A12M-01A-11R-A115-07
EBAG9	1.30983333333333
LOC100101267	0.0225
UROD	-1.22883333333333
ARL9	-1.3505
PDE2A	-1.734
TUBB2A	-0.6715
RPL36	0.0166666666666667
ASPM	-1.95378571428571
RBCK1	-0.946666666666667
AFF2	-0.552
STARD6	0.495333333333333
ZDHHC8	-0.0245
EXOD1	-1.4705
PLXNA2	1.43308333333333
ACTL6B	-0.3575
ANKRD41	-0.298333333333333
IL2RA	2.199125
PNRC2	-0.291
DENND2C	0.297666666666667
STXBP5L	-1.9605
TBCC	0.118875
NSF	-0.145
KCNJ1	-0.235166666666667
KIF2B	-0.37175
KRT73	0.608
C7orf47	-0.47825
NFASC	0.8655
SFRS15	0.073
CLCA4	0.064
ZNF597	-0.102666666666667
SCGB1D1	3.142
LONRF3	-2.43575
OR2J3	0.5755
SMURF1	-0.075125
C14orf102	-0.27225
HNRPDL	-0.3734
ANKRD39	0.26
BTNL8	-0.61925
CSTF2	-0.59075
CABP4	0.75
TMEM95	0.4065
HTR1F	0.476
SCPEP1	-1.07725
PRSS12	-2.709625
SLC28A2	0.123
INHBA	0.906666666666667
RP11-298P3.3	-0.18175
UGDH	-1.4925
SLC36A1	1.09025
PLCB1	0.4985
SEPP1	-0.832166666666667
SRXN1	0.21575
LOXL2	-1.71725
SERPINA7	-5.85016666666667
LOC201229	1.3025
CHRNA1	1.6115
DENR	-1.9315
RARRES2	-1.07325
SENP2	-0.53725
XPNPEP1	-0.301125
PCGF5	-0.9576
HIST1H1T	0.9175
CDK5RAP1	-0.23025
PRKG1	1.27007142857143
RASGRP1	-0.1632
CFI	-2.73533333333333
KIR2DL3	0.758
FOXRED2	-2.21892857142857
FABP1	-6.25775
TRIM7	-2.19275
CYP20A1	0.0996818181818182
CYTL1	-2.969
SORBS1	0.59525
PEA15	1.3285
GUCY1A2	0.967166666666667
ZSWIM2	-0.917
PH-4	2.443
PACSIN1	-0.866875
LOC152586	1.271
UMODL1	-0.1135
KREMEN1	-0.632125
FLJ35773	3.46675
RFPL4B	0.8885
SNAP23	0.08275
STXBP6	-3.651
C6orf115	-0.1535
ZBTB33	0.51425
CHST9	-1.16216666666667
MGA	-0.034875
FAM128B	0.4326
GPR4	3.94833333333333
KIAA1957	-1.3075
GSTK1	1.1015
CLCN5	-0.84925
FBXW5	-0.21675
FUSIP1	-0.750428571428571
MAG	0.613
FLT3	4.2565
STRA8	-1.304
SERPINB4	-5.547
JMY	-0.591166666666667
DLK2	-0.628
ZNF451	-0.4302
HES6	-0.65325
FGF9	-2.0375
VNN1	-1.13516666666667
SRPK2	0.0825
ALDH3A1	-1.7748
CDX4	0.3605
SPG21	-0.50775
ZNF302	0.0133
DOK3	0.9305
GRIN1	0.474071428571429
OR1A1	0.6805
CALU	0.327333333333333
ANKFY1	-0.749666666666667
C9orf84	-1.189
CLEC2L	-0.45125
LIMCH1	-1.73191666666667
RWDD1	0.0298333333333333
VHLL	-0.376
SLC18A2	1.079
UPK3A	-0.551666666666667
FIP1L1	-0.44025
LENEP	-0.107166666666667
RHOB	1.60883333333333
RIBC2	0.52175
GNPNAT1	-0.9991875
TBC1D10C	-0.55825
MMAA	0.9015
INTS9	-1.07075
HOOK2	0.019875
CCNG1	-1.1315
CCDC144B	-1.909
MTMR7	1.102
NEU4	-3.0255
HADH	-0.73925
CCKAR	0.3925
TMEM173	0.442
AFAR3	2.38625
PTH2R	0.4
IFI30	0.19225
GLUL	0.4042
TMEM71	-1.25816666666667
C20orf165	0.3485
BFAR	-0.117625
ZNF14	1.22475
KLHL8	0.642785714285714
PPIL2	-0.854333333333333
CTA-126B4.3	-0.389
C5orf37	0.3
SLC27A4	2.11683333333333
KLHL22	-0.23475
GJB2	0.176
HSPBP1	-0.438125
PRKD1	-1.26983333333333
SOX8	-0.266
KIAA0195	0.499666666666667
MICALCL	-0.689833333333333
ICAM1	-1.577875
C10orf126	-0.8805
SIX4	2.665375
BCL2L1	0.6913
CD19	-0.0668333333333333
RAPGEF3	1.25416666666667
KIAA0974	0.127
MAPK3	0.377333333333333
OR10A3	-1.062
MAP2K1IP1	1.299
STK4	-0.270944444444445
CHIC2	0.0555
DLX5	-0.190166666666667
ZNF367	-0.836
FBXO41	-1.44375
ADK	-1.166875
hCG_1995786	0.2905
GTPBP10	-0.07075
TGOLN2	0.99725
CTBS	0.509333333333333
FGD1	0.44875
ETS1	0.0848333333333333
EDC4	-0.52175
GSTA3	1.39725
HOXB6	-0.6685
C9orf131	-0.167
BCAS1	3.6515
U2AF1L4	-0.1475
PDHA2	-0.00133333333333335
SORD	2.142375
SLC25A33	-1.8735
WDHD1	-2.22375
OR8K5	0.589
RNASE11	-0.6445
STAP2	-2.663
TRIM44	-0.146
CHCHD8	-1.28425
SIDT2	-0.155166666666667
OR2B3	0.2215
TRRAP	-0.50825
TRAF1	-0.417
RYR2	-2.058
FAM71B	0.3546
SLC45A4	1.97175
TRIM32	0.689375
ATP6V1G1	2.34975
TRA16	0.01825
SERHL2	-0.42975
PRKY	1.615
NPR2	-0.92075
TAS2R40	-0.13625
OR5I1	0.149666666666667
ZFYVE26	0.301833333333333
WFDC11	-0.1475
CSH2	0.6525
OR2T8	-0.24
TBX20	0.579
LYPD5	1.56583333333333
STOML2	-0.6955
ALPI	0.189125
FAT3	-0.421125
ZNF273	-0.2339375
NPSR1	-0.1575
FLAD1	0.509333333333333
RAB5C	0.142625
TTLL3	-0.749
KIAA1618	1.05
NPPC	0.5695
ZEB2	0.2595
MRP63	-0.2705
WSCD2	-0.467333333333333
NEUROD4	0.144
SNAPAP	0.242
MTMR2	-1.27511764705882
STK35	-0.54875
USP48	-0.038875
NR1H4	-3.69875
RASL10A	0.0055
SSTR1	-2.38025
C1orf35	-1.5065
APOBEC3C	-1.32975
RUSC2	0.1995
SALL4	-1.94425
ZCCHC8	-1.095
RAD17	0.45975
ZNF708	0.960166666666667
LILRB5	1.79975
TEX12	-1.321
C9orf79	0.16
ARHGEF1	0.0498333333333333
ABCA4	-1.0015
RNF214	-1.31225
PPAPDC2	0.84725
ARID4A	-0.405
SYCP2	1.482
OPRM1	-0.64925
RP13-102H20.1	-5.61225
CYP26B1	0.779333333333333
APCDD1	1.7525
PCCA	0.67425
ALS2CR7	0.293
AQP5	-0.562166666666667
YLPM1	-0.31375
PRKAR1B	-0.6468
IL16	-0.2703
TCF3	-1.800625
ZSWIM7	-0.000500000000000004
SERPINE1	-2.3872
BAI2	-0.42225
SMC5	-0.531571428571428
SMN1	0.024
SLC13A5	-3.196375
POU2F3	0.87225
BACH1	-0.3015
GMCL1L	-0.085
PPP2R2D	0.611125
LRRC51	0.688333333333333
EDARADD	0.8895
LRRC3	0.059
FAM124B	1.147
C20orf70	0.439
LOC285735	-2.0865
CTBP2	1.5937
ZMYND11	1.239125
CDH23	0.340333333333333
OR1N1	-0.455
LOC400590	-0.276
PDK1	-2.7215
LMTK3	0.658
USHBP1	1.605625
ZFYVE21	-0.06375
hCG_21078	-0.387375
OAF	-0.46725
WDR41	-0.685
SPINK6	-0.7525
GDEP	0.492
MEG3	-1.5848
OXSR1	0.0881428571428571
RAD51	-1.8575
RPL13A	0.1585
DYRK1A	0.6272
FLJ25791	1.52125
SARDH	-0.0323
RBBP5	0.548
ORC2L	-1.0695
NCAPH2	-1.22966666666667
RNASET2	-1.00166666666667
WDR79	-0.523166666666667
FLJ39779	-1.0625
C3orf1	0.112
DDX23	0.0945
MGC40574	0.43075
MORC4	1.191
MYRIP	4.19718181818182
LY6E	-1.87075
SLC39A11	1.912375
ATP12A	-0.073
AUP1	-0.3085
PIP	0.59225
CORO7	-0.513
PITPNM3	0.176
ENPP1	-1.80316666666667
PPP1R1C	-2.919
NRBP2	0.208
KCNE2	0.3535
P2RX4	3.37675
CCND2	-2.52357142857143
OR5T3	0.594
CUL4A	0.402666666666667
CFB	-2.981125
PCP4	-3.1695
HEMGN	-5.20483333333333
UBIAD1	-0.376
CDC42BPB	-0.7663
CYB561D1	0.2
RIMS2	-0.601625
ZNF488	-0.03175
RNMTL1	0.3775
SART3	-0.7265
CAPN10	-0.547714285714286
CCR5	3.47816666666667
APOA1BP	0.361166666666667
NDUFS5	-0.92725
PDLIM3	1.8936
VPS24	0.8738
SCN8A	0.737625
C1orf67	-2.9665
MRCL3	1.05116666666667
TMEM145	-1.3795
KCTD16	0.326666666666667
RNF149	-0.0235
FDXR	-0.3785
CDCP1	-2.182
PAX3	-2.61055555555556
LASS4	1.84825
HSD17B8	-0.0785
YAP1	-0.884
NNT	-2.65475
SC5DL	-0.555875
DKFZp566H0824	-0.279
KSR2	0.691166666666667
RAD21	0.594066666666667
ST8SIA2	0.22275
L3MBTL3	-0.499
SNRPB	-2.016
MGC14425	-0.0755
MIF	-0.31275
TAPT1	1.832
IRF8	1.5938
PRO0132	0.9605
HERV-FRD	0.316
ACD	-0.778
BCL3	0.1565
SPATA13	2.55825
MRLC2	1.368
F2RL3	0.218375
CFHR3	0.333
DUSP15	0.592166666666667
TMEM46	-1.807
SF3B4	0.931333333333333
MAP7D3	-1.04975
STELLAR	-0.908
SEMA5A	-0.9843
H2BFS	0.02475
LRRC28	-1.02816666666667
MORN2	0.6015
XYLB	-0.58825
WDR21C	-0.07475
HIATL1	0.324125
ADAMTS10	0.292333333333333
WDR55	0.27125
MFSD5	0.754333333333333
OR4N2	0.819
DUSP16	0.138944444444444
NLGN4Y	-1.75588888888889
INHBC	0.2195
NUMA1	0.4465
DEFB123	-0.0865
GIPC1	-0.5765
MGC27348	-0.832
FLJ33590	0.223
FZD1	-0.825
MKL1	0.337
SAA2	-1.45725
C1orf94	-2.159
C7orf28B	0.0775
TMEM185A	0.2593
ZZZ3	0.784
C16orf5	-0.124166666666667
GALNAC4S-6ST	2.3845
C1orf186	2.6565
IGFBP4	0.0848333333333333
NDUFA10	0.2155
CLIC2	-0.0775
RNF13	1.0515
GPR103	0.634
CD69	-3.01925
MYOZ1	0.783
IFNB1	-0.152
CLNS1A	-1.2585
CXorf45	1.4175
ZXDB	-0.1535
FUNDC2	-0.12225
GPA33	-0.60775
C9orf70	-0.1235
SLC2A9	-0.976
LOC126520	0.2205
MAGEB1	-0.576
LCE2A	0.1805
C18orf34	1.491
FMNL2	-1.4115
KRT85	0.31575
CRYGA	0.3755
GEM	-0.521
THAP6	1.6575
ALKBH3	0.0948333333333333
TM6SF2	-0.11075
C20orf82	1.13375
RANBP2	-0.519666666666667
LIG3	-0.9147
RETSAT	1.241
OR8S1	0.84
CAST	-1.01
TGFBI	-1.2679
C15orf37	0.0345
PGM3	-0.745
SLC4A11	-2.37925
FAM123C	0.217166666666667
TAOK1	2.69275
CISH	2.3555
OGDHL	-1.82575
SPINT2	1.69666666666667
ZNF33A	-0.2175
CLDN18	0.359666666666667
RNF128	-1.30175
CCDC71	-0.54475
RASSF6	1.02683333333333
HSPG2	0.5035
ATP6V0E1	1.553625
ABHD6	0.123
CD274	0.2505
GCNT1	2.44525
NT5C1A	0.253833333333333
TM4SF5	-4.292
C21orf58	-1.47616666666667
SUCLA2	-0.41675
RFTN2	1.80025
SCNM1	1.00525
SLC9A10	1.7815
FUNDC1	0.74025
SLC35F4	-2.29125
AMD1	-1.65825
COL6A6	1.89775
OR4K2	0.101
TRIB2	-1.62941666666667
LOC91461	-1.71725
GHSR	1.4215
ATP8B1	1.62625
C1orf78	1.61283333333333
RNF183	-1.80916666666667
STX4	-0.3073
TPPP2	-0.608125
MYBPHL	-2.1625
TXNDC6	0.1405
C9orf47	1.075
FAM137B	0.424
FANCB	-1.77825
C11orf9	-2.272
DPY19L1	-0.33675
VDAC2	-0.364666666666667
VHL	-0.59325
LMBR1	0.169125
C8orf44	1.24125
ZPBP	1.49425
FGF23	-0.57775
C21orf67	-0.0849999999999999
PCNT	-1.0825
BCKDHB	-0.8256
GALNTL5	0.19775
BET1	-0.518
ARL13A	-0.6445
HDAC6	-0.744375
N4BP3	1.38616666666667
OTOP1	0.538166666666667
TTC30A	0.848625
CRISP1	0.561
KRT32	-1.1845
VSTM1	0.771
ZNF622	-0.25175
POLR3B	-1.1783
DNAJC10	0.55675
C12orf54	0.958
ADIPOQ	0.0574
RIT2	0.85275
CD44	-2.2317
ABCA3	1.51825
RPS17	-0.6115
FEZF1	-1.429
PCDHB15	0.2395
KCNMA1	0.993318181818182
CCDC116	-2.2175
C15orf27	-3.413
NARG2	-0.15175
ITGA5	-0.832
MEFV	0.313
TUT1	-0.174375
LOC541473	0.03975
NMBR	0.469
GLT1D1	-3.33833333333333
ABCB7	-0.7895
PFKP	-3.70890909090909
C9orf91	1.2385
LRRC41	0.304666666666667
C1orf85	0.4995
ATP5F1	-0.025875
STOX1	0.4795
GFOD2	0.803
SLC25A3	-0.4365
ZNF646	0.5278
ZAR1	-0.249
OSTbeta	-2.74125
GALNT3	1.5825
IFT122	3.724
LDB3	0.1635
GARNL1	0.473714285714286
HOMEZ	0.346833333333333
LRRC6	3.477
ANGPTL5	-1.522
UBAC1	-0.59125
DLEU7	-0.19025
RPL19	1.847625
TOP1MT	-0.4125
LOC643641	1.375
MBD3L2	-0.3295
NTSR1	0.1828
WISP2	-2.405
GPSM2	-2.036125
RDH10	-1.0185
PRKCG	-0.922
HIST1H4J	-1.877
MON1B	0.6431
MLF1IP	-0.7
ZNF446	0.738
COL4A5	-0.5439
SLC26A1	0.287214285714286
RGN	-2.998
CCNB1	-2.90425
C9orf165	3.3195
CCDC28B	-2.02675
CCDC97	0.69225
FGR	1.310125
MSRB3	-0.283555555555556
EPN2	0.89225
COX15	-0.051
KCNK6	-0.3572
XK	-4.5095
GDA	-4.930625
HEPH	-0.207375
THRAP3	0.3975
MET	-1.30135714285714
PHYHIP	-0.26175
LYAR	-1.68133333333333
ING3	0.48375
AK7	-1.961
CCT8L2	-0.070875
COPS7A	0.282
WSCD1	-0.142
RNF185	0.684125
TNS3	0.64575
KNDC1	-0.637333333333333
RWDD4A	1.37366666666667
MED13L	3.468
ZFYVE1	0.251875
C7orf44	-1.49933333333333
MRPL1	0.3645
STGC3	-1.33325
TEAD1	-0.728833333333333
RPL7A	0.355071428571429
ARL6IP1	0.4129
C1orf178	-0.953
CTAGE5	-0.0604166666666667
TMEM184A	-1.57416666666667
SLC25A14	0.43
CACNG5	0.4225
ATXN10	-0.7975
ECH1	0.4874
CCL22	0.1655
CYP2F1	-1.67283333333333
GADL1	-0.156
TMEM19	1.0376
RUNX3	-0.86025
EFNB1	-0.906333333333333
LIPN	0.476
ACSM3	-4.906
SIGLEC8	0.605
ASCC3L1	-0.2725
NOL8	0.438
RELT	-1.15516666666667
Magmas	0.0815
PPP1R15B	0.7632
C11orf2	-0.979
VKORC1	-0.844
MGC26647	0.30475
TRPM6	-0.328
UGT2B7	-5.66316666666667
FEV	0.28
FOXK2	0.9651
PDCD5	-0.570333333333333
SLC8A1	0.8745
DGUOK	-0.132166666666667
CLDN16	0.2815
GAGE1	-1.6405
RBM17	0.2461
C1QTNF3	-0.8405
VGLL3	-0.631
UNQ5830	-1.114
CD1A	-3.3265
SCGB1C1	-1.0405
SUPT4H1	1.528875
TRAF5	-1.7585
ASAHL	-0.49325
FAM73A	1.443
OR6B1	0.493
WHSC1	-0.7573
GFPT2	-1.3615
LOC339809	0.47575
STARD5	0.00333333333333334
SIP1	-0.92
DNAJC15	-0.476
STAU2	1.025125
FAM98A	0.266375
RAD23B	0.753
LRRC33	-1.1415
CHRAC1	-0.046
C21orf89	0.7475
C19orf43	0.0663333333333333
KLK8	-3.89883333333333
CCNE1	-2.524375
PKDREJ	-0.076
SSU72	0.1765
C17orf73	0.114
GPR78	0.759
WHSC1L1	-1.0824
GSTA2	1.22375
SMUG1	0.279666666666667
UFM1	0.1445
AP3M2	1.6365
USP14	-0.0875
FBXL14	-0.147166666666667
DSTN	0.56925
SFRS14	-0.68775
FBXO31	-0.2275
C12orf40	-0.1665
FRS2	0.684
NR2E3	-0.77
TUBB2C	-0.52325
GMPR	-2.58183333333333
C9orf139	0.1235
ING5	-0.723571428571429
LOC730092	-0.518333333333333
ORM1	-5.42175
RP11-11C5.2	-1.2895
HSPD1	-0.3992
PIWIL3	-0.1505
C5orf13	-1.2354
OR5R1	0.0795
LCOR	0.875875
PLEKHA9	-1.152
CCDC43	-1.57825
ZNF232	0.22975
SLC6A7	0.458
ADH5	0.0760833333333334
SHBG	-0.9455
CROCCL2	-0.32775
PANX3	-0.301
CDIPT	0.6775
SLC16A5	-2.10825
TUBB	-0.91675
TOR3A	-0.6992
PREP	-0.285333333333333
ENTPD8	0.141142857142857
CHMP1B	0.50675
SYT12	-1.416
MYH6	-1.8422
MAP3K13	1.65083333333333
KLHL30	0.3775
LCMT1	-0.28925
EIF1AX	0.57775
FOXD4L1	0.2595
SLC24A5	2.0565
RNF166	-0.6288
TJAP1	0.156
TMEM156	-0.703
ZNF239	1.3425
SNX19	-0.2597
GKN1	-0.08725
FCN1	1.0775
C1QL1	-1.036
ATP11C	-0.023375
ZNF35	0.1825
CARD8	-0.26925
LIMD1	-0.0796666666666666
KIAA0286	-1.267375
XRN2	-0.987333333333333
CD6	0.0405
TOX3	1.92625
ZSCAN4	-1.63116666666667
RSRC1	-0.51025
COG1	2.056
PTRF	-0.4347
C16orf35	-0.434
FBXO24	0.405
CHST11	-1.09125
THRB	0.693
MYBPC1	-0.097
RNF39	-0.258666666666667
PSMD11	0.9385
ALAD	0.705833333333333
EN1	0.07975
SLC9A9	-0.25025
GSTM4	-0.4902
CDC42BPA	-0.223052631578947
RCSD1	-1.07975
LUC7L2	0.4689
SPTBN1	0.181
LOC146167	0.3805
BAT5	1.1839
ZNF452	-1.637
LSM4	-0.979125
SRP72	-0.1925
SGK269	-0.00033333333333332
MTX1	0.659
CENTA1	0.07475
UNQ9433	-0.1025
ATR	-0.350416666666667
DDX49	0.0986666666666667
PAQR8	-1.29583333333333
C14orf174	-0.1225
GBGT1	-0.54325
THAP1	0.762
OR10K1	-0.466
RASIP1	-1.1925
DPYD	-0.8689
DOHH	0.122
C18orf45	2.7015
POF1B	-1.6672
ZNF552	2.25
USP32	0.399
MED27	-0.82
C14orf149	-1.70116666666667
PRDX4	-0.694666666666667
ABHD12	0.5161
AGT	-6.41375
SLC22A14	-0.22275
C1orf58	-0.6035
PILRA	0.10325
ABCF2	-0.365375
C17orf85	0.1449
TKTL1	-1.4215
FGF1	1.39485
IL6R	-0.665333333333333
VPS25	0.557
CHRNB2	-0.57475
COL7A1	-2.1513
LRRC48	1.91233333333333
SPG20	-0.465916666666667
COX10	0.0935
GCA	-0.82475
ECEL1	0.264666666666667
GLG1	-1.20633333333333
SRD5A2L2	-0.175
MUTYH	-1.516125
ZNF70	-0.34825
L2HGDH	-0.88225
GPATCH2	-1.05925
ZNF655	0.067375
ZNF227	0.603
MCOLN2	-0.275
NQO2	-1.05375
KCNQ5	-0.307
NEU1	1.551
QRICH1	-0.11725
ZBTB20	1.16766666666667
RPUSD3	0.271
EPGN	-0.748666666666667
TSN	0.138416666666667
SPRY2	-2.62616666666667
LZTFL1	0.63275
GMFB	-0.102375
PBEF1	-2.203
HBG2	-4.20725
TMEM8	-0.70325
PALM2-AKAP2	-0.838
NFYA	-0.0185
FAM108A1	0.3835
PBLD	1.23875
NRG4	-1.99675
PIGF	0.54
PTGER1	-0.299
NOS2A	0.918333333333333
C21orf34	-1.38966666666667
C21orf51	-0.200416666666667
IL17C	-0.02
TRMT6	-1.86683333333333
ETV2	-0.114833333333333
CCDC109A	-0.43775
MYLK2	-0.653
ATP10A	0.00739999999999999
DPH4	-0.247
C5orf5	0.480166666666667
KCNA4	0.290333333333333
NMNAT2	-0.7475
GLYATL2	-0.8265
LSMD1	0.70675
IL23R	-2.343
NRF1	-0.43925
MUC15	-2.16066666666667
PRDM12	0.2285
PAQR4	-0.979071428571429
RBBP6	-1.280625
IFI27	2.2455
SKAP2	-0.0975
TAGAP	1.07625
TJP3	1.146
C9orf61	-0.7635
IDS	0.230357142857143
PARG	-0.23775
LOC131149	0.149
DYRK4	0.496666666666667
MICALL1	-1.2595
GALR2	-0.316
GPBP1L1	-0.295875
TBX21	3.81825
KCNJ6	1.787
GGN	0.1355
CASP5	0.339333333333333
RNF182	-1.52975
BRD4	-0.3835
DOK4	-0.865125
SLC46A2	0.0705
SOX9	2.86791666666667
ZNRD1	-0.482166666666667
PRR6	-3.85425
FAU	-1.1705
DTNB	1.01833333333333
CARD9	-1.21
STS-1	-1.12816666666667
SLC4A5	0.419125
NSBP1	-0.7255
UGCGL2	0.727916666666667
POTE15	3.3285
NOXA1	1.1415
RP13-347D8.3	0.748
SAMD10	-0.165333333333333
EP400NL	-1.848
TCF21	0.2825
AMELX	-0.0225
JPH2	0.362
SLA	0.942125
DLST	-1.1535
SEPT12	0.38575
RGS20	-3.9825
LXN	1.26266666666667
ZNF419	0.301
UPK3B	-0.108666666666667
RELL1	3.34975
ESPNL	-1.3045
KLHL21	-0.75425
PI15	0.234
C2orf61	0.2285
LOC407835	-0.714166666666667
RER1	0.110583333333333
ELAVL2	0.6995
MGC26718	2.07575
KLF2	2.055
TNFAIP8L3	0.0536666666666667
TFE3	-0.38675
C11orf17	-0.21375
15E1.2	-2.21875
SNRPC	-1.0615
DLGAP1	1.88475
PGLYRP1	0.484875
OVCH2	0.706
IRF7	0.7186
SET	-0.4184
NAB2	-1.51
LRP5L	-1.313
FAM120A	0.6139375
ASCL2	-1.11716666666667
SHH	0.1715
ATP5H	-0.0298333333333333
THPO	-0.997833333333333
TYRP1	-4.36383333333333
HIST1H3E	-0.646833333333333
EIF2S1	-0.731277777777778
TNFRSF17	-0.346666666666667
TARSL2	0.49
NKX2-8	0.6005
C1orf115	0.376625
LOC56964	0.25
KIAA0841	-1.05075
ISCU	-0.2615
TTMA	0.3875
ZNF414	0.2255
LOC441150	0.2825
RAB15	1.74675
HBP1	0.500333333333333
TNNT2	0.0168333333333333
CECR5	-1.7275
PHGDH	-3.207125
JRK	-0.2481
XPO4	-1.476
FAM131C	0.2425
ARHGAP25	1.39
CA9	-3.97611111111111
GPR62	0.459333333333333
TLX1	0.167666666666667
GPS1	1.1795
OR2M2	-0.2435
BDP1	0.993785714285714
FAM70B	0.6655
RPS29	0.890666666666667
MKLN1	0.1647
TSPAN19	-2.606
SLC29A3	1.4811
LGALS4	0.182666666666667
USH2A	0.4154
NF1	0.148666666666667
APOBEC3A	-0.493166666666667
IMPAD1	0.237833333333333
OLR1	-0.405333333333333
NRAP	-0.9395
HCFC1R1	-0.249833333333333
TAOK2	0.398
MCM10	-2.8135
MAP4K3	0.772833333333333
CBS	-3.055
CLK3	-0.323
PCDHGA5	0.8425
ELF4	0.36975
FAM71A	-0.053
C11orf49	0.70075
CLIP2	-0.156
BTBD9	0.8687
ZNF524	0.269
KDELR1	-0.143
ZNF509	0.8065
NCSTN	0.623
ZNF533	-1.00264285714286
PARP4	0.928625
GALNT9	-0.124166666666667
NPY	-2.872
BEGAIN	-3.1065
TMEM77	-0.191166666666667
FOXRED1	-1.2605
SLC16A2	3.87866666666667
SLC35B1	-0.88875
GK5	-0.823583333333333
SDCCAG10	-0.71425
C4orf20	0.222
SLC9A2	-1.78725
ADD1	0.827928571428571
TAL2	-1.16483333333333
ACLY	0.778
DNAJC1	-0.206
SOST	-2.40525
USP43	1.36883333333333
CYP4F12	-1.96525
FKBP5	-2.21975
CHCHD5	1.0393
NUDT22	-1.168
CCDC85B	-1.3745
OR51G2	0.3555
STRN3	1.52485714285714
TMOD2	0.58725
FLI1	-0.15525
MAB21L2	-0.784
DGKQ	0.414
VPRBP	0.4945
SCNN1B	1.6497
ECHDC3	0.4581
TMEM106C	0.09375
CSNK2A2	0.5905
RPL39	0.0171
HERC3	-0.0706
ZBTB47	-0.0448333333333333
ZNF681	0.564
PAGE2	-3.12075
CLIC5	3.106
RABAC1	0.11975
ZFHX2	1.229
YPEL1	0.705666666666667
KIAA0776	0.559
NR1D2	0.979
DNAJC4	0.035125
NPNT	1.3976
ZNF677	0.409
ZNF536	0.064
MEF2B	0.1315
PTPN4	-0.426375
CTCFL	-5.897
STX5	0.28
CD72	0.63175
VEGFA	-0.301105263157895
XRCC1	-0.6022
MAS1L	0.658833333333333
ELL	-0.1298
SETBP1	3.1865
CDH11	1.3795
NDC80	-1.50276923076923
DMBX1	-1.7875
NRSN1	0.5764
BAT2D1	0.920625
CDS2	1.23916666666667
C1orf212	-0.557833333333333
SENP3	-0.11025
IL1F9	-0.6725
EEF2K	-0.9145
COG8	0.13825
CEP72	-1.10375
OR1L8	1.249
MUS81	-1.1535
PHYH	0.73725
GGT6	-0.0868333333333333
C22orf23	-1.00325
C13orf33	1.129
MAPK8IP2	1.75075
NELL2	-0.1055
POU3F2	-1.67433333333333
ALPK1	-0.55725
MRPS18C	-0.4235
RPLP2	-0.06225
FGF22	0.0505
SPNS1	-0.174166666666667
ZFP1	0.50625
IL1RAPL1	-0.76175
PCSK9	-3.9435
NKX2-1	-0.155714285714286
C6orf189	2.5975
SP4	0.4045
SLC11A1	0.311
C21orf25	-1.168
ICAM2	0.146625
SH3GL1	-0.503
GSK3B	0.0861666666666667
RALB	0.0935
PDXP	-0.624666666666667
GNGT1	1.499125
KIR2DL1	0.0965
TNFAIP3	-0.798666666666667
C6orf32	-0.2681
CBLN2	-2.10075
PANK3	0.5915
TAAR9	0.204
WDR82	0.796142857142857
APOM	-4.820375
TRIP10	-1.0745
SPATA16	0.687333333333333
C1orf135	-3.53125
USP51	0.70025
TESK1	1.38475
C11orf64	0.11425
ZNF611	0.581
PDE6G	-0.112666666666667
HLA-DQA1	1.59128571428571
GCLC	0.7355
SEC61A1	-0.188142857142857
TWSG1	-1.47075
ZMYND10	1.4245
CTDP1	0.4355
ADAMTS6	0.523
SLIT1	3.05825
KRT86	-0.933
KIAA0574	-1.46525
GTPBP2	0.0206
PQLC3	-0.1165
PRRX2	-1.65833333333333
C15orf44	-0.0776666666666667
MKKS	-1.18575
C11orf10	-0.3915
GPR110	-0.408285714285714
CD109	-2.2105
ADCY1	0.6245
RHBG	-2.99225
TP53I3	-1.301125
SLC22A3	-2.29777777777778
UCP2	-0.93175
FOXG1	-2.35366666666667
OR2AG1	0.427
TRIM24	-0.3515
PROC	-2.955125
TAAR6	0.0586666666666667
AMTN	-0.3845
C10orf47	-0.2425
DEPDC1	-4.68366666666667
FLJ45557	-0.10475
ZDHHC17	0.9998125
KIAA1429	0.648666666666667
KCNH1	0.8275
VNN3	-0.153571428571429
PSMAL	2.07875
PPARD	-0.304375
HFM1	-1.23725
YBX1	-2.0025
ZNF695	-3.192
SCTR	-0.4994
DCDC1	1.0285
VPS26B	0.002
MTF2	-0.374833333333333
ATP6V1F	0.68075
CCDC94	-0.28125
PERF15	0.9315
CCL11	0.5885
LMO7	-1.689875
DCST1	0.033
ADRBK1	-0.412625
CDRT4	-0.39575
ZNF84	-0.69325
HOXD8	0.1805
STARD8	0.088
FOXP2	-0.06875
CCDC103	-0.32625
POLR3A	-0.6418
GSC	-0.512166666666667
ZNF114	-2.86016666666667
HTR7P	0.426
LALBA	-0.01
RMND5A	-0.693333333333333
PSCD2	0.64525
ZNF409	0.1595
KRTAP1-3	0.307666666666667
MAF1	0.95825
LOC201725	-1.431
NRN1	-2.8225
SPAG5	-1.14033333333333
DNAH7	1.44133333333333
FLJ43860	-0.9785
BRCA2	-1.74875
ACADM	0.082375
CXXC6	-3.308125
RAGE	-1.815125
CHMP2A	0.577
FAM8A1	-0.0355
GPR21	0.4545
SLC12A3	-2.36666666666667
FVT1	0.474
ZDHHC7	0.555
FLJ44048	0.07925
SLC44A3	1.45133333333333
SDSL	0.196666666666667
MMP8	-0.464
PLA2G12B	-3.62366666666667
ACY1	0.3595
