Hybridization REF	TCGA-A7-A0DB-01A-11R-A00Z-07
BET1	-0.086375
ARL13A	null
HDAC6	-0.8855
N4BP3	0.901833333333333
OTOP1	0.406833333333333
TTC30A	1.70525
CRISP1	0.19
KRT32	0.7535
VSTM1	-1.0685
ZNF622	0.1975
POLR3B	0.1203
DNAJC10	-0.061875
C12orf54	1.71
ADIPOQ	4.50083333333333
RIT2	0.26075
CD44	-0.7457
ABCA3	2.012625
RPS17	-0.945
FEZF1	0.1075
PCDHB15	-0.889
KCNMA1	0.467181818181818
CCDC116	-2.741
C15orf27	-0.914
NARG2	-0.5370625
ITGA5	-1.224
MEFV	1.0875
TUT1	-0.395
LOC541473	0.04675
NMBR	0.0665
GLT1D1	-2.53066666666667
ABCB7	-0.27425
PFKP	-2.19190909090909
C9orf91	1.12
LRRC41	0.287666666666667
C1orf85	0.526333333333333
ATP5F1	-0.429428571428571
STOX1	1.364625
GFOD2	0.07225
SLC25A3	-0.30075
ZNF646	0.1582
ZAR1	-1.17
OSTbeta	-0.22775
GALNT3	4.614
IFT122	1.03583333333333
LDB3	0.0478
GARNL1	0.497
HOMEZ	1.20533333333333
LRRC6	3.21675
ANGPTL5	-1.368
UBAC1	-0.27175
DLEU7	-0.18
RPL19	-0.24775
TOP1MT	-1.09383333333333
LOC643641	0.533
MBD3L2	-0.0325
NTSR1	0.280666666666667
WISP2	1.4735
GPSM2	-1.4135
RDH10	-0.5783
PRKCG	-0.5365
HIST1H4J	0.9445
MON1B	0.1782
MLF1IP	-2.356
ZNF446	1.038875
COL4A5	0.3721
SLC26A1	0.367857142857143
RGN	-1.95575
CCNB1	-1.82925
C9orf165	-0.3135
CCDC28B	-0.988
CCDC97	0.96925
FGR	2.796875
MSRB3	1.0724
EPN2	-0.03975
COX15	-0.456666666666667
KCNK6	0.1828
XK	-5.226
GDA	-4.602625
HEPH	-1.215625
THRAP3	0.71675
MET	-2.08757142857143
PHYHIP	0.1205
LYAR	-1.89566666666667
ING3	-0.55125
AK7	-0.92275
CCT8L2	0.194
COPS7A	-0.358333333333333
WSCD1	-1.0355
RNF185	0.278
TNS3	0.8145
KNDC1	-0.852666666666667
RWDD4A	-0.209666666666667
MED13L	0.4231
ZFYVE1	1.063375
C7orf44	-1.51016666666667
MRPL1	-0.2625
STGC3	-1.5885
TEAD1	-0.144666666666667
RPL7A	-0.242714285714286
ARL6IP1	0.4305
C1orf178	-1.206
CTAGE5	0.619333333333333
TMEM184A	-0.6455
SLC25A14	-0.21475
CACNG5	-0.721
ATXN10	-0.484
ECH1	0.889
CCL22	0.770333333333333
CYP2F1	-1.77816666666667
GADL1	-0.235
TMEM19	-0.5476
RUNX3	-0.84825
EFNB1	0.0335
LIPN	0.2215
ACSM3	-3.8335
SIGLEC8	1.1544
ASCC3L1	-0.5365
NOL8	0.388
RELT	-1.44916666666667
Magmas	-1.07675
PPP1R15B	0.1544
C11orf2	0.336
VKORC1	-0.1915
MGC26647	0.30275
TRPM6	0.167
UGT2B7	-1.33866666666667
FEV	-0.00399999999999998
FOXK2	-0.4934
PDCD5	-1.01666666666667
SLC8A1	2.5521
DGUOK	-0.677166666666667
CLDN16	-0.629
GAGE1	-1.7025
RBM17	-0.4276
C1QTNF3	2.6235
VGLL3	-0.0165
UNQ5830	-0.526
CD1A	-0.047
SCGB1C1	1.062
SUPT4H1	-0.323
TRAF5	0.1725
ASAHL	1.405875
FAM73A	0.902166666666667
OR6B1	0.0575
WHSC1	-1.9899
GFPT2	0.20275
LOC339809	0.80775
STARD5	0.02225
SIP1	-0.636
DNAJC15	0.39025
STAU2	0.0565
FAM98A	0.4735
RAD23B	-0.1176875
LRRC33	-0.4525
CHRAC1	-0.97775
C21orf89	0.22575
C19orf43	0.2535
KLK8	-0.1725
CCNE1	-1.871625
PKDREJ	0.237666666666667
SSU72	0.53925
C17orf73	0.212
GPR78	1.4295
WHSC1L1	-0.0423
GSTA2	-1.99875
SMUG1	0.387
UFM1	0.63
AP3M2	-0.14225
USP14	-0.019125
FBXL14	0.426
DSTN	1.62675
SFRS14	-0.6
FBXO31	-0.479333333333333
C12orf40	-0.34975
FRS2	0.73875
NR2E3	0.32325
TUBB2C	0.34525
GMPR	-1.63466666666667
C9orf139	0.252
ING5	-0.378214285714286
LOC730092	-0.694333333333333
ORM1	-3.4345
RP11-11C5.2	-1.59225
HSPD1	-1.6185
PIWIL3	0.3155
C5orf13	-0.714
OR5R1	0.4995
LCOR	0.65225
PLEKHA9	-0.0405
CCDC43	-0.7555
ZNF232	-0.1295
SLC6A7	1.814
ADH5	-0.573083333333333
SHBG	-0.398166666666667
CROCCL2	-0.41275
PANX3	0.2
CDIPT	0.1345
SLC16A5	-0.30825
TUBB	-0.699
TOR3A	0.607
PREP	-0.4095
ENTPD8	-0.0588571428571429
CHMP1B	-0.054
SYT12	-0.0965
MYH6	-1.5253
MAP3K13	0.249333333333333
KLHL30	0.0998333333333333
LCMT1	0.442
EIF1AX	-0.393416666666667
FOXD4L1	0.7955
SLC24A5	-1.5825
RNF166	-0.9863
TJAP1	-0.33925
TMEM156	-1.03816666666667
ZNF239	1.8145
SNX19	0.5495
GKN1	-0.5525
FCN1	1.6262
C1QL1	-1.56175
ATP11C	-0.594875
ZNF35	1.36925
CARD8	0.3155
LIMD1	0.116166666666667
KIAA0286	-2.034625
XRN2	-0.471333333333333
CD6	-0.2775
TOX3	2.2095
ZSCAN4	-1.05483333333333
RSRC1	-0.095625
COG1	0.35375
PTRF	0.7716
C16orf35	-0.22575
FBXO24	0.20975
CHST11	-0.90675
THRB	1.2596
MYBPC1	4.0725
RNF39	0.973166666666667
PSMD11	-0.684
ALAD	1.44766666666667
EN1	0.6205
SLC9A9	0.7025
GSTM4	0.8375
CDC42BPA	-0.379105263157895
RCSD1	-0.48225
LUC7L2	-0.2045
SPTBN1	0.9416
LOC146167	-0.3145
BAT5	0.3922
ZNF452	-0.481375
LSM4	-0.38725
SRP72	-0.1863
SGK269	0.219833333333333
MTX1	0.5075
CENTA1	0.06625
UNQ9433	-0.188
ATR	0.01475
DDX49	0.0758333333333333
PAQR8	-1.06133333333333
C14orf174	1.577
GBGT1	0.8355
THAP1	-0.01525
OR10K1	0.527
RASIP1	-0.963833333333333
DPYD	-0.191
DOHH	0.3115
C18orf45	1.23825
POF1B	1.9085
ZNF552	2.86375
USP32	-1.140625
MED27	-0.907333333333333
C14orf149	-1.37016666666667
PRDX4	-1.07716666666667
ABHD12	0.5554
AGT	-3.01025
SLC22A14	-0.29425
C1orf58	0.63325
PILRA	-0.5995
ABCF2	-0.353875
C17orf85	-0.3488
TKTL1	-0.80575
FGF1	1.71645
IL6R	0.5435
VPS25	-0.0395
CHRNB2	0.00737500000000001
COL7A1	-2.2984
LRRC48	3.4005
SPG20	1.20191666666667
COX10	-0.37825
GCA	0.5275
ECEL1	-0.5035
GLG1	0.017
SRD5A2L2	-0.161
MUTYH	-1.623375
ZNF70	-0.26725
L2HGDH	-0.44525
GPATCH2	1.133
ZNF655	-0.442875
ZNF227	0.159333333333333
MCOLN2	-1.02133333333333
NQO2	-1.01975
KCNQ5	0.2805
NEU1	0.5525
QRICH1	0.22675
ZBTB20	1.07216666666667
RPUSD3	-0.51825
EPGN	-0.9514
TSN	0.0296666666666667
SPRY2	-1.65816666666667
LZTFL1	0.99125
GMFB	0.452
PBEF1	-1.0284
HBG2	-3.11433333333333
TMEM8	0.27075
PALM2-AKAP2	-0.133666666666667
NFYA	0.33325
FAM108A1	0.8555
PBLD	0.788625
NRG4	-1.55125
PIGF	-0.49275
PTGER1	-0.245
NOS2A	-0.7175
C21orf34	0.584333333333333
C21orf51	0.0596666666666667
IL17C	-0.6025
TRMT6	-0.351333333333333
ETV2	0.0773333333333334
CCDC109A	-0.196
MYLK2	-2.385
ATP10A	1.3829
DPH4	-0.597
C5orf5	0.106666666666667
KCNA4	0.764333333333333
NMNAT2	-0.8305
GLYATL2	2.761
LSMD1	0.865
IL23R	-2.90025
NRF1	-0.1335
MUC15	-1.12233333333333
PRDM12	-2.1835
PAQR4	0.422357142857143
RBBP6	-1.0493125
IFI27	2.47125
SKAP2	0.287833333333333
TAGAP	0.778625
TJP3	2.667
C9orf61	0.516
IDS	-0.303357142857143
PARG	-0.48525
LOC131149	-0.642
DYRK4	0.262666666666667
MICALL1	-1.06875
GALR2	-0.6695
GPBP1L1	0.066375
TBX21	2.50075
KCNJ6	0.145666666666667
GGN	0.67575
CASP5	-0.173666666666667
RNF182	-5.5815
BRD4	0.83125
DOK4	-1.112125
SLC46A2	1.53883333333333
SOX9	2.11175
ZNRD1	-0.588333333333333
PRR6	-3.1655
FAU	-0.1475
DTNB	1.43883333333333
CARD9	0.28525
STS-1	-0.320166666666667
SLC4A5	-0.049625
NSBP1	-0.67675
UGCGL2	-0.68775
POTE15	-1.3875
NOXA1	0.4945
RP13-347D8.3	1.6545
SAMD10	0.952333333333333
EP400NL	-1.413
TCF21	0.03875
AMELX	-0.1015
JPH2	0.4784
SLA	1.98675
DLST	-1.0845
SEPT12	0.224666666666667
RGS20	-4.42525
LXN	0.310666666666667
ZNF419	0.687375
UPK3B	0.188333333333333
RELL1	0.842
ESPNL	0.496
KLHL21	-0.3185
PI15	0.3525
C2orf61	0.1575
LOC407835	-0.230833333333333
RER1	0.0075833333333333
ELAVL2	0.9365
MGC26718	1.362
KLF2	2.42575
TNFAIP8L3	0.426416666666667
TFE3	0.32175
C11orf17	-0.769
15E1.2	-2.007
SNRPC	-1.14025
DLGAP1	0.87625
PGLYRP1	0.664857142857143
OVCH2	0.0645
IRF7	0.7539
SET	-0.4193
NAB2	-0.841166666666667
LRP5L	-1.2925
FAM120A	0.8180625
ASCL2	0.849
SHH	-0.7565
ATP5H	-0.122666666666667
THPO	-1.02833333333333
TYRP1	-3.9025
HIST1H3E	0.386166666666667
EIF2S1	-0.023
TNFRSF17	-1.74933333333333
TARSL2	0.35975
NKX2-8	0.513625
C1orf115	1.92175
LOC56964	0.344
KIAA0841	-1.024
ISCU	-0.127
TTMA	-0.168
ZNF414	0.78
LOC441150	0.468
RAB15	0.931
HBP1	1.43
TNNT2	-0.810833333333334
CECR5	-1.04525
PHGDH	-2.2615
JRK	-0.2733
XPO4	-0.509125
FAM131C	0.9265
ARHGAP25	0.912666666666667
CA9	-3.09077777777778
GPR62	0.3225
TLX1	-0.287
GPS1	-0.23375
OR2M2	-0.5885
BDP1	0.463071428571429
FAM70B	1.0225
RPS29	0.2445
MKLN1	0.2075
TSPAN19	-2.40775
SLC29A3	0.7956
LGALS4	-0.795
USH2A	0.3708
NF1	0.00233333333333333
APOBEC3A	0.0388333333333333
IMPAD1	0.232333333333333
OLR1	2.60583333333333
NRAP	0.5805
HCFC1R1	0.7355
TAOK2	0.451666666666667
MCM10	-2.93833333333333
MAP4K3	0.0623333333333333
CBS	-2.56325
CLK3	-0.6963
PCDHGA5	1.113
ELF4	0.163875
FAM71A	-0.8255
C11orf49	-0.0945
CLIP2	-0.903
BTBD9	0.5683
ZNF524	1.7615
KDELR1	0.895166666666667
ZNF509	-0.1285
NCSTN	0.7235
ZNF533	1.87121428571429
PARP4	-0.541375
GALNT9	0.3415
NPY	-2.44675
BEGAIN	-2.50366666666667
TMEM77	1.37883333333333
FOXRED1	-0.936
SLC16A2	0.668666666666667
SLC35B1	-0.56275
GK5	0.00991666666666666
SDCCAG10	-0.36475
C4orf20	0.114
SLC9A2	1.5515
ADD1	0.649142857142857
TAL2	2.48333333333333
ACLY	-0.483375
DNAJC1	1.314
SOST	-2.29
USP43	1.57
CYP4F12	-1.13975
FKBP5	-0.396375
CHCHD5	0.2107
NUDT22	-0.018
CCDC85B	-0.635
OR51G2	0.8405
STRN3	0.464928571428572
TMOD2	0.25375
FLI1	0.2685
MAB21L2	1.33166666666667
DGKQ	-0.04475
VPRBP	0.197166666666667
SCNN1B	-0.4256
ECHDC3	1.9338
TMEM106C	-0.38475
CSNK2A2	-0.8475
RPL39	-0.3524
HERC3	0.1223
ZBTB47	1.06416666666667
ZNF681	0.32375
PAGE2	-3.07575
CLIC5	2.58342857142857
RABAC1	1.54625
ZFHX2	1.80925
YPEL1	0.280166666666667
KIAA0776	0.5535
NR1D2	0.356
DNAJC4	0.6995
NPNT	3.1961
ZNF677	-0.894
ZNF536	0.257666666666667
MEF2B	0.241833333333333
PTPN4	-0.49275
CTCFL	-4.247
STX5	0.780666666666667
CD72	2.3405
VEGFA	-1.84878947368421
XRCC1	0.2351
MAS1L	0.657666666666667
ELL	0.239
SETBP1	1.052
CDH11	3.43933333333333
NDC80	-2.41069230769231
DMBX1	-2.66225
NRSN1	0.280166666666667
BAT2D1	0.094125
CDS2	1.4775
C1orf212	-0.0178333333333333
SENP3	-0.555125
IL1F9	-0.2515
EEF2K	0.372125
COG8	-0.34125
CEP72	-1.80425
OR1L8	-0.2935
MUS81	-0.89675
PHYH	0.71275
GGT6	0.904333333333333
C22orf23	-1.09858333333333
C13orf33	2.25875
MAPK8IP2	1.049
NELL2	5.679
POU3F2	-1.56966666666667
ALPK1	1.6975
MRPS18C	-0.81225
RPLP2	0.083
FGF22	0.6235
SPNS1	-0.340833333333333
ZFP1	-1.16125
IL1RAPL1	-2.0225
PCSK9	-3.41983333333333
NKX2-1	0.189538461538462
C6orf189	1.70375
SP4	-0.3975
SLC11A1	2.2872
C21orf25	1.20966666666667
ICAM2	0.622
SH3GL1	-0.625
GSK3B	0.3165
RALB	0.39025
PDXP	-1.57233333333333
GNGT1	-2.65328571428571
KIR2DL1	0.396
TNFAIP3	-0.0239166666666666
C6orf32	-0.2911
CBLN2	-2.3855
PANK3	1.079875
TAAR9	0.616
WDR82	0.554785714285714
APOM	-2.877
TRIP10	-0.24
SPATA16	0.314333333333333
C1orf135	-1.93875
USP51	0.15475
TESK1	1.00625
C11orf64	0.197375
ZNF611	0.3715
PDE6G	0.271
HLA-DQA1	3.759
GCLC	0.487375
SEC61A1	0.323928571428571
TWSG1	0.806333333333333
ZMYND10	3.623
CTDP1	0.1245
ADAMTS6	-0.403833333333333
SLIT1	-1.63425
KRT86	-1.3355
KIAA0574	0.37175
GTPBP2	-0.7874
PQLC3	1.19625
PRRX2	-0.0471666666666667
C15orf44	0.170166666666667
MKKS	-0.299
C11orf10	-0.2765
GPR110	-0.288
CD109	-1.02625
ADCY1	0.0138333333333333
RHBG	-3.338
TP53I3	-0.233625
SLC22A3	-1.3294
UCP2	1.00825
FOXG1	-2.83116666666667
OR2AG1	0.3795
TRIM24	-0.59475
PROC	-3.137875
TAAR6	0.26725
AMTN	-1.8175
C10orf47	-0.0516666666666667
DEPDC1	-2.33825
FLJ45557	3.22925
ZDHHC17	-0.6811875
KIAA1429	0.434166666666667
KCNH1	0.54975
VNN3	0.196
PSMAL	0.44675
PPARD	-0.31025
HFM1	-1.187
YBX1	-1.562
ZNF695	-2.1455
SCTR	0.252
DCDC1	0.6655
VPS26B	0.6163
MTF2	-0.8535
ATP6V1F	0.28875
CCDC94	0.1465
PERF15	0.5495
CCL11	1.5125
LMO7	-0.854714285714286
DCST1	0.389
ADRBK1	0.01675
CDRT4	0.321375
ZNF84	0.0755
HOXD8	0.4675
STARD8	-0.274
FOXP2	-0.529375
CCDC103	0.451666666666667
POLR3A	-0.4908
GSC	0.211166666666667
ZNF114	-2.72633333333333
HTR7P	0.114
LALBA	1.014
RMND5A	0.1555
PSCD2	0.77225
ZNF409	0.666
KRTAP1-3	0.169666666666667
MAF1	-0.30825
LOC201725	-1.136
NRN1	-1.264875
SPAG5	-2.87533333333333
DNAH7	2.3735
FLJ43860	0.04
BRCA2	-1.7455
ACADM	-0.064625
CXXC6	-3.376375
RAGE	-0.089625
CHMP2A	1.049
FAM8A1	0.5533
GPR21	0.0735
SLC12A3	-3.26433333333333
FVT1	0.396571428571429
ZDHHC7	-0.465
FLJ44048	0.5345
SLC44A3	1.98416666666667
SDSL	1.1405
MMP8	0.45925
PLA2G12B	-4.0682
ACY1	-0.33225
MT1E	-0.665333333333333
OR4K15	-0.1065
TECTB	0.3165
GPR20	0.40325
IRAK2	-0.897
RFPL3	-0.79275
MYO9A	0.40325
NARG1L	-0.876833333333333
BLMH	-1.18475
CCDC3	2.80983333333333
C9orf21	-0.982666666666667
KIAA0513	-0.0443333333333333
MIER2	0.552
PNMA2	-1.347
SH3BP2	0.3507
ANXA10	-1.358
RTN2	0.4055
TFB1M	-1.7295
PRPH2	2.67925
C14orf133	0.662
GOLGB1	1.3065
IRX4	0.718375
NFKBIL1	0.270666666666667
C10orf62	-0.44625
APBB3	0.00175000000000001
RPS10	0.0622
LOC728378	-0.24125
TLE3	0.791333333333333
PSMB7	-0.877375
MESDC1	-0.003
SLC6A1	0.4926
OCLN	1.7315
PTTG3	-2.37266666666667
NAGLU	0.24775
SERTAD4	2.326875
SPRY1	1.2595
FLJ10781	-0.349916666666667
MYSM1	-0.003
TRIM4	0.9485
SH3YL1	0.807875
TREM2	4.32083333333333
SERPINI1	3.71625
HDHD3	0.90475
TMEM38A	0.04175
EID2B	-0.76475
TDRD3	0.163833333333333
SEDLP	0.5325
THSD7A	1.19983333333333
NDST3	-1.307
KLHL15	-0.603666666666667
DHRS12	1.02
FBXO9	0.0914285714285714
TNPO1	-0.578
MRPL13	-0.7855
SNX5	-1.80516666666667
METTL6	0.03875
SOD1	-0.150625
CHML	-1.487
PACS1	0.849875
SIRT5	-0.9142
CAPN2	0.62
FXYD5	0.103333333333333
TWISTNB	-0.482875
LRFN1	0.9455
UBE1L	1.906
UBE1C	0.2845
OR51B2	-0.10375
OR4D11	1.342
C15orf2	0.00650000000000001
NR4A1	-1.003
LOC339047	-2.406
TRIM17	0.044625
ATP5G3	-0.817071428571428
RPL15	-0.00133333333333334
ADAMTS8	-0.5035
HOXC4	0.357
C14orf37	2.2795
CEACAM5	-1.176125
MYT1L	0.0275
RASA2	0.011625
OSBPL7	-1.336
STAG1	-0.0415
GIMAP4	4.659
FUT3	0.565333333333333
PIF1	-3.05757142857143
LPIN2	0.2126
SH3PX3	0.723
PDP2	-0.986
PAPD1	-0.526
ERP27	4.037
APOOL	-0.5274
DIABLO	0.23425
TRHR	0.0742857142857143
ARMC9	-0.104625
RNF152	2.4065
SLITRK3	0.4608
ZNF211	0.9634
PFDN1	0.53875
RGS11	0.601625
HS6ST1	0.4333
AKR1D1	-1.45333333333333
TNP2	0.4885
STK31	0.971833333333333
EML4	-1.44833333333333
SGTA	-0.233166666666667
HIST1H2BI	0.076
PSMD6	-1.41933333333333
KIAA1257	-0.166
C18orf55	-0.396
FLJ20273	2.990125
RPL28	-0.2405
EPYC	1.25925
NOX3	-0.529
ELAC1	-0.344
METT11D1	-0.62025
BIN2	-0.0681666666666667
NACA2	-0.21475
CCDC17	-0.291
HM13	-0.0867
UBOX5	-0.612
UBE2O	-0.52125
UBL5	0.357
APOLD1	1.102
C9orf31	0.45675
TNFSF8	1.3715
ARHGAP29	1.310875
PROKR2	-0.6385
PDE5A	-0.471
C6orf12	0.3555
TOM1L1	-0.5255
WHDC1	-0.014875
FOXI1	1.343
RAB4A	1.0765
TMEM39B	-0.57275
ATPBD1C	-0.69575
FARSA	-0.570333333333333
PLEKHG5	0.363
CMAS	-0.710333333333333
OR7E24	-0.794
SLC30A1	-0.31375
CDC42EP5	1.32083333333333
PLAC1	-2.3935
KLHL18	0.0911666666666667
LBA1	0.4538
TAZ	-1.0265
CRIP2	1.92325
BTBD11	-0.355333333333333
C16orf72	0.86325
DIO2	1.1074
LRRCC1	-0.657333333333333
CCDC136	-1.788
PRX	0.337375
RBM5	0.4828
TMEM85	0.083375
TUBGCP4	-1.3035
APLN	0.162875
CDK7	0.108666666666667
SSR2	1.35616666666667
CRELD1	0.8135
C19orf46	2.6005
GAL3ST4	0.432
KBTBD10	1.23175
IL28A	0.15625
WDR27	-0.4855
MCM2	-1.43733333333333
SOX14	0.442
FLJ39743	0.6905
KIAA0922	0.304625
HIPK4	-0.078
FLJ25758	0.0635
C16orf57	-0.8915
PDZD2	1.54725
MCC	2.000125
HHLA3	-0.0966
ID2	-0.21225
C20orf23	2.55208333333333
ZNF688	1.11025
APOC2	-1.58683333333333
LOC440093	-0.8095
FAM50B	2.072
PWP1	-0.7285
DNAH10	0.36725
HIST1H2BA	0.30775
GPR56	-0.06
METAP2	-0.731875
PAN3	0.282833333333333
STXBP4	0.212125
PDHX	-1.0595
MTA1	0.43875
ZBED4	-0.51675
ZNF720	0.4705
CDK2	-2.083625
RHOJ	0.47575
CDC37	-0.0663333333333333
ZER1	0.751875
GRK4	0.1335
PRPH	-0.48975
POLR2A	0.06375
OGFOD1	-1.66725
NOL5A	-1.59825
PHEX	0.7975
FLJ16478	-0.802
C20orf117	-0.326375
CAMTA2	0.425
C11orf74	0.102166666666667
DDX17	-0.253333333333333
C5orf27	0.1545
PLEKHA2	-1.1996
PDE4DIP	-0.2172
SCN7A	-0.01875
ZNF559	-0.023
CXCL10	1.85425
ZMYM4	-0.0345
STK32B	0.178933333333333
KIAA0888	-2.3354
TACR3	0.2215
CKAP2L	-1.42875
KIF1A	-1.16483333333333
RSPRY1	0.19575
VCAN	1.30325
CYP27C1	-0.3035
SYDE1	-1.28716666666667
MED12L	-0.687
ZDHHC21	1.09225
NHS	-0.0445
TM9SF3	0.852333333333333
DDHD1	-0.26
MAFG	-0.842833333333333
BICD2	-0.0687
C14orf119	-0.0256666666666667
C14orf43	0.195142857142857
CDH7	-1.9265
ALKBH5	-0.308214285714286
JUP	1.395875
TMEM41A	0.6285
MAMDC4	-1.39016666666667
CBX3	-0.843125
LRRC18	0.11875
RBMXL2	-0.0256666666666667
PLA2G4D	0.6015
FGF13	0.37275
KIF3A	1.0705
PDIA6	-0.63
DCXR	0.7345
CASKIN2	0.392916666666667
EHD1	0.288166666666667
MARCKSL1	0.643333333333333
ZNF496	0.119833333333333
SCAF1	0.425833333333333
KCTD8	-1.05625
TRAF3IP3	0.187357142857143
LSR	1.7115
CXorf1	0.13325
C14orf112	0.586833333333333
EIF2B1	-0.3365
OMP	0.061
GSTZ1	0.48025
LOC92017	1.5325
ISLR2	1.96
C12orf36	0.7775
GATA2	-0.985166666666667
GABRA5	-2.969
CELSR2	-0.397071428571429
STAM2	1.0299
TNAP	0.8585
PTPMT1	-1.14983333333333
GRP	6.56725
SV2A	-1.27016666666667
MAGEA12	-3.92075
CACNG1	-0.09
C18orf19	-1.216
GSG1	0.0455
PTPRJ	0.355142857142857
FRMPD1	0.0905
ZNF668	0.4985
PLEKHJ1	-0.5515
ADAT1	-0.9392
TMEM50A	0.2321
UCN3	-0.0155
HOOK1	1.778375
IL17B	0.819
MLKL	-1.28166666666667
TTC14	-0.0146666666666667
KLHL5	0.53775
CRYL1	0.7205
FOXH1	0
NFYB	-0.228625
PPM1G	-0.6765
GOLGA2LY1	-0.88725
NMT1	-0.69775
HADHA	0.0614
CHSY-2	1.61
PLEKHF1	0.533785714285714
SAGE1	-2.3985
MUSTN1	0.469
SUHW4	0.8385
TFEB	1.18633333333333
ZFYVE27	-0.5105
ATG12	-0.612666666666667
BMI1	1.27992857142857
ZIM3	0.0965
MYH4	-0.0523333333333333
MASP1	-1.11536363636364
KIAA0984	0.33
RPAP2	-0.49125
ASB5	-0.113666666666667
BOLA3	-1.62183333333333
MIA3	1.63533333333333
KRT35	0.4145
KIR3DL3	-0.89
MRPL51	-0.616
SEMA3F	1.32016666666667
NDUFB2	0.676666666666667
LOC253012	1.05275
FAM46C	0.2055
G6PC	-2.379
CSAG3A	-4.5215
PREX1	1.404
SLC25A45	-0.31925
MAPKBP1	0.3995
CPE	0.5193
GNB1	-0.22775
CXCR6	-0.917
TRIM46	0.316
C16orf3	-0.0363333333333334
HPSE	0.218625
TIGD3	-0.9385
SPG3A	2.10975
LCAT	-1.59766666666667
ST6GAL1	-0.357333333333333
POMC	0.7585
FLJ36031	-0.247166666666667
NSMAF	-0.9125
SKIL	1.845
ADSS	1.03083333333333
HMGCS1	-1.6441
POLR3F	-0.2975
RAB10	0.189
ZNF277P	-0.555125
ZBTB7B	1.405125
DHRS1	1.49875
ABCC13	-0.341714285714286
CNOT3	0.08825
NFKBIA	1.5445
GAK	-0.0233333333333333
SFT2D2	1.54266666666667
HOXA6	-0.304
CRTC1	0.21875
LY6D	0.413666666666667
C20orf72	-0.588333333333333
CPT1A	0.3475
LMO1	-4.637
EIF3I	-0.33425
PRB4	0.091
MCM3APAS	-1.195
C20orf132	-0.3903
FOXF2	-2.53475
S100A12	0.25175
MLH1	-0.317666666666667
ACTN1	0.7144
MRPL36	-0.706
C20orf106	-0.50975
FBXO6	0.690666666666667
MKS1	-0.225166666666667
CX3CR1	-1.27275
PDE1B	1.942
PLP1	-3.00425
KISS1	-0.0124
C14orf2	-0.0548333333333333
TBC1D3P2	-1.305
COMMD6	0.7964
ANKRD7	-1.54825
PTCHD1	-0.80125
NARS2	-1.03575
DOCK7	-0.6485
FAM127B	-0.74825
LOC390243	0.196166666666667
N6AMT2	0.55625
ZNF391	-0.518
DNAJB14	0.736666666666667
WRB	-0.3005
BPI	0.113363636363636
TTC4	-0.407166666666667
FAM10A5	-0.8555
GOT1L1	-0.076875
MAGED1	1.245125
RESP18	0.281
WFDC6	1.92375
MT2A	-1.717
C11orf56	-0.2055
KIAA1432	0.1195
ROR1	-0.7135
HSD17B14	1.503
ZFAND2B	0.16175
SAMD4B	0.3675
HEXA	0.1645
HNRNPU	0.201454545454545
USP39	-0.357625
NRD1	-0.4075
R3HDML	0.34575
FLT4	-0.3035
OMG	0.154833333333333
OR52N4	0.2575
LOC399818	-0.80875
ELA2	-1.7665
VENTXP1	0.0555
RFC5	-2.287
OR52L1	0.6175
PAX5	0.5595
FBXO2	0.33025
GMEB1	0.175
AKT3	-0.789166666666667
CRB1	0.254833333333333
CTTN	-0.0536666666666667
UTP15	-0.138
HSBP1	-0.925333333333333
PHF11	1.4215
NDEL1	0.261166666666667
USP8	-0.08125
BAIAP2	-0.0579375
SI	0.0534
ARSJ	-2.20416666666667
BAAT	-2.4205
KCNS3	1.7525
LOC126147	-1.18316666666667
TMEM37	1.20225
C1orf162	4.14266666666667
MBD1	-0.2033
ITGAL	0.297
WDR73	-0.281666666666667
GKN2	0.6665
ARFGAP1	-0.523625
SLC5A8	-0.65925
ZBTB40	-0.0841
CYP4B1	3.2155
LYPLAL1	0.32275
CHST3	-0.96075
MAP3K9	0.3245
BTAF1	-1.368
TFAP2E	0.3615
RBM35B	-0.45
LOC441251	-0.181833333333333
ANKRD25	0.353944444444444
UQCRC2	0.315
MAEA	0.314
HYAL1	-2.6547
RNPEPL1	0.414333333333333
CPSF2	-0.0125
PSD3	0.9723
ABCA13	0.162857142857143
AGR2	3.308
GBX1	-0.4725
HDLBP	0.921
ACY3	0.111
HECW1	-0.4765
ZNF519	-0.9875
HOPX	3.18875
ZNF304	1.562
OR12D3	-1.19
FKSG43	0.348
METTL1	0.047
MFSD3	0.6722
PSPH	-0.96475
CLCA3	0.377
DARS2	-0.879
CDC25A	-2.3592
BAIAP2L1	0.27225
B3GNT5	-0.11225
USP29	0.0983333333333333
ARHGEF10L	0.6208
ATOX1	0.4855
ADAM30	0.21325
DNASE1	-1.09775
STT3A	0.325083333333333
RAB6IP1	-0.6845
PTN	0.9262
C1orf106	-1.284
HECA	1.306
RNF122	-0.2875
SLC22A18AS	-0.1055
GNG8	-0.250333333333333
ELP4	-0.4305
FAM65A	-0.0203333333333333
RPL10A	-0.171666666666667
IRS4	0.746
MACF1	0.7165
SEC24D	0.7375
LOC374395	0.42725
TGFB2	1.731375
MDFIC	0.830875
CHRNE	0.602
PCMTD2	-0.239333333333333
ATP6V0D1	0.191333333333333
MTA2	-0.208
LZTR1	-0.607166666666667
RAP1A	0.061
