Hybridization REF	TCGA-AN-A0FJ-01A-11R-A00Z-07
RNF145	0.217
WDR32	-0.1245
CLDN2	0.1
TCEAL8	0.19675
ZMYND8	-0.7866
PDXK	0.87415625
GATAD2A	0.82425
PTGES3	-0.5565
CCM2	-0.6605
TAP1	1.78625
ZNF670	1.3275
ETS2	-0.485214285714286
C6orf166	-0.221833333333333
PRMT2	0.908714285714286
OR4B1	0.342
INTS8	-0.0155
CCDC102A	1.0205
CCDC83	-2.0566
ITGA1	-0.2819
EPHA5	-2.1567
FAM24B	-0.129666666666667
TSGA10	-1.114
HAL	-2.93866666666667
MYOT	0.0925
SPACA3	-0.255
BCL2L2	-0.741166666666667
CUGBP2	-0.905666666666667
CCNB3	-0.6915
RNF113B	0.61375
MERTK	0.96825
BAG1	0.11225
VPS36	-0.746
ORMDL3	-0.1133
C1orf190	0.3475
ZNF625	-0.78875
CORO2B	-2.15475
ALOX15	-1.8935
CST1	2.4835
NUPR1	2.07116666666667
CCL7	0.95575
SMCR5	-2.8695
DSC2	4.783
RBMS2	0.085
GRIK4	1.8225
TRIM65	0.4765
TMPRSS6	-0.946142857142857
TP53INP2	0.41875
GLB1L	2.34616666666667
LOC388284	-0.1805
PUS1	0.283571428571429
BCL9L	1.0765
OLFM1	-0.247083333333333
RET	-2.31225
MASTL	-1.5415
ALX3	2.06675
IL1RL1	-0.5085
ZNF765	-1.2603
C14orf138	-0.62675
SNX10	-0.550333333333333
TAC4	0.4975
C1orf64	-3.0145
POGK	1.2155
MAPK9	-0.6285
ZNF366	3.91025
C8orf79	0.2839
CLDN7	1.033625
OR5AT1	0.78
TRIM37	-1.44875
LRRC25	2.0045
GRHL2	3.2295
TEKT3	-0.5865
LASS5	0.273333333333333
ABCC4	0.877833333333333
DLG3	1.470125
VGLL1	2.443
ZFP36L2	0.330166666666667
MFRP	0.388833333333333
KIAA1799	0.3595
FLJ44379	0.025
PCNX	-0.535
ANXA9	-1.548
CYP4V2	0.58
PIK3C2A	0.51625
SRR	0.22
NOL3	-0.36225
IFITM2	-1.0015
ARNTL2	1.129
ZNF595	-1.0405
NLRP13	0.507
ASPH	-0.5535
CPA2	0.142
PVRIG	-1.2285
LEPR	-0.0206666666666667
C16orf42	0.986833333333333
SH3BGRL	1.67925
FAM77D	-1.3065
FNDC7	0.9975
C9orf6	0.831666666666667
NOTCH2NL	0.0445
PGBD1	-0.746833333333333
SYNGR2	-0.640166666666667
PITPNA	0.5966875
PRPF4B	-0.3995
SLC43A3	0.765428571428571
NRBP1	0.089
SLC25A22	0.733
ILK	-0.31675
SLC22A8	0.367833333333333
MRPS7	-0.61325
PITX2	-1.40475
FABP3	0.191
OR1L1	0.0964999999999999
LOC728215	1.79925
BLID	-1.644
KIAA1217	2.88047058823529
TFPT	-0.64075
AP4B1	-0.523
VBP1	-0.69375
OR1K1	0.5935
MORC3	0.64525
BHMT2	1.124
C3orf10	0.55375
FZD7	3.971
WFDC10A	-0.148
PMS2CL	-0.579625
CCDC32	0.145166666666667
FA2H	-6.6745
ALG13	-0.6225
TTLL7	-0.1094
SPOCK3	-0.49725
SLC13A2	1.2215
AIM1	1.7225
GPRC6A	0.325
EGR2	3.91025
MED11	-0.537
WWC1	0.4435
SH3GL3	-3.993
RIF1	-0.00328571428571428
PRLH	0.215
VLDLR	-0.74
DBT	0.6885625
C21orf63	1.555
CGGBP1	-1.00475
KRTAP12-2	0.506
TADA3L	-0.726875
ZBTB16	0.42775
PDGFB	1.781875
RFX1	1.737125
UQCRB	-0.00860000000000003
LOC133874	-0.3935
HPS3	1.78775
LGALS3BP	-0.7183
DKFZP564O0823	1.03585714285714
MRFAP1L1	0.110125
HOXA10	2.07116666666667
NGB	1.93
KIF21A	0.0657692307692308
IFLTD1	0.5735
LZTS1	-0.696
ARHGEF3	1.8795
RHBDL3	0.202
CSNK1G2	-0.218166666666667
ChGn	-0.75
KIAA1244	2.12283333333333
GABRB2	0.348
MGC72080	-0.346
CD27	3.01625
EGLN1	0.00229999999999998
PEX13	1.00775
RWDD3	0.336
RNF12	-0.280666666666667
GRIN2B	1.254
ADAMTS14	-1.0755
DYDC2	3.85783333333333
ATP6AP1	-0.4076
NR1H2	-0.13
PDK2	-0.67125
C3orf17	0.361
SLC38A2	-0.197642857142857
SLC25A29	0.825666666666667
C15orf29	0.57125
ADAM9	-1.05508333333333
TMUB2	-0.025875
GPR176	1.56525
AGK	0.2895
MCCD1	0.0735
NDUFA4	-0.56375
TMEM146	-0.117
DUSP1	0.226625
UNQ6975	0.4165
EMX2OS	3.74825
INSM2	-0.23975
LUZP4	0.24325
SETD6	-0.80225
P2RY2	-2.5805
SLC45A2	-1.942
RABGAP1	0.5565
UBXD5	0.65125
GPRC5A	0.3452
PAK3	3.2445
LOC63920	-0.56775
TGFBR1	-0.0346
KRTAP6-3	3.702
SFMBT2	-1.36375
CDC42	0.311
C11orf35	-0.608
TTLL2	-0.314333333333333
UACA	1.30618181818182
CD97	-0.7712
SETD5	0.1655
NINJ2	-0.156
PTER	-0.312833333333333
POMGNT1	0.5725
KRTAP4-2	0.7225
ECGF1	2.069
HRB	0.0454545454545454
ATP1B2	-0.277
LOC400506	0.00199999999999999
COL4A3BP	-0.58075
C6orf97	-2.67825
GRHPR	-0.48875
TAS2R1	0.555
SEMA7A	-0.982
EDF1	-2.57575
ODF2L	0.8751
PCID2	0.093
GTF2H4	-0.867
ZCCHC3	0.249
CGB2	-0.384833333333333
NEUROD1	-0.9735
C20orf75	0.436
RP5-1054A22.3	1.53016666666667
IFNA5	0.4595
ZNF134	0.04675
MGC119295	-1.1813
ZSWIM6	-0.170625
SMEK1	-0.0953333333333333
PCGF2	-0.194
C1orf102	1.5065
CYP2A13	0.9105
KCNH6	-1.2816
MDM1	0.3222
ALDH7A1	0.328833333333333
C9orf75	-0.8255
VDAC3	0.37925
OR51T1	0.2185
EIF3F	0.06475
KCNJ10	-0.05875
LENG8	0.054
EDEM2	0.502583333333333
CCNJL	1.09716666666667
DHX37	-0.421
CRYGN	2.3845
AATF	-0.301125
ZNF630	1.832875
E2F5	1.1945
WFDC13	-1.50366666666667
FTSJ3	-1.293
C4orf33	-0.84
LHFPL4	-3.1655
C19orf56	-0.61225
SMAD4	0.771875
AFM	-0.8378
G0S2	-0.615
FCHSD2	0.521
RRP1B	0.2072
EEF1B2	-0.0806666666666667
STAT6	0.1415
ZNF195	-0.36275
GNL1	-1.44333333333333
ZNRF2	0.200666666666667
PER3	1.081375
ASB16	-0.018
C10orf10	2.55164285714286
ADCY8	-3.456
C9orf58	0.522666666666667
ARMC10	0.304666666666667
PSG1	-2.371
DHX34	-0.04075
VARS2	-1.672125
NFIC	0.40525
ITPR2	2.018
AGXT2	0.3465
OR6K3	0.467
H2AFZ	-1.18075
MLLT3	1.01683333333333
COX4I2	2.8555
CCNT2	0.2825
PLK4	-1.64875
NUMBL	1.1065
MED16	-0.75325
PLEKHQ1	0.2505
GOSR1	0.213166666666667
BTG4	-0.73075
RPL30	0.295083333333333
IGSF5	2.40775
IGFL2	-0.242166666666667
ELMOD2	-0.5585
SHC3	0.669833333333333
HAVCR1	-0.828
DYNC2H1	-0.777625
RNF5	-0.115166666666667
C2orf7	-0.4705
NLF1	0.478
KLHL25	-0.22175
LRP10	-0.5858
KRI1	-0.259
PUS7L	-0.00966666666666664
MGMT	1.073
HOXD1	-0.873166666666667
CSH1	0.1742
ATG16L2	-2.04575
FLJ44635	0.29
CHODL	5.0605
EXOSC8	-1.36025
SLC28A1	-0.408
MYO7B	-1.0075
SEH1L	0.6685
MTNR1A	0.535
TSPAN5	-0.654333333333333
CDC45L	-1.59566666666667
AMIGO1	0.4715
ATAD3A	0.366875
OSGIN2	1.10166666666667
PDIK1L	0.265166666666667
DARC	1.96375
PIPSL	0.2955
SHMT1	-1.23675
CRISP3	-0.0575
POPDC2	2.40633333333333
ZRANB2	-0.9755
FBXL8	-0.50325
TRIP13	0.126727272727273
EIF5AL1	-1.901
POU5F1P3	-5.1135
IL6	-2.53066666666667
CXorf38	-1.058
IFNA16	-0.0935
FBXL2	1.3295
BRD1	2.6605
STATH	0.907
FBXO44	1.16283333333333
MCCC2	-1.21875
CDC2	-0.535
C5orf23	-2.217
IVD	-0.437333333333333
C10orf122	-1.09425
MSL3L1	0.8906
MVP	-1.18375
EPOR	-1.6394
ZMYM1	0.0555
BCL7C	0.382666666666667
PSTPIP2	1.7799
LYPD1	-0.166
OR8G5	0.3805
ZP3	-0.987666666666667
BCAS4	-1.192
EDG6	3.3895
ISY1	0.38575
PRAMEF2	-1.416
CUL1	0.60375
RNF213	-0.7759
CCRK	-0.0125
DHX9	0.394875
C13orf29	-0.6195
NCKAP1	1.15816666666667
MRPL43	0.362785714285714
XPR1	0.403
PKN2	-0.1432
PODNL1	0.951
ZNF333	0.611125
DALRD3	-0.6015
OPN1SW	-0.014
BTBD6	0.35275
C11orf82	-0.008
OR5P3	-0.109
DUSP11	0.38875
L1CAM	0.7965
NEK11	1.62333333333333
OR7E91P	1.1775
CNTN3	2.5426
CREB3L2	1.40575
ZBTB37	-0.519
KIAA1324L	-2.03225
NDUFB10	-0.466666666666667
NUDT2	-1.4565
GTPBP8	0.28375
CACNA1D	1.218375
PRKAA2	0.726166666666667
PRDM8	0.326
MGC16075	-1.63416666666667
KRT14	3.52364285714286
PP8961	-0.11175
MRPL18	-0.62225
ABCG2	0.72825
PACRG	0.188
BBS2	-0.1095
KREMEN2	-0.838
FBXO21	1.1155
HNRPUL1	1.31858333333333
GRB10	1.70025
CLSTN1	1.988
LMAN2	-0.9835
C17orf61	-0.951
NIPSNAP3A	0.044
INSIG2	-0.5505
PCDHB7	0.207166666666667
STXBP2	0.3625
CMAH	1.48208333333333
SEMA5B	0.207
ZNF155	0.536666666666667
COQ6	-1.1355
PRPF4	-1.1055
TSPAN15	1.1618
VN1R5	0.31175
LATS2	-0.7285
SELK	0.015
PGK2	0.64725
MS4A1	-1.362375
TYW3	-1.0592
KRTAP5-1	-0.086
RCCD1	-0.888333333333333
BTN1A1	0.3895
DDX28	0.37025
TMEM65	-0.0355
LOC92345	-0.00125000000000001
TTC31	-0.49175
WDR46	-1.30666666666667
CHP2	-1.56566666666667
LSP1	0.910625
ZNF542	0.666
EXOSC1	0.7365
ARHGAP18	0.763
LRRTM4	-0.303125
MAOB	3.57725
CACNB4	-0.91725
MGC33846	-0.044625
RANBP3L	1.002875
ATP5L	-0.776625
ONECUT1	-3.3345
NUDT9	-0.8105
TMEM149	-0.0095
STX17	-0.37925
IGSF10	-0.4925
TMPRSS9	0.344
BMPR2	1.473
ALLC	0.42975
KLF7	1.885875
GCC1	0.8151
TIMM9	-1.55475
CDO1	-1.312
MGC10701	-0.692833333333333
IFI6	-0.906333333333333
FRMD8	0.426
MGAT2	-0.2605
WBP5	0.802833333333333
CNIH2	-0.03375
KIAA0907	-0.7247
KCNH8	4.5505
CTSG	-3.37625
GRIK1	0.480666666666667
CUL5	0.346375
FRMD1	0.6565
OR9A4	-0.2105
SYT6	-2.203375
FOXD4L2	-0.367
ANAPC2	-0.582333333333333
OPN5	0.3
TAF13	-0.522
LYG2	-0.3385
GGNBP1	0.416
C11orf40	-0.1155
OTX2	-1.2365
REG4	0.0898333333333334
EIF5	-0.6429375
PALB2	-0.28875
SEPSECS	-1.0052
RNASE3	-0.34225
TRIM49	-1.6265
POLR2K	0.6953
GPR42	0.1745
C8B	-3.334
SASS6	0.4925
PREB	-0.628666666666667
OR3A3	0.583
TUBA8	1.439625
IGLV2-14	-2.1405
STIL	-0.486
ANKFN1	-1.44083333333333
NME7	0.51225
HOXC12	-2.3075
UBE2C	-0.6725
FHOD1	-1.826875
CDK2AP1	2.54675
OR6K2	0.3685
DHPS	-0.16375
RPL5	0.805166666666667
TRGV5	0.778
LOC541472	-0.2365
HCCS	0.3035
DENND1B	0.9035
LHX3	0.1925
OR5D16	0.5215
CXorf57	-3.091
IRF2BP1	0.78025
NDST2	0.207333333333333
LCE3D	0.238
BOLL	0.976375
SYT3	-0.8155
PIH1D2	-0.35825
C20orf7	-0.233166666666667
IL1R2	2.93
SLAMF9	0.302
PPME1	0.416625
PIK3CA	0.374
TRAPPC1	-0.6665
COLEC10	-0.9585
SLC9A6	-0.0813333333333333
PDDC1	-0.00683333333333332
CCDC53	0.275
GK3P	-0.55025
DAZL	-0.646
BRI3	0.354
SDK1	-0.99125
CYP2C18	0.618
IFI44L	0.389125
RPL3L	0.4075
FUT9	-2.145
KIFC2	-0.710833333333333
PMP2	-0.545
SLC4A9	0.1
PLAG1	1.0545
MYCBP2	-0.286833333333333
OR4E2	0.148
CCDC65	0.99825
C16orf82	0.102375
ENTPD4	0.86575
BRP44L	-0.78325
PMP22CD	0.26525
TMCO4	1.667
KCNN1	2.039
WDR35	0.00175
CCDC80	1.09125
C3orf31	-1.0355
SLC7A9	-0.3595
TMEM190	-1.28525
DBC1	-2.4886
FADS3	-0.139333333333333
PDZD8	0.229333333333333
GRM5	0.051625
AZGP1	1.3381
PEX3	-0.159
MED1	-0.6835
ATG4C	-1.2555
HNRPH3	-0.178625
FAM109B	2.7725
C4orf17	0.1975
CA10	0.0427500000000001
OPRD1	0.1
CCL16	-1.7275
SACM1L	-0.8635
CST6	4.60575
CD63	0.232625
LGI1	-2.248
ZNF784	0.103
CRYBB1	-2.131
CX3CL1	2.0794
TOP2A	-0.762375
GYPB	-4.45983333333333
GADD45GIP1	-0.555
FEN1	-0.48025
IGF1R	0.7780625
WDR72	-2.87616666666667
PURG	0.916
DEFB126	-0.243
PKD1L1	0.76725
CAV1	-1.0146
GNPDA2	-0.0992
DGAT2	1.141
NLGN1	-0.52675
STRBP	-0.251375
HPRT1	-0.997333333333333
FANCI	-1.76675
PSMA7	1.244125
DBF4B	-1.16316666666667
TTF1	-0.13
RAD54L	-1.04425
ELOF1	-0.37625
PLAGL2	-0.028125
ZNF256	0.15225
HMGCL	-1.1305
MSI2	-0.689833333333333
RPESP	-1.27583333333333
C11orf60	-0.19625
ABCD1	0.5085
ACAA1	-0.8634
SPARCL1	4.64
IL6ST	-0.8364
ZNF319	-0.61675
TMEM109	0.217
FAM90A1	0.723666666666667
IL22RA1	-2.173
ATP4B	-0.3065
TEC	-2.3908
C7orf30	-0.19425
TXNDC2	-1.19183333333333
ABCB4	-1.55625
KIAA1191	0.6725
C9orf38	-0.2245
SFTPB	1.005
CNTNAP2	1.17425
FRK	1.996
TBX19	1.295
CHD4	0.49625
C6orf26	-2.55633333333333
MOSC2	-0.038
IKBKE	1.319
HIF1A	0.707666666666667
LOC595101	1.053
RELA	0.408666666666667
TMEM16B	-2.22666666666667
ABHD12B	-2.37125
TSEN34	0.35925
KIF18A	-0.58225
TXNDC9	0.461166666666667
SPATA2L	-0.443
SEMA4G	-0.5175
C21orf91	0.543125
MATN1	-0.217
KCNIP4	-0.196166666666667
TUSC1	1.63875
OR4C15	0.73925
ARMCX6	0.1315
WBSCR27	-1.257
OR52I2	-0.321
KIAA1604	0.16925
DYNC1I1	2.254625
PPP4C	0.661
SLC47A2	-1.84966666666667
TREH	0.12075
CD48	0.815833333333333
ST14	2.04483333333333
PKN1	-0.14825
SPON2	0.91525
XBP1	-1.10866666666667
SFRS12	-1.047
EFCAB6	1.442
SELT	-0.60175
SLC39A2	0.357
ERF	-1.09516666666667
ARL3	1.37
SURF6	-0.8535
MLLT10	0.0807619047619048
FLJ11171	0.0635
TDGF1	-4.95233333333333
ERCC6	-0.471
EIF2AK4	0.439125
BAZ1A	0.551
LRRN3	-0.432166666666667
TMC3	0.214
EFTUD1	-0.31
PTPRO	2.16816666666667
CLEC12A	3.21525
ACBD4	-0.976125
ZDHHC14	-0.590125
OTUD7B	-0.089375
ACTB	1.693375
MSRA	-0.0966249999999999
LCE5A	-0.592
IFI35	-1.491
BSCL2	0.520166666666667
ANKRD12	0.338416666666667
CFHR2	0.13875
RGAG1	-0.636333333333333
HSFY1	0.085
SLC30A5	0.347833333333333
IMPG1	-0.3785
GPR109A	0.9035
ZNF185	-0.43725
IYD	0.91625
NPCDR1	0.7075
SERPINA13	4.492
HMGCLL1	1.98425
NEUROG1	0.14
UBQLN1	-0.226625
LIN37	0.07
SOCS2	-2.766375
DSCR4	-1.63825
XKR6	1.465
GPR142	0.907
KRTAP13-3	0.828
CCDC15	-1.575
MOS	0.3255
CD1E	-0.156
OFCC1	-0.331
FAM83D	-1.33975
SRFBP1	0.499
C9orf96	0.152
DHDH	1.20425
CCDC90A	0.2995
RABL3	-0.0204
CD320	-0.522166666666667
ANGEL2	-0.0898333333333333
MRPL21	0.10325
SMG6	0.311666666666667
INSR	1.7590625
FLJ14816	-0.5135
GLRB	0.405166666666667
C9orf89	-0.1825
CIZ1	-0.744125
URG4	-0.297166666666667
LRDD	-1.56683333333333
CBY1	1.52916666666667
NFX1	-0.54325
MTERFD2	-0.395428571428571
C19orf23	1.6495
PGC	-2.22925
IER3IP1	0.9202
RASAL2	1.68275
C1orf89	-1.52175
SYNJ1	-0.36425
NFKBIE	0.94925
FLJ40125	0.192833333333333
TCEB2	-0.1162
NOG	-1.8885
POLR2J2	-0.343666666666667
HLA-B	1.557
PCDHA1	-1.8625
PPP2R2B	-1.59325
ARHGEF17	0.885166666666667
TCF7L2	1.78921428571429
CHD5	-0.509833333333333
ZNF431	-0.704125
TBC1D25	-0.13
ZNF800	-0.95025
SCUBE2	-1.01772727272727
MYCBP	0.365166666666667
GPX5	0.4595
C6orf129	0.7495
QSER1	0.9945
ULK2	1.07075
PIGO	-1.09433333333333
NRCAM	-2.44521428571429
SLC35E3	-0.49125
CSRP2	1.7675
HYPE	-0.00675
MAPK15	-0.054
MGC14327	-0.456
TIMM13	-1.0465
ZNF462	0.893
GBA3	0.18475
TEX13A	0.3005
MCM6	0.658555555555556
MTRF1	-0.638875
ABCA7	-2.398
EIF4A2	-0.013
ZC3H10	0.4819
RPGR	-0.688333333333333
C20orf94	-1.79575
RP1L1	-0.14525
GPR125	0.677625
USP22	0.800785714285714
OR1L4	0.7215
MLZE	0.05075
FLJ32065	-0.33225
PTCD1	-0.174
CRTAC1	1.79166666666667
BXDC2	0.591
C18orf1	1.78916666666667
FAM107A	-0.287142857142857
EFNA3	-0.097
P18SRP	0.2705
CAMKK2	1.24191666666667
KIAA0649	-1.0035
NES	-0.4665
HS6ST3	2.357625
PON2	-0.000749999999999997
TCP11L2	0.80375
CLEC4A	1.28025
PRR12	0.692
MLXIPL	-1.893
C2orf50	-0.425
ZNF28	1.0755
ENC1	1.42666666666667
MAP2K1	-0.326
FKSG2	0.8535
KIAA0430	1.1905
PTP4A1	-0.608166666666667
GPR156	-0.027
GTF3C6	-0.472
UBR2	-0.00809999999999995
LOC388272	0.11925
MAK	0.95
ACOT4	-0.36425
STC2	-2.5635
PIGW	-1.24125
SAE1	0.39725
COL6A1	0.124
OAZ1	-0.356333333333333
STMN4	0.324166666666667
EDG3	0.774833333333333
SGCE	-0.743333333333333
IL11	-2.60383333333333
PRSS8	1.887
YIPF5	-0.0275
WNT4	3.695625
CSN2	0.522333333333333
TCF7	-1.818
TDO2	2.995
SAMD9	-1.17275
S100A7A	0.4175
MMRN1	2.36833333333333
GKAP1	-0.251
AKR1C3	-2.991875
RNF19A	1.629875
GMDS	2.06675
YKT6	-0.43225
SPARC	1.5892
C12orf31	0.0365
UBE2V2	-0.688166666666667
FBXL18	-0.320333333333333
KIAA0460	1.03075
ADAM22	0.80425
SERPINC1	-4.527
KCTD21	1.2175
MYOHD1	-1.8705
ZNF37A	-0.238833333333333
GTF3C1	0.501
CTSZ	0.773
PRNPIP	0.21625
DRD1IP	-0.17
NR1I2	-0.57
ZNF266	-0.7791
SPAG4L	0.3875
COX4NB	0.55175
SAPS1	0.231666666666667
APOA1	-4.036625
TATDN1	-0.329166666666667
C10orf82	-3.21625
KPNB1	-0.887
FOXO3	0.648916666666667
CRYBB2	-0.42
ZBTB5	0.000166666666666666
SLC25A38	-0.79875
DCTN2	0.5815
IFT20	0.5835
CTHRC1	3.06075
C1orf31	-0.978625
UHRF1	0.217625
GPC6	0.27975
C10orf54	1.2055
MCF2L2	0.364
WNT9B	0.37525
OLA1	0.089125
FAM120B	-0.88775
TTLL10	2.068
CYorf15A	-5.39525
RELN	-2.0169
SCN2B	-0.116545454545455
MFHAS1	-1.2905
NKX3-2	-1.82733333333333
RASGRF2	-0.977
SSBP1	-0.740333333333333
KPNA6	0.3875
LOC389118	0.436
HS3ST4	-2.24766666666667
SUPT7L	-0.501125
FLJ32658	-1.646
IGFBPL1	-1.56875
KIAA1641	-1.8247
SHKBP1	0.240833333333333
CSF1R	4.45525
NAGK	0.42825
MYL2	0.934
HIST1H4C	-2.17983333333333
TOMM7	-0.871375
ADAMTSL3	0.9486
TNFSF14	-1.4425
PRRT2	-1.99425
VTA1	-0.255875
AOAH	2.7465
CRISPLD2	1.59685714285714
PNN	-1.4116
TA-NFKBH	-0.809
ESPN	1.21275
RBM43	-1.244
KIAA1267	0.364625
DDX3X	0.466777777777778
KIAA1576	-4.058
PLXDC1	4.22383333333333
FLJ25801	-3.841
HNRNPL	0.48325
RUNDC3A	0.466833333333333
CASP12	0.5525
SH2D5	-1.633375
RPL26L1	-0.7665
OR51A7	0.43875
HDC	0.615
C2orf16	0.466666666666667
SYTL3	2.864875
GOLGA4	0.0375625
NOTCH1	0.196166666666667
ATPAF2	-0.7185
ECD	0.6645
SSX5	-1.825
SNAP91	1.97625
OCA2	0.82925
PNPO	-0.6925
DAPK1	0.907166666666667
PINX1	0.187333333333333
SELENBP1	0.6965
NEK3	0.67125
TMED4	0.0196428571428572
SSTR4	0.2125
FOSL1	-2.1712
CD40LG	0.017
CES1	-1.99875
DCI	-0.043
B3GAT3	0.307
STK17B	1.00875
CNTN6	0.76775
CYP3A4	-1.9485
MBOAT2	1.21
PISD	0.316125
USP1	0.827
PYDC1	1.029
CENPM	-1.100125
SAR1B	-1.03375
TTC7B	-1.34175
DP58	0.0435
GPC1	0.68375
RBL1	-0.38525
TMEM137	-2.98116666666667
TOB1	-1.01691666666667
TCEAL1	-0.485833333333333
CENPF	-0.0368181818181818
C6	-0.317166666666667
PRSS1	-3.64275
PPIL6	0.72
C6orf124	-0.8895
ODZ4	0.270833333333333
SNCB	-0.07375
NDUFB9	-0.02925
CNOT6L	-0.306833333333333
S100A9	-0.961
TRIM50	-0.6135
KCTD1	2.6685
WDR63	-0.0125
SPEF2	0.207125
RNGTT	-0.6975
CXorf22	2.417
KCNK16	0.77375
CEP250	-1.24825
ATPBD1B	-0.10875
KCNJ2	3.972
MT1B	-3.0515
ZNF684	0.294
SLC4A1	0.4885
PDHA1	-0.0625
ZNF492	-0.67025
TKT	-1.0835
BYSL	0.177
RNF38	0.067875
AHDC1	0.6575
KLHL2	0.668125
CMTM8	1.6245
DMP1	-0.8715
HERPUD2	0.284625
CRTAM	2.035
ZNF572	-1.47975
TMEM16J	-0.3745
HSD17B2	0.511
UBE2G1	0.311375
AHSA2	-3.22125
PELI2	-1.917
TPX2	-0.146625
ATP9B	2.39783333333333
DAZAP1	-0.350857142857143
HMGCS2	0.1505
C17orf38	0.48125
B9D1	-0.722125
NKX2-5	0.638
KIAA1276	-0.59575
LILRB2	3.311
CSTF1	-1.07016666666667
BTN2A1	-0.431833333333333
C15orf48	3.149
IGF2BP3	-0.18825
FAM113B	-1.2135
HRG	0.017625
ZNF131	0.7895
USP47	1.29414285714286
CCDC88B	-0.799625
HCN1	-0.8286
HTN1	2.28566666666667
SYCP3	-0.0615
C13orf23	-0.5251
PAPOLA	-0.3243125
AATK	0.2961
MSH3	-1.14866666666667
NDUFAB1	-0.547
ITLN2	-0.121
BAK1	-1.29266666666667
MRPL45	-1.12166666666667
MTNR1B	-0.2215
LOC645843	-0.23
SPECC1L	0.339375
PGCP	0.82225
SPN	-1.357875
GPR143	1.55966666666667
ZNF576	0.688166666666667
TMEM39A	1.4986
ATP5D	-0.236333333333333
MAGEB3	-1.1025
RPS5	-0.119666666666667
ANP32E	0.566
MTMR1	0.492
YEATS4	0.7195
SYNGAP1	0.00800000000000001
PCOLCE	-0.584666666666667
MNS1	1.327
PCYT2	-0.725
ZNF182	0.32
LAX1	0.120375
SPPL2B	-0.5704
ELOVL5	-0.8145
PCDHAC1	0.821
B4GALNT1	0.491166666666667
BLOC1S2	0.669
ZNF673	-0.7665
ARHGAP21	1.41
IRX5	2.711125
LRFN5	0.0201666666666667
FAM7A1	-1.40775
RAB19	0.478
GINS1	-1.35725
ITM2B	1.6652
PAPSS2	2.92633333333333
OR5BF1	0.6185
ACSL3	-1.4615
KIAA1919	-1.26308333333333
GLT8D2	1.871375
UTRN	0.934357142857143
CNN1	0.93925
HISPPD2A	0.73
SDAD1	-0.290375
SIGLEC9	0.582333333333333
RPL35	-0.842071428571428
C22orf26	0.4755
IMPDH2	-1.944125
WDR69	-0.0260000000000001
SEC14L5	0.735
CLTA	-0.22725
RP11-529I10.4	1.49975
GPR37L1	0.201
OGDH	-0.683083333333333
ASB13	0.523666666666667
ZFP14	0.70925
ZCRB1	-0.0393333333333333
KPNA3	0.947
HSPA1L	0.73075
RHOC	-0.405625
LOC554175	-0.125
PPP3CA	0.9473
SLC1A7	0.3198
ZNF529	-0.7185
RBED1	-0.10625
DDB2	-1.76075
FLJ11286	-0.844
SPATA1	1.134
MKNK1	0.316
DYSF	1.64283333333333
ALKBH2	0.5445
NKD1	-3.78416666666667
C1orf174	0.3365
PLEKHO1	1.12116666666667
ASB10	0.37925
RING1	-0.928
NPC2	0.228875
AVPR1B	0.751
YTHDF1	0.309666666666667
LMAN1L	1.005
GSG2	-1.006
CEP170	0.5037
RPS4Y2	-5.45875
MSH6	-0.22
HECTD2	0.2535
ZNF556	-2.4795
PLEKHC1	-0.2139
AIRE	0.464
BCL2L10	3.5395
LMOD3	0.277333333333333
ZBTB8	0.8583
FOXA2	-4.1213
SLCO2A1	2.148375
C3orf46	0.085
PRDM16	-1.85783333333333
TMEM98	0.029
FRMD5	-2.784
PDE6C	-1.2195
C1orf216	0.551
EP400	-0.303285714285714
PTK2	0.7505
RNF217	1.153
NDUFA8	-0.256
ZFAT1	0.89325
LAMP3	1.97733333333333
GLTSCR2	0.21125
NPW	0.607
LLGL2	0.0867
PPM1K	-0.774166666666667
C20orf177	-0.649
KIR2DL4	0.1836
NFKB2	1.5885
C21orf122	-1.3895
HESX1	1.121
GPR114	-0.06
SLC25A35	-1.61283333333333
GNAT1	1.05725
ORAI3	-0.6675
FAM76B	-0.269125
TMEM99	-0.0308
TRIM29	2.6369
CDS1	1.581
RHEB	0.6532
C4orf27	-1.29533333333333
RAB3A	-0.43075
OTUD6B	-0.9765
GPD1	0.67325
CDH15	-0.351666666666667
NPM1	-0.444857142857143
TMEM117	-0.7065
PRPS2	0.494083333333333
GCK	0.5195
ADRA2A	1.62383333333333
TSPYL4	-1.11566666666667
TASP1	0.1245
WDR19	0.397
C10orf38	2.25175
PDE4C	-0.797666666666667
FYB	0.04275
C1orf55	0.6935
PPFIA3	-1.04125
RAD18	-0.308
C12orf44	1.006
CRYBA4	0.0865
HVCN1	0.892
TAF10	-0.273333333333333
C16orf48	-0.603
DEPDC5	1.05916666666667
LTBP1	2.0555
MAPRE1	-0.027625
FGF8	0.1805
C3orf52	0.908125
SENP7	-1.25683333333333
LRRK2	-0.0685
RUNDC2A	-0.623833333333333
KIAA0355	0.665333333333333
CPEB1	-3.025
PPEF2	0.1225
ABI2	0.358833333333333
KIAA0317	0.67975
ATF1	0.239
DYNC1H1	1.063625
DIP	1.6185
TMEM33	-0.360777777777778
POLDIP3	0.4895
C7orf24	0.27675
GPR171	2.485
CDC6	-0.0851666666666667
PLD1	1.1859
ITFG2	0.2288
NDUFC1	-1.3605
