Hybridization REF	TCGA-A2-A04T-01A-21R-A034-07
BTN1A1	-0.2345
DDX28	1.05
TMEM65	0.6735
LOC92345	0.523
TTC31	-0.48275
WDR46	-0.588833333333333
CHP2	-1.20183333333333
LSP1	0.824
ZNF542	-0.0165
EXOSC1	-0.042
ARHGAP18	-0.286166666666667
LRRTM4	-0.74225
MAOB	-0.995
CACNB4	0.199
MGC33846	1.191
RANBP3L	-0.826875
ATP5L	0.855625
ONECUT1	-3.1825
NUDT9	0.53375
TMEM149	1.4625
STX17	1.7115
IGSF10	-2.67025
TMPRSS9	1.014
BMPR2	1.00208333333333
ALLC	0.2785
KLF7	-0.158375
GCC1	0.6473
TIMM9	-0.563
CDO1	3.0585
MGC10701	-0.952333333333333
IFI6	0.798833333333333
FRMD8	0.926
MGAT2	-0.5435
WBP5	0.055
CNIH2	1.4645
KIAA0907	-0.529
KCNH8	3.606
CTSG	-3.25875
GRIK1	-0.443166666666667
CUL5	0.48075
FRMD1	0.4345
OR9A4	0.3185
SYT6	-2.04275
FOXD4L2	1.048
ANAPC2	0.0248333333333333
OPN5	-0.1165
TAF13	-0.641
LYG2	-0.86375
GGNBP1	0.046
C11orf40	0.3225
OTX2	-1.1405
REG4	0.364333333333333
EIF5	-1.2951875
PALB2	-0.562
SEPSECS	-0.1317
RNASE3	-0.0275
TRIM49	-1.2605
POLR2K	1.3685
GPR42	0.1125
C8B	-3.75525
SASS6	-0.51025
PREB	-0.795166666666667
OR3A3	0.621
TUBA8	1.139875
IGLV2-14	-0.388
STIL	-0.22375
ANKFN1	-0.834666666666667
NME7	0.0655
HOXC12	3.1215
UBE2C	-0.143875
FHOD1	-1.54625
CDK2AP1	1.867
OR6K2	-0.0475
DHPS	-0.75475
RPL5	0.151583333333333
TRGV5	0.8
LOC541472	0.15475
HCCS	-0.2338
DENND1B	0.8605
LHX3	0.105
OR5D16	0.127
CXorf57	-0.514
IRF2BP1	1.1315
NDST2	0.753833333333333
LCE3D	0.319
BOLL	0.310714285714286
SYT3	-0.939
PIH1D2	-0.811
C20orf7	-0.273833333333333
IL1R2	1.99066666666667
SLAMF9	-0.7285
PPME1	0.536
PIK3CA	0.90975
TRAPPC1	0.240125
COLEC10	-0.87125
SLC9A6	-0.0831666666666667
PDDC1	-0.8975
CCDC53	-0.58
GK3P	0.188
DAZL	-0.2915
BRI3	-0.125
SDK1	0.093125
CYP2C18	-0.44925
IFI44L	3.3565
RPL3L	0.5125
FUT9	2.63683333333333
KIFC2	0.267666666666667
PMP2	-0.45375
SLC4A9	-0.01
PLAG1	-0.910333333333333
MYCBP2	0.181333333333333
OR4E2	-0.1465
CCDC65	0.538
C16orf82	0.076
ENTPD4	-0.451125
BRP44L	0.061625
PMP22CD	0.073
TMCO4	1.34833333333333
KCNN1	-0.646666666666667
WDR35	0.25975
CCDC80	0.721625
C3orf31	-0.0135
SLC7A9	-1.16675
TMEM190	-1.7805
DBC1	1.9254
FADS3	-0.7765
PDZD8	0.1465
GRM5	0.242625
AZGP1	1.4971
PEX3	-0.2675
MED1	-0.0114285714285714
ATG4C	-1.51783333333333
HNRPH3	-1.28475
FAM109B	2.27625
C4orf17	0.0315
CA10	3.12825
OPRD1	-0.2
CCL16	-1.64
SACM1L	-0.653
CST6	4.01125
CD63	0.064125
LGI1	-1.78525
ZNF784	0.648
CRYBB1	-1.383
CX3CL1	1.9831
TOP2A	-1.157625
GYPB	-3.579
GADD45GIP1	-1.09975
FEN1	-0.246625
IGF1R	-2.0000625
WDR72	-2.09983333333333
PURG	-0.888333333333333
DEFB126	0.264
PKD1L1	-0.17475
CAV1	-2.8377
GNPDA2	0.0815
DGAT2	2.510375
NLGN1	-3.3855
STRBP	1.0175
HPRT1	0.262166666666667
FANCI	-0.09
PSMA7	0.90425
DBF4B	-0.790666666666667
TTF1	-0.22225
RAD54L	-0.33625
ELOF1	-1.10875
PLAGL2	0.56675
ZNF256	0.70575
HMGCL	-0.332
MSI2	-1.43216666666667
RPESP	2.24583333333333
C11orf60	-0.90275
ABCD1	0.7725
ACAA1	-0.1569
SPARCL1	5.09371428571429
IL6ST	-0.9844
ZNF319	0.5695
TMEM109	-0.2097
FAM90A1	-1.47066666666667
IL22RA1	-1.6835
ATP4B	3.838
TEC	-1.41366666666667
C7orf30	-1.35325
TXNDC2	-0.6515
ABCB4	-0.7215
KIAA1191	-3.61725
C9orf38	0.025
SFTPB	0.03475
CNTNAP2	-0.0525
FRK	0.361
TBX19	2.458
CHD4	0.28775
C6orf26	-1.8425
MOSC2	-0.06125
IKBKE	0.916
HIF1A	-1.49633333333333
LOC595101	-0.12
RELA	0.300666666666667
TMEM16B	0.6275
ABHD12B	-2.274
TSEN34	1.1735
KIF18A	-1.27925
TXNDC9	-0.046
SPATA2L	0.1985
SEMA4G	-1.0585
C21orf91	0.1165
MATN1	0.578
KCNIP4	-0.333
TUSC1	1.765875
OR4C15	0.32625
ARMCX6	0.349833333333333
WBSCR27	-1.64
OR52I2	0.301
KIAA1604	0.0505
DYNC1I1	1.54275
PPP4C	0.0735
SLC47A2	-2.67916666666667
TREH	-0.25575
CD48	2.59116666666667
ST14	2.433
PKN1	-0.5385
SPON2	0.04775
XBP1	-1.18083333333333
SFRS12	-0.8495
EFCAB6	0.877
SELT	-1.11775
SLC39A2	2.908
ERF	-0.221
ARL3	0.526875
SURF6	0.3524
MLLT10	0.105428571428571
FLJ11171	0.914666666666667
TDGF1	-4.833
ERCC6	-0.047
EIF2AK4	0.5375
BAZ1A	0.5285
LRRN3	-0.134
TMC3	1.064
EFTUD1	0.546
PTPRO	1.21183333333333
CLEC12A	1.31225
ACBD4	-0.598375
ZDHHC14	-0.73875
OTUD7B	0.625
ACTB	0.5458125
MSRA	0.367125
LCE5A	1.0325
IFI35	-0.61275
BSCL2	0.0296666666666667
ANKRD12	-0.1115
CFHR2	0.552
RGAG1	0.17
HSFY1	0.285
SLC30A5	-0.178916666666667
IMPG1	0.194
GPR109A	0.85
ZNF185	1.34125
IYD	0.1125
NPCDR1	-0.153
SERPINA13	-0.1345
HMGCLL1	-0.06925
NEUROG1	0.796666666666667
UBQLN1	-0.014125
LIN37	0.45
SOCS2	-1.358375
DSCR4	-2.136
XKR6	0.1535
GPR142	0.6315
KRTAP13-3	0.3705
CCDC15	-0.9765
MOS	0.4775
CD1E	-0.6105
OFCC1	1.36933333333333
FAM83D	0.07275
SRFBP1	-0.225
C9orf96	0.77
DHDH	1.2805
CCDC90A	0.5055
RABL3	-0.56525
CD320	-1.684
ANGEL2	0.241
MRPL21	0.1785
SMG6	0.625166666666667
INSR	0.7495
FLJ14816	-0.951
GLRB	-0.525333333333333
C9orf89	0.8515
CIZ1	-0.1135
URG4	-0.933666666666667
LRDD	-0.726833333333333
CBY1	0.426833333333333
NFX1	0.100625
MTERFD2	-1.32678571428571
C19orf23	0.394
PGC	-3.091375
IER3IP1	0.4748
RASAL2	1.58533333333333
C1orf89	-0.0155
SYNJ1	-0.869
NFKBIE	1.75575
FLJ40125	-1.66333333333333
TCEB2	-0.6382
NOG	-0.9695
POLR2J2	-0.357833333333333
HLA-B	1.91175
PCDHA1	-0.626
PPP2R2B	0.69875
ARHGEF17	-0.303333333333333
TCF7L2	1.70335714285714
CHD5	-0.764166666666667
ZNF431	-2.20214285714286
TBC1D25	0.14225
ZNF800	0.535
SCUBE2	-1.84581818181818
MYCBP	0.108
GPX5	0.3955
C6orf129	1.04616666666667
QSER1	-0.394666666666667
ULK2	0.9305
PIGO	-1.0525
NRCAM	-1.43778571428571
SLC35E3	2.01525
CSRP2	0.80525
HYPE	-0.185
MAPK15	0.362666666666667
MGC14327	0.1625
TIMM13	-0.4865
ZNF462	2.3615
GBA3	-0.69875
TEX13A	0.106
MCM6	0.448333333333333
MTRF1	-0.86875
ABCA7	-1.57725
EIF4A2	-0.7065
ZC3H10	0.6166
RPGR	-0.497666666666667
C20orf94	0.05125
RP1L1	0.03725
GPR125	1.4225
USP22	-0.0387857142857143
OR1L4	0.5955
MLZE	3.3815
FLJ32065	-0.53875
PTCD1	-0.4605
CRTAC1	2.19683333333333
BXDC2	-0.38425
C18orf1	1.12716666666667
FAM107A	3.40507142857143
EFNA3	1.38275
P18SRP	-0.6972
CAMKK2	0.334
KIAA0649	0.205
NES	-1.7985
HS6ST3	1.184625
PON2	-1.4275
TCP11L2	-1.0245
CLEC4A	2.85425
PRR12	0.463
MLXIPL	-1.9464
C2orf50	1.397
ZNF28	0.14025
ENC1	1.80683333333333
MAP2K1	-0.43925
FKSG2	0.6855
KIAA0430	-0.045
PTP4A1	-1.1005
GPR156	1.1815
GTF3C6	-0.39
UBR2	-0.1729
LOC388272	0.12775
MAK	-0.076
ACOT4	1.23225
STC2	-2.36225
PIGW	-0.549625
SAE1	-0.21075
COL6A1	0.619545454545455
OAZ1	-0.168166666666667
STMN4	0.467833333333333
EDG3	-0.881
SGCE	1.051
IL11	-2.18933333333333
PRSS8	2.80975
YIPF5	0.157083333333333
WNT4	3.51625
CSN2	0.315166666666667
TCF7	-2.015875
TDO2	2.89475
SAMD9	-0.241125
S100A7A	-0.659
MMRN1	0.613666666666667
GKAP1	0.4345
AKR1C3	-3.834375
RNF19A	1.63275
GMDS	0.29775
YKT6	-0.42575
SPARC	-0.3495
C12orf31	-0.173
UBE2V2	-0.428166666666667
FBXL18	-1.05033333333333
KIAA0460	1.281
ADAM22	-0.496375
SERPINC1	-4.5625
KCTD21	-0.02
MYOHD1	-0.969
ZNF37A	-0.497833333333333
GTF3C1	0.213833333333333
CTSZ	2.0665
PRNPIP	0.661125
DRD1IP	0.34775
NR1I2	-2.4145
ZNF266	-0.2874
SPAG4L	0.233
COX4NB	0.68875
SAPS1	0.0383333333333333
APOA1	-4.114125
TATDN1	-0.0586666666666667
C10orf82	-2.0515
KPNB1	-0.3945
FOXO3	0.927083333333333
CRYBB2	-0.49
ZBTB5	1.20816666666667
SLC25A38	-0.76425
DCTN2	0.132833333333333
IFT20	-0.192
CTHRC1	0.9675
C1orf31	-0.2325
UHRF1	-0.656
GPC6	-0.1235
C10orf54	1.64575
MCF2L2	-0.4248
WNT9B	0.26575
OLA1	-0.32375
FAM120B	-0.12725
TTLL10	0.744
CYorf15A	-4.4245
RELN	-2.0964
SCN2B	-0.120666666666667
MFHAS1	-0.33025
NKX3-2	-1.34316666666667
RASGRF2	-1.1575
SSBP1	-0.658333333333333
KPNA6	0.183714285714286
LOC389118	0.0895
HS3ST4	1.0589
SUPT7L	-0.283125
FLJ32658	0.20575
IGFBPL1	-0.78225
KIAA1641	-0.3593
SHKBP1	-0.391
CSF1R	4.65675
NAGK	0.825
MYL2	0.77625
HIST1H4C	0.370666666666667
TOMM7	-0.5605
ADAMTSL3	4.7982
TNFSF14	-0.30475
PRRT2	-1.17975
VTA1	-0.579125
AOAH	3.89016666666667
CRISPLD2	1.12807142857143
PNN	-0.9189
TA-NFKBH	0.118
ESPN	-1.32875
RBM43	-1.114
KIAA1267	-0.11125
DDX3X	-0.0814444444444444
KIAA1576	-1.0275
PLXDC1	3.00333333333333
FLJ25801	-3.71775
HNRNPL	-0.26975
RUNDC3A	0.097
CASP12	0.581
SH2D5	-1.908375
RPL26L1	-0.4065
OR51A7	-0.0795
HDC	-0.289
C2orf16	0.118666666666667
SYTL3	2.754125
GOLGA4	0.38325
NOTCH1	1.50566666666667
ATPAF2	-0.182
ECD	-0.7745
SSX5	-1.295
SNAP91	0.509
OCA2	0.02575
PNPO	-0.4375
DAPK1	0.717666666666667
PINX1	-0.687
SELENBP1	0.16675
NEK3	-1.091
TMED4	0.231642857142857
SSTR4	0.5555
FOSL1	-2.4932
CD40LG	1.436
CES1	-1.48416666666667
DCI	-0.250166666666667
B3GAT3	0.241166666666667
STK17B	0.36375
CNTN6	0.377666666666667
CYP3A4	-1.8695
MBOAT2	0.987071428571429
PISD	-0.798875
USP1	0.022
PYDC1	1.08266666666667
CENPM	-0.23425
SAR1B	-0.7795
TTC7B	-0.936125
DP58	0.547
GPC1	-0.8595
RBL1	-0.853375
TMEM137	-1.6855
TOB1	-0.9875
TCEAL1	-0.855666666666667
CENPF	0.191
C6	0.557666666666667
PRSS1	-2.86025
PPIL6	-0.3065
C6orf124	-1.618
ODZ4	-0.280666666666667
SNCB	0.241
NDUFB9	0.921625
CNOT6L	1.33466666666667
S100A9	1.844
TRIM50	-0.113
KCTD1	2.7715
WDR63	0.49
SPEF2	-0.44025
RNGTT	0.687166666666667
CXorf22	0.3845
KCNK16	-0.152
CEP250	-0.536
ATPBD1B	-0.01825
KCNJ2	3.488
MT1B	-1.263
ZNF684	-0.4225
SLC4A1	0.36625
PDHA1	0.4295
ZNF492	-1.345125
TKT	-2.17375
BYSL	-0.508
RNF38	0.11
AHDC1	0.3925
KLHL2	0.72925
CMTM8	0.18375
DMP1	0.1795
HERPUD2	-0.611625
CRTAM	3.73466666666667
ZNF572	-0.7985
TMEM16J	-1.3385
HSD17B2	-3.295
UBE2G1	0.571625
AHSA2	-2.5945
PELI2	-0.7315
TPX2	-0.23525
ATP9B	0.9945
DAZAP1	0.448875
HMGCS2	0.181666666666667
C17orf38	0.47275
B9D1	-1.155
NKX2-5	2.3985
KIAA1276	-0.287
LILRB2	4.0115
CSTF1	0.0285
BTN2A1	-0.484
C15orf48	4.67425
IGF2BP3	-2.461
FAM113B	0.503166666666667
HRG	-0.338875
ZNF131	0.3815
USP47	0.510428571428571
CCDC88B	-0.507125
HCN1	-0.2627
HTN1	-0.3675
SYCP3	0.13
C13orf23	-0.2496
PAPOLA	-0.2235
AATK	0.0483
MSH3	-0.673666666666667
NDUFAB1	-1.11525
ITLN2	-0.213166666666667
BAK1	0.2585
MRPL45	-0.548333333333333
MTNR1B	-0.131833333333333
LOC645843	-0.5185
SPECC1L	0.317125
PGCP	1.02925
SPN	-0.203875
GPR143	-0.6
ZNF576	0.5355
TMEM39A	0.3416
ATP5D	-0.8545
MAGEB3	-2.45
RPS5	-0.927333333333333
ANP32E	1.13457142857143
MTMR1	1.35875
YEATS4	-0.1945
SYNGAP1	0.162
PCOLCE	-1.95583333333333
MNS1	-0.17125
PCYT2	-0.281
ZNF182	-0.8055
LAX1	1.794
SPPL2B	0.4424
ELOVL5	-1.2576
PCDHAC1	0.2995
B4GALNT1	0.746166666666667
BLOC1S2	0.21375
ZNF673	-0.0395
ARHGAP21	0.8235
IRX5	3.416375
LRFN5	-0.786666666666667
FAM7A1	-0.0185
RAB19	-0.856
GINS1	-1.77325
ITM2B	0.6365
PAPSS2	2.92766666666667
OR5BF1	0.6255
ACSL3	-0.709375
KIAA1919	-2.46275
GLT8D2	0.69975
UTRN	-0.0770714285714286
CNN1	-0.44375
HISPPD2A	-1.11733333333333
SDAD1	1.041
SIGLEC9	1.23183333333333
RPL35	0.0864285714285714
C22orf26	0.1025
IMPDH2	-1.430125
WDR69	-0.65125
SEC14L5	-0.300333333333333
CLTA	-0.2105
RP11-529I10.4	-0.11325
GPR37L1	0.407333333333333
OGDH	-0.350666666666667
ASB13	1.20283333333333
ZFP14	-0.383
ZCRB1	-0.421166666666667
KPNA3	-0.07925
HSPA1L	0.963
RHOC	-0.524875
LOC554175	-0.07275
PPP3CA	1.2716
SLC1A7	-0.588
ZNF529	-0.450333333333333
RBED1	-0.6165
DDB2	-1.819
FLJ11286	-0.320166666666667
SPATA1	0.097
MKNK1	0.4165
DYSF	2.20966666666667
ALKBH2	-0.31825
NKD1	-2.58683333333333
C1orf174	-0.81375
PLEKHO1	1.11416666666667
ASB10	0.176
RING1	-0.182
NPC2	0.694
AVPR1B	-0.3485
YTHDF1	0.119833333333333
LMAN1L	0.6255
GSG2	0.7185
CEP170	1.0033
RPS4Y2	-6.00475
MSH6	0.6695
HECTD2	-0.231166666666667
ZNF556	-3.9735
PLEKHC1	-1.3582
AIRE	0.880833333333333
BCL2L10	2.04325
LMOD3	-0.267
ZBTB8	1.1269
FOXA2	-2.917
SLCO2A1	0.478125
C3orf46	-0.8
PRDM16	-1.44016666666667
TMEM98	-0.937
FRMD5	-1.0675
PDE6C	-0.06
C1orf216	0.138
EP400	-0.505285714285714
PTK2	1.9125
RNF217	-0.14475
NDUFA8	0.47
ZFAT1	0.96825
LAMP3	3.786
GLTSCR2	-0.203375
NPW	0.6125
LLGL2	-0.3601
PPM1K	0.2745
C20orf177	0.549
KIR2DL4	1.1399
NFKB2	1.076
C21orf122	0.1695
HESX1	0.27775
GPR114	0.5625
SLC25A35	-0.999666666666667
GNAT1	-0.605
ORAI3	-0.9595
FAM76B	-0.286125
TMEM99	-0.7344
TRIM29	1.8442
CDS1	3.15025
RHEB	0.4142
C4orf27	0.257666666666667
RAB3A	-0.847
OTUD6B	-0.81575
GPD1	-0.14225
CDH15	-1.7755
NPM1	-0.682214285714286
TMEM117	0.3245
PRPS2	-0.0639166666666666
GCK	-0.3945
ADRA2A	2.02933333333333
TSPYL4	0.0963333333333333
TASP1	-1.0225
WDR19	-0.612083333333333
C10orf38	1.14525
PDE4C	-0.612666666666667
FYB	1.08583333333333
C1orf55	0.00383333333333334
PPFIA3	-0.04275
RAD18	0.7575
C12orf44	0.396833333333333
CRYBA4	0.406
HVCN1	1.18875
TAF10	-0.069
C16orf48	-0.168166666666667
DEPDC5	0.656666666666667
LTBP1	-0.55
MAPRE1	0.23825
FGF8	-0.2595
C3orf52	1.023125
SENP7	-0.807333333333333
LRRK2	1.20475
RUNDC2A	0.726166666666667
KIAA0355	0.411333333333333
CPEB1	-2.94175
PPEF2	0.518
ABI2	0.493666666666667
KIAA0317	-0.055625
ATF1	-1.41616666666667
DYNC1H1	0.251875
DIP	0.751
TMEM33	-0.196111111111111
POLDIP3	0.751
C7orf24	-0.268
GPR171	4.6165
CDC6	-1.6915
PLD1	-0.6408
ITFG2	1.0125
NDUFC1	-0.174
AKNA	-0.54425
NBR1	-0.1565
PKHD1	0.44975
HPS4	-0.2283
MAFA	0.99475
ULBP3	0.38425
DIRC1	-1.1925
IMMT	0.06075
C22orf13	0.558833333333333
CEL	0.18625
MARK3	-0.63625
ADAMTS2	0.982583333333333
ARPC3	-0.562
TMEM10	0.393625
NPHS1	0.65525
BRD8	-0.504666666666667
WDR12	-0.502
IDI2	0.6005
HOXD13	-0.27
OR8G2	-0.9485
SLAIN1	0.49225
GABRQ	-0.07425
NR2C2	0.37225
NKTR	-0.8305
TLE2	1.305
KIAA0892	-0.5475
AURKA	-0.969636363636364
GPRC5C	-2.965
TBC1D9B	0.356625
PNPLA6	-0.0901666666666667
AP3B1	-0.06825
NAG	-0.655375
C11orf68	-0.1705
AKR7A3	0.117
AHCYL1	-0.522333333333333
COP1	0.843333333333333
RPP14	-0.139083333333333
PCDHB18	-0.83025
CDH24	0.93875
KRT17	0.9471
LACTB2	-1.659
DDX24	0.1961
PHACTR1	-2.31816666666667
SLC35E2	-0.389
LOXL1	-2.25075
IQSEC2	0.258375
RGSL1	1.451
PCDHGC5	0.357
MEGF10	0.73525
PRRX1	-0.467666666666667
ASTE1	-0.0731666666666667
C6orf159	-0.50425
MYOD1	1.07025
GAA	-0.91
ZNF747	0.2695
KLRC1	-0.783875
IL1RL2	0.29
GDF9	0.02675
GPR119	0.529
TRAF2	0.377833333333333
HCK	3.76383333333333
BMP6	-2.47175
IL8RA	0.7565
FLJ35848	-0.5615
EFHA1	0.8305
CDSN	-0.425166666666667
C14orf54	-0.462333333333333
LSM3	0.64625
ZFP41	0.2635
C9orf126	-0.596833333333333
VIT	2.773
SPCS3	-1.081
DEF8	0.05
CHAF1A	-1.16933333333333
C1orf165	-0.9565
ZFPM2	0.305
FTH1	0.156
SLC35F1	-1.7375
YWHAH	0.20025
C17orf66	0.0621666666666667
ADRB1	0.2975
FOXL1	1.8705
RG9MTD3	0.117
UMPS	0.081625
MGC13008	-0.689
KIAA1161	0.697
CCDC77	-0.1925
C12orf65	-0.8246
COG4	-0.7335
RCP9	0.45725
RP4-692D3.1	1.84216666666667
CDC2L5	0.04775
MGC7036	-0.225666666666667
DNAJC11	-0.20175
GDF2	0.184666666666667
TIMM17A	0.3815
HNRNPA0	-0.4532
OR2H1	-0.17225
PCBP1	0.114375
COL23A1	-1.5685
LRRC2	-0.706
NSD1	0.8645
FLJ37078	-2.74
WDR91	-0.541
TMEM179	0.27475
DSCR10	-0.0445
CNDP2	0.5186
FYN	-0.448
BEX2	0.219666666666667
KCND3	-0.5545
YPEL5	1.030375
LRRC42	0.522833333333333
C17orf45	-0.214
ZNF649	1.2116
LOC150763	1.47325
COL5A2	0.950083333333334
CNGA2	0.938
ELA2B	-0.8015
RAB9B	0.794
FAM100A	-0.113
NAIP	-0.106428571428571
MYOZ2	-0.530625
SPATA12	0.562
XRCC4	-1.1415
CYB561	0.5494
CHST10	0.2975
BAI1	-1.08183333333333
BRSK1	0.134333333333333
C17orf89	0.46925
PDE6H	-0.892
FLJ20309	0.6706
MAP7	0.01775
SCN4B	0.66525
SPAG9	-0.978125
SERTAD1	-0.460333333333333
FLJ21963	-1.43275
ANTXR1	-0.1891
TMPRSS13	3.20316666666667
ETV7	4.395
DGAT1	0.597166666666667
NKIRAS1	0.186
TAC3	-4.17525
CORO1C	-0.7155
RAD54B	-0.66825
HRASLS3	-1.995
C21orf42	1.24175
BARD1	0.0498333333333333
ZNF177	-1.50683333333333
MIP	0.389
ZNF442	-0.915
F2	-4.367
GRIA1	0.193
GALNTL2	0.921166666666667
WNT5A	-2.6138
LENG9	0.092
hCG_25371	0.3075
FOXR1	-0.7995
TRA@	1.2341
PWWP2	-0.215
C1QTNF7	1.10683333333333
SLC7A4	0.0825
C4orf7	4.5355
C17orf80	0.00916666666666666
KLK4	0.153
IL31	0.006
TMEM176A	4.328
CTNNB1	-0.5345
BHLHB2	-1.10425
TMEM185B	0.960833333333333
ARD1B	-0.06675
C1orf93	0.388
BRUNOL4	2.33483333333333
LOC541469	-1.58208333333333
UPK2	-0.25375
GAS8	1.05866666666667
PATE	-0.351
IMPACT	1.732
WNK4	-2.64766666666667
HNRPLL	0.0435
GAD2	-0.42975
ITGA6	3.072
BMP15	-0.106833333333333
CYP2A7	0.213375
RIC8A	-0.287625
CCND1	-2.54358333333333
USP35	-0.323
DSCR2	-1.387
CCL4	5.338
ZCCHC10	-0.934
NOL11	-0.765
TRPM2	2.16825
PSMD2	-0.270545454545454
CHTF18	-0.9265
USP18	1.375125
RRAS	0.0775
LAMC3	-0.117
TOX	-0.831666666666667
PCDH15	1.8865
GABRG3	1.56425
NUDCD2	-0.695875
SGCZ	-0.153
KCTD17	-0.0886
SPSB2	0.8025
TPPP3	0.0856666666666667
CILP2	0.137666666666667
CALB2	4.280375
CEBPZ	0.282166666666667
ZNF479	-1.26675
FMOD	3.31333333333333
C21orf66	-1.18678571428571
CLN6	0.2725
ANAPC1	0.120875
SH2D3C	0.8265
PTPN14	1.0519
TRIM42	0.157
APTX	-0.1825
SNRPG	-0.019
BMS1	-0.23525
MAGEA3	-4.5315
NFATC3	-0.24675
LRRC45	0.252
ARS2	-0.343285714285714
LRIG1	-0.16
EPSTI1	1.4495
PRSS27	0.76175
ERC2	1.1365
PRKACB	-0.604071428571429
PRDM13	1.8685
HCG27	-0.8675
KLK12	-3.5215
HSD17B7	-0.679833333333333
ZNF354A	1.533
PCDH11X	0.477
DMGDH	-0.68225
PCBD2	-0.916
TMC6	-1.43575
RIMS1	-0.648375
SF3B2	-0.0648333333333333
RCN1	-0.414
CPB1	-0.33775
BCAR3	0.085
FCRLB	0.4105
PAK1IP1	0.17525
OR10H1	-0.1695
KIF9	-0.2599
PITPNM2	-0.595875
L3MBTL4	1.35925
TGFB1	-0.8833
ZXDC	0.1535
SLC6A16	-1.296
SRrp35	2.073375
LRRC8E	0.927
PPIAL4	-0.764
EOMES	1.93583333333333
PAX2	-0.042
SCARF2	-0.131875
PSEN2	1.03258333333333
PCDHB13	1.048
C10orf28	-0.552375
DHRS7B	-0.569
C1orf131	0.60425
ASB1	-1.9354
ZNF223	0.341
LCMT2	0.03775
MEP1A	-0.123
TMEM53	-0.566
RSPH3	0.40175
C10orf33	-2.469
LOC644285	-0.03575
PTPN9	0.489833333333333
ABCA12	-3.77875
CCDC37	0.64275
RUNDC1	-0.3971
YES1	0.5085
FAM120AOS	0.527
OR5M3	-0.3155
PPP1R3F	-0.674166666666667
IL13	0.6832
MDFI	1.94425
PRNT	-0.1275
ZDBF2	0.412
OR10C1	0.149166666666667
CLIC1	-0.456333333333333
LILRA5	0.987166666666667
CSAG1	-4.10533333333333
TREML2	-0.2365
FAM125A	-1.276
ZNF74	-0.1035
FAM104A	-0.386375
LRRC39	-1.2885
SAMD5	-0.6695
HYAL2	-0.50175
HIST2H2AC	-0.269125
IGFBP5	0.591913043478261
NRTN	2.60133333333333
KIAA0556	1.2273
FAM29A	-1.34433333333333
JMJD2A	0.464
EPHB1	4.69425
POLD4	-0.860375
ANAPC10	-0.391
LRRC36	-1.65375
MEGF6	-1.394625
LPHN3	-1.31166666666667
BMP10	-0.278333333333333
C21orf55	-0.1895
CREM	-0.7359375
PTGER4	0.509166666666667
METAP1	0.29375
KCNQ1	1.0175
NR2F2	0.45925
SSFA2	-0.669416666666667
CTTNBP2	-3.53325
BCL2A1	2.14625
ZBTB24	-0.03
SLCO6A1	-1.434
PRDM1	0.944
OR7D2	-1.24866666666667
CCDC47	-1.3333
LOC646982	-0.209
SLC26A6	-1.84966666666667
BIN1	0.7777
SRRM1	0.207428571428571
PCSK1N	0.890375
ALS2	0.2095
ECT2	0.461526315789474
CACNA2D2	-0.688125
DOCK6	-1.80825
C10orf119	0.67075
FATE1	0.44725
DUSP23	1.45675
TRIP6	0.218785714285714
NUP35	-0.75125
CDH3	3.53775
KLHDC8A	2.42825
C9orf116	-0.7855
EI24	0.0545
CENTD1	1.87033333333333
RWDD2B	-0.645
DOCK1	0.7455
NPAS2	-0.89
NR3C2	3.86333333333333
FAM63A	0.223333333333333
INPP5F	-0.773666666666667
FAM111A	-1.0329
MYBL1	0.388833333333333
IQGAP3	0.659
CRADD	-0.792833333333333
DUSP12	-0.19875
PDZK1IP1	4.053
VASH2	0.9595
CTR9	-0.35075
VIL1	-4.8525
OR8U1	0.2245
CCDC107	-0.241
PTTG1IP	0.20975
OR4X2	0.5415
COL9A1	4.223
PSMD9	-0.843
ZFP62	0.24025
TIP39	0.32325
PARP15	0.766
TTC19	0.199125
C1orf114	-2.1585
GFPT1	0.597
SLC27A6	2.53975
MRPS10	0.1214
CALML5	4.33983333333333
TRPM7	-0.779375
CGNL1	2.193125
CECR1	0.62175
SERPINB8	-0.300833333333333
TMEM102	0.085625
PDIA2	-3.662
NUCKS1	0.439833333333333
HOTAIR	1.21275
EBI3	0.589
NXN	1.364
ZMYND19	0.317875
FOXJ3	-0.29
EIF5B	0.2192
EIF2B4	-0.687166666666667
LEO1	-1.2895
ZIC5	0.649583333333333
IL20	-1.86483333333333
KIAA0415	-0.836
FLJ37357	0.3615
TSPAN12	1.3815
ACTR3B	1.102375
TFAM	-0.528666666666667
IL17RD	1.250875
PARP12	0.41025
KLHDC7A	0.346
KCTD4	0.0828333333333333
GTF2H1	-0.029
FLCN	-0.628333333333333
BIRC4	1.04725
LOC790955	-0.3575
VKORC1L1	0.48775
CYP4F22	-0.730833333333333
TAS2R5	0.1825
ZNF582	0.6035
HS3ST3B1	-0.036375
CTNS	-0.085
STK36	-2.66166666666667
MMD2	0.3615
RP5-1103G7.6	1.135
FLJ23356	0.6805
CRH	-0.7725
C1orf182	-0.658833333333333
ACP5	2.1675
AMFR	0.7653
CA4	-2.793
PLCB4	2.04425
MPHOSPH10	0.4845
UNQ473	-0.423833333333333
G3BP2	0.3475
SR140	-0.592833333333333
HOXA2	1.0425
PYGB	-1.019375
BAT1	0.226666666666667
