Hybridization REF	TCGA-AN-A0G0-01A-11R-A034-07
RNASET2	0.097
WDR79	-1.098
FLJ39779	0.43425
C3orf1	-0.01325
DDX23	-0.0495
MGC40574	0.96625
MORC4	1.9625
MYRIP	2.87936363636364
LY6E	-0.987125
SLC39A11	1.42875
ATP12A	-1.009
AUP1	0.1035
PIP	4.3435
CORO7	-0.8875
PITPNM3	0.4705
ENPP1	-0.403333333333333
PPP1R1C	1.45533333333333
NRBP2	-0.0635
KCNE2	0.584
P2RX4	0.63275
CCND2	-3.03378571428571
OR5T3	-0.52
CUL4A	-0.430166666666667
CFB	-0.78025
PCP4	-3.05083333333333
HEMGN	-5.51966666666667
UBIAD1	-0.141
CDC42BPB	-0.3936
CYB561D1	0.508
RIMS2	-1.21114285714286
ZNF488	-1.82325
RNMTL1	-0.07925
SART3	-0.575
CAPN10	-0.387642857142857
CCR5	4.00416666666667
APOA1BP	0.515333333333333
NDUFS5	0.0925
PDLIM3	1.8483
VPS24	0.6464
SCN8A	-1.22225
C1orf67	-0.263666666666667
MRCL3	1.59533333333333
TMEM145	-2.6055
KCTD16	-1.90466666666667
RNF149	0.46675
FDXR	-2.401
CDCP1	1.70216666666667
PAX3	-3.3216
LASS4	-0.138
HSD17B8	-0.24325
YAP1	0.820625
NNT	-1.22875
SC5DL	1.078125
DKFZp566H0824	-2.286
KSR2	-1.4855
RAD21	0.701266666666667
ST8SIA2	0.922
L3MBTL3	0.13525
SNRPB	-1.045
MGC14425	1.0355
MIF	1.23675
TAPT1	0.452125
IRF8	1.3685
PRO0132	3.8255
HERV-FRD	-2.021
ACD	-1.03916666666667
BCL3	1.118
SPATA13	0.3385
MRLC2	0.80725
F2RL3	0.6775
CFHR3	0.856
DUSP15	0.524
TMEM46	1.25033333333333
SF3B4	0.361166666666667
MAP7D3	-1.52175
STELLAR	-1.3035
SEMA5A	-0.6782
H2BFS	-1.8265
LRRC28	-0.0968333333333333
MORN2	1.3515
XYLB	-0.46375
WDR21C	0.2275
HIATL1	-0.44225
ADAMTS10	0.140333333333333
WDR55	-0.0955
MFSD5	0.530166666666667
OR4N2	0.4585
DUSP16	0.421277777777778
NLGN4Y	-2.1407
INHBC	0.432833333333333
NUMA1	0.09025
DEFB123	0.0225
GIPC1	-0.06525
MGC27348	-0.3775
FLJ33590	0.361
FZD1	2.191
MKL1	0.402666666666667
SAA2	2.07225
C1orf94	-1.4655
C7orf28B	1.157
TMEM185A	0.03045
ZZZ3	0.463
C16orf5	-2.152
GALNAC4S-6ST	-0.9785
C1orf186	-1.185
IGFBP4	-0.9925
NDUFA10	-0.442
CLIC2	-1.045
RNF13	-0.2335
GPR103	3.4095
CD69	-3.84425
MYOZ1	0.43675
IFNB1	-0.4265
CLNS1A	2.628
CXorf45	-1.3435
ZXDB	-0.0355
FUNDC2	-0.5815
GPA33	-0.427
C9orf70	1.389
SLC2A9	-0.190625
LOC126520	-0.5455
MAGEB1	-1.08525
LCE2A	-0.0585
C18orf34	1.4395
FMNL2	-0.204375
KRT85	0.8325
CRYGA	0.213
GEM	-1.712
THAP6	-0.3736
ALKBH3	0.166833333333333
TM6SF2	-0.182
C20orf82	1.589
RANBP2	-0.1545
LIG3	0.9991
RETSAT	-0.17325
OR8S1	1.0425
CAST	0.583
TGFBI	-0.075
C15orf37	0.3915
PGM3	1.1015
SLC4A11	1.884875
FAM123C	0.296
TAOK1	0.75875
CISH	-1.37575
OGDHL	-3.9765
SPINT2	2.09483333333333
ZNF33A	1.1555
CLDN18	0.4794
RNF128	2.616125
CCDC71	-0.54225
RASSF6	3.07866666666667
HSPG2	0.48
ATP6V0E1	0.9285
ABHD6	-0.43925
CD274	1.206
GCNT1	2.96725
NT5C1A	-0.422
TM4SF5	-4.1615
C21orf58	-0.832
SUCLA2	-0.58575
RFTN2	3.33975
SCNM1	0.759
SLC9A10	1.715
FUNDC1	-0.48875
SLC35F4	-3.00875
AMD1	0.60475
COL6A6	1.09925
OR4K2	-1.253
TRIB2	-0.177416666666667
LOC91461	-2.4405
GHSR	0.535
ATP8B1	2.433375
C1orf78	1.43066666666667
RNF183	3.80483333333333
STX4	-0.0581
TPPP2	0.43925
MYBPHL	-1.955
TXNDC6	0.0261
C9orf47	0.0325
FAM137B	0.0675
FANCB	-1.41675
C11orf9	-1.47375
DPY19L1	0.027
VDAC2	0.0765
VHL	-0.26625
LMBR1	0.26375
C8orf44	-0.938
ZPBP	0.0530000000000001
FGF23	-1.1105
C21orf67	0.184
PCNT	-0.861125
BCKDHB	0.5308
GALNTL5	0.1995
BET1	0.02325
ARL13A	0.9275
HDAC6	-1.06525
N4BP3	-0.703333333333333
OTOP1	-0.2072
TTC30A	2.0955
CRISP1	-0.322
KRT32	2.321
VSTM1	0.762
ZNF622	-0.441
POLR3B	0.0093
DNAJC10	1.18175
C12orf54	0.281
ADIPOQ	0.139
RIT2	-0.94125
CD44	0.97175
ABCA3	1.572625
RPS17	-1.22175
FEZF1	-0.4835
PCDHB15	-0.07
KCNMA1	0.866227272727273
CCDC116	-2.1985
C15orf27	-2.488
NARG2	-0.684875
ITGA5	-1.236
MEFV	0.5545
TUT1	-0.62525
LOC541473	-0.426666666666667
NMBR	0.6235
GLT1D1	-1.87016666666667
ABCB7	-1.12525
PFKP	-1.75345454545455
C9orf91	-0.287
LRRC41	0.0316666666666667
C1orf85	0.584
ATP5F1	0.148
STOX1	1.66975
GFOD2	1.0485
SLC25A3	0.40675
ZNF646	0.1949
ZAR1	-0.5435
OSTbeta	-3.27925
GALNT3	4.789
IFT122	-1.05316666666667
LDB3	-0.361111111111111
GARNL1	-0.380642857142857
HOMEZ	0.0443333333333333
LRRC6	0.9325
ANGPTL5	-2.424
UBAC1	-0.958
DLEU7	-0.6475
RPL19	0.2455
TOP1MT	-0.463
LOC643641	-0.095375
MBD3L2	0.4185
NTSR1	-0.063
WISP2	-0.07575
GPSM2	0.522875
RDH10	2.1575
PRKCG	0.0575
HIST1H4J	-0.0185
MON1B	0.3676
MLF1IP	0.579166666666667
ZNF446	0.263375
COL4A5	-0.8266
SLC26A1	0.0614285714285714
RGN	-0.299625
CCNB1	-0.99375
C9orf165	-0.02575
CCDC28B	-0.726
CCDC97	0.1785
FGR	1.90042857142857
MSRB3	0.356777777777778
EPN2	-0.919
COX15	-0.0483333333333333
KCNK6	-0.9197
XK	-0.18775
GDA	-4.657375
HEPH	-1.79
THRAP3	0.9575
MET	-1.3955
PHYHIP	-1.44525
LYAR	-0.985666666666667
ING3	0.4495
AK7	-2.48675
CCT8L2	0.18025
COPS7A	-0.8135
WSCD1	-1.10975
RNF185	0.95275
TNS3	0.29575
KNDC1	-0.200666666666667
RWDD4A	0.436333333333333
MED13L	-0.2649
ZFYVE1	0.2115
C7orf44	-0.369166666666667
MRPL1	0.6805
STGC3	-2.137
TEAD1	-0.886666666666667
RPL7A	-0.3175
ARL6IP1	0.334
C1orf178	-1.3725
CTAGE5	1.277
TMEM184A	1.45616666666667
SLC25A14	-0.43275
CACNG5	0.49025
ATXN10	0.9029
ECH1	0.4178
CCL22	-0.21
CYP2F1	-1.67216666666667
GADL1	0.1545
TMEM19	-0.4206
RUNX3	-0.73925
EFNB1	-0.3885
LIPN	0.5365
ACSM3	-4.5175
SIGLEC8	1.033
ASCC3L1	-0.24075
NOL8	-0.812375
RELT	-0.000833333333333353
Magmas	-0.525
PPP1R15B	1.1218
C11orf2	0.1315
VKORC1	-0.147
MGC26647	-3.286
TRPM6	0.06275
UGT2B7	2.16983333333333
FEV	0.446
FOXK2	0.3828
PDCD5	0.009
SLC8A1	1.6008
DGUOK	-0.08
CLDN16	1.47
GAGE1	-1.6875
RBM17	-0.5734
C1QTNF3	4.42325
VGLL3	0.240666666666667
UNQ5830	0.1355
CD1A	-2.4365
SCGB1C1	-0.38
SUPT4H1	-0.388625
TRAF5	-0.0665
ASAHL	1.4
FAM73A	1.37416666666667
OR6B1	0.2595
WHSC1	-0.85055
GFPT2	0.03275
LOC339809	0.447
STARD5	-0.45825
SIP1	-0.042
DNAJC15	-2.068
STAU2	0.63775
FAM98A	0.7865
RAD23B	-0.2325
LRRC33	-1.33225
CHRAC1	-0.6385
C21orf89	1.2705
C19orf43	0.162666666666667
KLK8	-3.851
CCNE1	-0.86375
PKDREJ	0.481
SSU72	0.377
C17orf73	0.4415
GPR78	1.2485
WHSC1L1	0.0654
GSTA2	-0.27275
SMUG1	0.545166666666667
UFM1	0.5128
AP3M2	-0.181
USP14	0.135125
FBXL14	0.0108333333333333
DSTN	0.91525
SFRS14	-1.39075
FBXO31	-0.674666666666667
C12orf40	0.178
FRS2	1.293
NR2E3	-1.178
TUBB2C	-0.86
GMPR	-0.211833333333333
C9orf139	-0.1375
ING5	-0.462357142857143
LOC730092	-0.370833333333333
ORM1	-4.61
RP11-11C5.2	-0.0765
HSPD1	-0.3647
PIWIL3	0.064
C5orf13	-0.33
OR5R1	-0.019
LCOR	0.888875
PLEKHA9	0.8645
CCDC43	-0.50375
ZNF232	0.15225
SLC6A7	0.213
ADH5	-0.46975
SHBG	-1.405
CROCCL2	-1.602
PANX3	-0.234
CDIPT	-0.877
SLC16A5	-1.6805
TUBB	-0.5854375
TOR3A	0.5967
PREP	-0.244833333333333
ENTPD8	1.02842857142857
CHMP1B	-0.30775
SYT12	-0.056
MYH6	-1.814
MAP3K13	1.05216666666667
KLHL30	0.121666666666667
LCMT1	-0.509
EIF1AX	-1.20508333333333
FOXD4L1	0.752
SLC24A5	-0.0395
RNF166	-0.6054
TJAP1	-0.57375
TMEM156	-1.018
ZNF239	1.08575
SNX19	1.3579
GKN1	0.73575
FCN1	2.5357
C1QL1	-2.008
ATP11C	0.652875
ZNF35	0.88075
CARD8	-0.23125
LIMD1	-0.242166666666667
KIAA0286	-0.727875
XRN2	-0.3795
CD6	0.2975
TOX3	0.395125
ZSCAN4	-1.78483333333333
RSRC1	-0.03
COG1	-0.307
PTRF	-0.5428
C16orf35	-0.3015
FBXO24	-0.14075
CHST11	-0.8785
THRB	0.3513
MYBPC1	4.5025
RNF39	0.506666666666667
PSMD11	-0.06975
ALAD	-0.0971666666666667
EN1	0.72075
SLC9A9	-0.33275
GSTM4	-1.704
CDC42BPA	-2.406
RCSD1	-1.03975
LUC7L2	-0.1914
SPTBN1	0.3062
LOC146167	0.2295
BAT5	-0.0163
ZNF452	-2.5285
LSM4	-0.359625
SRP72	0.7228
SGK269	-0.318333333333333
MTX1	0.9165
CENTA1	-0.90275
UNQ9433	0.367
ATR	-0.778833333333333
DDX49	-0.0233333333333333
PAQR8	-1.27433333333333
C14orf174	-0.2125
GBGT1	-0.01225
THAP1	1.09125
OR10K1	1.2655
RASIP1	-1.90333333333333
DPYD	-0.9138
DOHH	0.1425
C18orf45	2.434
POF1B	-0.1054
ZNF552	1.3115
USP32	-1.364875
MED27	-0.885
C14orf149	1.14183333333333
PRDX4	-0.164833333333333
ABHD12	1.3807
AGT	-4.3505
SLC22A14	-0.80925
C1orf58	2.56875
PILRA	-0.98025
ABCF2	-0.6555
C17orf85	-0.3921
TKTL1	-1.61925
FGF1	2.09015
IL6R	-0.472833333333333
VPS25	-0.16525
CHRNB2	-0.283
COL7A1	-2.941
LRRC48	0.192166666666667
SPG20	0.0399166666666667
COX10	0.0115
GCA	1.105
ECEL1	-0.723166666666667
GLG1	0.736666666666667
SRD5A2L2	0.044
MUTYH	-0.893125
ZNF70	0.904
L2HGDH	-0.30725
GPATCH2	1.34675
ZNF655	-0.567875
ZNF227	-0.0543333333333333
MCOLN2	1.55766666666667
NQO2	-2.104
KCNQ5	-0.043
NEU1	0.6625
QRICH1	-0.598
ZBTB20	0.237666666666667
RPUSD3	-0.3105
EPGN	0.6225
TSN	-0.0465
SPRY2	-0.095
LZTFL1	-0.696625
GMFB	1.333125
PBEF1	-0.1275
HBG2	-3.862
TMEM8	1.144
PALM2-AKAP2	-0.527
NFYA	1.02875
FAM108A1	0.4005
PBLD	1.15275
NRG4	1.912
PIGF	0.05575
PTGER1	-0.04825
NOS2A	1.107
C21orf34	1.06783333333333
C21orf51	-0.45525
IL17C	1.592
TRMT6	0.336
ETV2	0.757333333333333
CCDC109A	-0.16
MYLK2	-2.2395
ATP10A	0.7796
DPH4	0.68125
C5orf5	-0.0911666666666667
KCNA4	0.12
NMNAT2	-2.0755
GLYATL2	1.569
LSMD1	0.552375
IL23R	-2.283
NRF1	0.127
MUC15	4.01866666666667
PRDM12	-2.091
PAQR4	0.172214285714286
RBBP6	-1.039625
IFI27	2.5015
SKAP2	-1.26116666666667
TAGAP	1.196875
TJP3	1.1385
C9orf61	2.026
IDS	-0.6115
PARG	0.08125
LOC131149	0.202
DYRK4	-0.210833333333333
MICALL1	0.4635
GALR2	-0.3445
GPBP1L1	0.14525
TBX21	3.64175
KCNJ6	0.81
GGN	0.195
CASP5	1.6415
RNF182	-4.93025
BRD4	0.41225
DOK4	-0.45775
SLC46A2	0.586833333333333
SOX9	1.76708333333333
ZNRD1	-0.712166666666667
PRR6	-3.0985
FAU	-0.3345
DTNB	2.2645
CARD9	1.98075
STS-1	2.15716666666667
SLC4A5	0.148
NSBP1	-0.8165
UGCGL2	-1.2075
POTE15	-1.8175
NOXA1	0.297
RP13-347D8.3	0.6185
SAMD10	-0.6365
EP400NL	-0.302
TCF21	-0.696666666666667
AMELX	-1.04425
JPH2	0.0755
SLA	1.8085
DLST	-0.9085
SEPT12	0.69375
RGS20	-3.71325
LXN	0.9465
ZNF419	-0.13125
UPK3B	-0.433666666666667
RELL1	1.7385
ESPNL	-0.7415
KLHL21	-0.466
PI15	2.2965
C2orf61	-0.374
LOC407835	-0.083
RER1	2.74116666666667
ELAVL2	2.239
MGC26718	-3.1025
KLF2	0.84975
TNFAIP8L3	-0.416
TFE3	-0.29425
C11orf17	-0.71825
15E1.2	-0.81525
SNRPC	-0.84775
DLGAP1	3.23575
PGLYRP1	0.164375
OVCH2	0.036
IRF7	1.5871
SET	-0.6284
NAB2	-0.873166666666667
LRP5L	0.2155
FAM120A	0.1671875
ASCL2	-1.046
SHH	-0.28
ATP5H	-0.063
THPO	-0.87
TYRP1	-2.5985
HIST1H3E	0.344166666666667
EIF2S1	0.0465555555555556
TNFRSF17	-1.67716666666667
TARSL2	-0.134
NKX2-8	-0.354875
C1orf115	1.436
LOC56964	0.8885
KIAA0841	-1.48925
ISCU	-0.33
TTMA	0.832
ZNF414	0.0925
LOC441150	0.49625
RAB15	0.976
HBP1	0.51
TNNT2	-1.33583333333333
CECR5	0.19275
PHGDH	0.63925
JRK	0.2445
XPO4	-0.312625
FAM131C	0.65
ARHGAP25	0.7715
CA9	-0.613222222222222
GPR62	0.192
TLX1	-0.681833333333334
GPS1	-0.061
OR2M2	-0.187
BDP1	-0.714357142857143
FAM70B	-0.01575
RPS29	0.529666666666667
MKLN1	-0.417
TSPAN19	-2.1475
SLC29A3	0.0157
LGALS4	-0.340333333333333
USH2A	0.6096
NF1	0.4645
APOBEC3A	1.31666666666667
IMPAD1	1.76433333333333
OLR1	1.97866666666667
NRAP	0.6785
HCFC1R1	-0.317166666666667
TAOK2	-0.483333333333333
MCM10	-0.260166666666667
MAP4K3	0.261583333333333
CBS	-0.138125
CLK3	-0.8298
PCDHGA5	-0.439
ELF4	-0.6445
FAM71A	0.03325
C11orf49	0.2495
CLIP2	-1.08425
BTBD9	0.4716
ZNF524	1.209
KDELR1	0.671
ZNF509	0.7635
NCSTN	1.507
ZNF533	-0.881214285714286
PARP4	0.345375
GALNT9	-0.866666666666667
NPY	-2.92075
BEGAIN	-3.01133333333333
TMEM77	0.587333333333333
FOXRED1	-0.792
SLC16A2	0.0055
SLC35B1	0.3265
GK5	0.312833333333333
SDCCAG10	-0.47975
C4orf20	-0.16125
SLC9A2	-1.09825
ADD1	-0.141714285714286
TAL2	-1.05766666666667
ACLY	-0.475625
DNAJC1	0.6155
SOST	0.48175
USP43	0.837833333333333
CYP4F12	-2.72825
FKBP5	-1.409875
CHCHD5	0.5996
NUDT22	-0.17575
CCDC85B	-0.0055
OR51G2	0.67
STRN3	0.372428571428571
TMOD2	0.0275
FLI1	-0.8865
MAB21L2	-0.6165
DGKQ	0.51225
VPRBP	-0.335666666666667
SCNN1B	-1.1663
ECHDC3	1.1942
TMEM106C	0.00425
CSNK2A2	-0.285
RPL39	-0.5221
HERC3	-0.408333333333333
ZBTB47	0.208
ZNF681	-1.067
PAGE2	-3.146
CLIC5	2.34992857142857
RABAC1	0.3595
ZFHX2	0.6625
YPEL1	-0.449
KIAA0776	0.65675
NR1D2	-0.52125
DNAJC4	0.500875
NPNT	3.0622
ZNF677	-2.206
ZNF536	-2.31225
MEF2B	0.06475
PTPN4	0.54725
CTCFL	-4.813
STX5	0.264166666666667
CD72	2.39125
VEGFA	-0.274578947368421
XRCC1	-0.3907
MAS1L	0.690666666666667
ELL	-0.0151
SETBP1	1.73275
CDH11	2.35633333333333
NDC80	0.268692307692308
DMBX1	-3.107
NRSN1	0.1372
BAT2D1	0.531125
CDS2	0.248333333333333
C1orf212	-0.517833333333333
SENP3	-0.978125
IL1F9	-0.3415
EEF2K	0.0925
COG8	0.06675
CEP72	-0.88475
OR1L8	0.179
MUS81	-0.0488333333333333
PHYH	0.20825
GGT6	1.46683333333333
C22orf23	-0.0931666666666667
C13orf33	5.15114285714286
MAPK8IP2	-0.81925
NELL2	-1.8235
POU3F2	-2.89183333333333
ALPK1	1.699125
MRPS18C	0.072
RPLP2	0.676625
FGF22	-1.314
SPNS1	-0.553833333333333
ZFP1	-0.4555
IL1RAPL1	-1.13866666666667
PCSK9	-3.73533333333333
NKX2-1	-0.478
C6orf189	-0.035
SP4	1.573
SLC11A1	2.9596
C21orf25	-0.722166666666667
ICAM2	-0.559875
SH3GL1	-0.158166666666667
GSK3B	-0.0408333333333333
RALB	0.321125
PDXP	-0.939166666666667
GNGT1	-3.151125
KIR2DL1	0.8365
TNFAIP3	-0.282166666666667
C6orf32	-0.6122
CBLN2	-0.1055
PANK3	0.351625
TAAR9	-0.5445
WDR82	-0.176642857142857
APOM	-3.622
TRIP10	-0.33175
SPATA16	0.556666666666667
C1orf135	-0.92475
USP51	-1.75975
TESK1	0.53
C11orf64	-0.0915714285714286
ZNF611	-0.7815
PDE6G	-0.371833333333333
HLA-DQA1	3.510125
GCLC	-0.306375
SEC61A1	0.224
TWSG1	0.421583333333333
ZMYND10	-0.43525
CTDP1	0.088375
ADAMTS6	-0.835333333333333
SLIT1	-1.61825
KRT86	-0.694
KIAA0574	-2.03025
GTPBP2	-0.1746
PQLC3	-0.57275
PRRX2	-0.911666666666667
C15orf44	-0.000666666666666677
MKKS	0.58725
C11orf10	0.54925
GPR110	3.49375
CD109	-0.477583333333333
ADCY1	-0.68
RHBG	-3.26725
TP53I3	-0.017875
SLC22A3	-2.10366666666667
UCP2	0.97375
FOXG1	-2.39966666666667
OR2AG1	0.4675
TRIM24	-0.36325
PROC	-3.848875
TAAR6	0.537666666666667
AMTN	-1.739
C10orf47	0.432333333333333
DEPDC1	-0.39725
FLJ45557	0.92
ZDHHC17	-0.4849375
KIAA1429	0.437
KCNH1	0.2105
VNN3	1.114375
PSMAL	4.9135
PPARD	0.634625
HFM1	-1.326
YBX1	-0.740666666666667
ZNF695	0.53825
SCTR	-0.4965
DCDC1	0.807
VPS26B	1.0328
MTF2	-0.309333333333333
ATP6V1F	0.026
CCDC94	-0.34375
PERF15	-0.0335
CCL11	2.319
LMO7	-0.983125
DCST1	0.532
ADRBK1	0.548625
CDRT4	-0.613125
ZNF84	-0.2895
HOXD8	-0.297
STARD8	-0.596666666666667
FOXP2	-1.81542857142857
CCDC103	1.1695
POLR3A	-0.3377
GSC	-1.0655
ZNF114	-3.16883333333333
HTR7P	0.3395
LALBA	0.454
RMND5A	0.704166666666667
PSCD2	0.68475
ZNF409	-0.189
KRTAP1-3	-0.725833333333333
MAF1	-0.54325
LOC201725	-0.512833333333333
NRN1	-3.235125
SPAG5	1.35566666666667
DNAH7	1.32066666666667
FLJ43860	0.3005
BRCA2	0.10125
ACADM	-0.329375
CXXC6	-2.839375
RAGE	1.3595
CHMP2A	0.53625
FAM8A1	0.6703
GPR21	0.2495
SLC12A3	-2.96783333333333
FVT1	0.184142857142857
ZDHHC7	-0.075875
FLJ44048	1.64833333333333
SLC44A3	3.37766666666667
SDSL	0.167333333333333
MMP8	-0.989
PLA2G12B	-3.36266666666667
ACY1	-0.3165
MT1E	0.745
OR4K15	-0.3005
TECTB	0.4835
GPR20	-0.505875
IRAK2	-0.0545
RFPL3	0.631625
MYO9A	-0.41
NARG1L	-0.65925
BLMH	-0.421625
CCDC3	1.8505
C9orf21	-0.576333333333333
KIAA0513	0.6365
MIER2	0.483333333333333
PNMA2	-1.78691666666667
SH3BP2	0.92
ANXA10	-0.60325
RTN2	-0.928333333333333
TFB1M	-1.415
PRPH2	1.08125
C14orf133	0.1865
GOLGB1	-0.327833333333333
IRX4	-1.146875
NFKBIL1	0.195333333333333
C10orf62	-0.30925
APBB3	-1.68125
RPS10	0.2465
LOC728378	-0.97825
TLE3	-0.132111111111111
PSMB7	-0.422875
MESDC1	0.492
SLC6A1	0.551
OCLN	2.19258333333333
PTTG3	-0.680166666666667
NAGLU	0.0255
SERTAD4	2.900125
SPRY1	1.1155
FLJ10781	-1.32916666666667
MYSM1	0.08325
TRIM4	0.1675
SH3YL1	1.61575
TREM2	3.6785
SERPINI1	-1.54175
HDHD3	0.391625
TMEM38A	1.021875
EID2B	-1.75125
TDRD3	-0.651333333333333
SEDLP	0.505
THSD7A	4.06116666666667
NDST3	-3.963
KLHL15	-0.574166666666667
DHRS12	1.1415
FBXO9	-0.0807142857142858
TNPO1	-0.237583333333333
MRPL13	0.321
SNX5	-0.489666666666667
METTL6	-0.37875
SOD1	1.441625
CHML	0.03
PACS1	1.271625
SIRT5	-0.664
CAPN2	1.219
FXYD5	-0.756
TWISTNB	0.3645
LRFN1	0.231166666666667
UBE1L	0.65075
UBE1C	0.54975
OR51B2	-1.28833333333333
OR4D11	-1.158
C15orf2	-0.199
NR4A1	1.12116666666667
LOC339047	-2.42125
TRIM17	0.41825
ATP5G3	-0.261285714285714
RPL15	-1.2935
ADAMTS8	-1.82275
HOXC4	0.135
C14orf37	1.454
CEACAM5	-2.765
MYT1L	-0.3555
RASA2	-0.405125
OSBPL7	-0.6305
STAG1	-0.2335
GIMAP4	4.271
FUT3	4.01333333333333
PIF1	-1.670125
LPIN2	0.4553
SH3PX3	0.118
PDP2	-0.21325
PAPD1	-0.0335
ERP27	5.65925
APOOL	0.3617
DIABLO	-0.3485
TRHR	0.389375
ARMC9	0.221625
RNF152	4.45625
SLITRK3	-0.4208
ZNF211	-0.722
PFDN1	-0.274125
RGS11	0.709
HS6ST1	0.4939
AKR1D1	-2.84875
TNP2	0.611166666666667
STK31	5.57083333333333
EML4	0.0280833333333333
SGTA	-0.205166666666667
HIST1H2BI	-1.50183333333333
PSMD6	-2.02866666666667
KIAA1257	-0.898
C18orf55	0.318
FLJ20273	1.994375
RPL28	-0.689333333333333
EPYC	3.90025
NOX3	-0.892
ELAC1	1.43616666666667
METT11D1	-1.3745
BIN2	-0.484333333333333
NACA2	-0.21475
CCDC17	-0.9705
HM13	-0.1076
UBOX5	-0.69975
UBE2O	-0.281875
UBL5	0.01475
APOLD1	0.335625
C9orf31	0.31925
TNFSF8	0.0935
ARHGAP29	-1.04
PROKR2	0.2925
PDE5A	0.668
C6orf12	-0.3225
TOM1L1	0.4685
WHDC1	-0.162
FOXI1	0.301
RAB4A	2.5249
TMEM39B	-0.5635
ATPBD1C	-0.48175
FARSA	-0.573833333333333
PLEKHG5	-0.05825
CMAS	-0.109
OR7E24	1.7505
SLC30A1	-0.248
CDC42EP5	0.638166666666667
PLAC1	-2.6645
KLHL18	-0.181333333333333
LBA1	-0.4177
TAZ	-1.2245
CRIP2	1.746875
BTBD11	-2.136
C16orf72	-0.2105
DIO2	0.0853
LRRCC1	1.67616666666667
CCDC136	-2.8515
PRX	-0.344
RBM5	-0.7911
TMEM85	0.400875
TUBGCP4	-0.445833333333333
APLN	1.500625
CDK7	-0.544166666666667
SSR2	2.24266666666667
CRELD1	-0.38
C19orf46	1.82075
GAL3ST4	1.90616666666667
KBTBD10	0.07525
IL28A	0.28875
WDR27	-1.599
MCM2	-1.18783333333333
SOX14	-0.316
FLJ39743	-0.2075
KIAA0922	-0.472375
HIPK4	0.3815
FLJ25758	-1.977
C16orf57	0.116083333333333
PDZD2	-1.3825
MCC	0.66225
HHLA3	-0.058
ID2	1.10575
C20orf23	0.886
ZNF688	0.40275
APOC2	-1.79033333333333
LOC440093	-0.103
FAM50B	1.56233333333333
PWP1	-0.1395
DNAH10	-0.07975
HIST1H2BA	0.344
GPR56	1.98383333333333
METAP2	-0.749125
PAN3	0.112166666666667
STXBP4	-0.35475
PDHX	-0.219
MTA1	0.0414166666666667
ZBED4	0.866
ZNF720	-0.28725
CDK2	-1.565
RHOJ	1.458125
CDC37	-0.471333333333333
ZER1	-0.561375
GRK4	-1.7555
PRPH	-0.4765
POLR2A	0.47325
OGFOD1	-0.26725
NOL5A	-0.44125
PHEX	2.5295
FLJ16478	0.03225
C20orf117	-1.26575
CAMTA2	-0.66275
C11orf74	-0.126166666666667
DDX17	0.22675
C5orf27	2.408875
PLEKHA2	-1.1985
PDE4DIP	0.168
SCN7A	0.0735000000000001
ZNF559	-0.474
CXCL10	3.9735
ZMYM4	0.248666666666667
STK32B	-1.59013333333333
KIAA0888	-1.5547
TACR3	0.2845
CKAP2L	-0.89175
KIF1A	-0.984
RSPRY1	0.476
VCAN	1.5045
CYP27C1	-0.3975
SYDE1	-1.62183333333333
MED12L	-0.492333333333333
ZDHHC21	2.191125
NHS	-1.63
TM9SF3	1.79933333333333
DDHD1	0.058625
MAFG	-0.0934166666666667
BICD2	-0.2525
C14orf119	-0.159666666666667
C14orf43	0.109285714285714
CDH7	-0.4025
ALKBH5	-0.451142857142857
JUP	0.747125
TMEM41A	-0.0903333333333334
MAMDC4	-1.78916666666667
CBX3	0.888875
LRRC18	0.29675
RBMXL2	-0.10925
PLA2G4D	0.578333333333333
FGF13	2.175625
KIF3A	-0.317
PDIA6	0.235
DCXR	0.11925
CASKIN2	0.501
EHD1	0.801666666666667
MARCKSL1	1.15066666666667
ZNF496	0.806
SCAF1	0.192166666666667
KCTD8	2.3505
TRAF3IP3	-0.308071428571429
LSR	1.316
CXorf1	-0.0982000000000001
C14orf112	0.668666666666667
EIF2B1	-0.2655
OMP	0.509
GSTZ1	0.36075
LOC92017	0.039
ISLR2	0.0845
C12orf36	0.345
GATA2	-2.80016666666667
GABRA5	-2.6165
CELSR2	-1.26507142857143
STAM2	1.0249
TNAP	-0.9565
PTPMT1	-0.253166666666667
GRP	-0.3575
SV2A	-2.28516666666667
MAGEA12	-0.767
CACNG1	-1.3945
C18orf19	-0.8555
GSG1	-0.8565
PTPRJ	0.625642857142857
FRMPD1	null
ZNF668	0.5255
PLEKHJ1	-0.3925
ADAT1	-0.3884
TMEM50A	0.18
UCN3	0.3145
HOOK1	1.54775
IL17B	-0.86
MLKL	0.0306666666666667
TTC14	-0.773333333333333
KLHL5	0.0455
CRYL1	-0.4585
FOXH1	0.533
NFYB	-0.166375
PPM1G	-0.323
GOLGA2LY1	-1.01575
NMT1	-0.5435
HADHA	-0.4546
CHSY-2	1.033
PLEKHF1	0.600642857142857
SAGE1	-2.0615
MUSTN1	-0.6075
SUHW4	1.514
TFEB	0.298166666666667
ZFYVE27	0.133
ATG12	-0.544333333333333
BMI1	0.790357142857143
ZIM3	-0.1545
MYH4	-0.893
MASP1	-1.21325
KIAA0984	0.87325
RPAP2	0.21825
ASB5	0.01425
BOLA3	-0.134166666666667
MIA3	1.05666666666667
