Hybridization REF	TCGA-A8-A09K-01A-11R-A00Z-07
RAB15	1.7585
HBP1	0.861166666666667
TNNT2	-1.76933333333333
CECR5	-0.274
PHGDH	-2.78225
JRK	-0.4723
XPO4	-1.077875
FAM131C	0.0985
ARHGAP25	2.091
CA9	-3.424
GPR62	0.138833333333333
TLX1	-0.123
GPS1	0.37
OR2M2	-0.17
BDP1	0.0282857142857143
FAM70B	-0.1685
RPS29	-0.85025
MKLN1	-0.0888
TSPAN19	-1.84175
SLC29A3	-0.2086
LGALS4	0.2855
USH2A	-0.1916
NF1	-0.439833333333333
APOBEC3A	1.48566666666667
IMPAD1	-0.336833333333333
OLR1	0.600666666666667
NRAP	0.0015
HCFC1R1	1.12533333333333
TAOK2	0.485
MCM10	-2.64166666666667
MAP4K3	0.1615
CBS	-2.37225
CLK3	-0.317
PCDHGA5	-0.561
ELF4	0.694875
FAM71A	-0.7905
C11orf49	0.65625
CLIP2	-0.67
BTBD9	0.8753
ZNF524	1.13025
KDELR1	0.0686666666666667
ZNF509	0.702
NCSTN	0.409
ZNF533	-0.943214285714286
PARP4	-1.2275
GALNT9	-0.326333333333333
NPY	-2.39675
BEGAIN	-2.74333333333333
TMEM77	-0.2445
FOXRED1	-1.11683333333333
SLC16A2	-0.946333333333333
SLC35B1	-0.648
GK5	-0.0178333333333333
SDCCAG10	-1.60325
C4orf20	0.1105
SLC9A2	-2.083
ADD1	1.14292857142857
TAL2	-0.862833333333333
ACLY	-0.522375
DNAJC1	0.639
SOST	-1.7125
USP43	0.388833333333333
CYP4F12	-1.63275
FKBP5	-0.8055
CHCHD5	0.9731
NUDT22	-0.36275
CCDC85B	-0.75925
OR51G2	0.851
STRN3	-0.867642857142857
TMOD2	-0.36775
FLI1	-0.33825
MAB21L2	-0.258333333333333
DGKQ	0.63325
VPRBP	1.0065
SCNN1B	0.6471
ECHDC3	1.1958
TMEM106C	0.368
CSNK2A2	-1.015
RPL39	-0.6171
HERC3	-0.3882
ZBTB47	1.13916666666667
ZNF681	-0.6485
PAGE2	1.64525
CLIC5	2.5115
RABAC1	0.22725
ZFHX2	1.0245
YPEL1	1.18833333333333
KIAA0776	-0.00774999999999999
NR1D2	1.258
DNAJC4	-0.103875
NPNT	1.0177
ZNF677	-0.9205
ZNF536	-0.785666666666667
MEF2B	0.510416666666667
PTPN4	-0.18975
CTCFL	-4.159
STX5	0.0431666666666667
CD72	2.67125
VEGFA	-2.45342105263158
XRCC1	-0.2696
MAS1L	0.733666666666667
ELL	0.3675
SETBP1	1.62625
CDH11	1.14566666666667
NDC80	-1.62346153846154
DMBX1	-2.7985
NRSN1	0.0945
BAT2D1	0.2065
CDS2	0.498666666666667
C1orf212	0.1345
SENP3	-0.361625
IL1F9	-0.1855
EEF2K	-0.8415
COG8	-0.22475
CEP72	-1.70625
OR1L8	-0.27
MUS81	-0.685583333333333
PHYH	0.078
GGT6	1.64566666666667
C22orf23	0.2905
C13orf33	1.432
MAPK8IP2	2.54175
NELL2	1.8715
POU3F2	-3.2025
ALPK1	0.810285714285714
MRPS18C	-0.7145
RPLP2	0.003125
FGF22	-0.1655
SPNS1	-0.102666666666667
ZFP1	0.003
IL1RAPL1	0.89825
PCSK9	-3.51166666666667
NKX2-1	-0.371
C6orf189	1.2495
SP4	1.2375
SLC11A1	0.7792
C21orf25	-0.355333333333333
ICAM2	-0.405
SH3GL1	-0.356333333333333
GSK3B	0.617166666666667
RALB	-0.377375
PDXP	-0.752666666666667
GNGT1	-0.93775
KIR2DL1	0.793
TNFAIP3	-0.524083333333333
C6orf32	0.4333
CBLN2	-0.398
PANK3	-0.024125
TAAR9	0.4375
WDR82	0.709071428571429
APOM	-3.68475
TRIP10	-1.0405
SPATA16	0.3955
C1orf135	-2.02375
USP51	0.62
TESK1	1.3905
C11orf64	0.060875
ZNF611	0.145
PDE6G	0.941166666666667
HLA-DQA1	3.329875
GCLC	-0.528625
SEC61A1	0.347571428571429
TWSG1	-0.491666666666667
ZMYND10	3.14325
CTDP1	0.487875
ADAMTS6	-1.37866666666667
SLIT1	-1.57225
KRT86	-1.2575
KIAA0574	-1.6765
GTPBP2	-0.731
PQLC3	0.41775
PRRX2	-1.74883333333333
C15orf44	1.00483333333333
MKKS	0.144125
C11orf10	-1.127
GPR110	-0.575666666666667
CD109	-3.02241666666667
ADCY1	0.582833333333333
RHBG	-3.041
TP53I3	-1.583125
SLC22A3	-1.6017
UCP2	0.303
FOXG1	-2.10733333333333
OR2AG1	0.55
TRIM24	-1.2335
PROC	-3.694125
TAAR6	0.32825
AMTN	-1.432
C10orf47	-2.42133333333333
DEPDC1	-2.6
FLJ45557	8.01825
ZDHHC17	-0.154875
KIAA1429	1.20166666666667
KCNH1	1.10675
VNN3	0.27475
PSMAL	-2.104
PPARD	-0.680875
HFM1	-1.18525
YBX1	-2.17566666666667
ZNF695	-3.579
SCTR	-0.2952
DCDC1	0.453
VPS26B	0.6194
MTF2	-0.698833333333333
ATP6V1F	0.2685
CCDC94	0.131
PERF15	-0.3555
CCL11	2.73925
LMO7	-2.013375
DCST1	0.715
ADRBK1	0.07475
CDRT4	-0.70025
ZNF84	-0.906
HOXD8	-0.9715
STARD8	-1.04683333333333
FOXP2	-1.253
CCDC103	-0.0177500000000001
POLR3A	-0.3418
GSC	0.691666666666667
ZNF114	-3.06983333333333
HTR7P	1.166
LALBA	0.2355
RMND5A	-0.9265
PSCD2	0.78025
ZNF409	0.111
KRTAP1-3	0.336
MAF1	0.2025
LOC201725	-1.04866666666667
NRN1	-3.042625
SPAG5	-1.5255
DNAH7	2.146
FLJ43860	-0.3315
BRCA2	-0.9495
ACADM	0.02375
CXXC6	-3.011625
RAGE	-1.694625
CHMP2A	0.8
FAM8A1	-0.3339
GPR21	-0.011
SLC12A3	-2.79533333333333
FVT1	0.957857142857143
ZDHHC7	-0.163625
FLJ44048	1.22575
SLC44A3	2.31683333333333
SDSL	0.744166666666667
MMP8	-1.1815
PLA2G12B	-3.13983333333333
ACY1	0.0315
MT1E	-1.96166666666667
OR4K15	-0.035
TECTB	0.4145
GPR20	-0.121375
IRAK2	-0.767
RFPL3	-0.167375
MYO9A	-0.153
NARG1L	-0.113333333333333
BLMH	-2.5025
CCDC3	-0.124333333333333
C9orf21	-2.163
KIAA0513	0.306
MIER2	0.44775
PNMA2	-2.314
SH3BP2	0.8509
ANXA10	-0.02575
RTN2	0.0906666666666667
TFB1M	-1.8455
PRPH2	1.06725
C14orf133	-0.59525
GOLGB1	2.0175
IRX4	-1.514
NFKBIL1	-0.397833333333333
C10orf62	-0.1675
APBB3	-0.54625
RPS10	-0.9123
LOC728378	1.57425
TLE3	1.96127777777778
PSMB7	-0.936375
MESDC1	0.3065
SLC6A1	0.6925
OCLN	0.45625
PTTG3	-2.328
NAGLU	-0.2205
SERTAD4	2.89725
SPRY1	-0.27825
FLJ10781	-1.443
MYSM1	-0.177
TRIM4	1.01192857142857
SH3YL1	1.548625
TREM2	2.91666666666667
SERPINI1	2.60875
HDHD3	0.86925
TMEM38A	-0.295875
EID2B	-0.58925
TDRD3	-0.0698333333333333
SEDLP	-0.34625
THSD7A	0.552
NDST3	-0.8205
KLHL15	-0.208333333333333
DHRS12	1.666
FBXO9	0.914642857142857
TNPO1	-0.656916666666667
MRPL13	0.172166666666667
SNX5	-2.101
METTL6	-0.05525
SOD1	0.438625
CHML	-1.2505
PACS1	0.74025
SIRT5	-0.6715
CAPN2	-2.15333333333333
FXYD5	-1.64266666666667
TWISTNB	-1.162125
LRFN1	-0.125166666666667
UBE1L	1.610375
UBE1C	0.244
OR51B2	0.48475
OR4D11	-1.236
C15orf2	-0.007
NR4A1	-0.6895
LOC339047	-1.16825
TRIM17	-1.043
ATP5G3	-0.412071428571429
RPL15	0.225833333333333
ADAMTS8	-0.4695
HOXC4	0.284
C14orf37	0.0445
CEACAM5	-2.52025
MYT1L	1.51483333333333
RASA2	0.391875
OSBPL7	-0.719
STAG1	-0.3865
GIMAP4	4.54733333333333
FUT3	-1.813
PIF1	-2.233
LPIN2	-0.0723
SH3PX3	1.017
PDP2	-0.126
PAPD1	-0.26775
ERP27	0.20375
APOOL	0.2667
DIABLO	0.251
TRHR	0.347125
ARMC9	-0.381125
RNF152	3.29425
SLITRK3	-0.0168333333333333
ZNF211	-0.1061
PFDN1	-0.216875
RGS11	0.3325
HS6ST1	0.5806
AKR1D1	-1.87325
TNP2	0.425666666666667
STK31	1.25533333333333
EML4	-1.31191666666667
SGTA	0.3555
HIST1H2BI	2.4585
PSMD6	-1.37266666666667
KIAA1257	3.775
C18orf55	-0.257333333333333
FLJ20273	3.229375
RPL28	-0.8855
EPYC	0.497375
NOX3	0.725
ELAC1	0.1105
METT11D1	-1.378
BIN2	0.2115
NACA2	-0.48625
CCDC17	-0.69725
HM13	0.2113
UBOX5	0.217
UBE2O	0.815125
UBL5	0.1635
APOLD1	-0.06375
C9orf31	0.22125
TNFSF8	0.436
ARHGAP29	-0.520625
PROKR2	0.7075
PDE5A	-0.567166666666667
C6orf12	-1.352
TOM1L1	2.6285
WHDC1	0.5175
FOXI1	-0.118833333333333
RAB4A	0.5275
TMEM39B	-0.7005
ATPBD1C	-0.443
FARSA	-0.273833333333333
PLEKHG5	1.5235
CMAS	-0.271833333333333
OR7E24	0.843
SLC30A1	-0.80275
CDC42EP5	0.132666666666667
PLAC1	0.93575
KLHL18	0.0669166666666667
LBA1	0.2939
TAZ	-0.54125
CRIP2	2.604125
BTBD11	-1.967
C16orf72	1.1885
DIO2	0.116
LRRCC1	1.92616666666667
CCDC136	-2.449
PRX	0.486
RBM5	0.4217
TMEM85	0.4755
TUBGCP4	-0.584666666666667
APLN	1.66825
CDK7	-0.859
SSR2	0.129333333333333
CRELD1	0.3275
C19orf46	2.25975
GAL3ST4	-0.190833333333333
KBTBD10	1.84875
IL28A	0.50175
WDR27	-0.5855
MCM2	-1.0265
SOX14	0.914
FLJ39743	0.884
KIAA0922	0.005125
HIPK4	-0.0485
FLJ25758	0.0755
C16orf57	-1.35325
PDZD2	-1.165
MCC	-0.389
HHLA3	-0.157
ID2	2.27175
C20orf23	3.45116666666667
ZNF688	1.8445
APOC2	-2.13683333333333
LOC440093	1.901
FAM50B	0.709333333333333
PWP1	-0.8755
DNAH10	-0.37825
HIST1H2BA	0.6525
GPR56	0.645666666666667
METAP2	-0.29975
PAN3	0.734166666666667
STXBP4	1.525125
PDHX	0.9355
MTA1	0.0385833333333333
ZBED4	0.40125
ZNF720	0.2625
CDK2	-2.21275
RHOJ	-0.629625
CDC37	-0.3155
ZER1	1.06575
GRK4	1.33375
PRPH	-0.4105
POLR2A	0.606375
OGFOD1	-1.19375
NOL5A	-0.76175
PHEX	-0.7135
FLJ16478	0.0775
C20orf117	0.581125
CAMTA2	0.668
C11orf74	-0.218166666666667
DDX17	0.389333333333333
C5orf27	-0.272625
PLEKHA2	-1.0465
PDE4DIP	-0.7141
SCN7A	0.22275
ZNF559	-0.567166666666667
CXCL10	3.73275
ZMYM4	0.717833333333333
STK32B	-0.955466666666667
KIAA0888	-0.2844
TACR3	1.385
CKAP2L	-0.23425
KIF1A	-1.50583333333333
RSPRY1	-0.07975
VCAN	-1.45
CYP27C1	-0.695
SYDE1	-2.07183333333333
MED12L	-0.7275
ZDHHC21	1.270375
NHS	-1.9935
TM9SF3	0.306333333333333
DDHD1	-0.3645
MAFG	0.0594166666666666
BICD2	-0.6015
C14orf119	-0.519
C14orf43	0.588785714285714
CDH7	0.54175
ALKBH5	-0.386857142857143
JUP	1.315125
TMEM41A	0.474
MAMDC4	-0.658666666666667
CBX3	0.13625
LRRC18	-0.24475
RBMXL2	0.33725
PLA2G4D	0.550833333333333
FGF13	-0.11275
KIF3A	0.472
PDIA6	-1.3725
DCXR	0.81775
CASKIN2	1.19066666666667
EHD1	0.107
MARCKSL1	1.61466666666667
ZNF496	-0.103166666666667
SCAF1	0.431666666666667
KCTD8	-0.745
TRAF3IP3	1.21435714285714
LSR	1.17075
CXorf1	0.827
C14orf112	0.409166666666667
EIF2B1	0.259
OMP	-0.26
GSTZ1	-0.116
LOC92017	1.05325
ISLR2	0.7035
C12orf36	0.3625
GATA2	-0.9095
GABRA5	-2.728
CELSR2	0.809071428571428
STAM2	0.4767
TNAP	-0.2485
PTPMT1	-0.526833333333333
GRP	-0.27475
SV2A	-1.91583333333333
MAGEA12	-0.92
CACNG1	3.763
C18orf19	-0.793
GSG1	0.146
PTPRJ	-0.764642857142857
FRMPD1	-0.2925
ZNF668	0.16925
PLEKHJ1	0.367625
ADAT1	-0.4957
TMEM50A	0.6929
UCN3	0.401
HOOK1	3.146375
IL17B	-2.3025
MLKL	-1.61666666666667
TTC14	0.293833333333333
KLHL5	-0.2855
CRYL1	0.43
FOXH1	0.0535
NFYB	0.01825
PPM1G	-0.12925
GOLGA2LY1	-1.4895
NMT1	-0.85225
HADHA	-0.7301
CHSY-2	0.09175
PLEKHF1	0.172142857142857
SAGE1	-2.5815
MUSTN1	1.3215
SUHW4	1.0185
TFEB	1.083
ZFYVE27	0.954
ATG12	-0.567833333333333
BMI1	1.38078571428571
ZIM3	0.35325
MYH4	0.26725
MASP1	-1.10633333333333
KIAA0984	1.3745
RPAP2	-0.0565
ASB5	0.607666666666667
BOLA3	-1.46383333333333
MIA3	0.813166666666667
KRT35	2.571
KIR3DL3	-0.037
MRPL51	-0.90875
SEMA3F	1.89516666666667
NDUFB2	0.46
LOC253012	3.55075
FAM46C	-0.9241
G6PC	-1.9885
CSAG3A	-2.01166666666667
PREX1	2.6855
SLC25A45	0.1655
MAPKBP1	0.7129
CPE	-0.0428
GNB1	0.568375
CXCR6	3.038
TRIM46	-0.1945
C16orf3	0.107
HPSE	0.236375
TIGD3	0.746
SPG3A	-0.518
LCAT	-1.79616666666667
ST6GAL1	-1.71923529411765
POMC	0.742
FLJ36031	-0.79
NSMAF	-2.55483333333333
SKIL	1.0965
ADSS	-0.134666666666667
HMGCS1	-2.386
POLR3F	0.223666666666667
RAB10	-0.050125
ZNF277P	-0.74575
ZBTB7B	0.6575
DHRS1	0.397125
ABCC13	-0.331125
CNOT3	0.13125
NFKBIA	0.7595
GAK	1.7135
SFT2D2	0.514333333333333
HOXA6	0.3605
CRTC1	0.259
LY6D	-1.34
C20orf72	-0.638333333333333
CPT1A	-0.62075
LMO1	-1.938
EIF3I	-0.21525
PRB4	0.106
MCM3APAS	-1.189
C20orf132	0.0191
FOXF2	-3.6975
S100A12	0.34975
MLH1	-0.1945
ACTN1	-0.6324
MRPL36	-0.0545
C20orf106	0.00574999999999999
FBXO6	1.713
MKS1	0.5125
CX3CR1	-2.958375
PDE1B	0.104
PLP1	-3.48725
KISS1	0.64
C14orf2	-0.853833333333333
TBC1D3P2	-0.85075
COMMD6	-0.1039
ANKRD7	-1.68025
PTCHD1	-1.879
NARS2	-1.581
DOCK7	-0.248375
FAM127B	0.938875
LOC390243	0.262833333333333
N6AMT2	0.21225
ZNF391	-0.787
DNAJB14	0.894333333333333
WRB	0.74575
BPI	-0.192583333333333
TTC4	-0.6315
FAM10A5	0.60675
GOT1L1	0.585
MAGED1	0.536125
RESP18	-0.02625
WFDC6	0.33225
MT2A	-0.2415
C11orf56	0.3505
KIAA1432	0.5825
ROR1	-2.2555
HSD17B14	2.71666666666667
ZFAND2B	0.206
SAMD4B	0.484
HEXA	-0.51825
HNRNPU	0.1875
USP39	-0.12575
NRD1	-0.60375
R3HDML	-0.68525
FLT4	0.0981666666666667
OMG	0.238833333333333
OR52N4	-0.091
LOC399818	-0.446
ELA2	-1.9395
VENTXP1	1.19
RFC5	-1.3685
OR52L1	0.9415
PAX5	0.0575
FBXO2	1.967
GMEB1	0.025
AKT3	-0.781333333333333
CRB1	-0.728833333333334
CTTN	-0.557833333333333
UTP15	-1.06833333333333
HSBP1	1.28316666666667
PHF11	0.927
NDEL1	-0.134166666666667
USP8	0.771
BAIAP2	1.2588125
SI	-0.138
ARSJ	-3.29383333333333
BAAT	-2.4855
KCNS3	1.53933333333333
LOC126147	0.2555
TMEM37	-0.9235
C1orf162	2.90633333333333
MBD1	0.3017
ITGAL	1.73783333333333
WDR73	0.582
GKN2	0.307
ARFGAP1	-0.682625
SLC5A8	-1.18066666666667
ZBTB40	0.133
CYP4B1	2.58616666666667
LYPLAL1	-0.11525
CHST3	-2.594
MAP3K9	0.4475
BTAF1	-1.2875
TFAP2E	0.165
RBM35B	0.46625
LOC441251	-0.107833333333333
ANKRD25	-1.12916666666667
UQCRC2	0.14
MAEA	1.13391666666667
HYAL1	-2.5266
RNPEPL1	0.5715
CPSF2	-0.90175
PSD3	-3.2588
ABCA13	0.020875
AGR2	0.959625
GBX1	-0.899
HDLBP	0.156357142857143
ACY3	-0.9775
HECW1	-0.4135
ZNF519	-0.86375
HOPX	1.999
ZNF304	0.38925
OR12D3	0.386
FKSG43	0.12425
METTL1	-0.181375
MFSD3	1.2269
PSPH	-0.36
CLCA3	-0.57
DARS2	-1.11483333333333
CDC25A	-1.8835
BAIAP2L1	0.56
B3GNT5	-2.23375
USP29	-0.000749999999999987
ARHGEF10L	1.4648
ATOX1	0.63825
ADAM30	0.7035
DNASE1	0.508
STT3A	-1.3595
RAB6IP1	-0.1105
PTN	-0.2113
C1orf106	-1.40215384615385
HECA	1.235
RNF122	-0.1825
SLC22A18AS	0.733166666666667
GNG8	0.204
ELP4	-0.5195
FAM65A	0.296
RPL10A	-0.578833333333333
IRS4	-0.1485
MACF1	1.595
SEC24D	-0.13375
LOC374395	0.08475
TGFB2	-2.112125
MDFIC	-0.940875
CHRNE	0.648833333333333
PCMTD2	1.14366666666667
ATP6V0D1	0.767833333333333
MTA2	-0.42
LZTR1	-0.0125
RAP1A	0.0656666666666667
AXIN1	0.48475
POLR1C	-0.341
TRIO	-0.82875
PLXNA4A	-0.817333333333333
C5orf33	-0.2705
DEPDC1B	-2.9225
ZNF473	0.140833333333333
MTM1	0.908625
GPR107	0.700666666666667
CSNK1A1L	0.395666666666667
FLJ14154	0.95425
NLRC4	2.85075
ENPP4	1.82183333333333
PADI3	-0.4815
RNF170	-0.959
CG018	1.4245
C16orf7	0.67975
KCNE1	0.53475
NRM	-1.96283333333333
SLC37A3	0.151
TPD52L2	-0.542333333333333
UNC5B	-0.24925
C12orf12	0.1095
SDHB	-0.21325
CLRN1	0.509625
NUDT10	-1.30916666666667
UGT3A1	0.245142857142857
FBXW8	0.46025
RHOF	-0.905375
PTPLAD1	1.610625
MYO3B	-0.583333333333333
DERA	-1.42075
TPP2	-1.096
C19orf53	0.113
GINS3	-1.296875
ST6GALNAC5	4.115
CHSY1	-0.19775
MGC15705	0.3885
GPR83	0.445
EXT2	-0.617125
DOLK	0.486
TUBAL3	0.312
ACVRL1	1.3417
ABL2	-0.353
C14orf156	-1.495
PTPRZ1	-3.6555
DIP2C	0.493625
LAMP1	0.54025
RXRA	0.5679
MAP3K5	-0.21875
ALKBH1	-0.0345
PDLIM7	-1.073375
ARL14	-1.819
SNIP1	-0.0453333333333333
TIMP3	1.44916666666667
RGS3	-0.397666666666667
SPAG16	-0.2948
ABHD4	-0.47875
ARHGEF12	0.76625
GLUD2	0.049
RAC2	-0.3937
UAP1L1	-0.051
SLC18A3	-0.449
YOD1	-0.927
RALY	-0.09975
HMOX2	0.501125
DGKH	-0.533333333333333
DBNDD2	2.662
YIPF4	-0.312
THAP10	0.18675
ZNF513	1.01425
HAGHL	1.01883333333333
ITGB4	0.298333333333333
CCDC141	-1.089
YTHDF3	0.64575
C5orf28	0.25875
RPL7L1	-0.588375
TMEM30B	1.41271428571429
ANKRD35	-0.01
DUOXA2	-0.46675
TBC1D5	0.703625
DFNB59	1.033
HRH4	0.16675
MYO6	2.4873
DNAJA4	4.438375
RBM24	-1.414625
CEACAM20	-1.18825
RBM23	0.125357142857143
NGFB	1.3665
C1orf63	-0.0105
KRTAP7-1	-0.024
PERLD1	1.374
NPB	0.2295
C17orf59	0.6737
HSPBAP1	-0.12925
SLC15A4	-1.103625
PRTFDC1	-2.17775
OSMR	-2.4145
CYSLTR2	0.3585
C19orf25	0.4695
KIAA1797	-0.2175
NLRP6	1.5805
FAM105B	-0.2335
SCRN2	-0.906333333333333
LRRC58	0.4463
RNF17	0.500833333333333
NEIL3	-2.7995
FAM137A	-0.998
SKP2	-3.0235
PARVA	-0.447166666666667
PKLR	-1.472
RNF34	0.802375
A3GALT2	0.417
C12orf50	0.390166666666667
SUNC1	-1.955
FAM102B	0.1955
CCT2	-0.7285
LRRC37A2	-0.124
ARF4	0.943
SIKE	-1.19825
C8orf48	-1.34
MBTPS1	-0.0132857142857143
GPSN2	-0.0355
NCF2	2.7415
SLC12A6	-0.206666666666667
MRPL48	-1.15325
HMGN3	-0.459166666666667
LRRC62	0.31375
PAX9	-0.588625
FAM55A	0.7465
C20orf42	-3.399
SCML2	-1.45
BCL9	0.99975
FAM40A	-0.32725
C9orf41	-0.7725
ZNF774	0.2495
LETM1	1.76075
PLXNB1	1.74583333333333
NIPSNAP1	0.658375
USP10	-0.47125
F9	-0.05
LIPE	1.33875
CNGB3	-0.2725
C12orf52	0.38475
PI4K2A	0.045875
MED8	0.145125
STAT4	1.5797
FGD4	-0.479333333333333
RNF145	-3.38583333333333
WDR32	2.1122
CLDN2	0.165
TCEAL8	0.8975
ZMYND8	0.4413
PDXK	-0.2875625
GATAD2A	-0.46725
PTGES3	-0.519
CCM2	0.13775
TAP1	1.102875
ZNF670	0.08925
ETS2	-2.28021428571429
C6orf166	0.338166666666667
PRMT2	0.617214285714286
OR4B1	0.4335
INTS8	-0.5785
CCDC102A	-1.50575
CCDC83	-1.7155
ITGA1	-1.4899
EPHA5	-1.6997
FAM24B	-1.62916666666667
TSGA10	1.8685
HAL	-1.84733333333333
MYOT	0.3625
SPACA3	-0.193
BCL2L2	-0.264166666666667
CUGBP2	-0.8755
CCNB3	3.02125
RNF113B	0.48
MERTK	-0.885
BAG1	1.1165
VPS36	-0.87725
ORMDL3	1.3713
C1orf190	-1.01425
ZNF625	-0.208
CORO2B	-2.0015
ALOX15	-0.094
CST1	0.3695
NUPR1	3.09183333333333
CCL7	0.30775
SMCR5	-2.391
DSC2	0.9525
RBMS2	-0.5245
GRIK4	1.69
TRIM65	0.846
TMPRSS6	1.25914285714286
TP53INP2	-0.33025
GLB1L	0.0978333333333333
LOC388284	-0.5135
PUS1	-0.723571428571429
BCL9L	-0.092
OLFM1	0.388583333333333
RET	4.242625
MASTL	-2.21383333333333
ALX3	-0.30075
IL1RL1	0.522666666666667
ZNF765	-0.6265
C14orf138	-0.47325
SNX10	0.842
TAC4	0.0255
C1orf64	4.45175
POGK	0.612
MAPK9	-0.298
ZNF366	1.89075
C8orf79	-0.3574
CLDN7	2.284125
OR5AT1	0.571
TRIM37	0.83425
LRRC25	2.35025
GRHL2	3.026
TEKT3	0.481
LASS5	0.0323333333333333
ABCC4	-2.13583333333333
DLG3	1.820625
VGLL1	-0.104125
ZFP36L2	-0.9565
MFRP	0.3525
KIAA1799	1.50475
FLJ44379	-0.097
PCNX	-0.26225
ANXA9	2.977
CYP4V2	1.763
PIK3C2A	0.36125
SRR	0.5905
NOL3	-0.736
IFITM2	0.4775
ARNTL2	-2.13925
ZNF595	0.7345
NLRP13	0.276
ASPH	0.084875
CPA2	-0.0665
PVRIG	-0.357333333333333
LEPR	-1.57533333333333
C16orf42	0.879166666666667
SH3BGRL	0.64075
FAM77D	-1.05416666666667
FNDC7	0.104
C9orf6	0.177833333333333
NOTCH2NL	1.86066666666667
PGBD1	-0.694666666666667
SYNGR2	1.94883333333333
PITPNA	-0.8160625
PRPF4B	-0.8792
SLC43A3	-2.50214285714286
NRBP1	-0.27625
SLC25A22	0.60375
ILK	-0.07075
SLC22A8	0.489333333333333
MRPS7	1.182875
PITX2	-3.88125
FABP3	-0.87725
OR1L1	-0.732
LOC728215	-1.81275
BLID	-2.0485
KIAA1217	1.69158823529412
TFPT	0.2265
AP4B1	-0.7725
VBP1	-0.10875
OR1K1	0.635
MORC3	0.60175
BHMT2	-1.48
C3orf10	0.863875
FZD7	-0.231
WFDC10A	0.468
PMS2CL	-0.9235
CCDC32	0.996333333333333
FA2H	-0.4395
ALG13	0.6935
TTLL7	0.4938
SPOCK3	-0.07925
SLC13A2	0.9905
AIM1	-0.2775
GPRC6A	0.3485
EGR2	3.223
MED11	0.01975
WWC1	1.535
SH3GL3	-2.23
RIF1	-0.204
PRLH	-0.143
VLDLR	-2.0925
DBT	0.0418125
C21orf63	-0.0985
CGGBP1	0.349875
KRTAP12-2	-1.5015
TADA3L	0.217375
ZBTB16	0.95075
PDGFB	2.125875
RFX1	0.33925
UQCRB	-0.2
LOC133874	1.8055
HPS3	-2.383
LGALS3BP	1.7139
DKFZP564O0823	0.513928571428571
MRFAP1L1	1.050125
HOXA10	-2.03216666666667
NGB	-0.2525
KIF21A	0.788
IFLTD1	-0.429
LZTS1	-1.8005
ARHGEF3	2.0215
RHBDL3	-1.153
CSNK1G2	0.60875
ChGn	-2.210125
KIAA1244	2.47983333333333
GABRB2	0.4145
MGC72080	-0.0525
CD27	3.50175
EGLN1	-1.9121
PEX13	-0.206
RWDD3	-0.077
RNF12	-0.0245
GRIN2B	-0.5935
ADAMTS14	-0.969625
DYDC2	2.27366666666667
ATP6AP1	1.8415
NR1H2	-0.0206666666666667
PDK2	0.513
C3orf17	-0.144166666666667
SLC38A2	-0.828214285714286
SLC25A29	-0.321833333333333
C15orf29	1.189875
ADAM9	-0.813
TMUB2	0.646875
GPR176	-0.33975
AGK	-0.768625
MCCD1	1.26525
NDUFA4	-0.42375
TMEM146	-0.434
DUSP1	-0.62325
UNQ6975	-0.447
EMX2OS	1.40225
INSM2	-0.235666666666667
LUZP4	-0.304
SETD6	-0.188
P2RY2	1.92825
SLC45A2	-1.3695
RABGAP1	0.4005
UBXD5	0.81825
GPRC5A	1.7133
PAK3	-0.0478333333333333
LOC63920	-0.256
TGFBR1	-0.6911
KRTAP6-3	0.2715
SFMBT2	-0.20475
CDC42	0.029875
C11orf35	1.1785
TTLL2	-0.113666666666667
UACA	-0.601
CD97	-1.069
SETD5	-0.26375
NINJ2	-1.38175
PTER	-1.2475
POMGNT1	1.05675
KRTAP4-2	0.1275
ECGF1	1.905375
HRB	-0.371545454545455
ATP1B2	-0.115
LOC400506	0.5725
COL4A3BP	0.35475
C6orf97	1.25925
GRHPR	0.4045
TAS2R1	-0.58
SEMA7A	-1.4515
EDF1	0.32025
ODF2L	0.9324
PCID2	-0.971166666666667
GTF2H4	-1.071
ZCCHC3	-0.11575
CGB2	-0.0846666666666667
NEUROD1	-0.4875
C20orf75	-0.523
RP5-1054A22.3	1.07316666666667
IFNA5	-0.741
ZNF134	0.099
MGC119295	-0.2932
ZSWIM6	-0.25025
SMEK1	-0.226
PCGF2	0.308125
C1orf102	2.98
CYP2A13	0.904
KCNH6	-0.313888888888889
MDM1	0.0759
ALDH7A1	-1.253
C9orf75	0.87125
VDAC3	-1.855375
OR51T1	0.5615
EIF3F	-0.605083333333333
KCNJ10	0.033125
LENG8	0.165
EDEM2	-0.124166666666667
CCNJL	-2.54766666666667
DHX37	-0.7715
CRYGN	0.239
AATF	-0.852625
ZNF630	1.975875
E2F5	1.5135
WFDC13	-1.402
FTSJ3	0.5385
C4orf33	-0.733
LHFPL4	-2.378
C19orf56	0.425833333333333
SMAD4	0.8365
AFM	-0.359
G0S2	-1.533
FCHSD2	-0.3142
RRP1B	-0.886
EEF1B2	-1.21233333333333
STAT6	0.7445
ZNF195	-0.4875
GNL1	-1.2615
ZNRF2	1.3455
PER3	1.037
ASB16	0.5075
C10orf10	-0.843285714285714
ADCY8	-3.12766666666667
C9orf58	-3.09333333333333
ARMC10	-0.1075
PSG1	-0.2155
