Hybridization REF	TCGA-A8-A07U-01A-11R-A034-07
THRB	-0.0615
MYBPC1	0.1755
RNF39	0.437333333333333
PSMD11	-0.091
ALAD	0.322
EN1	0.83075
SLC9A9	1.196
GSTM4	-0.1386
CDC42BPA	-0.113631578947368
RCSD1	0.874
LUC7L2	-0.4779
SPTBN1	0.4152
LOC146167	-0.997
BAT5	0.8332
ZNF452	-1.240375
LSM4	-0.371625
SRP72	-0.202
SGK269	0.414333333333333
MTX1	0.849
CENTA1	1.076
UNQ9433	0.353
ATR	-0.0653333333333333
DDX49	-0.0306666666666667
PAQR8	-0.706833333333333
C14orf174	-0.5825
GBGT1	0.57275
THAP1	-0.0355
OR10K1	0.182
RASIP1	-0.0396666666666667
DPYD	0.3976
DOHH	-0.17525
C18orf45	0.53125
POF1B	-0.1534
ZNF552	0.11525
USP32	-1.516375
MED27	-0.788666666666667
C14orf149	0.663666666666667
PRDX4	0.330166666666667
ABHD12	0.3805
AGT	-4.8265
SLC22A14	-0.422
C1orf58	0.21325
PILRA	0.1475
ABCF2	-0.346125
C17orf85	-0.4512
TKTL1	-0.742
FGF1	0.65915
IL6R	1.9525
VPS25	-0.796
CHRNB2	0.06475
COL7A1	-2.182
LRRC48	-0.412
SPG20	0.594916666666667
COX10	0.405
GCA	1.35975
ECEL1	0.588
GLG1	0.906666666666667
SRD5A2L2	0.5025
MUTYH	-0.6445
ZNF70	-0.33275
L2HGDH	-1.099
GPATCH2	0.05225
ZNF655	-0.404375
ZNF227	-0.771333333333333
MCOLN2	1.9125
NQO2	-0.14325
KCNQ5	0.026
NEU1	0.315833333333333
QRICH1	-0.2435
ZBTB20	0.7445
RPUSD3	0.53225
EPGN	-0.379666666666667
TSN	-0.0605
SPRY2	-2.31066666666667
LZTFL1	-0.792375
GMFB	-0.755125
PBEF1	-0.0064
HBG2	-2.40525
TMEM8	0.24025
PALM2-AKAP2	1.06533333333333
NFYA	0.9605
FAM108A1	0.297125
PBLD	0.087875
NRG4	-2.22175
PIGF	-0.649
PTGER1	0.46975
NOS2A	-0.248166666666667
C21orf34	-0.388166666666667
C21orf51	-0.674333333333333
IL17C	-0.0695
TRMT6	0.357
ETV2	-0.554333333333333
CCDC109A	-0.516
MYLK2	-0.669
ATP10A	0.8713
DPH4	-0.583
C5orf5	-0.447166666666667
KCNA4	0.755833333333333
NMNAT2	-0.00983333333333334
GLYATL2	3.9175
LSMD1	-0.338875
IL23R	-0.6825
NRF1	-0.3325
MUC15	4.44866666666667
PRDM12	-1.5695
PAQR4	0.149785714285714
RBBP6	-1.176125
IFI27	5.01625
SKAP2	0.145333333333333
TAGAP	3.155
TJP3	1.0065
C9orf61	0.27
IDS	0.176785714285714
PARG	-1.072
LOC131149	0.3385
DYRK4	0.873833333333333
MICALL1	1.73575
GALR2	0.262
GPBP1L1	-0.10675
TBX21	4.999
KCNJ6	0.588
GGN	0.20825
CASP5	1.64233333333333
RNF182	-3.55225
BRD4	0.3615
DOK4	-0.962375
SLC46A2	0.9085
SOX9	1.73225
ZNRD1	-0.456333333333333
PRR6	-1.8315
FAU	0.108
DTNB	1.64883333333333
CARD9	2.105
STS-1	0.408333333333333
SLC4A5	0.1225
NSBP1	-1.31075
UGCGL2	-0.97375
POTE15	-2.3925
NOXA1	-1.14775
RP13-347D8.3	0.288
SAMD10	-0.356333333333333
EP400NL	0.038
TCF21	-0.333
AMELX	0.04575
JPH2	0.4476
SLA	2.65825
DLST	-1.02133333333333
SEPT12	0.20175
RGS20	-0.33425
LXN	1.31683333333333
ZNF419	0.07025
UPK3B	0.0616666666666667
RELL1	0.44225
ESPNL	-0.17
KLHL21	0.33525
PI15	0.107
C2orf61	0.23
LOC407835	0.163833333333333
RER1	-0.0383333333333333
ELAVL2	0.02
MGC26718	-1.9255
KLF2	1.7785
TNFAIP8L3	1.42625
TFE3	0.82825
C11orf17	-0.919375
15E1.2	-1.19475
SNRPC	-0.43925
DLGAP1	-0.28825
PGLYRP1	-0.121375
OVCH2	0.358
IRF7	2.1623
SET	-0.1284
NAB2	-0.602333333333333
LRP5L	-0.61725
FAM120A	0.2131875
ASCL2	0.998666666666667
SHH	-0.2855
ATP5H	-0.651666666666667
THPO	-0.0701666666666667
TYRP1	-3.4825
HIST1H3E	0.0975
EIF2S1	-0.334111111111111
TNFRSF17	2.19566666666667
TARSL2	0.178
NKX2-8	0.664625
C1orf115	0.662375
LOC56964	0.6635
KIAA0841	-0.39025
ISCU	0.179
TTMA	-0.06
ZNF414	0.231
LOC441150	0.766
RAB15	0.6425
HBP1	0.3405
TNNT2	0.331333333333333
CECR5	-0.11975
PHGDH	-2.05225
JRK	0.2875
XPO4	-0.196875
FAM131C	1.5315
ARHGAP25	2.03466666666667
CA9	-2.60244444444444
GPR62	0.163333333333333
TLX1	1.00866666666667
GPS1	-0.2285
OR2M2	0.8315
BDP1	-0.842357142857143
FAM70B	0.7155
RPS29	-0.2805
MKLN1	-0.1465
TSPAN19	-1.96475
SLC29A3	0.9104
LGALS4	0.0291666666666667
USH2A	0.168666666666667
NF1	-0.4295
APOBEC3A	4.16766666666667
IMPAD1	1.18966666666667
OLR1	2.6675
NRAP	-0.6975
HCFC1R1	-0.293333333333333
TAOK2	-0.3135
MCM10	0.391
MAP4K3	-0.405333333333333
CBS	-2.008125
CLK3	-0.1489
PCDHGA5	0.2765
ELF4	1.4775
FAM71A	-0.06375
C11orf49	-0.3855
CLIP2	-0.631
BTBD9	0.639
ZNF524	2.83
KDELR1	0.189833333333333
ZNF509	-0.136
NCSTN	2.035
ZNF533	0.742785714285714
PARP4	0.51625
GALNT9	-0.216333333333333
NPY	-1.765
BEGAIN	-1.95883333333333
TMEM77	0.522333333333333
FOXRED1	-1.52533333333333
SLC16A2	-0.706
SLC35B1	-0.06175
GK5	0.481
SDCCAG10	-1.41175
C4orf20	-0.67425
SLC9A2	-0.4415
ADD1	0.387714285714286
TAL2	-1.02033333333333
ACLY	-0.386375
DNAJC1	1.4845
SOST	-1.1155
USP43	1.74866666666667
CYP4F12	-1.19775
FKBP5	1.228
CHCHD5	-0.1563
NUDT22	0.17925
CCDC85B	-0.1645
OR51G2	1.225
STRN3	-0.514571428571429
TMOD2	0.79925
FLI1	0.6755
MAB21L2	-1.412
DGKQ	0.64375
VPRBP	0.264833333333333
SCNN1B	0.9263
ECHDC3	2.6569
TMEM106C	-2.62425
CSNK2A2	-0.328
RPL39	0.0422
HERC3	0.1877
ZBTB47	0.746833333333333
ZNF681	-1.16925
PAGE2	-1.0985
CLIC5	2.33957142857143
RABAC1	0.84575
ZFHX2	-0.319
YPEL1	0.332166666666667
KIAA0776	-0.1605
NR1D2	0.14125
DNAJC4	0.78475
NPNT	-0.2011
ZNF677	0.0645
ZNF536	-0.2955
MEF2B	0.073
PTPN4	0.08725
CTCFL	-3.0705
STX5	0.874833333333333
CD72	3.4115
VEGFA	-0.830210526315789
XRCC1	-0.5427
MAS1L	0.501333333333333
ELL	0.442
SETBP1	0.7995
CDH11	2.624
NDC80	-0.997538461538462
DMBX1	-2.54625
NRSN1	0.1765
BAT2D1	0.55925
CDS2	0.722833333333333
C1orf212	0.0536666666666667
SENP3	-0.06225
IL1F9	0.3545
EEF2K	-0.260375
COG8	0.4675
CEP72	-0.05625
OR1L8	0.4455
MUS81	-0.38475
PHYH	1.218375
GGT6	1.49183333333333
C22orf23	-0.741166666666667
C13orf33	1.670375
MAPK8IP2	-0.20475
NELL2	0.2525
POU3F2	-2.09016666666667
ALPK1	1.981375
MRPS18C	-0.6205
RPLP2	-0.40525
FGF22	0.131
SPNS1	-0.193833333333333
ZFP1	-0.6645
IL1RAPL1	-0.76675
PCSK9	-2.49666666666667
NKX2-1	0.0787857142857143
C6orf189	1.90375
SP4	-0.377
SLC11A1	1.6637
C21orf25	1.5905
ICAM2	1.24675
SH3GL1	-0.124833333333333
GSK3B	0.404
RALB	1.3795
PDXP	-1.181
GNGT1	0.103875
KIR2DL1	0.6345
TNFAIP3	1.18716666666667
C6orf32	1.5071
CBLN2	-1.1195
PANK3	0.427875
TAAR9	0.414
WDR82	0.492428571428571
APOM	-3.561125
TRIP10	0.171
SPATA16	0.5535
C1orf135	-0.34825
USP51	-0.06
TESK1	1.2975
C11orf64	0.179625
ZNF611	1.006
PDE6G	0.582666666666667
HLA-DQA1	4.04075
GCLC	0.12175
SEC61A1	0.483714285714286
TWSG1	-0.52675
ZMYND10	-1.61675
CTDP1	0.44725
ADAMTS6	-0.857
SLIT1	-0.74275
KRT86	-0.8465
KIAA0574	-0.87775
GTPBP2	-0.3099
PQLC3	1.048
PRRX2	0.604666666666667
C15orf44	0.352666666666667
MKKS	-0.726375
C11orf10	0.29625
GPR110	1.28875
CD109	-1.72516666666667
ADCY1	0.0693333333333333
RHBG	-2.7545
TP53I3	-0.417625
SLC22A3	-0.6303
UCP2	0.4255
FOXG1	-1.34616666666667
OR2AG1	0.2805
TRIM24	-1.188
PROC	-3.028
TAAR6	0.4775
AMTN	0.45
C10orf47	1.3905
DEPDC1	-0.83225
FLJ45557	0.29675
ZDHHC17	-0.8978125
KIAA1429	0.077
KCNH1	0.40075
VNN3	1.52475
PSMAL	0.4
PPARD	0.5765
HFM1	-0.48425
YBX1	-0.7875
ZNF695	-0.56175
SCTR	0.0995
DCDC1	0.3115
VPS26B	0.2811
MTF2	-0.8515
ATP6V1F	0.46375
CCDC94	0.00175
PERF15	0.5175
CCL11	2.96375
LMO7	-0.942125
DCST1	0.0525
ADRBK1	0.675875
CDRT4	-0.039
ZNF84	-0.9165
HOXD8	0.26025
STARD8	0.0761666666666667
FOXP2	-0.580875
CCDC103	0.3225
POLR3A	-0.4946
GSC	-0.4255
ZNF114	-1.304
HTR7P	-0.0845
LALBA	0.323
RMND5A	0.6755
PSCD2	0.181
ZNF409	-0.1785
KRTAP1-3	0.443666666666667
MAF1	0.85225
LOC201725	-1.30933333333333
NRN1	-1.682625
SPAG5	-1.71633333333333
DNAH7	-0.234
FLJ43860	0.2945
BRCA2	-0.47875
ACADM	-1.32425
CXXC6	-3.394375
RAGE	-1.389375
CHMP2A	-0.419
FAM8A1	0.6363
GPR21	0.275
SLC12A3	-2.192
FVT1	0.0323571428571429
ZDHHC7	0.138125
FLJ44048	0.16125
SLC44A3	2.591
SDSL	0.6735
MMP8	-0.679
PLA2G12B	-2.1055
ACY1	-0.84475
MT1E	-0.9655
OR4K15	0.4015
TECTB	-0.4955
GPR20	0.515875
IRAK2	0.12
RFPL3	-0.255
MYO9A	0.4605
NARG1L	-0.755833333333333
BLMH	-0.94225
CCDC3	2.92466666666667
C9orf21	0.0378333333333333
KIAA0513	1.2695
MIER2	0.17925
PNMA2	-1.33733333333333
SH3BP2	1.3344
ANXA10	0.8645
RTN2	-0.9575
TFB1M	-2.145
PRPH2	1.14325
C14orf133	0.182
GOLGB1	0.70475
IRX4	-1.16725
NFKBIL1	-0.343833333333333
C10orf62	-0.39525
APBB3	-0.682
RPS10	-0.0036
LOC728378	-1.07725
TLE3	0.907055555555556
PSMB7	-0.4115
MESDC1	0.39
SLC6A1	0.0703333333333333
OCLN	-0.578916666666667
PTTG3	-0.858
NAGLU	0.3175
SERTAD4	1.47475
SPRY1	0.332
FLJ10781	-0.2845
MYSM1	-1.023
TRIM4	-0.211642857142857
SH3YL1	0.991625
TREM2	4.036
SERPINI1	0.70575
HDHD3	0.71525
TMEM38A	1.439875
EID2B	-1.00175
TDRD3	-0.451
SEDLP	-0.26825
THSD7A	0.926
NDST3	-1.75325
KLHL15	0.0821666666666667
DHRS12	1.3955
FBXO9	-0.218857142857143
TNPO1	-0.95825
MRPL13	0.399
SNX5	-1.21666666666667
METTL6	-1.0975
SOD1	-0.005375
CHML	-0.9125
PACS1	1.169875
SIRT5	0.158
CAPN2	0.2765
FXYD5	1.36416666666667
TWISTNB	-0.807875
LRFN1	1.08533333333333
UBE1L	2.297125
UBE1C	0.16975
OR51B2	-0.0125
OR4D11	0.1525
C15orf2	0.1405
NR4A1	-0.624166666666667
LOC339047	-2.18175
TRIM17	1.567375
ATP5G3	0.0654285714285714
RPL15	-1.02033333333333
ADAMTS8	-0.32025
HOXC4	-0.00349999999999998
C14orf37	0.582
CEACAM5	-2.104625
MYT1L	-0.0221666666666667
RASA2	0.1795
OSBPL7	-1.0175
STAG1	0.0855
GIMAP4	4.94516666666667
FUT3	3.03083333333333
PIF1	-1.653375
LPIN2	-0.0014
SH3PX3	0.45975
PDP2	-0.464
PAPD1	1.435
ERP27	3.673
APOOL	-0.0853
DIABLO	0.2525
TRHR	0.200625
ARMC9	-1.32525
RNF152	0.271
SLITRK3	0.336666666666667
ZNF211	-0.2782
PFDN1	-0.073125
RGS11	-0.401625
HS6ST1	0.7038
AKR1D1	-0.71825
TNP2	0.413833333333333
STK31	0.476833333333333
EML4	-0.106416666666667
SGTA	-0.5765
HIST1H2BI	0.3755
PSMD6	-1.68466666666667
KIAA1257	0.9325
C18orf55	-0.874666666666667
FLJ20273	1.869625
RPL28	1.301
EPYC	0.77425
NOX3	-0.1905
ELAC1	0.5885
METT11D1	-0.7645
BIN2	1.37116666666667
NACA2	-0.62925
CCDC17	-1.04725
HM13	-0.0527
UBOX5	-0.0545
UBE2O	-0.20825
UBL5	-0.535
APOLD1	1.460125
C9orf31	0.158
TNFSF8	0.304
ARHGAP29	0.8385
PROKR2	0.0395
PDE5A	-0.2765
C6orf12	-0.2255
TOM1L1	-1.1905
WHDC1	0.09775
FOXI1	0.445166666666667
RAB4A	0.5938
TMEM39B	-0.04225
ATPBD1C	-1.176
FARSA	-0.399
PLEKHG5	0.601
CMAS	0.704333333333333
OR7E24	0.285
SLC30A1	-0.4945
CDC42EP5	2.09783333333333
PLAC1	-1.0585
KLHL18	-0.2265
LBA1	1.3546
TAZ	-0.43475
CRIP2	1.118625
BTBD11	-1.09633333333333
C16orf72	0.00625
DIO2	1.9123
LRRCC1	-0.796333333333333
CCDC136	-1.8055
PRX	0.382
RBM5	-0.6411
TMEM85	-0.522125
TUBGCP4	-0.0823333333333333
APLN	0.385125
CDK7	-0.7815
SSR2	1.15883333333333
CRELD1	-0.984
C19orf46	3.60875
GAL3ST4	0.567333333333333
KBTBD10	-0.47325
IL28A	3.16125
WDR27	-1.2195
MCM2	-0.508333333333333
SOX14	0.5915
FLJ39743	0.0605
KIAA0922	0.216375
HIPK4	0.3495
FLJ25758	0.3345
C16orf57	-0.201
PDZD2	2.421125
MCC	1.226375
HHLA3	-0.4524
ID2	-0.4135
C20orf23	0.91825
ZNF688	0.47975
APOC2	-1.682
LOC440093	-0.031
FAM50B	2.40533333333333
PWP1	-0.4505
DNAH10	0.7245
HIST1H2BA	0.39575
GPR56	0.990166666666667
METAP2	-0.39
PAN3	0.428166666666667
STXBP4	-1.035625
PDHX	-0.0165
MTA1	0.00808333333333333
ZBED4	0.639875
ZNF720	-0.562
CDK2	-1.6855
RHOJ	0.180625
CDC37	-0.4595
ZER1	0.318375
GRK4	-0.89925
PRPH	-0.3845
POLR2A	-0.0625
OGFOD1	-0.87825
NOL5A	-1.00725
PHEX	1.805
FLJ16478	0.088
C20orf117	-0.20775
CAMTA2	0.0965
C11orf74	-0.236833333333333
DDX17	-0.331916666666667
C5orf27	0.380625
PLEKHA2	-0.0748
PDE4DIP	0.0113
SCN7A	0.032
ZNF559	-1.09833333333333
CXCL10	4.71225
ZMYM4	-0.6045
STK32B	-0.719733333333333
KIAA0888	-3.4658
TACR3	0.1375
CKAP2L	-0.2275
KIF1A	-0.970666666666667
RSPRY1	0.09075
VCAN	0.38675
CYP27C1	0.0475
SYDE1	-1.17266666666667
MED12L	-0.67825
ZDHHC21	1.168375
NHS	1.333
TM9SF3	1.204
DDHD1	-0.166
MAFG	-0.482666666666667
BICD2	0.3683
C14orf119	-0.397833333333333
C14orf43	0.286071428571429
CDH7	-1.2925
ALKBH5	-0.218714285714286
JUP	1.0715
TMEM41A	0.971833333333333
MAMDC4	-1.22933333333333
CBX3	-0.102375
LRRC18	0.07575
RBMXL2	-0.07625
PLA2G4D	0.493
FGF13	-1.249
KIF3A	-0.0436666666666667
PDIA6	0.6765
DCXR	-0.82
CASKIN2	0.0508333333333333
EHD1	0.952666666666667
MARCKSL1	1.32166666666667
ZNF496	-0.1385
SCAF1	0.0606666666666667
KCTD8	-0.0225
TRAF3IP3	1.66278571428571
LSR	2.61525
CXorf1	0.0558333333333333
C14orf112	0.180166666666667
EIF2B1	-0.019
OMP	0.0575
GSTZ1	-0.53125
LOC92017	1.05475
ISLR2	0.5475
C12orf36	0.3365
GATA2	-1.69533333333333
GABRA5	-1.4535
CELSR2	-1.41028571428571
STAM2	0.5135
TNAP	0.2695
PTPMT1	0.0663333333333333
GRP	3.66775
SV2A	-1.38433333333333
MAGEA12	-3.46475
CACNG1	0.324
C18orf19	-1.02625
GSG1	-0.180666666666667
PTPRJ	0.4865
FRMPD1	0.339
ZNF668	0.08975
PLEKHJ1	-0.352375
ADAT1	-0.4003
TMEM50A	0.5873
UCN3	0.237
HOOK1	0.094875
IL17B	-1.5845
MLKL	1.48966666666667
TTC14	-1.23966666666667
KLHL5	0.302375
CRYL1	-0.281
FOXH1	0.179
NFYB	-0.424125
PPM1G	0.12525
GOLGA2LY1	-0.95425
NMT1	-0.2285
HADHA	-0.2551
CHSY-2	0.7185
PLEKHF1	3.23921428571429
SAGE1	-1.882
MUSTN1	0.52525
SUHW4	0.1115
TFEB	1.81383333333333
ZFYVE27	-0.35225
ATG12	-0.690333333333333
BMI1	1.43935714285714
ZIM3	0.35325
MYH4	0.0475
MASP1	-0.740166666666667
KIAA0984	-0.16475
RPAP2	-0.446
ASB5	-0.402
BOLA3	-0.413
MIA3	0.390833333333333
KRT35	0.189
KIR3DL3	-0.9895
MRPL51	0.4795
SEMA3F	1.69683333333333
NDUFB2	0.478333333333333
LOC253012	-0.42025
FAM46C	1.089
G6PC	-1.862
CSAG3A	-0.377333333333333
PREX1	0.572
SLC25A45	0.33375
MAPKBP1	0.3133
CPE	-0.0809
GNB1	-0.0115
CXCR6	3.559
TRIM46	-0.0615
C16orf3	0.574833333333333
HPSE	1.33475
TIGD3	-1.2975
SPG3A	0.9355
LCAT	-1.32483333333333
ST6GAL1	0.630666666666667
POMC	1.2845
FLJ36031	1.48233333333333
NSMAF	0.276166666666667
SKIL	1.216
ADSS	0.4435
HMGCS1	-1.193
POLR3F	-0.505333333333333
RAB10	0.46475
ZNF277P	-1.288875
ZBTB7B	1.255875
DHRS1	0.017125
ABCC13	0.170375
CNOT3	1.449
NFKBIA	1.6265
GAK	0.161333333333333
SFT2D2	2.03383333333333
HOXA6	-0.05
CRTC1	0.611
LY6D	4.81666666666667
C20orf72	-1.01
CPT1A	-0.47425
LMO1	0.324
EIF3I	-0.458
PRB4	0.46025
MCM3APAS	-0.7465
C20orf132	-0.5804
FOXF2	-2.686
S100A12	2.973
MLH1	-0.885666666666667
ACTN1	0.4414
MRPL36	-0.0216666666666667
C20orf106	0.0325
FBXO6	2.57383333333333
MKS1	-1.751
CX3CR1	-1.937125
PDE1B	1.095
PLP1	-3.1725
KISS1	0.134666666666667
C14orf2	-0.290333333333333
TBC1D3P2	-0.431
COMMD6	0.4539
ANKRD7	-0.88525
PTCHD1	0.96925
NARS2	-0.867
DOCK7	-0.558625
FAM127B	0.613
LOC390243	0.00833333333333336
N6AMT2	0.39925
ZNF391	-0.852
DNAJB14	0.190166666666667
WRB	-0.351625
BPI	1.25325
TTC4	-0.913833333333333
FAM10A5	-0.51625
GOT1L1	0.3859
MAGED1	1.639625
RESP18	0.02525
WFDC6	0.45325
MT2A	-1.271
C11orf56	-0.35225
KIAA1432	1.109
ROR1	-0.261625
HSD17B14	1.106
ZFAND2B	0.196125
SAMD4B	1.55175
HEXA	0.786375
HNRNPU	0.025
USP39	0.002375
NRD1	-0.45
R3HDML	0.14675
FLT4	0.628666666666667
OMG	0.385833333333333
OR52N4	0.4495
LOC399818	-0.343
ELA2	-1.28825
VENTXP1	-0.8115
RFC5	-1.807
OR52L1	0.19
PAX5	0.2925
FBXO2	-0.63375
GMEB1	0.3375
AKT3	0.546166666666667
CRB1	-0.754
CTTN	0.331
UTP15	-0.940666666666667
HSBP1	-0.302666666666667
PHF11	1.97575
NDEL1	0.423666666666667
USP8	0.086
BAIAP2	-0.477875
SI	0.000166666666666667
ARSJ	-2.085
BAAT	-2.0325
KCNS3	-0.945
LOC126147	-0.500166666666667
TMEM37	1.35125
C1orf162	4.0755
MBD1	-0.2283
ITGAL	2.32016666666667
WDR73	-0.484166666666667
GKN2	0.296666666666667
ARFGAP1	-0.53775
SLC5A8	-0.326
ZBTB40	-0.3366
CYP4B1	1.10566666666667
LYPLAL1	0.697
CHST3	-0.3415
MAP3K9	0.456
BTAF1	-1.102
TFAP2E	-0.00700000000000001
RBM35B	1.375
LOC441251	-0.358
ANKRD25	-0.785055555555556
UQCRC2	-0.867
MAEA	0.334166666666667
HYAL1	-2.5572
RNPEPL1	0.594833333333333
CPSF2	-0.6605
PSD3	-2.4876
ABCA13	-0.22825
AGR2	-2.236375
GBX1	-0.4615
HDLBP	-0.107857142857143
ACY3	0.396
HECW1	-0.33225
ZNF519	-1.06125
HOPX	2.68
ZNF304	0.08475
OR12D3	-0.262
FKSG43	-0.0515
METTL1	-0.007
MFSD3	1.0496
PSPH	-1.258
CLCA3	0.031
DARS2	-1.2735
CDC25A	-0.7445
BAIAP2L1	0.19125
B3GNT5	2.323125
USP29	0.1755
ARHGEF10L	1.4549
ATOX1	0.881125
ADAM30	0.20175
DNASE1	-0.61425
STT3A	0.0871666666666667
RAB6IP1	-0.53975
PTN	0.7701
C1orf106	0.211846153846154
HECA	1.554
RNF122	0.90575
SLC22A18AS	0.039
GNG8	0.781
ELP4	-0.34075
FAM65A	0.6205
RPL10A	-0.744833333333333
IRS4	0.2165
MACF1	0.2772
SEC24D	0.022
LOC374395	0.63325
TGFB2	0.776875
MDFIC	0.997375
CHRNE	0.573333333333333
PCMTD2	-0.589833333333333
ATP6V0D1	0.616
MTA2	0.40575
LZTR1	-0.436833333333333
RAP1A	0.757166666666667
AXIN1	0.2825
POLR1C	-0.0065
TRIO	0.0145
PLXNA4A	0.0165833333333333
C5orf33	0.23225
DEPDC1B	-2.152
ZNF473	-0.436666666666667
MTM1	0.859125
GPR107	0.263833333333333
CSNK1A1L	0.272666666666667
FLJ14154	-0.012
NLRC4	3.68875
ENPP4	1.4755
PADI3	-0.089
RNF170	-0.023
CG018	0.728333333333333
C16orf7	0.46925
KCNE1	0.34925
NRM	-1.29866666666667
SLC37A3	-0.197714285714286
TPD52L2	-0.381333333333333
UNC5B	0.80325
C12orf12	-0.0685
SDHB	-0.3625
CLRN1	0.29725
NUDT10	-2.45733333333333
UGT3A1	0.12325
FBXW8	0.32625
RHOF	0.766875
PTPLAD1	-0.237625
MYO3B	0.52275
DERA	0.80725
TPP2	-0.91375
C19orf53	-0.343833333333333
GINS3	-1.305375
ST6GALNAC5	2.093
CHSY1	-0.2725
MGC15705	0.3695
GPR83	0.0741666666666666
EXT2	1.048125
DOLK	0.23425
TUBAL3	-0.75375
ACVRL1	2.0324
ABL2	-0.40675
C14orf156	-1.48566666666667
PTPRZ1	-3.70925
DIP2C	1.34
LAMP1	0.96175
RXRA	0.4294
MAP3K5	1.1935
ALKBH1	-0.446666666666667
PDLIM7	-0.473625
ARL14	2.234
SNIP1	-0.344833333333333
TIMP3	0.8125
RGS3	-0.0963333333333333
SPAG16	-0.3982
ABHD4	-0.332
ARHGEF12	0.0825
GLUD2	-0.4615
RAC2	1.0931
UAP1L1	-1.0585
SLC18A3	-0.4015
YOD1	-0.69475
RALY	0.26625
HMOX2	0.40525
DGKH	0.13725
DBNDD2	0.398166666666667
YIPF4	0.770625
THAP10	-0.61
ZNF513	0.23075
HAGHL	0.126
ITGB4	-0.0278333333333333
CCDC141	0.057
YTHDF3	0.78475
C5orf28	0.796
RPL7L1	-1.19
TMEM30B	0.699928571428571
ANKRD35	1.9805
DUOXA2	-0.182
TBC1D5	-0.197375
DFNB59	-0.2555
HRH4	0.42525
MYO6	0.8349
DNAJA4	1.49375
RBM24	-1.10575
CEACAM20	0.3365
RBM23	-0.133857142857143
NGFB	0.685
C1orf63	-1.6172
KRTAP7-1	-0.195
PERLD1	1.6815
NPB	0.2825
C17orf59	0.6862
HSPBAP1	0.31025
SLC15A4	0.46325
PRTFDC1	2.172
OSMR	1.56707142857143
CYSLTR2	-0.0185
C19orf25	0.1608
KIAA1797	-0.036
NLRP6	0.0615
FAM105B	0.6064
SCRN2	0.174
LRRC58	0.173
RNF17	0.1365
NEIL3	-2.1685
FAM137A	-1.30675
SKP2	-1.3275
PARVA	1.11575
PKLR	-1.5525
RNF34	0.27
A3GALT2	0.2375
C12orf50	0.117166666666667
SUNC1	-0.7445
FAM102B	-0.969333333333333
CCT2	-1.085
LRRC37A2	-0.9655
ARF4	0.7775
SIKE	-0.1295
C8orf48	-0.404
MBTPS1	0.146928571428571
GPSN2	-0.4745
NCF2	4.1885
SLC12A6	0.0338333333333333
MRPL48	-0.1765
HMGN3	0.7165
LRRC62	-0.631
PAX9	-1.77175
FAM55A	-0.161
C20orf42	-0.0795
SCML2	-1.25
BCL9	0.6435
FAM40A	-0.1685
C9orf41	-0.260166666666667
ZNF774	-0.0955
LETM1	-0.23925
PLXNB1	-0.0121666666666667
NIPSNAP1	0.195
USP10	-0.46025
F9	-0.0405
LIPE	3.51425
CNGB3	0.375
C12orf52	0.3405
PI4K2A	0.46025
MED8	0.235125
STAT4	1.9211
FGD4	1.261
RNF145	-1.54916666666667
WDR32	1.1724
CLDN2	0.210833333333333
TCEAL8	0.37175
ZMYND8	-1.1609
PDXK	0.9774375
GATAD2A	-0.1235
PTGES3	-0.5965
CCM2	0.94175
TAP1	4.19975
ZNF670	0.298
ETS2	-0.0532142857142857
C6orf166	0.236333333333333
PRMT2	0.763071428571429
OR4B1	0.5365
INTS8	-0.328
CCDC102A	0.6375
CCDC83	-1.6185
ITGA1	0.3258
EPHA5	-1.2822
FAM24B	-1.93416666666667
TSGA10	1.158
HAL	-1.39166666666667
MYOT	0.11625
SPACA3	0.0965
BCL2L2	-0.381
CUGBP2	0.883166666666667
CCNB3	1.06225
RNF113B	-0.05275
MERTK	0.76075
BAG1	0.63725
VPS36	0.3405
ORMDL3	0.702
C1orf190	-1.09225
ZNF625	-1.08875
CORO2B	-1.278
ALOX15	-0.513
CST1	1.886
NUPR1	2.74033333333333
CCL7	5.425
SMCR5	-2.4835
DSC2	2.475
RBMS2	0.29925
GRIK4	0.162
TRIM65	-0.042
TMPRSS6	-0.455928571428571
TP53INP2	-1.2915
GLB1L	-0.14
LOC388284	0.320666666666667
PUS1	0.329571428571429
BCL9L	0.6165
OLFM1	-1.27808333333333
RET	-1.56425
MASTL	0.743
ALX3	0.23875
IL1RL1	0.134166666666667
ZNF765	0.5651
C14orf138	-1.1215
SNX10	1.287
TAC4	0.00750000000000001
C1orf64	-2.782125
POGK	-0.07575
MAPK9	0.43625
ZNF366	2.43925
C8orf79	-0.1321
CLDN7	1.652375
OR5AT1	0.24
TRIM37	-2.7155
LRRC25	2.85775
GRHL2	1.3916
TEKT3	-0.062
LASS5	-0.512833333333333
ABCC4	-1.08366666666667
DLG3	-0.155625
VGLL1	4.18525
ZFP36L2	1.44233333333333
MFRP	0.106833333333333
KIAA1799	-1.2815
FLJ44379	0.0405
PCNX	0.589
ANXA9	-1.1765
CYP4V2	0.4034
PIK3C2A	-0.8275
SRR	-0.298
NOL3	-0.91675
IFITM2	1.304
ARNTL2	1.5195
ZNF595	-0.3935
NLRP13	-0.0755
ASPH	0.829
CPA2	-0.1345
PVRIG	0.852
LEPR	-0.290166666666667
C16orf42	0.559833333333333
