Hybridization REF	TCGA-E2-A14O-01A-31R-A115-07
RWDD4A	-0.4925
MED13L	0.1705
ZFYVE1	0.932
C7orf44	-0.703166666666667
MRPL1	-1.0905
STGC3	-1.3735
TEAD1	-1.37316666666667
RPL7A	0.0817142857142857
ARL6IP1	1.0673
C1orf178	-0.2665
CTAGE5	0.0649166666666666
TMEM184A	1.72533333333333
SLC25A14	0.05075
CACNG5	0.52575
ATXN10	0.4684
ECH1	0.7489
CCL22	0.54625
CYP2F1	-1.30416666666667
GADL1	0.1925
TMEM19	0.0824
RUNX3	-1.073
EFNB1	0.654333333333333
LIPN	0.6945
ACSM3	-4.1735
SIGLEC8	1.1485
ASCC3L1	-0.46275
NOL8	-1.03775
RELT	-1.1205
Magmas	0.93425
PPP1R15B	0.6917
C11orf2	-0.2785
VKORC1	0.257666666666667
MGC26647	0.28225
TRPM6	-0.37725
UGT2B7	-4.40583333333333
FEV	0.266
FOXK2	0.4016
PDCD5	-1.13933333333333
SLC8A1	1.002
DGUOK	-0.815333333333333
CLDN16	0.516
GAGE1	-0.5685
RBM17	0.1119
C1QTNF3	0.545625
VGLL3	0.659
UNQ5830	0.9225
CD1A	-0.802666666666667
SCGB1C1	0.593
SUPT4H1	0.357125
TRAF5	1.458
ASAHL	0.87575
FAM73A	0.0038333333333333
OR6B1	0.49
WHSC1	-1.53975
GFPT2	-0.43975
LOC339809	0.93
STARD5	-0.0314166666666667
SIP1	-0.82825
DNAJC15	0.12
STAU2	-0.205
FAM98A	-1.354625
RAD23B	0.5214375
LRRC33	-0.7045
CHRAC1	-0.8755
C21orf89	0.6505
C19orf43	0.740833333333333
KLK8	-2.40183333333333
CCNE1	-1.638125
PKDREJ	0.2595
SSU72	0.122
C17orf73	0.315
GPR78	1.282
WHSC1L1	1.0587
GSTA2	-0.4845
SMUG1	1.89816666666667
UFM1	0.4394
AP3M2	0.276166666666667
USP14	-1.340125
FBXL14	0.3485
DSTN	0.99225
SFRS14	-0.85175
FBXO31	-0.548833333333333
C12orf40	-0.94
FRS2	1.704
NR2E3	0.388
TUBB2C	-0.18975
GMPR	0.981666666666667
C9orf139	0.7545
ING5	-1.2345
LOC730092	-0.241333333333333
ORM1	-2.7805
RP11-11C5.2	-1.679
HSPD1	-0.9548
PIWIL3	-0.14725
C5orf13	-1.1175
OR5R1	-0.2445
LCOR	0.215
PLEKHA9	0.002
CCDC43	0.3305
ZNF232	-0.88
SLC6A7	-0.564
ADH5	-1.24633333333333
SHBG	-0.455333333333333
CROCCL2	-0.89025
PANX3	-0.063
CDIPT	0.615
SLC16A5	1.1285
TUBB	-0.7725
TOR3A	0.5932
PREP	-0.402833333333333
ENTPD8	0.470571428571429
CHMP1B	0.2115
SYT12	1.2503
MYH6	-1.5171
MAP3K13	0.904666666666667
KLHL30	0.317833333333333
LCMT1	1.641625
EIF1AX	-0.202583333333333
FOXD4L1	0.573
SLC24A5	-1.2705
RNF166	-0.676
TJAP1	0.24525
TMEM156	-0.2135
ZNF239	1.0275
SNX19	0.1673
GKN1	0.31375
FCN1	2.1459
C1QL1	-1.63575
ATP11C	-0.613625
ZNF35	0.208
CARD8	0.229125
LIMD1	-1.50966666666667
KIAA0286	0.079625
XRN2	-1.05483333333333
CD6	-0.0171666666666667
TOX3	1.675625
ZSCAN4	-1.007
RSRC1	-0.137875
COG1	1.62775
PTRF	-0.5197
C16orf35	0.362125
FBXO24	1.76725
CHST11	-0.697
THRB	0.822
MYBPC1	1.80925
RNF39	0.1555
PSMD11	0.28725
ALAD	0.857333333333333
EN1	0.4875
SLC9A9	-0.32025
GSTM4	0.8289
CDC42BPA	-1.03247368421053
RCSD1	-1.905
LUC7L2	-0.3643
SPTBN1	-0.3525
LOC146167	0.5275
BAT5	0.9439
ZNF452	-4.235
LSM4	-0.140625
SRP72	-1.2027
SGK269	-0.2635
MTX1	1.5015
CENTA1	0.63
UNQ9433	-0.387
ATR	-0.43075
DDX49	0.4325
PAQR8	-1.68716666666667
C14orf174	1.46175
GBGT1	-0.1865
THAP1	0.973
OR10K1	0.44
RASIP1	-1.78283333333333
DPYD	-1.8596
DOHH	0.484
C18orf45	-1.56975
POF1B	1.1828
ZNF552	3.545
USP32	-0.237375
MED27	-1.104
C14orf149	-1.203
PRDX4	-1.20383333333333
ABHD12	1.2697
AGT	-2.788
SLC22A14	-0.1225
C1orf58	0.9815
PILRA	-0.3305
ABCF2	-0.598875
C17orf85	-0.3442
TKTL1	-0.49375
FGF1	1.85525
IL6R	-0.448666666666667
VPS25	0.84375
CHRNB2	0.021875
COL7A1	-0.4603
LRRC48	4.00883333333333
SPG20	-1.45858333333333
COX10	0.131
GCA	-1.679
ECEL1	-0.636166666666667
GLG1	-0.1475
SRD5A2L2	0.1495
MUTYH	-0.215125
ZNF70	-0.1505
L2HGDH	-0.55125
GPATCH2	0.94075
ZNF655	-0.237625
ZNF227	-1.02466666666667
MCOLN2	-0.638166666666667
NQO2	-0.9875
KCNQ5	-0.002
NEU1	2.37716666666667
QRICH1	0.72025
ZBTB20	-0.458166666666667
RPUSD3	0.35275
EPGN	-2.1212
TSN	-0.329666666666667
SPRY2	-4.19
LZTFL1	1.120375
GMFB	-0.619875
PBEF1	-1.8124
HBG2	-2.7295
TMEM8	1.21525
PALM2-AKAP2	-0.628333333333333
NFYA	0.20275
FAM108A1	0.542375
PBLD	2.17125
NRG4	-2.876
PIGF	-0.78525
PTGER1	-0.33175
NOS2A	-0.794833333333333
C21orf34	-1.4255
C21orf51	1.09691666666667
IL17C	-0.079
TRMT6	-0.499333333333333
ETV2	0.609333333333333
CCDC109A	-0.304
MYLK2	1.6995
ATP10A	0.6747
DPH4	-0.21375
C5orf5	0.380833333333333
KCNA4	0.182833333333333
NMNAT2	-2.02533333333333
GLYATL2	-0.956
LSMD1	0.6695
IL23R	-2.23525
NRF1	-0.0465
MUC15	-3.04516666666667
PRDM12	-2.291
PAQR4	0.524214285714286
RBBP6	-1.1915625
IFI27	3.655
SKAP2	-0.6485
TAGAP	1.19325
TJP3	2.5305
C9orf61	0.36575
IDS	-1.01692857142857
PARG	0.37025
LOC131149	0.543
DYRK4	1.09683333333333
MICALL1	-1.00575
GALR2	-0.0825
GPBP1L1	0.63625
TBX21	3.86075
KCNJ6	-0.571166666666667
GGN	1.14975
CASP5	-0.532833333333333
RNF182	-5.651
BRD4	0.6875
DOK4	-0.556625
SLC46A2	0.840833333333333
SOX9	2.58833333333333
ZNRD1	-0.482833333333333
PRR6	-1.693
FAU	-0.0815
DTNB	1.39633333333333
CARD9	0.15625
STS-1	-1.372
SLC4A5	0.6285
NSBP1	-0.16725
UGCGL2	-1.30925
POTE15	0.886
NOXA1	1.34675
RP13-347D8.3	1.3815
SAMD10	0.150166666666667
EP400NL	0.7445
TCF21	-0.34625
AMELX	0.23325
JPH2	0.6446
SLA	0.88325
DLST	-1.3645
SEPT12	1.0135
RGS20	-3.497
LXN	0.157666666666667
ZNF419	-0.882125
UPK3B	0.5935
RELL1	0.0595
ESPNL	1.1935
KLHL21	-0.6495
PI15	4.924
C2orf61	-1.7315
LOC407835	-0.425833333333333
RER1	0.677083333333333
ELAVL2	-0.7655
MGC26718	0.72525
KLF2	2.10775
TNFAIP8L3	1.75141666666667
TFE3	0.945
C11orf17	1.164875
15E1.2	0.391
SNRPC	-0.62125
DLGAP1	-1.08375
PGLYRP1	0.423375
OVCH2	0.4425
IRF7	2.5074
SET	-1.8794
NAB2	0.7345
LRP5L	-0.338
FAM120A	0.2095
ASCL2	-0.561
SHH	0.2175
ATP5H	0.861166666666667
THPO	1.582
TYRP1	-1.80183333333333
HIST1H3E	-0.0215
EIF2S1	-0.493722222222222
TNFRSF17	-1.91266666666667
TARSL2	-0.48875
NKX2-8	0.422875
C1orf115	-0.662
LOC56964	1.3785
KIAA0841	0.19325
ISCU	-0.0365
TTMA	-0.4025
ZNF414	0.6715
LOC441150	1.16725
RAB15	-0.24875
HBP1	0.326666666666667
TNNT2	-1.58316666666667
CECR5	-0.762
PHGDH	-1.955375
JRK	-0.0404
XPO4	-1.16725
FAM131C	0.734
ARHGAP25	0.292333333333333
CA9	-2.68833333333333
GPR62	0.367833333333333
TLX1	0.864666666666667
GPS1	0.83775
OR2M2	0.4045
BDP1	-0.6275
FAM70B	1.155
RPS29	-0.07425
MKLN1	-0.1676
TSPAN19	-2.59
SLC29A3	1.0267
LGALS4	0.4385
USH2A	0.155
NF1	0.311666666666667
APOBEC3A	2.88866666666667
IMPAD1	0.609333333333333
OLR1	2.30483333333333
NRAP	0.6805
HCFC1R1	2.12466666666667
TAOK2	1.33783333333333
MCM10	-1.9465
MAP4K3	0.0670833333333333
CBS	-2.15425
CLK3	-0.3986
PCDHGA5	-0.108
ELF4	-0.059375
FAM71A	0.02475
C11orf49	0.973
CLIP2	-1.26925
BTBD9	-0.2438
ZNF524	1.5895
KDELR1	0.421
ZNF509	0.375
NCSTN	1.9715
ZNF533	0.860785714285714
PARP4	-1.04875
GALNT9	0.116833333333333
NPY	-2.5405
BEGAIN	-1.852
TMEM77	0.3765
FOXRED1	-0.3415
SLC16A2	2.63216666666667
SLC35B1	0.3215
GK5	0.344416666666667
SDCCAG10	-0.1185
C4orf20	-0.79375
SLC9A2	0.63
ADD1	-0.251428571428571
TAL2	-0.8035
ACLY	0.2945
DNAJC1	2.3755
SOST	-2.441
USP43	0.919833333333333
CYP4F12	-1.33375
FKBP5	-0.17875
CHCHD5	1.5531
NUDT22	1.233
CCDC85B	-0.64425
OR51G2	0.797
STRN3	1.18592857142857
TMOD2	-0.6695
FLI1	-1.32625
MAB21L2	0.553333333333333
DGKQ	0.436
VPRBP	0.883666666666667
SCNN1B	2.7285
ECHDC3	2.5111
TMEM106C	0.811
CSNK2A2	-0.8965
RPL39	-0.2003
HERC3	0.0927777777777778
ZBTB47	-0.0628333333333333
ZNF681	-1.35675
PAGE2	-0.077
CLIC5	1.89007142857143
RABAC1	1.38625
ZFHX2	1.8885
YPEL1	-0.403333333333333
KIAA0776	0.34125
NR1D2	-0.229
DNAJC4	1.608375
NPNT	5.2812
ZNF677	-0.368
ZNF536	-1.076
MEF2B	0.87975
PTPN4	-1.1925
CTCFL	-4.909
STX5	0.626166666666667
CD72	1.242
VEGFA	-1.58989473684211
XRCC1	-0.3354
MAS1L	0.757666666666667
ELL	0.3464
SETBP1	0.628
CDH11	1.75116666666667
NDC80	-2.35938461538462
DMBX1	-1.125
NRSN1	0.276166666666667
BAT2D1	-0.012375
CDS2	1.98716666666667
C1orf212	-0.49
SENP3	-0.656
IL1F9	-0.8845
EEF2K	-0.47
COG8	0.551
CEP72	-0.9705
OR1L8	-0.4145
MUS81	-1.07091666666667
PHYH	1.191875
GGT6	1.7525
C22orf23	-0.1065
C13orf33	2.246375
MAPK8IP2	1.6115
NELL2	4.938
POU3F2	-3.28216666666667
ALPK1	1.479625
MRPS18C	-0.99475
RPLP2	1.24425
FGF22	-0.0915
SPNS1	0.738333333333333
ZFP1	-0.978
IL1RAPL1	-1.7055
PCSK9	-2.71483333333333
NKX2-1	-0.108428571428571
C6orf189	-0.1385
SP4	-1.061
SLC11A1	1.8465
C21orf25	1.0255
ICAM2	-0.522375
SH3GL1	-0.414833333333333
GSK3B	0.378
RALB	0.20825
PDXP	-1.13083333333333
GNGT1	-2.44525
KIR2DL1	0.537
TNFAIP3	0.199166666666667
C6orf32	-0.6971
CBLN2	-1.0275
PANK3	0.291
TAAR9	0.188
WDR82	-0.293642857142857
APOM	-2.6475
TRIP10	-0.28675
SPATA16	0.212166666666667
C1orf135	-1.22525
USP51	-1.531
TESK1	0.89725
C11orf64	0.253
ZNF611	-0.5965
PDE6G	0.3505
HLA-DQA1	3.022625
GCLC	0.4035
SEC61A1	1.06542857142857
TWSG1	-0.0945
ZMYND10	3.5535
CTDP1	0.157625
ADAMTS6	-0.419166666666667
SLIT1	-1.44475
KRT86	0.098
KIAA0574	1.30675
GTPBP2	-0.2792
PQLC3	0.657
PRRX2	0.3145
C15orf44	-0.0595
MKKS	0.17225
C11orf10	-0.6065
GPR110	-0.011125
CD109	-0.146083333333333
ADCY1	0.49
RHBG	-2.40325
TP53I3	-0.507
SLC22A3	-1.2983
UCP2	0.2895
FOXG1	-2.39666666666667
OR2AG1	0.492
TRIM24	-0.29175
PROC	-2.658625
TAAR6	0.16875
AMTN	-0.615
C10orf47	0.072
DEPDC1	-2.82
FLJ45557	6.313
ZDHHC17	0.0500625
KIAA1429	0.212
KCNH1	0.79825
VNN3	-0.217125
PSMAL	-0.3935
PPARD	0.025625
HFM1	-1.656
YBX1	-2.64016666666667
ZNF695	-0.70425
SCTR	-0.155666666666667
DCDC1	0.8885
VPS26B	-0.2017
MTF2	-1.221
ATP6V1F	0.43275
CCDC94	1.07625
PERF15	0.972
CCL11	3.34475
LMO7	-0.637125
DCST1	0.5485
ADRBK1	0.80625
CDRT4	-0.448875
ZNF84	0.00925
HOXD8	0.666
STARD8	-0.637666666666667
FOXP2	-1.343
CCDC103	0.95025
POLR3A	-0.7279
GSC	-0.542166666666667
ZNF114	-3.02416666666667
HTR7P	1.482
LALBA	0.187
RMND5A	-0.2375
PSCD2	0.35775
ZNF409	1.0565
KRTAP1-3	0.435833333333333
MAF1	0.19425
LOC201725	-1.85566666666667
NRN1	-2.4345
SPAG5	-1.33133333333333
DNAH7	1.3985
FLJ43860	-0.242
BRCA2	-0.11525
ACADM	-1.158875
CXXC6	-2.65325
RAGE	-0.354125
CHMP2A	1.3715
FAM8A1	-0.3438
GPR21	0.644
SLC12A3	-2.51
FVT1	0.446285714285714
ZDHHC7	-0.173
FLJ44048	-0.65375
SLC44A3	2.31516666666667
SDSL	2.2955
MMP8	-0.701
PLA2G12B	-3.308
ACY1	0.169
MT1E	0.0366666666666667
OR4K15	0.606
TECTB	-1.7855
GPR20	0.122
IRAK2	-0.2955
RFPL3	-0.7075
MYO9A	-0.5935
NARG1L	-0.580916666666667
BLMH	-1.2345
CCDC3	1.31916666666667
C9orf21	-1.197
KIAA0513	0.0275
MIER2	0.044
PNMA2	-2.01866666666667
SH3BP2	0.8942
ANXA10	-2.3675
RTN2	2.04933333333333
TFB1M	-1.218
PRPH2	1.376
C14orf133	0.5985
GOLGB1	1.4755
IRX4	-0.8505
NFKBIL1	0.883
C10orf62	0.0105
APBB3	0.75625
RPS10	0.3674
LOC728378	0.587
TLE3	2.00833333333333
PSMB7	-0.593375
MESDC1	0.137
SLC6A1	0.7095
OCLN	1.51408333333333
PTTG3	-1.1675
NAGLU	1.22325
SERTAD4	0.332125
SPRY1	-0.18875
FLJ10781	-1.01683333333333
MYSM1	-1.08175
TRIM4	0.247071428571429
SH3YL1	1.104625
TREM2	3.993
SERPINI1	1.8015
HDHD3	1.129125
TMEM38A	0.107125
EID2B	-1.72425
TDRD3	-0.244
SEDLP	-0.15175
THSD7A	0.866833333333333
NDST3	-3.37625
KLHL15	-1.38958333333333
DHRS12	1.4865
FBXO9	-0.804428571428571
TNPO1	-0.390666666666667
MRPL13	-0.424666666666667
SNX5	-1.34616666666667
METTL6	0.4415
SOD1	1.0525
CHML	-0.0691666666666667
PACS1	-0.3225
SIRT5	-0.1742
CAPN2	0.127666666666667
FXYD5	-0.064
TWISTNB	-0.851625
LRFN1	0.701833333333333
UBE1L	1.345875
UBE1C	0.46575
OR51B2	-0.61
OR4D11	0.4075
C15orf2	0.013
NR4A1	0.154166666666667
LOC339047	-1.79775
TRIM17	2.11125
ATP5G3	-0.495928571428571
RPL15	-0.918166666666667
ADAMTS8	0.19525
HOXC4	0.7825
C14orf37	1.219
CEACAM5	0.386375
MYT1L	-0.3275
RASA2	-0.881125
OSBPL7	-0.528
STAG1	0.0065
GIMAP4	4.03366666666667
FUT3	-0.978333333333333
PIF1	-2.307125
LPIN2	-0.4041
SH3PX3	1.2045
PDP2	-0.04575
PAPD1	-0.431625
ERP27	2.527
APOOL	0.3266
DIABLO	1.3395
TRHR	0.87825
ARMC9	-0.08775
RNF152	2.82425
SLITRK3	-0.00166666666666668
ZNF211	-0.7655
PFDN1	0.240125
RGS11	0.917125
HS6ST1	0.1466
AKR1D1	-1.0805
TNP2	0.687666666666667
STK31	-0.649666666666667
EML4	-1.64016666666667
SGTA	-0.147
HIST1H2BI	0.855
PSMD6	-1.27316666666667
KIAA1257	2.1395
C18orf55	-0.959833333333333
FLJ20273	2.194625
RPL28	-1.26433333333333
EPYC	3.116375
NOX3	-0.4275
ELAC1	0.0358333333333333
METT11D1	-0.05125
BIN2	-0.525333333333333
NACA2	0.536
CCDC17	-0.699
HM13	-0.5327
UBOX5	-0.56275
UBE2O	-0.226125
UBL5	0.82125
APOLD1	0.749875
C9orf31	0.5015
TNFSF8	0.864
ARHGAP29	1.23525
PROKR2	0.5755
PDE5A	-1.54416666666667
C6orf12	-1.2765
TOM1L1	0.123
WHDC1	0.05475
FOXI1	0.3005
RAB4A	-0.3532
TMEM39B	-0.2855
ATPBD1C	-0.548
FARSA	-0.2155
PLEKHG5	0.3335
CMAS	-0.0921666666666667
OR7E24	0.3465
SLC30A1	-0.0695
CDC42EP5	0.785333333333333
PLAC1	1.0275
KLHL18	-0.4475
LBA1	1.081
TAZ	0.2865
CRIP2	1.706875
BTBD11	-1.98233333333333
C16orf72	0.953
DIO2	0.4872
LRRCC1	0.362166666666667
CCDC136	-2.3325
PRX	-0.49125
RBM5	-0.1504
TMEM85	-0.1215
TUBGCP4	-1.56666666666667
APLN	1.025125
CDK7	0.717666666666667
SSR2	1.231
CRELD1	0.42375
C19orf46	3.3225
GAL3ST4	0.111
KBTBD10	-0.178
IL28A	1.0035
WDR27	0.182
MCM2	-1.0285
SOX14	-0.1105
FLJ39743	-0.2645
KIAA0922	-0.75725
HIPK4	-0.1865
FLJ25758	1.5675
C16orf57	-0.485
PDZD2	-0.411
MCC	2.664
HHLA3	0.1116
ID2	-0.16925
C20orf23	0.513916666666667
ZNF688	1.9955
APOC2	-2.11133333333333
LOC440093	0.63175
FAM50B	2.75133333333333
PWP1	-0.0925
DNAH10	-0.25825
HIST1H2BA	0.87375
GPR56	1.618
METAP2	-0.638375
PAN3	0.923
STXBP4	1.500625
PDHX	0.6115
MTA1	0.142833333333333
ZBED4	-0.374875
ZNF720	-0.60675
CDK2	0.78975
RHOJ	-0.73775
CDC37	0.00366666666666667
ZER1	0.624625
GRK4	0.06325
PRPH	1.14975
POLR2A	0.160375
OGFOD1	-0.73025
NOL5A	-0.94025
PHEX	2.2605
FLJ16478	0.18475
C20orf117	-1.061125
CAMTA2	-0.503
C11orf74	1.36233333333333
DDX17	-0.695666666666667
C5orf27	0.48775
PLEKHA2	-1.4711
PDE4DIP	-0.2461
SCN7A	0.592
ZNF559	-2.76433333333333
CXCL10	4.037
ZMYM4	-0.573833333333333
STK32B	-0.379933333333333
KIAA0888	-1.5913
TACR3	0.569
CKAP2L	-1.4085
KIF1A	-1.032
RSPRY1	0.537
VCAN	0.89925
CYP27C1	0.1195
SYDE1	-1.29633333333333
MED12L	0.1235
ZDHHC21	-0.055
NHS	-1.423
TM9SF3	0.764333333333333
DDHD1	-0.42175
MAFG	-1.16691666666667
BICD2	-2.098
C14orf119	-0.3195
C14orf43	0.0727142857142857
CDH7	-1.69575
ALKBH5	1.69485714285714
JUP	2.304
TMEM41A	0.9175
MAMDC4	-1.00583333333333
CBX3	0.40025
LRRC18	0.194
RBMXL2	-1.13566666666667
PLA2G4D	0.695333333333333
FGF13	-2.98075
KIF3A	0.4765
PDIA6	-1.13175
DCXR	1.88525
CASKIN2	0.86925
EHD1	0.6765
MARCKSL1	0.657833333333333
ZNF496	0.0328333333333333
SCAF1	0.673
KCTD8	-1.38725
TRAF3IP3	0.412
LSR	1.693
CXorf1	-0.108833333333333
C14orf112	0.476833333333333
EIF2B1	0.4535
OMP	-0.001
GSTZ1	1.272
LOC92017	0.83675
ISLR2	1.244
C12orf36	0.638
GATA2	0.0535
GABRA5	-1.9585
CELSR2	0.189928571428571
STAM2	0.0717
TNAP	-0.9545
PTPMT1	0.634333333333333
GRP	5.4935
SV2A	-1.459
MAGEA12	-3.522
CACNG1	2.495
C18orf19	-1.14675
GSG1	0.3365
PTPRJ	0.405357142857143
FRMPD1	-0.023
ZNF668	1.498
PLEKHJ1	-0.1985
ADAT1	-1.1537
TMEM50A	0.2625
UCN3	0.18
HOOK1	1.078875
IL17B	-1.215
MLKL	-1.811
TTC14	-0.554833333333333
KLHL5	-0.346375
CRYL1	0.852833333333333
FOXH1	0.3385
NFYB	0.265625
PPM1G	-0.24175
GOLGA2LY1	-1.52075
NMT1	-0.04825
HADHA	-1.1338
CHSY-2	1.20775
PLEKHF1	0.792142857142857
SAGE1	-1.1645
MUSTN1	1.15975
SUHW4	0.25575
TFEB	1.54116666666667
ZFYVE27	0.00975
ATG12	0.773
BMI1	1.00407142857143
ZIM3	0.04825
MYH4	0.581
MASP1	-1.06191666666667
KIAA0984	1.2705
RPAP2	-0.533
ASB5	-0.47875
BOLA3	-1.24783333333333
MIA3	0.890166666666667
KRT35	3.1535
KIR3DL3	-1.196
MRPL51	0.1405
SEMA3F	2.21866666666667
NDUFB2	0.483833333333333
LOC253012	-1.521
FAM46C	-0.2619
G6PC	-2.29775
CSAG3A	-3.52783333333333
PREX1	1.5915
SLC25A45	0.377125
MAPKBP1	0.2045
CPE	-0.6472
GNB1	-1.541125
CXCR6	2.061
TRIM46	0.63725
C16orf3	0.5095
HPSE	-0.180625
TIGD3	1.241
SPG3A	2.703
LCAT	-1.07666666666667
ST6GAL1	-1.69022222222222
POMC	-0.228
FLJ36031	-1.42533333333333
NSMAF	-0.536166666666667
SKIL	0.5555
ADSS	0.159166666666667
HMGCS1	-1.2025
POLR3F	-0.388333333333333
RAB10	-0.71925
ZNF277P	-1.32775
ZBTB7B	2.0215
DHRS1	1.420875
ABCC13	0.984125
CNOT3	0.69775
NFKBIA	1.99225
GAK	0.661333333333333
SFT2D2	2.10116666666667
HOXA6	-0.0315
CRTC1	0.39775
LY6D	-0.7575
C20orf72	-1.1025
CPT1A	1.82475
LMO1	-1.001
EIF3I	-0.07
PRB4	0.54875
MCM3APAS	-1.535625
C20orf132	-0.8031
FOXF2	-3.12425
S100A12	0.63325
MLH1	-0.538833333333333
ACTN1	1.5841
MRPL36	-0.337666666666667
C20orf106	-0.0285
FBXO6	2.01266666666667
MKS1	0.836833333333333
CX3CR1	-3.5485
PDE1B	0.872
PLP1	-3.138
KISS1	0.630666666666667
C14orf2	0.272
TBC1D3P2	-0.11225
COMMD6	1.4169
ANKRD7	-1.50375
PTCHD1	-2.359125
NARS2	-0.6755
DOCK7	-0.965625
FAM127B	0.13325
LOC390243	0.0281666666666667
N6AMT2	0.78
ZNF391	-2.7485
DNAJB14	-1.40583333333333
WRB	0.429625
BPI	0.0809166666666666
TTC4	-0.543833333333333
FAM10A5	0.182
GOT1L1	0.158
MAGED1	0.56575
RESP18	0.5695
WFDC6	0.00425
MT2A	-1.6275
C11orf56	0.97675
KIAA1432	-0.9815
ROR1	-1.53375
HSD17B14	2.49583333333333
ZFAND2B	0.4345
SAMD4B	-0.021
HEXA	-0.04875
HNRNPU	0.784045454545455
USP39	-0.4885
NRD1	-0.54775
R3HDML	0.1675
FLT4	0.496333333333333
OMG	-0.5175
OR52N4	0.759
LOC399818	0.1135
ELA2	-1.278
VENTXP1	0.2725
RFC5	-0.4405
OR52L1	0.797
PAX5	0.331
FBXO2	2.11775
GMEB1	0.207
AKT3	-1.88433333333333
CRB1	-1.28166666666667
CTTN	2.9505
UTP15	0.0573333333333333
HSBP1	0.52775
PHF11	1.61675
NDEL1	0.0951666666666667
USP8	-0.7995
BAIAP2	0.8220625
SI	0.602333333333333
ARSJ	-1.982
BAAT	-2.04125
KCNS3	2.78216666666667
LOC126147	-0.3045
TMEM37	-0.3195
C1orf162	2.91583333333333
MBD1	-0.5856
ITGAL	1.424
WDR73	-0.0711666666666667
GKN2	0.639
ARFGAP1	-0.119375
SLC5A8	-1.16966666666667
ZBTB40	-0.4189
CYP4B1	3.69366666666667
LYPLAL1	-0.1
CHST3	-0.84525
MAP3K9	0.384
BTAF1	-1.60833333333333
TFAP2E	-0.057
RBM35B	1.215
LOC441251	-0.404833333333333
ANKRD25	-1.06494444444444
UQCRC2	-0.2555
MAEA	-0.3845
HYAL1	-2.172
RNPEPL1	0.0476666666666667
CPSF2	-0.322875
PSD3	-2.9151
ABCA13	-0.811125
AGR2	3.32125
GBX1	-0.175
HDLBP	0.938571428571429
ACY3	-0.494
HECW1	-0.8195
ZNF519	-2.31025
HOPX	2.867875
ZNF304	0.16975
OR12D3	0.152
FKSG43	0.113
METTL1	1.474875
MFSD3	1.4453
PSPH	-1.10825
CLCA3	-0.205
DARS2	-0.374333333333333
CDC25A	-1.67216666666667
BAIAP2L1	-0.405
B3GNT5	-2.241875
USP29	0.30775
ARHGEF10L	0.7237
ATOX1	1.022
ADAM30	0.75625
DNASE1	1.212
STT3A	0.9215
RAB6IP1	0.393
PTN	-0.3404
C1orf106	-0.345307692307692
HECA	0.478
RNF122	1.08025
SLC22A18AS	2.20366666666667
GNG8	0.598666666666667
ELP4	-0.012
FAM65A	0.5615
RPL10A	-1.15616666666667
IRS4	1.1495
MACF1	0.0093
SEC24D	-0.134
LOC374395	0.741
TGFB2	-2.159875
MDFIC	-0.746
CHRNE	0.697833333333333
PCMTD2	-0.640833333333333
ATP6V0D1	0.907333333333333
MTA2	1.68625
LZTR1	-0.555333333333333
RAP1A	-1.17116666666667
AXIN1	0.017875
POLR1C	-0.31175
TRIO	-0.364416666666667
PLXNA4A	-0.56625
C5orf33	-0.4105
DEPDC1B	-2.279625
ZNF473	-0.344
MTM1	0.449875
GPR107	-0.831166666666667
CSNK1A1L	-0.840666666666667
FLJ14154	0.9545
NLRC4	3.443
ENPP4	1.5745
PADI3	-0.4475
RNF170	0.766375
CG018	-0.377666666666667
C16orf7	0.7765
KCNE1	0.2775
NRM	0.286166666666667
SLC37A3	-0.197285714285714
TPD52L2	-0.437666666666667
UNC5B	0.319
C12orf12	0.3485
SDHB	-1.06025
CLRN1	0.522
NUDT10	-2.1105
UGT3A1	0.335714285714286
FBXW8	0.336
RHOF	-0.022875
PTPLAD1	-0.02925
MYO3B	0.13575
DERA	-0.89725
TPP2	-0.912
C19orf53	1.049
GINS3	-2.273375
ST6GALNAC5	3.349
CHSY1	-0.9365
MGC15705	-0.969
GPR83	0.411
EXT2	0.329125
DOLK	0.576
TUBAL3	1.5795
ACVRL1	1.5223
ABL2	-0.365416666666667
C14orf156	-0.836166666666667
PTPRZ1	-4.865
DIP2C	-0.57425
LAMP1	1.502375
RXRA	-0.9911
MAP3K5	0.036
ALKBH1	0.823833333333333
PDLIM7	0.36
ARL14	-2.0005
SNIP1	-0.144
TIMP3	2.22316666666667
RGS3	-0.135666666666667
SPAG16	0.5524
ABHD4	0.40225
ARHGEF12	0.552833333333333
GLUD2	0.134
RAC2	-1.5176
UAP1L1	0.925
SLC18A3	0.4625
YOD1	-1.30225
RALY	0.586
HMOX2	1.5025
DGKH	-0.38125
DBNDD2	2.457
YIPF4	-0.635375
THAP10	-1.04525
ZNF513	1.21675
HAGHL	1.776
ITGB4	0.190333333333333
CCDC141	-1.896
YTHDF3	0.2715
C5orf28	0.171
RPL7L1	-0.537875
TMEM30B	1.50992857142857
ANKRD35	2.0735
DUOXA2	0.00600000000000001
TBC1D5	-0.247875
DFNB59	-0.7005
HRH4	0.80575
MYO6	1.8936
DNAJA4	1.963375
RBM24	-1.089
CEACAM20	1.04675
RBM23	-0.204214285714286
NGFB	1.034
C1orf63	-0.9743
KRTAP7-1	0.2425
PERLD1	2.07625
NPB	0.715
C17orf59	0.9705
HSPBAP1	-0.19525
SLC15A4	0.7715
