Hybridization REF	TCGA-BH-A0DQ-11A-12R-A089-07
RAB10	-0.119125
ZNF277P	0.565375
ZBTB7B	0.95225
DHRS1	1.044
ABCC13	0.048875
CNOT3	-0.2815
NFKBIA	1.62125
GAK	-0.0925
SFT2D2	0.1885
HOXA6	0.152
CRTC1	-0.125
LY6D	0.574166666666667
C20orf72	-0.671333333333333
CPT1A	-1.07125
LMO1	-1.8905
EIF3I	-0.15675
PRB4	-0.37425
MCM3APAS	-1.127
C20orf132	0.2056
FOXF2	-2.20725
S100A12	0.34825
MLH1	-0.226166666666667
ACTN1	0.128
MRPL36	-0.714333333333333
C20orf106	-0.59525
FBXO6	0.0548333333333333
MKS1	-0.1915
CX3CR1	0.104625
PDE1B	0.2085
PLP1	-0.56525
KISS1	-0.3295
C14orf2	-1.05483333333333
TBC1D3P2	-0.767
COMMD6	1.2307
ANKRD7	-0.76025
PTCHD1	2.020625
NARS2	-0.4185
DOCK7	0.031125
FAM127B	0.198375
LOC390243	-0.318166666666667
N6AMT2	0.843
ZNF391	0.5585
DNAJB14	0.6815
WRB	-0.05075
BPI	1.043
TTC4	-0.0791666666666667
FAM10A5	0.55925
GOT1L1	-0.151111111111111
MAGED1	0.583375
RESP18	-0.39425
WFDC6	0.95275
MT2A	-0.1805
C11orf56	0.27375
KIAA1432	-0.0435
ROR1	-0.43
HSD17B14	0.833833333333334
ZFAND2B	0.152875
SAMD4B	-0.14775
HEXA	-0.0625
HNRNPU	-0.342409090909091
USP39	-0.413625
NRD1	-0.76025
R3HDML	-0.07325
FLT4	1.155
OMG	-0.153166666666667
OR52N4	0.194
LOC399818	0.29775
ELA2	-1.535
VENTXP1	0.2595
RFC5	-1.621
OR52L1	0.211
PAX5	-0.2475
FBXO2	1.14425
GMEB1	0.1025
AKT3	0.2375
CRB1	-0.2275
CTTN	-0.0668333333333333
UTP15	-0.579833333333333
HSBP1	-0.171833333333333
PHF11	1.79275
NDEL1	0.4635
USP8	0.4025
BAIAP2	0.02375
SI	-0.137833333333333
ARSJ	0.285333333333333
BAAT	-3.34225
KCNS3	1.6655
LOC126147	0.347833333333333
TMEM37	-0.242
C1orf162	2.63316666666667
MBD1	0.3469
ITGAL	0.3945
WDR73	-0.315833333333333
GKN2	-0.235666666666667
ARFGAP1	-1.083125
SLC5A8	1.48216666666667
ZBTB40	0.2909
CYP4B1	3.9365
LYPLAL1	-0.542
CHST3	0.47075
MAP3K9	-0.1935
BTAF1	-0.235333333333333
TFAP2E	0.339
RBM35B	0.01825
LOC441251	-0.7235
ANKRD25	0.396055555555556
UQCRC2	0.0105
MAEA	0.407666666666667
HYAL1	-1.9274
RNPEPL1	-0.143833333333333
CPSF2	-0.550625
PSD3	0.00590000000000001
ABCA13	1.468
AGR2	3.251
GBX1	-0.8955
HDLBP	-0.0219285714285714
ACY3	0.05075
HECW1	0.1195
ZNF519	0.47375
HOPX	2.98375
ZNF304	1.382875
OR12D3	-0.1065
FKSG43	-0.047
METTL1	-0.7985
MFSD3	-0.5225
PSPH	-1.386
CLCA3	-0.266
DARS2	-1.97383333333333
CDC25A	-2.80566666666667
BAIAP2L1	-0.90025
B3GNT5	0.127375
USP29	0.077
ARHGEF10L	1.0296
ATOX1	-0.4635
ADAM30	0.10275
DNASE1	-1.13575
STT3A	0.21825
RAB6IP1	-0.03275
PTN	5.1296
C1orf106	-1.009
HECA	1.914
RNF122	0.22625
SLC22A18AS	-1.05916666666667
GNG8	-0.347
ELP4	-0.557
FAM65A	-0.212666666666667
RPL10A	1.01583333333333
IRS4	-0.284
MACF1	0.8407
SEC24D	0.15725
LOC374395	0.34075
TGFB2	0.313
MDFIC	0.622375
CHRNE	0.300666666666667
PCMTD2	0.469833333333333
ATP6V0D1	0.462333333333333
MTA2	-0.08025
LZTR1	-0.822833333333333
RAP1A	0.781166666666667
AXIN1	-0.5255
POLR1C	0.15575
TRIO	-0.0811666666666667
PLXNA4A	-0.0141666666666667
C5orf33	0.03025
DEPDC1B	-4.73975
ZNF473	-0.465
MTM1	0.952625
GPR107	0.271333333333333
CSNK1A1L	0.280666666666667
FLJ14154	0.133
NLRC4	2.559
ENPP4	2.20733333333333
PADI3	0.348
RNF170	0.25225
CG018	2.502
C16orf7	-0.45525
KCNE1	2.242
NRM	-1.4065
SLC37A3	0.569142857142857
TPD52L2	-1.16266666666667
UNC5B	-0.38275
C12orf12	-0.575
SDHB	-0.24675
CLRN1	0.043875
NUDT10	0.104
UGT3A1	0.158375
FBXW8	0.03375
RHOF	-1.35375
PTPLAD1	0.0265
MYO3B	-0.925
DERA	-0.4555
TPP2	-0.39525
C19orf53	-0.374833333333333
GINS3	-1.326125
ST6GALNAC5	1.9105
CHSY1	0.2875
MGC15705	0.2905
GPR83	1.30783333333333
EXT2	0.416625
DOLK	-0.3255
TUBAL3	-0.9265
ACVRL1	2.2859
ABL2	-0.992416666666667
C14orf156	-1.20583333333333
PTPRZ1	-0.143125
DIP2C	0.5695
LAMP1	1.67225
RXRA	-0.1769
MAP3K5	1.42175
ALKBH1	0.314666666666667
PDLIM7	-0.315125
ARL14	-2.101
SNIP1	0.207
TIMP3	1.82341666666667
RGS3	-0.00466666666666667
SPAG16	1.0478
ABHD4	0.2135
ARHGEF12	1.06683333333333
GLUD2	0.892
RAC2	-0.8548
UAP1L1	-1.552
SLC18A3	-0.372
YOD1	-0.552666666666667
RALY	-0.57975
HMOX2	0.154875
DGKH	0.1275
DBNDD2	1.09883333333333
YIPF4	0.637125
THAP10	-0.1275
ZNF513	0.3705
HAGHL	-2.4295
ITGB4	1.122
CCDC141	-0.318
YTHDF3	0.39275
C5orf28	0.64675
RPL7L1	-0.36125
TMEM30B	1.27514285714286
ANKRD35	3.767
DUOXA2	-0.6165
TBC1D5	0.625875
DFNB59	0.6835
HRH4	0.073
MYO6	2.1245
DNAJA4	1.087625
RBM24	0.09075
CEACAM20	-2.0595
RBM23	0.613214285714286
NGFB	0.346
C1orf63	0.9106
KRTAP7-1	-0.2315
PERLD1	1.813
NPB	-0.4405
C17orf59	0.8787
HSPBAP1	-0.2085
SLC15A4	0.216625
PRTFDC1	0.619
OSMR	-1.04985714285714
CYSLTR2	-0.0765
C19orf25	-0.1732
KIAA1797	-0.0925
NLRP6	-0.1295
FAM105B	-0.2922
SCRN2	0.123166666666667
LRRC58	-0.2773
RNF17	0.169625
NEIL3	-4.8565
FAM137A	-1.23975
SKP2	-3.6015
PARVA	1.21975
PKLR	-1.286
RNF34	0.444875
A3GALT2	-0.1125
C12orf50	-0.172
SUNC1	-1.3055
FAM102B	-0.241833333333333
CCT2	-0.91025
LRRC37A2	-0.1285
ARF4	0.9575
SIKE	0.16475
C8orf48	1.372
MBTPS1	1.01342857142857
GPSN2	0.089
NCF2	1.56025
SLC12A6	0.077
MRPL48	-0.4815
HMGN3	0.312333333333333
LRRC62	-1.51175
PAX9	1.08725
FAM55A	0.331
C20orf42	-0.806833333333333
SCML2	-1.06533333333333
BCL9	0.00875000000000001
FAM40A	-0.1935
C9orf41	-0.489333333333333
ZNF774	0.2125
LETM1	-1.6065
PLXNB1	0.571666666666667
NIPSNAP1	-0.472125
USP10	-0.436
F9	0.376
LIPE	2.21775
CNGB3	0.1365
C12orf52	-0.313875
PI4K2A	-0.319375
MED8	-0.1675
STAT4	1.4566
FGD4	0.456166666666667
RNF145	-0.615333333333333
WDR32	0.1009
CLDN2	-0.243666666666667
TCEAL8	1.08175
ZMYND8	-0.5961
PDXK	-0.69215625
GATAD2A	-1.088
PTGES3	-0.644
CCM2	-0.614
TAP1	0.402125
ZNF670	0.72725
ETS2	0.0288571428571429
C6orf166	-0.112166666666667
PRMT2	0.840428571428572
OR4B1	0.385
INTS8	-0.998
CCDC102A	0.53775
CCDC83	-2.0535
ITGA1	-0.0635
EPHA5	-1.7945
FAM24B	-1.26216666666667
TSGA10	2.46775
HAL	-1.73166666666667
MYOT	1.1765
SPACA3	0.004
BCL2L2	0.231833333333333
CUGBP2	0.981333333333334
CCNB3	0.507
RNF113B	-0.0755
MERTK	0.41275
BAG1	0.8035
VPS36	0.11
ORMDL3	0.9678
C1orf190	1.24925
ZNF625	0.44525
CORO2B	-0.712
ALOX15	0.278
CST1	-0.2215
NUPR1	2.1385
CCL7	0.233
SMCR5	-2.6025
DSC2	2.0085
RBMS2	0.285
GRIK4	0.8075
TRIM65	-0.3733
TMPRSS6	-0.0984285714285714
TP53INP2	-0.6615
GLB1L	0.776
LOC388284	0.449
PUS1	-1.35921428571429
BCL9L	0.148
OLFM1	-0.200666666666667
RET	0.866125
MASTL	-2.3375
ALX3	0.3025
IL1RL1	-0.450333333333333
ZNF765	-0.113
C14orf138	0.1605
SNX10	-0.5355
TAC4	0.279
C1orf64	2.80125
POGK	-0.0345
MAPK9	0.38775
ZNF366	3.852
C8orf79	2.9124
CLDN7	2.00625
OR5AT1	0.142
TRIM37	-1.7775
LRRC25	1.71575
GRHL2	2.5272
TEKT3	1.329
LASS5	0.194666666666667
ABCC4	-1.60616666666667
DLG3	0.631
VGLL1	2.00575
ZFP36L2	1.6085
MFRP	-0.102333333333333
KIAA1799	0.56725
FLJ44379	-0.269
PCNX	0.11375
ANXA9	0.026
CYP4V2	1.3539
PIK3C2A	0.6305
SRR	0.634
NOL3	-0.37025
IFITM2	0.3065
ARNTL2	-2.384
ZNF595	1.45525
NLRP13	2.556
ASPH	-0.08175
CPA2	0.122
PVRIG	-1.3545
LEPR	1.28316666666667
C16orf42	-0.0596666666666667
SH3BGRL	3.1055
FAM77D	2.08
FNDC7	-0.0045
C9orf6	0.8585
NOTCH2NL	1.37183333333333
PGBD1	-0.0821666666666667
SYNGR2	0.803333333333333
PITPNA	0.11525
PRPF4B	-0.0342
SLC43A3	-0.989357142857143
NRBP1	0.0755
SLC25A22	-0.67325
ILK	0.5365
SLC22A8	-0.233833333333333
MRPS7	-0.27425
PITX2	-1.17275
FABP3	-0.857125
OR1L1	0.064
LOC728215	-0.246
BLID	-0.876
KIAA1217	3.00035294117647
TFPT	0.23025
AP4B1	-0.59125
VBP1	-0.4605
OR1K1	0.4015
MORC3	0.64925
BHMT2	0.491833333333333
C3orf10	0.681375
FZD7	2.77333333333333
WFDC10A	-0.4445
PMS2CL	-0.439
CCDC32	0.625333333333333
FA2H	-1.026
ALG13	0.3965
TTLL7	-0.3364
SPOCK3	-0.53875
SLC13A2	0.611
AIM1	1.557
GPRC6A	0.541
EGR2	5.3095
MED11	0.362
WWC1	1.7225
SH3GL3	-1.11875
RIF1	-0.417714285714286
PRLH	-0.1455
VLDLR	-0.033
DBT	0.5695
C21orf63	1.7135
CGGBP1	-0.133375
KRTAP12-2	-0.044
TADA3L	0.351375
ZBTB16	4.0455
PDGFB	0.854
RFX1	-0.10625
UQCRB	0.0138
LOC133874	-0.6845
HPS3	1.027
LGALS3BP	-0.1312
DKFZP564O0823	2.26807142857143
MRFAP1L1	0.921125
HOXA10	0.184
NGB	-0.293
KIF21A	-1.00430769230769
IFLTD1	0.391
LZTS1	0.28825
ARHGEF3	2.2615
RHBDL3	-0.365
CSNK1G2	-0.593666666666667
ChGn	0.6905
KIAA1244	1.91433333333333
GABRB2	0.1435
MGC72080	-1.801
CD27	3.168
EGLN1	-1.519
PEX13	0.12125
RWDD3	0.11925
RNF12	-0.91
GRIN2B	0.1645
ADAMTS14	-1.327125
DYDC2	1.07033333333333
ATP6AP1	0.2868
NR1H2	-0.405833333333333
PDK2	0.79175
C3orf17	0.106333333333333
SLC38A2	-0.631857142857143
SLC25A29	0.0491666666666667
C15orf29	0.619125
ADAM9	-0.11175
TMUB2	0.3725
GPR176	-0.7465
AGK	-0.536875
MCCD1	2.341
NDUFA4	-0.41175
TMEM146	-0.0185
DUSP1	1.502125
UNQ6975	0.9765
EMX2OS	3.61275
INSM2	0.11
LUZP4	-0.31825
SETD6	-0.5725
P2RY2	0.573
SLC45A2	-1.874
RABGAP1	0.568
UBXD5	0.317625
GPRC5A	-1.3706
PAK3	3.35216666666667
LOC63920	0.53675
TGFBR1	0.4227
KRTAP6-3	0.77475
SFMBT2	-0.51125
CDC42	-0.1690625
C11orf35	-0.263
TTLL2	-1.03275
UACA	1.26283333333333
CD97	-1.475
SETD5	-0.019625
NINJ2	-1.49075
PTER	1.23633333333333
POMGNT1	0.19825
KRTAP4-2	0.543
ECGF1	1.357125
HRB	-0.470181818181818
ATP1B2	0.4408
LOC400506	-0.7535
COL4A3BP	0.78875
C6orf97	1.79125
GRHPR	0.379875
TAS2R1	0.7565
SEMA7A	-1.57
EDF1	0.30975
ODF2L	0.8711
PCID2	-0.125333333333333
GTF2H4	-1.08433333333333
ZCCHC3	-0.335875
CGB2	-0.0421666666666667
NEUROD1	0.397
C20orf75	-0.891
RP5-1054A22.3	2.268
IFNA5	0.12
ZNF134	0.353333333333333
MGC119295	-1.449
ZSWIM6	0.189875
SMEK1	0.337166666666667
PCGF2	-0.056875
C1orf102	2.4555
CYP2A13	0.4635
KCNH6	-0.5934
MDM1	0.4854
ALDH7A1	0.8685
C9orf75	-0.648
VDAC3	-0.32075
OR51T1	0.2385
EIF3F	0.0864166666666667
KCNJ10	-0.76425
LENG8	0.028
EDEM2	0.0375
CCNJL	-0.707333333333333
DHX37	-1.303
CRYGN	0.78
AATF	-0.80925
ZNF630	1.412625
E2F5	-0.4535
WFDC13	-0.30275
FTSJ3	-0.4845
C4orf33	1.37625
LHFPL4	-2.482
C19orf56	0.464333333333333
SMAD4	1.098375
AFM	-0.4225
G0S2	0.58875
FCHSD2	-0.2957
RRP1B	-1.5754
EEF1B2	-0.0328333333333333
STAT6	1.01683333333333
ZNF195	-0.02625
GNL1	-0.402833333333333
ZNRF2	0.822333333333333
PER3	1.21875
ASB16	-0.126
C10orf10	2.19764285714286
ADCY8	-2.29516666666667
C9orf58	0.079
ARMC10	-0.0548333333333333
PSG1	-0.908
DHX34	-0.2215
VARS2	-0.668875
NFIC	0.80425
ITPR2	1.6675
AGXT2	0.167666666666667
OR6K3	0.1295
H2AFZ	-1.47358333333333
MLLT3	0.715333333333333
COX4I2	1.756
CCNT2	0.757625
PLK4	-2.6135
NUMBL	-0.171
MED16	-0.144
PLEKHQ1	0.76725
GOSR1	0.506055555555556
BTG4	-0.214
RPL30	0.539583333333333
IGSF5	0.19475
IGFL2	1.987
ELMOD2	0.262833333333333
SHC3	-0.4335
HAVCR1	-0.763
DYNC2H1	0.91475
RNF5	-0.140333333333333
C2orf7	-0.48025
NLF1	-0.5725
KLHL25	0.16
LRP10	1.2322
KRI1	-0.67875
PUS7L	0.1235
MGMT	0.774
HOXD1	0.000499999999999996
CSH1	0.1839
ATG16L2	-1.27025
FLJ44635	1.4635
CHODL	2.006
EXOSC8	-1.1365
SLC28A1	-0.42925
MYO7B	-0.662
SEH1L	-0.7296
MTNR1A	-0.106
TSPAN5	0.655833333333333
CDC45L	-4.717
AMIGO1	0.677
ATAD3A	-1.7625
OSGIN2	-0.264666666666667
PDIK1L	0.6415
DARC	3.793875
PIPSL	-0.221
SHMT1	-0.15225
CRISP3	2.6215
POPDC2	2.41483333333333
ZRANB2	-0.454833333333333
FBXL8	-0.4865
TRIP13	-3.86427272727273
EIF5AL1	-1.1115
POU5F1P3	-4.8865
IL6	-1.7415
CXorf38	-1.19533333333333
IFNA16	-0.012
FBXL2	1.6455
BRD1	0.71225
STATH	-0.28825
FBXO44	0.709833333333333
MCCC2	-0.21325
CDC2	-3.5635
C5orf23	-0.4085
IVD	0.609666666666667
C10orf122	-0.93925
MSL3L1	0.1203
MVP	-0.13725
EPOR	-0.9404
ZMYM1	-0.334333333333333
BCL7C	0.301
PSTPIP2	1.0724
LYPD1	-2.19425
OR8G5	-0.713
ZP3	-0.743333333333333
BCAS4	-0.314666666666667
EDG6	1.6405
ISY1	-0.029
PRAMEF2	-1.09725
CUL1	-0.16775
RNF213	-0.1434
CCRK	0.7315
DHX9	-0.277375
C13orf29	-0.8555
NCKAP1	0.3005
MRPL43	1.02257142857143
XPR1	-0.2815
PKN2	0.2496
PODNL1	0.6865
ZNF333	0.762125
DALRD3	0.5365
OPN1SW	0.162
BTBD6	0.50575
C11orf82	-2.9655
OR5P3	-0.0375
DUSP11	0.759
L1CAM	-1.6094
NEK11	2.272
OR7E91P	1.22
CNTN3	2.8764
CREB3L2	-0.3495
ZBTB37	-0.324
KIAA1324L	0.3915
NDUFB10	-0.215333333333333
NUDT2	0.21225
GTPBP8	-0.21225
CACNA1D	0.762375
PRKAA2	-0.0691666666666667
PRDM8	0.122
MGC16075	-0.263
KRT14	2.38407142857143
PP8961	-0.19375
MRPL18	-0.0385
ABCG2	-0.352
PACRG	3.05875
BBS2	1.24125
KREMEN2	-3.7915
FBXO21	1.06325
HNRPUL1	0.10325
GRB10	0.7835
CLSTN1	0.51875
LMAN2	0.2388
C17orf61	-0.2245
NIPSNAP3A	1.0955
INSIG2	-0.496333333333333
PCDHB7	1.25766666666667
STXBP2	0.5615
CMAH	2.31363636363636
SEMA5B	-0.682
ZNF155	0.813833333333334
COQ6	0.1095
PRPF4	-0.9885
TSPAN15	2.3472
VN1R5	0.17575
LATS2	0.78025
SELK	0.5015
PGK2	-0.483
MS4A1	1.08375
TYW3	0.00360000000000003
KRTAP5-1	-0.585
RCCD1	-2.06683333333333
BTN1A1	0.2895
DDX28	-0.4015
TMEM65	0.145375
LOC92345	-0.14325
TTC31	-0.4425
WDR46	-0.767
CHP2	-0.689666666666667
LSP1	0.20875
ZNF542	0.34525
EXOSC1	-0.11775
ARHGAP18	-0.103833333333333
LRRTM4	0.634625
MAOB	3.44691666666667
CACNB4	2.158
MGC33846	0.9645
RANBP3L	3.2795
ATP5L	0.352
ONECUT1	-3.3075
NUDT9	0.413
TMEM149	-0.125
STX17	0.4225
IGSF10	0.31125
TMPRSS9	0.186
BMPR2	1.0345
ALLC	0.527
KLF7	0.112875
GCC1	0.5035
TIMM9	-0.54575
CDO1	3.00883333333333
MGC10701	-0.221
IFI6	-0.106833333333333
FRMD8	0.78825
MGAT2	0.0065
WBP5	0.350833333333333
CNIH2	-0.77225
KIAA0907	-1.2317
KCNH8	2.4755
CTSG	0.59
GRIK1	3.07683333333333
CUL5	0.896125
FRMD1	0.134
OR9A4	0.339
SYT6	-1.518375
FOXD4L2	-0.0065
ANAPC2	0.1325
OPN5	-0.069
TAF13	-0.584
LYG2	-0.515
GGNBP1	-0.177
C11orf40	0.08
OTX2	-1.342
REG4	0.307666666666667
EIF5	-0.162125
PALB2	-1.07925
SEPSECS	0.1125
RNASE3	-0.3055
TRIM49	-1.5745
POLR2K	-0.2848
GPR42	-0.329
C8B	0.34275
SASS6	-0.991
PREB	-0.805
OR3A3	0.4455
TUBA8	0.162625
IGLV2-14	0.02025
STIL	-3.08475
ANKFN1	0.4285
NME7	0.14125
HOXC12	-1.5755
UBE2C	-3.556625
FHOD1	-1.229125
CDK2AP1	0.127
OR6K2	0.04375
DHPS	-0.3625
RPL5	0.45875
TRGV5	-0.0215
LOC541472	-0.176375
HCCS	-0.6079
DENND1B	1.132
LHX3	-0.6425
OR5D16	-0.147
CXorf57	-0.849833333333333
IRF2BP1	1.0625
NDST2	0.167166666666667
LCE3D	-0.3835
BOLL	0.2855
SYT3	-1.106
PIH1D2	0.53475
C20orf7	-0.851
IL1R2	0.420333333333333
SLAMF9	-0.0675
PPME1	-0.792
PIK3CA	0.68375
TRAPPC1	0.087875
COLEC10	-0.50625
SLC9A6	-0.333166666666667
PDDC1	-0.497583333333333
CCDC53	0.53225
GK3P	-0.93625
DAZL	-0.75
BRI3	-0.31925
SDK1	0.341375
CYP2C18	0.1635
IFI44L	2.00675
RPL3L	0.332
FUT9	0.6975
KIFC2	-1.22016666666667
PMP2	-0.272
SLC4A9	-0.3255
PLAG1	-0.790333333333333
MYCBP2	0.693166666666667
OR4E2	0.4655
CCDC65	1.23225
C16orf82	0.01925
ENTPD4	-0.05525
BRP44L	0.44175
PMP22CD	-0.2165
TMCO4	1.071
KCNN1	-0.196833333333333
WDR35	-0.0985
CCDC80	2.964375
C3orf31	-1.0675
SLC7A9	-0.7235
TMEM190	-1.12825
DBC1	1.22633333333333
FADS3	-1.03783333333333
PDZD8	0.290833333333333
GRM5	-0.2625
AZGP1	4.6414
PEX3	0.965
MED1	-0.319857142857143
ATG4C	-0.480333333333333
HNRPH3	-0.440625
FAM109B	1.778
C4orf17	-0.5725
CA10	0.924
OPRD1	0.089
CCL16	-1.484
SACM1L	0.7115
CST6	2.91425
CD63	0.545125
LGI1	-0.8075
ZNF784	-0.367
CRYBB1	-1.437
CX3CL1	1.89485
TOP2A	-4.090875
GYPB	-3.721
GADD45GIP1	-0.915
FEN1	-2.627
IGF1R	0.93825
WDR72	-0.939833333333333
PURG	0.677833333333333
DEFB126	0.6225
PKD1L1	-0.15875
CAV1	-0.11
GNPDA2	1.1456
DGAT2	0.63775
NLGN1	-0.516
STRBP	-0.10725
HPRT1	-1.53483333333333
FANCI	-3.36475
PSMA7	-0.79325
DBF4B	-0.896
TTF1	-0.324
RAD54L	-3.64925
ELOF1	-0.04675
PLAGL2	-1.04725
ZNF256	0.003
HMGCL	0.43525
MSI2	-0.750333333333333
RPESP	3.70933333333333
C11orf60	0.87225
ABCD1	-1.0745
ACAA1	0.5075
SPARCL1	5.588
IL6ST	2.6401
ZNF319	0.90775
TMEM109	0.3369
FAM90A1	-0.3775
IL22RA1	-0.6005
ATP4B	0.2845
TEC	-0.243166666666667
C7orf30	-1.09775
TXNDC2	-0.661666666666667
ABCB4	-0.5555
KIAA1191	0.819875
C9orf38	-0.066
SFTPB	0.037375
CNTNAP2	0.36425
FRK	1.7985
TBX19	0.57575
CHD4	-0.141
C6orf26	-2.41
MOSC2	1.641
IKBKE	-0.235
HIF1A	-1.36683333333333
LOC595101	-0.831
RELA	-0.0621666666666667
TMEM16B	0.2185
ABHD12B	-1.76025
TSEN34	0.3835
KIF18A	-3.477
TXNDC9	0.2045
SPATA2L	0.0215
SEMA4G	-1.4325
C21orf91	-0.118
MATN1	-0.422
KCNIP4	0.258833333333333
TUSC1	2.320875
OR4C15	0.24575
ARMCX6	0.81925
WBSCR27	-1.8055
OR52I2	-0.608
KIAA1604	-0.027
DYNC1I1	-0.24225
PPP4C	0.05525
SLC47A2	-0.773666666666667
TREH	-0.04625
CD48	1.74183333333333
ST14	1.48166666666667
PKN1	-0.72625
SPON2	2.71075
XBP1	3.34425
SFRS12	-0.2975
EFCAB6	3.02125
SELT	0.364
SLC39A2	0.7735
ERF	-1.50483333333333
ARL3	0.79275
SURF6	-0.5641
MLLT10	-0.0106190476190476
FLJ11171	0.820166666666667
TDGF1	-4.0605
ERCC6	-0.003
EIF2AK4	0.64175
BAZ1A	-0.334833333333333
LRRN3	1.8135
TMC3	0.1815
EFTUD1	-0.26875
PTPRO	0.394666666666667
CLEC12A	0.30575
ACBD4	0.002125
ZDHHC14	0.060125
OTUD7B	0.322625
ACTB	-0.258375
MSRA	0.229625
LCE5A	-0.2655
IFI35	-0.005
BSCL2	0.299833333333333
ANKRD12	0.95025
CFHR2	0.30225
RGAG1	0.250833333333333
HSFY1	0.568
SLC30A5	0.501083333333333
IMPG1	0.5885
GPR109A	0.5805
ZNF185	1.4345
IYD	0.66425
NPCDR1	0.1895
SERPINA13	-0.168
HMGCLL1	2.57875
NEUROG1	-0.398666666666667
UBQLN1	-0.2066875
LIN37	0.213
SOCS2	0.27175
DSCR4	-1.56575
XKR6	1.24425
GPR142	0.129
KRTAP13-3	-0.2565
CCDC15	-0.4215
MOS	0.316
CD1E	-0.8195
OFCC1	0.215
FAM83D	-4.46
SRFBP1	0.2875
C9orf96	-0.2705
DHDH	-1.14025
CCDC90A	-0.3655
RABL3	0.64045
CD320	-1.56866666666667
ANGEL2	0.269333333333333
MRPL21	-0.3395
SMG6	0.522666666666667
INSR	1.2919375
FLJ14816	-0.3515
GLRB	3.25683333333333
C9orf89	0.01125
CIZ1	-0.500125
URG4	-0.447333333333333
LRDD	-1.7905
CBY1	1.44883333333333
NFX1	0.155
MTERFD2	0.0736428571428571
C19orf23	-0.1355
PGC	-2.958125
IER3IP1	0.3837
RASAL2	0.48625
C1orf89	-0.045
SYNJ1	-0.388625
NFKBIE	0.521
FLJ40125	-1.10433333333333
TCEB2	-0.4926
NOG	-1.3495
POLR2J2	-0.500166666666667
HLA-B	2.12025
PCDHA1	1.3905
PPP2R2B	0.70375
ARHGEF17	0.717
TCF7L2	1.50914285714286
CHD5	-0.405666666666667
ZNF431	0.191875
TBC1D25	0.545
ZNF800	0.4355
SCUBE2	4.168
MYCBP	0.688
GPX5	-0.0385
C6orf129	-1.09133333333333
QSER1	-0.291833333333333
ULK2	2.0495
PIGO	0.124666666666667
NRCAM	-1.79028571428571
SLC35E3	0.184125
CSRP2	0.3325
HYPE	0.694
MAPK15	-0.00383333333333333
MGC14327	-0.0005
TIMM13	-0.142666666666667
ZNF462	1.26925
GBA3	0.82075
TEX13A	-0.249
MCM6	-1.99911111111111
MTRF1	-0.726
ABCA7	-1.3885
EIF4A2	0.7
ZC3H10	0.7194
RPGR	0.235666666666667
C20orf94	-0.059
RP1L1	-0.30875
GPR125	0.180857142857143
USP22	0.291857142857143
OR1L4	0.08625
MLZE	0.32725
FLJ32065	0.0155
PTCD1	-0.6435
CRTAC1	1.90316666666667
BXDC2	-1.0605
C18orf1	1.388
FAM107A	2.24692857142857
EFNA3	-0.18925
P18SRP	0.1635
CAMKK2	0.47175
KIAA0649	-0.05475
NES	-2.31296463463574e-18
HS6ST3	-1.325
PON2	0.2495
TCP11L2	0.0975
CLEC4A	1.93125
PRR12	0.346
MLXIPL	-1.73
C2orf50	0.9145
ZNF28	0.74625
ENC1	0.418166666666667
MAP2K1	-0.591
FKSG2	1.26175
KIAA0430	1.5205
PTP4A1	-1.29527777777778
GPR156	-0.9835
GTF3C6	-0.4245
UBR2	0.1832
LOC388272	-0.96175
MAK	0.564666666666667
ACOT4	2.27825
STC2	1.5665
PIGW	-0.874625
SAE1	-0.974375
COL6A1	-0.099909090909091
OAZ1	0.338666666666667
STMN4	1.52683333333333
EDG3	0.0603333333333333
SGCE	1.2545
IL11	-2.57
PRSS8	1.85525
YIPF5	0.83
WNT4	3.304625
CSN2	0.0501666666666667
TCF7	-1.908375
TDO2	-0.20375
SAMD9	0.110125
S100A7A	0.1685
MMRN1	4.735
GKAP1	0.42125
AKR1C3	-0.54375
RNF19A	0.118375
GMDS	-0.1865
YKT6	-1.036625
SPARC	0.8317
C12orf31	-0.64375
UBE2V2	-0.851
FBXL18	-0.787833333333333
KIAA0460	0.393
ADAM22	-1.021375
SERPINC1	-4.28175
KCTD21	0.798
MYOHD1	-2.47675
ZNF37A	0.179166666666667
GTF3C1	-0.5075
CTSZ	1.09375
PRNPIP	-0.254875
DRD1IP	-0.24675
NR1I2	-2.026
ZNF266	0.3934
SPAG4L	-0.019
COX4NB	-0.517
SAPS1	0.848166666666667
APOA1	-3.751125
TATDN1	-0.431333333333333
C10orf82	0.678
KPNB1	-0.9365
FOXO3	1.12658333333333
CRYBB2	-0.9515
ZBTB5	0.0703333333333333
SLC25A38	0.054
DCTN2	0.0075
IFT20	0.487
CTHRC1	-0.04275
C1orf31	-1.262
UHRF1	-3.0636875
GPC6	-0.716
C10orf54	2.153
MCF2L2	-0.526666666666667
WNT9B	0.02425
OLA1	-0.33625
FAM120B	0.4945
TTLL10	0.357
CYorf15A	-4.5215
RELN	0.5893
SCN2B	2.64025
MFHAS1	-0.9585
NKX3-2	-2.19733333333333
RASGRF2	-0.5245
SSBP1	-1.38366666666667
KPNA6	-0.496
LOC389118	-0.3875
HS3ST4	1.3832
SUPT7L	-0.139875
FLJ32658	-1.37075
IGFBPL1	-1.18125
KIAA1641	-0.3955
