Hybridization REF	TCGA-A8-A07I-01A-11R-A00Z-07
GPATCH2	0.96575
ZNF655	-1.092625
ZNF227	0.319333333333333
MCOLN2	0.672166666666667
NQO2	0.344
KCNQ5	0.154
NEU1	0.749833333333333
QRICH1	0.091
ZBTB20	0.291333333333333
RPUSD3	-0.45525
EPGN	-1.1975
TSN	0.04925
SPRY2	-2.2665
LZTFL1	0.196375
GMFB	0.735125
PBEF1	-1.4464
HBG2	-2.84366666666667
TMEM8	-0.515
PALM2-AKAP2	-0.637
NFYA	0.978
FAM108A1	0.272875
PBLD	1.091125
NRG4	-2.73625
PIGF	-1.051
PTGER1	-0.107
NOS2A	1.27816666666667
C21orf34	-0.939833333333334
C21orf51	-0.829916666666667
IL17C	-0.4725
TRMT6	-0.74
ETV2	0.323666666666667
CCDC109A	0.4695
MYLK2	-0.4005
ATP10A	2.1456
DPH4	0.03225
C5orf5	0.545166666666667
KCNA4	-0.0514
NMNAT2	-1.804
GLYATL2	0.212
LSMD1	-0.349125
IL23R	-2.722
NRF1	-0.441
MUC15	-2.89716666666667
PRDM12	-2.8385
PAQR4	-0.0922142857142857
RBBP6	-1.2820625
IFI27	4.4805
SKAP2	-0.291
TAGAP	1.92725
TJP3	1.6825
C9orf61	0.853
IDS	-0.1645
PARG	0.46475
LOC131149	0.6
DYRK4	0.292333333333333
MICALL1	-1.17375
GALR2	0.1015
GPBP1L1	0.204625
TBX21	3.43225
KCNJ6	0.269666666666667
GGN	-0.2485
CASP5	1.041
RNF182	-5.33675
BRD4	0.2505
DOK4	-1.11925
SLC46A2	0.859
SOX9	0.460666666666667
ZNRD1	-0.4035
PRR6	-3.42725
FAU	-0.83825
DTNB	1.1375
CARD9	-0.0945
STS-1	-0.455333333333333
SLC4A5	0.49525
NSBP1	-1.34125
UGCGL2	-0.390416666666667
POTE15	0.0295000000000001
NOXA1	0.195
RP13-347D8.3	3.19575
SAMD10	-0.6755
EP400NL	-1.36
TCF21	-0.558
AMELX	0.51775
JPH2	0.3581
SLA	2.033125
DLST	-0.830166666666667
SEPT12	-0.1265
RGS20	-2.4705
LXN	0.2625
ZNF419	0.969875
UPK3B	-0.0521666666666667
RELL1	1.39825
ESPNL	0.6985
KLHL21	0.02275
PI15	0.5905
C2orf61	-0.3815
LOC407835	-0.0635
RER1	0.475333333333333
ELAVL2	0.4695
MGC26718	0.5535
KLF2	2.57625
TNFAIP8L3	0.554416666666667
TFE3	0.19075
C11orf17	-0.94975
15E1.2	-1.94675
SNRPC	-0.153
DLGAP1	-1.15725
PGLYRP1	0.0855
OVCH2	0.031
IRF7	2.1682
SET	-0.3561
NAB2	0.0945
LRP5L	-1.661
FAM120A	0.652125
ASCL2	-0.542666666666667
SHH	-0.2795
ATP5H	-0.802333333333333
THPO	1.12266666666667
TYRP1	-3.71033333333333
HIST1H3E	1.50216666666667
EIF2S1	-0.0117222222222222
TNFRSF17	-0.236333333333333
TARSL2	0.5245
NKX2-8	0.5095
C1orf115	1.779375
LOC56964	0.59
KIAA0841	-0.52825
ISCU	0.273
TTMA	-0.413
ZNF414	0.565
LOC441150	0.2215
RAB15	1.22
HBP1	0.720666666666667
TNNT2	0.735666666666667
CECR5	-1.158
PHGDH	-3.1355
JRK	-0.6132
XPO4	0.312875
FAM131C	0.8985
ARHGAP25	1.33333333333333
CA9	-3.21755555555556
GPR62	0.2485
TLX1	-0.394
GPS1	-0.56275
OR2M2	0.5905
BDP1	0.459785714285714
FAM70B	0.4745
RPS29	-1.04391666666667
MKLN1	-0.766
TSPAN19	-3.009
SLC29A3	1.1735
LGALS4	0.5625
USH2A	0.1105
NF1	-0.1995
APOBEC3A	3.468
IMPAD1	0.756166666666667
OLR1	4.00083333333333
NRAP	0.37
HCFC1R1	-0.328833333333333
TAOK2	0.118833333333333
MCM10	-2.3305
MAP4K3	0.531666666666667
CBS	-1.981875
CLK3	-0.3278
PCDHGA5	-0.151
ELF4	0.0545
FAM71A	0.632
C11orf49	0.52725
CLIP2	-0.42725
BTBD9	1.6328
ZNF524	1.3525
KDELR1	0.3015
ZNF509	0.3705
NCSTN	1.468
ZNF533	-0.671642857142857
PARP4	1.965375
GALNT9	0.052
NPY	-2.064
BEGAIN	-2.25466666666667
TMEM77	0.307333333333333
FOXRED1	-1.209
SLC16A2	3.16016666666667
SLC35B1	1.8215
GK5	-0.736416666666667
SDCCAG10	-0.54
C4orf20	-0.0815
SLC9A2	0.9105
ADD1	0.617
TAL2	0.848666666666667
ACLY	-0.03675
DNAJC1	0.1695
SOST	-2.74875
USP43	1.70583333333333
CYP4F12	-1.1
FKBP5	0.13925
CHCHD5	0.215
NUDT22	-0.25675
CCDC85B	-1.11875
OR51G2	2.062
STRN3	-0.00914285714285715
TMOD2	1.024
FLI1	0.0105
MAB21L2	-1.34816666666667
DGKQ	0.57125
VPRBP	0.462333333333333
SCNN1B	-0.5532
ECHDC3	0.6108
TMEM106C	-0.6935
CSNK2A2	0.2615
RPL39	-1.0805
HERC3	0.175222222222222
ZBTB47	0.753
ZNF681	-0.11125
PAGE2	-2.62275
CLIC5	2.4465
RABAC1	1.0055
ZFHX2	1.01525
YPEL1	0.860166666666667
KIAA0776	0.48575
NR1D2	-0.0655
DNAJC4	0.351875
NPNT	2.8197
ZNF677	-0.314
ZNF536	-1.275
MEF2B	-0.164
PTPN4	-0.227
CTCFL	-5.1265
STX5	1.04866666666667
CD72	2.9085
VEGFA	-0.821473684210526
XRCC1	-0.3244
MAS1L	0.796833333333333
ELL	0.5968
SETBP1	-0.82475
CDH11	3.54516666666667
NDC80	-0.697384615384615
DMBX1	-0.909
NRSN1	0.531166666666667
BAT2D1	-0.331375
CDS2	0.475833333333333
C1orf212	-0.233333333333333
SENP3	-0.599375
IL1F9	0.4545
EEF2K	-0.023625
COG8	0.29675
CEP72	-1.901
OR1L8	-0.0365
MUS81	-0.51225
PHYH	0.113375
GGT6	1.21933333333333
C22orf23	-1.09758333333333
C13orf33	2.47125
MAPK8IP2	0.63825
NELL2	-0.71925
POU3F2	-2.5645
ALPK1	0.72225
MRPS18C	-0.25625
RPLP2	-0.725125
FGF22	0.2305
SPNS1	-0.235
ZFP1	-0.751
IL1RAPL1	-1.58725
PCSK9	-3.132
NKX2-1	0.212153846153846
C6orf189	0.4375
SP4	-0.85
SLC11A1	2.3753
C21orf25	0.0496666666666667
ICAM2	-0.00149999999999997
SH3GL1	0.311
GSK3B	-0.009
RALB	0.824125
PDXP	-1.34366666666667
GNGT1	-3.22783333333333
KIR2DL1	0.743
TNFAIP3	-0.03175
C6orf32	0.9058
CBLN2	0.557
PANK3	0.8215
TAAR9	-0.344
WDR82	0.493357142857143
APOM	-3.563125
TRIP10	-0.40375
SPATA16	0.240333333333333
C1orf135	-1.1635
USP51	0.20175
TESK1	1.51125
C11orf64	-0.227625
ZNF611	0.772
PDE6G	0.543333333333333
HLA-DQA1	3.304375
GCLC	-0.3085
SEC61A1	0.269357142857143
TWSG1	0.641
ZMYND10	1.96775
CTDP1	0.67475
ADAMTS6	0.354666666666667
SLIT1	-1.63375
KRT86	2.926
KIAA0574	-0.673
GTPBP2	0.1245
PQLC3	0.79
PRRX2	0.377166666666667
C15orf44	0.125333333333333
MKKS	-0.49575
C11orf10	-0.3675
GPR110	-0.688857142857143
CD109	-0.859333333333333
ADCY1	0.0118333333333333
RHBG	-1.873
TP53I3	0.57325
SLC22A3	-1.3826
UCP2	1.59325
FOXG1	-2.841
OR2AG1	0.393
TRIM24	-0.998
PROC	-3.082625
TAAR6	0.60525
AMTN	-0.859
C10orf47	-0.806333333333333
DEPDC1	-2.054
FLJ45557	1.33825
ZDHHC17	-0.3346875
KIAA1429	0.631833333333333
KCNH1	0.73
VNN3	0.2465
PSMAL	1.79325
PPARD	0.7915
HFM1	-3.524
YBX1	-1.66833333333333
ZNF695	-2.6205
SCTR	-0.031
DCDC1	-0.2765
VPS26B	0.1634
MTF2	-1.40183333333333
ATP6V1F	-0.17275
CCDC94	0.1675
PERF15	0.525
CCL11	3.25175
LMO7	-0.46
DCST1	0.624
ADRBK1	0.06975
CDRT4	-0.273875
ZNF84	-0.52025
HOXD8	0.789
STARD8	0.037
FOXP2	-1.72228571428571
CCDC103	0.333
POLR3A	-0.0602
GSC	1.04866666666667
ZNF114	-3.36433333333333
HTR7P	0.599
LALBA	1.3165
RMND5A	0.253666666666667
PSCD2	1.51825
ZNF409	0.535
KRTAP1-3	0.1884
MAF1	-0.149
LOC201725	-0.752
NRN1	-1.970625
SPAG5	-1.301
DNAH7	1.79983333333333
FLJ43860	0.673
BRCA2	-0.60725
ACADM	-1.317875
CXXC6	-3.529625
RAGE	-1.024875
CHMP2A	0.50425
FAM8A1	0.4488
GPR21	-0.0825
SLC12A3	-2.8755
FVT1	0.690928571428571
ZDHHC7	0.498875
FLJ44048	0.5645
SLC44A3	1.82433333333333
SDSL	0.8665
MMP8	-1.082
PLA2G12B	-3.54566666666667
ACY1	-0.34825
MT1E	2.25316666666667
OR4K15	1.1995
TECTB	0.2895
GPR20	-0.094375
IRAK2	-0.4585
RFPL3	-0.378125
MYO9A	0.343
NARG1L	-0.73925
BLMH	-1.464375
CCDC3	1.7335
C9orf21	-0.134833333333333
KIAA0513	1.21033333333333
MIER2	0.281
PNMA2	-1.66291666666667
SH3BP2	0.6969
ANXA10	-0.29925
RTN2	0.702
TFB1M	-1.734
PRPH2	2.65675
C14orf133	-0.23475
GOLGB1	1.45233333333333
IRX4	1.36975
NFKBIL1	0.3555
C10orf62	-0.697
APBB3	-0.6615
RPS10	-0.0663
LOC728378	0.9475
TLE3	1.49666666666667
PSMB7	-0.264875
MESDC1	0.88
SLC6A1	2.171
OCLN	1.28516666666667
PTTG3	-1.68316666666667
NAGLU	-0.44875
SERTAD4	2.945625
SPRY1	0.1615
FLJ10781	-0.797833333333334
MYSM1	-2.77375
TRIM4	-0.0875714285714286
SH3YL1	0.963
TREM2	3.741
SERPINI1	1.11825
HDHD3	0.379125
TMEM38A	0.414125
EID2B	-1.85525
TDRD3	-0.8335
SEDLP	0.65475
THSD7A	0.9565
NDST3	-1.782
KLHL15	-0.868666666666667
DHRS12	1.358
FBXO9	0.225142857142857
TNPO1	0.113
MRPL13	-0.3105
SNX5	-2.06566666666667
METTL6	-0.64475
SOD1	0.04575
CHML	-0.841333333333333
PACS1	0.86775
SIRT5	-0.4778
CAPN2	1.01233333333333
FXYD5	-0.917166666666667
TWISTNB	-0.48125
LRFN1	-0.0435
UBE1L	2.33675
UBE1C	0.2075
OR51B2	-1.48025
OR4D11	0.9325
C15orf2	-0.5445
NR4A1	0.584333333333333
LOC339047	-1.84375
TRIM17	-1.318375
ATP5G3	-0.0950714285714286
RPL15	-0.711916666666667
ADAMTS8	-0.946
HOXC4	0.3665
C14orf37	2.598
CEACAM5	-1.532625
MYT1L	0.553833333333333
RASA2	0.071
OSBPL7	-1.3755
STAG1	-0.266
GIMAP4	4.55916666666667
FUT3	-1.61883333333333
PIF1	-2.119625
LPIN2	-0.0685
SH3PX3	0.46725
PDP2	-0.08775
PAPD1	-1.267875
ERP27	4.9325
APOOL	-0.0759
DIABLO	0.323
TRHR	0.587
ARMC9	-0.0285
RNF152	2.54875
SLITRK3	0.0756
ZNF211	0.8137
PFDN1	0.527625
RGS11	1.3015
HS6ST1	1.0999
AKR1D1	-2.08275
TNP2	0.0996
STK31	0.277
EML4	-1.01416666666667
SGTA	-0.1375
HIST1H2BI	0.695833333333333
PSMD6	-1.32266666666667
KIAA1257	0.11675
C18orf55	-0.517166666666667
FLJ20273	2.47725
RPL28	-0.307
EPYC	1.846875
NOX3	-0.2235
ELAC1	-0.983833333333333
METT11D1	-0.99625
BIN2	0.251333333333333
NACA2	-0.534
CCDC17	-1.1305
HM13	-0.0111
UBOX5	-0.158625
UBE2O	-0.01175
UBL5	-0.0645
APOLD1	1.0465
C9orf31	0.4505
TNFSF8	0.81
ARHGAP29	1.207875
PROKR2	0.8535
PDE5A	-0.0065
C6orf12	-1.0455
TOM1L1	-0.855
WHDC1	0.2905
FOXI1	-0.0313333333333333
RAB4A	0.8541
TMEM39B	-0.88175
ATPBD1C	-0.867
FARSA	-0.531333333333333
PLEKHG5	-0.096
CMAS	-0.615833333333333
OR7E24	-0.223
SLC30A1	-0.466
CDC42EP5	1.09016666666667
PLAC1	0.224
KLHL18	0.429583333333333
LBA1	1.5414
TAZ	-1.3675
CRIP2	0.42825
BTBD11	-0.0478333333333333
C16orf72	0.6895
DIO2	2.7005
LRRCC1	0.795833333333333
CCDC136	-2.5285
PRX	0.202
RBM5	0.2356
TMEM85	-0.410125
TUBGCP4	-0.790666666666667
APLN	0.9275
CDK7	-0.098
SSR2	-0.00133333333333333
CRELD1	-0.16475
C19orf46	2.1175
GAL3ST4	0.758666666666667
KBTBD10	2.329
IL28A	2.00725
WDR27	-0.8545
MCM2	-0.76
SOX14	-0.316
FLJ39743	0.4605
KIAA0922	-0.323125
HIPK4	-0.064
FLJ25758	-0.874
C16orf57	-0.3905
PDZD2	1.4215
MCC	0.54625
HHLA3	-0.431
ID2	0.98525
C20orf23	2.04125
ZNF688	0.62475
APOC2	-0.481166666666667
LOC440093	2.17525
FAM50B	2.601
PWP1	-0.4515
DNAH10	1.21275
HIST1H2BA	-0.864666666666667
GPR56	1.0075
METAP2	-0.154625
PAN3	0.963666666666667
STXBP4	-0.732375
PDHX	-0.0595
MTA1	-0.417
ZBED4	-0.097
ZNF720	-0.46425
CDK2	-1.79075
RHOJ	0.332625
CDC37	-0.0625
ZER1	0.476875
GRK4	0.02825
PRPH	0.04
POLR2A	0.198875
OGFOD1	0.01725
NOL5A	-0.4265
PHEX	0.92
FLJ16478	-0.3335
C20orf117	-0.82225
CAMTA2	0.839
C11orf74	0.0848333333333333
DDX17	-0.22675
C5orf27	0.149375
PLEKHA2	-0.8606
PDE4DIP	-0.4997
SCN7A	0.82375
ZNF559	-0.430833333333333
CXCL10	3.8605
ZMYM4	0.238833333333333
STK32B	1.25106666666667
KIAA0888	-2.1859
TACR3	1.149
CKAP2L	-0.323
KIF1A	-1.29666666666667
RSPRY1	1.08575
VCAN	1.46175
CYP27C1	0.573
SYDE1	-0.707333333333333
MED12L	-0.48775
ZDHHC21	1.7405
NHS	0.3515
TM9SF3	1.4145
DDHD1	-0.25725
MAFG	-0.950583333333333
BICD2	-0.2253
C14orf119	-0.224666666666667
C14orf43	0.659571428571428
CDH7	-1.608
ALKBH5	-0.389357142857143
JUP	1.23725
TMEM41A	0.352333333333333
MAMDC4	-1.30916666666667
CBX3	-0.415125
LRRC18	0.20075
RBMXL2	-1.24433333333333
PLA2G4D	0.781666666666667
FGF13	1.731375
KIF3A	0.5515
PDIA6	-0.657
DCXR	-0.24875
CASKIN2	1.60266666666667
EHD1	0.342
MARCKSL1	1.166
ZNF496	-0.246666666666667
SCAF1	0.4625
KCTD8	-0.9575
TRAF3IP3	0.924071428571429
LSR	1.5755
CXorf1	0.3472
C14orf112	0.493166666666667
EIF2B1	0.35675
OMP	-0.2855
GSTZ1	-0.25975
LOC92017	0.9085
ISLR2	1.2905
C12orf36	0.83
GATA2	-0.3714
GABRA5	-2.504
CELSR2	-1.58378571428571
STAM2	1.2612
TNAP	-0.754
PTPMT1	-0.49
GRP	6.5615
SV2A	-1.66
MAGEA12	-4.2515
CACNG1	3.715
C18orf19	-1.03275
GSG1	-0.407
PTPRJ	-0.281142857142857
FRMPD1	0.052
ZNF668	0.211
PLEKHJ1	-0.788875
ADAT1	-0.0879
TMEM50A	0.8054
UCN3	0.081
HOOK1	-3.574875
IL17B	0.2345
MLKL	0.0565
TTC14	-0.830333333333333
KLHL5	-0.5965
CRYL1	-0.0753333333333333
FOXH1	0.1405
NFYB	-0.099875
PPM1G	-0.18475
GOLGA2LY1	-1.1885
NMT1	-0.675125
HADHA	0.0482
CHSY-2	3.19575
PLEKHF1	0.559428571428571
SAGE1	-3.2
MUSTN1	-0.164
SUHW4	0.93825
TFEB	1.16966666666667
ZFYVE27	-0.1885
ATG12	-0.328166666666667
BMI1	0.841357142857143
ZIM3	0.827
MYH4	-0.26425
MASP1	-0.971833333333333
KIAA0984	1.6045
RPAP2	-0.9645
ASB5	0.45
BOLA3	-0.768833333333333
MIA3	1.73016666666667
KRT35	0.041
KIR3DL3	-0.6505
MRPL51	-0.5815
SEMA3F	0.9335
NDUFB2	-0.356166666666667
LOC253012	-1.18925
FAM46C	-0.5413
G6PC	-2.66985714285714
CSAG3A	-3.2575
PREX1	1.226
SLC25A45	-0.245
MAPKBP1	0.654
CPE	0.0801
GNB1	0.42925
CXCR6	2.752
TRIM46	-0.011
C16orf3	0.294166666666667
HPSE	1.730375
TIGD3	-0.085
SPG3A	1.967
LCAT	-0.886333333333333
ST6GAL1	-1.32147058823529
POMC	0.17925
FLJ36031	-1.044
NSMAF	-0.530166666666667
SKIL	2.676
ADSS	0.476666666666667
HMGCS1	-0.5025
POLR3F	0.121333333333333
RAB10	0.7325
ZNF277P	-1.407375
ZBTB7B	1.35975
DHRS1	-0.050125
ABCC13	0.886571428571429
CNOT3	0.27225
NFKBIA	0.94
GAK	0.3205
SFT2D2	0.5615
HOXA6	0.2575
CRTC1	0.23875
LY6D	-1.17466666666667
C20orf72	-0.928333333333333
CPT1A	0.41575
LMO1	-0.606
EIF3I	-0.08175
PRB4	-0.153
MCM3APAS	-1.42275
C20orf132	-0.6036
FOXF2	-1.5615
S100A12	0.084
MLH1	-0.0981666666666667
ACTN1	0.9802
MRPL36	-0.562833333333333
C20orf106	1.57075
FBXO6	1.713
MKS1	-0.945833333333333
CX3CR1	-2.466125
PDE1B	1.2945
PLP1	-3.342
KISS1	0.528
C14orf2	-0.427
TBC1D3P2	-0.07425
COMMD6	0.6042
ANKRD7	-2.23175
PTCHD1	-0.40125
NARS2	-0.2935
DOCK7	1.09225
FAM127B	-0.066125
LOC390243	0.061
N6AMT2	1.357
ZNF391	-0.886
DNAJB14	0.4425
WRB	-0.170375
BPI	-0.0296666666666667
TTC4	-0.0521666666666667
FAM10A5	-1.22775
GOT1L1	-0.385555555555556
MAGED1	1.37475
RESP18	-0.314666666666667
WFDC6	-0.0625
MT2A	0.88
C11orf56	0.1765
KIAA1432	1.336
ROR1	-1.224
HSD17B14	0.930166666666667
ZFAND2B	0.478625
SAMD4B	0.716
HEXA	0.10275
HNRNPU	-0.00586363636363638
USP39	-0.14875
NRD1	0.37975
R3HDML	0.588
FLT4	0.409166666666667
OMG	-0.360833333333333
OR52N4	0.5375
LOC399818	-0.57975
ELA2	-1.76475
VENTXP1	0.259
RFC5	-1.016
OR52L1	0.245
PAX5	0.271
FBXO2	-1.0325
GMEB1	0.583
AKT3	-0.505833333333333
CRB1	-1.7538
CTTN	0.729
UTP15	-0.242166666666667
HSBP1	0.461333333333333
PHF11	1.37
NDEL1	0.2575
USP8	0.24025
BAIAP2	0.6381875
SI	0.481
ARSJ	-0.853666666666667
BAAT	-2.84
KCNS3	3.5065
LOC126147	0.244
TMEM37	-0.02775
C1orf162	3.39416666666667
MBD1	0.3084
ITGAL	0.870833333333333
WDR73	-0.144666666666667
GKN2	0.295166666666667
ARFGAP1	-0.561125
SLC5A8	-0.4652
ZBTB40	0.1208
CYP4B1	6.5365
LYPLAL1	-0.225
CHST3	-0.5775
MAP3K9	0.531
BTAF1	-0.849333333333333
TFAP2E	0.377
RBM35B	1.49875
LOC441251	-0.657666666666667
ANKRD25	-0.0797222222222222
UQCRC2	-0.64
MAEA	0.369583333333333
HYAL1	-2.7567
RNPEPL1	0.445333333333333
CPSF2	-0.301375
PSD3	-1.6413
ABCA13	-0.23425
AGR2	2.026125
GBX1	-1.252
HDLBP	0.643642857142857
ACY3	-0.71475
HECW1	-0.44875
ZNF519	-1.18975
HOPX	2.97625
ZNF304	1.1885
OR12D3	-0.599
FKSG43	0.15025
METTL1	0.35375
MFSD3	0.362
PSPH	-1.4075
CLCA3	-0.2905
DARS2	-1.764
CDC25A	-1.28433333333333
BAIAP2L1	0.0525
B3GNT5	-0.64525
USP29	0.229
ARHGEF10L	0.215
ATOX1	-0.316375
ADAM30	0.4555
DNASE1	-0.37475
STT3A	-0.504583333333333
RAB6IP1	-0.398
PTN	1.3189
C1orf106	-0.517230769230769
HECA	1.48175
RNF122	-0.0965
SLC22A18AS	-0.467833333333333
GNG8	0.471666666666667
ELP4	-0.21125
FAM65A	0.353166666666667
RPL10A	-0.2175
IRS4	-1.1025
MACF1	0.863
SEC24D	0.98425
LOC374395	0.633
TGFB2	0.012875
MDFIC	0.064
CHRNE	0.624833333333333
PCMTD2	-0.28
ATP6V0D1	0.748666666666667
MTA2	-0.051
LZTR1	0.0155
RAP1A	0.000833333333333333
AXIN1	-0.35775
POLR1C	-0.054
TRIO	0.61625
PLXNA4A	-0.5255
C5orf33	-0.89975
DEPDC1B	-2.176125
ZNF473	0.524333333333333
MTM1	1.06475
GPR107	0.92
CSNK1A1L	1.22066666666667
FLJ14154	0.439
NLRC4	4.308
ENPP4	1.73733333333333
PADI3	-0.556
RNF170	-0.00837500000000001
CG018	-0.4425
C16orf7	0.1825
KCNE1	0.19075
NRM	-0.9195
SLC37A3	0.0792857142857143
TPD52L2	-0.8695
UNC5B	2.38875
C12orf12	0.5114
SDHB	-0.115
CLRN1	0.442125
NUDT10	-1.50816666666667
UGT3A1	0.0925
FBXW8	0.008125
RHOF	-0.923375
PTPLAD1	0.2515
MYO3B	-1.305
DERA	-1.1785
TPP2	-0.6335
C19orf53	-0.132166666666667
GINS3	-0.580625
ST6GALNAC5	0.907
CHSY1	0.27475
MGC15705	0.3935
GPR83	0.892
EXT2	0.648875
DOLK	0.96725
TUBAL3	-1.93825
ACVRL1	1.9196
ABL2	-0.270416666666667
C14orf156	-0.809666666666667
PTPRZ1	-3.476625
DIP2C	0.5845
LAMP1	1.583875
RXRA	0.277
MAP3K5	0.90825
ALKBH1	0.353666666666667
PDLIM7	0.27725
ARL14	-1.148
SNIP1	0.363333333333333
TIMP3	2.04566666666667
RGS3	0.692833333333333
SPAG16	0.0628
ABHD4	0.8235
ARHGEF12	0.654666666666667
GLUD2	-0.0985
RAC2	-1.1433
UAP1L1	-0.948
SLC18A3	-0.5775
YOD1	0.510833333333333
RALY	-0.14
HMOX2	0.48125
DGKH	-0.90875
DBNDD2	0.309833333333333
YIPF4	0.47125
THAP10	-1.0495
ZNF513	0.9585
HAGHL	-0.983666666666667
ITGB4	1.97483333333333
CCDC141	-0.799
YTHDF3	0.93975
C5orf28	0.0015
RPL7L1	-0.523875
TMEM30B	1.3095
ANKRD35	0.54
DUOXA2	-0.24175
TBC1D5	-0.088125
DFNB59	-1.3985
HRH4	0.748333333333333
MYO6	2.4656
DNAJA4	3.5375
RBM24	-0.62925
CEACAM20	-0.564
RBM23	0.352071428571429
NGFB	1.2795
C1orf63	-0.692
KRTAP7-1	-0.2205
PERLD1	3.66325
NPB	0.4685
C17orf59	0.2155
HSPBAP1	-0.4915
SLC15A4	0.651875
PRTFDC1	-0.80175
OSMR	-0.929642857142857
CYSLTR2	-0.743
C19orf25	0.7271
KIAA1797	0.129
NLRP6	0.8595
FAM105B	0.0722
SCRN2	-0.951666666666667
LRRC58	0.3017
RNF17	0.219375
NEIL3	-2.3955
FAM137A	-0.043
SKP2	-2.9265
PARVA	1.47466666666667
PKLR	-1.5755
RNF34	0.116875
A3GALT2	0.18025
C12orf50	0.517166666666667
SUNC1	-1.456
FAM102B	-0.532333333333333
CCT2	-0.63225
LRRC37A2	-0.2975
ARF4	1.373
SIKE	-0.75675
C8orf48	2.19183333333333
MBTPS1	0.847071428571429
GPSN2	-0.3625
NCF2	3.54025
SLC12A6	-0.223333333333333
MRPL48	0.13925
HMGN3	-0.513
LRRC62	-0.73525
PAX9	1.224375
FAM55A	-0.0105
C20orf42	-3.28666666666667
SCML2	-1.673
BCL9	0.76
FAM40A	-0.889
C9orf41	-0.9125
ZNF774	-0.0865
LETM1	0.0205
PLXNB1	-0.0368333333333333
NIPSNAP1	-0.821
USP10	-0.1925
F9	0.255
LIPE	1.369
CNGB3	0.256
C12orf52	0.3445
PI4K2A	0.420875
MED8	0.06975
STAT4	1.0851
FGD4	0.365333333333333
RNF145	-1.69116666666667
WDR32	2.6183
CLDN2	0.904333333333333
TCEAL8	0.70725
ZMYND8	-0.573
PDXK	-0.0485
GATAD2A	-0.561
PTGES3	-0.4705
CCM2	-0.06225
TAP1	2.919875
ZNF670	-1.5285
ETS2	-0.667785714285714
C6orf166	0.210833333333333
PRMT2	0.696428571428572
OR4B1	0.412
INTS8	0.501
CCDC102A	0.5395
CCDC83	0.0741666666666667
ITGA1	1.1043
EPHA5	-2.1253
FAM24B	-1.5435
TSGA10	2.164
HAL	-2.7375
MYOT	-0.815
SPACA3	-0.476
BCL2L2	-0.283
CUGBP2	0.178166666666667
CCNB3	0.62275
RNF113B	0.07775
MERTK	0.9095
BAG1	0.6085
VPS36	-0.32275
ORMDL3	1.9251
C1orf190	0.05575
ZNF625	-0.16625
CORO2B	-1.45125
ALOX15	-0.6905
CST1	3.6275
NUPR1	2.37666666666667
CCL7	4.098
SMCR5	-2.2885
DSC2	2.2965
RBMS2	0.5685
GRIK4	0.7485
TRIM65	0.9958
TMPRSS6	0.460857142857143
TP53INP2	0.92375
GLB1L	0.0511666666666667
LOC388284	-0.225333333333333
PUS1	-0.707285714285714
BCL9L	0.3655
OLFM1	0.773583333333333
RET	0.884125
MASTL	-1.76816666666667
ALX3	0.1835
IL1RL1	0.211166666666667
ZNF765	-0.6258
C14orf138	-0.39625
SNX10	-0.0573333333333333
TAC4	0.161
C1orf64	4.13475
POGK	0.47125
MAPK9	1.50975
ZNF366	2.79425
C8orf79	0.7872
CLDN7	2.186875
OR5AT1	0.3465
TRIM37	-2.31425
LRRC25	3.2305
GRHL2	1.8822
TEKT3	2.09725
LASS5	-0.271833333333333
ABCC4	-1.95358333333333
DLG3	0.925375
VGLL1	0.198
ZFP36L2	0.930666666666667
MFRP	-0.2575
KIAA1799	-0.3765
FLJ44379	-0.5645
PCNX	-0.30825
ANXA9	1.6835
CYP4V2	1.3105
PIK3C2A	-0.02975
SRR	0.5805
NOL3	1.0835
IFITM2	2.7435
ARNTL2	-1.689
ZNF595	1.16875
NLRP13	-1.663
ASPH	0.243
CPA2	-0.003
PVRIG	-1.28533333333333
LEPR	-1.13866666666667
C16orf42	0.430166666666667
SH3BGRL	1.885
FAM77D	0.1978
FNDC7	-0.079
C9orf6	0.320333333333333
NOTCH2NL	0.280833333333333
PGBD1	1.12216666666667
SYNGR2	1.33516666666667
PITPNA	-0.46875
PRPF4B	-0.0965
SLC43A3	-1.22871428571429
NRBP1	0.8075
SLC25A22	0.802
ILK	0.5035
SLC22A8	0.750333333333333
MRPS7	1.011625
PITX2	-2.086
FABP3	-0.816
OR1L1	-0.7865
LOC728215	-0.67425
BLID	-1.3245
KIAA1217	2.03647058823529
TFPT	-0.5305
AP4B1	-1.1615
VBP1	-1.03325
OR1K1	0.642
MORC3	0.50975
BHMT2	-0.488
C3orf10	0.537125
FZD7	1.0185
WFDC10A	-1.577
PMS2CL	-0.53175
CCDC32	0.389333333333333
FA2H	1.23225
ALG13	-0.6965
TTLL7	0.0204
SPOCK3	-0.57425
SLC13A2	0.819
AIM1	1.66575
GPRC6A	0.7495
EGR2	4.245
MED11	-0.2085
WWC1	1.47125
SH3GL3	-3.28575
RIF1	-0.325928571428571
PRLH	-0.2155
VLDLR	-1.2875
DBT	-0.0811875
C21orf63	-0.3485
CGGBP1	-0.191
KRTAP12-2	0.029
TADA3L	-0.26325
ZBTB16	0.22075
PDGFB	1.63275
RFX1	0.343
UQCRB	0.251
LOC133874	-0.85
HPS3	-2.978
LGALS3BP	0.2646
DKFZP564O0823	1.44742857142857
