Hybridization REF	TCGA-A1-A0SJ-01A-11R-A084-07
PIP	4.45625
CORO7	0.081
PITPNM3	0.4
ENPP1	0.596333333333333
PPP1R1C	-2.97083333333333
NRBP2	0.178875
KCNE2	0.9635
P2RX4	1.2995
CCND2	-1.89357142857143
OR5T3	0.4915
CUL4A	0.333
CFB	1.1245
PCP4	-2.81466666666667
HEMGN	-5.33216666666667
UBIAD1	0.034
CDC42BPB	-0.6098
CYB561D1	1.12
RIMS2	-1.2835
ZNF488	-1.11825
RNMTL1	0.026
SART3	-0.705666666666667
CAPN10	-0.956142857142857
CCR5	2.69466666666667
APOA1BP	0.423833333333333
NDUFS5	-0.21
PDLIM3	0.8911
VPS24	0.8531
SCN8A	-0.946375
C1orf67	-2.06683333333333
MRCL3	0.713
TMEM145	-1.22
KCTD16	0.1635
RNF149	1.08825
FDXR	-0.76625
CDCP1	0.781833333333333
PAX3	-2.8207
LASS4	1.31875
HSD17B8	0.7485
YAP1	0.217125
NNT	-0.915
SC5DL	0.56
DKFZp566H0824	-1.563
KSR2	1.0665
RAD21	0.058
ST8SIA2	0.29825
L3MBTL3	0.343
SNRPB	-0.7125
MGC14425	0.02975
MIF	0.649375
TAPT1	1.241375
IRF8	1.4697
PRO0132	2.8615
HERV-FRD	-0.3495
ACD	-0.468833333333333
BCL3	0.64
SPATA13	1.509
MRLC2	0.72725
F2RL3	0.837125
CFHR3	2.079
DUSP15	0.376666666666667
TMEM46	2.19183333333333
SF3B4	-0.262333333333333
MAP7D3	-0.85325
STELLAR	-0.3405
SEMA5A	-0.5623
H2BFS	-1.5685
LRRC28	0.0655
MORN2	0.6195
XYLB	-0.86675
WDR21C	-0.54725
HIATL1	-0.6055
ADAMTS10	0.2385
WDR55	-0.06075
MFSD5	0.137666666666667
OR4N2	0.242
DUSP16	1.67433333333333
NLGN4Y	-1.1457
INHBC	0.345083333333333
NUMA1	-0.03875
DEFB123	-0.01975
GIPC1	-0.35025
MGC27348	-0.7945
FLJ33590	0.3125
FZD1	0.6727
MKL1	0.425166666666667
SAA2	4.16375
C1orf94	-1.6865
C7orf28B	0.6565
TMEM185A	0.3839
ZZZ3	-0.4725
C16orf5	-1.48016666666667
GALNAC4S-6ST	1.9105
C1orf186	1.90375
IGFBP4	0.7555
NDUFA10	-0.1465
CLIC2	0.36475
RNF13	0.8215
GPR103	-1.331
CD69	-1.6415
MYOZ1	1.588
IFNB1	-0.469
CLNS1A	2.1435
CXorf45	-0.74925
ZXDB	1.897
FUNDC2	0.0365
GPA33	-0.032625
C9orf70	0.6705
SLC2A9	-0.11925
LOC126520	-0.3975
MAGEB1	-0.8215
LCE2A	-0.6345
C18orf34	2.9305
FMNL2	-1.825
KRT85	0.47475
CRYGA	-0.035
GEM	2.34975
THAP6	0.155
ALKBH3	0.188166666666667
TM6SF2	0.47825
C20orf82	2.2045
RANBP2	-0.0831666666666667
LIG3	0.5755
RETSAT	0.72575
OR8S1	0.38
CAST	-0.023
TGFBI	0.3256
C15orf37	-0.18575
PGM3	-0.6645
SLC4A11	-2.06625
FAM123C	0.216166666666667
TAOK1	1.5885
CISH	0.207375
OGDHL	-1.4585
SPINT2	3.37983333333333
ZNF33A	-0.249
CLDN18	-0.105833333333333
RNF128	-1.399
CCDC71	-0.94775
RASSF6	1.21633333333333
HSPG2	0.602
ATP6V0E1	1.897875
ABHD6	0.09875
CD274	-0.1055
GCNT1	0.51925
NT5C1A	0.272333333333333
TM4SF5	-3.6935
C21orf58	-1.09583333333333
SUCLA2	0.1435
RFTN2	2.93275
SCNM1	-0.10925
SLC9A10	0.2965
FUNDC1	0.88325
SLC35F4	-2.33275
AMD1	-0.34975
COL6A6	3.5965
OR4K2	0.2555
TRIB2	-1.218
LOC91461	-2.385
GHSR	0.448
ATP8B1	0.79725
C1orf78	2.36666666666667
RNF183	-0.7285
STX4	0.3225
TPPP2	-0.474
MYBPHL	-2.0095
TXNDC6	-0.2347
C9orf47	2.584
FAM137B	-0.3905
FANCB	-1.82225
C11orf9	-1.88275
DPY19L1	0.17425
VDAC2	0.167
VHL	-1.48325
LMBR1	0.306125
C8orf44	-1.41475
ZPBP	0.489
FGF23	-1.0685
C21orf67	0.22275
PCNT	-0.790375
BCKDHB	0.7226
GALNTL5	0.2205
BET1	-0.60675
ARL13A	0.319
HDAC6	-0.591875
N4BP3	1.859
OTOP1	0.212
TTC30A	1.970625
CRISP1	0.5515
KRT32	0.77
VSTM1	0.2185
ZNF622	0.13175
POLR3B	-1.1549
DNAJC10	0.068625
C12orf54	2.7405
ADIPOQ	4.52616666666667
RIT2	-0.33775
CD44	-0.55205
ABCA3	1.4025
RPS17	-1.11375
FEZF1	0.0385
PCDHB15	0.44275
KCNMA1	-1.30381818181818
CCDC116	-2.07
C15orf27	-2.0705
NARG2	-0.7100625
ITGA5	-1.092
MEFV	0.8235
TUT1	-0.463
LOC541473	-0.76225
NMBR	-0.0165
GLT1D1	-2.57966666666667
ABCB7	-0.8455
PFKP	-1.55854545454545
C9orf91	0.3298
LRRC41	0.493166666666667
C1orf85	0.101833333333333
ATP5F1	-0.172375
STOX1	0.74125
GFOD2	0.95325
SLC25A3	-0.596125
ZNF646	0.4963
ZAR1	-0.8035
OSTbeta	-2.53975
GALNT3	2.9985
IFT122	0.2905
LDB3	0.6198
GARNL1	0.699285714285714
HOMEZ	0.0848333333333333
LRRC6	1.42275
ANGPTL5	-1.1515
UBAC1	-1.08675
DLEU7	-0.295333333333333
RPL19	-0.0135
TOP1MT	-0.722166666666667
LOC643641	0.2205
MBD3L2	0.1375
NTSR1	0.309833333333333
WISP2	1.62775
GPSM2	-0.678
RDH10	0.7415
PRKCG	0.029
HIST1H4J	0.327
MON1B	0.4467
MLF1IP	-0.511333333333333
ZNF446	0.87675
COL4A5	-0.396
SLC26A1	0.320428571428571
RGN	-1.70625
CCNB1	-1.357
C9orf165	0.202
CCDC28B	-0.748
CCDC97	1.169
FGR	2.04925
MSRB3	0.9076
EPN2	-0.11575
COX15	-0.489
KCNK6	-0.4571
XK	-0.75075
GDA	-4.847375
HEPH	-0.756875
THRAP3	0.414625
MET	-0.263428571428571
PHYHIP	0.90875
LYAR	-1.10233333333333
ING3	0.053
AK7	-0.20475
CCT8L2	-0.348875
COPS7A	0.0501666666666667
WSCD1	-0.06275
RNF185	0.50925
TNS3	0.08
KNDC1	-0.570666666666667
RWDD4A	1.06466666666667
MED13L	0.586
ZFYVE1	0.804875
C7orf44	-0.670833333333333
MRPL1	-0.288
STGC3	-1.95075
TEAD1	0.531166666666667
RPL7A	-0.780357142857143
ARL6IP1	1.7637
C1orf178	-1.0095
CTAGE5	0.389833333333333
TMEM184A	0.535
SLC25A14	0.29
CACNG5	0.22175
ATXN10	0.4238
ECH1	0.3677
CCL22	0.224
CYP2F1	-1.36266666666667
GADL1	0.183
TMEM19	1.8201
RUNX3	-0.66325
EFNB1	0.174666666666667
LIPN	0.5205
ACSM3	-4.2855
SIGLEC8	1.27516666666667
ASCC3L1	-0.33625
NOL8	-1.013375
RELT	-0.145333333333333
Magmas	-0.0085
PPP1R15B	0.067
C11orf2	-0.18975
VKORC1	-0.422
MGC26647	-0.189333333333333
TRPM6	0.809833333333333
UGT2B7	-4.8315
FEV	0.2015
FOXK2	-0.4153
PDCD5	-0.184333333333333
SLC8A1	1.6011
DGUOK	-0.310333333333333
CLDN16	-0.373
GAGE1	-1.102
RBM17	0.5442
C1QTNF3	-0.819625
VGLL3	0.399833333333333
UNQ5830	0.517
CD1A	-3.15833333333333
SCGB1C1	-0.68
SUPT4H1	-0.3915
TRAF5	0.2315
ASAHL	1.60775
FAM73A	1.99816666666667
OR6B1	0.549
WHSC1	-1.4031
GFPT2	-0.211
LOC339809	0.74425
STARD5	-0.319
SIP1	-1.04625
DNAJC15	-0.47275
STAU2	0.7665625
FAM98A	-0.642875
RAD23B	-0.30675
LRRC33	-1.4835
CHRAC1	-0.9115
C21orf89	0.76825
C19orf43	-0.300666666666667
KLK8	1.24533333333333
CCNE1	-1.3335
PKDREJ	0.475833333333333
SSU72	0.36275
C17orf73	0.4795
GPR78	1.16
WHSC1L1	0.5894
GSTA2	-0.0785
SMUG1	-0.172833333333333
UFM1	1.7525
AP3M2	-0.103333333333333
USP14	-0.86975
FBXL14	1.98716666666667
DSTN	1.484
SFRS14	-1.88775
FBXO31	0.672833333333333
C12orf40	-1.2835
FRS2	3.9205
NR2E3	-0.871
TUBB2C	-0.3835
GMPR	-1.25216666666667
C9orf139	-0.376
ING5	-0.501642857142857
LOC730092	-0.533666666666667
ORM1	-4.16625
RP11-11C5.2	-0.311
HSPD1	-0.6204
PIWIL3	-0.45425
C5orf13	-1.2158
OR5R1	1.021
LCOR	0.977125
PLEKHA9	-0.924
CCDC43	0.42375
ZNF232	-0.551
SLC6A7	-0.5295
ADH5	0.47
SHBG	-1.27433333333333
CROCCL2	-0.69975
PANX3	-0.0195
CDIPT	0.514
SLC16A5	1.60725
TUBB	-1.04225
TOR3A	-0.3142
PREP	0.956166666666667
ENTPD8	0.137642857142857
CHMP1B	0.06
SYT12	1.2096
MYH6	-1.7862
MAP3K13	0.382333333333333
KLHL30	0.1915
LCMT1	0.70925
EIF1AX	0.92225
FOXD4L1	0.955
SLC24A5	-0.287
RNF166	-0.3492
TJAP1	-0.52075
TMEM156	-0.270666666666667
ZNF239	0.15525
SNX19	0.4037
GKN1	-0.0915
FCN1	1.5218
C1QL1	-1.4415
ATP11C	0.11325
ZNF35	0.63625
CARD8	0.91775
LIMD1	-0.9275
KIAA0286	-1.221625
XRN2	-0.1335
CD6	-0.317
TOX3	1.980125
ZSCAN4	-0.8535
RSRC1	-0.736
COG1	0.90875
PTRF	0.2449
C16orf35	-0.3325
FBXO24	-0.70825
CHST11	-0.9195
THRB	0.5974
MYBPC1	0.661
RNF39	0.909166666666667
PSMD11	0.52575
ALAD	-0.187333333333333
EN1	0.45775
SLC9A9	1.19475
GSTM4	0.5957
CDC42BPA	0.262263157894737
RCSD1	-0.1405
LUC7L2	-0.428
SPTBN1	0.9891
LOC146167	-0.0215
BAT5	0.4004
ZNF452	1.134375
LSM4	-1.17925
SRP72	-0.0559
SGK269	0.227666666666667
MTX1	0.251
CENTA1	0.754
UNQ9433	0.348
ATR	-0.351916666666667
DDX49	-0.654333333333333
PAQR8	-0.668166666666667
C14orf174	-0.2295
GBGT1	-0.13325
THAP1	0.91125
OR10K1	-0.001
RASIP1	-0.770833333333333
DPYD	1.0777
DOHH	-0.5595
C18orf45	1.1305
POF1B	-0.2321
ZNF552	2.948
USP32	-0.04775
MED27	-0.915
C14orf149	-0.872833333333333
PRDX4	-0.418333333333333
ABHD12	0.1257
AGT	-4.037
SLC22A14	-0.45725
C1orf58	0.91075
PILRA	-2.137
ABCF2	-0.89525
C17orf85	-0.5872
TKTL1	-1.29825
FGF1	1.876
IL6R	0.728333333333333
VPS25	-0.4615
CHRNB2	0.197625
COL7A1	-1.5495
LRRC48	1.8605
SPG20	0.177666666666667
COX10	-0.6745
GCA	1.0125
ECEL1	0.0641666666666667
GLG1	-0.185666666666667
SRD5A2L2	0.210666666666667
MUTYH	-0.89225
ZNF70	0.086
L2HGDH	-1.14775
GPATCH2	-0.13125
ZNF655	-0.38525
ZNF227	0.317333333333333
MCOLN2	-0.648
NQO2	-0.37475
KCNQ5	0.221
NEU1	1.317
QRICH1	0.2755
ZBTB20	0.662666666666667
RPUSD3	-0.86225
EPGN	-1.85433333333333
TSN	0.487083333333333
SPRY2	-0.887
LZTFL1	0.396125
GMFB	0.02025
PBEF1	-0.116
HBG2	-2.632
TMEM8	-0.44475
PALM2-AKAP2	0.583333333333333
NFYA	-0.07125
FAM108A1	-0.14125
PBLD	0.866625
NRG4	-2.3765
PIGF	0.422
PTGER1	0.6565
NOS2A	0.541666666666667
C21orf34	0.255833333333333
C21orf51	-0.181333333333333
IL17C	0.3165
TRMT6	0.112333333333333
ETV2	0.072
CCDC109A	-0.8405
MYLK2	-2.2685
ATP10A	0.3757
DPH4	-0.52875
C5orf5	-0.548333333333333
KCNA4	0.296666666666667
NMNAT2	0.154333333333333
GLYATL2	0.0635
LSMD1	-0.163125
IL23R	-1.57625
NRF1	-0.4475
MUC15	-1.16683333333333
PRDM12	-0.6295
PAQR4	-0.493928571428571
RBBP6	-1.3951875
IFI27	2.45775
SKAP2	0.237333333333333
TAGAP	1.689
TJP3	1.5825
C9orf61	1.57175
IDS	0.5655
PARG	-0.53225
LOC131149	-0.0485
DYRK4	-0.370166666666667
MICALL1	-0.86675
GALR2	-0.27
GPBP1L1	0.5525
TBX21	2.54
KCNJ6	-0.434166666666667
GGN	0.20575
CASP5	0.103166666666667
RNF182	-4.46625
BRD4	0.28925
DOK4	-0.715375
SLC46A2	1.3305
SOX9	-0.52425
ZNRD1	-0.347
PRR6	-1.5995
FAU	-0.402125
DTNB	0.304333333333333
CARD9	-1.318
STS-1	-1.05066666666667
SLC4A5	0.173625
NSBP1	-1.42775
UGCGL2	-0.220166666666667
POTE15	0.0235
NOXA1	-0.96625
RP13-347D8.3	0.52525
SAMD10	-0.397
EP400NL	-0.3765
TCF21	-0.3885
AMELX	0.17875
JPH2	0.8475
SLA	1.7825
DLST	-1.16983333333333
SEPT12	0.38325
RGS20	-3.54075
LXN	-0.223666666666667
ZNF419	1.066625
UPK3B	-0.390166666666667
RELL1	1.5465
ESPNL	0.433
KLHL21	0.512
PI15	0.0035
C2orf61	-0.691
LOC407835	-0.820833333333333
RER1	0.396666666666667
ELAVL2	-0.327
MGC26718	-0.431
KLF2	2.5185
TNFAIP8L3	1.44075
TFE3	0.4895
C11orf17	0.059875
15E1.2	-2.098
SNRPC	-1.072
DLGAP1	1.11625
PGLYRP1	0.259
OVCH2	0.1265
IRF7	0.9376
SET	-0.9495
NAB2	-0.000666666666666677
LRP5L	-1.16325
FAM120A	-0.038625
ASCL2	0.9395
SHH	-0.0125
ATP5H	0.570166666666667
THPO	-0.567833333333333
TYRP1	-4.28416666666667
HIST1H3E	0.460166666666667
EIF2S1	-0.405666666666667
TNFRSF17	-0.282
TARSL2	1.27725
NKX2-8	1.090125
C1orf115	0.506
LOC56964	0.437
KIAA0841	-0.27975
ISCU	-0.184
TTMA	-0.6215
ZNF414	-0.0585
LOC441150	0.6785
RAB15	0.9285
HBP1	1.25816666666667
TNNT2	-1.51266666666667
CECR5	-0.61025
PHGDH	-3.39625
JRK	-0.3358
XPO4	-0.856875
FAM131C	1.0315
ARHGAP25	0.363833333333333
CA9	-3.37144444444444
GPR62	0.626
TLX1	-0.00316666666666666
GPS1	0.326
OR2M2	0.4065
BDP1	0.190857142857143
FAM70B	0.2725
RPS29	-0.830083333333333
MKLN1	-0.5469
TSPAN19	-3.3845
SLC29A3	0.5589
LGALS4	1.197
USH2A	0.102
NF1	0.7795
APOBEC3A	0.929666666666667
IMPAD1	0.741
OLR1	0.907833333333333
NRAP	-0.4295
HCFC1R1	0.986666666666667
TAOK2	0.384833333333333
MCM10	-2.22583333333333
MAP4K3	0.965083333333333
CBS	-2.748875
CLK3	-0.4915
PCDHGA5	0.844
ELF4	0.151
FAM71A	-0.11775
C11orf49	0.229
CLIP2	-0.692
BTBD9	0.7471
ZNF524	1.19225
KDELR1	0.6665
ZNF509	0.883
NCSTN	0.8475
ZNF533	-0.647928571428571
PARP4	0.374625
GALNT9	-0.137666666666667
NPY	-2.742
BEGAIN	-2.1825
TMEM77	0.0151666666666667
FOXRED1	-1.4475
SLC16A2	2.88266666666667
SLC35B1	0.02975
GK5	-0.601666666666667
SDCCAG10	-0.40675
C4orf20	0.605
SLC9A2	-0.743
ADD1	0.514357142857143
TAL2	-0.844166666666667
ACLY	-0.401125
DNAJC1	1.1795
SOST	-1.33325
USP43	0.768
CYP4F12	-0.45075
FKBP5	2.143625
CHCHD5	-0.1326
NUDT22	-0.76175
CCDC85B	-0.61325
OR51G2	0.589
STRN3	0.558857142857143
TMOD2	1.1765
FLI1	0.59375
MAB21L2	-1.36316666666667
DGKQ	0.562
VPRBP	0.238666666666667
SCNN1B	1.5218
ECHDC3	2.3109
TMEM106C	-0.71625
CSNK2A2	-0.298
RPL39	-0.4637
HERC3	1.1656
ZBTB47	0.5025
ZNF681	0.50875
PAGE2	-3.14525
CLIC5	2.61821428571429
RABAC1	1.069
ZFHX2	0.61875
YPEL1	0.9245
KIAA0776	1.084
NR1D2	0.157
DNAJC4	0.26425
NPNT	4.4227
ZNF677	0.153
ZNF536	-0.69775
MEF2B	-0.468
PTPN4	-0.369875
CTCFL	-4.6375
STX5	0.244833333333333
CD72	1.4805
VEGFA	-1.28968421052632
XRCC1	-0.5049
MAS1L	0.525666666666667
ELL	-0.0899
SETBP1	1.22875
CDH11	2.6385
NDC80	-2.29538461538462
DMBX1	-0.37475
NRSN1	0.466333333333333
BAT2D1	0.012875
CDS2	1.039
C1orf212	-0.0443333333333333
SENP3	-0.91025
IL1F9	0.2125
EEF2K	-0.234125
COG8	0.6365
CEP72	-1.39275
OR1L8	-0.1975
MUS81	-1.03833333333333
PHYH	1.59375
GGT6	-0.367333333333333
C22orf23	-0.297833333333333
C13orf33	2.942875
MAPK8IP2	1.3075
NELL2	-0.32875
POU3F2	-3.34383333333333
ALPK1	0.972
MRPS18C	-0.77725
RPLP2	-0.583
FGF22	0.174
SPNS1	-0.406666666666667
ZFP1	0.73275
IL1RAPL1	-0.6235
PCSK9	-3.53716666666667
NKX2-1	0.436785714285714
C6orf189	2.18925
SP4	0.206
SLC11A1	1.2397
C21orf25	0.765
ICAM2	0.4835
SH3GL1	-0.844166666666667
GSK3B	-0.457833333333333
RALB	0.307125
PDXP	-1.48433333333333
GNGT1	0.714625
KIR2DL1	0.098
TNFAIP3	0.240583333333333
C6orf32	0.9765
CBLN2	-0.326
PANK3	0.71125
TAAR9	-0.005
WDR82	0.0897142857142857
APOM	-3.978
TRIP10	-0.8805
SPATA16	0.321
C1orf135	-0.9735
USP51	1.36
TESK1	0.53875
C11orf64	-0.189375
ZNF611	0.273
PDE6G	0.239833333333333
HLA-DQA1	3.57285714285714
GCLC	1.200375
SEC61A1	-0.431928571428571
TWSG1	0.445916666666667
ZMYND10	1.79175
CTDP1	0.348625
ADAMTS6	-0.0466666666666667
SLIT1	-0.57475
KRT86	-0.0955
KIAA0574	-1.245
GTPBP2	-1.1625
PQLC3	2.671
PRRX2	-1.0025
C15orf44	0.3535
MKKS	-0.532125
C11orf10	0.00325
GPR110	-0.289
CD109	-0.556416666666667
ADCY1	-0.297666666666667
RHBG	-2.552
TP53I3	-0.066875
SLC22A3	-0.8265
UCP2	0.10575
FOXG1	-2.56183333333333
OR2AG1	0.0625
TRIM24	-0.759
PROC	-3.18675
TAAR6	0.20225
AMTN	-0.863
C10orf47	1.23233333333333
DEPDC1	-1.83825
FLJ45557	3.266
ZDHHC17	-0.2651875
KIAA1429	1.00183333333333
KCNH1	0.8805
VNN3	0.53875
PSMAL	1.18675
PPARD	-0.02975
HFM1	-2.285
YBX1	-1.2605
ZNF695	-2.204
SCTR	0.0308333333333333
DCDC1	0.1735
VPS26B	-0.0776
MTF2	-1.21766666666667
ATP6V1F	0.15375
CCDC94	-0.728
PERF15	0.2545
CCL11	1.45075
LMO7	-0.2535
DCST1	-0.398
ADRBK1	-0.34325
CDRT4	-1.02475
ZNF84	-0.97875
HOXD8	1.61
STARD8	-0.172
FOXP2	-0.581875
CCDC103	0.608
POLR3A	-1.3364
GSC	-0.0185
ZNF114	-3.12083333333333
HTR7P	0.591
LALBA	-0.2235
RMND5A	-0.454666666666667
PSCD2	1.34875
ZNF409	-0.365
KRTAP1-3	0.190166666666667
MAF1	-0.3105
LOC201725	-0.328833333333333
NRN1	-1.35325
SPAG5	-1.72966666666667
DNAH7	0.7435
FLJ43860	0.263
BRCA2	-0.40475
ACADM	-0.17425
CXXC6	-3.7145
RAGE	-1.814375
CHMP2A	1.09775
FAM8A1	0.4167
GPR21	0.0635
SLC12A3	-2.8055
FVT1	1.1025
ZDHHC7	0.460625
FLJ44048	2.938
SLC44A3	0.0233333333333333
SDSL	-0.238
MMP8	-0.00875000000000001
PLA2G12B	-3.55766666666667
ACY1	-0.53825
MT1E	0.446333333333333
OR4K15	0.3875
TECTB	-0.529
GPR20	0.200875
IRAK2	-0.38225
RFPL3	-0.609
MYO9A	0.13975
NARG1L	-0.378666666666667
BLMH	-0.557875
CCDC3	2.9905
C9orf21	0.0523333333333333
KIAA0513	1.97783333333333
MIER2	-0.0445
PNMA2	-1.79275
SH3BP2	0.3994
ANXA10	-1.1225
RTN2	0.844333333333333
TFB1M	-1.3
PRPH2	1.388
C14orf133	0.2185
GOLGB1	0.0274166666666667
IRX4	2.297875
NFKBIL1	0.176166666666667
C10orf62	-0.39175
APBB3	-1.125
RPS10	-0.7477
LOC728378	0.295
TLE3	0.698611111111111
PSMB7	-1.240125
MESDC1	0.119
SLC6A1	0.412833333333333
OCLN	3.08891666666667
PTTG3	-1.60616666666667
NAGLU	-0.44575
SERTAD4	1.585125
SPRY1	2.54525
FLJ10781	0.892083333333333
MYSM1	-0.8105
TRIM4	0.731928571428571
SH3YL1	0.6965
TREM2	3.265
SERPINI1	0.50225
HDHD3	-0.239375
TMEM38A	0.182625
EID2B	-0.761
TDRD3	0.0235
SEDLP	0.84975
THSD7A	2.80566666666667
NDST3	-3.325
KLHL15	-0.474583333333333
DHRS12	2.1685
FBXO9	-0.534214285714286
TNPO1	0.125666666666667
MRPL13	-0.0521666666666667
SNX5	-1.97566666666667
METTL6	-0.73775
SOD1	1.3805
CHML	-0.417666666666667
PACS1	-0.476375
SIRT5	-0.6271
CAPN2	0.154
FXYD5	-1.19416666666667
TWISTNB	0.0795
LRFN1	0.774333333333333
UBE1L	0.62775
UBE1C	0.67975
OR51B2	-0.07925
OR4D11	0.096
C15orf2	0.192
NR4A1	0.182833333333333
LOC339047	-2.4255
TRIM17	-0.5635
ATP5G3	-0.405
RPL15	-0.459333333333333
ADAMTS8	-0.626
HOXC4	-0.6925
C14orf37	2.3355
CEACAM5	-2.473125
MYT1L	-0.3695
RASA2	-0.08175
OSBPL7	-0.537
STAG1	-0.8125
GIMAP4	4.63483333333333
FUT3	-1.036
PIF1	-3.115875
LPIN2	-0.1966
SH3PX3	0.88675
PDP2	0.52325
PAPD1	0.184125
ERP27	1.0415
APOOL	0.4626
DIABLO	-0.1105
TRHR	1.0525
ARMC9	0.117625
RNF152	3.00225
SLITRK3	0.2535
ZNF211	0.3415
PFDN1	0.276125
RGS11	0.027625
HS6ST1	1.1355
AKR1D1	-1.385
TNP2	0.259
STK31	0.816333333333333
EML4	-1.32858333333333
SGTA	-0.4965
HIST1H2BI	-1.22916666666667
PSMD6	-1.17933333333333
KIAA1257	-1.00425
C18orf55	-0.212666666666667
FLJ20273	3.00475
RPL28	-0.605
EPYC	0.64925
NOX3	0.1605
ELAC1	-0.444
METT11D1	-1.0655
BIN2	-0.572333333333333
NACA2	-0.609
CCDC17	-1.2845
HM13	-9.99999999999557e-05
UBOX5	-0.26175
UBE2O	-0.474625
UBL5	-0.19475
APOLD1	2.525375
C9orf31	0.438
TNFSF8	0.419
ARHGAP29	0.660625
PROKR2	0.412
PDE5A	0.0953333333333333
C6orf12	-0.659
TOM1L1	0.4425
WHDC1	-0.02375
FOXI1	0.274
RAB4A	0.8911
TMEM39B	-0.856
ATPBD1C	-0.72175
FARSA	-1.09383333333333
PLEKHG5	0.3485
CMAS	-0.590166666666667
OR7E24	0.324
SLC30A1	-0.98725
CDC42EP5	1.21666666666667
PLAC1	-0.863
KLHL18	-0.338416666666667
LBA1	1.1467
TAZ	-0.701
CRIP2	0.319125
BTBD11	-0.853833333333333
C16orf72	0.98975
DIO2	1.411
LRRCC1	1.2715
CCDC136	-1.812
PRX	0.289
RBM5	-1.0322
TMEM85	0.554
TUBGCP4	-0.597666666666667
APLN	-0.267625
CDK7	0.0551666666666667
SSR2	0.430166666666667
CRELD1	-0.50925
C19orf46	2.45925
GAL3ST4	-0.316833333333333
KBTBD10	-0.10475
IL28A	0.347
WDR27	-1.0415
MCM2	-1.6515
SOX14	-0.197
FLJ39743	0.61
KIAA0922	-0.320625
HIPK4	0.4425
FLJ25758	-0.418
C16orf57	-0.712416666666667
PDZD2	1.35025
MCC	0.7645
HHLA3	-0.1981
ID2	0.7115
C20orf23	3.628
ZNF688	1.246
APOC2	-2.60883333333333
LOC440093	0.07625
FAM50B	1.37983333333333
PWP1	-0.771
DNAH10	3.027
HIST1H2BA	0.33225
GPR56	0.738833333333333
METAP2	-0.98325
PAN3	0.534666666666667
STXBP4	0.5535
PDHX	0.258
MTA1	-0.48225
ZBED4	-0.527875
ZNF720	-0.568
CDK2	-1.56375
RHOJ	0.95925
CDC37	-0.9575
ZER1	0.227375
GRK4	0.39025
PRPH	1.1615
POLR2A	0.194
OGFOD1	-0.605
NOL5A	-1.44025
PHEX	0.76
FLJ16478	0.37625
C20orf117	-0.63975
CAMTA2	-0.1805
C11orf74	-0.173666666666667
DDX17	-0.846333333333333
C5orf27	0.434125
PLEKHA2	-1.2814
PDE4DIP	-0.4604
SCN7A	0.76075
ZNF559	-0.194833333333333
CXCL10	2.42025
ZMYM4	0.172666666666667
STK32B	-0.6108
KIAA0888	1.1372
TACR3	-0.5325
CKAP2L	-1.2845
KIF1A	-1.59533333333333
RSPRY1	1.441
VCAN	0.84
CYP27C1	-0.0875
SYDE1	-1.18866666666667
MED12L	-0.28725
ZDHHC21	1.26225
NHS	2.7725
TM9SF3	0.843166666666667
DDHD1	0.50675
MAFG	-0.15825
BICD2	-0.6621
C14orf119	-0.320333333333333
C14orf43	0.711142857142857
CDH7	-1.5265
ALKBH5	-0.613357142857143
JUP	2.19775
TMEM41A	0.226833333333333
MAMDC4	-1.69116666666667
CBX3	-0.271375
LRRC18	-0.121
RBMXL2	-0.227
PLA2G4D	0.231833333333333
FGF13	2.060375
KIF3A	1.36833333333333
PDIA6	0.192
DCXR	0.625
CASKIN2	0.442666666666667
EHD1	0.169666666666667
MARCKSL1	0.451833333333333
ZNF496	-0.0846666666666667
SCAF1	0.186166666666667
KCTD8	-0.05875
TRAF3IP3	0.240214285714286
LSR	1.801
CXorf1	0.257833333333333
C14orf112	0.363833333333333
EIF2B1	-0.5505
OMP	-0.0545
GSTZ1	-0.158
LOC92017	0.94175
ISLR2	1.3035
C12orf36	0.4035
GATA2	0.355
GABRA5	-1.8755
CELSR2	1.324
STAM2	0.5182
TNAP	-0.259
PTPMT1	-0.00766666666666667
GRP	6.20025
SV2A	-1.77316666666667
MAGEA12	-4.02925
CACNG1	0.127
C18orf19	-1.076
GSG1	-0.0485
PTPRJ	-0.390357142857143
FRMPD1	0.00599999999999999
ZNF668	0.3735
PLEKHJ1	-1.40925
ADAT1	-0.2445
TMEM50A	0.8748
UCN3	0.1305
HOOK1	1.41575
IL17B	1.2515
MLKL	-1.81633333333333
TTC14	-0.189333333333333
KLHL5	-0.01325
CRYL1	0.928333333333333
FOXH1	-0.233
NFYB	-0.20275
PPM1G	-0.3825
GOLGA2LY1	-1.68475
NMT1	-0.0865
HADHA	-0.4523
CHSY-2	2.2875
PLEKHF1	1.28342857142857
SAGE1	-2.6985
MUSTN1	-0.0755
SUHW4	1.05175
TFEB	0.7565
ZFYVE27	-0.223
ATG12	-0.115166666666667
BMI1	0.599142857142857
ZIM3	0.16975
MYH4	0.777
MASP1	-0.744333333333333
KIAA0984	2.15825
RPAP2	-0.7245
ASB5	-0.29175
BOLA3	-0.578
MIA3	0.582333333333333
KRT35	0.334
KIR3DL3	-0.8905
MRPL51	-0.4385
SEMA3F	1.17783333333333
NDUFB2	-0.0453333333333333
LOC253012	2.73
FAM46C	0.7143
G6PC	-1.87014285714286
CSAG3A	-4.51183333333333
