Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
DPYD	-0.0423
DOHH	0.5225
C18orf45	3.00525
POF1B	-1.5805
ZNF552	3.55625
USP32	-1.185625
MED27	-1.19483333333333
C14orf149	-1.23233333333333
PRDX4	-0.667333333333333
ABHD12	0.9301
AGT	-1.33725
SLC22A14	-0.4105
C1orf58	1.86475
PILRA	0.32075
ABCF2	-0.513
C17orf85	-0.0348
TKTL1	-1.8925
FGF1	1.5716
IL6R	-0.0903333333333333
VPS25	-0.37
CHRNB2	2.14125
COL7A1	-3.2662
LRRC48	3.17516666666667
SPG20	0.88375
COX10	0.379
GCA	0.431
ECEL1	-1.01466666666667
GLG1	-0.926
SRD5A2L2	-0.844
MUTYH	-1.060375
ZNF70	-0.0175
L2HGDH	-0.2125
GPATCH2	2.2635
ZNF655	-0.573
ZNF227	0.808
MCOLN2	0.336
NQO2	-1.28975
KCNQ5	-0.706
NEU1	0.826666666666667
QRICH1	0.894
ZBTB20	0.210166666666667
RPUSD3	-0.49325
EPGN	-1.29316666666667
TSN	-0.01125
SPRY2	-3.4115
LZTFL1	2.38875
GMFB	0.0055
PBEF1	-0.9931
HBG2	-3.514
TMEM8	-0.44025
PALM2-AKAP2	-1.112
NFYA	0.498
FAM108A1	0.5415
PBLD	0.361875
NRG4	-3.142
PIGF	-1.405
PTGER1	-0.39925
NOS2A	0.0405
C21orf34	-2.07316666666667
C21orf51	0.28025
IL17C	0.1845
TRMT6	0.426833333333333
ETV2	0.457333333333333
CCDC109A	-0.294
MYLK2	-1.8145
ATP10A	2.4012
DPH4	-0.37525
C5orf5	-0.0586666666666667
KCNA4	-0.3665
NMNAT2	3.7535
GLYATL2	0.106
LSMD1	0.48175
IL23R	-2.3575
NRF1	0.52975
MUC15	-3.41216666666667
PRDM12	-2.258
PAQR4	0.0972142857142858
RBBP6	-1.4913125
IFI27	2.432
SKAP2	-0.797166666666667
TAGAP	2.127875
TJP3	2.011
C9orf61	1.86075
IDS	-0.2055
PARG	0.1025
LOC131149	-0.552
DYRK4	1.63916666666667
MICALL1	0.03425
GALR2	-0.564
GPBP1L1	0.77575
TBX21	4.35975
KCNJ6	0.525333333333333
GGN	-0.26475
CASP5	-0.269666666666667
RNF182	-4.954
BRD4	0.7565
DOK4	-0.543125
SLC46A2	0.347666666666667
SOX9	2.10025
ZNRD1	-0.461666666666667
PRR6	-3.8595
FAU	-0.355125
DTNB	1.441
CARD9	-0.7295
STS-1	-2.01466666666667
SLC4A5	0.955625
NSBP1	-1.075
UGCGL2	0.409416666666667
POTE15	2.257
NOXA1	-0.528
RP13-347D8.3	1.90525
SAMD10	0.133666666666667
EP400NL	-1.386
TCF21	-0.5575
AMELX	0.27775
JPH2	-0.0285
SLA	1.703625
DLST	-1.52283333333333
SEPT12	-0.733666666666667
RGS20	-5.23575
LXN	-0.687166666666667
ZNF419	0.054125
UPK3B	-0.494166666666667
RELL1	-0.61275
ESPNL	-1.8115
KLHL21	-0.061
PI15	1.2355
C2orf61	0.4785
LOC407835	0.334
RER1	0.10225
ELAVL2	0.6015
MGC26718	-0.7365
KLF2	1.3015
TNFAIP8L3	1.11016666666667
TFE3	0.49325
C11orf17	-1.014875
15E1.2	-1.27675
SNRPC	-0.6725
DLGAP1	1.39325
PGLYRP1	-0.00499999999999998
OVCH2	0.2785
IRF7	1.1017
SET	-0.7629
NAB2	0.790333333333333
LRP5L	0.07725
FAM120A	0.48325
ASCL2	-0.935
SHH	-0.0445
ATP5H	-0.573
THPO	2.027
TYRP1	-4.94483333333333
HIST1H3E	-0.329666666666667
EIF2S1	-0.377388888888889
TNFRSF17	-2.45083333333333
TARSL2	0.5095
NKX2-8	-0.33175
C1orf115	2.251
LOC56964	0.395
KIAA0841	-0.4395
ISCU	0.282
TTMA	-0.334
ZNF414	0.4315
LOC441150	-0.35675
RAB15	-0.56175
HBP1	1.32433333333333
TNNT2	-2.00883333333333
CECR5	-0.55075
PHGDH	-0.931625
JRK	1.8054
XPO4	0.14875
FAM131C	-0.375
ARHGAP25	0.862666666666667
CA9	-3.68988888888889
GPR62	0.0653333333333333
TLX1	-0.696
GPS1	-0.177
OR2M2	-0.0935
BDP1	0.545857142857143
FAM70B	-0.0945
RPS29	-0.399666666666667
MKLN1	-0.3824
TSPAN19	-3.72133333333333
SLC29A3	1.4935
LGALS4	0.455166666666667
USH2A	0.247333333333333
NF1	0.113833333333333
APOBEC3A	2.13883333333333
IMPAD1	2.05233333333333
OLR1	2.96333333333333
NRAP	-0.207
HCFC1R1	-0.233166666666667
TAOK2	0.0628333333333333
MCM10	-1.7325
MAP4K3	0.160666666666667
CBS	-0.423375
CLK3	-0.5444
PCDHGA5	1.135
ELF4	0.312375
FAM71A	0.0385
C11orf49	0.74925
CLIP2	-1.5175
BTBD9	1.1091
ZNF524	1.104
KDELR1	0.7275
ZNF509	0.3785
NCSTN	0.4905
ZNF533	0.207
PARP4	-1.343625
GALNT9	-0.2415
NPY	-3.73825
BEGAIN	-2.66466666666667
TMEM77	0.3575
FOXRED1	-1.11566666666667
SLC16A2	-0.3195
SLC35B1	-0.0115
GK5	-0.292833333333333
SDCCAG10	-0.09375
C4orf20	0.20125
SLC9A2	-2.28325
ADD1	0.535071428571429
TAL2	-1.94083333333333
ACLY	0.05375
DNAJC1	-0.2
SOST	-1.99725
USP43	1.59983333333333
CYP4F12	-0.42325
FKBP5	0.000125
CHCHD5	-0.3401
NUDT22	-1.33175
CCDC85B	-0.64575
OR51G2	0.623
STRN3	0.566785714285714
TMOD2	1.52375
FLI1	0.5535
MAB21L2	0.0241666666666667
DGKQ	0.19175
VPRBP	1.0245
SCNN1B	-1.6444
ECHDC3	0.8375
TMEM106C	0.097
CSNK2A2	-0.733
RPL39	-0.752
HERC3	-0.830888888888889
ZBTB47	1.471
ZNF681	-0.644
PAGE2	-2.639
CLIC5	2.5325
RABAC1	0.9005
ZFHX2	-0.01875
YPEL1	0.982166666666667
KIAA0776	1.17375
NR1D2	1.74975
DNAJC4	-0.3845
NPNT	2.9151
ZNF677	0.0815
ZNF536	-0.2395
MEF2B	-0.555
PTPN4	0.139875
CTCFL	-5.391
STX5	0.364666666666667
CD72	2.46725
VEGFA	-0.740421052631579
XRCC1	-0.0372
MAS1L	0.553333333333333
ELL	0.6666
SETBP1	-0.63925
CDH11	2.27533333333333
NDC80	-1.20623076923077
DMBX1	-2.28125
NRSN1	-0.125666666666667
BAT2D1	0.973875
CDS2	0.666666666666667
C1orf212	-0.284833333333333
SENP3	0.274125
IL1F9	0.389
EEF2K	0.61925
COG8	-0.0645
CEP72	-1.20275
OR1L8	-0.022
MUS81	-0.4495
PHYH	-0.80925
GGT6	2.03733333333333
C22orf23	-0.861666666666667
C13orf33	2.871375
MAPK8IP2	0.8365
NELL2	0.5055
POU3F2	-3.28433333333333
ALPK1	1.132625
MRPS18C	-0.751
RPLP2	-0.35475
FGF22	0.026
SPNS1	-0.202666666666667
ZFP1	-0.336
IL1RAPL1	-1.54825
PCSK9	-3.1385
NKX2-1	0.01525
C6orf189	0.34875
SP4	-0.1625
SLC11A1	1.3685
C21orf25	-0.315
ICAM2	-0.2605
SH3GL1	-0.3305
GSK3B	0.523166666666667
RALB	-0.161625
PDXP	-1.007
GNGT1	-3.309625
KIR2DL1	0.7365
TNFAIP3	-0.229833333333333
C6orf32	0.5135
CBLN2	4.9795
PANK3	1.80875
TAAR9	-0.1385
WDR82	0.677285714285714
APOM	-3.282125
TRIP10	0.03725
SPATA16	1.8068
C1orf135	-2.13225
USP51	0.3475
TESK1	0.3745
C11orf64	-0.131875
ZNF611	0.967
PDE6G	0.280333333333333
HLA-DQA1	3.917375
GCLC	-0.20425
SEC61A1	0.662285714285714
TWSG1	0.03125
ZMYND10	2.78775
CTDP1	0.92475
ADAMTS6	0.134333333333333
SLIT1	0.0525
KRT86	-0.5775
KIAA0574	-0.51225
GTPBP2	-0.0357
PQLC3	-0.92175
PRRX2	-1.37483333333333
C15orf44	0.39
MKKS	-0.284125
C11orf10	-0.97575
GPR110	-1.044625
CD109	-2.45333333333333
ADCY1	0.1265
RHBG	-3.822
TP53I3	-0.737125
SLC22A3	-1.67611111111111
UCP2	1.5145
FOXG1	-2.846
OR2AG1	0.2345
TRIM24	-1.60575
PROC	-3.16375
TAAR6	0.0996666666666667
AMTN	-1.2545
C10orf47	0.449666666666667
DEPDC1	-1.4795
FLJ45557	4.42
ZDHHC17	0.34975
KIAA1429	1.901
KCNH1	0.166
VNN3	3.33325
PSMAL	0.57475
PPARD	-0.010875
HFM1	-1.97725
YBX1	-1.0025
ZNF695	-0.56025
SCTR	0.273333333333333
DCDC1	0.345
VPS26B	0.2162
MTF2	-1.96133333333333
ATP6V1F	-0.64325
CCDC94	0.045
PERF15	-0.4755
CCL11	2.98675
LMO7	-0.9605
DCST1	-0.638
ADRBK1	-0.150625
CDRT4	0.930125
ZNF84	-0.10575
HOXD8	1.00175
STARD8	-0.478
FOXP2	-0.852714285714286
CCDC103	-0.294666666666667
POLR3A	0.149
GSC	0.0351666666666667
ZNF114	-3.34716666666667
HTR7P	2.963
LALBA	0.4575
RMND5A	0.209833333333333
PSCD2	1.31725
ZNF409	-0.3945
KRTAP1-3	-0.0283333333333333
MAF1	1.32825
LOC201725	0.108666666666667
NRN1	-3.015875
SPAG5	-1.677
DNAH7	2.20133333333333
FLJ43860	0.2465
BRCA2	-0.5695
ACADM	-0.09925
CXXC6	-3.2535
RAGE	-0.391875
CHMP2A	0.47075
FAM8A1	1.1132
GPR21	0.634
SLC12A3	-3.2885
FVT1	0.889142857142857
ZDHHC7	-0.3715
FLJ44048	0.19975
SLC44A3	1.46233333333333
SDSL	0.123666666666667
MMP8	-0.979
PLA2G12B	-4.2665
ACY1	-0.3715
MT1E	-2.74516666666667
OR4K15	0.086
TECTB	-0.257
GPR20	-0.1495
IRAK2	-0.6795
RFPL3	-0.462142857142857
MYO9A	0.1825
NARG1L	0.8075
BLMH	0.074875
CCDC3	1.9625
C9orf21	-1.54216666666667
KIAA0513	0.067
MIER2	0.12775
PNMA2	-2.22025
SH3BP2	0.4335
ANXA10	-0.961
RTN2	0.823166666666667
TFB1M	-1.5235
PRPH2	1.1465
C14orf133	0.1335
GOLGB1	1.78316666666667
IRX4	-0.195125
NFKBIL1	0.1535
C10orf62	0.04075
APBB3	0.31725
RPS10	0.2224
LOC728378	1.8135
TLE3	1.29661111111111
PSMB7	-1.099
MESDC1	1.403
SLC6A1	0.661166666666667
OCLN	0.702666666666667
PTTG3	-0.650666666666667
NAGLU	-0.931
SERTAD4	3.692
SPRY1	-0.6015
FLJ10781	-1.24733333333333
MYSM1	-0.49975
TRIM4	0.989142857142857
SH3YL1	1.3205
TREM2	3.33916666666667
SERPINI1	-0.799
HDHD3	-0.18875
TMEM38A	-0.854125
EID2B	-1.8295
TDRD3	0.611166666666667
SEDLP	0.9205
THSD7A	1.3825
NDST3	-3.0535
KLHL15	-0.157583333333333
DHRS12	1.5495
FBXO9	1.45121428571429
TNPO1	-0.170416666666667
MRPL13	0.984833333333333
SNX5	-2.12683333333333
METTL6	0.39975
SOD1	1.038625
CHML	0.119166666666667
PACS1	0.723125
SIRT5	-0.1502
CAPN2	1.164
FXYD5	-1.57533333333333
TWISTNB	-0.635375
LRFN1	0.0578333333333333
UBE1L	0.969375
UBE1C	0.84325
OR51B2	0.29
OR4D11	-0.264
C15orf2	-1.1525
NR4A1	-1.377
LOC339047	-1.10575
TRIM17	3.95525
ATP5G3	-0.743571428571428
RPL15	0.544083333333333
ADAMTS8	-1.42975
HOXC4	1.008
C14orf37	1.572
CEACAM5	-2.44
MYT1L	-0.0458
RASA2	0.378375
OSBPL7	-0.547
STAG1	0.1705
GIMAP4	4.94916666666667
FUT3	0.372666666666667
PIF1	-2.3015
LPIN2	-0.3879
SH3PX3	1.11025
PDP2	-0.4965
PAPD1	-0.38075
ERP27	4.5815
APOOL	0.0428
DIABLO	0.45925
TRHR	0.403875
ARMC9	-0.356875
RNF152	2.539
SLITRK3	-0.0381666666666667
ZNF211	1.086
PFDN1	0.31575
RGS11	0.460375
HS6ST1	0.7347
AKR1D1	-1.82033333333333
TNP2	0.5035
STK31	0.401833333333333
EML4	-1.858
SGTA	0.397
HIST1H2BI	-2.10316666666667
PSMD6	-0.717833333333333
KIAA1257	2.4265
C18orf55	0.180333333333333
FLJ20273	3.12475
RPL28	-0.329333333333333
EPYC	2.64375
NOX3	0.626
ELAC1	-0.167333333333333
METT11D1	-0.378
BIN2	0.381
NACA2	0.9225
CCDC17	-1.09475
HM13	0.0461
UBOX5	0.193375
UBE2O	-0.177625
UBL5	0.18875
APOLD1	-0.177125
C9orf31	0.28875
TNFSF8	0.7
ARHGAP29	1.942375
PROKR2	0.3615
PDE5A	-0.563
C6orf12	0.002
TOM1L1	1.0345
WHDC1	-0.35575
FOXI1	0.295666666666667
RAB4A	2.3017
TMEM39B	-1.1175
ATPBD1C	-0.01375
FARSA	-0.211833333333333
PLEKHG5	-0.61375
CMAS	-0.584166666666667
OR7E24	-0.931
SLC30A1	-0.258
CDC42EP5	-0.198333333333333
PLAC1	1.104
KLHL18	0.3385
LBA1	0.7693
TAZ	-0.39725
CRIP2	0.96625
BTBD11	-1.41766666666667
C16orf72	0.271
DIO2	1.636
LRRCC1	1.45916666666667
CCDC136	-2.8865
PRX	-0.557375
RBM5	0.5859
TMEM85	0.16375
TUBGCP4	-0.61
APLN	1.198125
CDK7	0.773166666666667
SSR2	1.58941666666667
CRELD1	-0.65875
C19orf46	2.667
GAL3ST4	0.9515
KBTBD10	0.529
IL28A	0.0315
WDR27	1.5255
MCM2	-1.07683333333333
SOX14	-0.0795
FLJ39743	0.032
KIAA0922	-0.0751428571428571
HIPK4	-0.5205
FLJ25758	-0.1575
C16orf57	-1.63391666666667
PDZD2	0.246375
MCC	2.706375
HHLA3	-1.2971
ID2	0.19625
C20orf23	2.25733333333333
ZNF688	0.24025
APOC2	-1.2735
LOC440093	-0.772
FAM50B	2.31616666666667
PWP1	-0.5675
DNAH10	0.328
HIST1H2BA	-0.05575
GPR56	0.402166666666667
METAP2	-0.336625
PAN3	1.26
STXBP4	-0.684875
PDHX	0.354
MTA1	0.085
ZBED4	0.5665
ZNF720	-0.18225
CDK2	-1.003625
RHOJ	0.23975
CDC37	0.357666666666667
ZER1	0.241875
GRK4	0.3965
PRPH	-0.44525
POLR2A	0.12325
OGFOD1	-1.12275
NOL5A	-0.00600000000000001
PHEX	0.7315
FLJ16478	-0.0415
C20orf117	-0.092
CAMTA2	0.5155
C11orf74	-0.431166666666667
DDX17	0.963583333333333
C5orf27	-0.258125
PLEKHA2	-1.6017
PDE4DIP	-1.1094
SCN7A	-0.5055
ZNF559	0.358166666666667
CXCL10	3.64875
ZMYM4	-0.134833333333333
STK32B	0.463933333333333
KIAA0888	-3.3401
TACR3	0.2315
CKAP2L	-2.0955
KIF1A	-2.1805
RSPRY1	0.54675
VCAN	0.9175
CYP27C1	0.5185
SYDE1	-1.93366666666667
MED12L	-0.256
ZDHHC21	1.2105
NHS	-0.4795
TM9SF3	1.03233333333333
DDHD1	0.254375
MAFG	-0.770333333333333
BICD2	-0.0705
C14orf119	-0.191
C14orf43	-0.231357142857143
CDH7	-3.08575
ALKBH5	-0.00264285714285719
JUP	0.93475
TMEM41A	0.178333333333333
MAMDC4	-2.10333333333333
CBX3	-0.018625
LRRC18	0.614
RBMXL2	-0.36025
PLA2G4D	0.2335
FGF13	-0.013875
KIF3A	1.86716666666667
PDIA6	-0.36925
DCXR	-0.21925
CASKIN2	-0.267166666666667
EHD1	-0.362
MARCKSL1	1.1015
ZNF496	1.15883333333333
SCAF1	0.287333333333333
KCTD8	-1.44925
TRAF3IP3	1.08278571428571
LSR	1.0075
CXorf1	-0.0835
C14orf112	0.317833333333333
EIF2B1	0.4235
OMP	0.139
GSTZ1	-1.91
LOC92017	0.7105
ISLR2	1.218
C12orf36	0.203
GATA2	-0.794166666666667
GABRA5	-2.086
CELSR2	-1.01828571428571
STAM2	-0.1608
TNAP	-0.157
PTPMT1	-0.984666666666667
GRP	5.9065
SV2A	-1.685
MAGEA12	-4.622
CACNG1	1.828
C18orf19	-0.4745
GSG1	-0.558
PTPRJ	-0.339642857142857
FRMPD1	0.415
ZNF668	0.21625
PLEKHJ1	-0.484625
ADAT1	-0.6962
TMEM50A	-0.0929
UCN3	0.072
HOOK1	1.44925
IL17B	-1.825
MLKL	-0.997166666666667
TTC14	1.027
KLHL5	0.47675
CRYL1	-0.459166666666667
FOXH1	-0.342
NFYB	0.57725
PPM1G	-0.92375
GOLGA2LY1	-0.74075
NMT1	-0.545125
HADHA	-0.4411
CHSY-2	2.0315
PLEKHF1	0.633571428571429
SAGE1	-3.1525
MUSTN1	0.24975
SUHW4	1.46225
TFEB	0.961666666666667
ZFYVE27	0.06475
ATG12	-0.0855
BMI1	1.12957142857143
ZIM3	-0.112
MYH4	-0.34175
MASP1	-1.84772727272727
KIAA0984	0.5985
RPAP2	-0.9385
ASB5	0.356333333333333
BOLA3	-2.0925
MIA3	2.4435
KRT35	0.55
KIR3DL3	-0.0855
MRPL51	-0.18825
SEMA3F	1.96433333333333
NDUFB2	-0.128333333333333
LOC253012	-0.42925
FAM46C	-1.2502
G6PC	-2.40214285714286
CSAG3A	-4.873
PREX1	1.2945
SLC25A45	-0.651625
MAPKBP1	0.4958
CPE	-0.9072
GNB1	-0.259
CXCR6	3.034
TRIM46	0.61575
C16orf3	-0.268666666666667
HPSE	0.637125
TIGD3	0.339
SPG3A	1.7485
LCAT	-2.22683333333333
ST6GAL1	-1.35055555555556
POMC	-0.60675
FLJ36031	-0.100833333333333
NSMAF	0.309333333333333
SKIL	1.4565
ADSS	1.653
HMGCS1	-0.956
POLR3F	0.632333333333333
RAB10	-0.259375
ZNF277P	-1.311625
ZBTB7B	0.7185
DHRS1	0.629875
ABCC13	0.0121428571428572
CNOT3	0.26875
NFKBIA	1.04025
GAK	0.442833333333333
SFT2D2	1.09333333333333
HOXA6	0.2205
CRTC1	0.162125
LY6D	-1.85966666666667
C20orf72	0.468833333333333
CPT1A	1.3765
LMO1	-1.9465
EIF3I	-0.6545
PRB4	0.59575
MCM3APAS	0.02675
C20orf132	-0.4555
FOXF2	-3.468
S100A12	0.074
MLH1	-0.721166666666667
ACTN1	0.9805
MRPL36	-0.344666666666667
C20orf106	-0.256
FBXO6	0.0435
MKS1	0.573166666666667
CX3CR1	-2.39075
PDE1B	0.601
PLP1	-3.9675
KISS1	-0.2755
C14orf2	-0.863
TBC1D3P2	-0.982
COMMD6	0.6525
ANKRD7	-0.839
PTCHD1	-2.47775
NARS2	1.93475
DOCK7	-1.2055
FAM127B	-1.158
LOC390243	0.122166666666667
N6AMT2	0.873
ZNF391	-0.1425
DNAJB14	0.562
WRB	0.40025
BPI	-0.201083333333333
TTC4	-0.308333333333333
FAM10A5	0.38725
GOT1L1	0.0317777777777778
MAGED1	-0.324875
RESP18	-0.28075
WFDC6	2.769
MT2A	-2.381
C11orf56	0.28775
KIAA1432	0.0205
ROR1	-2.198625
HSD17B14	1.11666666666667
ZFAND2B	-0.300875
SAMD4B	0.86375
HEXA	-0.5165
HNRNPU	0.622954545454545
USP39	-0.38625
NRD1	-0.68025
R3HDML	0.61075
FLT4	0.769666666666667
OMG	0.071
OR52N4	0.533
LOC399818	-0.18625
ELA2	-2.26525
VENTXP1	0.467
RFC5	-0.973
OR52L1	0.126
PAX5	0.356
FBXO2	-1.375
GMEB1	0.666
AKT3	-1.2495
CRB1	-0.838166666666667
CTTN	3.84466666666667
UTP15	0.422833333333333
HSBP1	0.160666666666667
PHF11	1.82175
NDEL1	0.200166666666667
USP8	0.1665
BAIAP2	0.6041875
SI	0.5956
ARSJ	-2.33716666666667
BAAT	-2.93025
KCNS3	2.90266666666667
LOC126147	-0.836833333333333
TMEM37	-0.0055
C1orf162	2.948
MBD1	0.9455
ITGAL	1.15366666666667
WDR73	0.2745
GKN2	-0.0503333333333333
ARFGAP1	-0.137
SLC5A8	-0.850833333333333
ZBTB40	-0.1707
CYP4B1	1.66833333333333
LYPLAL1	0.64625
CHST3	-1.5565
MAP3K9	1.003
BTAF1	-0.305166666666667
TFAP2E	-0.2325
RBM35B	0.15075
LOC441251	-0.0545
ANKRD25	-0.0341666666666667
UQCRC2	0.1015
MAEA	0.4695
HYAL1	-2.9656
RNPEPL1	-0.674833333333333
CPSF2	-0.50525
PSD3	1.6376
ABCA13	-0.658
AGR2	0.94675
GBX1	-1.1465
HDLBP	0.237857142857143
ACY3	-1.44925
HECW1	-0.38025
ZNF519	0.006
HOPX	2.2305
ZNF304	1.94975
OR12D3	-0.3145
FKSG43	0.76225
METTL1	0.43675
MFSD3	1.4935
PSPH	-0.96625
CLCA3	-0.877
DARS2	0.335333333333333
CDC25A	-0.7465
BAIAP2L1	1.3715
B3GNT5	-1.654875
USP29	0.3195
ARHGEF10L	0.4698
ATOX1	-0.08075
ADAM30	-0.34125
DNASE1	0.49525
STT3A	0.0601666666666667
RAB6IP1	0.2315
PTN	-1.4953
C1orf106	0.757615384615385
HECA	1.0785
RNF122	-1.35925
SLC22A18AS	-0.923333333333333
GNG8	-0.614833333333333
ELP4	-0.66325
FAM65A	-0.1885
RPL10A	0.733166666666667
IRS4	-0.799
MACF1	1.5986
SEC24D	1.48025
LOC374395	-0.39775
TGFB2	-1.025625
MDFIC	-0.512125
CHRNE	0.477833333333333
PCMTD2	0.201166666666667
ATP6V0D1	-0.266666666666667
MTA2	-0.60025
LZTR1	-0.833333333333333
RAP1A	-0.321333333333333
AXIN1	0.426375
POLR1C	0.4435
TRIO	0.636333333333333
PLXNA4A	-0.382166666666667
C5orf33	1.06225
DEPDC1B	-1.839
ZNF473	1.14083333333333
MTM1	1.635375
GPR107	-0.39
CSNK1A1L	1.54
FLJ14154	0.78675
NLRC4	3.851
ENPP4	1.88766666666667
PADI3	0.067
RNF170	1.59175
CG018	0.0796666666666667
C16orf7	-0.8705
KCNE1	1.80125
NRM	-2.12433333333333
SLC37A3	0.497642857142857
TPD52L2	-0.356
UNC5B	2.983
C12orf12	-0.506166666666667
SDHB	-0.62
CLRN1	0.316875
NUDT10	-1.99916666666667
UGT3A1	0.192875
FBXW8	1.218125
RHOF	-1.12875
PTPLAD1	0.668125
MYO3B	-1.0985
DERA	-1.3535
TPP2	0.86525
C19orf53	-0.123333333333333
GINS3	-0.799625
ST6GALNAC5	4.4975
CHSY1	-0.4795
MGC15705	-0.286
GPR83	0.101166666666667
EXT2	-0.301375
DOLK	-0.624
TUBAL3	-0.637
ACVRL1	1.9497
ABL2	0.539833333333333
C14orf156	-1.12466666666667
PTPRZ1	-4.846625
DIP2C	0.322875
LAMP1	1.67425
RXRA	0.1342
MAP3K5	0.0865
ALKBH1	0.499333333333333
PDLIM7	-0.03125
ARL14	-2.6
SNIP1	-0.265666666666667
TIMP3	1.38158333333333
RGS3	0.301166666666667
SPAG16	-2.0306
ABHD4	-0.215
ARHGEF12	0.755416666666667
GLUD2	0.311
RAC2	-1.2481
UAP1L1	-1.423
SLC18A3	0.0985
YOD1	-0.785916666666667
RALY	-0.458
HMOX2	0.490375
DGKH	-0.8405
DBNDD2	2.04166666666667
YIPF4	-0.121125
THAP10	0.2465
ZNF513	0.21275
HAGHL	0.223333333333333
ITGB4	-1.95566666666667
CCDC141	-1.363
YTHDF3	2.10475
C5orf28	0.53175
RPL7L1	-0.338375
TMEM30B	1.98707142857143
ANKRD35	-0.0725
DUOXA2	-0.16075
TBC1D5	-0.0205
DFNB59	-1.4995
HRH4	0.041
MYO6	3.717
DNAJA4	2.554
RBM24	0.570125
CEACAM20	-0.77875
RBM23	0.517642857142857
NGFB	-0.05
C1orf63	0.3312
KRTAP7-1	-0.0915
PERLD1	1.10325
NPB	-0.317
C17orf59	0.5393
HSPBAP1	0.01825
SLC15A4	-0.2155
PRTFDC1	-2.20075
OSMR	-0.707
CYSLTR2	-0.5515
C19orf25	0.3431
KIAA1797	-0.9135
NLRP6	-0.551
FAM105B	0.5835
SCRN2	-0.924833333333333
LRRC58	0.4054
RNF17	-0.439625
NEIL3	-1.7745
FAM137A	-2.74425
SKP2	-2.5005
PARVA	0.707583333333333
PKLR	-2.2465
RNF34	0.895625
A3GALT2	-0.13375
C12orf50	0.348166666666667
SUNC1	-2.04725
FAM102B	-1.02316666666667
CCT2	-0.3445
LRRC37A2	-0.5425
ARF4	1.294
SIKE	-0.228875
C8orf48	1.64916666666667
MBTPS1	0.522285714285714
GPSN2	0.1425
NCF2	2.50125
SLC12A6	-0.672666666666667
MRPL48	1.1315
HMGN3	0.148166666666667
LRRC62	-1.89175
PAX9	2.407625
FAM55A	-0.885
C20orf42	-3.853
SCML2	-0.358666666666667
BCL9	0.086
FAM40A	-0.77175
C9orf41	-0.896666666666667
ZNF774	-0.268
LETM1	-0.61075
PLXNB1	1.51
NIPSNAP1	-0.095125
USP10	-0.0495
F9	0.15875
LIPE	2.0485
CNGB3	-0.6045
C12orf52	0.43725
PI4K2A	0.470142857142857
MED8	-0.548625
STAT4	1.553
FGD4	-1.03833333333333
RNF145	-2.69566666666667
WDR32	0.3569
CLDN2	0.1255
TCEAL8	1.0105
ZMYND8	-0.6693
PDXK	0.02175
GATAD2A	0.25125
PTGES3	0.1395
CCM2	-0.77275
TAP1	1.15225
ZNF670	0.9815
ETS2	-0.679714285714286
C6orf166	0.2955
PRMT2	1.20464285714286
OR4B1	0.368
INTS8	1.1515
CCDC102A	-0.37925
CCDC83	-2.25766666666667
ITGA1	-0.626
EPHA5	-2.5276
FAM24B	-0.696
TSGA10	1.10975
HAL	-0.592333333333333
MYOT	-0.512666666666667
SPACA3	-0.5455
BCL2L2	0.203333333333333
CUGBP2	-0.504333333333333
CCNB3	1.284
RNF113B	0.83475
MERTK	-0.06075
BAG1	-0.759
VPS36	0.277
ORMDL3	0.5299
C1orf190	-1.41625
ZNF625	0.3915
CORO2B	-2.45625
ALOX15	-0.056
CST1	3.5325
NUPR1	2.717
CCL7	-0.717
SMCR5	-2.8695
DSC2	-0.073
RBMS2	0.28475
GRIK4	1.264
TRIM65	-0.3337
TMPRSS6	0.477071428571429
TP53INP2	-0.56075
GLB1L	-1.08016666666667
LOC388284	0.611166666666667
PUS1	0.0631428571428571
BCL9L	0.091
OLFM1	-1.75141666666667
RET	-0.674875
MASTL	-1.795
ALX3	0.273
IL1RL1	0.056
ZNF765	-0.0239
C14orf138	-0.50375
SNX10	-1.92216666666667
TAC4	0.513
C1orf64	2.133875
POGK	1.11775
MAPK9	1.6395
ZNF366	3.522
C8orf79	-0.0048
CLDN7	2.3815
OR5AT1	0.353
TRIM37	-0.7905
LRRC25	2.02025
GRHL2	3.5882
TEKT3	1.73025
LASS5	0.8625
ABCC4	-2.20766666666667
DLG3	1.63975
VGLL1	-0.443
ZFP36L2	0.441333333333333
MFRP	-0.2302
KIAA1799	0.3965
FLJ44379	1.926
PCNX	-0.94675
ANXA9	2.675
CYP4V2	0.9089
PIK3C2A	1.034
SRR	0.003
NOL3	-0.88525
IFITM2	-0.838
ARNTL2	-2.74275
ZNF595	1.31
NLRP13	-1.807
ASPH	2.459375
CPA2	-0.2165
PVRIG	-0.913666666666667
LEPR	-0.704
C16orf42	0.2015
SH3BGRL	4.2385
FAM77D	-0.224833333333333
FNDC7	-0.4195
C9orf6	0.363166666666667
NOTCH2NL	0.194833333333333
PGBD1	0.226
SYNGR2	-0.168166666666667
PITPNA	-0.3118125
PRPF4B	0.2345
SLC43A3	-1.58142857142857
NRBP1	-0.60575
SLC25A22	-0.14425
ILK	-0.600625
SLC22A8	0.609833333333333
MRPS7	-0.172875
PITX2	-1.33325
FABP3	-0.178875
OR1L1	0.5985
