Hybridization REF	TCGA-A2-A0CY-01A-12R-A034-07
MYT1L	-0.738166666666667
RASA2	0.080875
OSBPL7	-0.859
STAG1	-0.677
GIMAP4	2.69066666666667
FUT3	5.50416666666667
PIF1	-1.856875
LPIN2	-0.0182
SH3PX3	0.6495
PDP2	0.913
PAPD1	0.117625
ERP27	4.14625
APOOL	0.4624
DIABLO	0.44225
TRHR	0.4725
ARMC9	-1.07025
RNF152	2.94925
SLITRK3	0.016
ZNF211	-0.3143
PFDN1	0.108
RGS11	-0.351
HS6ST1	0.6971
AKR1D1	-0.57
TNP2	0.4675
STK31	4.738
EML4	0.226
SGTA	-0.607666666666667
HIST1H2BI	-0.0301666666666667
PSMD6	-2.9125
KIAA1257	4.00475
C18orf55	-1.0972
FLJ20273	1.258125
RPL28	-0.293666666666667
EPYC	1.22225
NOX3	0.1325
ELAC1	-0.125666666666667
METT11D1	-0.153
BIN2	-1.58533333333333
NACA2	0.04125
CCDC17	0.44675
HM13	0.0861
UBOX5	-0.32375
UBE2O	0.493
UBL5	-1.1865
APOLD1	1.9345
C9orf31	0.35775
TNFSF8	0.5745
ARHGAP29	-1.129375
PROKR2	0.341
PDE5A	2.15733333333333
C6orf12	0.106
TOM1L1	0.198
WHDC1	0.185875
FOXI1	0.2365
RAB4A	1.1319
TMEM39B	0.63875
ATPBD1C	-0.9565
FARSA	-0.611833333333333
PLEKHG5	2.08825
CMAS	-0.7985
OR7E24	1.116
SLC30A1	-0.27075
CDC42EP5	1.72783333333333
PLAC1	-2.243
KLHL18	-0.701916666666667
LBA1	-0.4303
TAZ	-0.5795
CRIP2	0.671375
BTBD11	-0.742
C16orf72	0.36575
DIO2	1.8609
LRRCC1	-0.638
CCDC136	-2.2555
PRX	0.09325
RBM5	-0.6033
TMEM85	-1.26825
TUBGCP4	-1.67366666666667
APLN	2.06925
CDK7	-0.919666666666667
SSR2	0.995333333333333
CRELD1	1.65425
C19orf46	3.1385
GAL3ST4	-0.357333333333333
KBTBD10	-1.2925
IL28A	0.6935
WDR27	-0.2225
MCM2	-1.27333333333333
SOX14	-0.2975
FLJ39743	-0.2055
KIAA0922	-0.367125
HIPK4	0.062
FLJ25758	-0.322
C16orf57	0.36725
PDZD2	0.330875
MCC	-0.46625
HHLA3	-0.9649
ID2	0.5555
C20orf23	1.43966666666667
ZNF688	1.46425
APOC2	-2.275
LOC440093	-1.80575
FAM50B	0.636833333333333
PWP1	0.2365
DNAH10	0.2045
HIST1H2BA	1.1685
GPR56	1.95666666666667
METAP2	-0.102125
PAN3	0.708166666666667
STXBP4	0.6995
PDHX	-0.388
MTA1	0.384666666666667
ZBED4	0.849
ZNF720	-0.4115
CDK2	-1.671625
RHOJ	-0.74775
CDC37	-0.7845
ZER1	0.485
GRK4	-0.777
PRPH	0.90625
POLR2A	0.331875
OGFOD1	-0.5145
NOL5A	-1.20925
PHEX	0.5995
FLJ16478	0.101
C20orf117	-0.685
CAMTA2	-1.04475
C11orf74	0.832833333333333
DDX17	0.160333333333333
C5orf27	0.60625
PLEKHA2	-1.6082
PDE4DIP	-0.3202
SCN7A	0.5345
ZNF559	-2.04633333333333
CXCL10	3.23775
ZMYM4	0.662666666666667
STK32B	-0.0988666666666667
KIAA0888	-4.033
TACR3	0.374
CKAP2L	-1.58825
KIF1A	3.287
RSPRY1	0.58925
VCAN	1.29825
CYP27C1	0.662
SYDE1	-0.5685
MED12L	-0.18775
ZDHHC21	0.683
NHS	-0.0875
TM9SF3	0.493166666666667
DDHD1	-0.327125
MAFG	0.02225
BICD2	-0.0179
C14orf119	-0.576333333333333
C14orf43	0.4685
CDH7	0.214
ALKBH5	-0.538928571428571
JUP	1.62425
TMEM41A	-0.0996666666666667
MAMDC4	-0.892166666666667
CBX3	-0.975625
LRRC18	0.14875
RBMXL2	-0.303666666666667
PLA2G4D	0.569333333333333
FGF13	1.194125
KIF3A	0.175166666666667
PDIA6	-0.2495
DCXR	-0.394
CASKIN2	0.542333333333333
EHD1	1.2635
MARCKSL1	1.869
ZNF496	2.15633333333333
SCAF1	0.5925
KCTD8	-1.212
TRAF3IP3	-1.65971428571429
LSR	2.29675
CXorf1	0.252833333333333
C14orf112	-0.606333333333333
EIF2B1	-0.61025
OMP	0.688
GSTZ1	-0.6355
LOC92017	0.606
ISLR2	0.788
C12orf36	1.2285
GATA2	-1.99433333333333
GABRA5	-2.893
CELSR2	-0.049
STAM2	-0.4551
TNAP	-0.0305
PTPMT1	-0.631
GRP	2.50475
SV2A	0.0106666666666667
MAGEA12	-2.72625
CACNG1	-0.366
C18orf19	-0.85875
GSG1	-0.463666666666667
PTPRJ	-1.21457142857143
FRMPD1	0.7425
ZNF668	1.337
PLEKHJ1	-1.473375
ADAT1	-1.4388
TMEM50A	-0.4521
UCN3	0.635
HOOK1	1.104375
IL17B	-1.3325
MLKL	-0.784666666666667
TTC14	-1.01283333333333
KLHL5	-2.579375
CRYL1	0.829666666666667
FOXH1	1.0335
NFYB	-0.59575
PPM1G	-0.45575
GOLGA2LY1	1.8445
NMT1	-0.74275
HADHA	-0.5048
CHSY-2	-1.02725
PLEKHF1	0.963642857142857
SAGE1	-2.5645
MUSTN1	0.291
SUHW4	0.23475
TFEB	1.273
ZFYVE27	-0.44525
ATG12	-0.857666666666667
BMI1	-1.164
ZIM3	0.4785
MYH4	0.2755
MASP1	-0.7225
KIAA0984	-0.093
RPAP2	-0.627
ASB5	-0.5235
BOLA3	-1.36666666666667
MIA3	0.928833333333333
KRT35	0.045
KIR3DL3	0.528
MRPL51	-1.109
SEMA3F	0.265666666666667
NDUFB2	-0.932166666666667
LOC253012	4.32625
FAM46C	-0.3935
G6PC	-1.29457142857143
CSAG3A	-4.13033333333333
PREX1	4.249
SLC25A45	0.307875
MAPKBP1	-0.1017
CPE	0.8944
GNB1	-1.035625
CXCR6	1.1805
TRIM46	0.56225
C16orf3	1.13766666666667
HPSE	-0.89775
TIGD3	2.197
SPG3A	0.02575
LCAT	-1.3615
ST6GAL1	-0.340666666666667
POMC	3.22175
FLJ36031	-0.179166666666667
NSMAF	-0.493
SKIL	2.1185
ADSS	1.44566666666667
HMGCS1	-2.2131
POLR3F	-0.462833333333333
RAB10	-0.12675
ZNF277P	-1.4015
ZBTB7B	1.080125
DHRS1	-0.6965
ABCC13	0.785125
CNOT3	0.4675
NFKBIA	2.177
GAK	-1.01316666666667
SFT2D2	1.08533333333333
HOXA6	1.2745
CRTC1	1.752875
LY6D	-0.782166666666667
C20orf72	-0.796
CPT1A	1.4475
LMO1	-1.405
EIF3I	0.61475
PRB4	0.6765
MCM3APAS	0.815875
C20orf132	-0.8316
FOXF2	-4.5085
S100A12	0.77325
MLH1	-2.13666666666667
ACTN1	0.5273
MRPL36	-0.8515
C20orf106	-0.07975
FBXO6	-0.0771666666666666
MKS1	-0.431333333333333
CX3CR1	-4.128125
PDE1B	0.22
PLP1	-3.1855
KISS1	1.00633333333333
C14orf2	-0.649333333333333
TBC1D3P2	-0.39825
COMMD6	1.0501
ANKRD7	-0.375
PTCHD1	-2.902625
NARS2	-0.42525
DOCK7	-1.128
FAM127B	-0.492875
LOC390243	0.747666666666667
N6AMT2	1.7465
ZNF391	-0.659
DNAJB14	0.224
WRB	-1.11325
BPI	0.039
TTC4	-1.54916666666667
FAM10A5	-0.521
GOT1L1	0.0713
MAGED1	0.4595
RESP18	0.40925
WFDC6	0.16075
MT2A	-0.111
C11orf56	0.34425
KIAA1432	-0.886
ROR1	-0.63075
HSD17B14	0.628
ZFAND2B	-0.64975
SAMD4B	0.99725
HEXA	-0.465
HNRNPU	0.994954545454545
USP39	-0.601375
NRD1	-1.0245
R3HDML	0.347
FLT4	0.581
OMG	0.314666666666667
OR52N4	0.899
LOC399818	-1.02525
ELA2	-1.866
VENTXP1	-0.228
RFC5	-1.43
OR52L1	0.2385
PAX5	0.1165
FBXO2	0.76475
GMEB1	0.983
AKT3	-0.321666666666667
CRB1	-0.956166666666667
CTTN	1.08066666666667
UTP15	-0.970666666666667
HSBP1	0.341916666666667
PHF11	1.3105
NDEL1	-0.224666666666667
USP8	-0.90075
BAIAP2	1.281625
SI	0.371
ARSJ	-1.7405
BAAT	-2.70075
KCNS3	3.04366666666667
LOC126147	-0.0501666666666667
TMEM37	1.25375
C1orf162	1.522
MBD1	-0.2482
ITGAL	-0.139666666666667
WDR73	0.0741666666666667
GKN2	-0.0133333333333333
ARFGAP1	-0.226125
SLC5A8	0.4875
ZBTB40	-0.2655
CYP4B1	-1.32233333333333
LYPLAL1	0.06775
CHST3	-1.29
MAP3K9	0.798
BTAF1	-1.5465
TFAP2E	0.2045
RBM35B	2.5955
LOC441251	0.106166666666667
ANKRD25	-1.5555
UQCRC2	-0.895
MAEA	-1.16475
HYAL1	-2.7076
RNPEPL1	0.414833333333333
CPSF2	-1.247875
PSD3	-1.7771
ABCA13	1.066375
AGR2	2.421
GBX1	-1.7315
HDLBP	1.01328571428571
ACY3	-0.67775
HECW1	-0.282
ZNF519	-1.121
HOPX	2.49325
ZNF304	-0.2335
OR12D3	-0.1075
FKSG43	0.307
METTL1	0.955875
MFSD3	0.56
PSPH	-0.20825
CLCA3	0.2955
DARS2	-1.05116666666667
CDC25A	-2.0935
BAIAP2L1	0.605
B3GNT5	-0.676375
USP29	0.40675
ARHGEF10L	0.0488
ATOX1	-0.587125
ADAM30	0.066
DNASE1	0.9625
STT3A	1.28641666666667
RAB6IP1	-0.69075
PTN	2.099
C1orf106	1.19869230769231
HECA	1.214
RNF122	1.8385
SLC22A18AS	0.6895
GNG8	1.195
ELP4	0.4875
FAM65A	0.596
RPL10A	0.0866666666666667
IRS4	1.0235
MACF1	2.2122
SEC24D	0.28075
LOC374395	0.0925
TGFB2	-1.625875
MDFIC	-0.71875
CHRNE	1.274
PCMTD2	0.0381666666666667
ATP6V0D1	-0.1695
MTA2	0.99575
LZTR1	-0.1715
RAP1A	-1.373
AXIN1	-0.088875
POLR1C	-0.40125
TRIO	0.329666666666667
PLXNA4A	-0.291166666666667
C5orf33	-1.558
DEPDC1B	-2.61975
ZNF473	-0.3305
MTM1	-0.752
GPR107	-0.4125
CSNK1A1L	0.645666666666667
FLJ14154	-0.56325
NLRC4	1.4145
ENPP4	1.1715
PADI3	0.124
RNF170	0.400875
CG018	0.517333333333333
C16orf7	0.7665
KCNE1	-0.468
NRM	-1.6055
SLC37A3	0.255214285714286
TPD52L2	-0.914166666666667
UNC5B	1.3085
C12orf12	0.7586
SDHB	-2.10875
CLRN1	0.3735
NUDT10	-1.79883333333333
UGT3A1	-0.080375
FBXW8	0.363
RHOF	-0.486625
PTPLAD1	-1.2135
MYO3B	-1.168
DERA	-1.47625
TPP2	0.57075
C19orf53	1.13583333333333
GINS3	-1.1025
ST6GALNAC5	-0.27
CHSY1	-1.21075
MGC15705	-0.462
GPR83	0.65
EXT2	0.377625
DOLK	-0.5825
TUBAL3	2.955
ACVRL1	1.4106
ABL2	-0.177
C14orf156	-1.54933333333333
PTPRZ1	-4.061
DIP2C	0.6865
LAMP1	0.441625
RXRA	-0.213
MAP3K5	0.59825
ALKBH1	-0.686
PDLIM7	0.0155
ARL14	-2.0455
SNIP1	-0.704166666666667
TIMP3	1.626
RGS3	-0.417166666666667
SPAG16	-0.1281
ABHD4	0.8535
ARHGEF12	-0.13975
GLUD2	-0.396
RAC2	-0.4891
UAP1L1	-1.627
SLC18A3	0.958
YOD1	-2.10733333333333
RALY	-0.222
HMOX2	0.4485
DGKH	1.1265
DBNDD2	0.941
YIPF4	-0.4185
THAP10	-0.9685
ZNF513	0.24225
HAGHL	-0.464166666666667
ITGB4	0.796333333333333
CCDC141	-1.619
YTHDF3	-0.092
C5orf28	0.45375
RPL7L1	-0.554
TMEM30B	0.801714285714286
ANKRD35	2.5045
DUOXA2	0.7895
TBC1D5	0.123875
DFNB59	-0.671
HRH4	1.22725
MYO6	1.2833
DNAJA4	1.3495
RBM24	-0.563125
CEACAM20	0.99825
RBM23	-0.599428571428571
NGFB	0.444
C1orf63	-1.5349
KRTAP7-1	-0.0805
PERLD1	1.34925
NPB	0.8045
C17orf59	0.5033
HSPBAP1	0.02675
SLC15A4	0.8015
PRTFDC1	1.00475
OSMR	-1.04342857142857
CYSLTR2	-0.5595
C19orf25	0.0974
KIAA1797	-0.4295
NLRP6	0.764
FAM105B	-0.506
SCRN2	-0.866666666666667
LRRC58	-0.9758
RNF17	0.425714285714286
NEIL3	-2.418
FAM137A	-0.633
SKP2	-3.0215
PARVA	0.176666666666667
PKLR	-0.6715
RNF34	0.204375
A3GALT2	0.66925
C12orf50	0.4646
SUNC1	-2.90375
FAM102B	-0.578833333333333
CCT2	-1.08475
LRRC37A2	0.226
ARF4	-1.124
SIKE	-0.653
C8orf48	0.00233333333333332
MBTPS1	1.1315
GPSN2	0.419
NCF2	2.2985
SLC12A6	1.02033333333333
MRPL48	-0.23575
HMGN3	-1.29283333333333
LRRC62	-0.9195
PAX9	2.71325
FAM55A	1.851
C20orf42	-0.175
SCML2	-1.9176
BCL9	1.9075
FAM40A	-1.14175
C9orf41	-1.62433333333333
ZNF774	0.414
LETM1	-1.58675
PLXNB1	-0.00683333333333333
NIPSNAP1	-0.52625
USP10	0.19325
F9	-0.20275
LIPE	0.7375
CNGB3	2.643
C12orf52	1.073125
PI4K2A	-0.0045
MED8	-0.85975
STAT4	-0.1671
FGD4	-0.385166666666667
RNF145	-0.121166666666667
WDR32	-0.8425
CLDN2	0.231666666666667
TCEAL8	0.5875
ZMYND8	0.7481
PDXK	-0.0411874999999999
GATAD2A	1.46825
PTGES3	-0.7465
CCM2	-0.22775
TAP1	-0.866875
ZNF670	0.5145
ETS2	0.419142857142857
C6orf166	1.01166666666667
PRMT2	0.4495
OR4B1	0.5895
INTS8	0.0125
CCDC102A	1.12025
CCDC83	-2.139
ITGA1	-0.1205
EPHA5	-1.6664
FAM24B	-0.265833333333333
TSGA10	0.999
HAL	-2.33166666666667
MYOT	-0.04675
SPACA3	-0.13375
BCL2L2	-0.12
CUGBP2	-2.87816666666667
CCNB3	-0.01275
RNF113B	-0.3165
MERTK	-2.17
BAG1	-0.21375
VPS36	0.225
ORMDL3	-0.1368
C1orf190	-0.307
ZNF625	-0.76725
CORO2B	-1.66325
ALOX15	-1.6515
CST1	-0.477
NUPR1	2.864
CCL7	0.3355
SMCR5	-1.882
DSC2	2.9855
RBMS2	0.15175
GRIK4	-0.46
TRIM65	0.1483
TMPRSS6	1.97492857142857
TP53INP2	-0.93125
GLB1L	0.104166666666667
LOC388284	-0.233333333333333
PUS1	0.220357142857143
BCL9L	0.2885
OLFM1	-1.02708333333333
RET	0.982375
MASTL	-2.1135
ALX3	1.153
IL1RL1	0.203333333333333
ZNF765	-0.3795
C14orf138	-2.0835
SNX10	-0.722666666666667
TAC4	0.5805
C1orf64	-2.763625
POGK	0.78175
MAPK9	-1.3545
ZNF366	0.658
C8orf79	-1.5809
CLDN7	2.889
OR5AT1	0.871
TRIM37	-2.918
LRRC25	1.59425
GRHL2	2.6147
TEKT3	1.383
LASS5	-0.7855
ABCC4	0.81975
DLG3	1.61175
VGLL1	0.215875
ZFP36L2	1.74966666666667
MFRP	0.262
KIAA1799	-1.584
FLJ44379	0.503
PCNX	0.40575
ANXA9	-0.887
CYP4V2	-1.3282
PIK3C2A	-1.75575
SRR	-1.424
NOL3	0.754
IFITM2	2.7095
ARNTL2	-2.9985
ZNF595	-1.11475
NLRP13	0.9855
ASPH	0.545
CPA2	0.308
PVRIG	-1.9525
LEPR	-2.60933333333333
C16orf42	0.509
SH3BGRL	0.95825
FAM77D	0.429
FNDC7	0.222
C9orf6	-1.43566666666667
NOTCH2NL	2.95366666666667
PGBD1	-1.99533333333333
SYNGR2	-0.3655
PITPNA	-0.5344375
PRPF4B	-1.1949
SLC43A3	-1.45885714285714
NRBP1	-0.38575
SLC25A22	0.70425
ILK	-1.380625
SLC22A8	0.924
MRPS7	-0.800625
PITX2	-1.811
FABP3	-0.5785
OR1L1	-0.429
LOC728215	2.472375
BLID	-1.6275
KIAA1217	0.966823529411765
TFPT	0.909
AP4B1	-0.578
VBP1	-2.062
OR1K1	0.669
MORC3	-0.12625
BHMT2	1.126
C3orf10	1.25275
FZD7	0.0391666666666667
WFDC10A	-1.302
PMS2CL	-0.912875
CCDC32	0.0473333333333333
FA2H	-0.8975
ALG13	-0.775
TTLL7	0.2167
SPOCK3	-0.1425
SLC13A2	1.5355
AIM1	1.08525
GPRC6A	1.789
EGR2	3.3475
MED11	-0.29425
WWC1	1.03825
SH3GL3	-0.75
RIF1	-0.830714285714286
PRLH	0.592
VLDLR	-2.0745
DBT	-0.6979375
C21orf63	-1.3385
CGGBP1	-1.07225
KRTAP12-2	0.3205
TADA3L	-0.752125
ZBTB16	0.18975
PDGFB	3.235875
RFX1	1.16775
UQCRB	-0.1712
LOC133874	1.807
HPS3	2.1915
LGALS3BP	0.8558
DKFZP564O0823	4.47728571428571
MRFAP1L1	-1.3655
HOXA10	-1.78733333333333
NGB	-0.226
KIF21A	1.41846153846154
IFLTD1	0.635
LZTS1	-0.691875
ARHGEF3	1.26775
RHBDL3	-2.027
CSNK1G2	0.619833333333333
ChGn	0.404125
KIAA1244	3.32
GABRB2	0.8215
MGC72080	1.329
CD27	1.728
EGLN1	-0.8897
PEX13	1.341
RWDD3	-1.056
RNF12	-0.217
GRIN2B	-0.0005
ADAMTS14	-1.249625
DYDC2	2.14633333333333
ATP6AP1	0.1751
NR1H2	0.402833333333333
PDK2	-0.32225
C3orf17	0.0381666666666667
SLC38A2	-0.162071428571429
SLC25A29	0.175833333333333
C15orf29	-0.42525
ADAM9	-1.85125
TMUB2	-0.113375
GPR176	-1.053
AGK	-0.64625
MCCD1	0.5245
NDUFA4	-2.023
TMEM146	0.5195
DUSP1	0.0745
UNQ6975	0.5725
EMX2OS	1.67025
INSM2	0.40425
LUZP4	-0.492
SETD6	-0.08975
P2RY2	2.22825
SLC45A2	-1.8795
RABGAP1	0.00766666666666667
UBXD5	0.262625
GPRC5A	2.1657
PAK3	-0.457833333333333
LOC63920	-2.23575
TGFBR1	-0.1955
KRTAP6-3	0.431
SFMBT2	-0.00249999999999997
CDC42	0.2390625
C11orf35	0.8395
TTLL2	0.65175
UACA	-0.343916666666667
CD97	0.2405
SETD5	0.226375
NINJ2	0.537
PTER	0.110333333333333
POMGNT1	-0.7295
KRTAP4-2	0.541
ECGF1	1.6125
HRB	-1.06818181818182
ATP1B2	0.3153
LOC400506	-0.18525
COL4A3BP	0.802
C6orf97	0.15525
GRHPR	-0.89375
TAS2R1	-0.1315
SEMA7A	-0.68
EDF1	-0.3915
ODF2L	0.4926
PCID2	-0.3455
GTF2H4	-0.540833333333333
ZCCHC3	-0.6065
CGB2	0.616666666666667
NEUROD1	0.45325
C20orf75	-0.197
RP5-1054A22.3	0.6165
IFNA5	0.2685
ZNF134	-0.414916666666667
MGC119295	-0.5358
ZSWIM6	-0.013625
SMEK1	0.400833333333333
PCGF2	0.457125
C1orf102	1.51675
CYP2A13	5.1075
KCNH6	-0.4712
MDM1	-0.7481
ALDH7A1	-0.484833333333333
C9orf75	-0.2125
VDAC3	-0.32375
OR51T1	-0.2195
EIF3F	-0.601
KCNJ10	0.115125
LENG8	0.56975
EDEM2	0.75475
CCNJL	1.03283333333333
DHX37	1.0215
CRYGN	0.456
AATF	-0.726125
ZNF630	0.447375
E2F5	-0.245
WFDC13	-0.74925
FTSJ3	0.0598333333333333
C4orf33	-1.71125
LHFPL4	-2.276
C19orf56	-0.75475
SMAD4	-0.240625
AFM	-0.7984
G0S2	-2.93975
FCHSD2	0.6895
RRP1B	-0.3217
EEF1B2	-0.086
STAT6	0.0221666666666667
ZNF195	0.349
GNL1	-0.411
ZNRF2	-0.1195
PER3	-1.337375
ASB16	0.642
C10orf10	1.98385714285714
ADCY8	-2.8635
C9orf58	0.179166666666667
ARMC10	-1.10433333333333
PSG1	-1.777
DHX34	0.1905
VARS2	-0.429875
NFIC	0.5015
ITPR2	-3.37225
AGXT2	-0.1754
OR6K3	0.419
H2AFZ	-0.908583333333333
MLLT3	-0.88525
COX4I2	1.3125
CCNT2	-1.396
PLK4	-2.14525
NUMBL	0.00883333333333332
MED16	0.48975
PLEKHQ1	0.52025
GOSR1	0.213333333333333
BTG4	0.532
RPL30	0.350166666666667
IGSF5	0.2305
IGFL2	-0.183
ELMOD2	0.0783333333333333
SHC3	-1.51716666666667
HAVCR1	-0.974
DYNC2H1	-0.056
RNF5	-0.675166666666667
C2orf7	-0.8215
NLF1	3.274
KLHL25	0.562
LRP10	1.3275
KRI1	1.81175
PUS7L	-0.366333333333333
MGMT	1.621
HOXD1	0.399
CSH1	0.8383
ATG16L2	-1.1635
FLJ44635	0.6575
CHODL	1.59025
EXOSC8	-1.88575
SLC28A1	0.53425
MYO7B	-0.483333333333333
SEH1L	0.0403
MTNR1A	0.539333333333333
TSPAN5	0.917833333333333
CDC45L	-3.04433333333333
AMIGO1	-0.017
ATAD3A	0.040625
OSGIN2	-0.189666666666667
PDIK1L	0.358166666666667
DARC	0.260375
PIPSL	1.5455
SHMT1	-0.66825
CRISP3	0.129
POPDC2	0.540333333333333
ZRANB2	-1.18233333333333
FBXL8	1.97075
TRIP13	-1.68363636363636
EIF5AL1	-0.581
POU5F1P3	-3.92183333333333
IL6	-2.70133333333333
CXorf38	-0.6795
IFNA16	-0.1685
FBXL2	0.3495
BRD1	1.3585
STATH	0.47825
FBXO44	0.0395
MCCC2	-0.53025
CDC2	-2.269
C5orf23	-2.746
IVD	-0.401833333333333
C10orf122	-0.506
MSL3L1	-0.5154
MVP	0.57725
EPOR	-1.2837
ZMYM1	0.223833333333333
BCL7C	1.46816666666667
PSTPIP2	-0.3926
LYPD1	-1.505625
OR8G5	-1.077
ZP3	0.249833333333333
BCAS4	0.3495
EDG6	0.7625
ISY1	-0.7745
PRAMEF2	-1.5345
CUL1	-0.8345
RNF213	0.9575
CCRK	0.397
DHX9	-0.302
C13orf29	2.08375
NCKAP1	-0.785
MRPL43	0.303785714285714
XPR1	-0.279
PKN2	0.633
PODNL1	2.483
ZNF333	0.72875
DALRD3	-0.441
OPN1SW	0.338
BTBD6	-0.3725
C11orf82	-2.231
OR5P3	0.4355
DUSP11	-0.25325
L1CAM	-1.2325
NEK11	1.06266666666667
OR7E91P	1.247
CNTN3	2.8132
CREB3L2	1.00475
ZBTB37	2.1455
KIAA1324L	-1.15475
NDUFB10	-0.796166666666667
NUDT2	-0.24425
GTPBP8	0.35525
CACNA1D	-0.481
PRKAA2	-0.793333333333333
PRDM8	1.205
MGC16075	-1.44716666666667
KRT14	-0.535857142857143
PP8961	1.678
MRPL18	0.03575
ABCG2	-3.5325
PACRG	3.5415
BBS2	-0.7035
KREMEN2	-0.251
FBXO21	1.55825
HNRPUL1	0.401333333333333
GRB10	-0.0675
CLSTN1	1.887125
LMAN2	-0.3694
C17orf61	-0.4935
NIPSNAP3A	-1.3765
INSIG2	-2.0675
PCDHB7	-0.530666666666667
STXBP2	0.502875
CMAH	0.105666666666667
SEMA5B	-0.5395
ZNF155	-0.534
COQ6	-1.49883333333333
PRPF4	0.04775
TSPAN15	0.991
VN1R5	-0.017
LATS2	-0.04775
SELK	-0.69275
PGK2	0.616
MS4A1	-2.428875
TYW3	-0.6035
KRTAP5-1	2.19425
RCCD1	-1.652
BTN1A1	-0.3215
DDX28	1.02575
TMEM65	0.43575
LOC92345	0.24075
TTC31	-0.272
WDR46	-0.593166666666667
CHP2	4.17116666666667
LSP1	-0.013875
ZNF542	-0.7475
EXOSC1	-0.24825
ARHGAP18	-0.1385
LRRTM4	0.470125
MAOB	0.14175
CACNB4	-1.49075
MGC33846	1.099125
RANBP3L	-0.262875
ATP5L	-1.233375
ONECUT1	-1.381
NUDT9	0.315
TMEM149	-0.02
STX17	0.51675
IGSF10	-3.98875
TMPRSS9	0.11
BMPR2	1.13233333333333
ALLC	0.65175
KLF7	1.121
GCC1	0.3057
TIMM9	-0.67575
CDO1	-3.17116666666667
MGC10701	0.597666666666667
IFI6	0.489
FRMD8	0.89925
MGAT2	-0.93025
WBP5	0.0956666666666667
CNIH2	1.16525
KIAA0907	-1.1904
KCNH8	3.746
CTSG	-2.54625
GRIK1	-0.5595
CUL5	0.9075
FRMD1	0.9925
OR9A4	1.1375
SYT6	-1.493375
FOXD4L2	0.26725
ANAPC2	-0.860833333333333
OPN5	1.16
TAF13	-1.36425
LYG2	0.62825
GGNBP1	-0.3745
C11orf40	0.456
OTX2	-0.772
REG4	-0.0996
EIF5	-1.4575625
PALB2	-0.638
SEPSECS	-1.9242
RNASE3	1.4995
TRIM49	-1.758
POLR2K	-0.5627
GPR42	0.271
C8B	-2.85725
SASS6	-0.72575
PREB	-0.2965
OR3A3	0.61
TUBA8	1.467875
IGLV2-14	-1.784
STIL	-3.385
ANKFN1	-1.02266666666667
NME7	-0.6065
HOXC12	6.566
UBE2C	-0.58625
FHOD1	-0.43225
CDK2AP1	1.1695
OR6K2	0.34725
DHPS	-1.55875
RPL5	-0.552666666666667
TRGV5	0.747
LOC541472	0.9275
HCCS	-1.34066666666667
DENND1B	1.677
LHX3	-0.028
OR5D16	0.3385
CXorf57	-2.38383333333333
IRF2BP1	1.3835
NDST2	0.479666666666667
LCE3D	-0.0605
BOLL	0.89325
SYT3	0.3045
PIH1D2	0.41125
C20orf7	-0.740666666666667
IL1R2	0.558833333333333
SLAMF9	0.175
PPME1	-0.189875
PIK3CA	0.522
TRAPPC1	-0.37375
COLEC10	-0.95625
SLC9A6	-1.7335
PDDC1	-0.696666666666667
CCDC53	-0.01625
GK3P	-1.00925
DAZL	-1.0785
BRI3	-1.33375
SDK1	0.16375
CYP2C18	-0.12
IFI44L	-0.416
RPL3L	1.5415
FUT9	-1.13983333333333
KIFC2	0.778833333333333
PMP2	-0.387
SLC4A9	0.6095
PLAG1	-0.426833333333333
MYCBP2	0.1535
OR4E2	0.844
CCDC65	0.52975
C16orf82	-0.275625
ENTPD4	-1.009125
BRP44L	-0.481375
PMP22CD	-0.1765
TMCO4	1.00433333333333
KCNN1	0.1895
WDR35	-0.54025
CCDC80	0.6045
C3orf31	0.11975
SLC7A9	-0.6645
TMEM190	0.16175
DBC1	-1.79616666666667
FADS3	-0.548666666666667
PDZD8	1.09883333333333
GRM5	0.749
AZGP1	1.6451
PEX3	-0.423
MED1	-0.643214285714286
ATG4C	-2.27066666666667
HNRPH3	-1.10875
FAM109B	3.42275
C4orf17	0.2495
CA10	5.11325
OPRD1	0.482
CCL16	-1.1955
SACM1L	-2.4515
CST6	6.7835
CD63	0.1885
LGI1	-2.8295
ZNF784	1.6505
CRYBB1	-2.1415
CX3CL1	0.7869
TOP2A	-2.984125
GYPB	-3.36516666666667
GADD45GIP1	-0.60875
FEN1	-1.118125
IGF1R	0.998875
WDR72	0.475
PURG	-1.741
DEFB126	3.89575
PKD1L1	0.3475
CAV1	-2.3036
GNPDA2	-1.9916
DGAT2	0.039
NLGN1	-3.1145
STRBP	-0.535125
HPRT1	-0.776666666666667
FANCI	-1.653875
PSMA7	0.582125
DBF4B	-0.4395
TTF1	-1.26375
RAD54L	-2.11
ELOF1	-1.02625
PLAGL2	1.459375
ZNF256	-0.21675
HMGCL	-0.642
MSI2	0.498333333333333
RPESP	4.38233333333333
C11orf60	0.2195
ABCD1	0.3155
ACAA1	-0.7578
SPARCL1	3.93178571428571
IL6ST	-1.9951
ZNF319	0.0875
TMEM109	-0.2956
FAM90A1	2.032
IL22RA1	-1.714
ATP4B	0.7405
TEC	-1.37033333333333
C7orf30	-0.96025
TXNDC2	-0.554
ABCB4	-0.44575
KIAA1191	0.1485
C9orf38	0.1095
SFTPB	-0.013
CNTNAP2	-0.135583333333333
FRK	3.16
