Hybridization REF	TCGA-A2-A0YJ-01A-11R-A109-07
FKSG43	1.361
METTL1	0.492375
MFSD3	1.2503
PSPH	-0.3745
CLCA3	-0.498
DARS2	0.426833333333333
CDC25A	-0.872333333333333
BAIAP2L1	0.756
B3GNT5	2.19975
USP29	-0.04175
ARHGEF10L	0.5904
ATOX1	-0.80225
ADAM30	0.1995
DNASE1	0.612
STT3A	0.832090909090909
RAB6IP1	-0.93225
PTN	-2.4007
C1orf106	2.06053846153846
HECA	2.10975
RNF122	-0.796
SLC22A18AS	0.056
GNG8	0.0658333333333333
ELP4	-0.09525
FAM65A	0.171166666666667
RPL10A	-0.3085
IRS4	-0.093
MACF1	-0.0218
SEC24D	0.0836666666666667
LOC374395	0.4555
TGFB2	-0.795375
MDFIC	-1.461125
CHRNE	0.8565
PCMTD2	-0.630833333333333
ATP6V0D1	0.514833333333333
MTA2	0.554
LZTR1	-0.650833333333333
RAP1A	-0.638333333333333
AXIN1	0.256125
POLR1C	1.9045
TRIO	-0.748416666666667
PLXNA4A	-0.424166666666667
C5orf33	-0.72925
DEPDC1B	-2.036125
ZNF473	-0.356
MTM1	0.904375
GPR107	0.495
CSNK1A1L	-0.300166666666667
FLJ14154	0.96875
NLRC4	2.892
ENPP4	3.0845
PADI3	0.662
RNF170	1.134375
CG018	1.32166666666667
C16orf7	0.068
KCNE1	0.45925
NRM	-0.936666666666667
SLC37A3	0.904357142857143
TPD52L2	0.435333333333333
UNC5B	0.00549999999999999
C12orf12	0.7285
SDHB	-0.812
CLRN1	0.6495
NUDT10	-2.5795
UGT3A1	0.451875
FBXW8	0.87975
RHOF	0.55475
PTPLAD1	-1.167125
MYO3B	-0.738
DERA	-0.94675
TPP2	-0.4295
C19orf53	-0.121
GINS3	-0.320125
ST6GALNAC5	3.3305
CHSY1	0.06875
MGC15705	0.0715
GPR83	0.356333333333333
EXT2	0.3505
DOLK	0.67825
TUBAL3	-0.6115
ACVRL1	1.3306
ABL2	0.123
C14orf156	-1.73633333333333
PTPRZ1	-1.39375
DIP2C	0.36925
LAMP1	1.857125
RXRA	0.6884
MAP3K5	0.18025
ALKBH1	-0.442166666666667
PDLIM7	-0.627625
ARL14	-1.6905
SNIP1	-0.374166666666667
TIMP3	1.6645
RGS3	0.673833333333333
SPAG16	0.4601
ABHD4	-0.4835
ARHGEF12	1.09290909090909
GLUD2	-0.1965
RAC2	-2.1024
UAP1L1	0.711
SLC18A3	1.691
YOD1	-0.1225
RALY	0.31175
HMOX2	1.09675
DGKH	0.76375
DBNDD2	1.48
YIPF4	1.04275
THAP10	-2.13175
ZNF513	0.8415
HAGHL	0.936333333333333
ITGB4	1.37316666666667
CCDC141	-2.146
YTHDF3	1.754
C5orf28	-0.56525
RPL7L1	1.918875
TMEM30B	0.995785714285714
ANKRD35	3.439
DUOXA2	0.879
TBC1D5	0.677625
DFNB59	-0.3565
HRH4	0.464
MYO6	1.9746
DNAJA4	1.93575
RBM24	-1.669625
CEACAM20	0.164
RBM23	0.347642857142857
NGFB	-0.101
C1orf63	-1.7211
KRTAP7-1	-0.023
PERLD1	3.47025
NPB	0.934
C17orf59	0.3644
HSPBAP1	0.09
SLC15A4	0.29625
PRTFDC1	1.7115
OSMR	-1.41514285714286
CYSLTR2	-0.4105
C19orf25	0.2281
KIAA1797	0.02
NLRP6	0.4795
FAM105B	0.4714
SCRN2	-0.885666666666667
LRRC58	0.3148
RNF17	0.534875
NEIL3	-2.142
FAM137A	-2.2635
SKP2	-2.396
PARVA	1.71433333333333
PKLR	-1.5185
RNF34	-0.227875
A3GALT2	0.5005
C12orf50	0.1365
SUNC1	2.24125
FAM102B	0.847833333333333
CCT2	-0.8
LRRC37A2	-0.935
ARF4	0.9725
SIKE	-0.059875
C8orf48	-1.7652
MBTPS1	-0.0703571428571429
GPSN2	-0.985
NCF2	2.902
SLC12A6	0.454
MRPL48	0.5125
HMGN3	-0.631833333333333
LRRC62	-1.24025
PAX9	-1.058625
FAM55A	0.243
C20orf42	0.977666666666667
SCML2	-0.600666666666667
BCL9	0.1265
FAM40A	-0.78025
C9orf41	0.0828333333333333
ZNF774	0.7185
LETM1	-0.29925
PLXNB1	0.118666666666667
NIPSNAP1	-0.087625
USP10	-0.967
F9	-0.24625
LIPE	-1.28125
CNGB3	-0.7115
C12orf52	0.55425
PI4K2A	-0.175
MED8	0.68575
STAT4	-0.4511
FGD4	-0.391
RNF145	-2.2655
WDR32	0.8164
CLDN2	0.463333333333333
TCEAL8	-0.2635
ZMYND8	-1.1568
PDXK	1.69228125
GATAD2A	0.54225
PTGES3	-0.4335
CCM2	0.9225
TAP1	0.670375
ZNF670	0.57925
ETS2	0.362285714285714
C6orf166	0.515
PRMT2	0.855857142857143
OR4B1	0.148
INTS8	0.6505
CCDC102A	0.63725
CCDC83	-1.52133333333333
ITGA1	-0.8904
EPHA5	-1.5727
FAM24B	-1.81366666666667
TSGA10	1.22075
HAL	-1.49966666666667
MYOT	-0.03075
SPACA3	1.76925
BCL2L2	-0.389833333333333
CUGBP2	-2.06766666666667
CCNB3	3.0285
RNF113B	-0.015
MERTK	-0.3745
BAG1	-0.4145
VPS36	0.88975
ORMDL3	2.3095
C1orf190	-0.2345
ZNF625	0.2065
CORO2B	-2.295
ALOX15	-0.3585
CST1	0.025
NUPR1	2.48416666666667
CCL7	3.5165
SMCR5	-2.4835
DSC2	4.2485
RBMS2	0.61425
GRIK4	0.572
TRIM65	0.6039
TMPRSS6	-0.456142857142857
TP53INP2	-1.053
GLB1L	0.810333333333333
LOC388284	-0.018
PUS1	0.121714285714286
BCL9L	0.499
OLFM1	-2.10758333333333
RET	-2.548625
MASTL	-0.788
ALX3	1.002
IL1RL1	-0.299833333333333
ZNF765	-1.2226
C14orf138	-1.52125
SNX10	-1.8025
TAC4	0.337
C1orf64	-3.250875
POGK	1.543625
MAPK9	-0.53
ZNF366	1.55325
C8orf79	-1.0238
CLDN7	2.890125
OR5AT1	0.3295
TRIM37	-1.5785
LRRC25	2.1135
GRHL2	2.2944
TEKT3	1.5455
LASS5	-0.0985
ABCC4	-0.0119166666666667
DLG3	1.121
VGLL1	3.83575
ZFP36L2	1.81816666666667
MFRP	0.0326666666666667
KIAA1799	0.27575
FLJ44379	-0.279
PCNX	-0.40425
ANXA9	-2.969
CYP4V2	0.4079
PIK3C2A	-0.283
SRR	-1.1355
NOL3	-0.4895
IFITM2	0.3605
ARNTL2	0.227
ZNF595	-0.646
NLRP13	-0.701
ASPH	0.386
CPA2	-0.061
PVRIG	-2.51416666666667
LEPR	-2.225
C16orf42	0.8545
SH3BGRL	0.176
FAM77D	-0.867666666666667
FNDC7	-0.0805
C9orf6	0.336
NOTCH2NL	1.18283333333333
PGBD1	-0.978333333333333
SYNGR2	0.770333333333333
PITPNA	0.871
PRPF4B	-0.3723
SLC43A3	0.637357142857143
NRBP1	1.0355
SLC25A22	0.1
ILK	0.1935
SLC22A8	0.678
MRPS7	0.10425
PITX2	-1.68525
FABP3	0.604625
OR1L1	0.628
LOC728215	-1.18375
BLID	-1.374
KIAA1217	2.05288235294118
TFPT	-0.63625
AP4B1	-0.96025
VBP1	-1.13925
OR1K1	0.339
MORC3	0.50075
BHMT2	-2.245
C3orf10	0.83925
FZD7	1.662
WFDC10A	-0.2415
PMS2CL	-0.29825
CCDC32	0.267666666666667
FA2H	-2.226
ALG13	-1.1565
TTLL7	0.00459999999999999
SPOCK3	0.1255
SLC13A2	0.651
AIM1	0.355
GPRC6A	0.061
EGR2	2.25275
MED11	1.00575
WWC1	0.864
SH3GL3	-4.08125
RIF1	-0.982428571428571
PRLH	0.1725
VLDLR	0.923
DBT	0.625875
C21orf63	1.2805
CGGBP1	-0.735625
KRTAP12-2	-0.678
TADA3L	-0.346625
ZBTB16	-0.32875
PDGFB	1.09175
RFX1	0.500375
UQCRB	0.1044
LOC133874	0.231
HPS3	-1.92375
LGALS3BP	-1.3465
DKFZP564O0823	1.08928571428571
MRFAP1L1	-0.657
HOXA10	-1.75066666666667
NGB	0.201
KIF21A	-1.05115384615385
IFLTD1	0.5295
LZTS1	-1.4875
ARHGEF3	0.63375
RHBDL3	-1.8515
CSNK1G2	-0.222166666666667
ChGn	-2.023875
KIAA1244	1.673
GABRB2	0.069
MGC72080	1.4955
CD27	1.8565
EGLN1	-0.111666666666667
PEX13	1.289
RWDD3	-1.39725
RNF12	-0.579833333333333
GRIN2B	0.422
ADAMTS14	-0.791375
DYDC2	3.39
ATP6AP1	0.3366
NR1H2	-0.197333333333333
PDK2	-0.42125
C3orf17	-0.2095
SLC38A2	-0.781
SLC25A29	-1.069
C15orf29	0.51575
ADAM9	2.45966666666667
TMUB2	0.342
GPR176	-0.475
AGK	-0.19625
MCCD1	0.71375
NDUFA4	-0.114
TMEM146	0.08725
DUSP1	0.338875
UNQ6975	0.3515
EMX2OS	2.1425
INSM2	0.0165
LUZP4	0.27575
SETD6	-0.463
P2RY2	1.62666666666667
SLC45A2	-1.875
RABGAP1	0.748833333333333
UBXD5	-0.661875
GPRC5A	0.1814
PAK3	-1.08216666666667
LOC63920	-1.34225
TGFBR1	0.9755
KRTAP6-3	1.43425
SFMBT2	0.33725
CDC42	-0.2539375
C11orf35	0.379
TTLL2	-0.112
UACA	-0.240666666666667
CD97	-0.0518
SETD5	-0.318625
NINJ2	0.23975
PTER	0.372
POMGNT1	0.06375
KRTAP4-2	0.6955
ECGF1	2.053625
HRB	0.306727272727273
ATP1B2	-0.0865
LOC400506	0.19525
COL4A3BP	-0.8185
C6orf97	-3.22
GRHPR	0.47425
TAS2R1	1.0535
SEMA7A	-0.45
EDF1	-0.4155
ODF2L	-0.5186
PCID2	-0.3485
GTF2H4	-0.277666666666667
ZCCHC3	-0.94475
CGB2	0.128666666666667
NEUROD1	-0.18325
C20orf75	1.225
RP5-1054A22.3	3.78166666666667
IFNA5	0.872
ZNF134	-1.01458333333333
MGC119295	-0.8274
ZSWIM6	-0.7835
SMEK1	-0.0653333333333333
PCGF2	2.14725
C1orf102	0.1315
CYP2A13	0.8495
KCNH6	-1.0004
MDM1	-1.0027
ALDH7A1	-0.979333333333333
C9orf75	0.3345
VDAC3	1.39075
OR51T1	0.755
EIF3F	-0.135166666666667
KCNJ10	-0.5645
LENG8	0.46275
EDEM2	1.23241666666667
CCNJL	-1.64016666666667
DHX37	0.01
CRYGN	1.1685
AATF	1.11575
ZNF630	0.673125
E2F5	1.6985
WFDC13	-1.025
FTSJ3	-0.790166666666667
C4orf33	-0.32925
LHFPL4	-2.0935
C19orf56	0.334
SMAD4	0.895428571428571
AFM	-0.589833333333333
G0S2	0.3755
FCHSD2	0.1147
RRP1B	0.7498
EEF1B2	-0.617833333333333
STAT6	0.970666666666667
ZNF195	-1.58525
GNL1	-0.7065
ZNRF2	1.9435
PER3	-0.877428571428571
ASB16	0.659
C10orf10	3.28335714285714
ADCY8	-3.0056
C9orf58	2.34583333333333
ARMC10	0.412833333333333
PSG1	-0.0955
DHX34	-0.06175
VARS2	-1.222375
NFIC	-0.78425
ITPR2	0.4095
AGXT2	0.263666666666667
OR6K3	0.434
H2AFZ	-0.40625
MLLT3	1.21383333333333
COX4I2	1.12675
CCNT2	-0.342375
PLK4	-1.51575
NUMBL	0.409333333333333
MED16	-0.3105
PLEKHQ1	0.1875
GOSR1	0.001
BTG4	-0.47525
RPL30	1.159
IGSF5	1.0205
IGFL2	-0.703833333333333
ELMOD2	0.0646666666666667
SHC3	-0.964
HAVCR1	-0.119
DYNC2H1	-1.1275
RNF5	-0.921166666666667
C2orf7	0.11225
NLF1	1.4975
KLHL25	0.12525
LRP10	0.7039
KRI1	0.054
PUS7L	1.60583333333333
MGMT	0.57925
HOXD1	-1.62066666666667
CSH1	0.3912
ATG16L2	-1.87825
FLJ44635	0.6055
CHODL	3.0965
EXOSC8	-0.814
SLC28A1	0.35075
MYO7B	-0.0728333333333333
SEH1L	0.3532
MTNR1A	0.292333333333333
TSPAN5	0.0835
CDC45L	-2.79566666666667
AMIGO1	0.772
ATAD3A	-0.51325
OSGIN2	3.19033333333333
PDIK1L	-0.391666666666667
DARC	0.36225
PIPSL	0.009
SHMT1	1.0425
CRISP3	0.158
POPDC2	1.23583333333333
ZRANB2	-1.0755
FBXL8	-0.0694999999999999
TRIP13	-0.797272727272727
EIF5AL1	0.207
POU5F1P3	-5.4415
IL6	-0.549666666666667
CXorf38	-0.537833333333333
IFNA16	0.3055
FBXL2	0.4325
BRD1	-0.30075
STATH	0.432
FBXO44	-0.2265
MCCC2	-1.37475
CDC2	-1.5623
C5orf23	1.7275
IVD	0.913166666666667
C10orf122	-0.8655
MSL3L1	1.2666
MVP	0.09275
EPOR	-1.3697
ZMYM1	-0.732
BCL7C	0.476166666666667
PSTPIP2	2.1077
LYPD1	-0.4955
OR8G5	0.3245
ZP3	0.8592
BCAS4	0.57425
EDG6	1.0585
ISY1	0.05425
PRAMEF2	-0.9745
CUL1	0.511625
RNF213	0.0119
CCRK	0.6615
DHX9	-0.209
C13orf29	1.33225
NCKAP1	1.04016666666667
MRPL43	-0.638928571428571
XPR1	0.48925
PKN2	-0.1305
PODNL1	0.7095
ZNF333	0.19125
DALRD3	0.83375
OPN1SW	0.4365
BTBD6	0.7495
C11orf82	-0.799
OR5P3	0.3925
DUSP11	1.08375
L1CAM	-1.4665
NEK11	0.851
OR7E91P	1.337
CNTN3	0.6887
CREB3L2	1.5855
ZBTB37	0.1485
KIAA1324L	-3.363
NDUFB10	-0.237666666666667
NUDT2	-1.399
GTPBP8	-1.06775
CACNA1D	0.717625
PRKAA2	-1.53383333333333
PRDM8	0.3195
MGC16075	-0.545666666666667
KRT14	2.84371428571429
PP8961	0.58875
MRPL18	-0.60775
ABCG2	-3.49
PACRG	0.34475
BBS2	-0.564
KREMEN2	2.3045
FBXO21	0.18075
HNRPUL1	-0.6315
GRB10	1.66925
CLSTN1	0.90125
LMAN2	-0.549444444444445
C17orf61	-0.01225
NIPSNAP3A	1.283
INSIG2	-0.541333333333333
PCDHB7	0.9265
STXBP2	0.594
CMAH	0.755916666666667
SEMA5B	2.451
ZNF155	-1.41116666666667
COQ6	-0.83
PRPF4	-0.17775
TSPAN15	0.7424
VN1R5	-0.108
LATS2	0.717
SELK	-0.814
PGK2	-0.26775
MS4A1	-1.69925
TYW3	-0.9881
KRTAP5-1	0.28875
RCCD1	-1.6185
BTN1A1	0.73075
DDX28	0.0315
TMEM65	2.90625
LOC92345	0.04225
TTC31	0.0155
WDR46	-0.297166666666667
CHP2	-1.35716666666667
LSP1	1.5355
ZNF542	-1.73875
EXOSC1	-0.718
ARHGAP18	1.02933333333333
LRRTM4	-0.2115
MAOB	-0.592083333333333
CACNB4	-1.677
MGC33846	1.15525
RANBP3L	0.740375
ATP5L	0.050625
ONECUT1	-2.939
NUDT9	0.0515
TMEM149	2.1135
STX17	0.4295
IGSF10	-4.66275
TMPRSS9	1.0735
BMPR2	0.976416666666667
ALLC	0.38325
KLF7	0.990125
GCC1	1.1054
TIMM9	-0.86125
CDO1	-3.30566666666667
MGC10701	-1.3375
IFI6	-0.021
FRMD8	1.3195
MGAT2	-0.66725
WBP5	-1.2945
CNIH2	0.47475
KIAA0907	-1.1778
KCNH8	-0.1535
CTSG	-3.516
GRIK1	-0.5985
CUL5	1.08425
FRMD1	0.6745
OR9A4	-0.1785
SYT6	-2.0165
FOXD4L2	-1.3095
ANAPC2	-0.866
OPN5	0.7905
TAF13	-0.75875
LYG2	-0.187
GGNBP1	0.3035
C11orf40	0.8585
OTX2	-0.809
REG4	-0.235
EIF5	-0.9701875
PALB2	-0.81925
SEPSECS	-1.2133
RNASE3	0.08375
TRIM49	-1.2675
POLR2K	1.4463
GPR42	0.5475
C8B	-2.93775
SASS6	-1.6015
PREB	0.591
OR3A3	0.538
TUBA8	2.1335
IGLV2-14	-1.63225
STIL	-0.5915
ANKFN1	-1.223
NME7	-0.44225
HOXC12	1.07825
UBE2C	0.167875
FHOD1	-1.16325
CDK2AP1	2.37375
OR6K2	0.31475
DHPS	-0.28025
RPL5	-0.783416666666667
TRGV5	0.38
LOC541472	0.393875
HCCS	0.1021
DENND1B	0.974
LHX3	-0.3925
OR5D16	0.4745
CXorf57	-3.172
IRF2BP1	-0.468
NDST2	0.278833333333333
LCE3D	0.2845
BOLL	0.332125
SYT3	-0.90725
PIH1D2	-1.00975
C20orf7	-0.709333333333333
IL1R2	1.493
SLAMF9	0.036
PPME1	0.59
PIK3CA	-0.1115
TRAPPC1	0.32825
COLEC10	-0.74725
SLC9A6	0.114166666666667
PDDC1	0.281416666666667
CCDC53	-0.06075
GK3P	-0.86875
DAZL	-0.693
BRI3	1.3075
SDK1	-1.158125
CYP2C18	-0.22725
IFI44L	-0.098
RPL3L	-0.1095
FUT9	2.0495
KIFC2	0.362166666666667
PMP2	-0.574375
SLC4A9	-0.438
PLAG1	-1.34983333333333
MYCBP2	-0.154
OR4E2	0.8315
CCDC65	0.197
C16orf82	-0.019875
ENTPD4	-0.17325
BRP44L	-0.789625
PMP22CD	0.3345
TMCO4	0.550333333333333
KCNN1	-0.429166666666667
WDR35	0.78
CCDC80	-0.061875
C3orf31	-0.238
SLC7A9	1.1925
TMEM190	-0.8805
DBC1	-1.933
FADS3	-0.4935
PDZD8	-0.333833333333333
GRM5	0.475
AZGP1	3.1247
PEX3	0.823
MED1	2.19864285714286
ATG4C	-0.218833333333333
HNRPH3	-1.391625
FAM109B	3.00975
C4orf17	-0.0315
CA10	-0.267
OPRD1	0.375
CCL16	-1.07975
SACM1L	0.1885
CST6	4.70575
CD63	0.3950625
LGI1	-1.2325
ZNF784	0.282
CRYBB1	-1.4715
CX3CL1	0.22535
TOP2A	-1.6145
GYPB	-3.00816666666667
GADD45GIP1	-0.10825
FEN1	-1.18175
IGF1R	-1.1020625
WDR72	-2.93883333333333
PURG	-1.45716666666667
DEFB126	0.30775
PKD1L1	0.19375
CAV1	-3.0126
GNPDA2	0.7389
DGAT2	2.843875
NLGN1	-5.17275
STRBP	0.62625
HPRT1	-0.912
FANCI	-2.18975
PSMA7	0.6015
DBF4B	-0.838166666666667
TTF1	-0.11475
RAD54L	-1.8425
ELOF1	0.4645
PLAGL2	-0.7245
ZNF256	-0.61575
HMGCL	0.39175
MSI2	-0.8945
RPESP	1.405
C11orf60	-0.4955
ABCD1	1.1395
ACAA1	0.5059
SPARCL1	3.02957142857143
IL6ST	-2.1768
ZNF319	0.22825
TMEM109	0.8378
FAM90A1	0.603833333333333
IL22RA1	-1.402
ATP4B	0.286
TEC	0.114833333333333
C7orf30	0.101
TXNDC2	-0.4785
ABCB4	-0.48375
KIAA1191	-0.10275
C9orf38	0.372
SFTPB	0.548625
CNTNAP2	-1.89758333333333
FRK	2.0135
TBX19	0.51125
CHD4	-0.29925
C6orf26	-2.53933333333333
MOSC2	-2.107
IKBKE	1.467
HIF1A	-1.29333333333333
LOC595101	0.116
RELA	0.5725
TMEM16B	-1.31883333333333
ABHD12B	-2.46075
TSEN34	-0.06025
KIF18A	-1.89925
TXNDC9	0.581666666666667
SPATA2L	0.206
SEMA4G	-0.873
C21orf91	1.73875
MATN1	-0.273
KCNIP4	0.433333333333333
TUSC1	1.497875
OR4C15	0.713
ARMCX6	-0.248666666666667
WBSCR27	-0.262333333333333
OR52I2	-0.282
KIAA1604	-0.91525
DYNC1I1	2.626125
PPP4C	0.2445
SLC47A2	-1.85283333333333
TREH	0.06725
CD48	0.000833333333333332
ST14	2.61183333333333
PKN1	0.11075
SPON2	4.22
XBP1	-1.39590909090909
SFRS12	-1.3485
EFCAB6	-0.36525
SELT	-0.627
SLC39A2	1.819
ERF	-1.54933333333333
ARL3	-0.939375
SURF6	0.0737
MLLT10	0.692571428571429
FLJ11171	1.172
TDGF1	-4.94733333333333
ERCC6	0.74925
EIF2AK4	0.465125
BAZ1A	-0.0342
LRRN3	-0.9955
TMC3	-0.1015
EFTUD1	-0.01825
PTPRO	0.637166666666667
CLEC12A	0.7755
ACBD4	-0.219875
ZDHHC14	-1.05825
OTUD7B	0.51875
ACTB	1.0878125
MSRA	0.11275
LCE5A	0.417
IFI35	-1.2035
BSCL2	0.3595
ANKRD12	0.248333333333333
CFHR2	0.24925
RGAG1	-0.506
HSFY1	0.8505
SLC30A5	-0.341666666666667
IMPG1	1.1715
GPR109A	0.575
ZNF185	1.32325
IYD	0.20875
NPCDR1	0.383
SERPINA13	0.301
HMGCLL1	-0.31775
NEUROG1	0.457166666666667
UBQLN1	0.4031875
LIN37	1.28625
SOCS2	-0.922625
DSCR4	-1.430375
XKR6	-1.3755
GPR142	0.673
KRTAP13-3	0.38
CCDC15	-0.880333333333333
MOS	-0.2595
CD1E	-1.373
OFCC1	0.206666666666667
FAM83D	0.24225
SRFBP1	-0.169
C9orf96	0.1205
DHDH	1.6895
CCDC90A	-0.2475
RABL3	0.5771
CD320	0.240666666666667
ANGEL2	0.0806666666666666
MRPL21	-0.48975
SMG6	0.377333333333333
INSR	0.218625
FLJ14816	-0.6265
GLRB	-1.36133333333333
C9orf89	1.5715
CIZ1	-0.448375
URG4	0.189166666666667
LRDD	-1.92533333333333
CBY1	1.114
NFX1	0.09825
MTERFD2	-0.707857142857143
C19orf23	1.36
PGC	-1.834125
IER3IP1	1.2143
RASAL2	2.19975
C1orf89	-0.17025
SYNJ1	0.24275
NFKBIE	2.8245
FLJ40125	-0.589166666666667
TCEB2	0.0904
NOG	-2.1335
POLR2J2	-0.480166666666667
HLA-B	2.3215
PCDHA1	0.52
PPP2R2B	-1.918
ARHGEF17	0.298333333333333
TCF7L2	0.280214285714286
CHD5	-0.490333333333333
ZNF431	-0.751875
TBC1D25	0.4445
ZNF800	0.01925
SCUBE2	-3.12672727272727
MYCBP	-0.0466666666666667
GPX5	0.3945
C6orf129	0.379666666666667
QSER1	0.0125
ULK2	1.831
PIGO	0.451833333333333
NRCAM	-1.12671428571429
SLC35E3	0.276625
CSRP2	0.782
HYPE	-0.06575
MAPK15	0.4015
MGC14327	0.47475
TIMM13	0.0753333333333333
ZNF462	1.04175
GBA3	-0.06975
TEX13A	-0.2225
MCM6	-1.08277777777778
MTRF1	0.06425
ABCA7	0.94425
EIF4A2	-1.0625
ZC3H10	1.1785
RPGR	-1.19816666666667
C20orf94	-1.24875
RP1L1	0.4875
GPR125	0.04375
USP22	0.378857142857143
OR1L4	0.145
MLZE	4.21175
FLJ32065	-0.6035
PTCD1	0.017
CRTAC1	-0.205666666666667
BXDC2	-1.3695
C18orf1	1.286
FAM107A	3.75585714285714
EFNA3	1.96125
P18SRP	-1.1356
CAMKK2	0.452833333333333
KIAA0649	-0.3205
NES	-1.6525
HS6ST3	-0.0405
PON2	-0.93225
TCP11L2	-0.091
CLEC4A	0.344
PRR12	-0.397
MLXIPL	-1.8481
C2orf50	0.092
ZNF28	0.21375
ENC1	-0.192333333333333
MAP2K1	-0.282125
FKSG2	1.22425
KIAA0430	0.0895
PTP4A1	-0.317333333333333
GPR156	0.7775
GTF3C6	-0.316
UBR2	2.0637
LOC388272	-1.29925
MAK	-0.236833333333333
ACOT4	1.8785
STC2	-1.45708333333333
PIGW	0.976875
SAE1	-1.319
COL6A1	-0.330318181818182
OAZ1	-0.131
STMN4	0.346
EDG3	-0.1
SGCE	-1.77916666666667
IL11	-0.2925
PRSS8	3.011625
YIPF5	-0.289333333333333
WNT4	2.79775
CSN2	0.0121666666666667
TCF7	-2.16325
TDO2	2.1645
SAMD9	-1.7168125
S100A7A	0.156
MMRN1	0.485666666666667
GKAP1	-0.75
AKR1C3	0.05825
RNF19A	1.46825
GMDS	1.006
YKT6	0.557
SPARC	-0.0679
C12orf31	-0.43225
UBE2V2	0.774333333333333
FBXL18	0.719
KIAA0460	0.1235
ADAM22	-1.77225
SERPINC1	-4.3975
KCTD21	1.34675
MYOHD1	-0.10075
ZNF37A	-0.660833333333333
GTF3C1	-0.102
CTSZ	3.10575
PRNPIP	-0.069375
DRD1IP	0.47525
NR1I2	-0.397
ZNF266	-0.3485
SPAG4L	0.1875
COX4NB	-0.07425
SAPS1	-0.156333333333333
APOA1	-4.2335
TATDN1	0.00816666666666667
C10orf82	-3.055
KPNB1	-1.1015
FOXO3	0.571833333333333
CRYBB2	0.106
ZBTB5	0.267
SLC25A38	-0.22275
DCTN2	0.223
IFT20	-0.2025
CTHRC1	2.5515
C1orf31	-0.439
UHRF1	-0.3614375
GPC6	-1.6575
C10orf54	0.7165
MCF2L2	-0.0496666666666667
WNT9B	0.102
OLA1	-0.905125
FAM120B	0.59
TTLL10	0.159
CYorf15A	-4.69025
RELN	-1.976
SCN2B	0.3275
MFHAS1	-0.01575
NKX3-2	0.122666666666667
RASGRF2	-0.7725
SSBP1	-0.918
KPNA6	-0.418642857142857
LOC389118	0.585
HS3ST4	-1.3704
SUPT7L	-0.04475
FLJ32658	-0.38525
IGFBPL1	-0.542
KIAA1641	-1.855
SHKBP1	1.2245
CSF1R	3.923
NAGK	0.87975
MYL2	1.36125
HIST1H4C	-1.5745
TOMM7	0.655625
ADAMTSL3	2.5466
TNFSF14	-0.78375
PRRT2	-2.49
VTA1	1.12925
AOAH	1.5055
CRISPLD2	0.879071428571429
PNN	-1.4147
TA-NFKBH	0.2255
ESPN	-1.14025
RBM43	-1.027
KIAA1267	-0.648
DDX3X	0.257555555555556
KIAA1576	-4.74025
PLXDC1	3.81233333333333
FLJ25801	-4.423
HNRNPL	-0.5845
RUNDC3A	0.0296666666666667
CASP12	0.9095
SH2D5	-0.769375
RPL26L1	-0.856
OR51A7	0.3575
HDC	0.1805
C2orf16	0.268666666666667
SYTL3	2.64325
GOLGA4	0.5153125
NOTCH1	2.12083333333333
ATPAF2	0.88925
ECD	-0.39525
SSX5	-1.24766666666667
SNAP91	0.416
OCA2	0.32025
PNPO	0.6125
DAPK1	1.57833333333333
PINX1	-0.711333333333333
SELENBP1	1.715
NEK3	0.8135
TMED4	0.966928571428572
SSTR4	0.0555
FOSL1	-0.7293
CD40LG	0.0145
CES1	-1.81775
DCI	-0.493833333333333
B3GAT3	0.1855
STK17B	0.107
CNTN6	0.001
CYP3A4	-1.61266666666667
MBOAT2	2.37621428571429
PISD	-0.4025
USP1	-0.13825
PYDC1	-0.149
CENPM	-0.441
SAR1B	-1.2
TTC7B	-0.319285714285714
DP58	0.129
GPC1	0.48975
RBL1	-0.585875
TMEM137	-2.78016666666667
TOB1	0.388833333333333
TCEAL1	-1.318
CENPF	-1.04981818181818
C6	-0.180166666666667
PRSS1	-3.266
PPIL6	0.8785
C6orf124	-0.2575
ODZ4	0.155166666666667
SNCB	0.252
NDUFB9	0.794125
CNOT6L	-0.334666666666667
S100A9	1.2405
TRIM50	0.0605
KCTD1	1.7713
WDR63	0.2885
SPEF2	-0.6665
RNGTT	0.194
CXorf22	0.823
KCNK16	0.6225
CEP250	-0.9165
ATPBD1B	-0.21325
KCNJ2	2.83125
MT1B	-0.437
ZNF684	-1.0365
SLC4A1	0.98375
PDHA1	-0.60775
ZNF492	-0.18225
TKT	0.30725
BYSL	3.200375
RNF38	1.1075
AHDC1	0.103
KLHL2	-0.135375
CMTM8	1.18375
DMP1	-0.435
HERPUD2	0.8255
CRTAM	1.1425
ZNF572	1.51775
TMEM16J	-0.7495
HSD17B2	-2.10975
UBE2G1	0.879125
AHSA2	-2.35575
PELI2	-2.369
TPX2	-0.069375
ATP9B	2.21033333333333
DAZAP1	-0.2235
HMGCS2	0.428333333333333
C17orf38	3.10225
B9D1	-0.261
NKX2-5	-1.1165
KIAA1276	0.4395
LILRB2	2.7225
CSTF1	0.0808333333333334
BTN2A1	-0.861
C15orf48	4.141
IGF2BP3	-2.9635
FAM113B	0.897166666666667
HRG	-0.00362499999999999
ZNF131	-1.81225
USP47	-0.523428571428571
CCDC88B	-0.4175
